Orthogroup	Mus_musculus	Rattus_norvegicus
OG0016028	sp|Q8BLK9|KS6C1_MOUSE	tr|A0A0G2KB60|A0A0G2KB60_RAT
OG0016029	sp|Q8BMQ2|TF3C4_MOUSE	tr|A0A8I6AGY8|A0A8I6AGY8_RAT
OG0016030	sp|Q8BNJ2|ATS4_MOUSE	sp|Q9ESP7|ATS4_RAT
OG0016031	sp|Q8BQB6|SAXO2_MOUSE	tr|A0A8I6GA21|A0A8I6GA21_RAT
OG0016032	sp|Q8BVW0|GANC_MOUSE	tr|D4A7G5|D4A7G5_RAT
OG0016033	sp|Q8BXG3|IFT57_MOUSE	tr|D4A1V1|D4A1V1_RAT
OG0016034	sp|Q8C4U2|TM145_MOUSE	tr|D3Z9I0|D3Z9I0_RAT
OG0016035	sp|Q8C636|SPT16_MOUSE	tr|D4A260|D4A260_RAT
OG0016036	sp|Q8K126|RF1M_MOUSE	tr|M0RDC8|M0RDC8_RAT
OG0016037	sp|Q8K3P1|P2RX2_MOUSE	sp|P49653|P2RX2_RAT
OG0016038	sp|Q8VDC1|FYCO1_MOUSE	tr|D3Z9D2|D3Z9D2_RAT
OG0016039	tr|Q8VET2|Q8VET2_MOUSE	tr|M0R6F4|M0R6F4_RAT
OG0016040	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|D4A3F2|D4A3F2_RAT
OG0016041	sp|Q8VHI3|OFUT2_MOUSE	tr|D3ZUN5|D3ZUN5_RAT
OG0016042	sp|Q91VC4|PLVAP_MOUSE	sp|Q9WV78|PLVAP_RAT
OG0016043	sp|Q91W40|KLC3_MOUSE	sp|Q68G30|KLC3_RAT
OG0016044	sp|Q91ZP6|NFIP2_MOUSE	tr|F1M1W4|F1M1W4_RAT
OG0016045	sp|Q99JH7|CSTN3_MOUSE	sp|Q8R553|CSTN3_RAT
OG0016046	sp|Q9CQY5|MAGT1_MOUSE	sp|O35777|MAGT1_RAT
OG0016047	sp|Q9CYC3|TM39A_MOUSE	sp|Q5U2V9|TM39A_RAT
OG0016048	tr|Q9D2F8|Q9D2F8_MOUSE	tr|M0R3Z0|M0R3Z0_RAT
OG0016049	tr|Q9D4I8|Q9D4I8_MOUSE	tr|A0JPP0|A0JPP0_RAT
OG0016050	sp|Q9D7S0|LYPD8_MOUSE	tr|D3ZP75|D3ZP75_RAT
OG0016051	sp|Q9DAJ2|TEKT1_MOUSE	sp|Q99JD2|TEKT1_RAT
OG0016052	sp|Q9DCS9|NDUBA_MOUSE	tr|D4A0T0|D4A0T0_RAT
OG0016053	sp|Q9DCU9|HOGA1_MOUSE	tr|A0A8I6AHX1|A0A8I6AHX1_RAT
OG0016054	sp|Q9EQQ3|GPR63_MOUSE	tr|D3ZNT8|D3ZNT8_RAT
OG0016055	sp|Q9JLJ1|SELK_MOUSE	sp|P59798|SELK_RAT
OG0016056	sp|Q9JM98|WRP73_MOUSE	tr|Q641Y4|Q641Y4_RAT
OG0016057	sp|Q9QXW0|FBXL6_MOUSE	tr|Q641W5|Q641W5_RAT
OG0016058	sp|Q9QZ82|CP11A_MOUSE	sp|P14137|CP11A_RAT
OG0016059	sp|Q9Z0T6|PKDRE_MOUSE	tr|D3ZCW6|D3ZCW6_RAT
OG0016060	sp|Q9Z127|LAT1_MOUSE	sp|Q63016|LAT1_RAT
OG0016061	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE	tr|F7EKW8|F7EKW8_RAT
OG0016062	sp|A2AEY4|MA7D3_MOUSE	tr|A0A8I6A1Q2|A0A8I6A1Q2_RAT
OG0016063	sp|A2AUY4|BAZ2B_MOUSE	tr|A0A0G2K175|A0A0G2K175_RAT
OG0016064	sp|A4Q9E4|TTLL2_MOUSE	tr|D3ZF82|D3ZF82_RAT
OG0016065	tr|D3YZB0|D3YZB0_MOUSE	tr|A0A8I6A3N5|A0A8I6A3N5_RAT
OG0016066	tr|D3Z623|D3Z623_MOUSE	tr|D3ZYL2|D3ZYL2_RAT
OG0016067	tr|E0CYQ0|E0CYQ0_MOUSE	tr|A0A8I6AKZ1|A0A8I6AKZ1_RAT
OG0016068	tr|E9PV66|E9PV66_MOUSE	tr|M0R6Z9|M0R6Z9_RAT
OG0016069	tr|E9Q7P5|E9Q7P5_MOUSE	tr|D3ZLS3|D3ZLS3_RAT
OG0016070	sp|F6TQD1|RN212_MOUSE	tr|A0A0G2JYP9|A0A0G2JYP9_RAT
OG0016071	tr|F8VPZ3|F8VPZ3_MOUSE	tr|A0A8I6A5X2|A0A8I6A5X2_RAT
OG0016072	tr|G5E8J6|G5E8J6_MOUSE	tr|G3V8S6|G3V8S6_RAT
OG0016073	sp|O35129|PHB2_MOUSE	sp|Q5XIH7|PHB2_RAT
OG0016074	sp|O35206|COFA1_MOUSE	tr|A0A0G2JV12|A0A0G2JV12_RAT
OG0016075	sp|O35216|CENPA_MOUSE	tr|B2RZ23|B2RZ23_RAT
OG0016076	sp|O89098|CYTF_MOUSE	tr|A0A8I6ADY1|A0A8I6ADY1_RAT
OG0016077	sp|P22389|EDN2_MOUSE	sp|P23943|EDN2_RAT
OG0016078	sp|P48168|GLRB_MOUSE	sp|P20781|GLRB_RAT
OG0016079	sp|P48318|DCE1_MOUSE	sp|P18088|DCE1_RAT
OG0016080	sp|P52019|ERG1_MOUSE	sp|P52020|ERG1_RAT
OG0016081	sp|P53368|8ODP_MOUSE	sp|P53369|8ODP_RAT
OG0016082	sp|P97812|IHH_MOUSE	tr|F1LP42|F1LP42_RAT
OG0016083	sp|P97817|CDR2_MOUSE	tr|A0A8I6GL37|A0A8I6GL37_RAT
OG0016084	sp|Q07968|F13B_MOUSE	tr|B1H260|B1H260_RAT
OG0016085	sp|Q0VBF8|STUM_MOUSE	tr|A0A8I6ATN0|A0A8I6ATN0_RAT
OG0016086	sp|Q3TNW5|MUCL3_MOUSE	sp|Q6MG22|MUCL3_RAT
OG0016087	sp|Q3U6U5|GTPB6_MOUSE	tr|A0A8I5ZU18|A0A8I5ZU18_RAT
OG0016088	sp|Q3UUY6|PROM2_MOUSE	sp|Q8CJ52|PROM2_RAT
OG0016089	sp|Q3UVR3|TTBK2_MOUSE	tr|A0A8I6AER0|A0A8I6AER0_RAT
OG0016090	sp|Q3UWM4|KDM7A_MOUSE	tr|A0A0G2K1Z1|A0A0G2K1Z1_RAT
OG0016091	sp|Q3V172|SE1L2_MOUSE	sp|Q5XI05|SE1L2_RAT
OG0016092	sp|Q5SWZ9|PLD6_MOUSE	tr|D4ADQ2|D4ADQ2_RAT
OG0016093	sp|Q61098|IL18R_MOUSE	tr|A0A8I6A1C2|A0A8I6A1C2_RAT
OG0016094	sp|Q61456|CCNA1_MOUSE	sp|Q6AY13|CCNA1_RAT
OG0016095	sp|Q64362|AKTIP_MOUSE	sp|Q5FVH4|AKTIP_RAT
OG0016096	sp|Q6YND2|ZN653_MOUSE	tr|D3ZM61|D3ZM61_RAT
OG0016097	sp|Q7TPG5|TAFA4_MOUSE	tr|B1H244|B1H244_RAT
OG0016098	sp|Q7TPH6|MYCB2_MOUSE	tr|A0A8I6A4L1|A0A8I6A4L1_RAT
OG0016099	sp|Q7TSH3|ZN516_MOUSE	tr|D4A239|D4A239_RAT
OG0016100	tr|Q810P0|Q810P0_MOUSE	tr|A0A8I6G6Y1|A0A8I6G6Y1_RAT
OG0016101	sp|Q8BG99|PKNX2_MOUSE	tr|A0A0G2JYQ2|A0A0G2JYQ2_RAT
OG0016102	sp|Q8BRN9|C2D1B_MOUSE	sp|Q5FVK6|C2D1B_RAT
OG0016103	sp|Q8BSN3|ODAD3_MOUSE	tr|D4ABL9|D4ABL9_RAT
OG0016104	tr|Q8BU90|Q8BU90_MOUSE	tr|D3Z8Z4|D3Z8Z4_RAT
OG0016105	sp|Q8BYU6|TOIP2_MOUSE	sp|Q6P752|TOIP2_RAT
OG0016106	sp|Q8C010|GPR61_MOUSE	tr|D4A0Y5|D4A0Y5_RAT
OG0016107	sp|Q8C0R0|UBP37_MOUSE	tr|D4ABE5|D4ABE5_RAT
OG0016108	tr|Q8CDT5|Q8CDT5_MOUSE	tr|D3ZMG5|D3ZMG5_RAT
OG0016109	sp|Q8CI95|OSB11_MOUSE	tr|B5DF74|B5DF74_RAT
OG0016110	sp|Q8K015|CENPO_MOUSE	tr|A0A8I6A3Y0|A0A8I6A3Y0_RAT
OG0016111	sp|Q8K2F8|LS14A_MOUSE	tr|A0A0G2JUK2|A0A0G2JUK2_RAT
OG0016112	sp|Q8R239|TM268_MOUSE	tr|D3ZSU8|D3ZSU8_RAT
OG0016113	sp|Q8R5M2|WNT9A_MOUSE	tr|D3ZF63|D3ZF63_RAT
OG0016114	sp|Q8VDT1|SC5A9_MOUSE	tr|A0A0G2JY02|A0A0G2JY02_RAT
OG0016115	sp|Q8VE01|DUS18_MOUSE	sp|Q6AXW7|DUS18_RAT
OG0016116	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A8I6A5Z9|A0A8I6A5Z9_RAT
OG0016117	sp|Q8VHC3|SELM_MOUSE	tr|A0A0G2JZZ4|A0A0G2JZZ4_RAT
OG0016118	sp|Q91XE8|TM205_MOUSE	tr|D3ZJZ0|D3ZJZ0_RAT
OG0016119	tr|Q91XL1|Q91XL1_MOUSE	tr|M0R8H5|M0R8H5_RAT
OG0016120	sp|Q99MR3|S12A9_MOUSE	sp|Q66HR0|S12A9_RAT
OG0016121	sp|Q9CXT7|TM192_MOUSE	sp|Q5U1Y0|TM192_RAT
OG0016122	sp|Q9D8C2|TSN13_MOUSE	sp|Q5FVL6|TSN13_RAT
OG0016123	sp|Q9D8D0|TR13C_MOUSE	tr|D4A281|D4A281_RAT
OG0016124	sp|Q9D9J7|IZUM1_MOUSE	sp|Q6AY06|IZUM1_RAT
OG0016125	sp|Q9DAM2|EFCB9_MOUSE	tr|D3ZFC8|D3ZFC8_RAT
OG0016126	sp|Q9EPK5|WWTR1_MOUSE	tr|Q4V7E6|Q4V7E6_RAT
OG0016127	sp|Q9ER39|TOR1A_MOUSE	sp|Q68G38|TOR1A_RAT
OG0016128	sp|Q9QXP0|RHCG_MOUSE	sp|Q7TNN9|RHCG_RAT
OG0016129	sp|Q9R0N4|SYT10_MOUSE	sp|O08625|SYT10_RAT
OG0016130	sp|Q9R1K5|FZR1_MOUSE	tr|B1WCA1|B1WCA1_RAT
OG0016131	sp|Q9WV89|STXB4_MOUSE	tr|A0A0G2JXI5|A0A0G2JXI5_RAT
OG0016132	tr|A0A5F8MPP0|A0A5F8MPP0_MOUSE	tr|D4AE81|D4AE81_RAT
OG0016133	tr|A0A5F8MPV0|A0A5F8MPV0_MOUSE	tr|A0A8I6AWY9|A0A8I6AWY9_RAT
OG0016134	sp|A2BGH0|BPIB4_MOUSE	sp|Q05704|BPIB4_RAT
OG0016135	sp|B2RV46|SPA6L_MOUSE	sp|Q6AYJ3|SPA6L_RAT
OG0016136	tr|D3Z6J4|D3Z6J4_MOUSE	tr|A0A8I6AKY6|A0A8I6AKY6_RAT
OG0016138	sp|O35652|LHX8_MOUSE	tr|G3V6V6|G3V6V6_RAT
OG0016139	sp|O35980|NTH_MOUSE	tr|D4A4E8|D4A4E8_RAT
OG0016140	sp|O88466|ZN106_MOUSE	tr|A0A0G2K2F8|A0A0G2K2F8_RAT
OG0016141	sp|P06797|CATL1_MOUSE	sp|P07154|CATL1_RAT
OG0016142	sp|P09022|HXA1_MOUSE	sp|O08656|HXA1_RAT
OG0016143	sp|P18406|CCN1_MOUSE	sp|Q9ES72|CCN1_RAT
OG0016144	sp|P26516|PSMD7_MOUSE	tr|A0A8I5ZM79|A0A8I5ZM79_RAT
OG0016145	sp|P41163|ETV2_MOUSE	tr|D3ZEY9|D3ZEY9_RAT
OG0016146	sp|P48025|KSYK_MOUSE	sp|Q64725|KSYK_RAT
OG0016147	sp|P48543|KCNJ9_MOUSE	sp|Q63511|KCNJ9_RAT
OG0016148	sp|P61110|ANRE_MOUSE	sp|Q62781|ANRE_RAT
OG0016149	sp|P70424|ERBB2_MOUSE	sp|P06494|ERBB2_RAT
OG0016150	sp|P97435|ENTK_MOUSE	tr|D4A911|D4A911_RAT
OG0016151	sp|Q03517|SCG2_MOUSE	sp|P10362|SCG2_RAT
OG0016152	sp|Q04758|IPKB_MOUSE	sp|P27775|IPKB_RAT
OG0016153	sp|Q0P523|CIB3_MOUSE	tr|D4A189|D4A189_RAT
OG0016154	sp|Q0VAW7|ZN112_MOUSE	tr|D4A286|D4A286_RAT
OG0016155	sp|Q3U269|TSTD2_MOUSE	tr|D4ADA5|D4ADA5_RAT
OG0016156	sp|Q497K5|ARRD5_MOUSE	tr|M0R521|M0R521_RAT
OG0016157	tr|Q4QQK2|Q4QQK2_MOUSE	tr|B1WBQ1|B1WBQ1_RAT
OG0016158	sp|Q5FWH7|S39AC_MOUSE	tr|D4A8R5|D4A8R5_RAT
OG0016159	sp|Q5RL79|KTAP2_MOUSE	sp|B2RZC9|KTAP2_RAT
OG0016160	sp|Q5SSZ7|ZNRF3_MOUSE	tr|A0A8I5ZKZ0|A0A8I5ZKZ0_RAT
OG0016161	sp|Q5UW37|CXL17_MOUSE	tr|D4A875|D4A875_RAT
OG0016162	sp|Q60670|SIK1_MOUSE	sp|Q9R1U5|SIK1_RAT
OG0016163	sp|Q62192|CD180_MOUSE	tr|D3ZIP2|D3ZIP2_RAT
OG0016164	sp|Q62280|SSXT_MOUSE	tr|D4ABC5|D4ABC5_RAT
OG0016165	sp|Q62421|SH3G3_MOUSE	sp|O35180|SH3G3_RAT
OG0016166	sp|Q62507|COCH_MOUSE	tr|B1H259|B1H259_RAT
OG0016167	sp|Q69ZL1|FGD6_MOUSE	tr|A0A0G2K7L6|A0A0G2K7L6_RAT
OG0016168	sp|Q6ZQ12|NINL_MOUSE	tr|A0A8I6A773|A0A8I6A773_RAT
OG0016169	sp|Q80U95|UBE3C_MOUSE	tr|D3ZHB7|D3ZHB7_RAT
OG0016170	sp|Q80WY3|NANO1_MOUSE	tr|D4A1F8|D4A1F8_RAT
OG0016171	sp|Q810A3|TTC9C_MOUSE	sp|Q6P5P3|TTC9C_RAT
OG0016172	sp|Q810T2|CCNB3_MOUSE	tr|F1LVT0|F1LVT0_RAT
OG0016173	sp|Q8BH31|MFSD8_MOUSE	tr|A0A8I6ANA0|A0A8I6ANA0_RAT
OG0016174	sp|Q8BH70|FBXL4_MOUSE	tr|B1WBR8|B1WBR8_RAT
OG0016175	sp|Q8BHB3|LAX1_MOUSE	sp|Q5FVQ5|LAX1_RAT
OG0016176	sp|Q8BHW6|SPT21_MOUSE	sp|Q68A65|SPT21_RAT
OG0016177	sp|Q8BL95|CF298_MOUSE	sp|Q5U3Z0|CF298_RAT
OG0016178	sp|Q8CB49|TPRG1_MOUSE	tr|D4A1Y2|D4A1Y2_RAT
OG0016179	sp|Q8CBD1|NRIP1_MOUSE	tr|G3V672|G3V672_RAT
OG0016180	sp|Q8CES0|NAA30_MOUSE	tr|D3ZWS6|D3ZWS6_RAT
OG0016181	sp|Q8CIH5|PLCG2_MOUSE	sp|P24135|PLCG2_RAT
OG0016182	sp|Q8CJC5|NEUL3_MOUSE	sp|Q5M870|NEUL3_RAT
OG0016183	sp|Q8JZW5|SH2D5_MOUSE	tr|A0A096MJD8|A0A096MJD8_RAT
OG0016184	sp|Q8K268|ABCF3_MOUSE	sp|Q66H39|ABCF3_RAT
OG0016185	sp|Q8K285|FCHO1_MOUSE	tr|D3ZIM5|D3ZIM5_RAT
OG0016186	sp|Q8K2C9|HACD3_MOUSE	tr|D4ABI7|D4ABI7_RAT
OG0016187	sp|Q8K304|TM129_MOUSE	tr|B1WBR6|B1WBR6_RAT
OG0016188	sp|Q8K3Y3|LN28A_MOUSE	tr|D3ZZA6|D3ZZA6_RAT
OG0016189	sp|Q8K4M5|COMD1_MOUSE	tr|A0A8I6A5I4|A0A8I6A5I4_RAT
OG0016190	sp|Q8VCI0|PLBL1_MOUSE	sp|Q5U2V4|PLBL1_RAT
OG0016191	sp|Q91VA3|CAN8_MOUSE	sp|Q78EJ9|CAN8_RAT
OG0016192	sp|Q91VB2|KCC1G_MOUSE	sp|Q7TNJ7|KCC1G_RAT
OG0016193	sp|Q91VM3|WIPI4_MOUSE	sp|Q5U2Y0|WIPI4_RAT
OG0016194	sp|Q91X78|ERLN1_MOUSE	tr|B1WBY7|B1WBY7_RAT
OG0016195	sp|Q91YD4|TRPM2_MOUSE	sp|E9PTA2|TRPM2_RAT
OG0016196	sp|Q923G2|RPAB3_MOUSE	tr|A0A8I6AXL7|A0A8I6AXL7_RAT
OG0016197	sp|Q99LX5|MMTA2_MOUSE	sp|Q5M9I6|MMTA2_RAT
OG0016198	sp|Q9CQL4|RM20_MOUSE	tr|B2GV62|B2GV62_RAT
OG0016199	sp|Q9CRD0|OCAD1_MOUSE	sp|Q5XIG4|OCAD1_RAT
OG0016200	sp|Q9D071|MMS19_MOUSE	tr|M0R6T4|M0R6T4_RAT
OG0016201	sp|Q9D1D1|TSN11_MOUSE	sp|Q568Y5|TSN11_RAT
OG0016202	sp|Q9D687|S6A19_MOUSE	sp|Q2A865|S6A19_RAT
OG0016203	sp|Q9D6B9|HRCT1_MOUSE	tr|D4AB67|D4AB67_RAT
OG0016204	tr|Q9EQC8|Q9EQC8_MOUSE	tr|B2RYA6|B2RYA6_RAT
OG0016205	sp|Q9JI44|DMAP1_MOUSE	tr|Q568Y6|Q568Y6_RAT
OG0016206	sp|Q9QZB1|RGS20_MOUSE	tr|A0A8I6GBE3|A0A8I6GBE3_RAT
OG0016207	sp|Q9QZI9|SERC3_MOUSE	tr|A0A8I6ADL4|A0A8I6ADL4_RAT
OG0016208	sp|Q9R1C8|5HT6R_MOUSE	sp|P31388|5HT6R_RAT
OG0016209	sp|Q9WTQ5|AKA12_MOUSE	sp|Q5QD51|AKA12_RAT
OG0016210	sp|Q9WUP4|PORED_MOUSE	sp|Q5RJM1|PORED_RAT
OG0016211	sp|Q9Z0M9|I18BP_MOUSE	tr|F7F5P4|F7F5P4_RAT
OG0016212	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|D3ZSJ0|D3ZSJ0_RAT
OG0016213	tr|A2BFE8|A2BFE8_MOUSE	tr|A0A8I6A9I3|A0A8I6A9I3_RAT
OG0016214	sp|C3VPR6|NLRC5_MOUSE	tr|M0R4M1|M0R4M1_RAT
OG0016215	sp|E9PVD3|PCD16_MOUSE	sp|D4ACX8|PCD16_RAT
OG0016216	sp|P08920|CD2_MOUSE	sp|P08921|CD2_RAT
OG0016217	sp|P09055|ITB1_MOUSE	sp|P49134|ITB1_RAT
OG0016218	sp|P11985|DYLT2_MOUSE	tr|A0A0G2K5Q6|A0A0G2K5Q6_RAT
OG0016219	sp|P16330|CN37_MOUSE	sp|P13233|CN37_RAT
OG0016220	sp|P21956|MFGM_MOUSE	sp|P70490|MFGM_RAT
OG0016221	sp|P25785|TIMP2_MOUSE	sp|P30121|TIMP2_RAT
OG0016222	sp|P25918|CD19_MOUSE	tr|F1LNH2|F1LNH2_RAT
OG0016223	sp|P27790|CENPB_MOUSE	tr|A0A0G2KAW9|A0A0G2KAW9_RAT
OG0016224	sp|P45591|COF2_MOUSE	tr|M0RC65|M0RC65_RAT
OG0016225	sp|P57725|SAMN1_MOUSE	tr|A0A0G2K960|A0A0G2K960_RAT
OG0016226	sp|P62818|S10A3_MOUSE	sp|P62819|S10A3_RAT
OG0016227	sp|P67871|CSK2B_MOUSE	sp|P67874|CSK2B_RAT
OG0016228	sp|P70122|SBDS_MOUSE	sp|Q5RK30|SBDS_RAT
OG0016229	sp|P70202|LXN_MOUSE	sp|Q64361|LXN_RAT
OG0016230	sp|P80316|TCPE_MOUSE	sp|Q68FQ0|TCPE_RAT
OG0016231	sp|P97368|MEIS3_MOUSE	tr|A0A8I6AQ93|A0A8I6AQ93_RAT
OG0016232	sp|P97813|PLD2_MOUSE	sp|P70498|PLD2_RAT
OG0016233	sp|P98203|ARVC_MOUSE	sp|B4F7F3|ARVC_RAT
OG0016234	sp|Q149L6|DJB14_MOUSE	tr|A0A0G2JTM9|A0A0G2JTM9_RAT
OG0016235	sp|Q2MV57|TECT2_MOUSE	sp|Q3B7D3|TECT2_RAT
OG0016236	sp|Q3KNM2|MARH5_MOUSE	tr|F7FGS9|F7FGS9_RAT
OG0016237	sp|Q3UHD1|AGRB1_MOUSE	sp|C0HL12|AGRB1_RAT
OG0016238	sp|Q3UY34|CSTOS_MOUSE	sp|Q5I034|CSTOS_RAT
OG0016239	tr|Q3V3W4|Q3V3W4_MOUSE	tr|D4ABS0|D4ABS0_RAT
OG0016240	sp|Q499E4|DZI1L_MOUSE	sp|Q5XIA0|DZI1L_RAT
OG0016241	sp|Q5XJV7|SETD5_MOUSE	tr|D4A2W7|D4A2W7_RAT
OG0016242	sp|Q5XPI3|RN123_MOUSE	sp|D3ZXK7|RN123_RAT
OG0016243	sp|Q60771|CLD11_MOUSE	sp|Q99P82|CLD11_RAT
OG0016244	sp|Q60936|COQ8A_MOUSE	sp|Q5BJQ0|COQ8A_RAT
OG0016245	sp|Q61532|MK06_MOUSE	sp|P27704|MK06_RAT
OG0016246	sp|Q64285|CEL_MOUSE	sp|P07882|CEL_RAT
OG0016247	sp|Q6PD29|ZN513_MOUSE	sp|Q5FWU5|ZN513_RAT
OG0016248	sp|Q80Y83|DIXC1_MOUSE	sp|Q2VUH7|DIXC1_RAT
OG0016249	sp|Q8BLR2|CPNE4_MOUSE	tr|A0A8I6GKR1|A0A8I6GKR1_RAT
OG0016250	sp|Q8BYR2|LATS1_MOUSE	tr|F1M2K4|F1M2K4_RAT
OG0016251	sp|Q8CAA5|F163A_MOUSE	tr|D3ZIK4|D3ZIK4_RAT
OG0016252	sp|Q8K0P3|MEAK7_MOUSE	tr|D4A255|D4A255_RAT
OG0016253	sp|Q8K211|COPT1_MOUSE	sp|Q9JK41|COPT1_RAT
OG0016254	sp|Q8K288|TP8L1_MOUSE	tr|A0A8I5ZY03|A0A8I5ZY03_RAT
OG0016255	sp|Q8K3I6|IL27A_MOUSE	tr|D3ZPW3|D3ZPW3_RAT
OG0016256	sp|Q8VCE6|NT5M_MOUSE	tr|D4A5J2|D4A5J2_RAT
OG0016257	sp|Q8VCH8|UBXN4_MOUSE	sp|Q5HZY0|UBXN4_RAT
OG0016258	sp|Q8VDR7|TGDS_MOUSE	tr|A0A0G2JZS4|A0A0G2JZS4_RAT
OG0016259	sp|Q8VEB4|PAG15_MOUSE	sp|Q675A5|PAG15_RAT
OG0016260	sp|Q91YJ3|THYN1_MOUSE	sp|Q6P3E0|THYN1_RAT
OG0016261	sp|Q91Z46|DUS7_MOUSE	sp|Q63340|DUS7_RAT
OG0016262	sp|Q91ZZ3|SYUB_MOUSE	sp|Q63754|SYUB_RAT
OG0016263	sp|Q922D8|C1TC_MOUSE	sp|P27653|C1TC_RAT
OG0016264	sp|Q925G2|CYBR1_MOUSE	sp|Q5RKJ2|CYBR1_RAT
OG0016265	sp|Q9CR78|MSD3_MOUSE	tr|D4A3I3|D4A3I3_RAT
OG0016266	sp|Q9CWS4|INT11_MOUSE	sp|Q3MHC2|INT11_RAT
OG0016267	sp|Q9CY25|MIS12_MOUSE	sp|Q7TQ72|MIS12_RAT
OG0016268	sp|Q9D4C1|LMTD1_MOUSE	tr|A0A0G2K698|A0A0G2K698_RAT
OG0016269	sp|Q9D5H4|FTMT_MOUSE	tr|D3ZUG8|D3ZUG8_RAT
OG0016270	tr|Q9D5N9|Q9D5N9_MOUSE	tr|Q6AXY6|Q6AXY6_RAT
OG0016271	sp|Q9D666|SUN1_MOUSE	tr|A0A8I6A5F2|A0A8I6A5F2_RAT
OG0016272	sp|Q9D6Y7|MSRA_MOUSE	sp|Q923M1|MSRA_RAT
OG0016273	sp|Q9DB38|ZN580_MOUSE	tr|D4A235|D4A235_RAT
OG0016274	sp|Q9ERQ8|CAH7_MOUSE	tr|B2RZ61|B2RZ61_RAT
OG0016275	sp|Q9ERY9|ERG28_MOUSE	tr|D3ZBN4|D3ZBN4_RAT
OG0016276	sp|Q9ESW4|AGK_MOUSE	tr|D3Z9L0|D3Z9L0_RAT
OG0016277	sp|Q9JHG2|RCAN2_MOUSE	sp|Q8CH27|RCAN2_RAT
OG0016278	sp|Q9JJ43|RFOX1_MOUSE	tr|A0A0G2JYU0|A0A0G2JYU0_RAT
OG0016279	sp|Q9JL61|RFX5_MOUSE	tr|D3ZHD7|D3ZHD7_RAT
OG0016280	sp|Q9QY01|ULK2_MOUSE	tr|A0A8I6ALB0|A0A8I6ALB0_RAT
OG0016281	sp|Q9QYR6|MAP1A_MOUSE	sp|P34926|MAP1A_RAT
OG0016282	sp|Q9QZA0|CAH5B_MOUSE	sp|Q66HG6|CAH5B_RAT
OG0016283	tr|V9GX81|V9GX81_MOUSE	tr|F1M3X5|F1M3X5_RAT
OG0016284	tr|A2RT81|A2RT81_MOUSE	sp|Q920M2|RNF39_RAT
OG0016285	sp|A3KGW5|GT253_MOUSE	sp|Q5U309|GT253_RAT
OG0016286	sp|E0CYV9|CD054_MOUSE	tr|A0A8I5XZX9|A0A8I5XZX9_RAT
OG0016287	tr|E9Q1A6|E9Q1A6_MOUSE	sp|Q66H03|ERIC2_RAT
OG0016288	tr|G3UVV3|G3UVV3_MOUSE	tr|D3ZVE0|D3ZVE0_RAT
OG0016289	sp|O09044|SNP23_MOUSE	sp|O70377|SNP23_RAT
OG0016290	sp|O35228|IL27B_MOUSE	tr|M0RD76|M0RD76_RAT
OG0016291	sp|P04342|CRGD_MOUSE	sp|P10067|CRGD_RAT
OG0016292	sp|P08553|NFM_MOUSE	sp|P12839|NFM_RAT
OG0016293	sp|P0CG50|UBC_MOUSE	sp|Q63429|UBC_RAT
OG0016294	sp|P15307|REL_MOUSE	tr|A0A8I6ABJ7|A0A8I6ABJ7_RAT
OG0016295	sp|P17665|COX7C_MOUSE	sp|P80432|COX7C_RAT
OG0016296	sp|P30658|CBX2_MOUSE	tr|M0RE14|M0RE14_RAT
OG0016297	sp|P51863|VA0D1_MOUSE	tr|F7FFW7|F7FFW7_RAT
OG0016298	sp|P62700|YPEL5_MOUSE	tr|A0A8I5ZWD7|A0A8I5ZWD7_RAT
OG0016299	sp|P63002|TLE5_MOUSE	sp|P63003|TLE5_RAT
OG0016300	sp|P70387|HFE_MOUSE	sp|O35799|HFE_RAT
OG0016301	sp|P97767|EYA1_MOUSE	tr|D3ZVI5|D3ZVI5_RAT
OG0016302	sp|Q03311|CHLE_MOUSE	tr|A0A8J8XQI9|A0A8J8XQI9_RAT
OG0016303	sp|Q04886|SOX8_MOUSE	tr|D3ZR96|D3ZR96_RAT
OG0016304	sp|Q04890|SOX12_MOUSE	tr|A0A8I5ZMU2|A0A8I5ZMU2_RAT
OG0016305	sp|Q1PSW8|LIN41_MOUSE	sp|D3ZVM4|LIN41_RAT
OG0016306	sp|Q3U7U4|CA162_MOUSE	tr|A0A8I5ZTX9|A0A8I5ZTX9_RAT
OG0016307	sp|Q3UGF1|WDR19_MOUSE	tr|F1LV01|F1LV01_RAT
OG0016308	sp|Q3UHZ5|LMOD2_MOUSE	sp|A1A5Q0|LMOD2_RAT
OG0016309	sp|Q3UMB9|WASC4_MOUSE	tr|D4A7I6|D4A7I6_RAT
OG0016310	tr|Q5NC48|Q5NC48_MOUSE	sp|O55006|ROB1_RAT
OG0016311	sp|Q60660|KLRA2_MOUSE	tr|F7EU37|F7EU37_RAT
OG0016312	sp|Q6GQV0|TEDC2_MOUSE	tr|B2GV34|B2GV34_RAT
OG0016313	sp|Q6NV66|ZN646_MOUSE	tr|A0A0G2KA68|A0A0G2KA68_RAT
OG0016314	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A8I6G251|A0A8I6G251_RAT
