Orthogroup	Mus_musculus	Dipodomys_ordii
OG0011245	sp|P31955|AREG_MOUSE	tr|A0A1S3FHW3|A0A1S3FHW3_DIPOR
OG0011246	sp|Q8VD53|ACER2_MOUSE	tr|A0A1S3FHX2|A0A1S3FHX2_DIPOR
OG0011247	sp|P17257|F167B_MOUSE	tr|A0A1S3FI60|A0A1S3FI60_DIPOR
OG0011248	sp|P33611|DPOA2_MOUSE	tr|A0A1S3FKI4|A0A1S3FKI4_DIPOR
OG0011249	sp|Q7TQA9|TR135_MOUSE	tr|A0A1S3FMD5|A0A1S3FMD5_DIPOR
OG0011250	sp|Q80TM6|R3HD2_MOUSE	tr|A0A1S3FMU8|A0A1S3FMU8_DIPOR
OG0011251	sp|Q9JJ80|RPF2_MOUSE	tr|A0A1S3FP62|A0A1S3FP62_DIPOR
OG0011252	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A1S3FPE7|A0A1S3FPE7_DIPOR
OG0011253	sp|P06798|HXA4_MOUSE	tr|A0A1S3FUZ5|A0A1S3FUZ5_DIPOR
OG0011254	sp|Q8CA95|PDE10_MOUSE	tr|A0A1S3FVW5|A0A1S3FVW5_DIPOR
OG0011255	sp|O88746|TOM1_MOUSE	tr|A0A1S3FX03|A0A1S3FX03_DIPOR
OG0011256	sp|Q8C5N5|PDD2L_MOUSE	tr|A0A1S3FZ20|A0A1S3FZ20_DIPOR
OG0011257	sp|Q8BJ71|NUP93_MOUSE	tr|A0A1S3G454|A0A1S3G454_DIPOR
OG0011258	sp|P48964|MPIP1_MOUSE	tr|A0A1S3G4E4|A0A1S3G4E4_DIPOR
OG0011259	sp|P59158|S12A3_MOUSE	tr|A0A1S3G5P3|A0A1S3G5P3_DIPOR
OG0011260	sp|Q08EN7|ZCPW2_MOUSE	tr|A0A1S3G6N7|A0A1S3G6N7_DIPOR
OG0011261	sp|Q8BHC0|LYVE1_MOUSE	tr|A0A1S3G825|A0A1S3G825_DIPOR
OG0011262	sp|Q63934|PO4F2_MOUSE	tr|A0A1S3G832|A0A1S3G832_DIPOR
OG0011263	sp|Q05BQ1|TUTLA_MOUSE	tr|A0A1S3GAZ9|A0A1S3GAZ9_DIPOR
OG0011264	sp|E9QAM5|HELZ2_MOUSE	tr|A0A1S3GC64|A0A1S3GC64_DIPOR
OG0011265	sp|Q62418|DBNL_MOUSE	tr|A0A1S3GI07|A0A1S3GI07_DIPOR
OG0011266	tr|Q8BGM4|Q8BGM4_MOUSE	tr|A0A1S3GIW7|A0A1S3GIW7_DIPOR
OG0011267	tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A1S3GJF9|A0A1S3GJF9_DIPOR
OG0011268	sp|Q80UW2|FBX2_MOUSE	tr|A0A1S3GK66|A0A1S3GK66_DIPOR
OG0011269	sp|Q60720|CY561_MOUSE	tr|A0A1S3GKJ3|A0A1S3GKJ3_DIPOR
OG0011270	sp|Q99PW8|KIF17_MOUSE	tr|A0A1S3GL53|A0A1S3GL53_DIPOR
OG0011271	sp|Q8BRM6|MEI4_MOUSE	tr|A0A1S3GL75|A0A1S3GL75_DIPOR
OG0011272	sp|Q80V23|ZNF32_MOUSE	tr|A0A1S3GLW7|A0A1S3GLW7_DIPOR
OG0011273	sp|Q8VE52|OGRL1_MOUSE	tr|A0A1S3GM40|A0A1S3GM40_DIPOR
OG0011274	sp|P97718|ADA1A_MOUSE	tr|A0A1S3GM42|A0A1S3GM42_DIPOR
OG0011275	sp|Q9JLN6|ADA28_MOUSE	tr|A0A1S3GMC6|A0A1S3GMC6_DIPOR
OG0011276	sp|Q08652|RET2_MOUSE	tr|A0A1S3GMN2|A0A1S3GMN2_DIPOR
OG0011277	sp|Q9D9B0|CCD70_MOUSE	tr|A0A1S3GNK9|A0A1S3GNK9_DIPOR
OG0011278	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A1S3GPQ6|A0A1S3GPQ6_DIPOR
OG0011279	sp|Q9CU62|SMC1A_MOUSE	tr|A0A1S3GR43|A0A1S3GR43_DIPOR
OG0011280	tr|B9EKH0|B9EKH0_MOUSE	tr|A0A1S3GS47|A0A1S3GS47_DIPOR
OG0011281	sp|O54786|DFFA_MOUSE	tr|A0A1S3GSQ4|A0A1S3GSQ4_DIPOR
OG0011282	sp|Q3TH73|TTYH2_MOUSE	tr|A0A1S3GX25|A0A1S3GX25_DIPOR
OG0011283	sp|Q61471|TOB1_MOUSE	tr|A0A1S3GXG7|A0A1S3GXG7_DIPOR
OG0011284	sp|Q6P5D4|CP135_MOUSE	tr|A0A1S3EJW9|A0A1S3EJW9_DIPOR
OG0011285	sp|Q8VDI9|ALG9_MOUSE	tr|A0A1S3EL66|A0A1S3EL66_DIPOR
OG0011286	sp|A2AJK6|CHD7_MOUSE	tr|A0A1S3ELJ0|A0A1S3ELJ0_DIPOR
OG0011287	sp|Q9DB07|IFT46_MOUSE	tr|A0A1S3ELV6|A0A1S3ELV6_DIPOR
OG0011288	sp|O88844|IDHC_MOUSE	tr|A0A1S3EN36|A0A1S3EN36_DIPOR
OG0011289	sp|Q8CH25|SLTM_MOUSE	tr|A0A1S3EN65|A0A1S3EN65_DIPOR
OG0011290	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A1S3EN94|A0A1S3EN94_DIPOR
OG0011291	sp|Q6PDI6|MINY2_MOUSE	tr|A0A1S3EQ66|A0A1S3EQ66_DIPOR
OG0011292	tr|D3Z3H0|D3Z3H0_MOUSE	tr|A0A1S3ERT2|A0A1S3ERT2_DIPOR
OG0011293	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A1S3ES12|A0A1S3ES12_DIPOR
OG0011294	sp|Q6RUU0|PTX4_MOUSE	tr|A0A1S3ES27|A0A1S3ES27_DIPOR
OG0011295	sp|Q61371|IFT88_MOUSE	tr|A0A1S3ETK1|A0A1S3ETK1_DIPOR
OG0011296	sp|Q6PAC3|DCA13_MOUSE	tr|A0A1S3EVJ1|A0A1S3EVJ1_DIPOR
OG0011297	sp|Q8CI96|CLIP4_MOUSE	tr|A0A1S3EX38|A0A1S3EX38_DIPOR
OG0011298	sp|Q9D2Y4|MLKL_MOUSE	tr|A0A1S3EXG9|A0A1S3EXG9_DIPOR
OG0011299	sp|Q3UPR7|TM102_MOUSE	tr|A0A1S3EXL8|A0A1S3EXL8_DIPOR
OG0011300	sp|Q8K0L0|ASB2_MOUSE	tr|A0A1S3EXP7|A0A1S3EXP7_DIPOR
OG0011301	sp|Q9QY61|IRX4_MOUSE	tr|A0A1S3EZB5|A0A1S3EZB5_DIPOR
OG0011302	tr|Q9R0U9|Q9R0U9_MOUSE	tr|A0A1S3EZC2|A0A1S3EZC2_DIPOR
OG0011303	sp|Q3TC33|CC127_MOUSE	tr|A0A1S3F0P9|A0A1S3F0P9_DIPOR
OG0011304	sp|Q9D8Y1|T126A_MOUSE	tr|A0A1S3F0R5|A0A1S3F0R5_DIPOR
OG0011305	sp|Q9QZ03|S39A1_MOUSE	tr|A0A1S3F4J0|A0A1S3F4J0_DIPOR
OG0011306	sp|Q7TN31|AGGF1_MOUSE	tr|A0A1S3F604|A0A1S3F604_DIPOR
OG0011307	sp|P20722|BMP6_MOUSE	tr|A0A1S3F8B5|A0A1S3F8B5_DIPOR
OG0011308	sp|Q80XB4|NRAP_MOUSE	tr|A0A1S3F954|A0A1S3F954_DIPOR
OG0011309	sp|Q9Z2B2|UCP5_MOUSE	tr|A0A1S3FAG1|A0A1S3FAG1_DIPOR
OG0011310	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A1S3FBR1|A0A1S3FBR1_DIPOR
OG0011311	sp|O09173|HGD_MOUSE	tr|A0A1S3FFL2|A0A1S3FFL2_DIPOR
OG0011312	sp|Q60749|KHDR1_MOUSE	tr|A0A1S3FHV2|A0A1S3FHV2_DIPOR
OG0011313	sp|P31786|ACBP_MOUSE	tr|A0A1S3FJG3|A0A1S3FJG3_DIPOR
OG0011314	sp|O08850|RGS5_MOUSE	tr|A0A1S3FL65|A0A1S3FL65_DIPOR
OG0011315	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A1S3FM71|A0A1S3FM71_DIPOR
OG0011316	sp|Q8CDU5|EFHB_MOUSE	tr|A0A1S3FMI3|A0A1S3FMI3_DIPOR
OG0011317	sp|Q497K5|ARRD5_MOUSE	tr|A0A1S3FNH5|A0A1S3FNH5_DIPOR
OG0011318	sp|O54784|DAPK3_MOUSE	tr|A0A1S3FP12|A0A1S3FP12_DIPOR
OG0011319	sp|A6H5Y1|MPP9_MOUSE	tr|A0A1S3FQ67|A0A1S3FQ67_DIPOR
OG0011320	sp|Q8QZV6|F161A_MOUSE	tr|A0A1S3FQ99|A0A1S3FQ99_DIPOR
OG0011321	sp|Q3TTI8|TEX52_MOUSE	tr|A0A1S3FR54|A0A1S3FR54_DIPOR
OG0011322	sp|Q9JL89|NINJ2_MOUSE	tr|A0A1S3FSR6|A0A1S3FSR6_DIPOR
OG0011323	sp|Q9WV91|FPRP_MOUSE	tr|A0A1S3FUN5|A0A1S3FUN5_DIPOR
OG0011324	sp|Q9CR58|KMCP1_MOUSE	tr|A0A1S3FWJ3|A0A1S3FWJ3_DIPOR
OG0011325	sp|Q8BT20|ISK6_MOUSE	tr|A0A1S3FWK1|A0A1S3FWK1_DIPOR
OG0011326	sp|Q9QUG2|POLK_MOUSE	tr|A0A1S3FY40|A0A1S3FY40_DIPOR
OG0011327	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A1S3FYD9|A0A1S3FYD9_DIPOR
OG0011328	sp|Q61846|MELK_MOUSE	tr|A0A1S3FZQ6|A0A1S3FZQ6_DIPOR
OG0011329	sp|Q69ZI1|SH3R1_MOUSE	tr|A0A1S3G055|A0A1S3G055_DIPOR
OG0011330	sp|Q60675|LAMA2_MOUSE	tr|A0A1S3G2E6|A0A1S3G2E6_DIPOR
OG0011331	sp|Q3UQ22|NET5_MOUSE	tr|A0A1S3G2J3|A0A1S3G2J3_DIPOR
OG0011332	sp|O35188|X3CL1_MOUSE	tr|A0A1S3G3I2|A0A1S3G3I2_DIPOR
OG0011333	sp|Q8CHK3|MBOA7_MOUSE	tr|A0A1S3G4Q3|A0A1S3G4Q3_DIPOR
OG0011334	sp|Q9D1C3|PREY_MOUSE	tr|A0A1S3G8M1|A0A1S3G8M1_DIPOR
OG0011335	sp|Q9JI60|LRAT_MOUSE	tr|A0A1S3G8Q7|A0A1S3G8Q7_DIPOR
OG0011336	sp|Q9D8N0|EF1G_MOUSE	tr|A0A1S3G9N5|A0A1S3G9N5_DIPOR
OG0011337	sp|Q9Z273|TULP1_MOUSE	tr|A0A1S3G9W6|A0A1S3G9W6_DIPOR
OG0011338	sp|P41593|PTH1R_MOUSE	tr|A0A1S3GA24|A0A1S3GA24_DIPOR
OG0011339	tr|H7BX78|H7BX78_MOUSE	tr|A0A1S3GB37|A0A1S3GB37_DIPOR
OG0011340	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A1S3GE76|A0A1S3GE76_DIPOR
OG0011341	sp|Q9Z1Q2|ABHGA_MOUSE	tr|A0A1S3GFR8|A0A1S3GFR8_DIPOR
OG0011342	sp|Q07279|NFE2_MOUSE	tr|A0A1S3GGH7|A0A1S3GGH7_DIPOR
OG0011343	sp|Q64389|CD52_MOUSE	tr|A0A1S3GHU8|A0A1S3GHU8_DIPOR
OG0011344	sp|P09174|CNRG_MOUSE	tr|A0A1S3GII1|A0A1S3GII1_DIPOR
OG0011345	sp|Q99JR8|SMRD2_MOUSE	tr|A0A1S3GL35|A0A1S3GL35_DIPOR
OG0011346	sp|Q8R1G6|PDLI2_MOUSE	tr|A0A1S3GMD8|A0A1S3GMD8_DIPOR
OG0011347	sp|Q9Z2X8|KEAP1_MOUSE	tr|A0A1S3GMD9|A0A1S3GMD9_DIPOR
OG0011348	sp|Q9CQY6|UQCC2_MOUSE	tr|A0A1S3GP03|A0A1S3GP03_DIPOR
OG0011349	sp|O35599|OPSG_MOUSE	tr|A0A1S3GS42|A0A1S3GS42_DIPOR
OG0011350	sp|Q3U128|APCD1_MOUSE	tr|A0A1S3GSP9|A0A1S3GSP9_DIPOR
OG0011351	sp|Q7TN58|TMC8_MOUSE	tr|A0A1S3GU77|A0A1S3GU77_DIPOR
OG0011352	tr|E9Q658|E9Q658_MOUSE	tr|A0A1S3EKN4|A0A1S3EKN4_DIPOR
OG0011353	sp|Q8BR86|KIRR3_MOUSE	tr|A0A1S3ELT3|A0A1S3ELT3_DIPOR
OG0011354	sp|Q9D9S2|TM225_MOUSE	tr|A0A1S3ELZ3|A0A1S3ELZ3_DIPOR
OG0011355	sp|P70193|LRIG1_MOUSE	tr|A0A1S3EN84|A0A1S3EN84_DIPOR
OG0011356	sp|Q8VDL9|GLIS2_MOUSE	tr|A0A1S3ETG6|A0A1S3ETG6_DIPOR
OG0011357	sp|P47955|RLA1_MOUSE	tr|A0A1S3EUC2|A0A1S3EUC2_DIPOR
OG0011358	sp|Q9CWY3|SETD6_MOUSE	tr|A0A1S3EUK0|A0A1S3EUK0_DIPOR
OG0011359	sp|O35174|KCNS2_MOUSE	tr|A0A1S3EWW1|A0A1S3EWW1_DIPOR
OG0011360	sp|Q14BI7|TDRD9_MOUSE	tr|A0A1S3EXY6|A0A1S3EXY6_DIPOR
OG0011361	sp|P97386|DNLI3_MOUSE	tr|A0A1S3EYK1|A0A1S3EYK1_DIPOR
OG0011362	sp|P41047|TNFL6_MOUSE	tr|A0A1S3F356|A0A1S3F356_DIPOR
OG0011363	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A1S3F4G5|A0A1S3F4G5_DIPOR
OG0011364	sp|P63005|LIS1_MOUSE	tr|A0A1S3F6L3|A0A1S3F6L3_DIPOR
OG0011365	sp|P10820|PERF_MOUSE	tr|A0A1S3F7C3|A0A1S3F7C3_DIPOR
OG0011366	sp|O54743|FOXF2_MOUSE	tr|A0A1S3F7T8|A0A1S3F7T8_DIPOR
OG0011367	sp|Q6PDY2|AEDO_MOUSE	tr|A0A1S3F9E3|A0A1S3F9E3_DIPOR
OG0011368	sp|Q80XU3|NUCKS_MOUSE	tr|A0A1S3FAJ2|A0A1S3FAJ2_DIPOR
OG0011369	sp|O35602|RX_MOUSE	tr|A0A1S3FEC0|A0A1S3FEC0_DIPOR
OG0011370	sp|Q8R5F3|OARD1_MOUSE	tr|A0A1S3FEL9|A0A1S3FEL9_DIPOR
OG0011371	sp|P97494|GSH1_MOUSE	tr|A0A1S3FEP8|A0A1S3FEP8_DIPOR
OG0011372	sp|P70331|MDFI_MOUSE	tr|A0A1S3FF61|A0A1S3FF61_DIPOR
OG0011373	tr|J3QNT8|J3QNT8_MOUSE	tr|A0A1S3FG09|A0A1S3FG09_DIPOR
OG0011374	sp|O35639|ANXA3_MOUSE	tr|A0A1S3FG48|A0A1S3FG48_DIPOR
OG0011375	sp|Q9D270|ZDH21_MOUSE	tr|A0A1S3FI29|A0A1S3FI29_DIPOR
OG0011376	sp|Q2VPA6|HELQ_MOUSE	tr|A0A1S3FIF2|A0A1S3FIF2_DIPOR
OG0011377	sp|Q8BJQ2|UBP1_MOUSE	tr|A0A1S3FIT9|A0A1S3FIT9_DIPOR
OG0011378	sp|P29758|OAT_MOUSE	tr|A0A1S3FLY7|A0A1S3FLY7_DIPOR
OG0011379	sp|Q8BGT0|OSTM1_MOUSE	tr|A0A1S3FMQ6|A0A1S3FMQ6_DIPOR
OG0011380	sp|Q8BVG4|DPP9_MOUSE	tr|A0A1S3FPR7|A0A1S3FPR7_DIPOR
OG0011381	tr|Q6NZL1|Q6NZL1_MOUSE	tr|A0A1S3FQ57|A0A1S3FQ57_DIPOR
OG0011382	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A1S3FQK1|A0A1S3FQK1_DIPOR
OG0011383	sp|Q8CCS2|NALF1_MOUSE	tr|A0A1S3FQZ1|A0A1S3FQZ1_DIPOR
OG0011384	sp|Q9WV74|ASB1_MOUSE	tr|A0A1S3FTE4|A0A1S3FTE4_DIPOR
OG0011385	sp|Q60876|4EBP1_MOUSE	tr|A0A1S3FUF0|A0A1S3FUF0_DIPOR
OG0011386	sp|Q99J09|MEP50_MOUSE	tr|A0A1S3FVW4|A0A1S3FVW4_DIPOR
OG0011387	tr|E9Q7P1|E9Q7P1_MOUSE	tr|A0A1S3FX38|A0A1S3FX38_DIPOR
OG0011388	sp|Q8BWB1|SYP2L_MOUSE	tr|A0A1S3FXG7|A0A1S3FXG7_DIPOR
OG0011389	sp|Q80T62|GP101_MOUSE	tr|A0A1S3FXY4|A0A1S3FXY4_DIPOR
OG0011390	sp|Q9QYX7|PCLO_MOUSE	tr|A0A1S3FY38|A0A1S3FY38_DIPOR
OG0011391	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A1S3FZC5|A0A1S3FZC5_DIPOR
OG0011392	sp|Q8CI71|VPS50_MOUSE	tr|A0A1S3FZP9|A0A1S3FZP9_DIPOR
OG0011393	sp|Q9Z2C9|MTMR7_MOUSE	tr|A0A1S3G0N5|A0A1S3G0N5_DIPOR
OG0011394	sp|Q9QX47|SON_MOUSE	tr|A0A1S3G278|A0A1S3G278_DIPOR
OG0011395	sp|Q3U034|METL4_MOUSE	tr|A0A1S3G2R4|A0A1S3G2R4_DIPOR
OG0011396	sp|Q9DB98|LENG1_MOUSE	tr|A0A1S3G367|A0A1S3G367_DIPOR
OG0011397	sp|P58467|SETD4_MOUSE	tr|A0A1S3G4M6|A0A1S3G4M6_DIPOR
OG0011398	tr|B9EHG2|B9EHG2_MOUSE	tr|A0A1S3G8S1|A0A1S3G8S1_DIPOR
OG0011399	sp|Q148A4|PPR32_MOUSE	tr|A0A1S3G8T0|A0A1S3G8T0_DIPOR
OG0011400	sp|Q8BR93|HARB1_MOUSE	tr|A0A1S3G9A6|A0A1S3G9A6_DIPOR
OG0011401	sp|P32211|ACM4_MOUSE	tr|A0A1S3G9D9|A0A1S3G9D9_DIPOR
OG0011402	sp|A2AI08|TPRN_MOUSE	tr|A0A1S3G9T6|A0A1S3G9T6_DIPOR
OG0011403	sp|Q9WTZ1|RBX2_MOUSE	tr|A0A1S3GAV6|A0A1S3GAV6_DIPOR
OG0011404	sp|Q9EPK2|XRP2_MOUSE	tr|A0A1S3GDK2|A0A1S3GDK2_DIPOR
OG0011405	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A1S3GEU7|A0A1S3GEU7_DIPOR
OG0011406	sp|Q3UVG3|F91A1_MOUSE	tr|A0A1S3GFL6|A0A1S3GFL6_DIPOR
OG0011407	sp|Q9QVY8|RAI2_MOUSE	tr|A0A1S3GFV6|A0A1S3GFV6_DIPOR
OG0011408	sp|P31313|HXC11_MOUSE	tr|A0A1S3GGD9|A0A1S3GGD9_DIPOR
OG0011409	sp|Q8VC31|CCDC9_MOUSE	tr|A0A1S3GGS3|A0A1S3GGS3_DIPOR
OG0011410	sp|Q8BGL1|PPM1N_MOUSE	tr|A0A1S3GHE8|A0A1S3GHE8_DIPOR
OG0011411	sp|Q3U186|SYRM_MOUSE	tr|A0A1S3GHP9|A0A1S3GHP9_DIPOR
OG0011412	sp|Q4KL35|MAGIX_MOUSE	tr|A0A1S3GHZ0|A0A1S3GHZ0_DIPOR
OG0011413	sp|Q91WK2|EIF3H_MOUSE	tr|A0A1S3GI52|A0A1S3GI52_DIPOR
OG0011414	sp|Q922E4|PCY2_MOUSE	tr|A0A1S3GI80|A0A1S3GI80_DIPOR
OG0011415	sp|Q9CYF5|RCC1L_MOUSE	tr|A0A1S3GIV8|A0A1S3GIV8_DIPOR
OG0011416	sp|Q80XL1|CBLC_MOUSE	tr|A0A1S3GJ62|A0A1S3GJ62_DIPOR
OG0011417	sp|Q3TYS2|CYBC1_MOUSE	tr|A0A1S3GK30|A0A1S3GK30_DIPOR
OG0011418	sp|Q9WVG6|CARM1_MOUSE	tr|A0A1S3GKJ5|A0A1S3GKJ5_DIPOR
OG0011419	sp|Q9D0U6|MAF1_MOUSE	tr|A0A1S3GKZ0|A0A1S3GKZ0_DIPOR
OG0011420	sp|P13864|DNMT1_MOUSE	tr|A0A1S3GML1|A0A1S3GML1_DIPOR
OG0011421	sp|Q99LJ1|FUCO_MOUSE	tr|A0A1S3GNR9|A0A1S3GNR9_DIPOR
OG0011422	sp|Q8C3F2|F120C_MOUSE	tr|A0A1S3GQT6|A0A1S3GQT6_DIPOR
OG0011423	sp|Q9Z247|FKBP9_MOUSE	tr|A0A1S3GRN5|A0A1S3GRN5_DIPOR
OG0011424	sp|Q8K3W3|CASC3_MOUSE	tr|A0A1S3GV80|A0A1S3GV80_DIPOR
OG0011425	sp|Q69ZH9|RHG23_MOUSE	tr|A0A1S3GX42|A0A1S3GX42_DIPOR
OG0011426	sp|P70321|HXB13_MOUSE	tr|A0A1S3GYB3|A0A1S3GYB3_DIPOR
OG0011427	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A1S3EMZ6|A0A1S3EMZ6_DIPOR
OG0011428	sp|Q99MJ6|NHRF4_MOUSE	tr|A0A1S3ENZ5|A0A1S3ENZ5_DIPOR
OG0011429	sp|Q8R0A2|ZBT44_MOUSE	tr|A0A1S3EP98|A0A1S3EP98_DIPOR
OG0011430	sp|Q9Z2H1|RGS11_MOUSE	tr|A0A1S3EQS9|A0A1S3EQS9_DIPOR
OG0011431	sp|Q9D720|NSE1_MOUSE	tr|A0A1S3ERR1|A0A1S3ERR1_DIPOR
OG0011432	sp|Q9D3S3|SNX29_MOUSE	tr|A0A1S3ERV4|A0A1S3ERV4_DIPOR
OG0011433	sp|Q924Z6|XPO6_MOUSE	tr|A0A1S3ESV0|A0A1S3ESV0_DIPOR
OG0011434	sp|Q9WUQ7|DEXI_MOUSE	tr|A0A1S3ESZ7|A0A1S3ESZ7_DIPOR
OG0011435	sp|P61622|ITA11_MOUSE	tr|A0A1S3ETW3|A0A1S3ETW3_DIPOR
OG0011436	sp|Q5F285|TM256_MOUSE	tr|A0A1S3EW75|A0A1S3EW75_DIPOR
OG0011437	sp|Q8BYZ7|ELMO3_MOUSE	tr|A0A1S3EWM0|A0A1S3EWM0_DIPOR
OG0011438	sp|Q6PER3|MARE3_MOUSE	tr|A0A1S3EX86|A0A1S3EX86_DIPOR
OG0011439	sp|Q8R1Q9|RBSK_MOUSE	tr|A0A1S3EX97|A0A1S3EX97_DIPOR
OG0011440	sp|Q8CEF8|RN222_MOUSE	tr|A0A1S3EZ73|A0A1S3EZ73_DIPOR
OG0011441	sp|Q8BGZ2|F168A_MOUSE	tr|A0A1S3F059|A0A1S3F059_DIPOR
OG0011442	sp|Q62280|SSXT_MOUSE	tr|A0A1S3F156|A0A1S3F156_DIPOR
OG0011443	sp|Q61789|LAMA3_MOUSE	tr|A0A1S3F290|A0A1S3F290_DIPOR
OG0011444	sp|Q9JL04|FMN2_MOUSE	tr|A0A1S3F5H3|A0A1S3F5H3_DIPOR
OG0011445	sp|Q9D7E3|OVCA2_MOUSE	tr|A0A1S3F7L0|A0A1S3F7L0_DIPOR
OG0011446	sp|Q6NXH2|MANEA_MOUSE	tr|A0A1S3F7S1|A0A1S3F7S1_DIPOR
OG0011447	sp|Q8VDQ1|PTGR2_MOUSE	tr|A0A1S3F7Y2|A0A1S3F7Y2_DIPOR
OG0011448	sp|Q64314|CD34_MOUSE	tr|A0A1S3F8X1|A0A1S3F8X1_DIPOR
OG0011449	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A1S3F9M1|A0A1S3F9M1_DIPOR
OG0011450	sp|Q8VEA8|RAB7B_MOUSE	tr|A0A1S3F9V3|A0A1S3F9V3_DIPOR
OG0011451	sp|Q9DAA7|CA100_MOUSE	tr|A0A1S3FA50|A0A1S3FA50_DIPOR
OG0011452	sp|Q7TPW1|NEXN_MOUSE	tr|A0A1S3FAX8|A0A1S3FAX8_DIPOR
OG0011453	sp|Q810U5|CCD50_MOUSE	tr|A0A1S3FE49|A0A1S3FE49_DIPOR
OG0011454	sp|Q8C156|CND2_MOUSE	tr|A0A1S3FFE5|A0A1S3FFE5_DIPOR
OG0011455	sp|Q9D4H2|GCC1_MOUSE	tr|A0A1S3FFX0|A0A1S3FFX0_DIPOR
OG0011456	sp|P70196|TRAF6_MOUSE	tr|A0A1S3FGQ5|A0A1S3FGQ5_DIPOR
OG0011457	sp|Q91ZB5|MRGRG_MOUSE	tr|A0A1S3FIR5|A0A1S3FIR5_DIPOR
OG0011458	tr|E9PX92|E9PX92_MOUSE	tr|A0A1S3FL92|A0A1S3FL92_DIPOR
OG0011459	sp|P30285|CDK4_MOUSE	tr|A0A1S3FM26|A0A1S3FM26_DIPOR
OG0011460	sp|Q9D8P7|TF3C6_MOUSE	tr|A0A1S3FMM3|A0A1S3FMM3_DIPOR
OG0011461	sp|O88939|ZBT7A_MOUSE	tr|A0A1S3FNE9|A0A1S3FNE9_DIPOR
OG0011462	sp|Q62520|ZIC2_MOUSE	tr|A0A1S3FPC6|A0A1S3FPC6_DIPOR
OG0011463	sp|O70405|ULK1_MOUSE	tr|A0A1S3FPK2|A0A1S3FPK2_DIPOR
OG0011464	sp|Q9JJ59|ABCB9_MOUSE	tr|A0A1S3FQ15|A0A1S3FQ15_DIPOR
OG0011465	sp|Q8K1H1|TDRD7_MOUSE	tr|A0A1S3FQ71|A0A1S3FQ71_DIPOR
OG0011466	sp|Q6P4S8|INT1_MOUSE	tr|A0A1S3FQX0|A0A1S3FQX0_DIPOR
OG0011467	sp|O88545|CSN6_MOUSE	tr|A0A1S3FRA6|A0A1S3FRA6_DIPOR
OG0011468	tr|Q8BKP2|Q8BKP2_MOUSE	tr|A0A1S3FRT9|A0A1S3FRT9_DIPOR
OG0011469	sp|O54782|MA2B2_MOUSE	tr|A0A1S3FS13|A0A1S3FS13_DIPOR
OG0011470	sp|O70283|WNT2B_MOUSE	tr|A0A1S3FWC1|A0A1S3FWC1_DIPOR
OG0011471	sp|O08784|TCOF_MOUSE	tr|A0A1S3FXB6|A0A1S3FXB6_DIPOR
OG0011472	sp|Q99P27|PG12B_MOUSE	tr|A0A1S3FXD3|A0A1S3FXD3_DIPOR
OG0011473	sp|B1AXP6|TOM5_MOUSE	tr|A0A1S3FZY6|A0A1S3FZY6_DIPOR
OG0011474	sp|P32648|VIP_MOUSE	tr|A0A1S3G190|A0A1S3G190_DIPOR
OG0011475	sp|O08633|KRA81_MOUSE	tr|A0A1S3G2Q6|A0A1S3G2Q6_DIPOR
OG0011476	sp|Q9CQC4|TM216_MOUSE	tr|A0A1S3G6V5|A0A1S3G6V5_DIPOR
OG0011477	sp|O88909|S22A8_MOUSE	tr|A0A1S3G8Q1|A0A1S3G8Q1_DIPOR
OG0011478	tr|Q149I8|Q149I8_MOUSE	tr|A0A1S3G9L6|A0A1S3G9L6_DIPOR
OG0011479	sp|Q91VF6|COQA1_MOUSE	tr|A0A1S3GEP0|A0A1S3GEP0_DIPOR
OG0011480	sp|P70362|UFD1_MOUSE	tr|A0A1S3GFM1|A0A1S3GFM1_DIPOR
OG0011481	sp|Q921Y4|MFSD5_MOUSE	tr|A0A1S3GGR3|A0A1S3GGR3_DIPOR
OG0011482	sp|A2A699|F1712_MOUSE	tr|A0A1S3GHA7|A0A1S3GHA7_DIPOR
OG0011483	sp|Q80VN0|CP100_MOUSE	tr|A0A1S3GIA6|A0A1S3GIA6_DIPOR
OG0011484	sp|P70459|ERF_MOUSE	tr|A0A1S3GJL7|A0A1S3GJL7_DIPOR
OG0011485	sp|Q9Z1P5|CD320_MOUSE	tr|A0A1S3GJX4|A0A1S3GJX4_DIPOR
OG0011486	sp|Q6P9P6|KIF11_MOUSE	tr|A0A1S3GLU1|A0A1S3GLU1_DIPOR
