Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0010558	sp|Q9QVY8|RAI2_MOUSE	tr|A0A7J7V6F9|A0A7J7V6F9_PIPKU
OG0010559	sp|Q9WTP9|VAX2_MOUSE	tr|A0A7J7VWL5|A0A7J7VWL5_PIPKU
OG0010560	sp|Q9WUA1|WIF1_MOUSE	tr|A0A7J7ZNU4|A0A7J7ZNU4_PIPKU
OG0010561	sp|Q9WUD8|FAIM1_MOUSE	tr|A0A7J7WCJ5|A0A7J7WCJ5_PIPKU
OG0010562	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A7J8AA19|A0A7J8AA19_PIPKU
OG0010563	sp|A6PWV5|ARI3C_MOUSE	tr|A0A7J7W2I8|A0A7J7W2I8_PIPKU
OG0010564	tr|B2RPU8|B2RPU8_MOUSE	tr|A0A7J7THJ0|A0A7J7THJ0_PIPKU
OG0010565	tr|E9Q9T0|E9Q9T0_MOUSE	tr|A0A7J7QY59|A0A7J7QY59_PIPKU
OG0010566	sp|O35387|HAX1_MOUSE	tr|A0A7J7UT60|A0A7J7UT60_PIPKU
OG0010567	sp|O55060|TPMT_MOUSE	tr|A0A7J8ACN8|A0A7J8ACN8_PIPKU
OG0010568	sp|O70496|CLCN7_MOUSE	tr|A0A7J7YVA4|A0A7J7YVA4_PIPKU
OG0010569	sp|P20934|EVI2A_MOUSE	tr|A0A7J7TL79|A0A7J7TL79_PIPKU
OG0010570	sp|P37913|DNLI1_MOUSE	tr|A0A7J7QZD8|A0A7J7QZD8_PIPKU
OG0010571	sp|P46737|BRCC3_MOUSE	tr|A0A7J7S4M8|A0A7J7S4M8_PIPKU
OG0010572	sp|P48964|MPIP1_MOUSE	tr|A0A7J7WC04|A0A7J7WC04_PIPKU
OG0010573	sp|P54841|MAFB_MOUSE	tr|A0A7J7Y9D2|A0A7J7Y9D2_PIPKU
OG0010574	sp|P60603|ROMO1_MOUSE	tr|A0A7J7YBU9|A0A7J7YBU9_PIPKU
OG0010575	sp|P62984|RL40_MOUSE	tr|A0A7J7UAZ4|A0A7J7UAZ4_PIPKU
OG0010576	sp|P70397|DLX6_MOUSE	tr|A0A7J7WKR7|A0A7J7WKR7_PIPKU
OG0010577	sp|P98192|GNPAT_MOUSE	tr|A0A7J7QVL7|A0A7J7QVL7_PIPKU
OG0010578	sp|Q07643|CO9A2_MOUSE	tr|A0A7J8A613|A0A7J8A613_PIPKU
OG0010579	sp|Q3U0P1|PALB2_MOUSE	tr|A0A7J7T2R7|A0A7J7T2R7_PIPKU
OG0010580	sp|Q3UP24|NLRC4_MOUSE	tr|A0A7J7VVG0|A0A7J7VVG0_PIPKU
OG0010581	sp|Q571E5|PRS53_MOUSE	tr|A0A7J7S5T6|A0A7J7S5T6_PIPKU
OG0010582	sp|Q5SW19|CLU_MOUSE	tr|A0A7J7SMM3|A0A7J7SMM3_PIPKU
OG0010583	sp|Q66GT5|PTPM1_MOUSE	tr|A0A7J7X1G6|A0A7J7X1G6_PIPKU
OG0010584	sp|Q6PDE7|GGT6_MOUSE	tr|A0A7J7TXD1|A0A7J7TXD1_PIPKU
OG0010585	sp|Q6PE13|PRRT3_MOUSE	tr|A0A7J7WDZ0|A0A7J7WDZ0_PIPKU
OG0010586	sp|Q6QI06|RICTR_MOUSE	tr|A0A7J7YZD1|A0A7J7YZD1_PIPKU
OG0010587	sp|Q6RT24|CENPE_MOUSE	tr|A0A7J8AY78|A0A7J8AY78_PIPKU
OG0010588	sp|Q78T54|VMA21_MOUSE	tr|A0A7J7S5L4|A0A7J7S5L4_PIPKU
OG0010589	sp|Q8BHG2|CZIB_MOUSE	tr|A0A7J8A6M2|A0A7J8A6M2_PIPKU
OG0010590	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A7J7TNZ8|A0A7J7TNZ8_PIPKU
OG0010591	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A7J7XAI9|A0A7J7XAI9_PIPKU
OG0010592	sp|Q8CBG9|RN170_MOUSE	tr|A0A7J7ZMF3|A0A7J7ZMF3_PIPKU
OG0010593	sp|Q8CC35|SYNPO_MOUSE	tr|A0A7J7XCU2|A0A7J7XCU2_PIPKU
OG0010594	sp|Q8CGB3|UACA_MOUSE	tr|A0A7J8B5P3|A0A7J8B5P3_PIPKU
OG0010595	sp|Q8CIB9|ESCO2_MOUSE	tr|A0A7J7X9W3|A0A7J7X9W3_PIPKU
OG0010596	sp|Q8K0F1|TBC23_MOUSE	tr|A0A7J8AC04|A0A7J8AC04_PIPKU
OG0010597	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A7J7UFT8|A0A7J7UFT8_PIPKU
OG0010598	sp|Q8R010|AIMP2_MOUSE	tr|A0A7J7X8T4|A0A7J7X8T4_PIPKU
OG0010599	sp|Q8R121|ZPI_MOUSE	tr|A0A7J7RA91|A0A7J7RA91_PIPKU
OG0010600	sp|Q91Z38|TTC1_MOUSE	tr|A0A7J7XE35|A0A7J7XE35_PIPKU
OG0010601	sp|Q99JT5|KRCC1_MOUSE	tr|A0A7J7VV81|A0A7J7VV81_PIPKU
OG0010602	sp|Q9CR00|PSMD9_MOUSE	tr|A0A7J7UGF1|A0A7J7UGF1_PIPKU
OG0010603	sp|Q9CWK8|SNX2_MOUSE	tr|A0A7J7YYJ7|A0A7J7YYJ7_PIPKU
OG0010604	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A7J7ZFZ7|A0A7J7ZFZ7_PIPKU
OG0010605	sp|Q9CXG3|PPIL4_MOUSE	tr|A0A7J7YN42|A0A7J7YN42_PIPKU
OG0010606	sp|Q9CZX0|ELP3_MOUSE	tr|A0A7J7X9S6|A0A7J7X9S6_PIPKU
OG0010607	sp|Q9D0U9|ARV1_MOUSE	tr|A0A7J7QVL1|A0A7J7QVL1_PIPKU
OG0010608	sp|Q9D2E2|TOE1_MOUSE	tr|A0A7J8AD73|A0A7J8AD73_PIPKU
OG0010609	sp|Q9D2H8|FNDC8_MOUSE	tr|A0A7J7U7V0|A0A7J7U7V0_PIPKU
OG0010610	sp|Q9D7B7|GPX8_MOUSE	tr|A0A7J7YWR1|A0A7J7YWR1_PIPKU
OG0010611	sp|Q9D864|ARP6_MOUSE	tr|A0A7J7ZFB6|A0A7J7ZFB6_PIPKU
OG0010612	sp|Q9EQF6|DPYL5_MOUSE	tr|A0A7J7VU55|A0A7J7VU55_PIPKU
OG0010613	sp|Q9JI57|GT2D1_MOUSE	tr|A0A7J7YW79|A0A7J7YW79_PIPKU
OG0010614	sp|Q9JMH3|NEUR2_MOUSE	tr|A0A7J7XVB5|A0A7J7XVB5_PIPKU
OG0010615	sp|B2RRE4|Z518B_MOUSE	tr|A0A7J8B7C2|A0A7J8B7C2_PIPKU
OG0010616	sp|J3QM76|CC179_MOUSE	tr|A0A7J7WYX0|A0A7J7WYX0_PIPKU
OG0010617	sp|O35149|ZNT4_MOUSE	tr|A0A7J8B4U4|A0A7J8B4U4_PIPKU
OG0010618	sp|O35261|E2F3_MOUSE	tr|A0A7J8A5V1|A0A7J8A5V1_PIPKU
OG0010619	sp|O55176|PJA1_MOUSE	tr|A0A7J7SG53|A0A7J7SG53_PIPKU
OG0010620	sp|O88668|CREG1_MOUSE	tr|A0A7J7USS9|A0A7J7USS9_PIPKU
OG0010621	sp|O89026|ROBO1_MOUSE	tr|A0A7J8AB59|A0A7J8AB59_PIPKU
OG0010622	sp|P11911|CD79A_MOUSE	tr|A0A7J7SNH6|A0A7J7SNH6_PIPKU
OG0010623	sp|P28076|PSB9_MOUSE	tr|A0A7J7YNU3|A0A7J7YNU3_PIPKU
OG0010624	sp|P30412|PPIC_MOUSE	tr|A0A7J7YZL8|A0A7J7YZL8_PIPKU
OG0010625	sp|P35283|RAB12_MOUSE	tr|A0A7J7YBN3|A0A7J7YBN3_PIPKU
OG0010626	sp|P42932|TCPQ_MOUSE	tr|A0A7J7QZ13|A0A7J7QZ13_PIPKU
OG0010627	sp|P43241|CDX2_MOUSE	tr|A0A7J7ZGA2|A0A7J7ZGA2_PIPKU
OG0010628	sp|P47759|NSG2_MOUSE	tr|A0A7J7XBS1|A0A7J7XBS1_PIPKU
OG0010629	sp|P51943|CCNA2_MOUSE	tr|A0A7J7U9C4|A0A7J7U9C4_PIPKU
OG0010630	sp|P59041|DJC30_MOUSE	tr|A0A7J7YW89|A0A7J7YW89_PIPKU
OG0010631	sp|P62843|RS15_MOUSE	tr|A0A7J7XCF5|A0A7J7XCF5_PIPKU
OG0010632	sp|P70700|RPA2_MOUSE	tr|A0A7J7VVT9|A0A7J7VVT9_PIPKU
OG0010633	sp|P97798|NEO1_MOUSE	tr|A0A7J8B2Z6|A0A7J8B2Z6_PIPKU
OG0010634	sp|P97868|RBBP6_MOUSE	tr|A0A7J7T2I9|A0A7J7T2I9_PIPKU
OG0010635	sp|Q2TBA3|MALT1_MOUSE	tr|A0A7J7Y9Q1|A0A7J7Y9Q1_PIPKU
OG0010636	sp|Q3UQS2|LSME1_MOUSE	tr|A0A7J7TNG3|A0A7J7TNG3_PIPKU
OG0010637	sp|Q562D6|TRMO_MOUSE	tr|A0A7J7W497|A0A7J7W497_PIPKU
OG0010638	sp|Q5SWK7|RN145_MOUSE	tr|A0A7J7XD43|A0A7J7XD43_PIPKU
OG0010639	sp|Q61609|S20A1_MOUSE	tr|A0A7J7VVR3|A0A7J7VVR3_PIPKU
OG0010640	sp|Q64163|TFDP2_MOUSE	tr|A0A7J7WF81|A0A7J7WF81_PIPKU
OG0010641	sp|Q6P1I6|PSD2_MOUSE	tr|A0A7J7XCW0|A0A7J7XCW0_PIPKU
OG0010642	sp|Q6PEM8|PCFT_MOUSE	tr|A0A7J7SMS2|A0A7J7SMS2_PIPKU
OG0010643	sp|Q6TAW2|SERP2_MOUSE	tr|A0A7J7ZLY9|A0A7J7ZLY9_PIPKU
OG0010644	sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A7J7XAP6|A0A7J7XAP6_PIPKU
OG0010645	sp|Q7TS99|HELT_MOUSE	tr|A0A7J7ZI95|A0A7J7ZI95_PIPKU
OG0010647	sp|Q8CI33|C19L1_MOUSE	tr|A0A7J7VB34|A0A7J7VB34_PIPKU
OG0010648	sp|Q8CIW6|S26A6_MOUSE	tr|A0A7J7WEC3|A0A7J7WEC3_PIPKU
OG0010649	sp|Q8K402|TBX22_MOUSE	tr|A0A7J7V6C2|A0A7J7V6C2_PIPKU
OG0010650	sp|Q8K4F0|CD226_MOUSE	tr|A0A7J7Y7Q0|A0A7J7Y7Q0_PIPKU
OG0010651	sp|Q8K4G2|CONA1_MOUSE	tr|A0A7J7X9J0|A0A7J7X9J0_PIPKU
OG0010652	sp|Q8K4L3|SVIL_MOUSE	tr|A0A7J8B5B2|A0A7J8B5B2_PIPKU
OG0010653	sp|Q8R235|TM203_MOUSE	tr|A0A7J7RW37|A0A7J7RW37_PIPKU
OG0010654	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A7J7W3T2|A0A7J7W3T2_PIPKU
OG0010655	sp|Q8VEM1|GOLI_MOUSE	tr|A0A7J7UAE2|A0A7J7UAE2_PIPKU
OG0010656	sp|Q91VD1|LEG12_MOUSE	tr|A0A7J7RU56|A0A7J7RU56_PIPKU
OG0010657	sp|Q91X49|MALL_MOUSE	tr|A0A7J7VVM7|A0A7J7VVM7_PIPKU
OG0010658	sp|Q91YQ5|RPN1_MOUSE	tr|A0A7J7YAG6|A0A7J7YAG6_PIPKU
OG0010659	sp|Q922J3|CLIP1_MOUSE	tr|A0A7J7UFK9|A0A7J7UFK9_PIPKU
OG0010660	sp|Q925D8|TS1R3_MOUSE	tr|A0A7J7T144|A0A7J7T144_PIPKU
OG0010661	sp|Q9CR39|WIPI3_MOUSE	tr|A0A7J7SF14|A0A7J7SF14_PIPKU
OG0010662	sp|Q9D1Q1|MPH6_MOUSE	tr|A0A7J7V0N7|A0A7J7V0N7_PIPKU
OG0010663	sp|Q9DAC7|TTC32_MOUSE	tr|A0A7J7VWK3|A0A7J7VWK3_PIPKU
OG0010664	sp|Q9DBE8|ALG2_MOUSE	tr|A0A7J7W2I7|A0A7J7W2I7_PIPKU
OG0010665	sp|Q9DCW4|ETFB_MOUSE	tr|A0A7J7R1M8|A0A7J7R1M8_PIPKU
OG0010666	sp|Q9EQC4|ELOV4_MOUSE	tr|A0A7J7YM87|A0A7J7YM87_PIPKU
OG0010667	sp|Q9ERE3|SGK3_MOUSE	tr|A0A7J7VNW3|A0A7J7VNW3_PIPKU
OG0010668	sp|Q9JJA9|GRASP_MOUSE	tr|A0A7J7ZI52|A0A7J7ZI52_PIPKU
OG0010669	sp|Q9JJK5|HERP1_MOUSE	tr|A0A7J7V0J1|A0A7J7V0J1_PIPKU
OG0010670	sp|Q9JKZ2|SC5A3_MOUSE	tr|A0A7J7R2T0|A0A7J7R2T0_PIPKU
OG0010671	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A7J7S495|A0A7J7S495_PIPKU
OG0010672	sp|A2A4P0|DHX8_MOUSE	tr|A0A7J7U811|A0A7J7U811_PIPKU
OG0010673	sp|B2RRF6|Z518A_MOUSE	tr|A0A7J7VCY4|A0A7J7VCY4_PIPKU
OG0010674	tr|E9Q2C0|E9Q2C0_MOUSE	tr|A0A7J7VAU6|A0A7J7VAU6_PIPKU
OG0010675	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A7J8B3C3|A0A7J8B3C3_PIPKU
OG0010676	sp|O35103|OMD_MOUSE	tr|A0A7J7RTE6|A0A7J7RTE6_PIPKU
OG0010677	sp|O55023|IMPA1_MOUSE	tr|A0A7J7VMD6|A0A7J7VMD6_PIPKU
OG0010678	sp|O70370|CATS_MOUSE	tr|A0A7J7TVN5|A0A7J7TVN5_PIPKU
OG0010679	sp|O88410|CXCR3_MOUSE	tr|A0A7J7SGS2|A0A7J7SGS2_PIPKU
OG0010680	sp|P04202|TGFB1_MOUSE	tr|A0A7J7SMY7|A0A7J7SMY7_PIPKU
OG0010681	sp|P09450|JUNB_MOUSE	tr|A0A7J7RHT1|A0A7J7RHT1_PIPKU
OG0010682	sp|P27573|MYP0_MOUSE	tr|A0A7J7QXH2|A0A7J7QXH2_PIPKU
OG0010683	sp|P27661|H2AX_MOUSE	tr|A0A7J7RGF9|A0A7J7RGF9_PIPKU
OG0010684	sp|P30730|LSHR_MOUSE	tr|A0A7J7VV93|A0A7J7VV93_PIPKU
OG0010685	sp|P48299|EDN3_MOUSE	tr|A0A7J7RRU7|A0A7J7RRU7_PIPKU
OG0010686	sp|P53668|LIMK1_MOUSE	tr|A0A7J7YXM0|A0A7J7YXM0_PIPKU
OG0010687	sp|P54731|FAF1_MOUSE	tr|A0A7J8A6Q5|A0A7J8A6Q5_PIPKU
OG0010688	sp|P58468|SLX9_MOUSE	tr|A0A7J8A720|A0A7J8A720_PIPKU
OG0010689	sp|P62751|RL23A_MOUSE	tr|A0A7J7SMZ5|A0A7J7SMZ5_PIPKU
OG0010690	sp|Q03145|EPHA2_MOUSE	tr|A0A7J8A7A8|A0A7J8A7A8_PIPKU
OG0010691	sp|Q06180|PTN2_MOUSE	tr|A0A7J7YA67|A0A7J7YA67_PIPKU
OG0010692	sp|Q3URR0|CENPW_MOUSE	tr|A0A7J7YMF0|A0A7J7YMF0_PIPKU
OG0010693	sp|Q562E2|KCD19_MOUSE	tr|A0A7J7V071|A0A7J7V071_PIPKU
OG0010694	sp|Q64693|OBF1_MOUSE	tr|A0A7J7X1H5|A0A7J7X1H5_PIPKU
OG0010695	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A7J7ZLK2|A0A7J7ZLK2_PIPKU
OG0010696	sp|Q6IYF8|OXGR1_MOUSE	tr|A0A7J7ZL44|A0A7J7ZL44_PIPKU
OG0010697	sp|Q6P1G2|KDM2B_MOUSE	tr|A0A7J7UG27|A0A7J7UG27_PIPKU
OG0010698	sp|Q6P7W5|SEN2_MOUSE	tr|A0A7J7WFI5|A0A7J7WFI5_PIPKU
OG0010699	sp|Q6PH08|ERC2_MOUSE	tr|A0A7J7WCG9|A0A7J7WCG9_PIPKU
OG0010700	sp|Q6VMN6|PRLHR_MOUSE	tr|A0A7J7VCU3|A0A7J7VCU3_PIPKU
OG0010701	sp|Q78PY7|SND1_MOUSE	tr|A0A7J7WMN5|A0A7J7WMN5_PIPKU
OG0010702	sp|Q80VP8|T106C_MOUSE	tr|A0A7J7ZMS1|A0A7J7ZMS1_PIPKU
OG0010703	sp|Q8BGT6|MILK1_MOUSE	tr|A0A7J7ZKL2|A0A7J7ZKL2_PIPKU
OG0010704	sp|Q8BHA1|LRC24_MOUSE	tr|A0A7J7RLV1|A0A7J7RLV1_PIPKU
OG0010705	sp|Q8BMB0|EMSY_MOUSE	tr|A0A7J7X093|A0A7J7X093_PIPKU
OG0010706	sp|Q8BTT6|UTP25_MOUSE	tr|A0A7J7UV28|A0A7J7UV28_PIPKU
OG0010707	sp|Q8C1F4|CGAT2_MOUSE	tr|A0A7J7VAL4|A0A7J7VAL4_PIPKU
OG0010708	sp|Q8CHP6|PHC3_MOUSE	tr|A0A7J8A9Z2|A0A7J8A9Z2_PIPKU
OG0010709	sp|Q8R1H8|BATF2_MOUSE	tr|A0A7J7R0X1|A0A7J7R0X1_PIPKU
OG0010710	sp|Q8R5F7|IFIH1_MOUSE	tr|A0A7J7XUY8|A0A7J7XUY8_PIPKU
OG0010711	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A7J7YY76|A0A7J7YY76_PIPKU
OG0010712	sp|Q91WN4|KMO_MOUSE	tr|A0A7J7RKB7|A0A7J7RKB7_PIPKU
OG0010713	sp|Q9CQ76|NEPN_MOUSE	tr|A0A7J7YMW1|A0A7J7YMW1_PIPKU
OG0010714	sp|Q9CZG3|COMD8_MOUSE	tr|A0A7J8AYV6|A0A7J8AYV6_PIPKU
OG0010715	sp|Q9CZS3|CEP20_MOUSE	tr|A0A7J7YWD4|A0A7J7YWD4_PIPKU
OG0010716	sp|Q9D0B6|PBDC1_MOUSE	tr|A0A7J7V6F7|A0A7J7V6F7_PIPKU
OG0010717	sp|Q9D287|SPF27_MOUSE	tr|A0A7J7TVG9|A0A7J7TVG9_PIPKU
OG0010718	sp|Q9D4K4|FACOS_MOUSE	tr|A0A7J7WD97|A0A7J7WD97_PIPKU
OG0010719	sp|Q9D710|TMX2_MOUSE	tr|A0A7J7X265|A0A7J7X265_PIPKU
OG0010720	sp|Q9D8Y8|ING5_MOUSE	tr|A0A7J7XUC1|A0A7J7XUC1_PIPKU
OG0010721	sp|Q9DBU5|RNF6_MOUSE	tr|A0A7J7ZMG3|A0A7J7ZMG3_PIPKU
OG0010722	sp|Q9ESM3|HPLN2_MOUSE	tr|A0A7J7UTF2|A0A7J7UTF2_PIPKU
OG0010723	sp|Q9JHQ0|ANXA9_MOUSE	tr|A0A7J7TVJ1|A0A7J7TVJ1_PIPKU
OG0010724	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A7J7TWJ7|A0A7J7TWJ7_PIPKU
OG0010725	sp|Q9Z1D8|ZKSC5_MOUSE	tr|A0A7J7YZG9|A0A7J7YZG9_PIPKU
OG0010726	sp|Q9Z2I0|LETM1_MOUSE	tr|A0A7J7RW31|A0A7J7RW31_PIPKU
OG0010727	tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE	tr|A0A7J7WDS8|A0A7J7WDS8_PIPKU
OG0010728	tr|A0A1D5RLS7|A0A1D5RLS7_MOUSE	tr|A0A7J8B2B8|A0A7J8B2B8_PIPKU
OG0010729	sp|A2RSJ4|UH1BL_MOUSE	tr|A0A7J7ZPT1|A0A7J7ZPT1_PIPKU
OG0010730	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A7J7VP08|A0A7J7VP08_PIPKU
OG0010731	tr|E9Q5N9|E9Q5N9_MOUSE	tr|A0A7J7XD77|A0A7J7XD77_PIPKU
OG0010732	sp|O08742|GPV_MOUSE	tr|A0A7J8A6X1|A0A7J8A6X1_PIPKU
OG0010733	sp|O35417|PDYN_MOUSE	tr|A0A7J7YA98|A0A7J7YA98_PIPKU
OG0010734	sp|O35906|SPIB_MOUSE	tr|A0A7J7QU27|A0A7J7QU27_PIPKU
OG0010735	sp|P02525|CRBA1_MOUSE	tr|A0A7J7SNF6|A0A7J7SNF6_PIPKU
OG0010736	sp|P09535|IGF2_MOUSE	tr|A0A7J7R7V2|A0A7J7R7V2_PIPKU
OG0010737	sp|P10711|TCEA1_MOUSE	tr|A0A7J7VNK3|A0A7J7VNK3_PIPKU
OG0010738	sp|P25801|RBTN2_MOUSE	tr|A0A7J7X049|A0A7J7X049_PIPKU
OG0010739	sp|P31041|CD28_MOUSE	tr|A0A7J7XUG8|A0A7J7XUG8_PIPKU
OG0010740	sp|P31786|ACBP_MOUSE	tr|A0A7J7XTZ2|A0A7J7XTZ2_PIPKU
OG0010741	sp|P43081|GUC1A_MOUSE	tr|A0A7J7YM79|A0A7J7YM79_PIPKU
OG0010742	sp|P59383|LRRN4_MOUSE	tr|A0A7J7Y9A8|A0A7J7Y9A8_PIPKU
OG0010743	sp|P62717|RL18A_MOUSE	tr|A0A7J7UAQ5|A0A7J7UAQ5_PIPKU
OG0010744	sp|P70441|NHRF1_MOUSE	tr|A0A7J7SEU6|A0A7J7SEU6_PIPKU
OG0010745	sp|Q00286|PIT1_MOUSE	tr|A0A7J8AA33|A0A7J8AA33_PIPKU
OG0010746	sp|Q06890|CLUS_MOUSE	tr|A0A7J7XAI5|A0A7J7XAI5_PIPKU
OG0010747	sp|Q0P5V2|SOBP_MOUSE	tr|A0A7J7YP43|A0A7J7YP43_PIPKU
OG0010748	sp|Q0PHV7|DACT3_MOUSE	tr|A0A7J7S0D5|A0A7J7S0D5_PIPKU
OG0010749	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A7J7RC82|A0A7J7RC82_PIPKU
OG0010750	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A7J7WZ63|A0A7J7WZ63_PIPKU
OG0010751	tr|Q3LR78|Q3LR78_MOUSE	tr|A0A7J7WFD9|A0A7J7WFD9_PIPKU
OG0010752	sp|Q3TL26|TFB2M_MOUSE	tr|A0A7J7TPB4|A0A7J7TPB4_PIPKU
OG0010753	sp|Q3UPC7|K0825_MOUSE	tr|A0A7J7YWQ4|A0A7J7YWQ4_PIPKU
OG0010754	sp|Q3URJ8|NKAI3_MOUSE	tr|A0A7J7VNG4|A0A7J7VNG4_PIPKU
OG0010755	sp|Q4VBF2|R3HD4_MOUSE	tr|A0A7J7XC49|A0A7J7XC49_PIPKU
OG0010756	sp|Q569E7|ZN697_MOUSE	tr|A0A7J7TWV0|A0A7J7TWV0_PIPKU
OG0010757	sp|Q5H8A1|NMS_MOUSE	tr|A0A7J7VVM6|A0A7J7VVM6_PIPKU
OG0010758	sp|Q60953|PML_MOUSE	tr|A0A7J8B473|A0A7J8B473_PIPKU
OG0010759	sp|Q61790|LAG3_MOUSE	tr|A0A7J7ZII6|A0A7J7ZII6_PIPKU
OG0010760	sp|Q6IR34|GPSM1_MOUSE	tr|A0A7J7RVU6|A0A7J7RVU6_PIPKU
OG0010761	sp|Q80YR2|FHI2B_MOUSE	tr|A0A7J7U9Q0|A0A7J7U9Q0_PIPKU
OG0010762	sp|Q8BGP5|TM127_MOUSE	tr|A0A7J7TKR8|A0A7J7TKR8_PIPKU
OG0010763	sp|Q8CIE6|COPA_MOUSE	tr|A0A7J7USN8|A0A7J7USN8_PIPKU
OG0010764	sp|Q8K2V6|IPO11_MOUSE	tr|A0A7J7YWF4|A0A7J7YWF4_PIPKU
OG0010765	sp|Q8QZW3|F151A_MOUSE	tr|A0A7J8A6E8|A0A7J8A6E8_PIPKU
OG0010766	sp|Q8R0V5|I23O2_MOUSE	tr|A0A7J7ZIE1|A0A7J7ZIE1_PIPKU
OG0010767	sp|Q8R2R1|POMT1_MOUSE	tr|A0A7J7RM42|A0A7J7RM42_PIPKU
OG0010768	sp|Q8VCL2|SCO2_MOUSE	tr|A0A7J7R393|A0A7J7R393_PIPKU
OG0010769	sp|Q8VIM4|BSND_MOUSE	tr|A0A7J8A4J9|A0A7J8A4J9_PIPKU
OG0010770	sp|Q91WW7|PLPL3_MOUSE	tr|A0A7J7RNP3|A0A7J7RNP3_PIPKU
OG0010771	sp|Q923X1|AGRL4_MOUSE	tr|A0A7J8A4D9|A0A7J8A4D9_PIPKU
OG0010772	sp|Q9CQV1|TIM16_MOUSE	tr|A0A7J7YXW3|A0A7J7YXW3_PIPKU
OG0010773	sp|Q9CS00|CATIN_MOUSE	tr|A0A7J7TAJ3|A0A7J7TAJ3_PIPKU
OG0010774	sp|Q9CUB6|OTUD1_MOUSE	tr|A0A7J8B491|A0A7J8B491_PIPKU
OG0010775	sp|Q9CXE7|TMED5_MOUSE	tr|A0A7J8AC13|A0A7J8AC13_PIPKU
OG0010776	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A7J7XTN8|A0A7J7XTN8_PIPKU
OG0010777	sp|Q9JJX6|P2RX4_MOUSE	tr|A0A7J7UGN9|A0A7J7UGN9_PIPKU
OG0010778	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A7J7XUR5|A0A7J7XUR5_PIPKU
OG0010779	sp|Q9Z0H0|CDC7_MOUSE	tr|A0A7J8A678|A0A7J8A678_PIPKU
OG0010780	sp|A2AGA4|RHBL2_MOUSE	tr|A0A7J8AA07|A0A7J8AA07_PIPKU
OG0010781	sp|A2ARV4|LRP2_MOUSE	tr|A0A7J7XVI5|A0A7J7XVI5_PIPKU
OG0010782	sp|B2RQE8|RHG42_MOUSE	tr|A0A7J7WYE5|A0A7J7WYE5_PIPKU
OG0010783	sp|E9Q5G3|KIF23_MOUSE	tr|A0A7J8B0U4|A0A7J8B0U4_PIPKU
OG0010784	sp|O08997|ATOX1_MOUSE	tr|A0A7J7X929|A0A7J7X929_PIPKU
OG0010785	sp|O35130|NEP1_MOUSE	tr|A0A7J7ZIL1|A0A7J7ZIL1_PIPKU
OG0010786	sp|O35604|NPC1_MOUSE	tr|A0A7J7RW23|A0A7J7RW23_PIPKU
OG0010787	sp|O88898|P63_MOUSE	tr|A0A7J8ABU2|A0A7J8ABU2_PIPKU
OG0010788	sp|O88962|CP8B1_MOUSE	tr|A0A7J7WCC7|A0A7J7WCC7_PIPKU
OG0010789	sp|P37172|ACVR1_MOUSE	tr|A0A7J7XTA2|A0A7J7XTA2_PIPKU
OG0010790	sp|P59759|MRTFB_MOUSE	tr|A0A7J7YXB7|A0A7J7YXB7_PIPKU
OG0010791	sp|P60853|LZTS1_MOUSE	tr|A0A7J7UA69|A0A7J7UA69_PIPKU
OG0010792	sp|P83741|WNK1_MOUSE	tr|A0A7J7ZNY4|A0A7J7ZNY4_PIPKU
OG0010793	sp|P97306|STAC_MOUSE	tr|A0A7J7WET0|A0A7J7WET0_PIPKU
OG0010794	sp|P97412|LYST_MOUSE	tr|A0A7J7TPE8|A0A7J7TPE8_PIPKU
OG0010795	sp|Q059U7|INTU_MOUSE	tr|A0A7J7XAN2|A0A7J7XAN2_PIPKU
OG0010796	sp|Q07832|PLK1_MOUSE	tr|A0A7J7T2G2|A0A7J7T2G2_PIPKU
OG0010797	sp|Q3TXU5|DHYS_MOUSE	tr|A0A7J7RI01|A0A7J7RI01_PIPKU
OG0010798	sp|Q3U1D9|CD047_MOUSE	tr|A0A7J7ZG30|A0A7J7ZG30_PIPKU
OG0010799	sp|Q3U2A8|SYVM_MOUSE	tr|A0A7J7QWM5|A0A7J7QWM5_PIPKU
OG0010800	sp|Q3UJB9|EDC4_MOUSE	tr|A0A7J7UZU2|A0A7J7UZU2_PIPKU
