Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0016427	sp|Q8K2J7|RELL1_MOUSE	tr|A0A6I9L0X1|A0A6I9L0X1_PERMB
OG0016428	sp|Q8R1R4|IL34_MOUSE	tr|A0A6I9LAM6|A0A6I9LAM6_PERMB
OG0016429	sp|Q8R2G6|CCD80_MOUSE	tr|A0A6I9LAM2|A0A6I9LAM2_PERMB
OG0016430	sp|Q91VD9|NDUS1_MOUSE	tr|A0A6I9L911|A0A6I9L911_PERMB
OG0016431	tr|Q91X36|Q91X36_MOUSE	tr|A0A6J0E491|A0A6J0E491_PERMB
OG0016432	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A6I9MFY1|A0A6I9MFY1_PERMB
OG0016433	sp|Q91ZM8|CABP7_MOUSE	tr|A0A6J0CW01|A0A6J0CW01_PERMB
OG0016434	sp|Q920Q4|VPS16_MOUSE	tr|A0A6I9LIM3|A0A6I9LIM3_PERMB
OG0016435	sp|Q99MS7|EH1L1_MOUSE	tr|A0A6I9LLA9|A0A6I9LLA9_PERMB
OG0016436	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A6I9MQE4|A0A6I9MQE4_PERMB
OG0016437	sp|Q9CWV6|PKRI1_MOUSE	tr|A0A6I9KUE5|A0A6I9KUE5_PERMB
OG0016438	sp|Q9D695|SPB7_MOUSE	tr|A0A6I9M0A4|A0A6I9M0A4_PERMB
OG0016439	sp|Q9D898|ARP5L_MOUSE	tr|A0A6I9M927|A0A6I9M927_PERMB
OG0016440	sp|Q9DD18|DTD1_MOUSE	tr|A0A6J0DZP8|A0A6J0DZP8_PERMB
OG0016441	sp|Q9DD24|TCAL9_MOUSE	tr|A0A6I9M4I9|A0A6I9M4I9_PERMB
OG0016442	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A6I9LGV0|A0A6I9LGV0_PERMB
OG0016443	sp|Q9ET54|PALLD_MOUSE	tr|A0A6I9MH27|A0A6I9MH27_PERMB
OG0016444	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A6I9LT26|A0A6I9LT26_PERMB
OG0016445	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A6J0DE45|A0A6J0DE45_PERMB
OG0016446	sp|Q9QXZ7|NR2E3_MOUSE	tr|A0A6I9L4K1|A0A6I9L4K1_PERMB
OG0016447	sp|Q9WV35|ABEC2_MOUSE	tr|A0A6I9MDH7|A0A6I9MDH7_PERMB
OG0016448	sp|Q9Z0U0|XPR1_MOUSE	tr|A0A6I9M136|A0A6I9M136_PERMB
OG0016449	tr|B2RS76|B2RS76_MOUSE	tr|A0A6I9MBL0|A0A6I9MBL0_PERMB
OG0016450	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A6J0DHM1|A0A6J0DHM1_PERMB
OG0016451	sp|E9QAT4|SC16A_MOUSE	tr|A0A6J0DIY2|A0A6J0DIY2_PERMB
OG0016452	sp|G5E8P1|BRD1_MOUSE	tr|A0A6I9LF24|A0A6I9LF24_PERMB
OG0016453	tr|O08643|O08643_MOUSE	tr|A0A6I9L6Y0|A0A6I9L6Y0_PERMB
OG0016454	sp|O35454|CLCN6_MOUSE	tr|A0A6I9M7X2|A0A6I9M7X2_PERMB
OG0016455	sp|O70355|BTNL2_MOUSE	tr|A0A6J0CWV0|A0A6J0CWV0_PERMB
OG0016456	sp|O70507|HCN4_MOUSE	tr|A0A6I9KUT5|A0A6I9KUT5_PERMB
OG0016457	sp|P0CL69|ZN703_MOUSE	tr|A0A6I9LVL3|A0A6I9LVL3_PERMB
OG0016458	sp|P16332|MUTA_MOUSE	tr|A0A6J0CTD2|A0A6J0CTD2_PERMB
OG0016459	sp|P29268|CCN2_MOUSE	tr|A0A6I9LYF5|A0A6I9LYF5_PERMB
OG0016460	sp|P47242|PAX9_MOUSE	tr|A0A6I9M3S3|A0A6I9M3S3_PERMB
OG0016461	sp|P50429|ARSB_MOUSE	tr|A0A6I9LMJ4|A0A6I9LMJ4_PERMB
OG0016462	sp|P55098|PEX2_MOUSE	tr|A0A6I9LJ13|A0A6I9LJ13_PERMB
OG0016463	sp|P58801|RIPK2_MOUSE	tr|A0A6I9LGG3|A0A6I9LGG3_PERMB
OG0016464	sp|P70354|MSX3_MOUSE	tr|A0A6I9LSS4|A0A6I9LSS4_PERMB
OG0016465	sp|P70701|WN10A_MOUSE	tr|A0A6I9L2R2|A0A6I9L2R2_PERMB
OG0016466	sp|P86049|RBM46_MOUSE	tr|A0A6I9LVF0|A0A6I9LVF0_PERMB
OG0016467	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A6I9LDI8|A0A6I9LDI8_PERMB
OG0016468	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A6J0DP77|A0A6J0DP77_PERMB
OG0016469	sp|Q3UI43|BABA1_MOUSE	tr|A0A6J0E7L8|A0A6J0E7L8_PERMB
OG0016470	sp|Q3UNN8|PLD5_MOUSE	tr|A0A6I9LW28|A0A6I9LW28_PERMB
OG0016471	sp|Q3UV16|IPIL2_MOUSE	tr|A0A6I9LW30|A0A6I9LW30_PERMB
OG0016472	sp|Q3V3N7|BBS1_MOUSE	tr|A0A6I9LL68|A0A6I9LL68_PERMB
OG0016473	sp|Q4VC33|MAEA_MOUSE	tr|A0A6I9KXP5|A0A6I9KXP5_PERMB
OG0016474	tr|Q5NC41|Q5NC41_MOUSE	tr|A0A6I9LLT9|A0A6I9LLT9_PERMB
OG0016475	sp|Q61468|MSLN_MOUSE	tr|A0A6J0DBM4|A0A6J0DBM4_PERMB
OG0016476	tr|Q6P3A2|Q6P3A2_MOUSE	tr|A0A6I9KY06|A0A6I9KY06_PERMB
OG0016477	sp|Q6PAV2|HERC4_MOUSE	tr|A0A6I9L491|A0A6I9L491_PERMB
OG0016478	sp|Q6PDM4|IHO1_MOUSE	tr|A0A6I9LJX0|A0A6I9LJX0_PERMB
OG0016479	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A6J0CLG6|A0A6J0CLG6_PERMB
OG0016480	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A6I9LBU5|A0A6I9LBU5_PERMB
OG0016481	sp|Q7TN05|AP1S3_MOUSE	tr|A0A6I9L2L4|A0A6I9L2L4_PERMB
OG0016482	sp|Q7TQP0|GP141_MOUSE	tr|A0A6I9M7K1|A0A6I9M7K1_PERMB
OG0016483	sp|Q80W88|HOMEZ_MOUSE	tr|A0A6J0E449|A0A6J0E449_PERMB
OG0016484	sp|Q80XC3|US6NL_MOUSE	tr|A0A6J0D221|A0A6J0D221_PERMB
OG0016485	sp|Q811W1|AARD_MOUSE	tr|A0A6I9LNT1|A0A6I9LNT1_PERMB
OG0016486	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A6J0E341|A0A6J0E341_PERMB
OG0016487	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A6I9L1Z1|A0A6I9L1Z1_PERMB
OG0016488	sp|Q8CEL2|CFA61_MOUSE	tr|A0A6J0DU38|A0A6J0DU38_PERMB
OG0016489	sp|Q8K221|ARFP2_MOUSE	tr|A0A6J0EIL8|A0A6J0EIL8_PERMB
OG0016490	sp|Q8K386|RAB15_MOUSE	tr|A0A6I9L553|A0A6I9L553_PERMB
OG0016491	sp|Q8VCZ7|ZBT7C_MOUSE	tr|A0A6J0CY72|A0A6J0CY72_PERMB
OG0016492	sp|Q8VEE0|RPE_MOUSE	tr|A0A6I9L151|A0A6I9L151_PERMB
OG0016493	sp|Q8VHQ4|RB40C_MOUSE	tr|A0A6J0DDG9|A0A6J0DDG9_PERMB
OG0016494	sp|Q8VHS5|ASB16_MOUSE	tr|A0A6I9KZI2|A0A6I9KZI2_PERMB
OG0016495	sp|Q91W27|TIP39_MOUSE	tr|A0A6I9LX71|A0A6I9LX71_PERMB
OG0016496	sp|Q91Y97|ALDOB_MOUSE	tr|A0A6I9KYX1|A0A6I9KYX1_PERMB
OG0016497	sp|Q91ZE0|TMLH_MOUSE	tr|A0A6J0D0Q6|A0A6J0D0Q6_PERMB
OG0016498	sp|Q920S3|GATD1_MOUSE	tr|A0A6I9MBW8|A0A6I9MBW8_PERMB
OG0016499	sp|Q921D9|GRHL1_MOUSE	tr|A0A6J0D7U2|A0A6J0D7U2_PERMB
OG0016500	sp|Q921M3|SF3B3_MOUSE	tr|A0A6I9KZT6|A0A6I9KZT6_PERMB
OG0016501	sp|Q99JP6|HOME3_MOUSE	tr|A0A6I9M456|A0A6I9M456_PERMB
OG0016502	tr|Q9CQB8|Q9CQB8_MOUSE	tr|A0A6I9LIH7|A0A6I9LIH7_PERMB
OG0016503	sp|Q9CQF9|PCYOX_MOUSE	tr|A0A6I9LYK7|A0A6I9LYK7_PERMB
OG0016504	sp|Q9CQN6|TM14C_MOUSE	tr|A0A6I9L4C6|A0A6I9L4C6_PERMB
OG0016505	sp|Q9CX30|YIF1B_MOUSE	tr|A0A6I9LTS5|A0A6I9LTS5_PERMB
OG0016506	sp|Q9D1N9|RM21_MOUSE	tr|A0A6I9LB18|A0A6I9LB18_PERMB
OG0016507	sp|Q9D7N9|APMAP_MOUSE	tr|A0A6I9LVH9|A0A6I9LVH9_PERMB
OG0016508	sp|Q9D7W5|MED8_MOUSE	tr|A0A6I9MC47|A0A6I9MC47_PERMB
OG0016509	sp|Q9D9J2|TEX33_MOUSE	tr|A0A6I9L9X3|A0A6I9L9X3_PERMB
OG0016510	sp|Q9DBD0|ICA_MOUSE	tr|A0A6J0DCZ6|A0A6J0DCZ6_PERMB
OG0016511	sp|Q9ET43|CLD12_MOUSE	tr|A0A6I9LND3|A0A6I9LND3_PERMB
OG0016512	sp|Q9JI13|SAS10_MOUSE	tr|A0A6I9MCL0|A0A6I9MCL0_PERMB
OG0016513	sp|Q9JI75|NQO2_MOUSE	tr|A0A6I9LS47|A0A6I9LS47_PERMB
OG0016514	sp|Q9JJ00|PLS1_MOUSE	tr|A0A6I9M3L3|A0A6I9M3L3_PERMB
OG0016515	sp|Q9QZ10|ANX10_MOUSE	tr|A0A6I9M4W5|A0A6I9M4W5_PERMB
OG0016516	sp|Q9R1S0|B9D1_MOUSE	tr|A0A6I9L623|A0A6I9L623_PERMB
OG0016517	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A6I9L4I1|A0A6I9L4I1_PERMB
OG0016518	sp|Q9Z0J7|GDF15_MOUSE	tr|A0A6I9LWC1|A0A6I9LWC1_PERMB
OG0016519	sp|Q9Z1Y4|TRIP6_MOUSE	tr|A0A6I9L0T4|A0A6I9L0T4_PERMB
OG0016520	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A6I9L1Q6|A0A6I9L1Q6_PERMB
OG0016521	tr|A2AF31|A2AF31_MOUSE	tr|A0A6I9M9U7|A0A6I9M9U7_PERMB
OG0016522	tr|A2AFS9|A2AFS9_MOUSE	tr|A0A6I9M8H7|A0A6I9M8H7_PERMB
OG0016523	sp|A2AJ77|PRD12_MOUSE	tr|A0A6I9LIR5|A0A6I9LIR5_PERMB
OG0016524	tr|B7ZWD6|B7ZWD6_MOUSE	tr|A0A6I9L990|A0A6I9L990_PERMB
OG0016525	sp|D3YWP0|EFMT3_MOUSE	tr|A0A6J0CZ92|A0A6J0CZ92_PERMB
OG0016526	sp|P0C0A3|CHMP6_MOUSE	tr|A0A6I9M183|A0A6I9M183_PERMB
OG0016527	sp|P10166|MYCL_MOUSE	tr|A0A6I9MDQ7|A0A6I9MDQ7_PERMB
OG0016528	sp|P16110|LEG3_MOUSE	tr|A0A6I9M0P4|A0A6I9M0P4_PERMB
OG0016529	sp|P20033|PDGFA_MOUSE	tr|A0A6I9MBQ4|A0A6I9MBQ4_PERMB
OG0016530	sp|P28236|CXA8_MOUSE	tr|A0A6I9LV13|A0A6I9LV13_PERMB
OG0016531	sp|P29416|HEXA_MOUSE	tr|A0A6I9L1P4|A0A6I9L1P4_PERMB
OG0016532	sp|P43023|CX6A2_MOUSE	tr|A0A6I9LD78|A0A6I9LD78_PERMB
OG0016533	sp|P48437|PROX1_MOUSE	tr|A0A6J0ECV3|A0A6J0ECV3_PERMB
OG0016534	sp|P58682|TLR8_MOUSE	tr|A0A6I9L578|A0A6I9L578_PERMB
OG0016535	sp|P97430|SLPI_MOUSE	tr|A0A6I9L3H2|A0A6I9L3H2_PERMB
OG0016536	sp|Q01114|IL9R_MOUSE	tr|A0A6I9L802|A0A6I9L802_PERMB
OG0016537	sp|Q01337|ADA2C_MOUSE	tr|A0A6I9LVQ9|A0A6I9LVQ9_PERMB
OG0016538	sp|Q3TNL8|IPRI_MOUSE	tr|A0A6I9LWA2|A0A6I9LWA2_PERMB
OG0016539	sp|Q3U1Z5|GPSM3_MOUSE	tr|A0A6I9MAW9|A0A6I9MAW9_PERMB
OG0016540	sp|Q3UIW5|RNF10_MOUSE	tr|A0A6I9MKP3|A0A6I9MKP3_PERMB
OG0016541	sp|Q3UQS8|RBM20_MOUSE	tr|A0A6I9MH40|A0A6I9MH40_PERMB
OG0016542	sp|Q52KP5|NXPE4_MOUSE	tr|A0A6J0DGC6|A0A6J0DGC6_PERMB
OG0016543	sp|Q571K4|TAB3_MOUSE	tr|A0A6I9M0R0|A0A6I9M0R0_PERMB
OG0016544	sp|Q62276|MED22_MOUSE	tr|A0A6J0CHX8|A0A6J0CHX8_PERMB
OG0016545	sp|Q62419|SH3G1_MOUSE	tr|A0A6I9LNF5|A0A6I9LNF5_PERMB
OG0016546	sp|Q62448|IF4G2_MOUSE	tr|A0A6J0DB05|A0A6J0DB05_PERMB
OG0016547	sp|Q63850|NUP62_MOUSE	tr|A0A6I9LPJ1|A0A6I9LPJ1_PERMB
OG0016548	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A6J0CGV1|A0A6J0CGV1_PERMB
OG0016549	sp|Q6PCX7|RGMA_MOUSE	tr|A0A6I9M618|A0A6I9M618_PERMB
OG0016550	sp|Q6PGH0|UBTD2_MOUSE	tr|A0A6I9LHG0|A0A6I9LHG0_PERMB
OG0016551	sp|Q7TPQ3|SHPRH_MOUSE	tr|A0A6J0DST1|A0A6J0DST1_PERMB
OG0016552	sp|Q80ZN5|CST13_MOUSE	tr|A0A6I9LKP8|A0A6I9LKP8_PERMB
OG0016553	sp|Q8BH69|SPS1_MOUSE	tr|A0A6I9L0N0|A0A6I9L0N0_PERMB
OG0016554	sp|Q8BHD1|POC1B_MOUSE	tr|A0A6J0DFB5|A0A6J0DFB5_PERMB
OG0016555	sp|Q8BKE5|FSBP_MOUSE	tr|A0A6I9L1K2|A0A6I9L1K2_PERMB
OG0016556	sp|Q8BV13|CSN7B_MOUSE	tr|A0A6I9LSE5|A0A6I9LSE5_PERMB
OG0016557	sp|Q8BZQ7|ANC2_MOUSE	tr|A0A6I9LC54|A0A6I9LC54_PERMB
OG0016558	sp|Q8CC70|CF300_MOUSE	tr|A0A6I9LX58|A0A6I9LX58_PERMB
OG0016559	sp|Q8CE47|S49A3_MOUSE	tr|A0A6I9LWF9|A0A6I9LWF9_PERMB
OG0016560	sp|Q8CFY5|COX10_MOUSE	tr|A0A6I9L5Z3|A0A6I9L5Z3_PERMB
OG0016561	sp|Q8CGS6|DPOLQ_MOUSE	tr|A0A6J0D3M9|A0A6J0D3M9_PERMB
OG0016562	sp|Q8K382|DEN1A_MOUSE	tr|A0A6I9ME83|A0A6I9ME83_PERMB
OG0016563	sp|Q8R323|RFC3_MOUSE	tr|A0A6I9LRU7|A0A6I9LRU7_PERMB
OG0016564	sp|Q8VD00|SGMR2_MOUSE	tr|A0A6I9L5I5|A0A6I9L5I5_PERMB
OG0016565	sp|Q920C1|CRDL1_MOUSE	tr|A0A6I9KYR9|A0A6I9KYR9_PERMB
OG0016566	sp|Q922G0|S2536_MOUSE	tr|A0A6I9L1G8|A0A6I9L1G8_PERMB
OG0016567	sp|Q923W1|TGS1_MOUSE	tr|A0A6I9M9B3|A0A6I9M9B3_PERMB
OG0016568	sp|Q925B0|PAWR_MOUSE	tr|A0A6J0D0R4|A0A6J0D0R4_PERMB
OG0016569	sp|Q99KI0|ACON_MOUSE	tr|A0A6I9LC33|A0A6I9LC33_PERMB
OG0016570	sp|Q99P51|RASF3_MOUSE	tr|A0A6I9L5J4|A0A6I9L5J4_PERMB
OG0016571	sp|Q9CQ37|UBE2T_MOUSE	tr|A0A6I9LGK3|A0A6I9LGK3_PERMB
OG0016572	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A6J0ECU5|A0A6J0ECU5_PERMB
OG0016573	sp|Q9D1H6|NDUF4_MOUSE	tr|A0A6I9LIE2|A0A6I9LIE2_PERMB
OG0016574	sp|Q9D845|TEX9_MOUSE	tr|A0A6I9L690|A0A6I9L690_PERMB
OG0016575	sp|Q9EQH4|TAF8_MOUSE	tr|A0A6J0E934|A0A6J0E934_PERMB
OG0016576	sp|Q9ERM2|ICAM4_MOUSE	tr|A0A6J0DYF7|A0A6J0DYF7_PERMB
OG0016577	sp|Q9JIM5|YIPF7_MOUSE	tr|A0A6I9LI86|A0A6I9LI86_PERMB
OG0016578	sp|Q9JLJ2|AL9A1_MOUSE	tr|A0A6J0DQM0|A0A6J0DQM0_PERMB
OG0016579	sp|Q9JLL3|TNR19_MOUSE	tr|A0A6J0DYC7|A0A6J0DYC7_PERMB
OG0016580	sp|Q9JLN9|MTOR_MOUSE	tr|A0A6I9LD53|A0A6I9LD53_PERMB
OG0016581	sp|Q9JLV1|BAG3_MOUSE	tr|A0A6I9LD27|A0A6I9LD27_PERMB
OG0016582	sp|Q9WVB2|TLE2_MOUSE	tr|A0A6I9LFR2|A0A6I9LFR2_PERMB
OG0016583	sp|Q9Z2I2|FKB1B_MOUSE	tr|A0A6I9LCV7|A0A6I9LCV7_PERMB
OG0016584	tr|A0A338P719|A0A338P719_MOUSE	tr|A0A6J0DUC6|A0A6J0DUC6_PERMB
OG0016585	sp|A6BLY7|K1C28_MOUSE	tr|A0A6I9KVS2|A0A6I9KVS2_PERMB
OG0016586	sp|A6H666|COX8C_MOUSE	tr|A0A6I9M0C5|A0A6I9M0C5_PERMB
OG0016587	sp|B1AUC7|RHG36_MOUSE	tr|A0A6J0CTF2|A0A6J0CTF2_PERMB
OG0016588	tr|D3Z393|D3Z393_MOUSE	tr|A0A6J0DCN7|A0A6J0DCN7_PERMB
OG0016589	tr|E9Q598|E9Q598_MOUSE	tr|A0A6I9LHR3|A0A6I9LHR3_PERMB
OG0016590	sp|O08524|TECTB_MOUSE	tr|A0A6I9L8J1|A0A6I9L8J1_PERMB
OG0016591	sp|O35613|DAXX_MOUSE	tr|A0A6J0CRZ7|A0A6J0CRZ7_PERMB
OG0016592	sp|O70460|CCL19_MOUSE	tr|A0A6I9LWZ8|A0A6I9LWZ8_PERMB
OG0016593	sp|P08030|APT_MOUSE	tr|A0A6J0E1A6|A0A6J0E1A6_PERMB
OG0016594	sp|P16277|BLK_MOUSE	tr|A0A6J0CP89|A0A6J0CP89_PERMB
OG0016595	sp|P20918|PLMN_MOUSE	tr|A0A6I9LFJ8|A0A6I9LFJ8_PERMB
OG0016596	sp|P27656|LIPC_MOUSE	tr|A0A6J0DEH6|A0A6J0DEH6_PERMB
OG0016597	sp|P35700|PRDX1_MOUSE	tr|A0A6I9LXS7|A0A6I9LXS7_PERMB
OG0016598	sp|P41242|MATK_MOUSE	tr|A0A6I9LJI0|A0A6I9LJI0_PERMB
OG0016599	sp|P59997|KDM2A_MOUSE	tr|A0A6I9LQ77|A0A6I9LQ77_PERMB
OG0016600	sp|Q3TIR3|RIC8A_MOUSE	tr|A0A6I9LDF4|A0A6I9LDF4_PERMB
OG0016601	sp|Q3V0J4|ANR53_MOUSE	tr|A0A6I9LW62|A0A6I9LW62_PERMB
OG0016602	sp|Q5GH67|XKR4_MOUSE	tr|A0A6J0CGF9|A0A6J0CGF9_PERMB
OG0016603	sp|Q60605|MYL6_MOUSE	tr|A0A6I9LZ90|A0A6I9LZ90_PERMB
OG0016604	sp|Q61982|NOTC3_MOUSE	tr|A0A6I9M6P1|A0A6I9M6P1_PERMB
OG0016605	sp|Q64505|CP7A1_MOUSE	tr|A0A6I9M7Y5|A0A6I9M7Y5_PERMB
OG0016606	sp|Q64527|WNT8A_MOUSE	tr|A0A6I9LJ29|A0A6I9LJ29_PERMB
OG0016607	sp|Q69ZK0|PREX1_MOUSE	tr|A0A6J0CVM0|A0A6J0CVM0_PERMB
OG0016608	sp|Q6GV12|KDSR_MOUSE	tr|A0A6I9ME30|A0A6I9ME30_PERMB
OG0016609	sp|Q6P8X1|SNX6_MOUSE	tr|A0A6J0CT37|A0A6J0CT37_PERMB
OG0016610	sp|Q6PDK2|KMT2D_MOUSE	tr|A0A6J0D086|A0A6J0D086_PERMB
OG0016611	sp|Q6XBJ3|ONEC2_MOUSE	tr|A0A6J0E1M5|A0A6J0E1M5_PERMB
OG0016612	sp|Q78ZA7|NP1L4_MOUSE	tr|A0A6I9LDW4|A0A6I9LDW4_PERMB
OG0016613	sp|Q7TQN3|WFKN2_MOUSE	tr|A0A6I9L5W1|A0A6I9L5W1_PERMB
OG0016614	sp|Q80ZX8|SPAG1_MOUSE	tr|A0A6I9LFL4|A0A6I9LFL4_PERMB
OG0016615	sp|Q8BGD7|NPAS4_MOUSE	tr|A0A6J0DI74|A0A6J0DI74_PERMB
OG0016616	sp|Q8BH34|SEM3D_MOUSE	tr|A0A6J0E1R3|A0A6J0E1R3_PERMB
OG0016617	sp|Q8BHN5|RBM45_MOUSE	tr|A0A6I9KWQ8|A0A6I9KWQ8_PERMB
OG0016618	sp|Q8BMA6|SRP68_MOUSE	tr|A0A6I9ME13|A0A6I9ME13_PERMB
OG0016619	sp|Q8BML9|SYQ_MOUSE	tr|A0A6I9LJV6|A0A6I9LJV6_PERMB
OG0016620	sp|Q8BP01|VMAC_MOUSE	tr|A0A6I9LPU6|A0A6I9LPU6_PERMB
OG0016621	sp|Q8BZQ2|CRLD2_MOUSE	tr|A0A6I9LTM6|A0A6I9LTM6_PERMB
OG0016622	sp|Q8BZR9|NCBP3_MOUSE	tr|A0A6I9M8I6|A0A6I9M8I6_PERMB
OG0016623	sp|Q8C0T7|MFSD9_MOUSE	tr|A0A6I9LSK2|A0A6I9LSK2_PERMB
OG0016624	sp|Q8C6C7|F204A_MOUSE	tr|A0A6I9LK85|A0A6I9LK85_PERMB
OG0016625	sp|Q8CC84|LYSM4_MOUSE	tr|A0A6J0CQK5|A0A6J0CQK5_PERMB
OG0016626	sp|Q8CHR6|DPYD_MOUSE	tr|A0A6I9LIW8|A0A6I9LIW8_PERMB
OG0016627	sp|Q8CJ40|CROCC_MOUSE	tr|A0A6I9L9Y8|A0A6I9L9Y8_PERMB
OG0016628	sp|Q8K1D8|ENHO_MOUSE	tr|A0A6I9M1K6|A0A6I9M1K6_PERMB
OG0016629	sp|Q8K2A1|GULP1_MOUSE	tr|A0A6J0D142|A0A6J0D142_PERMB
OG0016630	sp|Q8R464|CADM4_MOUSE	tr|A0A6J0CKM1|A0A6J0CKM1_PERMB
OG0016631	sp|Q8VI16|B3GN9_MOUSE	tr|A0A6I9LYM8|A0A6I9LYM8_PERMB
OG0016632	sp|Q921R7|S35A5_MOUSE	tr|A0A6I9L3A2|A0A6I9L3A2_PERMB
OG0016633	sp|Q921Y4|MFSD5_MOUSE	tr|A0A6I9LDR2|A0A6I9LDR2_PERMB
OG0016634	sp|Q99N91|RM34_MOUSE	tr|A0A6I9MBK1|A0A6I9MBK1_PERMB
OG0016635	sp|Q9CQG2|MET16_MOUSE	tr|A0A6J0D9A4|A0A6J0D9A4_PERMB
OG0016636	sp|Q9CXM0|CHODL_MOUSE	tr|A0A6I9MBN4|A0A6I9MBN4_PERMB
OG0016637	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A6I9KTA3|A0A6I9KTA3_PERMB
OG0016638	sp|Q9CZH8|CCD77_MOUSE	tr|A0A6I9M3S0|A0A6I9M3S0_PERMB
OG0016639	tr|Q9D6S9|Q9D6S9_MOUSE	tr|A0A6I9M5U6|A0A6I9M5U6_PERMB
OG0016640	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A6I9MII3|A0A6I9MII3_PERMB
OG0016641	sp|Q9D9B7|PRR30_MOUSE	tr|A0A6I9M3I3|A0A6I9M3I3_PERMB
OG0016642	sp|Q9D9Z5|DDA1_MOUSE	tr|A0A6J0CP63|A0A6J0CP63_PERMB
OG0016643	sp|Q9EQU3|TLR9_MOUSE	tr|A0A6J0CKM4|A0A6J0CKM4_PERMB
OG0016644	sp|Q9JMB7|PIWL1_MOUSE	tr|A0A6I9KUM6|A0A6I9KUM6_PERMB
OG0016645	sp|Q9QXK9|SH22A_MOUSE	tr|A0A6I9LFQ9|A0A6I9LFQ9_PERMB
OG0016646	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A6I9ME25|A0A6I9ME25_PERMB
OG0016647	sp|Q9WU72|TN13B_MOUSE	tr|A0A6J0DK93|A0A6J0DK93_PERMB
OG0016648	sp|Q9WV84|NDKM_MOUSE	tr|A0A6I9LGM0|A0A6I9LGM0_PERMB
OG0016649	sp|Q9Z0E2|CHRD_MOUSE	tr|A0A6J0E3Q5|A0A6J0E3Q5_PERMB
OG0016650	sp|Q9Z262|CLD6_MOUSE	tr|A0A6J0CRF6|A0A6J0CRF6_PERMB
OG0016651	sp|A2AIP0|F166B_MOUSE	tr|A0A6I9M1M7|A0A6I9M1M7_PERMB
OG0016652	sp|D2J0Y4|CJ090_MOUSE	tr|A0A6J0DDD1|A0A6J0DDD1_PERMB
OG0016653	sp|E9PYI1|ZN568_MOUSE	tr|A0A6J0DLW9|A0A6J0DLW9_PERMB
OG0016654	tr|F6YK91|F6YK91_MOUSE	tr|A0A6I9M449|A0A6I9M449_PERMB
OG0016655	tr|G3XA20|G3XA20_MOUSE	tr|A0A6J0CPG9|A0A6J0CPG9_PERMB
OG0016656	sp|O35256|PR4A1_MOUSE	tr|A0A6I9M4C4|A0A6I9M4C4_PERMB
OG0016657	sp|O35495|CDK14_MOUSE	tr|A0A6I9M425|A0A6I9M425_PERMB
OG0016658	sp|O35625|AXIN1_MOUSE	tr|A0A6I9L7Z1|A0A6I9L7Z1_PERMB
OG0016659	sp|O35655|PPE1_MOUSE	tr|A0A6I9L5D1|A0A6I9L5D1_PERMB
OG0016660	sp|O55241|OREX_MOUSE	tr|A0A6I9M591|A0A6I9M591_PERMB
OG0016661	sp|O88507|CNTFR_MOUSE	tr|A0A6J0DYS6|A0A6J0DYS6_PERMB
OG0016662	sp|P05201|AATC_MOUSE	tr|A0A6I9M323|A0A6I9M323_PERMB
OG0016663	sp|P14142|GLUT4_MOUSE	tr|A0A6I9KYD8|A0A6I9KYD8_PERMB
OG0016664	sp|P23336|GGTA1_MOUSE	tr|A0A6J0CPN8|A0A6J0CPN8_PERMB
OG0016665	sp|P35459|LY6D_MOUSE	tr|A0A6I9LWH4|A0A6I9LWH4_PERMB
OG0016666	sp|P51661|DHI2_MOUSE	tr|A0A6I9M3B6|A0A6I9M3B6_PERMB
OG0016667	sp|P53811|PIPNB_MOUSE	tr|A0A6I9LHZ3|A0A6I9LHZ3_PERMB
OG0016668	sp|P58044|IDI1_MOUSE	tr|A0A6I9LPN7|A0A6I9LPN7_PERMB
OG0016669	sp|P70193|LRIG1_MOUSE	tr|A0A6I9L3P1|A0A6I9L3P1_PERMB
OG0016670	sp|P70445|4EBP2_MOUSE	tr|A0A6I9L7G5|A0A6I9L7G5_PERMB
OG0016671	sp|P97492|RGS14_MOUSE	tr|A0A6I9L4A7|A0A6I9L4A7_PERMB
OG0016672	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A6I9LZ93|A0A6I9LZ93_PERMB
