Orthogroup	Mus_musculus	Fukomys_damarensis
OG0011894	sp|Q9R0Q8|CLC4E_MOUSE	tr|A0A091CW82|A0A091CW82_FUKDA
OG0011895	tr|Q6P6L6|Q6P6L6_MOUSE	tr|A0A091D0C3|A0A091D0C3_FUKDA
OG0011896	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A091D146|A0A091D146_FUKDA
OG0011897	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A091D265|A0A091D265_FUKDA
OG0011898	sp|Q6PFD6|KI18B_MOUSE	tr|A0A091D4V4|A0A091D4V4_FUKDA
OG0011899	sp|O35298|AOAH_MOUSE	tr|A0A091D5N2|A0A091D5N2_FUKDA
OG0011900	sp|Q9QUM9|PSA6_MOUSE	tr|A0A091DAZ6|A0A091DAZ6_FUKDA
OG0011902	sp|P40694|SMBP2_MOUSE	tr|A0A091DDI0|A0A091DDI0_FUKDA
OG0011903	sp|Q80ZM3|ETKMT_MOUSE	tr|A0A091DHE5|A0A091DHE5_FUKDA
OG0011904	sp|Q8VHP9|ASB17_MOUSE	tr|A0A091DKE4|A0A091DKE4_FUKDA
OG0011905	sp|P50289|ASPX_MOUSE	tr|A0A091DM71|A0A091DM71_FUKDA
OG0011906	tr|Q3UN52|Q3UN52_MOUSE	tr|A0A091DMB9|A0A091DMB9_FUKDA
OG0011907	sp|Q8R2Z5|VWA1_MOUSE	tr|A0A091DMU1|A0A091DMU1_FUKDA
OG0011908	sp|Q9CQW1|YKT6_MOUSE	tr|A0A091DPQ4|A0A091DPQ4_FUKDA
OG0011909	sp|Q6PB44|PTN23_MOUSE	tr|A0A091DQB1|A0A091DQB1_FUKDA
OG0011910	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A091DQJ0|A0A091DQJ0_FUKDA
OG0011911	sp|Q9CR29|CCD43_MOUSE	tr|A0A091DR43|A0A091DR43_FUKDA
OG0011912	sp|Q1ERP8|CLM9_MOUSE	tr|A0A091DR56|A0A091DR56_FUKDA
OG0011913	sp|O88554|PARP2_MOUSE	tr|A0A091DRI2|A0A091DRI2_FUKDA
OG0011914	sp|Q8CIV3|LIPH_MOUSE	tr|A0A091DSH1|A0A091DSH1_FUKDA
OG0011915	sp|Q99L90|MCRS1_MOUSE	tr|A0A091DSK3|A0A091DSK3_FUKDA
OG0011916	sp|P48298|CCL11_MOUSE	tr|A0A091DT18|A0A091DT18_FUKDA
OG0011917	sp|B1ASB6|SPOC1_MOUSE	tr|A0A091DTK8|A0A091DTK8_FUKDA
OG0011918	sp|Q9D0L8|MCES_MOUSE	tr|A0A091DVS7|A0A091DVS7_FUKDA
OG0011919	sp|Q8BJS8|MTBP_MOUSE	tr|A0A091DVU6|A0A091DVU6_FUKDA
OG0011920	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A091DYB1|A0A091DYB1_FUKDA
OG0011921	sp|Q9D2A5|CR3L4_MOUSE	tr|A0A091DZ44|A0A091DZ44_FUKDA
OG0011922	sp|Q8CH36|S36A4_MOUSE	tr|A0A091E2F9|A0A091E2F9_FUKDA
OG0011923	sp|P11440|CDK1_MOUSE	tr|A0A091E378|A0A091E378_FUKDA
OG0011924	tr|B2RVL9|B2RVL9_MOUSE	tr|A0A091E4G3|A0A091E4G3_FUKDA
OG0011925	tr|A2A7F4|A2A7F4_MOUSE	tr|A0A091EB74|A0A091EB74_FUKDA
OG0011926	tr|A0A140LIR9|A0A140LIR9_MOUSE	tr|A0A091EE55|A0A091EE55_FUKDA
OG0011927	sp|O35177|CASL_MOUSE	tr|A0A091EEK2|A0A091EEK2_FUKDA
OG0011928	sp|P02104|HBE_MOUSE	tr|A0A091EKH2|A0A091EKH2_FUKDA
OG0011929	sp|Q9CQW5|LEG2_MOUSE	tr|A0A091EMA1|A0A091EMA1_FUKDA
OG0011930	sp|Q8BWY4|MBLC1_MOUSE	tr|A0A091EMK3|A0A091EMK3_FUKDA
OG0011931	sp|Q69Z38|PEAK1_MOUSE	tr|A0A091EQE8|A0A091EQE8_FUKDA
OG0011932	sp|Q3TDD9|PPR21_MOUSE	tr|A0A091CL28|A0A091CL28_FUKDA
OG0011933	sp|B1AY13|UBP24_MOUSE	tr|A0A091CPI7|A0A091CPI7_FUKDA
OG0011934	sp|Q921W4|QORL1_MOUSE	tr|A0A091CQZ3|A0A091CQZ3_FUKDA
OG0011935	sp|P62077|TIM8B_MOUSE	tr|A0A091CRD3|A0A091CRD3_FUKDA
OG0011936	sp|Q922H4|GMPPA_MOUSE	tr|A0A091CRY8|A0A091CRY8_FUKDA
OG0011937	sp|Q8BGF3|DAA10_MOUSE	tr|A0A091CS67|A0A091CS67_FUKDA
OG0011938	sp|Q8CIT0|CRF_MOUSE	tr|A0A091CS98|A0A091CS98_FUKDA
OG0011939	sp|Q9WV66|MARH7_MOUSE	tr|A0A091CV66|A0A091CV66_FUKDA
OG0011940	sp|Q5NC32|MOT11_MOUSE	tr|A0A091CXD2|A0A091CXD2_FUKDA
OG0011941	sp|Q3TZ87|MARH9_MOUSE	tr|A0A091CXK1|A0A091CXK1_FUKDA
OG0011942	sp|Q9Z1P5|CD320_MOUSE	tr|A0A091CYK2|A0A091CYK2_FUKDA
OG0011943	sp|Q9CQ22|LTOR1_MOUSE	tr|A0A091D0H2|A0A091D0H2_FUKDA
OG0011944	sp|P63040|CPLX1_MOUSE	tr|A0A091D0S6|A0A091D0S6_FUKDA
OG0011945	sp|Q8BLQ9|CADM2_MOUSE	tr|A0A091D0Z3|A0A091D0Z3_FUKDA
OG0011946	sp|P97504|BMX_MOUSE	tr|A0A091D1G7|A0A091D1G7_FUKDA
OG0011947	sp|P51879|ONCO_MOUSE	tr|A0A091D2U7|A0A091D2U7_FUKDA
OG0011948	sp|Q8C208|IKZF4_MOUSE	tr|A0A091D315|A0A091D315_FUKDA
OG0011949	tr|A1E5L0|A1E5L0_MOUSE	tr|A0A091D5L3|A0A091D5L3_FUKDA
OG0011950	tr|E9Q295|E9Q295_MOUSE	tr|A0A091D683|A0A091D683_FUKDA
OG0011951	sp|Q5DU41|LRC8B_MOUSE	tr|A0A091D7B2|A0A091D7B2_FUKDA
OG0011952	sp|Q99PR8|HSPB2_MOUSE	tr|A0A091DD80|A0A091DD80_FUKDA
OG0011953	sp|O70493|SNX12_MOUSE	tr|A0A091DGP5|A0A091DGP5_FUKDA
OG0011954	sp|Q9QXW0|FBXL6_MOUSE	tr|A0A091DJD9|A0A091DJD9_FUKDA
OG0011955	sp|Q80VD1|FA98B_MOUSE	tr|A0A091DLA8|A0A091DLA8_FUKDA
OG0011956	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A091DLN0|A0A091DLN0_FUKDA
OG0011957	sp|P58308|OX2R_MOUSE	tr|A0A091DLZ8|A0A091DLZ8_FUKDA
OG0011958	sp|Q8BHX3|BOREA_MOUSE	tr|A0A091DQE4|A0A091DQE4_FUKDA
OG0011959	sp|Q8BX57|PXK_MOUSE	tr|A0A091DR17|A0A091DR17_FUKDA
OG0011960	sp|Q8BM54|MYLIP_MOUSE	tr|A0A091DRV3|A0A091DRV3_FUKDA
OG0011961	sp|Q80U16|RIPR2_MOUSE	tr|A0A091DRY3|A0A091DRY3_FUKDA
OG0011962	tr|A0A571BF58|A0A571BF58_MOUSE	tr|A0A091DSZ8|A0A091DSZ8_FUKDA
OG0011963	sp|Q99J39|DCMC_MOUSE	tr|A0A091DUH8|A0A091DUH8_FUKDA
OG0011964	sp|Q8BIW9|CTF18_MOUSE	tr|A0A091DUL5|A0A091DUL5_FUKDA
OG0011965	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A091DYK9|A0A091DYK9_FUKDA
OG0011966	sp|Q91XL9|OSBL1_MOUSE	tr|A0A091DYS3|A0A091DYS3_FUKDA
OG0011967	sp|O55187|CBX4_MOUSE	tr|A0A091DZG5|A0A091DZG5_FUKDA
OG0011968	sp|Q9JK37|MYOZ1_MOUSE	tr|A0A091E0X0|A0A091E0X0_FUKDA
OG0011969	sp|Q9DD18|DTD1_MOUSE	tr|A0A091E1U6|A0A091E1U6_FUKDA
OG0011970	sp|P55264|ADK_MOUSE	tr|A0A091E2S4|A0A091E2S4_FUKDA
OG0011971	sp|Q8VDR7|TGDS_MOUSE	tr|A0A091E3B2|A0A091E3B2_FUKDA
OG0011972	sp|Q8K299|SCAR5_MOUSE	tr|A0A091E646|A0A091E646_FUKDA
OG0011973	sp|Q8K2L8|TPC12_MOUSE	tr|A0A091E7X7|A0A091E7X7_FUKDA
OG0011974	tr|F6YK91|F6YK91_MOUSE	tr|A0A091E993|A0A091E993_FUKDA
OG0011975	sp|Q8CGN5|PLIN1_MOUSE	tr|A0A091EGP2|A0A091EGP2_FUKDA
OG0011976	sp|Q8CCF0|PRP31_MOUSE	tr|A0A091ELN5|A0A091ELN5_FUKDA
OG0011977	sp|P70354|MSX3_MOUSE	tr|A0A091ER69|A0A091ER69_FUKDA
OG0011978	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A091CL41|A0A091CL41_FUKDA
OG0011979	sp|Q61743|KCJ11_MOUSE	tr|A0A091CMJ7|A0A091CMJ7_FUKDA
OG0011980	sp|Q5PT53|NTCP7_MOUSE	tr|A0A091CNN2|A0A091CNN2_FUKDA
OG0011981	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A091CNN3|A0A091CNN3_FUKDA
OG0011982	sp|Q3TZA2|CDKL4_MOUSE	tr|A0A091CUR7|A0A091CUR7_FUKDA
OG0011983	sp|Q61739|ITA6_MOUSE	tr|A0A091CWF1|A0A091CWF1_FUKDA
OG0011984	tr|A0A1Y7VMD6|A0A1Y7VMD6_MOUSE	tr|A0A091CWY9|A0A091CWY9_FUKDA
OG0011985	sp|Q9D6N1|CAH13_MOUSE	tr|A0A091CX02|A0A091CX02_FUKDA
OG0011986	sp|Q9CQ04|OGFD2_MOUSE	tr|A0A091CXR8|A0A091CXR8_FUKDA
OG0011987	sp|Q8R4H7|NAGS_MOUSE	tr|A0A091CZL8|A0A091CZL8_FUKDA
OG0011988	sp|Q8BV84|PRR9_MOUSE	tr|A0A091D3Q5|A0A091D3Q5_FUKDA
OG0011989	sp|Q3UME2|TM241_MOUSE	tr|A0A091D4W3|A0A091D4W3_FUKDA
OG0011990	sp|Q60765|ATF3_MOUSE	tr|A0A091D589|A0A091D589_FUKDA
OG0011991	sp|Q571I9|A16A1_MOUSE	tr|A0A091D5B8|A0A091D5B8_FUKDA
OG0011992	sp|Q61609|S20A1_MOUSE	tr|A0A091D6P8|A0A091D6P8_FUKDA
OG0011993	sp|Q8BP56|PGGHG_MOUSE	tr|A0A091D7B0|A0A091D7B0_FUKDA
OG0011994	sp|P09690|ACHB_MOUSE	tr|A0A091D7L7|A0A091D7L7_FUKDA
OG0011995	sp|Q9DBS1|TMM43_MOUSE	tr|A0A091D8N0|A0A091D8N0_FUKDA
OG0011996	sp|Q9QYG0|NDRG2_MOUSE	tr|A0A091D914|A0A091D914_FUKDA
OG0011997	sp|Q64249|NR6A1_MOUSE	tr|A0A091D9C5|A0A091D9C5_FUKDA
OG0011998	tr|D3YYY8|D3YYY8_MOUSE	tr|A0A091DBN1|A0A091DBN1_FUKDA
OG0011999	sp|Q99LJ6|GPX7_MOUSE	tr|A0A091DDN8|A0A091DDN8_FUKDA
OG0012000	sp|Q9QZ09|PHTF1_MOUSE	tr|A0A091DDY0|A0A091DDY0_FUKDA
OG0012001	sp|Q8BGI5|PEX26_MOUSE	tr|A0A091DEK6|A0A091DEK6_FUKDA
OG0012002	sp|A2AJX4|MALR1_MOUSE	tr|A0A091DFT5|A0A091DFT5_FUKDA
OG0012003	sp|Q9ET77|JPH3_MOUSE	tr|A0A091DI91|A0A091DI91_FUKDA
OG0012004	sp|P22907|HEM3_MOUSE	tr|A0A091DKQ2|A0A091DKQ2_FUKDA
OG0012005	sp|Q09143|CTR1_MOUSE	tr|A0A091DMI3|A0A091DMI3_FUKDA
OG0012006	sp|P35564|CALX_MOUSE	tr|A0A091DMP5|A0A091DMP5_FUKDA
OG0012007	sp|Q9DBX6|CP2S1_MOUSE	tr|A0A091DNG0|A0A091DNG0_FUKDA
OG0012008	sp|Q9CQE3|RT17_MOUSE	tr|A0A091DS30|A0A091DS30_FUKDA
OG0012009	sp|P97304|RPAC2_MOUSE	tr|A0A091DS93|A0A091DS93_FUKDA
OG0012010	sp|Q9JJN1|FGF21_MOUSE	tr|A0A091DTY5|A0A091DTY5_FUKDA
OG0012011	sp|Q8VCZ8|RUSD1_MOUSE	tr|A0A091DWF4|A0A091DWF4_FUKDA
OG0012012	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A091E148|A0A091E148_FUKDA
OG0012013	sp|Q9WUB4|DCTN6_MOUSE	tr|A0A091E1G1|A0A091E1G1_FUKDA
OG0012014	sp|Q9CQT6|CJ082_MOUSE	tr|A0A091E1K3|A0A091E1K3_FUKDA
OG0012015	sp|O88799|ZAN_MOUSE	tr|A0A091E2D4|A0A091E2D4_FUKDA
OG0012016	sp|Q9JLS0|HLPDA_MOUSE	tr|A0A091E2N4|A0A091E2N4_FUKDA
OG0012017	sp|Q8BN82|S17A5_MOUSE	tr|A0A091E3R0|A0A091E3R0_FUKDA
OG0012018	sp|Q9QZQ1|AFAD_MOUSE	tr|A0A091E3W9|A0A091E3W9_FUKDA
OG0012019	sp|Q9D6U8|F162A_MOUSE	tr|A0A091E4M2|A0A091E4M2_FUKDA
OG0012020	sp|Q8BL99|DOP1_MOUSE	tr|A0A091E5M4|A0A091E5M4_FUKDA
OG0012021	sp|Q9ES82|POPD2_MOUSE	tr|A0A091E6K7|A0A091E6K7_FUKDA
OG0012022	sp|Q69ZQ2|ISY1_MOUSE	tr|A0A091E706|A0A091E706_FUKDA
OG0012023	sp|P48302|EDNRB_MOUSE	tr|A0A091EF87|A0A091EF87_FUKDA
OG0012024	sp|Q9DBR2|FA13C_MOUSE	tr|A0A091ENC7|A0A091ENC7_FUKDA
OG0012025	sp|Q8R3Q0|SARAF_MOUSE	tr|A0A091ER24|A0A091ER24_FUKDA
OG0012026	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A091CJU3|A0A091CJU3_FUKDA
OG0012027	sp|Q8BZ60|STON2_MOUSE	tr|A0A091CKN0|A0A091CKN0_FUKDA
OG0012028	sp|Q8CE46|PUS7L_MOUSE	tr|A0A091CMH7|A0A091CMH7_FUKDA
OG0012029	sp|Q9Z100|CPXM1_MOUSE	tr|A0A091CQV0|A0A091CQV0_FUKDA
OG0012030	sp|Q60988|STIL_MOUSE	tr|A0A091CRP5|A0A091CRP5_FUKDA
OG0012031	sp|Q8K4Z0|LGI2_MOUSE	tr|A0A091CTG4|A0A091CTG4_FUKDA
OG0012032	sp|Q9Z260|CLD8_MOUSE	tr|A0A091CV56|A0A091CV56_FUKDA
OG0012033	sp|P34902|IL2RG_MOUSE	tr|A0A091CV82|A0A091CV82_FUKDA
OG0012034	sp|Q9JHU4|DYHC1_MOUSE	tr|A0A091CVX0|A0A091CVX0_FUKDA
OG0012035	sp|Q8R0M8|MOT5_MOUSE	tr|A0A091CW55|A0A091CW55_FUKDA
OG0012036	sp|Q66PY1|SCUB3_MOUSE	tr|A0A091CY14|A0A091CY14_FUKDA
OG0012037	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A091CYE9|A0A091CYE9_FUKDA
OG0012038	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A091CYS4|A0A091CYS4_FUKDA
OG0012039	sp|Q9EQ28|DPOD3_MOUSE	tr|A0A091CZ65|A0A091CZ65_FUKDA
OG0012040	sp|Q3UDK1|TRAD1_MOUSE	tr|A0A091CZ94|A0A091CZ94_FUKDA
OG0012041	sp|Q9CTH6|FCF1_MOUSE	tr|A0A091CZX0|A0A091CZX0_FUKDA
OG0012042	sp|Q9JMH9|MY18A_MOUSE	tr|A0A091D0E4|A0A091D0E4_FUKDA
OG0012043	tr|D3Z3Y1|D3Z3Y1_MOUSE	tr|A0A091D0S0|A0A091D0S0_FUKDA
OG0012044	tr|Q8VGJ1|Q8VGJ1_MOUSE	tr|A0A091D0S9|A0A091D0S9_FUKDA
OG0012045	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A091D1W2|A0A091D1W2_FUKDA
OG0012046	sp|P85442|VGLL3_MOUSE	tr|A0A091D1X9|A0A091D1X9_FUKDA
OG0012047	sp|P54818|GALC_MOUSE	tr|A0A091D5Z8|A0A091D5Z8_FUKDA
OG0012048	sp|Q9QX96|SALL2_MOUSE	tr|A0A091D621|A0A091D621_FUKDA
OG0012049	sp|Q8BLR5|PSD4_MOUSE	tr|A0A091D6P1|A0A091D6P1_FUKDA
OG0012050	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A091D6V8|A0A091D6V8_FUKDA
OG0012051	sp|Q61458|CCNH_MOUSE	tr|A0A091D9Q1|A0A091D9Q1_FUKDA
OG0012052	sp|Q8BZX4|SREK1_MOUSE	tr|A0A091DBA6|A0A091DBA6_FUKDA
OG0012053	sp|P35347|CRFR1_MOUSE	tr|A0A091DBQ8|A0A091DBQ8_FUKDA
OG0012054	sp|A2ASS6|TITIN_MOUSE	tr|A0A091DBV8|A0A091DBV8_FUKDA
OG0012055	sp|Q9CRB3|HIUH_MOUSE	tr|A0A091DEM6|A0A091DEM6_FUKDA
OG0012056	sp|Q8CBH7|MARHB_MOUSE	tr|A0A091DIC2|A0A091DIC2_FUKDA
OG0012057	sp|Q8CIM3|D2HDH_MOUSE	tr|A0A091DIE3|A0A091DIE3_FUKDA
OG0012058	sp|Q6PDF3|SVOPL_MOUSE	tr|A0A091DIP5|A0A091DIP5_FUKDA
OG0012059	sp|P70325|TBX4_MOUSE	tr|A0A091DJ77|A0A091DJ77_FUKDA
OG0012060	sp|Q58Y75|AGRF3_MOUSE	tr|A0A091DKN5|A0A091DKN5_FUKDA
OG0012061	sp|P97468|CML1_MOUSE	tr|A0A091DLS9|A0A091DLS9_FUKDA
OG0012062	sp|Q9JJB9|TM183_MOUSE	tr|A0A091DNK8|A0A091DNK8_FUKDA
OG0012063	sp|A3KGV1|ODFP2_MOUSE	tr|A0A091DNN6|A0A091DNN6_FUKDA
OG0012064	sp|O89032|SPD2A_MOUSE	tr|A0A091DPF1|A0A091DPF1_FUKDA
OG0012065	sp|Q6NVF9|CPSF6_MOUSE	tr|A0A091DPM9|A0A091DPM9_FUKDA
OG0012066	sp|Q99JI6|RAP1B_MOUSE	tr|A0A091DPN2|A0A091DPN2_FUKDA
OG0012067	sp|Q3TUF7|YETS2_MOUSE	tr|A0A091DQA0|A0A091DQA0_FUKDA
OG0012068	sp|Q9D8C2|TSN13_MOUSE	tr|A0A091DQL2|A0A091DQL2_FUKDA
OG0012069	sp|Q923Q2|STA13_MOUSE	tr|A0A091DQL3|A0A091DQL3_FUKDA
OG0012070	sp|Q499E4|DZI1L_MOUSE	tr|A0A091DQL5|A0A091DQL5_FUKDA
OG0012071	sp|E9Q6E9|SIMC1_MOUSE	tr|A0A091DSN9|A0A091DSN9_FUKDA
OG0012072	sp|Q9D7Z7|LYPD5_MOUSE	tr|A0A091DTL5|A0A091DTL5_FUKDA
OG0012073	sp|O88513|GEMI_MOUSE	tr|A0A091DTP7|A0A091DTP7_FUKDA
OG0012074	sp|Q80XL7|MPPE1_MOUSE	tr|A0A091DVU0|A0A091DVU0_FUKDA
OG0012075	sp|Q6NWW5|KIF24_MOUSE	tr|A0A091DXZ6|A0A091DXZ6_FUKDA
OG0012076	sp|Q60571|CRHBP_MOUSE	tr|A0A091DY80|A0A091DY80_FUKDA
OG0012077	sp|Q8BXJ2|TREF1_MOUSE	tr|A0A091DYL5|A0A091DYL5_FUKDA
OG0012078	sp|O54798|BRS3_MOUSE	tr|A0A091DYU6|A0A091DYU6_FUKDA
OG0012079	sp|Q80UG5|SEPT9_MOUSE	tr|A0A091DYX1|A0A091DYX1_FUKDA
OG0012080	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A091E0C4|A0A091E0C4_FUKDA
OG0012081	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A091E2B8|A0A091E2B8_FUKDA
OG0012082	sp|Q504N2|S22AF_MOUSE	tr|A0A091E5G4|A0A091E5G4_FUKDA
OG0012083	sp|O35347|DGCR6_MOUSE	tr|A0A091EHA0|A0A091EHA0_FUKDA
OG0012084	sp|P97333|NRP1_MOUSE	tr|A0A091CM20|A0A091CM20_FUKDA
OG0012085	sp|Q6X632|GPR75_MOUSE	tr|A0A091CM39|A0A091CM39_FUKDA
OG0012086	sp|Q6PDG8|MON1A_MOUSE	tr|A0A091CMC2|A0A091CMC2_FUKDA
OG0012087	sp|Q80VP2|SPAT7_MOUSE	tr|A0A091CMM4|A0A091CMM4_FUKDA
OG0012088	sp|Q9R2B6|SIA7D_MOUSE	tr|A0A091CNC3|A0A091CNC3_FUKDA
OG0012089	sp|Q80U23|SNPH_MOUSE	tr|A0A091CNZ7|A0A091CNZ7_FUKDA
OG0012090	sp|Q9D1C3|PREY_MOUSE	tr|A0A091CP82|A0A091CP82_FUKDA
OG0012091	sp|Q3UL97|MCAF2_MOUSE	tr|A0A091CPJ8|A0A091CPJ8_FUKDA
OG0012092	sp|Q8BHD1|POC1B_MOUSE	tr|A0A091CQH4|A0A091CQH4_FUKDA
OG0012093	sp|O35144|TERF2_MOUSE	tr|A0A091CQQ0|A0A091CQQ0_FUKDA
OG0012094	sp|Q7TQP3|GP119_MOUSE	tr|A0A091CRQ9|A0A091CRQ9_FUKDA
OG0012095	sp|Q9WUF2|EGR4_MOUSE	tr|A0A091CT44|A0A091CT44_FUKDA
OG0012096	sp|O89090|SP1_MOUSE	tr|A0A091CUH0|A0A091CUH0_FUKDA
OG0012097	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A091CW74|A0A091CW74_FUKDA
OG0012098	sp|O89026|ROBO1_MOUSE	tr|A0A091CWQ0|A0A091CWQ0_FUKDA
OG0012099	sp|Q9Z2A9|GGT5_MOUSE	tr|A0A091CZQ4|A0A091CZQ4_FUKDA
OG0012100	tr|E9PW83|E9PW83_MOUSE	tr|A0A091D0D5|A0A091D0D5_FUKDA
OG0012101	sp|Q0P523|CIB3_MOUSE	tr|A0A091D120|A0A091D120_FUKDA
OG0012102	sp|Q61423|KCNA4_MOUSE	tr|A0A091D2U8|A0A091D2U8_FUKDA
OG0012103	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A091D400|A0A091D400_FUKDA
OG0012104	sp|Q9Z0M1|KLK4_MOUSE	tr|A0A091D6R1|A0A091D6R1_FUKDA
OG0012105	sp|Q62445|SP4_MOUSE	tr|A0A091D724|A0A091D724_FUKDA
OG0012106	sp|Q9JJC9|HERP2_MOUSE	tr|A0A091D7A5|A0A091D7A5_FUKDA
OG0012107	sp|Q3TCT4|ENTP7_MOUSE	tr|A0A091D7X7|A0A091D7X7_FUKDA
OG0012108	sp|Q8K4Q8|COL12_MOUSE	tr|A0A091DA35|A0A091DA35_FUKDA
OG0012109	sp|Q8C206|GP157_MOUSE	tr|A0A091DAX4|A0A091DAX4_FUKDA
OG0012110	sp|Q99KK7|DPP3_MOUSE	tr|A0A091DD02|A0A091DD02_FUKDA
OG0012111	sp|Q8BV13|CSN7B_MOUSE	tr|A0A091DD64|A0A091DD64_FUKDA
OG0012112	sp|Q6PG04|CCD82_MOUSE	tr|A0A091DG42|A0A091DG42_FUKDA
OG0012113	sp|Q80UW2|FBX2_MOUSE	tr|A0A091DHJ5|A0A091DHJ5_FUKDA
OG0012114	tr|E9Q6R1|E9Q6R1_MOUSE	tr|A0A091DIV7|A0A091DIV7_FUKDA
OG0012115	sp|Q9JKV2|CILK1_MOUSE	tr|A0A091DJ13|A0A091DJ13_FUKDA
OG0012116	sp|Q7TNK1|RFX4_MOUSE	tr|A0A091DJ28|A0A091DJ28_FUKDA
OG0012117	tr|S4R299|S4R299_MOUSE	tr|A0A091DJP9|A0A091DJP9_FUKDA
OG0012118	tr|Q7TRW1|Q7TRW1_MOUSE	tr|A0A091DNL3|A0A091DNL3_FUKDA
OG0012119	sp|Q8K120|NFAC4_MOUSE	tr|A0A091DNN4|A0A091DNN4_FUKDA
OG0012120	sp|Q05793|PGBM_MOUSE	tr|A0A091DQL9|A0A091DQL9_FUKDA
OG0012121	sp|Q9CPY7|AMPL_MOUSE	tr|A0A091DSN3|A0A091DSN3_FUKDA
OG0012122	sp|Q9DCC8|TOM20_MOUSE	tr|A0A091DUV4|A0A091DUV4_FUKDA
OG0012123	sp|Q9WVG5|LIPE_MOUSE	tr|A0A091DVR9|A0A091DVR9_FUKDA
OG0012124	sp|Q8BGA9|OXA1L_MOUSE	tr|A0A091DXG2|A0A091DXG2_FUKDA
OG0012125	sp|Q3V125|CC110_MOUSE	tr|A0A091DXW1|A0A091DXW1_FUKDA
OG0012126	sp|Q8R5H6|WASF1_MOUSE	tr|A0A091E0Q8|A0A091E0Q8_FUKDA
OG0012127	sp|Q99P31|HPBP1_MOUSE	tr|A0A091E1A5|A0A091E1A5_FUKDA
OG0012128	sp|Q9DCN1|NUD12_MOUSE	tr|A0A091E2F5|A0A091E2F5_FUKDA
OG0012129	tr|Q8BHX0|Q8BHX0_MOUSE	tr|A0A091E3H3|A0A091E3H3_FUKDA
OG0012130	sp|Q8BQ86|CHST8_MOUSE	tr|A0A091E4J8|A0A091E4J8_FUKDA
OG0012131	sp|Q921G8|GCP2_MOUSE	tr|A0A091E667|A0A091E667_FUKDA
OG0012132	sp|E9PVX6|KI67_MOUSE	tr|A0A091E682|A0A091E682_FUKDA
OG0012133	sp|P40338|VHL_MOUSE	tr|A0A091E6Y5|A0A091E6Y5_FUKDA
OG0012134	sp|P23780|BGAL_MOUSE	tr|A0A091E718|A0A091E718_FUKDA
OG0012135	sp|Q91VN2|CK071_MOUSE	tr|A0A091E7J3|A0A091E7J3_FUKDA
OG0012136	sp|Q30KN8|DFB25_MOUSE	tr|A0A091E8K3|A0A091E8K3_FUKDA
OG0012137	tr|F8VQ18|F8VQ18_MOUSE	tr|A0A091EKD9|A0A091EKD9_FUKDA
OG0012138	sp|Q8BZ05|ARAP2_MOUSE	tr|A0A091CQ45|A0A091CQ45_FUKDA
OG0012139	sp|Q9D1A0|PXL2C_MOUSE	tr|A0A091CS86|A0A091CS86_FUKDA
OG0012140	sp|Q8CDG3|VCIP1_MOUSE	tr|A0A091CSA0|A0A091CSA0_FUKDA
OG0012141	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A091CSB7|A0A091CSB7_FUKDA
OG0012142	sp|Q9QZ08|NAGK_MOUSE	tr|A0A091CT56|A0A091CT56_FUKDA
OG0012143	sp|Q8BH02|TOR4A_MOUSE	tr|A0A091CTZ8|A0A091CTZ8_FUKDA
OG0012144	sp|Q9D757|DAPL1_MOUSE	tr|A0A091CV62|A0A091CV62_FUKDA
OG0012145	sp|P29594|CASP2_MOUSE	tr|A0A091CVH5|A0A091CVH5_FUKDA
OG0012146	sp|Q99N28|CADM3_MOUSE	tr|A0A091CVU8|A0A091CVU8_FUKDA
OG0012147	tr|E9Q1M1|E9Q1M1_MOUSE	tr|A0A091CXV5|A0A091CXV5_FUKDA
OG0012148	sp|Q8BRV5|K1671_MOUSE	tr|A0A091D0B0|A0A091D0B0_FUKDA
OG0012150	tr|E9Q3D4|E9Q3D4_MOUSE	tr|A0A091D2D4|A0A091D2D4_FUKDA
OG0012151	sp|P10749|IL1B_MOUSE	tr|A0A091D3R2|A0A091D3R2_FUKDA
OG0012152	sp|E9Q612|PTPRO_MOUSE	tr|A0A091D580|A0A091D580_FUKDA
OG0012153	sp|Q80W68|KIRR1_MOUSE	tr|A0A091D6M1|A0A091D6M1_FUKDA
