Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0011908	sp|Q8BWA8|ARHGJ_MOUSE	tr|I3N6R5|I3N6R5_ICTTR
OG0011909	sp|P97499|TEP1_MOUSE	tr|I3N8X5|I3N8X5_ICTTR
OG0011910	sp|Q8BYH0|DRGX_MOUSE	tr|I3N9P5|I3N9P5_ICTTR
OG0011911	sp|P04184|KITH_MOUSE	tr|I3NBX8|I3NBX8_ICTTR
OG0011912	sp|Q8BMG7|RBGPR_MOUSE	tr|I3NCP1|I3NCP1_ICTTR
OG0011913	sp|Q924H9|DQX1_MOUSE	tr|I3NCW0|I3NCW0_ICTTR
OG0011914	sp|Q00196|PO2F2_MOUSE	tr|I3NDN1|I3NDN1_ICTTR
OG0011915	sp|Q8K3K7|PLCB_MOUSE	tr|I3NEX4|I3NEX4_ICTTR
OG0011916	sp|Q80Y56|RBNS5_MOUSE	tr|I3NFJ3|I3NFJ3_ICTTR
OG0011917	sp|Q61735|CD47_MOUSE	tr|I3NFP1|I3NFP1_ICTTR
OG0011918	sp|Q9JLZ3|AUHM_MOUSE	tr|A0A287CSU6|A0A287CSU6_ICTTR
OG0011919	sp|P49769|PSN1_MOUSE	tr|A0A287CTD7|A0A287CTD7_ICTTR
OG0011920	sp|Q91YE7|RBM5_MOUSE	tr|A0A287CUL1|A0A287CUL1_ICTTR
OG0011921	sp|Q5SQY2|BOD1_MOUSE	tr|A0A287CUP4|A0A287CUP4_ICTTR
OG0011922	sp|Q9DAZ9|ANCHR_MOUSE	tr|A0A287CXF9|A0A287CXF9_ICTTR
OG0011923	sp|Q8BJ51|MFS11_MOUSE	tr|A0A287CZY3|A0A287CZY3_ICTTR
OG0011924	sp|Q9R210|TFEB_MOUSE	tr|A0A287D1E0|A0A287D1E0_ICTTR
OG0011925	sp|Q8R349|CDC16_MOUSE	tr|A0A287D2H7|A0A287D2H7_ICTTR
OG0011926	sp|P10168|IL7_MOUSE	tr|A0A287DAT8|A0A287DAT8_ICTTR
OG0011927	sp|Q8K4Z0|LGI2_MOUSE	tr|A0A287DE64|A0A287DE64_ICTTR
OG0011928	sp|Q8BXJ2|TREF1_MOUSE	tr|A0A287DEP0|A0A287DEP0_ICTTR
OG0011929	sp|Q8R0A6|VTM2A_MOUSE	tr|A0A287DGF1|A0A287DGF1_ICTTR
OG0011930	sp|Q9JJT0|RCL1_MOUSE	tr|I3LVU8|I3LVU8_ICTTR
OG0011931	sp|Q8BUM9|UBP43_MOUSE	tr|I3LW09|I3LW09_ICTTR
OG0011932	sp|Q91ZJ5|UGPA_MOUSE	tr|I3LXC4|I3LXC4_ICTTR
OG0011933	sp|Q3UXZ9|KDM5A_MOUSE	tr|I3LXL8|I3LXL8_ICTTR
OG0011934	sp|P63216|GBG3_MOUSE	tr|I3LXV3|I3LXV3_ICTTR
OG0011935	sp|Q05A56|HYAL4_MOUSE	tr|I3M0Q2|I3M0Q2_ICTTR
OG0011936	sp|O54890|ITB3_MOUSE	tr|I3M175|I3M175_ICTTR
OG0011937	sp|Q3UKC1|TAXB1_MOUSE	tr|I3M1L4|I3M1L4_ICTTR
OG0011938	sp|Q769J6|ATS13_MOUSE	tr|I3M2Z4|I3M2Z4_ICTTR
OG0011939	sp|Q60614|AA2BR_MOUSE	tr|I3M3U5|I3M3U5_ICTTR
OG0011940	sp|Q3TX51|LRC28_MOUSE	tr|I3M456|I3M456_ICTTR
OG0011941	sp|Q3U319|BRE1B_MOUSE	tr|I3M4Z2|I3M4Z2_ICTTR
OG0011942	sp|Q8CIT0|CRF_MOUSE	tr|I3M5J1|I3M5J1_ICTTR
OG0011943	sp|Q99LC5|ETFA_MOUSE	tr|I3M708|I3M708_ICTTR
OG0011944	sp|P50636|RN19A_MOUSE	tr|I3M7E1|I3M7E1_ICTTR
OG0011945	sp|P63276|RS17_MOUSE	tr|I3M7L1|I3M7L1_ICTTR
OG0011946	sp|Q69ZF7|CNNM4_MOUSE	tr|I3M850|I3M850_ICTTR
OG0011947	sp|Q91WB4|PKHF2_MOUSE	tr|I3MAC4|I3MAC4_ICTTR
OG0011948	sp|Q8K158|CNPD1_MOUSE	tr|I3MDG7|I3MDG7_ICTTR
OG0011949	sp|P32883|RASK_MOUSE	tr|I3MDQ1|I3MDQ1_ICTTR
OG0011950	sp|Q80V42|CBPM_MOUSE	tr|I3MGQ1|I3MGQ1_ICTTR
OG0011951	sp|Q8R1E7|TM234_MOUSE	tr|I3MIH5|I3MIH5_ICTTR
OG0011952	sp|Q9CXS4|CENPV_MOUSE	tr|I3MIR9|I3MIR9_ICTTR
OG0011953	sp|Q9CXD9|LRC17_MOUSE	tr|I3MN27|I3MN27_ICTTR
OG0011954	sp|Q9DCI3|STR3N_MOUSE	tr|I3MNI2|I3MNI2_ICTTR
OG0011955	sp|P60041|SMS_MOUSE	tr|I3MP38|I3MP38_ICTTR
OG0011956	sp|B1AQJ2|UBP36_MOUSE	tr|I3MQW2|I3MQW2_ICTTR
OG0011957	sp|Q69ZR9|TASOR_MOUSE	tr|I3MSU0|I3MSU0_ICTTR
OG0011958	sp|Q91WG2|RABE2_MOUSE	tr|I3MTU8|I3MTU8_ICTTR
OG0011959	sp|O35488|S27A2_MOUSE	tr|I3MTY1|I3MTY1_ICTTR
OG0011960	sp|Q8VII3|CST14_MOUSE	tr|I3MUC3|I3MUC3_ICTTR
OG0011961	sp|Q91X60|ACHA2_MOUSE	tr|I3MUX9|I3MUX9_ICTTR
OG0011962	sp|P42228|STAT4_MOUSE	tr|I3MVW9|I3MVW9_ICTTR
OG0011963	sp|Q8VE09|TT39C_MOUSE	tr|I3MW64|I3MW64_ICTTR
OG0011964	tr|Q8VGX6|Q8VGX6_MOUSE	tr|I3MWN2|I3MWN2_ICTTR
OG0011965	sp|Q5SPW0|VPS54_MOUSE	tr|I3MWS5|I3MWS5_ICTTR
OG0011966	sp|A6H687|SAC31_MOUSE	tr|I3MXI0|I3MXI0_ICTTR
OG0011967	sp|Q9CPU4|MGST3_MOUSE	tr|I3MYF1|I3MYF1_ICTTR
OG0011968	sp|Q149C2|MIPT3_MOUSE	tr|I3MYW8|I3MYW8_ICTTR
OG0011969	sp|Q80Y86|MK15_MOUSE	tr|I3MZM0|I3MZM0_ICTTR
OG0011970	sp|Q8BQQ1|ZDH14_MOUSE	tr|I3MZS1|I3MZS1_ICTTR
OG0011971	sp|Q9QYC3|BHA15_MOUSE	tr|I3N127|I3N127_ICTTR
OG0011972	sp|Q5NC32|MOT11_MOUSE	tr|I3N1Y2|I3N1Y2_ICTTR
OG0011973	sp|Q0P543|GIPR_MOUSE	tr|I3N2F6|I3N2F6_ICTTR
OG0011974	sp|P50540|MXI1_MOUSE	tr|I3N2H7|I3N2H7_ICTTR
OG0011975	sp|Q6ZPR5|NSMA3_MOUSE	tr|I3N4R2|I3N4R2_ICTTR
OG0011976	sp|Q5U3K5|RABL6_MOUSE	tr|I3N7Q6|I3N7Q6_ICTTR
OG0011977	sp|Q6P3A1|STMD1_MOUSE	tr|I3N861|I3N861_ICTTR
OG0011978	sp|O35622|FGF15_MOUSE	tr|I3NB92|I3NB92_ICTTR
OG0011979	sp|Q80U38|KHNYN_MOUSE	tr|I3NC81|I3NC81_ICTTR
OG0011980	tr|B2RXC2|B2RXC2_MOUSE	tr|I3ND56|I3ND56_ICTTR
OG0011981	tr|Q68FM7|Q68FM7_MOUSE	tr|I3ND69|I3ND69_ICTTR
OG0011982	sp|Q3U1T9|DEN1B_MOUSE	tr|I3NDJ7|I3NDJ7_ICTTR
OG0011983	sp|P83940|ELOC_MOUSE	tr|I3NDY1|I3NDY1_ICTTR
OG0011984	sp|P70297|STAM1_MOUSE	tr|I3NE41|I3NE41_ICTTR
OG0011985	sp|Q8C5U9|UBQL3_MOUSE	tr|I3NEL0|I3NEL0_ICTTR
OG0011986	sp|Q8BQS4|F102B_MOUSE	tr|I3NEX0|I3NEX0_ICTTR
OG0011987	sp|P28230|CXB1_MOUSE	tr|I3NEZ3|I3NEZ3_ICTTR
OG0011988	sp|Q9EP64|TNMD_MOUSE	tr|I3NFL5|I3NFL5_ICTTR
OG0011989	sp|O35437|TCF21_MOUSE	tr|I3NFZ6|I3NFZ6_ICTTR
OG0011990	sp|Q9JL06|LPAR2_MOUSE	tr|I3NGA2|I3NGA2_ICTTR
OG0011991	tr|A2A5X6|A2A5X6_MOUSE	tr|A0A287CST6|A0A287CST6_ICTTR
OG0011992	sp|E9PZ19|TUTLB_MOUSE	tr|A0A287CW53|A0A287CW53_ICTTR
OG0011993	sp|A2AJX4|MALR1_MOUSE	tr|A0A287D253|A0A287D253_ICTTR
OG0011994	sp|B1ARI9|PRR29_MOUSE	tr|A0A287D2L6|A0A287D2L6_ICTTR
OG0011995	sp|O35621|PMM1_MOUSE	tr|A0A287D5V8|A0A287D5V8_ICTTR
OG0011996	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A287D695|A0A287D695_ICTTR
OG0011997	sp|Q3UYG8|MACD2_MOUSE	tr|A0A287D8R4|A0A287D8R4_ICTTR
OG0011998	sp|Q60634|FLOT2_MOUSE	tr|A0A287DA72|A0A287DA72_ICTTR
OG0011999	sp|Q8K071|TM221_MOUSE	tr|A0A287DA75|A0A287DA75_ICTTR
OG0012000	sp|P70662|LDB1_MOUSE	tr|A0A287DAP2|A0A287DAP2_ICTTR
OG0012001	sp|Q8R079|BFAR_MOUSE	tr|A0A287DAS3|A0A287DAS3_ICTTR
OG0012002	tr|E9PWQ3|E9PWQ3_MOUSE	tr|A0A287DBG3|A0A287DBG3_ICTTR
OG0012003	sp|Q8C4Q6|AIDA_MOUSE	tr|A0A287DE12|A0A287DE12_ICTTR
OG0012004	sp|O08740|RPB11_MOUSE	tr|A0A287DE78|A0A287DE78_ICTTR
OG0012005	sp|O88888|APBA3_MOUSE	tr|I3LWG3|I3LWG3_ICTTR
OG0012006	sp|Q9CZB9|TM128_MOUSE	tr|I3LWV5|I3LWV5_ICTTR
OG0012007	sp|Q8VDC1|FYCO1_MOUSE	tr|I3LX18|I3LX18_ICTTR
OG0012008	sp|Q8K0L9|ZBT20_MOUSE	tr|I3LZA1|I3LZA1_ICTTR
OG0012009	sp|Q69ZN6|GNPTA_MOUSE	tr|I3LZC3|I3LZC3_ICTTR
OG0012010	sp|Q9DB76|EMC9_MOUSE	tr|I3M019|I3M019_ICTTR
OG0012011	sp|O35280|CHK1_MOUSE	tr|I3M0G9|I3M0G9_ICTTR
OG0012012	sp|Q3UJB9|EDC4_MOUSE	tr|I3M1D5|I3M1D5_ICTTR
OG0012013	sp|P48755|FOSL1_MOUSE	tr|I3M205|I3M205_ICTTR
OG0012014	sp|Q8BTU1|CFA20_MOUSE	tr|I3M2F6|I3M2F6_ICTTR
OG0012015	sp|Q8BG26|RUSC1_MOUSE	tr|I3M4E4|I3M4E4_ICTTR
OG0012016	sp|Q9CQ02|COMD4_MOUSE	tr|I3M6M5|I3M6M5_ICTTR
OG0012017	sp|P47750|TSHR_MOUSE	tr|I3M6V1|I3M6V1_ICTTR
OG0012018	sp|Q9D1K7|CT027_MOUSE	tr|I3M753|I3M753_ICTTR
OG0012019	sp|Q2MV57|TECT2_MOUSE	tr|I3M7G2|I3M7G2_ICTTR
OG0012020	sp|Q9CPS6|HINT3_MOUSE	tr|I3M8A8|I3M8A8_ICTTR
OG0012021	sp|P70399|TP53B_MOUSE	tr|I3M8Y1|I3M8Y1_ICTTR
OG0012022	sp|P38533|HSF2_MOUSE	tr|I3M9S4|I3M9S4_ICTTR
OG0012023	sp|Q6P6P7|PARP6_MOUSE	tr|I3MB71|I3MB71_ICTTR
OG0012024	sp|Q9ER04|TMPS5_MOUSE	tr|I3MC99|I3MC99_ICTTR
OG0012025	sp|O35680|RT12_MOUSE	tr|I3MCQ6|I3MCQ6_ICTTR
OG0012026	sp|Q8BGT1|FLRT3_MOUSE	tr|I3MCQ8|I3MCQ8_ICTTR
OG0012027	sp|P23475|XRCC6_MOUSE	tr|I3MDN8|I3MDN8_ICTTR
OG0012028	sp|Q7TQK0|CCNT2_MOUSE	tr|I3MFP3|I3MFP3_ICTTR
OG0012029	sp|Q80U56|AVL9_MOUSE	tr|I3MJL5|I3MJL5_ICTTR
OG0012030	sp|Q8BFR6|ZFAN1_MOUSE	tr|I3MK06|I3MK06_ICTTR
OG0012031	tr|D3YVJ1|D3YVJ1_MOUSE	tr|I3MKN7|I3MKN7_ICTTR
OG0012032	sp|P97348|RHOD_MOUSE	tr|I3MLN5|I3MLN5_ICTTR
OG0012033	sp|Q9DC61|MPPA_MOUSE	tr|I3MMA1|I3MMA1_ICTTR
OG0012034	sp|P56873|ZNRD2_MOUSE	tr|I3MMM6|I3MMM6_ICTTR
OG0012035	sp|Q5U430|UBR3_MOUSE	tr|I3MS18|I3MS18_ICTTR
OG0012036	sp|Q9WV85|NDK3_MOUSE	tr|I3MVN2|I3MVN2_ICTTR
OG0012037	sp|Q6P6I6|GRL1A_MOUSE	tr|I3MVP5|I3MVP5_ICTTR
OG0012038	sp|P14106|C1QB_MOUSE	tr|I3MWG3|I3MWG3_ICTTR
OG0012039	sp|Q6RT24|CENPE_MOUSE	tr|I3MWZ2|I3MWZ2_ICTTR
OG0012040	sp|Q61333|TNAP2_MOUSE	tr|I3MX93|I3MX93_ICTTR
OG0012041	sp|Q8C7V3|UTP15_MOUSE	tr|I3MXQ6|I3MXQ6_ICTTR
OG0012042	sp|Q9CXE2|BCL7A_MOUSE	tr|I3N2I7|I3N2I7_ICTTR
OG0012043	tr|J3QN01|J3QN01_MOUSE	tr|I3N2U8|I3N2U8_ICTTR
OG0012044	sp|Q9WVS6|PRKN_MOUSE	tr|I3N341|I3N341_ICTTR
OG0012045	sp|Q921R8|S41A3_MOUSE	tr|I3N374|I3N374_ICTTR
OG0012046	sp|Q71B07|D19L3_MOUSE	tr|I3N404|I3N404_ICTTR
OG0012047	sp|Q8K298|ANLN_MOUSE	tr|I3N478|I3N478_ICTTR
OG0012048	sp|Q8BUH1|TXN4B_MOUSE	tr|I3N6E1|I3N6E1_ICTTR
OG0012049	sp|Q5FWH3|GRHL3_MOUSE	tr|I3N6V7|I3N6V7_ICTTR
OG0012050	sp|Q80U28|MADD_MOUSE	tr|I3N7L7|I3N7L7_ICTTR
OG0012051	sp|O70167|P3C2G_MOUSE	tr|I3N823|I3N823_ICTTR
OG0012052	sp|P20152|VIME_MOUSE	tr|I3N827|I3N827_ICTTR
OG0012053	sp|P21784|RAG2_MOUSE	tr|I3N8F3|I3N8F3_ICTTR
OG0012054	sp|Q5U465|CC125_MOUSE	tr|I3N8Q8|I3N8Q8_ICTTR
OG0012055	sp|P09813|APOA2_MOUSE	tr|I3N901|I3N901_ICTTR
OG0012056	sp|Q8K2L8|TPC12_MOUSE	tr|I3N9C2|I3N9C2_ICTTR
OG0012057	sp|Q640P2|ANGL1_MOUSE	tr|I3NAX5|I3NAX5_ICTTR
OG0012058	sp|Q3UAW9|BRF2_MOUSE	tr|I3NB81|I3NB81_ICTTR
OG0012059	sp|Q8C2K1|DEFI6_MOUSE	tr|I3ND63|I3ND63_ICTTR
OG0012060	sp|Q922J6|TSN2_MOUSE	tr|I3NDM9|I3NDM9_ICTTR
OG0012061	tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE	tr|I3NGI8|I3NGI8_ICTTR
OG0012062	sp|Q8BW22|CREST_MOUSE	tr|I3NGW1|I3NGW1_ICTTR
OG0012063	sp|Q3UW43|SG11B_MOUSE	tr|A0A287CSB7|A0A287CSB7_ICTTR
OG0012064	sp|Q8K183|PDXK_MOUSE	tr|A0A287CUW3|A0A287CUW3_ICTTR
OG0012065	sp|Q3UHU5|MTCL1_MOUSE	tr|A0A287CVQ4|A0A287CVQ4_ICTTR
OG0012066	sp|Q9QYI5|DNJB2_MOUSE	tr|A0A287D2H1|A0A287D2H1_ICTTR
OG0012067	sp|Q9R109|OAZ3_MOUSE	tr|A0A287D3Q9|A0A287D3Q9_ICTTR
OG0012068	sp|Q9CRA7|ATP5S_MOUSE	tr|A0A287DBL9|A0A287DBL9_ICTTR
OG0012069	sp|Q8CD94|LIN52_MOUSE	tr|A0A287DBR9|A0A287DBR9_ICTTR
OG0012070	sp|Q99KP6|PRP19_MOUSE	tr|A0A287DCX1|A0A287DCX1_ICTTR
OG0012071	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A287DDZ6|A0A287DDZ6_ICTTR
OG0012072	tr|Q8VFN1|Q8VFN1_MOUSE	tr|I3LZT1|I3LZT1_ICTTR
OG0012073	sp|Q8R2U2|NEPRO_MOUSE	tr|I3LZV2|I3LZV2_ICTTR
OG0012074	sp|O89100|GRAP2_MOUSE	tr|I3M002|I3M002_ICTTR
OG0012075	sp|Q8C5H8|NAKD2_MOUSE	tr|I3M117|I3M117_ICTTR
OG0012076	sp|Q9ESK9|RBCC1_MOUSE	tr|I3M1L5|I3M1L5_ICTTR
OG0012077	sp|Q9JIM5|YIPF7_MOUSE	tr|I3M204|I3M204_ICTTR
OG0012078	sp|Q8BG30|NELFA_MOUSE	tr|I3M2A3|I3M2A3_ICTTR
OG0012079	sp|Q8R2R1|POMT1_MOUSE	tr|I3M3G5|I3M3G5_ICTTR
OG0012080	sp|P08152|EGR2_MOUSE	tr|I3M3I4|I3M3I4_ICTTR
OG0012081	sp|Q9WTN0|GGPPS_MOUSE	tr|I3M3W8|I3M3W8_ICTTR
OG0012082	sp|Q60945|MTCP1_MOUSE	tr|I3M4U7|I3M4U7_ICTTR
OG0012083	sp|Q7TPD1|FBX11_MOUSE	tr|I3M4V0|I3M4V0_ICTTR
OG0012084	sp|Q91X49|MALL_MOUSE	tr|I3M8R1|I3M8R1_ICTTR
OG0012085	sp|Q8VCX6|KPTN_MOUSE	tr|I3M8V4|I3M8V4_ICTTR
OG0012086	sp|Q9D5Z5|MSS51_MOUSE	tr|I3M8Y8|I3M8Y8_ICTTR
OG0012087	sp|Q8R1H0|HOP_MOUSE	tr|I3M9J4|I3M9J4_ICTTR
OG0012088	sp|Q3TIU4|PDE12_MOUSE	tr|I3MAK0|I3MAK0_ICTTR
OG0012089	sp|Q00731|VEGFA_MOUSE	tr|I3MCG7|I3MCG7_ICTTR
OG0012090	sp|Q6IR37|ZDH24_MOUSE	tr|I3ME48|I3ME48_ICTTR
OG0012091	sp|Q8R4P9|MRP7_MOUSE	tr|I3MFS7|I3MFS7_ICTTR
OG0012092	sp|O88413|TULP3_MOUSE	tr|I3MFU3|I3MFU3_ICTTR
OG0012093	sp|Q9D7B7|GPX8_MOUSE	tr|I3MG35|I3MG35_ICTTR
OG0012094	sp|O70338|RNH1_MOUSE	tr|I3MJS2|I3MJS2_ICTTR
OG0012095	sp|Q9QY06|MYO9B_MOUSE	tr|I3MKK2|I3MKK2_ICTTR
OG0012096	sp|Q9Z2G0|FEM1B_MOUSE	tr|I3MPX0|I3MPX0_ICTTR
OG0012097	sp|A2A5H7|WFD11_MOUSE	tr|I3MQ34|I3MQ34_ICTTR
OG0012098	sp|Q91WM6|EVA1A_MOUSE	tr|I3MSH1|I3MSH1_ICTTR
OG0012099	sp|Q99MR9|PPR3A_MOUSE	tr|I3MTW6|I3MTW6_ICTTR
OG0012100	sp|O08600|NUCG_MOUSE	tr|I3MUV5|I3MUV5_ICTTR
OG0012101	sp|O70354|CAH11_MOUSE	tr|I3MWE4|I3MWE4_ICTTR
OG0012102	sp|Q5U901|CBPA6_MOUSE	tr|I3MX25|I3MX25_ICTTR
OG0012103	sp|Q6JVL5|LCN12_MOUSE	tr|I3MX55|I3MX55_ICTTR
OG0012104	sp|Q9R060|NUBP1_MOUSE	tr|I3MY91|I3MY91_ICTTR
OG0012105	sp|Q69ZR2|HECD1_MOUSE	tr|I3MYQ3|I3MYQ3_ICTTR
OG0012106	sp|Q3V0F0|RIMB3_MOUSE	tr|I3MYU1|I3MYU1_ICTTR
OG0012107	sp|Q9D4V7|RABL3_MOUSE	tr|I3MZP7|I3MZP7_ICTTR
OG0012108	sp|Q9JLV1|BAG3_MOUSE	tr|I3N0Z2|I3N0Z2_ICTTR
OG0012109	sp|Q9JHG6|RCAN1_MOUSE	tr|I3N1E9|I3N1E9_ICTTR
OG0012110	sp|Q3V050|S47A2_MOUSE	tr|I3N1J5|I3N1J5_ICTTR
OG0012111	tr|Q1HL35|Q1HL35_MOUSE	tr|I3N1Z0|I3N1Z0_ICTTR
OG0012112	sp|O08542|EFNA4_MOUSE	tr|I3N268|I3N268_ICTTR
OG0012113	sp|Q8VC10|OSGI1_MOUSE	tr|I3N2Q6|I3N2Q6_ICTTR
OG0012114	sp|Q8VE99|CC115_MOUSE	tr|I3N3B5|I3N3B5_ICTTR
OG0012115	sp|Q9EQS3|MYCBP_MOUSE	tr|I3N3E3|I3N3E3_ICTTR
OG0012116	sp|Q3TUF7|YETS2_MOUSE	tr|I3N3S9|I3N3S9_ICTTR
OG0012117	sp|O88708|ORC4_MOUSE	tr|I3N443|I3N443_ICTTR
OG0012118	sp|Q68FE6|RIPR1_MOUSE	tr|I3N4G6|I3N4G6_ICTTR
OG0012119	sp|Q9ES88|S13A2_MOUSE	tr|I3N4M9|I3N4M9_ICTTR
OG0012120	sp|P20357|MTAP2_MOUSE	tr|I3N5N0|I3N5N0_ICTTR
OG0012121	sp|Q8C033|ARHGA_MOUSE	tr|I3N6W8|I3N6W8_ICTTR
OG0012122	sp|Q9D2P4|URM1_MOUSE	tr|I3N9W6|I3N9W6_ICTTR
OG0012123	sp|Q8C838|TARG1_MOUSE	tr|I3NAV6|I3NAV6_ICTTR
OG0012124	sp|G3UZ78|ADGB_MOUSE	tr|I3NC29|I3NC29_ICTTR
OG0012125	sp|Q80SS6|GPBAR_MOUSE	tr|I3NCC4|I3NCC4_ICTTR
OG0012126	sp|P21836|ACES_MOUSE	tr|I3NCH9|I3NCH9_ICTTR
OG0012127	sp|Q8BWQ5|DCLK3_MOUSE	tr|I3ND68|I3ND68_ICTTR
OG0012128	tr|A6H6J9|A6H6J9_MOUSE	tr|I3NG76|I3NG76_ICTTR
OG0012129	sp|Q9CXI5|MANF_MOUSE	tr|I3NGR8|I3NGR8_ICTTR
OG0012130	sp|Q8K0B3|LRC66_MOUSE	tr|I3NHF9|I3NHF9_ICTTR
OG0012131	sp|P42932|TCPQ_MOUSE	tr|A0A287CS37|A0A287CS37_ICTTR
OG0012132	sp|P63054|PCP4_MOUSE	tr|A0A287CTQ0|A0A287CTQ0_ICTTR
OG0012133	sp|P09450|JUNB_MOUSE	tr|A0A287CVF3|A0A287CVF3_ICTTR
OG0012134	sp|Q9JMH3|NEUR2_MOUSE	tr|A0A287CXJ5|A0A287CXJ5_ICTTR
OG0012135	sp|Q9EPJ9|ARFG1_MOUSE	tr|A0A287CYX5|A0A287CYX5_ICTTR
OG0012136	sp|Q00LT2|PRCD_MOUSE	tr|A0A287CZN6|A0A287CZN6_ICTTR
OG0012137	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A287D0X6|A0A287D0X6_ICTTR
OG0012138	sp|P20826|SCF_MOUSE	tr|A0A287D4K0|A0A287D4K0_ICTTR
OG0012139	sp|Q3UHI0|CCSE2_MOUSE	tr|A0A287D6W2|A0A287D6W2_ICTTR
OG0012140	sp|Q8K1S5|KLF11_MOUSE	tr|A0A287DGC6|A0A287DGC6_ICTTR
OG0012141	sp|Q8CH25|SLTM_MOUSE	tr|I3LWZ6|I3LWZ6_ICTTR
OG0012142	sp|Q9WUP7|UCHL5_MOUSE	tr|I3LXB4|I3LXB4_ICTTR
OG0012143	sp|O55033|NCK2_MOUSE	tr|I3LXL5|I3LXL5_ICTTR
OG0012144	sp|Q9D706|RPAP3_MOUSE	tr|I3LXN3|I3LXN3_ICTTR
OG0012145	sp|Q4V9Z5|SE6L2_MOUSE	tr|I3LYP4|I3LYP4_ICTTR
OG0012146	sp|Q9D3J5|ANR22_MOUSE	tr|I3M0L3|I3M0L3_ICTTR
OG0012147	sp|Q91WA6|SHRPN_MOUSE	tr|I3M0X8|I3M0X8_ICTTR
OG0012148	sp|Q64127|TIF1A_MOUSE	tr|I3M1G5|I3M1G5_ICTTR
OG0012149	sp|Q6PAQ4|REXO4_MOUSE	tr|I3M2W5|I3M2W5_ICTTR
OG0012150	sp|Q5GAM7|RNS13_MOUSE	tr|I3M347|I3M347_ICTTR
OG0012151	sp|Q9Z268|RASL1_MOUSE	tr|I3M3F9|I3M3F9_ICTTR
OG0012152	sp|P70217|HXD13_MOUSE	tr|I3M3M0|I3M3M0_ICTTR
OG0012153	sp|Q9ESG2|ROP1_MOUSE	tr|I3M3U7|I3M3U7_ICTTR
OG0012154	sp|Q9DD02|HIKES_MOUSE	tr|I3M4Q0|I3M4Q0_ICTTR
OG0012155	sp|Q6NZG4|DDIAS_MOUSE	tr|I3M578|I3M578_ICTTR
OG0012156	sp|P48346|IL15_MOUSE	tr|I3M6N0|I3M6N0_ICTTR
OG0012157	sp|O88351|IKKB_MOUSE	tr|I3M6Q6|I3M6Q6_ICTTR
OG0012158	sp|Q9WV74|ASB1_MOUSE	tr|I3M714|I3M714_ICTTR
OG0012159	sp|Q8C6E0|CFA36_MOUSE	tr|I3M7J3|I3M7J3_ICTTR
OG0012160	sp|Q9D3G2|SLAF8_MOUSE	tr|I3M9M2|I3M9M2_ICTTR
OG0012161	sp|Q9R049|AMFR_MOUSE	tr|I3MAD0|I3MAD0_ICTTR
OG0012162	sp|Q68FE9|TSH2_MOUSE	tr|I3MBI0|I3MBI0_ICTTR
OG0012163	sp|O35740|CITE2_MOUSE	tr|I3MBV1|I3MBV1_ICTTR
OG0012164	sp|Q99L45|IF2B_MOUSE	tr|I3MCD2|I3MCD2_ICTTR
OG0012165	sp|Q8C353|TM252_MOUSE	tr|I3MCE9|I3MCE9_ICTTR
OG0012166	sp|Q8VBU8|BANP_MOUSE	tr|I3MD74|I3MD74_ICTTR
OG0012167	sp|Q925U4|EDEM1_MOUSE	tr|I3MDB7|I3MDB7_ICTTR
OG0012168	sp|P61588|RND3_MOUSE	tr|I3ME88|I3ME88_ICTTR
OG0012169	sp|Q9DD03|RAB13_MOUSE	tr|I3MGW9|I3MGW9_ICTTR
OG0012170	sp|Q7TML3|S35F2_MOUSE	tr|I3MH34|I3MH34_ICTTR
OG0012171	sp|Q9CQD7|PINLY_MOUSE	tr|I3MI41|I3MI41_ICTTR
OG0012172	sp|Q8R5F3|OARD1_MOUSE	tr|I3MKR2|I3MKR2_ICTTR
OG0012173	sp|Q8BP27|SFR1_MOUSE	tr|I3MKV6|I3MKV6_ICTTR
OG0012174	sp|Q68FE7|T151B_MOUSE	tr|I3ML38|I3ML38_ICTTR
OG0012175	sp|Q6A152|CP4X1_MOUSE	tr|I3ML84|I3ML84_ICTTR
OG0012176	sp|Q9Z0P4|PALM_MOUSE	tr|I3MM53|I3MM53_ICTTR
OG0012177	sp|P58501|PAXB1_MOUSE	tr|I3MM84|I3MM84_ICTTR
OG0012178	sp|Q8R0H9|GGA1_MOUSE	tr|I3MMB6|I3MMB6_ICTTR
OG0012179	sp|Q9D287|SPF27_MOUSE	tr|I3MNI4|I3MNI4_ICTTR
OG0012180	sp|Q9QXV1|CBX8_MOUSE	tr|I3MNL3|I3MNL3_ICTTR
OG0012181	sp|P35918|VGFR2_MOUSE	tr|I3MR17|I3MR17_ICTTR
OG0012182	sp|B9EKX1|PTHD4_MOUSE	tr|I3MTI4|I3MTI4_ICTTR
OG0012183	sp|P00536|MOS_MOUSE	tr|I3MUK5|I3MUK5_ICTTR
OG0012184	sp|O09130|NF2IP_MOUSE	tr|I3MUL0|I3MUL0_ICTTR
OG0012185	sp|E9QAM5|HELZ2_MOUSE	tr|I3MUR3|I3MUR3_ICTTR
