Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0013983	sp|Q9D051|ODPB_MOUSE	tr|A0A6J2M154|A0A6J2M154_9CHIR
OG0013984	sp|Q9D2L1|ARSK_MOUSE	tr|A0A7E6DDB4|A0A7E6DDB4_9CHIR
OG0013985	sp|Q9D6X6|PRS23_MOUSE	tr|A0A7E6DZH2|A0A7E6DZH2_9CHIR
OG0013986	sp|Q9D8I1|MZB1_MOUSE	tr|A0A6J2N345|A0A6J2N345_9CHIR
OG0013987	sp|Q9JL89|NINJ2_MOUSE	tr|A0A6J2NGG6|A0A6J2NGG6_9CHIR
OG0013988	sp|Q9QVN7|TCEA2_MOUSE	tr|A0A6J2MKJ4|A0A6J2MKJ4_9CHIR
OG0013989	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A6J2L9F5|A0A6J2L9F5_9CHIR
OG0013990	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A6J2LF93|A0A6J2LF93_9CHIR
OG0013991	tr|A2A472|A2A472_MOUSE	tr|A0A6J2MKU0|A0A6J2MKU0_9CHIR
OG0013992	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A6J2LRM3|A0A6J2LRM3_9CHIR
OG0013993	sp|A2AED3|FNDC7_MOUSE	tr|A0A6J2KWH5|A0A6J2KWH5_9CHIR
OG0013994	sp|A3KGF9|CCD9B_MOUSE	tr|A0A6J2LB40|A0A6J2LB40_9CHIR
OG0013995	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A7E6CSL7|A0A7E6CSL7_9CHIR
OG0013996	tr|D3Z6A3|D3Z6A3_MOUSE	tr|A0A7E6CNT2|A0A7E6CNT2_9CHIR
OG0013997	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A6J2NCD8|A0A6J2NCD8_9CHIR
OG0013998	tr|G3X9B4|G3X9B4_MOUSE	tr|A0A7E6CSY5|A0A7E6CSY5_9CHIR
OG0013999	sp|G5E8F4|FPGT_MOUSE	tr|A0A6J2LJV2|A0A6J2LJV2_9CHIR
OG0014000	sp|O08605|MKNK1_MOUSE	tr|A0A7E6DRT3|A0A7E6DRT3_9CHIR
OG0014001	sp|O35400|ST2B1_MOUSE	tr|A0A6J2N0S0|A0A6J2N0S0_9CHIR
OG0014002	sp|O35623|BET1_MOUSE	tr|A0A6J2MMM2|A0A6J2MMM2_9CHIR
OG0014003	sp|O35739|KLF9_MOUSE	tr|A0A6J2M9D4|A0A6J2M9D4_9CHIR
OG0014004	sp|O88856|TPST2_MOUSE	tr|A0A6J2N2F5|A0A6J2N2F5_9CHIR
OG0014005	sp|O89091|KLF10_MOUSE	tr|A0A6J2NCJ4|A0A6J2NCJ4_9CHIR
OG0014006	sp|P08775|RPB1_MOUSE	tr|A0A6J2NJJ4|A0A6J2NJJ4_9CHIR
OG0014007	sp|P15209|NTRK2_MOUSE	tr|A0A6J2L3P6|A0A6J2L3P6_9CHIR
OG0014008	sp|P25119|TNR1B_MOUSE	tr|A0A6J2LQI1|A0A6J2LQI1_9CHIR
OG0014009	sp|P28798|GRN_MOUSE	tr|A0A7E6EE73|A0A7E6EE73_9CHIR
OG0014010	sp|P54254|ATX1_MOUSE	tr|A0A6J2LM69|A0A6J2LM69_9CHIR
OG0014011	sp|P70182|PI51A_MOUSE	tr|A0A7E6CYA5|A0A7E6CYA5_9CHIR
OG0014012	sp|P97390|VPS45_MOUSE	tr|A0A6J2KTG5|A0A6J2KTG5_9CHIR
OG0014013	sp|P97463|NRTN_MOUSE	tr|A0A7E6EA29|A0A7E6EA29_9CHIR
OG0014014	sp|P97783|AF1Q_MOUSE	tr|A0A7E6CWG5|A0A7E6CWG5_9CHIR
OG0014015	sp|Q00196|PO2F2_MOUSE	tr|A0A7E6CP37|A0A7E6CP37_9CHIR
OG0014016	sp|Q04519|ASM_MOUSE	tr|A0A6J2LYT1|A0A6J2LYT1_9CHIR
OG0014017	sp|Q06507|ATF4_MOUSE	tr|A0A6J2N701|A0A6J2N701_9CHIR
OG0014018	sp|Q0VG18|SIM24_MOUSE	tr|A0A7E6EF57|A0A7E6EF57_9CHIR
OG0014019	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A6J2KW25|A0A6J2KW25_9CHIR
OG0014020	sp|Q3UDP0|WDR41_MOUSE	tr|A0A6J2MKC7|A0A6J2MKC7_9CHIR
OG0014021	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A6J2MZI2|A0A6J2MZI2_9CHIR
OG0014022	sp|Q3UY90|GAK1A_MOUSE	tr|A0A7E6E5M9|A0A7E6E5M9_9CHIR
OG0014023	sp|Q499D0|FOXN3_MOUSE	tr|A0A6J2L6F8|A0A6J2L6F8_9CHIR
OG0014024	sp|Q5HZG9|ZN488_MOUSE	tr|A0A6J2LGP1|A0A6J2LGP1_9CHIR
OG0014025	sp|Q61016|GBG7_MOUSE	tr|A0A6J2MBK3|A0A6J2MBK3_9CHIR
OG0014026	sp|Q61092|LAMC2_MOUSE	tr|A0A6J2N417|A0A6J2N417_9CHIR
OG0014027	sp|Q61121|GPR19_MOUSE	tr|A0A6J2N884|A0A6J2N884_9CHIR
OG0014028	sp|Q61578|ADRO_MOUSE	tr|A0A6J2MDG4|A0A6J2MDG4_9CHIR
OG0014029	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A6J2L6Y0|A0A6J2L6Y0_9CHIR
OG0014030	sp|Q6ZWU9|RS27_MOUSE	tr|A0A6J2KVK9|A0A6J2KVK9_9CHIR
OG0014031	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A6J2N0R7|A0A6J2N0R7_9CHIR
OG0014032	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A6J2KY88|A0A6J2KY88_9CHIR
OG0014033	sp|Q80UF7|TCAM1_MOUSE	tr|A0A6J2M770|A0A6J2M770_9CHIR
OG0014034	sp|Q80W15|IBPL1_MOUSE	tr|A0A6J2N765|A0A6J2N765_9CHIR
OG0014035	sp|Q810V0|MPP10_MOUSE	tr|A0A6J2KTZ2|A0A6J2KTZ2_9CHIR
OG0014036	sp|Q8BGH4|REEP1_MOUSE	tr|A0A7E6DYM6|A0A7E6DYM6_9CHIR
OG0014037	sp|Q8BRV5|K1671_MOUSE	tr|A0A6J2MZ28|A0A6J2MZ28_9CHIR
OG0014038	sp|Q8BU33|HACL2_MOUSE	tr|A0A6J2M707|A0A6J2M707_9CHIR
OG0014039	sp|Q8BW49|TTC12_MOUSE	tr|A0A6J2M208|A0A6J2M208_9CHIR
OG0014040	sp|Q8BX07|CTDS2_MOUSE	tr|A0A6J2N529|A0A6J2N529_9CHIR
OG0014041	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A6J2LET4|A0A6J2LET4_9CHIR
OG0014042	sp|Q8BZB3|TM266_MOUSE	tr|A0A6J2KS52|A0A6J2KS52_9CHIR
OG0014043	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A6J2MSJ3|A0A6J2MSJ3_9CHIR
OG0014044	sp|Q8C627|F221B_MOUSE	tr|A0A7E6DFJ8|A0A7E6DFJ8_9CHIR
OG0014045	sp|Q8CGY8|OGT1_MOUSE	tr|A0A6J2MFI1|A0A6J2MFI1_9CHIR
OG0014046	sp|Q8R404|MIC13_MOUSE	tr|A0A6J2MDE8|A0A6J2MDE8_9CHIR
OG0014047	sp|Q8VDN4|CCD92_MOUSE	tr|A0A6J2N1F4|A0A6J2N1F4_9CHIR
OG0014048	sp|Q99020|ROAA_MOUSE	tr|A0A7E6CSV5|A0A7E6CSV5_9CHIR
OG0014049	sp|Q99LM9|TADA1_MOUSE	tr|A0A6J2N3Q6|A0A6J2N3Q6_9CHIR
OG0014050	sp|Q99ML2|TNK1_MOUSE	tr|A0A6J2NJH1|A0A6J2NJH1_9CHIR
OG0014051	sp|Q9CPW2|FDX2_MOUSE	tr|A0A7E6E991|A0A7E6E991_9CHIR
OG0014052	sp|Q9D2C7|BI1_MOUSE	tr|A0A6J2N7I1|A0A6J2N7I1_9CHIR
OG0014053	sp|Q9D5W8|TEX47_MOUSE	tr|A0A7E6CJW5|A0A7E6CJW5_9CHIR
OG0014054	sp|Q9R0L9|MUC24_MOUSE	tr|A0A6J2LCC3|A0A6J2LCC3_9CHIR
OG0014055	sp|Q9WV95|PHLA3_MOUSE	tr|A0A6J2NA24|A0A6J2NA24_9CHIR
OG0014056	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A7E6EHE0|A0A7E6EHE0_9CHIR
OG0014057	sp|A2AHG0|LZTS3_MOUSE	tr|A0A6J2MN97|A0A6J2MN97_9CHIR
OG0014058	sp|A2RSY1|KANL3_MOUSE	tr|A0A7E6DYF1|A0A7E6DYF1_9CHIR
OG0014059	sp|B3GLJ3|PATE3_MOUSE	tr|A0A7E6CU06|A0A7E6CU06_9CHIR
OG0014060	sp|D3YU81|RFX8_MOUSE	tr|A0A7E6E3I4|A0A7E6E3I4_9CHIR
OG0014061	sp|E9PV87|TALD3_MOUSE	tr|A0A6J2L172|A0A6J2L172_9CHIR
OG0014062	sp|O35316|SC6A6_MOUSE	tr|A0A6J2M1H1|A0A6J2M1H1_9CHIR
OG0014063	sp|O35646|CAN6_MOUSE	tr|A0A6J2MI52|A0A6J2MI52_9CHIR
OG0014064	sp|O88413|TULP3_MOUSE	tr|A0A6J2N7M6|A0A6J2N7M6_9CHIR
OG0014065	sp|O88544|CSN4_MOUSE	tr|A0A6J2L3U1|A0A6J2L3U1_9CHIR
OG0014066	sp|P09174|CNRG_MOUSE	tr|A0A6J2MGK0|A0A6J2MGK0_9CHIR
OG0014067	sp|P28843|DPP4_MOUSE	tr|A0A7E6DJX9|A0A7E6DJX9_9CHIR
OG0014068	sp|P54279|PMS2_MOUSE	tr|A0A6J2MWF0|A0A6J2MWF0_9CHIR
OG0014069	sp|P61168|DRD2_MOUSE	tr|A0A6J2LWG9|A0A6J2LWG9_9CHIR
OG0014070	sp|P62743|AP2S1_MOUSE	tr|A0A6J2N589|A0A6J2N589_9CHIR
OG0014071	sp|P70274|SEPP1_MOUSE	tr|A0A7E6D9V4|A0A7E6D9V4_9CHIR
OG0014072	sp|P82350|SGCA_MOUSE	tr|A0A6J2ME51|A0A6J2ME51_9CHIR
OG0014073	sp|P97357|TAF1A_MOUSE	tr|A0A6J2NAW9|A0A6J2NAW9_9CHIR
OG0014074	sp|Q04683|CXCR5_MOUSE	tr|A0A7E6E013|A0A7E6E013_9CHIR
OG0014075	sp|Q09014|NCF1_MOUSE	tr|A0A6J2LZG9|A0A6J2LZG9_9CHIR
OG0014076	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A6J2M6Q5|A0A6J2M6Q5_9CHIR
OG0014077	sp|Q3TB92|MILR1_MOUSE	tr|A0A6J2MCP6|A0A6J2MCP6_9CHIR
OG0014078	sp|Q3TDQ1|STT3B_MOUSE	tr|A0A6J2M4S9|A0A6J2M4S9_9CHIR
OG0014079	sp|Q3UA37|QRIC1_MOUSE	tr|A0A6J2M174|A0A6J2M174_9CHIR
OG0014080	sp|Q3UME2|TM241_MOUSE	tr|A0A7E6CDM7|A0A7E6CDM7_9CHIR
OG0014081	sp|Q3V0M2|LRC36_MOUSE	tr|A0A6J2KR80|A0A6J2KR80_9CHIR
OG0014082	sp|Q4VAA7|SNX33_MOUSE	tr|A0A6J2L2G9|A0A6J2L2G9_9CHIR
OG0014083	sp|Q5SSN7|SFT2A_MOUSE	tr|A0A6J2KWP9|A0A6J2KWP9_9CHIR
OG0014084	sp|Q60698|SKI_MOUSE	tr|A0A7E6DP90|A0A7E6DP90_9CHIR
OG0014085	sp|Q61955|KLK8_MOUSE	tr|A0A7E6CNQ2|A0A7E6CNQ2_9CHIR
OG0014086	sp|Q68FE7|T151B_MOUSE	tr|A0A6J2LFY5|A0A6J2LFY5_9CHIR
OG0014087	sp|Q69Z66|MYSM1_MOUSE	tr|A0A6J2LS11|A0A6J2LS11_9CHIR
OG0014088	sp|Q6NZQ2|DDX31_MOUSE	tr|A0A6J2N3J3|A0A6J2N3J3_9CHIR
OG0014089	sp|Q6P6M7|SPCS_MOUSE	tr|A0A6J2L911|A0A6J2L911_9CHIR
OG0014090	sp|Q6ZQ08|CNOT1_MOUSE	tr|A0A6J2KXC9|A0A6J2KXC9_9CHIR
OG0014091	sp|Q6ZWZ2|UB2R2_MOUSE	tr|A0A6J2LNB3|A0A6J2LNB3_9CHIR
OG0014092	sp|Q791N7|RPA12_MOUSE	tr|A0A7E6DKK8|A0A7E6DKK8_9CHIR
OG0014093	sp|Q7TST3|SAM10_MOUSE	tr|A0A6J2MN03|A0A6J2MN03_9CHIR
OG0014094	sp|Q80U59|K0232_MOUSE	tr|A0A7E6D845|A0A7E6D845_9CHIR
OG0014095	sp|Q80YF9|RHG33_MOUSE	tr|A0A6J2MYX3|A0A6J2MYX3_9CHIR
OG0014096	sp|Q80YR4|ZN598_MOUSE	tr|A0A6J2LN81|A0A6J2LN81_9CHIR
OG0014097	sp|Q810L4|TM39B_MOUSE	tr|A0A6J2LSM7|A0A6J2LSM7_9CHIR
OG0014098	sp|Q8BHE8|MAIP1_MOUSE	tr|A0A6J2LC51|A0A6J2LC51_9CHIR
OG0014099	sp|Q8BIF0|C99L2_MOUSE	tr|A0A6J2MJY8|A0A6J2MJY8_9CHIR
OG0014100	sp|Q8BKR5|PPR37_MOUSE	tr|A0A6J2N1S7|A0A6J2N1S7_9CHIR
OG0014101	sp|Q8BY71|HAT1_MOUSE	tr|A0A6J2LGT2|A0A6J2LGT2_9CHIR
OG0014102	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A6J2L0N0|A0A6J2L0N0_9CHIR
OG0014103	sp|Q8C1S0|MED19_MOUSE	tr|A0A6J2LYS7|A0A6J2LYS7_9CHIR
OG0014104	sp|Q8C8V1|ZXDC_MOUSE	tr|A0A6J2MIC0|A0A6J2MIC0_9CHIR
OG0014105	sp|Q8CFE2|HPF1_MOUSE	tr|A0A7E6E9Z1|A0A7E6E9Z1_9CHIR
OG0014106	sp|Q8CGN5|PLIN1_MOUSE	tr|A0A6J2KXW7|A0A6J2KXW7_9CHIR
OG0014107	sp|Q8K0D0|CDK17_MOUSE	tr|A0A6J2NBY0|A0A6J2NBY0_9CHIR
OG0014108	sp|Q8R1Q9|RBSK_MOUSE	tr|A0A6J2LXF3|A0A6J2LXF3_9CHIR
OG0014109	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A6J2N5Y9|A0A6J2N5Y9_9CHIR
OG0014110	sp|Q8VDZ4|ZDHC5_MOUSE	tr|A0A6J2M274|A0A6J2M274_9CHIR
OG0014111	sp|Q91VU6|DCA11_MOUSE	tr|A0A7E6E2V5|A0A7E6E2V5_9CHIR
OG0014112	sp|Q91WV0|NC2B_MOUSE	tr|A0A6J2LNR7|A0A6J2LNR7_9CHIR
OG0014113	sp|Q91XL9|OSBL1_MOUSE	tr|A0A6J2MJU9|A0A6J2MJU9_9CHIR
OG0014114	sp|Q91XT6|TAC2N_MOUSE	tr|A0A7E6CQM2|A0A7E6CQM2_9CHIR
OG0014115	sp|Q91ZK0|AP2D_MOUSE	tr|A0A7E6DLW4|A0A7E6DLW4_9CHIR
OG0014116	sp|Q9CQ45|NENF_MOUSE	tr|A0A6J2N8R0|A0A6J2N8R0_9CHIR
OG0014117	sp|Q9CUU3|SYCP2_MOUSE	tr|A0A7E6CEJ9|A0A7E6CEJ9_9CHIR
OG0014118	sp|Q9CZR3|TM40L_MOUSE	tr|A0A6J2KUW5|A0A6J2KUW5_9CHIR
OG0014119	sp|Q9D9T0|DYDC1_MOUSE	tr|A0A6J2LLJ0|A0A6J2LLJ0_9CHIR
OG0014120	sp|Q9EQQ4|GPR45_MOUSE	tr|A0A6J2LY12|A0A6J2LY12_9CHIR
OG0014121	sp|Q9ESG6|P2Y14_MOUSE	tr|A0A6J2KXT2|A0A6J2KXT2_9CHIR
OG0014122	sp|Q9QUN9|DKK3_MOUSE	tr|A0A6J2LVK4|A0A6J2LVK4_9CHIR
OG0014123	sp|Q9R100|CAD17_MOUSE	tr|A0A6J2NI10|A0A6J2NI10_9CHIR
OG0014124	sp|Q9WTL7|LYPA2_MOUSE	tr|A0A6J2LK10|A0A6J2LK10_9CHIR
OG0014125	sp|Q9WUK7|OPN3_MOUSE	tr|A0A6J2N9W0|A0A6J2N9W0_9CHIR
OG0014126	tr|A0A5F8MPS3|A0A5F8MPS3_MOUSE	tr|A0A7E6E9C5|A0A7E6E9C5_9CHIR
OG0014127	sp|A2ABU4|MYOM3_MOUSE	tr|A0A6J2LTL9|A0A6J2LTL9_9CHIR
OG0014128	sp|A2APY7|NDUF5_MOUSE	tr|A0A7E6CEP1|A0A7E6CEP1_9CHIR
OG0014129	sp|A2AVJ5|PRR5L_MOUSE	tr|A0A6J2LY23|A0A6J2LY23_9CHIR
OG0014130	sp|A3KG59|P20D2_MOUSE	tr|A0A6J2LHR4|A0A6J2LHR4_9CHIR
OG0014131	sp|B2RXA1|PLCX2_MOUSE	tr|A0A6J2L0X1|A0A6J2L0X1_9CHIR
OG0014132	sp|B9EJR8|DAAF5_MOUSE	tr|A0A6J2MWP2|A0A6J2MWP2_9CHIR
OG0014133	tr|E9QAE3|E9QAE3_MOUSE	tr|A0A6J2LQR3|A0A6J2LQR3_9CHIR
OG0014134	sp|O08644|EPHB6_MOUSE	tr|A0A6J2MP25|A0A6J2MP25_9CHIR
OG0014135	sp|O35618|MDM4_MOUSE	tr|A0A6J2N3H2|A0A6J2N3H2_9CHIR
OG0014136	sp|O89079|COPE_MOUSE	tr|A0A6J2M9T6|A0A6J2M9T6_9CHIR
OG0014137	sp|P48356|LEPR_MOUSE	tr|A0A6J2LQN9|A0A6J2LQN9_9CHIR
OG0014138	sp|P62259|1433E_MOUSE	tr|A0A6J2MA28|A0A6J2MA28_9CHIR
OG0014139	sp|Q0VG49|CO061_MOUSE	tr|A0A6J2L4C2|A0A6J2L4C2_9CHIR
OG0014140	sp|Q3TCV3|GSAP_MOUSE	tr|A0A6J2MQN4|A0A6J2MQN4_9CHIR
OG0014141	tr|Q3TIX6|Q3TIX6_MOUSE	tr|A0A7E6DGR3|A0A7E6DGR3_9CHIR
OG0014142	sp|Q3UHV4|TR5OS_MOUSE	tr|A0A6J2MGP0|A0A6J2MGP0_9CHIR
OG0014143	sp|Q3ULW8|PARP3_MOUSE	tr|A0A7E6E485|A0A7E6E485_9CHIR
OG0014144	sp|Q3UW26|BSPH1_MOUSE	tr|A0A7E6CP68|A0A7E6CP68_9CHIR
OG0014145	sp|Q58Y75|AGRF3_MOUSE	tr|A0A7E6DY20|A0A7E6DY20_9CHIR
OG0014146	sp|Q60591|NFAC2_MOUSE	tr|A0A7E6CFW2|A0A7E6CFW2_9CHIR
OG0014147	sp|Q60756|TCF15_MOUSE	tr|A0A6J2MRC6|A0A6J2MRC6_9CHIR
OG0014148	sp|Q61286|HTF4_MOUSE	tr|A0A6J2L614|A0A6J2L614_9CHIR
OG0014149	sp|Q61733|RT31_MOUSE	tr|A0A6J2MQY2|A0A6J2MQY2_9CHIR
OG0014150	sp|Q6NVD9|BFSP2_MOUSE	tr|A0A7E6E4N7|A0A7E6E4N7_9CHIR
OG0014151	sp|Q6NVF4|HELB_MOUSE	tr|A0A7E6D5R0|A0A7E6D5R0_9CHIR
OG0014152	sp|Q6P1D7|SLX4_MOUSE	tr|A0A7E6D968|A0A7E6D968_9CHIR
OG0014153	sp|Q6PAQ9|TMG3_MOUSE	tr|A0A7E6D3X6|A0A7E6D3X6_9CHIR
OG0014154	sp|Q6PD19|ARMD3_MOUSE	tr|A0A6J2LMZ8|A0A6J2LMZ8_9CHIR
OG0014155	sp|Q6PGF7|EXOC8_MOUSE	tr|A0A6J2N5K3|A0A6J2N5K3_9CHIR
OG0014156	sp|Q7TNK1|RFX4_MOUSE	tr|A0A6J2N882|A0A6J2N882_9CHIR
OG0014157	sp|Q7TNM2|TRI46_MOUSE	tr|A0A6J2KYD6|A0A6J2KYD6_9CHIR
OG0014158	sp|Q80TH2|ERBIN_MOUSE	tr|A0A7E6DD35|A0A7E6DD35_9CHIR
OG0014159	sp|Q80ZD3|S2611_MOUSE	tr|A0A6J2M488|A0A6J2M488_9CHIR
OG0014160	sp|Q8BFV3|DUS4_MOUSE	tr|A0A6J2MT32|A0A6J2MT32_9CHIR
OG0014161	sp|Q8BMQ3|BNC2_MOUSE	tr|A0A7E6DEK7|A0A7E6DEK7_9CHIR
OG0014162	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A6J2L2N0|A0A6J2L2N0_9CHIR
OG0014163	sp|Q8BR90|RIMC1_MOUSE	tr|A0A6J2MB35|A0A6J2MB35_9CHIR
OG0014164	sp|Q8C456|FRITZ_MOUSE	tr|A0A6J2LTF8|A0A6J2LTF8_9CHIR
OG0014165	sp|Q8CAS9|PARP9_MOUSE	tr|A0A7E6D465|A0A7E6D465_9CHIR
OG0014166	sp|Q8CI75|DI3L2_MOUSE	tr|A0A6J2LI15|A0A6J2LI15_9CHIR
OG0014167	sp|Q8K190|SMDC1_MOUSE	tr|A0A6J2LF83|A0A6J2LF83_9CHIR
OG0014168	sp|Q8K194|SNR27_MOUSE	tr|A0A6J2KXA3|A0A6J2KXA3_9CHIR
OG0014169	sp|Q8K2G4|BBS7_MOUSE	tr|A0A6J2M9K6|A0A6J2M9K6_9CHIR
OG0014170	sp|Q8R2U7|LRC42_MOUSE	tr|A0A6J2LT49|A0A6J2LT49_9CHIR
OG0014171	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A6J2N6H2|A0A6J2N6H2_9CHIR
OG0014172	sp|Q99J62|RFC4_MOUSE	tr|A0A6J2L3Q7|A0A6J2L3Q7_9CHIR
OG0014173	sp|Q99KG3|RBM10_MOUSE	tr|A0A6J2MF45|A0A6J2MF45_9CHIR
OG0014174	sp|Q9CQG0|TMED6_MOUSE	tr|A0A6J2KSV3|A0A6J2KSV3_9CHIR
OG0014175	sp|Q9D084|CENPS_MOUSE	tr|A0A6J2LUI0|A0A6J2LUI0_9CHIR
OG0014176	sp|Q9D0L7|ARM10_MOUSE	tr|A0A6J2MNX3|A0A6J2MNX3_9CHIR
OG0014177	sp|Q9D8L5|CCD91_MOUSE	tr|A0A6J2N9W5|A0A6J2N9W5_9CHIR
OG0014178	sp|Q9D906|ATG7_MOUSE	tr|A0A7E6E6M1|A0A7E6E6M1_9CHIR
OG0014179	sp|Q9DBK0|ACO12_MOUSE	tr|A0A6J2N5Q9|A0A6J2N5Q9_9CHIR
OG0014180	sp|Q9EQC1|3BHS7_MOUSE	tr|A0A6J2LL40|A0A6J2LL40_9CHIR
OG0014181	sp|Q9JKF6|NECT1_MOUSE	tr|A0A7E6DYM8|A0A7E6DYM8_9CHIR
OG0014182	sp|Q9QZK7|DOK3_MOUSE	tr|A0A6J2N0Y3|A0A6J2N0Y3_9CHIR
OG0014183	sp|Q9WTR2|M3K6_MOUSE	tr|A0A6J2LNG2|A0A6J2LNG2_9CHIR
OG0014184	sp|Q9Z0F4|CIB1_MOUSE	tr|A0A6J2KRS3|A0A6J2KRS3_9CHIR
OG0014185	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A6J2MQL9|A0A6J2MQL9_9CHIR
OG0014186	sp|Q9Z132|RSPO1_MOUSE	tr|A0A6J2LUA0|A0A6J2LUA0_9CHIR
OG0014187	tr|B9EHG2|B9EHG2_MOUSE	tr|A0A6J2M2N7|A0A6J2M2N7_9CHIR
OG0014188	sp|B9EKR1|PTPRZ_MOUSE	tr|A0A6J2MTY8|A0A6J2MTY8_9CHIR
OG0014189	tr|F6TUL9|F6TUL9_MOUSE	tr|A0A6J2MKU4|A0A6J2MKU4_9CHIR
OG0014190	sp|O54942|CLD5_MOUSE	tr|A0A6J2N1M6|A0A6J2N1M6_9CHIR
OG0014191	sp|O88853|GALR3_MOUSE	tr|A0A6J2N9U4|A0A6J2N9U4_9CHIR
OG0014192	sp|P32972|TNFL8_MOUSE	tr|A0A6J2M6T5|A0A6J2M6T5_9CHIR
OG0014193	sp|P36895|BMR1A_MOUSE	tr|A0A6J2LGS0|A0A6J2LGS0_9CHIR
OG0014194	sp|P43687|HMX2_MOUSE	tr|A0A6J2LP06|A0A6J2LP06_9CHIR
OG0014195	sp|P47239|PAX7_MOUSE	tr|A0A6J2LTM6|A0A6J2LTM6_9CHIR
OG0014196	sp|P47801|EMP1_MOUSE	tr|A0A6J2NFE0|A0A6J2NFE0_9CHIR
OG0014197	sp|P48316|GA45A_MOUSE	tr|A0A6J2LTL1|A0A6J2LTL1_9CHIR
OG0014198	sp|P48346|IL15_MOUSE	tr|A0A6J2MG25|A0A6J2MG25_9CHIR
OG0014199	sp|P49766|VEGFB_MOUSE	tr|A0A7E6E2M1|A0A7E6E2M1_9CHIR
OG0014200	sp|P50171|DHB8_MOUSE	tr|A0A7E6DL17|A0A7E6DL17_9CHIR
OG0014201	sp|P51942|MATN1_MOUSE	tr|A0A7E6DQU0|A0A7E6DQU0_9CHIR
OG0014202	sp|P58463|FOXP2_MOUSE	tr|A0A7E6CIM9|A0A7E6CIM9_9CHIR
OG0014203	sp|P59708|SF3B6_MOUSE	tr|A0A6J2LZ97|A0A6J2LZ97_9CHIR
OG0014204	sp|P81067|IRX3_MOUSE	tr|A0A6J2KX80|A0A6J2KX80_9CHIR
OG0014205	sp|P97490|ADCY8_MOUSE	tr|A0A6J2NCP3|A0A6J2NCP3_9CHIR
OG0014206	sp|Q00417|TCF7_MOUSE	tr|A0A6J2N262|A0A6J2N262_9CHIR
OG0014207	sp|Q02591|GSC_MOUSE	tr|A0A6J2L729|A0A6J2L729_9CHIR
OG0014208	sp|Q05BQ1|TUTLA_MOUSE	tr|A0A7E6CXF5|A0A7E6CXF5_9CHIR
OG0014209	sp|Q149R9|LPAR5_MOUSE	tr|A0A7E6D2P0|A0A7E6D2P0_9CHIR
OG0014210	sp|Q60584|FBXW2_MOUSE	tr|A0A6J2LBQ6|A0A6J2LBQ6_9CHIR
OG0014211	sp|Q60900|ELAV3_MOUSE	tr|A0A7E6EG49|A0A7E6EG49_9CHIR
OG0014212	sp|Q6IR42|ZCPW1_MOUSE	tr|A0A7E6DB94|A0A7E6DB94_9CHIR
OG0014213	sp|Q6ZQ06|CE162_MOUSE	tr|A0A6J2LHY7|A0A6J2LHY7_9CHIR
OG0014214	sp|Q7TSH7|KCNF1_MOUSE	tr|A0A6J2LZG3|A0A6J2LZG3_9CHIR
OG0014215	sp|Q7TT18|MCAF1_MOUSE	tr|A0A7E6D7M2|A0A7E6D7M2_9CHIR
OG0014216	sp|Q80SY3|VA0D2_MOUSE	tr|A0A6J2M9B6|A0A6J2M9B6_9CHIR
OG0014217	sp|Q8BGH2|SAM50_MOUSE	tr|A0A6J2N915|A0A6J2N915_9CHIR
OG0014218	sp|Q8BJ63|AP5M1_MOUSE	tr|A0A6J2L498|A0A6J2L498_9CHIR
OG0014219	sp|Q8BJL0|SMAL1_MOUSE	tr|A0A6J2LFY7|A0A6J2LFY7_9CHIR
OG0014220	sp|Q8BR27|F214B_MOUSE	tr|A0A6J2LZB5|A0A6J2LZB5_9CHIR
OG0014221	sp|Q8BXV2|BRI3B_MOUSE	tr|A0A6J2MWN5|A0A6J2MWN5_9CHIR
OG0014222	sp|Q8C180|FRS2_MOUSE	tr|A0A6J2NAI8|A0A6J2NAI8_9CHIR
OG0014223	sp|Q8C3F7|KLH30_MOUSE	tr|A0A6J2LGK6|A0A6J2LGK6_9CHIR
OG0014224	sp|Q8C4P0|K1958_MOUSE	tr|A0A6J2M2T5|A0A6J2M2T5_9CHIR
OG0014225	sp|Q8CBY3|LENG8_MOUSE	tr|A0A6J2N5I0|A0A6J2N5I0_9CHIR
