Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0014295	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A811YZ69|A0A811YZ69_NYCPR
OG0014296	sp|Q9ES30|C1QT3_MOUSE	tr|A0A811YCJ8|A0A811YCJ8_NYCPR
OG0014297	sp|Q9EST8|IKBZ_MOUSE	tr|A0A811Y997|A0A811Y997_NYCPR
OG0014298	sp|Q9R1C7|PR40A_MOUSE	tr|A0A811ZH68|A0A811ZH68_NYCPR
OG0014299	sp|Q9WUK6|ZBT18_MOUSE	tr|A0A811YFK1|A0A811YFK1_NYCPR
OG0014300	sp|Q9Z2E5|ATOH7_MOUSE	tr|A0A811YGW3|A0A811YGW3_NYCPR
OG0014301	tr|A0A1B0GRK0|A0A1B0GRK0_MOUSE	tr|A0A811Z4J0|A0A811Z4J0_NYCPR
OG0014302	tr|E9PX29|E9PX29_MOUSE	tr|A0A811ZTX6|A0A811ZTX6_NYCPR
OG0014303	tr|E9Q9A6|E9Q9A6_MOUSE	tr|A0A811Y956|A0A811Y956_NYCPR
OG0014304	sp|O09165|CASQ1_MOUSE	tr|A0A811YR38|A0A811YR38_NYCPR
OG0014305	sp|O35166|GOSR2_MOUSE	tr|A0A811XU35|A0A811XU35_NYCPR
OG0014306	sp|O54967|ACK1_MOUSE	tr|A0A811Y0W9|A0A811Y0W9_NYCPR
OG0014307	sp|O54990|PROM1_MOUSE	tr|A0A811YEC4|A0A811YEC4_NYCPR
OG0014308	sp|O88932|KCJ15_MOUSE	tr|A0A811ZZY3|A0A811ZZY3_NYCPR
OG0014309	sp|P09079|HXB5_MOUSE	tr|A0A811XTD5|A0A811XTD5_NYCPR
OG0014310	sp|P10628|HXD4_MOUSE	tr|A0A811ZN98|A0A811ZN98_NYCPR
OG0014311	sp|P50592|TNF10_MOUSE	tr|A0A811ZR54|A0A811ZR54_NYCPR
OG0014312	sp|P52734|FGD1_MOUSE	tr|A0A811Z0D7|A0A811Z0D7_NYCPR
OG0014313	sp|P56916|GSC2_MOUSE	tr|A0A811YF90|A0A811YF90_NYCPR
OG0014314	sp|P57791|FACE2_MOUSE	tr|A0A811XWZ1|A0A811XWZ1_NYCPR
OG0014315	sp|P81066|IRX2_MOUSE	tr|A0A811ZQ78|A0A811ZQ78_NYCPR
OG0014316	sp|P97315|CSRP1_MOUSE	tr|A0A811Y8J2|A0A811Y8J2_NYCPR
OG0014317	sp|P97470|PP4C_MOUSE	tr|A0A811Z616|A0A811Z616_NYCPR
OG0014318	sp|P97822|AN32E_MOUSE	tr|A0A811ZX02|A0A811ZX02_NYCPR
OG0014319	sp|Q01705|NOTC1_MOUSE	tr|A0A811XUR7|A0A811XUR7_NYCPR
OG0014320	sp|Q02614|S30BP_MOUSE	tr|A0A811XZC8|A0A811XZC8_NYCPR
OG0014321	sp|Q06649|3BP2_MOUSE	tr|A0A811YFF9|A0A811YFF9_NYCPR
OG0014322	sp|Q14BJ1|FA89A_MOUSE	tr|A0A811ZR25|A0A811ZR25_NYCPR
OG0014323	sp|Q3UAW9|BRF2_MOUSE	tr|A0A811YYJ7|A0A811YYJ7_NYCPR
OG0014324	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A811YA86|A0A811YA86_NYCPR
OG0014325	sp|Q3UVY5|PCX4_MOUSE	tr|A0A811ZJL9|A0A811ZJL9_NYCPR
OG0014326	sp|Q4FZC9|SYNE3_MOUSE	tr|A0A811ZIP0|A0A811ZIP0_NYCPR
OG0014327	sp|Q5SVR0|TBC9B_MOUSE	tr|A0A811ZHT5|A0A811ZHT5_NYCPR
OG0014328	sp|Q61616|DRD1_MOUSE	tr|A0A811YHX4|A0A811YHX4_NYCPR
OG0014329	sp|Q62048|PEA15_MOUSE	tr|A0A811YZJ6|A0A811YZJ6_NYCPR
OG0014330	sp|Q62231|SIX1_MOUSE	tr|A0A811ZJ22|A0A811ZJ22_NYCPR
OG0014331	sp|Q62392|PHLA1_MOUSE	tr|A0A811Z5V2|A0A811Z5V2_NYCPR
OG0014332	sp|Q6PD05|ZN821_MOUSE	tr|A0A811ZK83|A0A811ZK83_NYCPR
OG0014333	sp|Q6PFY9|CC14B_MOUSE	tr|A0A811ZTC6|A0A811ZTC6_NYCPR
OG0014334	sp|Q71FD7|FBLI1_MOUSE	tr|A0A811YSZ9|A0A811YSZ9_NYCPR
OG0014335	sp|Q7TML3|S35F2_MOUSE	tr|A0A811ZMP7|A0A811ZMP7_NYCPR
OG0014336	sp|Q80TG9|LRFN2_MOUSE	tr|A0A811YJZ5|A0A811YJZ5_NYCPR
OG0014337	sp|Q80XA6|REPS2_MOUSE	tr|A0A811YWN5|A0A811YWN5_NYCPR
OG0014338	sp|Q8BGN2|CD033_MOUSE	tr|A0A811Y2U3|A0A811Y2U3_NYCPR
OG0014339	sp|Q8BL06|UBP54_MOUSE	tr|A0A811YHB0|A0A811YHB0_NYCPR
OG0014340	sp|Q8BYK6|YTHD3_MOUSE	tr|A0A811Y4Y0|A0A811Y4Y0_NYCPR
OG0014341	sp|Q8C206|GP157_MOUSE	tr|A0A811ZK72|A0A811ZK72_NYCPR
OG0014342	sp|Q8CHJ2|AQP12_MOUSE	tr|A0A811ZD52|A0A811ZD52_NYCPR
OG0014343	sp|Q8CHW4|EI2BE_MOUSE	tr|A0A811ZPI6|A0A811ZPI6_NYCPR
OG0014344	sp|Q8K3F2|MMP21_MOUSE	tr|A0A811ZCY9|A0A811ZCY9_NYCPR
OG0014345	sp|Q8R0F3|SUMF1_MOUSE	tr|A0A811Z5E6|A0A811Z5E6_NYCPR
OG0014346	sp|Q8R1L8|ANGL8_MOUSE	tr|A0A811ZA42|A0A811ZA42_NYCPR
OG0014347	sp|Q8VE08|FBX33_MOUSE	tr|A0A811ZQR4|A0A811ZQR4_NYCPR
OG0014348	tr|Q8VH11|Q8VH11_MOUSE	tr|A0A811Y497|A0A811Y497_NYCPR
OG0014349	sp|Q91WS4|BHMT2_MOUSE	tr|A0A811Z4E7|A0A811Z4E7_NYCPR
OG0014350	sp|Q923B6|STEA4_MOUSE	tr|A0A811ZP12|A0A811ZP12_NYCPR
OG0014351	sp|Q99LT0|DPY30_MOUSE	tr|A0A811YHW9|A0A811YHW9_NYCPR
OG0014352	sp|Q99P69|NUF2_MOUSE	tr|A0A811YQZ3|A0A811YQZ3_NYCPR
OG0014353	sp|Q9CQ19|MYL9_MOUSE	tr|A0A811Y1D5|A0A811Y1D5_NYCPR
OG0014354	sp|Q9CYI0|NJMU_MOUSE	tr|A0A811XTH1|A0A811XTH1_NYCPR
OG0014355	sp|Q9CZJ2|HS12B_MOUSE	tr|A0A811XXR2|A0A811XXR2_NYCPR
OG0014356	sp|Q9EQK7|ICMT_MOUSE	tr|A0A811ZKA4|A0A811ZKA4_NYCPR
OG0014357	sp|Q9ESN3|PGAP6_MOUSE	tr|A0A811Z0R3|A0A811Z0R3_NYCPR
OG0014358	sp|Q9ET80|JPH1_MOUSE	tr|A0A811Y2P5|A0A811Y2P5_NYCPR
OG0014359	sp|Q9JIX9|FASTK_MOUSE	tr|A0A811YUU5|A0A811YUU5_NYCPR
OG0014360	sp|Q9JJQ0|PIGB_MOUSE	tr|A0A811YBM6|A0A811YBM6_NYCPR
OG0014361	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A811ZA15|A0A811ZA15_NYCPR
OG0014362	sp|Q9WU22|PTN4_MOUSE	tr|A0A811XYN1|A0A811XYN1_NYCPR
OG0014363	sp|Q9WVL5|MORC1_MOUSE	tr|A0A811Y100|A0A811Y100_NYCPR
OG0014364	sp|Q9Z1E4|GYS1_MOUSE	tr|A0A811ZT96|A0A811ZT96_NYCPR
OG0014365	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A811Y514|A0A811Y514_NYCPR
OG0014366	sp|Q9Z211|PX11A_MOUSE	tr|A0A811YLE6|A0A811YLE6_NYCPR
OG0014367	tr|A0A0B4J1H5|A0A0B4J1H5_MOUSE	tr|A0A811YVT9|A0A811YVT9_NYCPR
OG0014368	sp|A2RSX7|TYW5_MOUSE	tr|A0A811ZBC4|A0A811ZBC4_NYCPR
OG0014369	sp|A6H694|LRC63_MOUSE	tr|A0A811YTR0|A0A811YTR0_NYCPR
OG0014370	sp|D6MZJ6|NSMA5_MOUSE	tr|A0A812A088|A0A812A088_NYCPR
OG0014371	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A811YBL5|A0A811YBL5_NYCPR
OG0014372	sp|O54931|AKAP2_MOUSE	tr|A0A811ZFU0|A0A811ZFU0_NYCPR
OG0014373	sp|O88199|CHST3_MOUSE	tr|A0A811YGR3|A0A811YGR3_NYCPR
OG0014374	sp|O88908|SOAT2_MOUSE	tr|A0A811YZQ9|A0A811YZQ9_NYCPR
OG0014375	sp|P03958|ADA_MOUSE	tr|A0A811XWG4|A0A811XWG4_NYCPR
OG0014376	sp|P16056|MET_MOUSE	tr|A0A812A0L3|A0A812A0L3_NYCPR
OG0014377	sp|P26883|FKB1A_MOUSE	tr|A0A811XW21|A0A811XW21_NYCPR
OG0014378	sp|P28230|CXB1_MOUSE	tr|A0A811YXT0|A0A811YXT0_NYCPR
OG0014379	sp|P35123|UBP4_MOUSE	tr|A0A811Z843|A0A811Z843_NYCPR
OG0014380	sp|P36552|HEM6_MOUSE	tr|A0A811Y9C3|A0A811Y9C3_NYCPR
OG0014381	sp|P47802|MTX1_MOUSE	tr|A0A811YD11|A0A811YD11_NYCPR
OG0014382	sp|P48754|BRCA1_MOUSE	tr|A0A811XSA2|A0A811XSA2_NYCPR
OG0014383	sp|P50289|ASPX_MOUSE	tr|A0A811ZPJ1|A0A811ZPJ1_NYCPR
OG0014384	sp|P83917|CBX1_MOUSE	tr|A0A811XR76|A0A811XR76_NYCPR
OG0014385	sp|P97927|LAMA4_MOUSE	tr|A0A811YSQ5|A0A811YSQ5_NYCPR
OG0014386	sp|Q2VPQ9|EAF6_MOUSE	tr|A0A811Y6M3|A0A811Y6M3_NYCPR
OG0014387	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A811XZB1|A0A811XZB1_NYCPR
OG0014388	sp|Q3URY6|ARMC2_MOUSE	tr|A0A811YL74|A0A811YL74_NYCPR
OG0014389	sp|Q3USB7|PLCL1_MOUSE	tr|A0A811ZBC7|A0A811ZBC7_NYCPR
OG0014390	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A811Z021|A0A811Z021_NYCPR
OG0014391	sp|Q61549|AGRE1_MOUSE	tr|A0A811ZAJ6|A0A811ZAJ6_NYCPR
OG0014392	sp|Q6NZC7|S23IP_MOUSE	tr|A0A811ZD02|A0A811ZD02_NYCPR
OG0014393	sp|Q6P1J0|MANEL_MOUSE	tr|A0A811Z734|A0A811Z734_NYCPR
OG0014394	sp|Q6XUX1|DUSTY_MOUSE	tr|A0A811YXZ5|A0A811YXZ5_NYCPR
OG0014395	tr|Q7TQV1|Q7TQV1_MOUSE	tr|A0A811ZTY7|A0A811ZTY7_NYCPR
OG0014396	sp|Q7TT37|ELP1_MOUSE	tr|A0A811ZFL6|A0A811ZFL6_NYCPR
OG0014397	sp|Q80V53|CHSTE_MOUSE	tr|A0A811Y2B9|A0A811Y2B9_NYCPR
OG0014398	sp|Q80X80|C2C2L_MOUSE	tr|A0A811ZN63|A0A811ZN63_NYCPR
OG0014399	sp|Q8BIZ1|ANS1B_MOUSE	tr|A0A811YXV0|A0A811YXV0_NYCPR
OG0014400	sp|Q8BKC8|PI4KB_MOUSE	tr|A0A811ZX46|A0A811ZX46_NYCPR
OG0014401	sp|Q8BKT7|THOC5_MOUSE	tr|A0A811YIL6|A0A811YIL6_NYCPR
OG0014402	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A811ZLB6|A0A811ZLB6_NYCPR
OG0014403	sp|Q8BWB1|SYP2L_MOUSE	tr|A0A811YDN3|A0A811YDN3_NYCPR
OG0014404	sp|Q8BZH0|S39AD_MOUSE	tr|A0A811Y2L1|A0A811Y2L1_NYCPR
OG0014405	sp|Q8CFP6|DJC27_MOUSE	tr|A0A811YK70|A0A811YK70_NYCPR
OG0014406	sp|Q8K4T3|STRAB_MOUSE	tr|A0A811ZBC9|A0A811ZBC9_NYCPR
OG0014407	sp|Q8QZV7|INT13_MOUSE	tr|A0A811Y582|A0A811Y582_NYCPR
OG0014408	sp|Q8VBW6|ULA1_MOUSE	tr|A0A811ZKV2|A0A811ZKV2_NYCPR
OG0014409	sp|Q91V09|WDR13_MOUSE	tr|A0A811Z5G9|A0A811Z5G9_NYCPR
OG0014410	sp|Q91XF4|RN167_MOUSE	tr|A0A811ZMF4|A0A811ZMF4_NYCPR
OG0014411	sp|Q921G7|ETFD_MOUSE	tr|A0A811Z321|A0A811Z321_NYCPR
OG0014412	sp|Q924K8|MTA3_MOUSE	tr|A0A811YI43|A0A811YI43_NYCPR
OG0014413	sp|Q99LU0|CH1B1_MOUSE	tr|A0A811YDW5|A0A811YDW5_NYCPR
OG0014414	sp|Q9CQ43|DUT_MOUSE	tr|A0A811YAX8|A0A811YAX8_NYCPR
OG0014415	sp|Q9D771|PACC1_MOUSE	tr|A0A811Y9T3|A0A811Y9T3_NYCPR
OG0014416	sp|Q9D8B6|F210B_MOUSE	tr|A0A811XV25|A0A811XV25_NYCPR
OG0014417	sp|Q9D9T8|EFHC1_MOUSE	tr|A0A811YRS2|A0A811YRS2_NYCPR
OG0014418	sp|Q9DAN9|CF97D_MOUSE	tr|A0A811XR78|A0A811XR78_NYCPR
OG0014419	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A811XS38|A0A811XS38_NYCPR
OG0014420	sp|Q9DBI2|BBS10_MOUSE	tr|A0A811Z4D9|A0A811Z4D9_NYCPR
OG0014421	sp|Q9EP71|RAI14_MOUSE	tr|A0A811YE31|A0A811YE31_NYCPR
OG0014422	sp|Q9EQX0|GHRL_MOUSE	tr|A0A811Z8T3|A0A811Z8T3_NYCPR
OG0014423	sp|Q9ESV0|DDX24_MOUSE	tr|A0A811ZID9|A0A811ZID9_NYCPR
OG0014424	sp|Q9JK45|KCNQ5_MOUSE	tr|A0A811YS09|A0A811YS09_NYCPR
OG0014425	sp|Q9QUH0|GLRX1_MOUSE	tr|A0A811ZWE4|A0A811ZWE4_NYCPR
OG0014426	sp|Q9QXE5|TSSP_MOUSE	tr|A0A811YH24|A0A811YH24_NYCPR
OG0014427	sp|Q9R1V6|ADA22_MOUSE	tr|A0A811ZQ35|A0A811ZQ35_NYCPR
OG0014428	sp|A2AM29|AF9_MOUSE	tr|A0A811ZGR1|A0A811ZGR1_NYCPR
OG0014429	sp|B2KF05|BRPF3_MOUSE	tr|A0A811YNP1|A0A811YNP1_NYCPR
OG0014430	tr|B7ZCR6|B7ZCR6_MOUSE	tr|A0A811XVS0|A0A811XVS0_NYCPR
OG0014431	sp|E9PYK3|PARP4_MOUSE	tr|A0A811Y4V6|A0A811Y4V6_NYCPR
OG0014432	sp|E9PZJ8|ASCC3_MOUSE	tr|A0A811YL28|A0A811YL28_NYCPR
OG0014433	tr|E9Q3Z1|E9Q3Z1_MOUSE	tr|A0A811Y0Z6|A0A811Y0Z6_NYCPR
OG0014434	sp|O08788|DCTN1_MOUSE	tr|A0A811ZWD1|A0A811ZWD1_NYCPR
OG0014435	sp|O09113|OTP_MOUSE	tr|A0A811Z8L5|A0A811Z8L5_NYCPR
OG0014436	sp|O35437|TCF21_MOUSE	tr|A0A811YDQ0|A0A811YDQ0_NYCPR
OG0014437	sp|O35450|FKBPL_MOUSE	tr|A0A811YMD3|A0A811YMD3_NYCPR
OG0014438	sp|P01831|THY1_MOUSE	tr|A0A811ZMY7|A0A811ZMY7_NYCPR
OG0014439	sp|P0CG14|DERPC_MOUSE	tr|A0A811YUS8|A0A811YUS8_NYCPR
OG0014440	sp|P28271|ACOHC_MOUSE	tr|A0A811ZG55|A0A811ZG55_NYCPR
OG0014441	sp|P52332|JAK1_MOUSE	tr|A0A811ZLH1|A0A811ZLH1_NYCPR
OG0014442	sp|P56477|IRF5_MOUSE	tr|A0A811ZNP6|A0A811ZNP6_NYCPR
OG0014443	sp|P58006|SESN1_MOUSE	tr|A0A811YV47|A0A811YV47_NYCPR
OG0014444	sp|P62301|RS13_MOUSE	tr|A0A811Y5M0|A0A811Y5M0_NYCPR
OG0014445	sp|P63239|NEC1_MOUSE	tr|A0A811ZWI4|A0A811ZWI4_NYCPR
OG0014446	sp|P70378|FGF11_MOUSE	tr|A0A811ZLE6|A0A811ZLE6_NYCPR
OG0014447	sp|Q01965|LY9_MOUSE	tr|A0A811YTG9|A0A811YTG9_NYCPR
OG0014448	sp|Q0VBU9|PLPP4_MOUSE	tr|A0A811ZD23|A0A811ZD23_NYCPR
OG0014449	sp|Q30KP3|DFB20_MOUSE	tr|A0A811XYD6|A0A811XYD6_NYCPR
OG0014450	sp|Q3U410|KLH21_MOUSE	tr|A0A811ZL10|A0A811ZL10_NYCPR
OG0014451	sp|Q3U827|RN180_MOUSE	tr|A0A811YMY6|A0A811YMY6_NYCPR
OG0014452	sp|Q3ULM6|USPL1_MOUSE	tr|A0A811Y3A1|A0A811Y3A1_NYCPR
OG0014453	sp|Q3UP23|TMM26_MOUSE	tr|A0A811ZQZ6|A0A811ZQZ6_NYCPR
OG0014454	sp|Q3UPL5|CK096_MOUSE	tr|A0A811ZEZ5|A0A811ZEZ5_NYCPR
OG0014455	sp|Q4ACU6|SHAN3_MOUSE	tr|A0A811YI20|A0A811YI20_NYCPR
OG0014456	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A811Y7V0|A0A811Y7V0_NYCPR
OG0014457	sp|Q5SW46|PERL_MOUSE	tr|A0A811Y1E0|A0A811Y1E0_NYCPR
OG0014458	sp|Q61334|BAP29_MOUSE	tr|A0A811ZEK6|A0A811ZEK6_NYCPR
OG0014459	sp|Q62225|CISH_MOUSE	tr|A0A811Z762|A0A811Z762_NYCPR
OG0014460	tr|Q7TRQ1|Q7TRQ1_MOUSE	tr|A0A811Y683|A0A811Y683_NYCPR
OG0014461	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A811ZHG5|A0A811ZHG5_NYCPR
OG0014462	sp|Q8BMA3|CNKR3_MOUSE	tr|A0A811ZSF2|A0A811ZSF2_NYCPR
OG0014463	sp|Q8BW66|S2548_MOUSE	tr|A0A811ZGD6|A0A811ZGD6_NYCPR
OG0014464	sp|Q8C050|KS6A5_MOUSE	tr|A0A811ZIT1|A0A811ZIT1_NYCPR
OG0014465	sp|Q8C996|TM163_MOUSE	tr|A0A811Y0H3|A0A811Y0H3_NYCPR
OG0014466	sp|Q8CDU4|DRC6_MOUSE	tr|A0A811ZEB3|A0A811ZEB3_NYCPR
OG0014467	sp|Q8CHD8|RFIP3_MOUSE	tr|A0A811Z3W7|A0A811Z3W7_NYCPR
OG0014468	sp|Q8CIM1|LRC45_MOUSE	tr|A0A811XTU6|A0A811XTU6_NYCPR
OG0014469	sp|Q8R0S1|ATF7_MOUSE	tr|A0A811YZS9|A0A811YZS9_NYCPR
OG0014470	sp|Q8R0T2|ZN768_MOUSE	tr|A0A811Z271|A0A811Z271_NYCPR
OG0014471	sp|Q8R179|KBTB4_MOUSE	tr|A0A811XWQ6|A0A811XWQ6_NYCPR
OG0014472	sp|Q8R1G1|TASP1_MOUSE	tr|A0A811Y288|A0A811Y288_NYCPR
OG0014473	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A811YP50|A0A811YP50_NYCPR
OG0014474	sp|Q8R307|VPS18_MOUSE	tr|A0A811Y9N1|A0A811Y9N1_NYCPR
OG0014475	sp|Q8R4D1|SL9A8_MOUSE	tr|A0A811XWQ5|A0A811XWQ5_NYCPR
OG0014476	sp|Q91WQ5|TAF5L_MOUSE	tr|A0A811ZQ06|A0A811ZQ06_NYCPR
OG0014477	sp|Q9CR60|GOT1B_MOUSE	tr|A0A811Y3A6|A0A811Y3A6_NYCPR
OG0014478	sp|Q9CY86|SAPC1_MOUSE	tr|A0A811YLN2|A0A811YLN2_NYCPR
OG0014479	sp|Q9DBB5|IF4E3_MOUSE	tr|A0A811Z8V0|A0A811Z8V0_NYCPR
OG0014480	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A811YI58|A0A811YI58_NYCPR
OG0014481	sp|Q9EPB4|ASC_MOUSE	tr|A0A811Z683|A0A811Z683_NYCPR
OG0014482	sp|Q9ERK9|P2RY6_MOUSE	tr|A0A811Y5X5|A0A811Y5X5_NYCPR
OG0014483	sp|Q9JJC9|HERP2_MOUSE	tr|A0A811ZYP0|A0A811ZYP0_NYCPR
OG0014484	sp|Q9Z0G2|SRPK3_MOUSE	tr|A0A811Z771|A0A811Z771_NYCPR
OG0014485	tr|A0A1Y7VMP7|A0A1Y7VMP7_MOUSE	tr|A0A811ZJ20|A0A811ZJ20_NYCPR
OG0014486	tr|A0A571BEL3|A0A571BEL3_MOUSE	tr|A0A811ZKV8|A0A811ZKV8_NYCPR
OG0014487	sp|A2A7Y5|MIIP_MOUSE	tr|A0A811YNU0|A0A811YNU0_NYCPR
OG0014488	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A811Y4P1|A0A811Y4P1_NYCPR
OG0014489	sp|A2ALK8|PTN3_MOUSE	tr|A0A811ZFI8|A0A811ZFI8_NYCPR
OG0014490	sp|A2AMT1|BFSP1_MOUSE	tr|A0A811XYN9|A0A811XYN9_NYCPR
OG0014491	sp|B1AVH7|TBD2A_MOUSE	tr|A0A811ZFG5|A0A811ZFG5_NYCPR
OG0014492	sp|E9Q4J9|AGRF2_MOUSE	tr|A0A811YNI9|A0A811YNI9_NYCPR
OG0014493	tr|G5E8K1|G5E8K1_MOUSE	tr|A0A811ZXZ2|A0A811ZXZ2_NYCPR
OG0014494	sp|O35723|DNJB3_MOUSE	tr|A0A811ZDJ4|A0A811ZDJ4_NYCPR
OG0014495	sp|O54905|B3GT2_MOUSE	tr|A0A811YR56|A0A811YR56_NYCPR
OG0014496	sp|O55225|OTOG_MOUSE	tr|A0A811YB19|A0A811YB19_NYCPR
OG0014497	sp|P19973|LSP1_MOUSE	tr|A0A811XYK4|A0A811XYK4_NYCPR
OG0014498	sp|P22272|IL6RA_MOUSE	tr|A0A811YFZ2|A0A811YFZ2_NYCPR
OG0014499	sp|P35330|ICAM2_MOUSE	tr|A0A811XVP2|A0A811XVP2_NYCPR
OG0014500	sp|P57080|UBP25_MOUSE	tr|A0A811ZZ18|A0A811ZZ18_NYCPR
OG0014501	sp|P61327|MGN_MOUSE	tr|A0A811ZLG2|A0A811ZLG2_NYCPR
OG0014502	sp|Q14AT2|TEX11_MOUSE	tr|A0A811YXU1|A0A811YXU1_NYCPR
OG0014503	sp|Q3TEL6|RN157_MOUSE	tr|A0A811XZE7|A0A811XZE7_NYCPR
OG0014504	sp|Q3TMV7|PYRD1_MOUSE	tr|A0A811Y523|A0A811Y523_NYCPR
OG0014505	sp|Q3TUU5|TEX30_MOUSE	tr|A0A811Z0L3|A0A811Z0L3_NYCPR
OG0014506	sp|Q3U1F9|PHAG1_MOUSE	tr|A0A811Y4C9|A0A811Y4C9_NYCPR
OG0014507	sp|Q3UU67|TRAT1_MOUSE	tr|A0A811Y1B9|A0A811Y1B9_NYCPR
OG0014508	sp|Q3UUG6|TBC24_MOUSE	tr|A0A811Z3Y5|A0A811Z3Y5_NYCPR
OG0014509	sp|Q3V209|TMUB2_MOUSE	tr|A0A811XQK7|A0A811XQK7_NYCPR
OG0014510	sp|Q60994|ADIPO_MOUSE	tr|A0A811ZQ53|A0A811ZQ53_NYCPR
OG0014511	sp|Q61312|AP2C_MOUSE	tr|A0A811XZ70|A0A811XZ70_NYCPR
OG0014512	sp|Q61624|ZN148_MOUSE	tr|A0A811Y3B2|A0A811Y3B2_NYCPR
OG0014513	sp|Q69Z28|ATS16_MOUSE	tr|A0A811ZNU8|A0A811ZNU8_NYCPR
OG0014514	sp|Q69ZW3|EHBP1_MOUSE	tr|A0A811YJE9|A0A811YJE9_NYCPR
OG0014515	sp|Q6KAU4|MB12B_MOUSE	tr|A0A811XX36|A0A811XX36_NYCPR
OG0014516	sp|Q6P1C1|IPPK_MOUSE	tr|A0A811ZTP8|A0A811ZTP8_NYCPR
OG0014517	sp|Q6P3A1|STMD1_MOUSE	tr|A0A811YB41|A0A811YB41_NYCPR
OG0014518	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A811XUN7|A0A811XUN7_NYCPR
OG0014519	sp|Q7TSH4|CP110_MOUSE	tr|A0A811Z0M2|A0A811Z0M2_NYCPR
OG0014520	sp|Q80WC3|TNC18_MOUSE	tr|A0A811Z570|A0A811Z570_NYCPR
OG0014521	sp|Q8BGC9|CREG2_MOUSE	tr|A0A811YPZ4|A0A811YPZ4_NYCPR
OG0014522	sp|Q8CBX0|CSC1_MOUSE	tr|A0A811ZIZ6|A0A811ZIZ6_NYCPR
OG0014523	sp|Q8K183|PDXK_MOUSE	tr|A0A811ZYJ0|A0A811ZYJ0_NYCPR
OG0014524	sp|Q8K248|HPDL_MOUSE	tr|A0A811Z3R7|A0A811Z3R7_NYCPR
OG0014525	sp|Q8K485|KCD11_MOUSE	tr|A0A811ZMJ4|A0A811ZMJ4_NYCPR
OG0014526	sp|Q8K4Z0|LGI2_MOUSE	tr|A0A811YHM3|A0A811YHM3_NYCPR
OG0014527	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A811XXR5|A0A811XXR5_NYCPR
OG0014528	sp|Q91VX2|UBAP2_MOUSE	tr|A0A811ZFU5|A0A811ZFU5_NYCPR
OG0014529	sp|Q91W89|MA2C1_MOUSE	tr|A0A811Y4W6|A0A811Y4W6_NYCPR
OG0014530	sp|Q9D187|CIA2B_MOUSE	tr|A0A811ZK15|A0A811ZK15_NYCPR
OG0014531	sp|Q9D263|SPIT4_MOUSE	tr|A0A811XWC4|A0A811XWC4_NYCPR
OG0014532	sp|Q9D289|TPC6B_MOUSE	tr|A0A811ZRJ9|A0A811ZRJ9_NYCPR
OG0014533	sp|Q9D2N9|VP33A_MOUSE	tr|A0A811YDV8|A0A811YDV8_NYCPR
OG0014534	sp|Q9D4Y8|TM269_MOUSE	tr|A0A811Z4Y7|A0A811Z4Y7_NYCPR
OG0014535	sp|Q9D757|DAPL1_MOUSE	tr|A0A811ZQ01|A0A811ZQ01_NYCPR
OG0014536	sp|Q9D924|ISCA1_MOUSE	tr|A0A811ZRN6|A0A811ZRN6_NYCPR
OG0014537	sp|Q9D9N8|PADC1_MOUSE	tr|A0A811ZWE9|A0A811ZWE9_NYCPR
OG0014538	sp|Q9DA11|LYZL6_MOUSE	tr|A0A811Y331|A0A811Y331_NYCPR
OG0014539	sp|Q9ES52|SHIP1_MOUSE	tr|A0A811ZDM0|A0A811ZDM0_NYCPR
OG0014540	sp|Q9JJF3|RIOX1_MOUSE	tr|A0A811ZJZ1|A0A811ZJZ1_NYCPR
OG0014541	sp|Q9JK97|KCNQ4_MOUSE	tr|A0A811Z6Z6|A0A811Z6Z6_NYCPR
OG0014542	sp|Q9QUR7|PIN1_MOUSE	tr|A0A811ZA75|A0A811ZA75_NYCPR
OG0014543	sp|Q9QX29|TRPC5_MOUSE	tr|A0A811YYV3|A0A811YYV3_NYCPR
OG0014544	sp|Q9QXT8|CSEN_MOUSE	tr|A0A811YGJ0|A0A811YGJ0_NYCPR
OG0014545	sp|Q9R0M6|RAB9A_MOUSE	tr|A0A811YYX3|A0A811YYX3_NYCPR
OG0014546	sp|Q9WU00|NRF1_MOUSE	tr|A0A811ZNS2|A0A811ZNS2_NYCPR
OG0014547	tr|A0A1B0GSP6|A0A1B0GSP6_MOUSE	tr|A0A811ZDM4|A0A811ZDM4_NYCPR
