Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0015442	tr|E9PUD6|E9PUD6_MOUSE	tr|A0A1U8CNQ8|A0A1U8CNQ8_MESAU
OG0015443	tr|A0A140LIR9|A0A140LIR9_MOUSE	tr|A0A3Q0CAJ7|A0A3Q0CAJ7_MESAU
OG0015444	sp|Q03147|CDK7_MOUSE	tr|A0A3Q0CDC2|A0A3Q0CDC2_MESAU
OG0015445	sp|Q8CG64|FKRP_MOUSE	tr|A0A3Q0CEJ5|A0A3Q0CEJ5_MESAU
OG0015446	sp|Q7TPC1|CDSN_MOUSE	tr|A0A3Q0CF85|A0A3Q0CF85_MESAU
OG0015447	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A3Q0CFH9|A0A3Q0CFH9_MESAU
OG0015448	sp|Q9D7Y9|SLX4I_MOUSE	tr|A0A3Q0CHL1|A0A3Q0CHL1_MESAU
OG0015449	sp|Q7TT36|AGRA3_MOUSE	tr|A0A3Q0CHP0|A0A3Q0CHP0_MESAU
OG0015450	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A3Q0CKI0|A0A3Q0CKI0_MESAU
OG0015451	sp|P13379|CD5_MOUSE	tr|A0A3Q0CLE5|A0A3Q0CLE5_MESAU
OG0015452	sp|Q8BMS2|SPON2_MOUSE	tr|A0A3Q0CQ72|A0A3Q0CQ72_MESAU
OG0015453	sp|Q99JB0|KLF7_MOUSE	tr|A0A3Q0CR77|A0A3Q0CR77_MESAU
OG0015454	sp|P08152|EGR2_MOUSE	tr|A0A3Q0CRP4|A0A3Q0CRP4_MESAU
OG0015455	sp|Q9DD18|DTD1_MOUSE	tr|A0A3Q0CVU2|A0A3Q0CVU2_MESAU
OG0015456	tr|D3Z1Y0|D3Z1Y0_MOUSE	tr|A0A3Q0CW36|A0A3Q0CW36_MESAU
OG0015457	sp|Q4LDD4|ARAP1_MOUSE	tr|A0A3Q0CX11|A0A3Q0CX11_MESAU
OG0015458	sp|Q9WUE4|NPRL2_MOUSE	tr|A0A3Q0CYG6|A0A3Q0CYG6_MESAU
OG0015459	sp|Q9JJB1|T191C_MOUSE	tr|A0A3Q0D2T1|A0A3Q0D2T1_MESAU
OG0015460	sp|O35347|DGCR6_MOUSE	tr|A0A3Q0D3N7|A0A3Q0D3N7_MESAU
OG0015461	sp|Q8BQ47|CNPY4_MOUSE	tr|A0A3Q0D8A6|A0A3Q0D8A6_MESAU
OG0015462	sp|Q8CHE4|PHLP1_MOUSE	tr|A0A3Q0D9C1|A0A3Q0D9C1_MESAU
OG0015463	sp|Q3TZZ7|ESYT2_MOUSE	tr|A0A3Q0DDU7|A0A3Q0DDU7_MESAU
OG0015464	sp|O70139|IPKG_MOUSE	tr|A0A3Q0DHV5|A0A3Q0DHV5_MESAU
OG0015465	sp|O70326|GREM1_MOUSE	tr|A0A1U7Q345|A0A1U7Q345_MESAU
OG0015466	sp|Q9D8T4|TV23B_MOUSE	tr|A0A1U7Q495|A0A1U7Q495_MESAU
OG0015467	sp|P70453|PDE7A_MOUSE	tr|A0A1U7Q708|A0A1U7Q708_MESAU
OG0015468	tr|E9PZ87|E9PZ87_MOUSE	tr|A0A1U7Q709|A0A1U7Q709_MESAU
OG0015469	sp|Q6A0A9|F120A_MOUSE	tr|A0A1U7Q8T0|A0A1U7Q8T0_MESAU
OG0015470	sp|Q80XC6|NRDE2_MOUSE	tr|A0A1U7Q984|A0A1U7Q984_MESAU
OG0015471	sp|Q9QZC8|ABHD1_MOUSE	tr|A0A1U7Q988|A0A1U7Q988_MESAU
OG0015472	sp|Q9Z1B3|PLCB1_MOUSE	tr|A0A1U7QB61|A0A1U7QB61_MESAU
OG0015473	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A1U7QC29|A0A1U7QC29_MESAU
OG0015474	sp|Q60848|HELLS_MOUSE	tr|A0A1U7QD30|A0A1U7QD30_MESAU
OG0015475	sp|Q69ZJ7|RIC1_MOUSE	tr|A0A1U7QD75|A0A1U7QD75_MESAU
OG0015476	sp|Q62356|FSTL1_MOUSE	tr|A0A1U7QDD9|A0A1U7QDD9_MESAU
OG0015477	sp|Q99J27|ACATN_MOUSE	tr|A0A1U7QFL3|A0A1U7QFL3_MESAU
OG0015478	tr|J3QPR6|J3QPR6_MOUSE	tr|A0A1U7QGE2|A0A1U7QGE2_MESAU
OG0015479	sp|Q8K0E7|SERC2_MOUSE	tr|A0A1U7QIA4|A0A1U7QIA4_MESAU
OG0015480	sp|Q80VW5|WHRN_MOUSE	tr|A0A1U7QJD1|A0A1U7QJD1_MESAU
OG0015481	sp|Q62028|PLA2R_MOUSE	tr|A0A1U7QM60|A0A1U7QM60_MESAU
OG0015482	sp|Q99LS0|AUGN_MOUSE	tr|A0A1U7QMM8|A0A1U7QMM8_MESAU
OG0015483	sp|Q8R448|OTOSP_MOUSE	tr|A0A1U7QMP2|A0A1U7QMP2_MESAU
OG0015484	sp|Q9DBP5|KCY_MOUSE	tr|A0A1U7QQ48|A0A1U7QQ48_MESAU
OG0015485	sp|Q61743|KCJ11_MOUSE	tr|A0A1U7QRT4|A0A1U7QRT4_MESAU
OG0015486	sp|O35595|PTC2_MOUSE	tr|A0A1U7QSH8|A0A1U7QSH8_MESAU
OG0015487	tr|Q9CQ11|Q9CQ11_MOUSE	tr|A0A1U7QU12|A0A1U7QU12_MESAU
OG0015488	sp|Q8BFY6|PEF1_MOUSE	tr|A0A1U7QUY3|A0A1U7QUY3_MESAU
OG0015489	sp|P09632|HXB8_MOUSE	tr|A0A1U7QW37|A0A1U7QW37_MESAU
OG0015490	sp|Q762D5|S35D2_MOUSE	tr|A0A1U7R0G6|A0A1U7R0G6_MESAU
OG0015491	sp|Q9D958|SPCS1_MOUSE	tr|A0A1U7R0Z1|A0A1U7R0Z1_MESAU
OG0015492	sp|Q921F2|TADBP_MOUSE	tr|A0A1U7R1X6|A0A1U7R1X6_MESAU
OG0015493	sp|Q06335|APLP2_MOUSE	tr|A0A1U7R2P8|A0A1U7R2P8_MESAU
OG0015494	tr|F6R5P4|F6R5P4_MOUSE	tr|A0A1U7R3G8|A0A1U7R3G8_MESAU
OG0015495	sp|Q99MH6|NKD1_MOUSE	tr|A0A1U7R4G0|A0A1U7R4G0_MESAU
OG0015496	sp|Q3UPL5|CK096_MOUSE	tr|A0A1U7R7A0|A0A1U7R7A0_MESAU
OG0015497	tr|Q7TQU7|Q7TQU7_MOUSE	tr|A0A1U7R8M7|A0A1U7R8M7_MESAU
OG0015498	sp|P56485|ACKR3_MOUSE	tr|A0A1U7R951|A0A1U7R951_MESAU
OG0015499	sp|P30966|5HT5A_MOUSE	tr|A0A1U7R9U9|A0A1U7R9U9_MESAU
OG0015500	sp|Q91YT0|NDUV1_MOUSE	tr|A0A1U7RHI3|A0A1U7RHI3_MESAU
OG0015501	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A1U8BJ20|A0A1U8BJ20_MESAU
OG0015502	sp|Q5XF89|AT133_MOUSE	tr|A0A1U8BRE3|A0A1U8BRE3_MESAU
OG0015503	sp|Q9D142|NUD14_MOUSE	tr|A0A1U8BW72|A0A1U8BW72_MESAU
OG0015504	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A1U8C1M0|A0A1U8C1M0_MESAU
OG0015505	sp|Q8VHL0|UT1_MOUSE	tr|A0A1U8C1W9|A0A1U8C1W9_MESAU
OG0015506	sp|Q99MT6|SUCR1_MOUSE	tr|A0A1U8C4Q9|A0A1U8C4Q9_MESAU
OG0015507	sp|O89116|VTI1A_MOUSE	tr|A0A1U8C7H5|A0A1U8C7H5_MESAU
OG0015508	sp|Q9D2F5|STPG1_MOUSE	tr|A0A1U8C8B9|A0A1U8C8B9_MESAU
OG0015509	tr|F8VQ39|F8VQ39_MOUSE	tr|A0A1U8CBF6|A0A1U8CBF6_MESAU
OG0015510	sp|E9Q6D6|ZN277_MOUSE	tr|A0A1U8CCI7|A0A1U8CCI7_MESAU
OG0015511	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A1U8CDQ2|A0A1U8CDQ2_MESAU
OG0015512	sp|Q9D695|SPB7_MOUSE	tr|A0A1U8CEV0|A0A1U8CEV0_MESAU
OG0015513	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A1U8CI77|A0A1U8CI77_MESAU
OG0015514	sp|P26151|FCGR1_MOUSE	tr|A0A1U8CID3|A0A1U8CID3_MESAU
OG0015515	tr|D3Z445|D3Z445_MOUSE	tr|A0A1U8CMJ8|A0A1U8CMJ8_MESAU
OG0015516	tr|E9Q252|E9Q252_MOUSE	tr|A0A1U8CT10|A0A1U8CT10_MESAU
OG0015517	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A3Q0CAB0|A0A3Q0CAB0_MESAU
OG0015518	tr|Q91UZ1|Q91UZ1_MOUSE	tr|A0A3Q0CHK8|A0A3Q0CHK8_MESAU
OG0015519	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A3Q0CJL3|A0A3Q0CJL3_MESAU
OG0015520	sp|Q6PR54|RIF1_MOUSE	tr|A0A3Q0CNX5|A0A3Q0CNX5_MESAU
OG0015521	sp|Q6A0A2|LAR4B_MOUSE	tr|A0A3Q0CSW1|A0A3Q0CSW1_MESAU
OG0015522	sp|Q8BW10|NOB1_MOUSE	tr|A0A3Q0CV74|A0A3Q0CV74_MESAU
OG0015523	sp|Q8C267|SETB2_MOUSE	tr|A0A3Q0CYP0|A0A3Q0CYP0_MESAU
OG0015524	sp|A2A7Q9|RN19B_MOUSE	tr|A0A3Q0D1M7|A0A3Q0D1M7_MESAU
OG0015525	sp|Q9ESL4|M3K20_MOUSE	tr|A0A3Q0D4Y6|A0A3Q0D4Y6_MESAU
OG0015526	sp|Q8BTU1|CFA20_MOUSE	tr|A0A3Q0D5G3|A0A3Q0D5G3_MESAU
OG0015527	sp|Q9QZ88|VPS29_MOUSE	tr|A0A3Q0D7K0|A0A3Q0D7K0_MESAU
OG0015528	sp|Q5U464|ASAP3_MOUSE	tr|A0A3Q0D7S6|A0A3Q0D7S6_MESAU
OG0015529	sp|Q8K4T1|SIA8F_MOUSE	tr|A0A3Q0D8P4|A0A3Q0D8P4_MESAU
OG0015530	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A3Q0D9Y7|A0A3Q0D9Y7_MESAU
OG0015531	sp|Q8VH51|RBM39_MOUSE	tr|A0A3Q0DAB4|A0A3Q0DAB4_MESAU
OG0015532	sp|A2AUQ7|GTA1L_MOUSE	tr|A0A3Q0DAY3|A0A3Q0DAY3_MESAU
OG0015533	sp|Q9QXY1|ZO3_MOUSE	tr|A0A3Q0DBH6|A0A3Q0DBH6_MESAU
OG0015534	sp|Q9JJ06|C1GLT_MOUSE	tr|A0A3Q0DCH6|A0A3Q0DCH6_MESAU
OG0015535	sp|Q8JZN3|KCJ14_MOUSE	tr|A0A3Q0DG71|A0A3Q0DG71_MESAU
OG0015536	sp|Q71KT5|ERG24_MOUSE	tr|A0A1U7Q2U3|A0A1U7Q2U3_MESAU
OG0015537	sp|Q8BP74|PSTK_MOUSE	tr|A0A1U7Q2Y8|A0A1U7Q2Y8_MESAU
OG0015538	sp|Q9D9S2|TM225_MOUSE	tr|A0A1U7Q567|A0A1U7Q567_MESAU
OG0015539	sp|Q8VHY0|CSPG4_MOUSE	tr|A0A1U7Q5B4|A0A1U7Q5B4_MESAU
OG0015540	tr|Q3TEE9|Q3TEE9_MOUSE	tr|A0A1U7Q7N3|A0A1U7Q7N3_MESAU
OG0015541	sp|Q9R0W9|ACHA6_MOUSE	tr|A0A1U7Q929|A0A1U7Q929_MESAU
OG0015542	sp|Q3UN02|LCLT1_MOUSE	tr|A0A1U7Q9A2|A0A1U7Q9A2_MESAU
OG0015543	sp|P97489|GATA5_MOUSE	tr|A0A1U7QAB2|A0A1U7QAB2_MESAU
OG0015544	tr|E9Q7L1|E9Q7L1_MOUSE	tr|A0A1U7QC51|A0A1U7QC51_MESAU
OG0015545	sp|Q9JMJ2|FBXW4_MOUSE	tr|A0A1U7QCV7|A0A1U7QCV7_MESAU
OG0015546	tr|Q9D264|Q9D264_MOUSE	tr|A0A1U7QF82|A0A1U7QF82_MESAU
OG0015547	sp|P61211|ARL1_MOUSE	tr|A0A1U7QKI8|A0A1U7QKI8_MESAU
OG0015548	sp|Q9D9U4|TEX22_MOUSE	tr|A0A1U7QKX3|A0A1U7QKX3_MESAU
OG0015549	sp|Q400C8|AMZ2_MOUSE	tr|A0A1U7QLC8|A0A1U7QLC8_MESAU
OG0015550	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A1U7QM62|A0A1U7QM62_MESAU
OG0015551	sp|Q99NH2|PARD3_MOUSE	tr|A0A1U7QPS6|A0A1U7QPS6_MESAU
OG0015552	sp|Q8BVN0|CC122_MOUSE	tr|A0A1U7QQJ5|A0A1U7QQJ5_MESAU
OG0015553	sp|F6ZDS4|TPR_MOUSE	tr|A0A1U7QS36|A0A1U7QS36_MESAU
OG0015554	sp|Q9ET66|PI16_MOUSE	tr|A0A1U7QS87|A0A1U7QS87_MESAU
OG0015555	sp|P56135|ATPK_MOUSE	tr|A0A1U7QSI8|A0A1U7QSI8_MESAU
OG0015556	tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE	tr|A0A1U7QSR4|A0A1U7QSR4_MESAU
OG0015557	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A1U7QUF4|A0A1U7QUF4_MESAU
OG0015558	sp|Q9WUR9|KAD4_MOUSE	tr|A0A1U7QV59|A0A1U7QV59_MESAU
OG0015559	sp|Q3TZ87|MARH9_MOUSE	tr|A0A1U7QVA8|A0A1U7QVA8_MESAU
OG0015560	sp|Q9D3P1|TCHL1_MOUSE	tr|A0A1U7QW74|A0A1U7QW74_MESAU
OG0015561	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A1U7QXJ2|A0A1U7QXJ2_MESAU
OG0015562	sp|Q9Z1P8|ANGL4_MOUSE	tr|A0A1U7QXQ9|A0A1U7QXQ9_MESAU
OG0015563	sp|Q9ER97|NGB_MOUSE	tr|A0A1U7QZ21|A0A1U7QZ21_MESAU
OG0015564	sp|O08573|LEG9_MOUSE	tr|A0A1U7R0T0|A0A1U7R0T0_MESAU
OG0015565	sp|Q80YS9|STKL1_MOUSE	tr|A0A1U7R1F3|A0A1U7R1F3_MESAU
OG0015566	sp|P70178|SIX5_MOUSE	tr|A0A1U7R2V9|A0A1U7R2V9_MESAU
OG0015567	sp|Q8CD94|LIN52_MOUSE	tr|A0A1U7RDF4|A0A1U7RDF4_MESAU
OG0015568	tr|F8VQB9|F8VQB9_MOUSE	tr|A0A1U7RHR7|A0A1U7RHR7_MESAU
OG0015569	sp|Q8K2F3|DEPP1_MOUSE	tr|A0A1U8BER9|A0A1U8BER9_MESAU
OG0015570	sp|Q9D3H0|TMM80_MOUSE	tr|A0A1U8BS32|A0A1U8BS32_MESAU
OG0015571	sp|Q8R4V1|NFAM1_MOUSE	tr|A0A1U8BSS6|A0A1U8BSS6_MESAU
OG0015572	sp|Q8BYM8|SYCM_MOUSE	tr|A0A1U8BVH0|A0A1U8BVH0_MESAU
OG0015573	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A1U8BWS7|A0A1U8BWS7_MESAU
OG0015574	sp|Q68FH0|PKP4_MOUSE	tr|A0A1U8BX05|A0A1U8BX05_MESAU
OG0015575	sp|Q9ERF3|WDR61_MOUSE	tr|A0A1U8BY60|A0A1U8BY60_MESAU
OG0015576	sp|Q9WUX5|IRAG1_MOUSE	tr|A0A1U8C0E0|A0A1U8C0E0_MESAU
OG0015577	sp|Q91WG2|RABE2_MOUSE	tr|A0A1U8CA83|A0A1U8CA83_MESAU
OG0015578	sp|A2RSX7|TYW5_MOUSE	tr|A0A1U8CAW9|A0A1U8CAW9_MESAU
OG0015579	sp|Q8CHS4|PLCX1_MOUSE	tr|A0A1U8CD86|A0A1U8CD86_MESAU
OG0015580	sp|Q9ERM2|ICAM4_MOUSE	tr|A0A1U8CGS0|A0A1U8CGS0_MESAU
OG0015581	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A1U8CHE5|A0A1U8CHE5_MESAU
OG0015582	sp|Q9WTJ4|FIZ1_MOUSE	tr|A0A1U8CTM2|A0A1U8CTM2_MESAU
OG0015583	tr|S4R1L6|S4R1L6_MOUSE	tr|A0A1U8CZA7|A0A1U8CZA7_MESAU
OG0015584	tr|A0A338P7C9|A0A338P7C9_MOUSE	tr|A0A3Q0CD62|A0A3Q0CD62_MESAU
OG0015585	sp|O35618|MDM4_MOUSE	tr|A0A3Q0CGD9|A0A3Q0CGD9_MESAU
OG0015586	sp|Q8BFQ9|KLH42_MOUSE	tr|A0A3Q0CH10|A0A3Q0CH10_MESAU
OG0015587	sp|Q9JKF4|CLC6A_MOUSE	tr|A0A3Q0CI30|A0A3Q0CI30_MESAU
OG0015588	tr|E9PYP2|E9PYP2_MOUSE	tr|A0A3Q0CKG0|A0A3Q0CKG0_MESAU
OG0015589	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A3Q0CL39|A0A3Q0CL39_MESAU
OG0015590	sp|Q9D1H9|MFAP4_MOUSE	tr|A0A3Q0CL91|A0A3Q0CL91_MESAU
OG0015591	sp|Q8C838|TARG1_MOUSE	tr|A0A3Q0CMR8|A0A3Q0CMR8_MESAU
OG0015592	sp|Q9CQ65|MTAP_MOUSE	tr|A0A3Q0CS45|A0A3Q0CS45_MESAU
OG0015593	sp|Q8R3Q6|MIX23_MOUSE	tr|A0A3Q0CSJ2|A0A3Q0CSJ2_MESAU
OG0015594	sp|Q8BHB3|LAX1_MOUSE	tr|A0A3Q0CVV6|A0A3Q0CVV6_MESAU
OG0015595	sp|Q8K245|UVRAG_MOUSE	tr|A0A3Q0CWR6|A0A3Q0CWR6_MESAU
OG0015596	sp|P23299|KCNE1_MOUSE	tr|A0A3Q0CWS4|A0A3Q0CWS4_MESAU
OG0015597	sp|Q5SYL3|K0100_MOUSE	tr|A0A3Q0CX54|A0A3Q0CX54_MESAU
OG0015598	sp|Q9CR40|KLH28_MOUSE	tr|A0A3Q0CXA0|A0A3Q0CXA0_MESAU
OG0015599	sp|Q9CUU3|SYCP2_MOUSE	tr|A0A3Q0CYP8|A0A3Q0CYP8_MESAU
OG0015600	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A3Q0CYZ3|A0A3Q0CYZ3_MESAU
OG0015601	sp|Q80YY7|ZN618_MOUSE	tr|A0A3Q0CZM8|A0A3Q0CZM8_MESAU
OG0015602	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A3Q0D016|A0A3Q0D016_MESAU
OG0015603	tr|A0A0G2JEB7|A0A0G2JEB7_MOUSE	tr|A0A3Q0D0M3|A0A3Q0D0M3_MESAU
OG0015604	sp|Q6PCX9|TRI37_MOUSE	tr|A0A3Q0D2H0|A0A3Q0D2H0_MESAU
OG0015605	sp|Q8C0J2|A16L1_MOUSE	tr|A0A3Q0D6D2|A0A3Q0D6D2_MESAU
OG0015606	sp|Q2YDW2|MSTO1_MOUSE	tr|A0A3Q0D7K3|A0A3Q0D7K3_MESAU
OG0015607	sp|O08532|CA2D1_MOUSE	tr|A0A3Q0D849|A0A3Q0D849_MESAU
OG0015608	sp|Q64249|NR6A1_MOUSE	tr|A0A3Q0DA48|A0A3Q0DA48_MESAU
OG0015609	sp|A7RDN6|RNLS_MOUSE	tr|A0A1U7Q2Q6|A0A1U7Q2Q6_MESAU
OG0015610	tr|F6YQT7|F6YQT7_MOUSE	tr|A0A1U7Q4B7|A0A1U7Q4B7_MESAU
OG0015611	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A1U7Q5X6|A0A1U7Q5X6_MESAU
OG0015612	sp|Q8R4H9|ZNT5_MOUSE	tr|A0A1U7Q6D6|A0A1U7Q6D6_MESAU
OG0015613	sp|P60122|RUVB1_MOUSE	tr|A0A1U7Q6V2|A0A1U7Q6V2_MESAU
OG0015614	sp|Q8K203|NEIL3_MOUSE	tr|A0A1U7Q7I2|A0A1U7Q7I2_MESAU
OG0015615	sp|Q9ERG0|LIMA1_MOUSE	tr|A0A1U7Q831|A0A1U7Q831_MESAU
OG0015616	sp|Q9Z111|GA45G_MOUSE	tr|A0A1U7Q8R8|A0A1U7Q8R8_MESAU
OG0015617	sp|P47212|GALA_MOUSE	tr|A0A1U7QBJ5|A0A1U7QBJ5_MESAU
OG0015618	sp|Q99NF1|BCDO2_MOUSE	tr|A0A1U7QCN3|A0A1U7QCN3_MESAU
OG0015619	sp|Q9CWW7|CXXC1_MOUSE	tr|A0A1U7QD05|A0A1U7QD05_MESAU
OG0015620	sp|Q60571|CRHBP_MOUSE	tr|A0A1U7QE24|A0A1U7QE24_MESAU
OG0015621	sp|P12025|MK_MOUSE	tr|A0A1U7QEQ6|A0A1U7QEQ6_MESAU
OG0015622	sp|O70145|NCF2_MOUSE	tr|A0A1U7QFQ4|A0A1U7QFQ4_MESAU
OG0015623	sp|Q9D2L1|ARSK_MOUSE	tr|A0A1U7QGG2|A0A1U7QGG2_MESAU
OG0015624	sp|Q8VHS2|CRUM1_MOUSE	tr|A0A1U7QJC8|A0A1U7QJC8_MESAU
OG0015625	sp|Q9WUA1|WIF1_MOUSE	tr|A0A1U7QLN1|A0A1U7QLN1_MESAU
OG0015626	sp|Q8K249|CLM2_MOUSE	tr|A0A1U7QLT3|A0A1U7QLT3_MESAU
OG0015627	sp|Q3TZA2|CDKL4_MOUSE	tr|A0A1U7QMY3|A0A1U7QMY3_MESAU
OG0015628	sp|Q08AT1|RASLC_MOUSE	tr|A0A1U7QMZ5|A0A1U7QMZ5_MESAU
OG0015629	sp|Q32MG2|CBY2_MOUSE	tr|A0A1U7QN08|A0A1U7QN08_MESAU
OG0015630	sp|Q99J83|ATG5_MOUSE	tr|A0A1U7QPM4|A0A1U7QPM4_MESAU
OG0015631	sp|Q9CPU0|LGUL_MOUSE	tr|A0A1U7QQ12|A0A1U7QQ12_MESAU
OG0015632	sp|Q60773|CDN2D_MOUSE	tr|A0A1U7QQ97|A0A1U7QQ97_MESAU
OG0015633	sp|P33435|MMP13_MOUSE	tr|A0A1U7QQZ4|A0A1U7QQZ4_MESAU
OG0015634	sp|Q9JKF7|RM39_MOUSE	tr|A0A1U7QSQ0|A0A1U7QSQ0_MESAU
OG0015635	sp|Q64373|B2CL1_MOUSE	tr|A0A1U7QU73|A0A1U7QU73_MESAU
OG0015636	tr|Q30KN7|Q30KN7_MOUSE	tr|A0A1U7QU93|A0A1U7QU93_MESAU
OG0015637	sp|Q8BH15|CNO10_MOUSE	tr|A0A1U7QUP2|A0A1U7QUP2_MESAU
OG0015638	sp|Q9D6I3|PROF4_MOUSE	tr|A0A1U7QYW3|A0A1U7QYW3_MESAU
OG0015639	sp|Q8VE22|RT23_MOUSE	tr|A0A1U7QZ15|A0A1U7QZ15_MESAU
OG0015640	sp|Q3TQB2|FXRD1_MOUSE	tr|A0A1U7R4P3|A0A1U7R4P3_MESAU
OG0015641	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A1U7RA40|A0A1U7RA40_MESAU
OG0015642	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A1U7RDU4|A0A1U7RDU4_MESAU
OG0015643	sp|O55234|PSB5_MOUSE	tr|A0A1U7RHV7|A0A1U7RHV7_MESAU
OG0015644	sp|P63073|IF4E_MOUSE	tr|A0A1U7RJS5|A0A1U7RJS5_MESAU
OG0015645	sp|O35885|ASCL2_MOUSE	tr|A0A1U8BW09|A0A1U8BW09_MESAU
OG0015646	sp|Q9DCB4|ARP21_MOUSE	tr|A0A1U8BZ17|A0A1U8BZ17_MESAU
OG0015647	sp|Q61387|COX7R_MOUSE	tr|A0A1U8C6E0|A0A1U8C6E0_MESAU
OG0015648	sp|Q02284|5HT1F_MOUSE	tr|A0A1U8CCS4|A0A1U8CCS4_MESAU
OG0015649	sp|Q8K0C1|IPO13_MOUSE	tr|A0A1U8CHF9|A0A1U8CHF9_MESAU
OG0015650	sp|P27577|ETS1_MOUSE	tr|A0A1U8CLI3|A0A1U8CLI3_MESAU
OG0015651	tr|B2RTN2|B2RTN2_MOUSE	tr|A0A1U8CN79|A0A1U8CN79_MESAU
OG0015652	sp|H3BJG9|LY6L_MOUSE	tr|A0A1U8CPY5|A0A1U8CPY5_MESAU
OG0015653	sp|Q9D9R7|DMRTC_MOUSE	tr|A0A1U8CR88|A0A1U8CR88_MESAU
OG0015654	tr|Q9QWV1|Q9QWV1_MOUSE	tr|A0A1U8CS70|A0A1U8CS70_MESAU
OG0015655	sp|Q569E7|ZN697_MOUSE	tr|A0A1U8CTY5|A0A1U8CTY5_MESAU
OG0015656	sp|O35855|BCAT2_MOUSE	tr|A0A1U8CW59|A0A1U8CW59_MESAU
OG0015657	sp|Q61245|COBA1_MOUSE	tr|A0A3Q0CD18|A0A3Q0CD18_MESAU
OG0015658	sp|Q9QWR8|NAGAB_MOUSE	tr|A0A3Q0CLY6|A0A3Q0CLY6_MESAU
OG0015659	sp|P30658|CBX2_MOUSE	tr|A0A3Q0CPR8|A0A3Q0CPR8_MESAU
OG0015660	sp|Q91VF5|EMID1_MOUSE	tr|A0A3Q0CQB8|A0A3Q0CQB8_MESAU
OG0015661	sp|Q9D061|ACBD6_MOUSE	tr|A0A3Q0CS54|A0A3Q0CS54_MESAU
OG0015662	sp|Q7TSD4|TBATA_MOUSE	tr|A0A3Q0CSV8|A0A3Q0CSV8_MESAU
OG0015663	sp|Q01338|ADA2A_MOUSE	tr|A0A3Q0CW92|A0A3Q0CW92_MESAU
OG0015664	sp|P59024|FKB14_MOUSE	tr|A0A3Q0CWP7|A0A3Q0CWP7_MESAU
OG0015665	sp|P23188|FURIN_MOUSE	tr|A0A3Q0CYQ5|A0A3Q0CYQ5_MESAU
OG0015666	sp|Q7TME2|SPAG5_MOUSE	tr|A0A3Q0D278|A0A3Q0D278_MESAU
OG0015667	sp|Q9CQ33|LZTR1_MOUSE	tr|A0A3Q0D386|A0A3Q0D386_MESAU
OG0015668	tr|A0A1W2P7H6|A0A1W2P7H6_MOUSE	tr|A0A3Q0D3G1|A0A3Q0D3G1_MESAU
OG0015669	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A3Q0D761|A0A3Q0D761_MESAU
OG0015670	sp|Q8VE19|MIO_MOUSE	tr|A0A3Q0D7K1|A0A3Q0D7K1_MESAU
OG0015671	sp|P21836|ACES_MOUSE	tr|A0A3Q0D7U7|A0A3Q0D7U7_MESAU
OG0015672	sp|P48024|EIF1_MOUSE	tr|A0A3Q0D8A8|A0A3Q0D8A8_MESAU
OG0015673	sp|A2AWP8|ARGAL_MOUSE	tr|A0A3Q0D8Y5|A0A3Q0D8Y5_MESAU
OG0015674	sp|Q64691|CAN3_MOUSE	tr|A0A3Q0DB42|A0A3Q0DB42_MESAU
OG0015675	sp|Q3UHK1|MYCT_MOUSE	tr|A0A1U7Q404|A0A1U7Q404_MESAU
OG0015676	sp|Q9D1E5|LMBRL_MOUSE	tr|A0A1U7Q414|A0A1U7Q414_MESAU
OG0015677	sp|Q2KN98|CYTSA_MOUSE	tr|A0A1U7Q6F7|A0A1U7Q6F7_MESAU
OG0015678	sp|Q8BUZ1|ABRA_MOUSE	tr|A0A1U7Q8C1|A0A1U7Q8C1_MESAU
OG0015679	sp|Q3TSG4|ALKB5_MOUSE	tr|A0A1U7Q8J9|A0A1U7Q8J9_MESAU
OG0015680	sp|Q5SQP1|HORM2_MOUSE	tr|A0A1U7Q9K2|A0A1U7Q9K2_MESAU
OG0015681	sp|Q8K304|TM129_MOUSE	tr|A0A1U7Q9Q8|A0A1U7Q9Q8_MESAU
