Orthogroup	Mus_musculus	Monodelphis_domestica
OG0011993	sp|Q61503|5NTD_MOUSE	tr|F6PPX4|F6PPX4_MONDO
OG0011994	sp|O70405|ULK1_MOUSE	tr|F6QIP1|F6QIP1_MONDO
OG0011995	sp|Q8VDC1|FYCO1_MOUSE	tr|F6RJR8|F6RJR8_MONDO
OG0011996	sp|Q8K194|SNR27_MOUSE	tr|F6S5R1|F6S5R1_MONDO
OG0011997	sp|P09803|CADH1_MOUSE	tr|F6T0X0|F6T0X0_MONDO
OG0011998	sp|Q9WTX6|CUL1_MOUSE	tr|F6T584|F6T584_MONDO
OG0011999	tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|F6U3F5|F6U3F5_MONDO
OG0012000	sp|B2RRE7|OTUD4_MOUSE	tr|F6UA26|F6UA26_MONDO
OG0012001	sp|Q9JIW5|SMAD9_MOUSE	tr|F6UAA8|F6UAA8_MONDO
OG0012002	sp|O35185|BHE40_MOUSE	tr|F6UR97|F6UR97_MONDO
OG0012003	sp|P27664|PDE6A_MOUSE	tr|F6VD33|F6VD33_MONDO
OG0012004	sp|A0JNU3|LPP60_MOUSE	tr|F6VF13|F6VF13_MONDO
OG0012005	sp|Q3UGX3|NAT8L_MOUSE	tr|F6VVR2|F6VVR2_MONDO
OG0012006	sp|Q8K297|GT251_MOUSE	tr|F6W8D5|F6W8D5_MONDO
OG0012007	sp|O88561|S27A3_MOUSE	tr|F6WFG8|F6WFG8_MONDO
OG0012008	sp|P56959|FUS_MOUSE	tr|F6WGL5|F6WGL5_MONDO
OG0012009	sp|Q8BH07|AR6P6_MOUSE	tr|F6YA46|F6YA46_MONDO
OG0012010	sp|Q99MH5|NDK5_MOUSE	tr|F6Z6N8|F6Z6N8_MONDO
OG0012011	sp|P97953|VEGFC_MOUSE	tr|F6ZK49|F6ZK49_MONDO
OG0012012	sp|O35459|ECH1_MOUSE	tr|F6ZM87|F6ZM87_MONDO
OG0012013	sp|Q6P8U6|LIPP_MOUSE	tr|F7AWC1|F7AWC1_MONDO
OG0012014	sp|Q3UFJ6|T184A_MOUSE	tr|F7B328|F7B328_MONDO
OG0012015	sp|P51680|CCR4_MOUSE	tr|F7BE29|F7BE29_MONDO
OG0012016	sp|Q6P7W0|SENP6_MOUSE	tr|F7BRK1|F7BRK1_MONDO
OG0012017	sp|Q9D956|MALD3_MOUSE	tr|F7CVN3|F7CVN3_MONDO
OG0012018	sp|Q80YD6|SRGEF_MOUSE	tr|F7CXH6|F7CXH6_MONDO
OG0012019	sp|Q9D7Z3|NOL7_MOUSE	tr|F7D4U2|F7D4U2_MONDO
OG0012020	sp|O08584|KLF6_MOUSE	tr|F7DGJ3|F7DGJ3_MONDO
OG0012021	sp|Q6ZPY5|ZN507_MOUSE	tr|F7DHM4|F7DHM4_MONDO
OG0012022	sp|Q8BM89|ARSJ_MOUSE	tr|F7DM73|F7DM73_MONDO
OG0012023	sp|Q3TL44|NLRX1_MOUSE	tr|F7DUM2|F7DUM2_MONDO
OG0012024	sp|Q9D0C1|RN115_MOUSE	tr|F7EFK1|F7EFK1_MONDO
OG0012025	sp|Q4G0F8|UBN1_MOUSE	tr|F7FES6|F7FES6_MONDO
OG0012026	sp|Q8C0Q3|TTC34_MOUSE	tr|F7FGX3|F7FGX3_MONDO
OG0012027	sp|Q91X21|K2013_MOUSE	tr|F7FJ41|F7FJ41_MONDO
OG0012028	sp|Q6PFD9|NUP98_MOUSE	tr|F7FTZ1|F7FTZ1_MONDO
OG0012029	sp|O70355|BTNL2_MOUSE	tr|F7G8B5|F7G8B5_MONDO
OG0012030	sp|Q920S3|GATD1_MOUSE	tr|F7GH91|F7GH91_MONDO
OG0012031	sp|Q9D6H2|IFT25_MOUSE	tr|H9H800|H9H800_MONDO
OG0012032	sp|Q3U0Y2|TM35B_MOUSE	tr|K7E0E4|K7E0E4_MONDO
OG0012033	sp|Q9WTX4|NRG4_MOUSE	tr|K7E2A4|K7E2A4_MONDO
OG0012034	sp|O89026|ROBO1_MOUSE	tr|A0A5F8G764|A0A5F8G764_MONDO
OG0012035	sp|B2RVL6|ZCH24_MOUSE	tr|A0A5F8G7M9|A0A5F8G7M9_MONDO
OG0012036	sp|P16460|ASSY_MOUSE	tr|A0A5F8GCU9|A0A5F8GCU9_MONDO
OG0012037	sp|Q6P2K6|P4R3A_MOUSE	tr|A0A5F8GGB6|A0A5F8GGB6_MONDO
OG0012038	sp|Q9CQW3|PROZ_MOUSE	tr|A0A5F8GN67|A0A5F8GN67_MONDO
OG0012039	tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE	tr|A0A5F8GNE1|A0A5F8GNE1_MONDO
OG0012040	sp|A2AJN7|S4A11_MOUSE	tr|A0A5F8GQ41|A0A5F8GQ41_MONDO
OG0012041	sp|P70281|SYCP3_MOUSE	tr|A0A5F8GSK6|A0A5F8GSK6_MONDO
OG0012042	sp|P48377|RFX1_MOUSE	tr|A0A5F8GSR4|A0A5F8GSR4_MONDO
OG0012043	sp|Q9JHL1|NHRF2_MOUSE	tr|A0A5F8GYA2|A0A5F8GYA2_MONDO
OG0012044	sp|Q9D772|F219A_MOUSE	tr|A0A5F8GZ01|A0A5F8GZ01_MONDO
OG0012045	sp|D3YV10|CCD13_MOUSE	tr|A0A5F8H0E1|A0A5F8H0E1_MONDO
OG0012046	sp|P39038|CADH4_MOUSE	tr|A0A5F8H1L8|A0A5F8H1L8_MONDO
OG0012047	sp|Q9JHH6|CBPB2_MOUSE	tr|A0A5F8H495|A0A5F8H495_MONDO
OG0012048	sp|P20801|TNNC2_MOUSE	tr|A0A5F8H4F0|A0A5F8H4F0_MONDO
OG0012049	sp|Q9R0G7|ZEB2_MOUSE	tr|A0A5F8H9X6|A0A5F8H9X6_MONDO
OG0012050	sp|Q8VFV4|O1440_MOUSE	tr|A0A5F8HHH1|A0A5F8HHH1_MONDO
OG0012051	sp|Q9ERU9|RBP2_MOUSE	tr|A0A5F8HJ99|A0A5F8HJ99_MONDO
OG0012052	sp|Q3TLR7|DTL_MOUSE	tr|F6PN66|F6PN66_MONDO
OG0012053	sp|Q9EPC2|FGF23_MOUSE	tr|F6PVK8|F6PVK8_MONDO
OG0012054	sp|Q8R4F1|NTNG2_MOUSE	tr|F6Q0S1|F6Q0S1_MONDO
OG0012055	sp|Q9D771|PACC1_MOUSE	tr|F6Q562|F6Q562_MONDO
OG0012056	sp|Q8R1I2|GRP_MOUSE	tr|F6QB63|F6QB63_MONDO
OG0012057	sp|Q0GGX2|ZN541_MOUSE	tr|F6RG77|F6RG77_MONDO
OG0012058	sp|Q8CHY7|TTC23_MOUSE	tr|F6TGM5|F6TGM5_MONDO
OG0012059	sp|Q9ET22|DPP2_MOUSE	tr|F6U1M7|F6U1M7_MONDO
OG0012060	sp|Q8CHW4|EI2BE_MOUSE	tr|F6VG26|F6VG26_MONDO
OG0012061	sp|Q9D4G2|HSF2B_MOUSE	tr|F6W0K1|F6W0K1_MONDO
OG0012062	sp|Q8R4V2|DUS15_MOUSE	tr|F6WAC3|F6WAC3_MONDO
OG0012063	sp|Q8BGB8|COQ4_MOUSE	tr|F6WFU0|F6WFU0_MONDO
OG0012064	sp|P59470|RPC2_MOUSE	tr|F6WGH7|F6WGH7_MONDO
OG0012065	sp|Q9R1X5|MRP5_MOUSE	tr|F6WVF1|F6WVF1_MONDO
OG0012066	sp|A2BDX3|MOCS3_MOUSE	tr|F6XRW0|F6XRW0_MONDO
OG0012067	tr|E9Q5A6|E9Q5A6_MOUSE	tr|F6Y2P1|F6Y2P1_MONDO
OG0012068	sp|Q9DCB4|ARP21_MOUSE	tr|F6YDQ7|F6YDQ7_MONDO
OG0012069	sp|P70298|CUX2_MOUSE	tr|F6YGU2|F6YGU2_MONDO
OG0012070	sp|P63250|KCNJ3_MOUSE	tr|F6YV60|F6YV60_MONDO
OG0012071	sp|Q69ZB8|ZCHC2_MOUSE	tr|F6ZEC9|F6ZEC9_MONDO
OG0012072	sp|Q9Z2E2|MBD1_MOUSE	tr|F6ZF04|F6ZF04_MONDO
OG0012073	sp|Q566J8|COQ8B_MOUSE	tr|F6ZGH1|F6ZGH1_MONDO
OG0012074	sp|Q8C0J2|A16L1_MOUSE	tr|F6ZGZ5|F6ZGZ5_MONDO
OG0012075	sp|Q9D4K4|FACOS_MOUSE	tr|F6ZUR2|F6ZUR2_MONDO
OG0012076	sp|Q9R0G6|COMP_MOUSE	tr|F7AZT2|F7AZT2_MONDO
OG0012077	sp|Q91W89|MA2C1_MOUSE	tr|F7BFB3|F7BFB3_MONDO
OG0012078	sp|Q91XL2|LNX2_MOUSE	tr|F7BQF0|F7BQF0_MONDO
OG0012079	sp|O88967|YMEL1_MOUSE	tr|F7BVC8|F7BVC8_MONDO
OG0012080	sp|P56399|UBP5_MOUSE	tr|F7CWU5|F7CWU5_MONDO
OG0012081	sp|Q9CW73|B3GA1_MOUSE	tr|F7DJX3|F7DJX3_MONDO
OG0012082	sp|Q80WC9|ACSF4_MOUSE	tr|F7DKF4|F7DKF4_MONDO
OG0012083	sp|P20615|HXB9_MOUSE	tr|F7E2Q8|F7E2Q8_MONDO
OG0012084	sp|Q91WD9|SEGN_MOUSE	tr|F7EH84|F7EH84_MONDO
OG0012085	sp|Q5QD14|TAAR5_MOUSE	tr|F7EHW4|F7EHW4_MONDO
OG0012086	sp|Q8C131|HCAR1_MOUSE	tr|F7EJ84|F7EJ84_MONDO
OG0012087	sp|P53996|CNBP_MOUSE	tr|F7EJM5|F7EJM5_MONDO
OG0012088	sp|Q60860|LTC4S_MOUSE	tr|F7EVP5|F7EVP5_MONDO
OG0012089	sp|Q923K4|GTPB3_MOUSE	tr|F7F394|F7F394_MONDO
OG0012090	sp|A2AAX3|KLH15_MOUSE	tr|F7F5Y0|F7F5Y0_MONDO
OG0012091	sp|Q9DAQ4|CB081_MOUSE	tr|F7F7C9|F7F7C9_MONDO
OG0012092	sp|Q99K70|RRAGC_MOUSE	tr|F7FUI9|F7FUI9_MONDO
OG0012093	sp|P35710|SOX5_MOUSE	tr|F7FUS2|F7FUS2_MONDO
OG0012094	sp|Q61753|SERA_MOUSE	tr|F7FVB4|F7FVB4_MONDO
OG0012095	sp|Q8K2Z4|CND1_MOUSE	tr|F7G490|F7G490_MONDO
OG0012096	sp|Q9JHR7|IDE_MOUSE	tr|F7G4I9|F7G4I9_MONDO
OG0012097	sp|Q9Z0J4|NOS1_MOUSE	tr|F7GBZ4|F7GBZ4_MONDO
OG0012098	sp|Q61285|ABCD2_MOUSE	tr|F7GD70|F7GD70_MONDO
OG0012099	sp|Q8R007|NECT4_MOUSE	tr|F7GGF7|F7GGF7_MONDO
OG0012100	sp|G5E8V9|ARFP1_MOUSE	tr|F7GHP6|F7GHP6_MONDO
OG0012101	sp|P48031|GBX2_MOUSE	tr|F7GJL0|F7GJL0_MONDO
OG0012102	sp|Q9JIL2|CCL28_MOUSE	tr|A0A5F8G4G3|A0A5F8G4G3_MONDO
OG0012103	sp|P48379|RFX2_MOUSE	tr|A0A5F8GAT4|A0A5F8GAT4_MONDO
OG0012104	sp|Q6IR41|C1QT6_MOUSE	tr|A0A5F8GG79|A0A5F8GG79_MONDO
OG0012105	sp|Q91ZU0|ASB7_MOUSE	tr|A0A5F8GH02|A0A5F8GH02_MONDO
OG0012106	sp|Q9CTH6|FCF1_MOUSE	tr|A0A5F8GS93|A0A5F8GS93_MONDO
OG0012107	sp|Q5NCX5|NEUL4_MOUSE	tr|A0A5F8GZS9|A0A5F8GZS9_MONDO
OG0012108	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A5F8H323|A0A5F8H323_MONDO
OG0012109	sp|P07321|EPO_MOUSE	tr|A0A5F8H498|A0A5F8H498_MONDO
OG0012110	sp|O09047|C3AR_MOUSE	tr|A0A5F8H9U8|A0A5F8H9U8_MONDO
OG0012111	sp|Q811B5|PRR3_MOUSE	tr|A0A5F8HCK5|A0A5F8HCK5_MONDO
OG0012112	sp|Q05895|TSP3_MOUSE	tr|A0A5F8HFX1|A0A5F8HFX1_MONDO
OG0012113	sp|Q99J83|ATG5_MOUSE	tr|A0A5F8HFZ4|A0A5F8HFZ4_MONDO
OG0012114	sp|Q9Z188|DYR1B_MOUSE	tr|A0A5F8HGB7|A0A5F8HGB7_MONDO
OG0012115	sp|Q61321|SIX4_MOUSE	tr|F6PGG3|F6PGG3_MONDO
OG0012116	sp|Q3UK78|PCGF5_MOUSE	tr|F6PGY7|F6PGY7_MONDO
OG0012117	sp|Q8BK58|HBAP1_MOUSE	tr|F6PTI9|F6PTI9_MONDO
OG0012118	sp|P62874|GBB1_MOUSE	tr|F6PVT7|F6PVT7_MONDO
OG0012119	sp|Q925U4|EDEM1_MOUSE	tr|F6R5E1|F6R5E1_MONDO
OG0012120	sp|Q5GH64|XKR7_MOUSE	tr|F6RB74|F6RB74_MONDO
OG0012121	sp|Q9D1E4|CRTP1_MOUSE	tr|F6SDY0|F6SDY0_MONDO
OG0012122	sp|Q8K2U2|ALKB6_MOUSE	tr|F6TEI1|F6TEI1_MONDO
OG0012123	sp|Q99MR3|S12A9_MOUSE	tr|F6V5G6|F6V5G6_MONDO
OG0012124	sp|Q00993|UFO_MOUSE	tr|F6VDX1|F6VDX1_MONDO
OG0012125	sp|O55208|FIGLA_MOUSE	tr|F6WI14|F6WI14_MONDO
OG0012126	sp|Q9ESY9|GILT_MOUSE	tr|F6WUX5|F6WUX5_MONDO
OG0012127	sp|Q9D979|CQ064_MOUSE	tr|F6XK33|F6XK33_MONDO
OG0012128	sp|Q08048|HGF_MOUSE	tr|F6Y0F0|F6Y0F0_MONDO
OG0012129	sp|Q9ER88|RT29_MOUSE	tr|F6Y0W5|F6Y0W5_MONDO
OG0012130	sp|Q80Z10|ASTN2_MOUSE	tr|F6Y7H9|F6Y7H9_MONDO
OG0012131	sp|Q9D939|ST1C2_MOUSE	tr|F6YH14|F6YH14_MONDO
OG0012132	sp|Q8BX02|KANK2_MOUSE	tr|F6ZS59|F6ZS59_MONDO
OG0012133	sp|Q920Q2|REV1_MOUSE	tr|F7BD34|F7BD34_MONDO
OG0012134	sp|O35143|ATIF1_MOUSE	tr|F7BE70|F7BE70_MONDO
OG0012135	sp|Q8BJZ4|RT35_MOUSE	tr|F7BGK1|F7BGK1_MONDO
OG0012136	sp|Q499M4|TIGD5_MOUSE	tr|F7CHM1|F7CHM1_MONDO
OG0012137	sp|Q8C0Q9|RPGF5_MOUSE	tr|F7CIQ4|F7CIQ4_MONDO
OG0012138	sp|Q8VCM3|ZFY21_MOUSE	tr|F7CMK4|F7CMK4_MONDO
OG0012139	sp|Q5GH68|XKR2_MOUSE	tr|F7CWH2|F7CWH2_MONDO
OG0012140	sp|Q8CH09|SUGP2_MOUSE	tr|F7DSD1|F7DSD1_MONDO
OG0012141	sp|Q9D2G2|ODO2_MOUSE	tr|F7E1R7|F7E1R7_MONDO
OG0012142	sp|Q9WV68|DECR2_MOUSE	tr|F7E6L0|F7E6L0_MONDO
OG0012143	sp|Q9D5T0|ATAD1_MOUSE	tr|F7EQI5|F7EQI5_MONDO
OG0012144	sp|P62696|CRBB2_MOUSE	tr|F7F7L0|F7F7L0_MONDO
OG0012145	sp|Q3UB74|TBRG1_MOUSE	tr|F7FAF3|F7FAF3_MONDO
OG0012146	sp|Q8R4P9|MRP7_MOUSE	tr|F7FPK3|F7FPK3_MONDO
OG0012147	sp|Q3URJ8|NKAI3_MOUSE	tr|F7FTX9|F7FTX9_MONDO
OG0012148	sp|O08674|RBPJL_MOUSE	tr|F7FYG2|F7FYG2_MONDO
OG0012149	sp|P06683|CO9_MOUSE	tr|F7G7P1|F7G7P1_MONDO
OG0012150	sp|P70190|CAZA3_MOUSE	tr|F7GFM4|F7GFM4_MONDO
OG0012151	sp|Q5F2C3|MEIKN_MOUSE	tr|K7DZA6|K7DZA6_MONDO
OG0012152	sp|Q8BHX1|HAUS1_MOUSE	tr|K7E4I1|K7E4I1_MONDO
OG0012153	sp|Q8R092|CA043_MOUSE	tr|A0A5F8GEY8|A0A5F8GEY8_MONDO
OG0012154	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A5F8GF19|A0A5F8GF19_MONDO
OG0012155	sp|Q91VX2|UBAP2_MOUSE	tr|A0A5F8GHC3|A0A5F8GHC3_MONDO
OG0012156	sp|Q8CGC7|SYEP_MOUSE	tr|A0A5F8GHN3|A0A5F8GHN3_MONDO
OG0012157	tr|J3QNT8|J3QNT8_MOUSE	tr|A0A5F8GHW2|A0A5F8GHW2_MONDO
OG0012158	sp|Q8BHE4|TM108_MOUSE	tr|A0A5F8GKW4|A0A5F8GKW4_MONDO
OG0012159	sp|Q9D113|DNLZ_MOUSE	tr|A0A5F8GRU4|A0A5F8GRU4_MONDO
OG0012161	sp|Q8C6S9|CFA54_MOUSE	tr|A0A5F8GWZ3|A0A5F8GWZ3_MONDO
OG0012162	sp|P48076|PA2GC_MOUSE	tr|A0A5F8GYW1|A0A5F8GYW1_MONDO
OG0012163	sp|Q9WVC6|SGK1_MOUSE	tr|A0A5F8GZ56|A0A5F8GZ56_MONDO
OG0012164	sp|F8VPN2|TEX15_MOUSE	tr|A0A5F8H117|A0A5F8H117_MONDO
OG0012165	sp|O88291|ZN326_MOUSE	tr|A0A5F8H4N2|A0A5F8H4N2_MONDO
OG0012166	sp|Q8K3V7|MNAR1_MOUSE	tr|A0A5F8H4P0|A0A5F8H4P0_MONDO
OG0012167	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A5F8HBI8|A0A5F8HBI8_MONDO
OG0012168	sp|Q62511|ZFP91_MOUSE	tr|A0A5F8HGK5|A0A5F8HGK5_MONDO
OG0012169	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A5F8HIH4|A0A5F8HIH4_MONDO
OG0012170	sp|O88845|AKA10_MOUSE	tr|A0A5F8HJ72|A0A5F8HJ72_MONDO
OG0012171	sp|Q8C2E4|PTCD1_MOUSE	tr|A0A5F8HJ80|A0A5F8HJ80_MONDO
OG0012172	sp|Q8BT42|SMIM5_MOUSE	tr|A0A5F8HK56|A0A5F8HK56_MONDO
OG0012173	sp|Q3UIR3|DTX3L_MOUSE	tr|F6PUL4|F6PUL4_MONDO
OG0012174	sp|Q3UZ18|ICE2_MOUSE	tr|F6QBG9|F6QBG9_MONDO
OG0012175	sp|P29788|VTNC_MOUSE	tr|F6QTH2|F6QTH2_MONDO
OG0012176	tr|Q7TS01|Q7TS01_MOUSE	tr|F6RG45|F6RG45_MONDO
OG0012177	sp|Q8VDT9|RM50_MOUSE	tr|F6RH12|F6RH12_MONDO
OG0012178	sp|Q91V81|RBM42_MOUSE	tr|F6RSA1|F6RSA1_MONDO
OG0012179	sp|Q6NSQ7|LTV1_MOUSE	tr|F6TK41|F6TK41_MONDO
OG0012180	sp|Q9Z0H1|WDR46_MOUSE	tr|F6TQX6|F6TQX6_MONDO
OG0012181	sp|P35396|PPARD_MOUSE	tr|F6TVN5|F6TVN5_MONDO
OG0012182	sp|Q9D0P7|PSRC1_MOUSE	tr|F6TWT5|F6TWT5_MONDO
OG0012183	tr|E9PUS2|E9PUS2_MOUSE	tr|F6U947|F6U947_MONDO
OG0012184	sp|Q8BIQ8|ZN770_MOUSE	tr|F6VH92|F6VH92_MONDO
OG0012185	sp|Q9CYV5|TM135_MOUSE	tr|F6VVY2|F6VVY2_MONDO
OG0012186	sp|Q80W04|TMCC2_MOUSE	tr|F6WZC2|F6WZC2_MONDO
OG0012187	sp|Q5U458|DJC11_MOUSE	tr|F6XCX6|F6XCX6_MONDO
OG0012188	sp|Q5SPL2|PHF12_MOUSE	tr|F6YAQ7|F6YAQ7_MONDO
OG0012189	tr|E0CZ22|E0CZ22_MOUSE	tr|F6YR37|F6YR37_MONDO
OG0012190	sp|O88974|SETB1_MOUSE	tr|F6YYP8|F6YYP8_MONDO
OG0012191	sp|Q8BN82|S17A5_MOUSE	tr|F7AG80|F7AG80_MONDO
OG0012192	sp|Q61923|KCNA6_MOUSE	tr|F7AL46|F7AL46_MONDO
OG0012193	sp|P23818|GRIA1_MOUSE	tr|F7B4C1|F7B4C1_MONDO
OG0012194	sp|Q9JII1|INP5E_MOUSE	tr|F7BS51|F7BS51_MONDO
OG0012195	sp|Q9D4H1|EXOC2_MOUSE	tr|F7CDZ8|F7CDZ8_MONDO
OG0012196	sp|P97760|RPB3_MOUSE	tr|F7CLY1|F7CLY1_MONDO
OG0012197	sp|Q8C190|VP9D1_MOUSE	tr|F7CS35|F7CS35_MONDO
OG0012198	sp|Q8BQQ1|ZDH14_MOUSE	tr|F7D678|F7D678_MONDO
OG0012199	sp|Q99J23|GHDC_MOUSE	tr|F7DMF4|F7DMF4_MONDO
OG0012200	sp|B2RPY5|GP161_MOUSE	tr|F7E278|F7E278_MONDO
OG0012201	sp|Q569L8|CENPJ_MOUSE	tr|F7EBI9|F7EBI9_MONDO
OG0012202	sp|P97872|FMO5_MOUSE	tr|F7FCD2|F7FCD2_MONDO
OG0012203	sp|D3Z2X2|DNHD1_MOUSE	tr|F7FRE2|F7FRE2_MONDO
OG0012204	sp|Q9EPB5|SERHL_MOUSE	tr|F7G008|F7G008_MONDO
OG0012205	sp|Q80V03|ADCK5_MOUSE	tr|F7G7M7|F7G7M7_MONDO
OG0012206	sp|Q7TSQ1|CL18A_MOUSE	tr|F7GBZ1|F7GBZ1_MONDO
OG0012207	sp|Q8JZX9|BORG1_MOUSE	tr|F7GG65|F7GG65_MONDO
OG0012208	sp|Q3TZ87|MARH9_MOUSE	tr|H9H7Y9|H9H7Y9_MONDO
OG0012209	sp|Q925B0|PAWR_MOUSE	tr|A0A5F8G335|A0A5F8G335_MONDO
OG0012210	sp|Q8BXZ1|TMX3_MOUSE	tr|A0A5F8G5B5|A0A5F8G5B5_MONDO
OG0012211	sp|P70451|FER_MOUSE	tr|A0A5F8G8M2|A0A5F8G8M2_MONDO
OG0012212	sp|Q9CQA5|MED4_MOUSE	tr|A0A5F8G916|A0A5F8G916_MONDO
OG0012213	sp|Q99PW8|KIF17_MOUSE	tr|A0A5F8GCP0|A0A5F8GCP0_MONDO
OG0012214	sp|Q91WF0|TAZ_MOUSE	tr|A0A5F8GGD5|A0A5F8GGD5_MONDO
OG0012215	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A5F8GGL9|A0A5F8GGL9_MONDO
OG0012216	sp|Q60749|KHDR1_MOUSE	tr|A0A5F8GL28|A0A5F8GL28_MONDO
OG0012217	sp|Q91WG2|RABE2_MOUSE	tr|A0A5F8GPX5|A0A5F8GPX5_MONDO
OG0012218	sp|Q7TQH0|ATX2L_MOUSE	tr|A0A5F8GR48|A0A5F8GR48_MONDO
OG0012219	sp|P0C7A3|MBOA4_MOUSE	tr|A0A5F8GR95|A0A5F8GR95_MONDO
OG0012220	sp|Q9R0Q3|TMED2_MOUSE	tr|A0A5F8GS26|A0A5F8GS26_MONDO
OG0012221	sp|Q91V83|TTI1_MOUSE	tr|A0A5F8GS49|A0A5F8GS49_MONDO
OG0012222	sp|Q9D9Z5|DDA1_MOUSE	tr|A0A5F8GW14|A0A5F8GW14_MONDO
OG0012223	sp|Q6DFV5|HELZ_MOUSE	tr|A0A5F8H2P6|A0A5F8H2P6_MONDO
OG0012224	sp|Q9CZT8|RAB3B_MOUSE	tr|A0A5F8H3C0|A0A5F8H3C0_MONDO
OG0012225	sp|Q8BMK0|CEP85_MOUSE	tr|A0A5F8H4K1|A0A5F8H4K1_MONDO
OG0012226	sp|Q91UZ4|EGLN3_MOUSE	tr|A0A5F8H9B5|A0A5F8H9B5_MONDO
OG0012227	sp|E9PZ36|PKHD1_MOUSE	tr|A0A5F8H9H7|A0A5F8H9H7_MONDO
OG0012228	sp|Q8C4M7|CENPU_MOUSE	tr|A0A5F8HFH9|A0A5F8HFH9_MONDO
OG0012229	sp|Q8BXA7|PHLP2_MOUSE	tr|A0A5F8HFV8|A0A5F8HFV8_MONDO
OG0012230	sp|Q8BX13|UBE3D_MOUSE	tr|A0A5F8HGR7|A0A5F8HGR7_MONDO
OG0012231	sp|Q9ER73|ELP4_MOUSE	tr|A0A5F8HLU2|A0A5F8HLU2_MONDO
OG0012232	sp|Q8BP97|RHBD3_MOUSE	tr|F6PH35|F6PH35_MONDO
OG0012233	sp|Q8BI22|CE128_MOUSE	tr|F6R5G9|F6R5G9_MONDO
OG0012234	sp|A4Q9F3|TTL10_MOUSE	tr|F6RC38|F6RC38_MONDO
OG0012235	sp|Q6GQT9|NOMO1_MOUSE	tr|F6SN28|F6SN28_MONDO
OG0012236	sp|A2AR50|RGPS1_MOUSE	tr|F6TA84|F6TA84_MONDO
OG0012237	sp|Q9D9W6|F217A_MOUSE	tr|F6TF95|F6TF95_MONDO
OG0012238	sp|P40749|SYT4_MOUSE	tr|F6TFY1|F6TFY1_MONDO
OG0012239	sp|Q2KHK3|AMPQ_MOUSE	tr|F6UVU4|F6UVU4_MONDO
OG0012240	sp|Q9JMA9|S6A14_MOUSE	tr|F6W9U0|F6W9U0_MONDO
OG0012241	sp|Q9D8T2|GSDMD_MOUSE	tr|F6WZ33|F6WZ33_MONDO
OG0012242	sp|Q6P5B0|RRP12_MOUSE	tr|F6X6Z7|F6X6Z7_MONDO
OG0012243	sp|P41164|ETV1_MOUSE	tr|F6XIT6|F6XIT6_MONDO
OG0012245	sp|Q58NB6|DHRS9_MOUSE	tr|F6YT90|F6YT90_MONDO
OG0012246	sp|Q8BGX7|SPIDR_MOUSE	tr|F6ZF24|F6ZF24_MONDO
OG0012247	sp|Q8R5G7|ARAP3_MOUSE	tr|F6ZF42|F6ZF42_MONDO
OG0012248	sp|Q9JJ04|B4GT4_MOUSE	tr|F7B788|F7B788_MONDO
OG0012249	sp|Q9DBX6|CP2S1_MOUSE	tr|F7B887|F7B887_MONDO
OG0012250	sp|A2AKG8|FOCAD_MOUSE	tr|F7BM63|F7BM63_MONDO
OG0012251	sp|Q02780|NFIA_MOUSE	tr|F7BW75|F7BW75_MONDO
OG0012252	sp|Q8R3Q0|SARAF_MOUSE	tr|F7C5X4|F7C5X4_MONDO
OG0012253	sp|Q61091|FZD8_MOUSE	tr|F7CDC6|F7CDC6_MONDO
OG0012254	sp|Q9DAQ9|SPT19_MOUSE	tr|F7CHP2|F7CHP2_MONDO
OG0012255	sp|Q149L7|CRTAM_MOUSE	tr|F7CS46|F7CS46_MONDO
OG0012256	sp|Q8CIW5|PEO1_MOUSE	tr|F7CUW8|F7CUW8_MONDO
OG0012257	sp|Q61212|NPY6R_MOUSE	tr|F7D2Y1|F7D2Y1_MONDO
OG0012258	sp|P54276|MSH6_MOUSE	tr|F7D515|F7D515_MONDO
OG0012259	tr|G3X9X1|G3X9X1_MOUSE	tr|F7DEY8|F7DEY8_MONDO
OG0012260	sp|Q9CQ44|TM218_MOUSE	tr|F7DSU7|F7DSU7_MONDO
OG0012261	sp|Q9R0N9|SYT9_MOUSE	tr|F7F104|F7F104_MONDO
OG0012262	sp|P60324|NANO3_MOUSE	tr|F7F7A3|F7F7A3_MONDO
OG0012263	sp|Q45VK7|DYHC2_MOUSE	tr|F7F837|F7F837_MONDO
OG0012264	sp|Q8R2P1|KLH25_MOUSE	tr|F7FDD3|F7FDD3_MONDO
OG0012265	sp|Q8BFV2|PCID2_MOUSE	tr|F7G9F9|F7G9F9_MONDO
OG0012266	sp|P21274|BMP2_MOUSE	tr|F7GIY5|F7GIY5_MONDO
OG0012267	sp|Q9D832|DNJB4_MOUSE	tr|H9H7N4|H9H7N4_MONDO
OG0012268	sp|Q8CB19|PHTF2_MOUSE	tr|A0A5F8GCD3|A0A5F8GCD3_MONDO
OG0012269	sp|Q149C2|MIPT3_MOUSE	tr|A0A5F8GHN0|A0A5F8GHN0_MONDO
