Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0010494	sp|Q9CQX4|PAF15_MOUSE	tr|A0A8C2V7R8|A0A8C2V7R8_CHILA
OG0010495	sp|O89001|CBPD_MOUSE	tr|A0A8C2V8W1|A0A8C2V8W1_CHILA
OG0010496	sp|Q9CZD3|GARS_MOUSE	tr|A0A8C2VA39|A0A8C2VA39_CHILA
OG0010497	sp|Q8K4X7|PLCD_MOUSE	tr|A0A8C2VAW0|A0A8C2VAW0_CHILA
OG0010498	sp|Q9ES17|IL21_MOUSE	tr|A0A8C2VC50|A0A8C2VC50_CHILA
OG0010499	sp|P16879|FES_MOUSE	tr|A0A8C2VCL6|A0A8C2VCL6_CHILA
OG0010500	sp|Q91X86|TMM98_MOUSE	tr|A0A8C2VCX0|A0A8C2VCX0_CHILA
OG0010501	sp|Q8C784|MOSMO_MOUSE	tr|A0A8C2VGN5|A0A8C2VGN5_CHILA
OG0010502	sp|Q9CQE8|RTRAF_MOUSE	tr|A0A8C2VHG9|A0A8C2VHG9_CHILA
OG0010503	sp|Q5F297|S35G3_MOUSE	tr|A0A8C2VIT5|A0A8C2VIT5_CHILA
OG0010504	sp|Q61420|S35A1_MOUSE	tr|A0A8C2VKS2|A0A8C2VKS2_CHILA
OG0010505	sp|Q9D173|TOM7_MOUSE	tr|A0A8C2VKW3|A0A8C2VKW3_CHILA
OG0010506	sp|Q8VBT0|TMX1_MOUSE	tr|A0A8C2VNH0|A0A8C2VNH0_CHILA
OG0010507	sp|O54782|MA2B2_MOUSE	tr|A0A8C2VPQ0|A0A8C2VPQ0_CHILA
OG0010508	sp|O08992|SDCB1_MOUSE	tr|A0A8C2VQX3|A0A8C2VQX3_CHILA
OG0010509	sp|O70161|PI51C_MOUSE	tr|A0A8C2VQZ7|A0A8C2VQZ7_CHILA
OG0010510	sp|Q3V384|AFG1L_MOUSE	tr|A0A8C2VR18|A0A8C2VR18_CHILA
OG0010511	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A8C2VSR4|A0A8C2VSR4_CHILA
OG0010512	sp|Q8CJ70|IL19_MOUSE	tr|A0A8C2VTF1|A0A8C2VTF1_CHILA
OG0010513	sp|Q791V5|MTCH2_MOUSE	tr|A0A8C2VU23|A0A8C2VU23_CHILA
OG0010514	sp|B2RQE8|RHG42_MOUSE	tr|A0A8C2VU60|A0A8C2VU60_CHILA
OG0010515	sp|Q9CQT1|MTNA_MOUSE	tr|A0A8C2VUF5|A0A8C2VUF5_CHILA
OG0010516	sp|Q99LH1|NOG2_MOUSE	tr|A0A8C2VVU1|A0A8C2VVU1_CHILA
OG0010517	sp|O35459|ECH1_MOUSE	tr|A0A8C2VVV2|A0A8C2VVV2_CHILA
OG0010518	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A8C2VXJ4|A0A8C2VXJ4_CHILA
OG0010519	sp|O54836|ZMAT3_MOUSE	tr|A0A8C2VYS1|A0A8C2VYS1_CHILA
OG0010520	sp|Q99MJ6|NHRF4_MOUSE	tr|A0A8C2VYY2|A0A8C2VYY2_CHILA
OG0010521	sp|Q8K4N3|DFB12_MOUSE	tr|A0A8C2W1I4|A0A8C2W1I4_CHILA
OG0010522	sp|Q9JI08|BIN3_MOUSE	tr|A0A8C2W1Q1|A0A8C2W1Q1_CHILA
OG0010523	sp|Q61161|M4K2_MOUSE	tr|A0A8C2W1V3|A0A8C2W1V3_CHILA
OG0010524	sp|P09813|APOA2_MOUSE	tr|A0A8C2W2U6|A0A8C2W2U6_CHILA
OG0010525	sp|O55187|CBX4_MOUSE	tr|A0A8C2W3Y9|A0A8C2W3Y9_CHILA
OG0010526	sp|Q8BGT6|MILK1_MOUSE	tr|A0A8C2W4G9|A0A8C2W4G9_CHILA
OG0010527	sp|P06728|APOA4_MOUSE	tr|A0A8C2W532|A0A8C2W532_CHILA
OG0010528	sp|O09008|MFNG_MOUSE	tr|A0A8C2W5A0|A0A8C2W5A0_CHILA
OG0010529	sp|Q6PHZ5|RB15B_MOUSE	tr|A0A8C2W8B9|A0A8C2W8B9_CHILA
OG0010530	sp|Q9DA32|SUN5_MOUSE	tr|A0A8C2W9A6|A0A8C2W9A6_CHILA
OG0010531	sp|Q3USF0|B3GN6_MOUSE	tr|A0A8C2WBL4|A0A8C2WBL4_CHILA
OG0010532	sp|Q99M01|SYFM_MOUSE	tr|A0A8C2WC02|A0A8C2WC02_CHILA
OG0010533	sp|Q8C1F5|TTC16_MOUSE	tr|A0A8C2WDE9|A0A8C2WDE9_CHILA
OG0010534	sp|P58871|TB182_MOUSE	tr|A0A8C2YJS5|A0A8C2YJS5_CHILA
OG0010535	sp|Q9EQT3|RHOU_MOUSE	tr|A0A8C2YKA7|A0A8C2YKA7_CHILA
OG0010536	sp|Q9QYC3|BHA15_MOUSE	tr|A0A8C2YMG4|A0A8C2YMG4_CHILA
OG0010537	sp|P62881|GNB5_MOUSE	tr|A0A8C2YMV1|A0A8C2YMV1_CHILA
OG0010538	sp|Q99ML9|RN111_MOUSE	tr|A0A8C2YNM2|A0A8C2YNM2_CHILA
OG0010539	sp|Q8VCT3|AMPB_MOUSE	tr|A0A8C2YQ37|A0A8C2YQ37_CHILA
OG0010540	sp|Q8VE95|CH082_MOUSE	tr|A0A8C2YQ76|A0A8C2YQ76_CHILA
OG0010541	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A8C2YQZ6|A0A8C2YQZ6_CHILA
OG0010542	sp|Q61502|E2F5_MOUSE	tr|A0A8C2YSJ2|A0A8C2YSJ2_CHILA
OG0010543	sp|Q9JL21|CCR10_MOUSE	tr|A0A8C2YT81|A0A8C2YT81_CHILA
OG0010544	sp|Q8C9M2|CCD15_MOUSE	tr|A0A8C2YTD7|A0A8C2YTD7_CHILA
OG0010545	sp|Q9D7K2|TEN1L_MOUSE	tr|A0A8C2YU18|A0A8C2YU18_CHILA
OG0010546	sp|Q91W92|BORG5_MOUSE	tr|A0A8C2YUM9|A0A8C2YUM9_CHILA
OG0010547	sp|P01590|IL2RA_MOUSE	tr|A0A8C2YUT6|A0A8C2YUT6_CHILA
OG0010548	sp|Q8VE52|OGRL1_MOUSE	tr|A0A8C2UFF9|A0A8C2UFF9_CHILA
OG0010549	sp|O35226|PSMD4_MOUSE	tr|A0A8C2UH02|A0A8C2UH02_CHILA
OG0010550	sp|P26369|U2AF2_MOUSE	tr|A0A8C2UHU0|A0A8C2UHU0_CHILA
OG0010551	sp|P08226|APOE_MOUSE	tr|A0A8C2UK50|A0A8C2UK50_CHILA
OG0010552	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A8C2UMD9|A0A8C2UMD9_CHILA
OG0010553	sp|Q9D772|F219A_MOUSE	tr|A0A8C2UN82|A0A8C2UN82_CHILA
OG0010554	sp|Q3UHG7|DEN11_MOUSE	tr|A0A8C2UNA5|A0A8C2UNA5_CHILA
OG0010555	sp|Q80WC7|AGFG2_MOUSE	tr|A0A8C2UNY8|A0A8C2UNY8_CHILA
OG0010556	sp|Q7TPC1|CDSN_MOUSE	tr|A0A8C2UP25|A0A8C2UP25_CHILA
OG0010557	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A8C2UPW5|A0A8C2UPW5_CHILA
OG0010558	sp|Q91WD9|SEGN_MOUSE	tr|A0A8C2UQN2|A0A8C2UQN2_CHILA
OG0010559	sp|Q8BKT8|HAUS7_MOUSE	tr|A0A8C2UR27|A0A8C2UR27_CHILA
OG0010560	sp|Q8VHI6|WASF3_MOUSE	tr|A0A8C2URG5|A0A8C2URG5_CHILA
OG0010561	sp|O89109|KCNN4_MOUSE	tr|A0A8C2URQ7|A0A8C2URQ7_CHILA
OG0010562	sp|O35963|RB33B_MOUSE	tr|A0A8C2UVR1|A0A8C2UVR1_CHILA
OG0010563	sp|Q8C0T7|MFSD9_MOUSE	tr|A0A8C2UWC3|A0A8C2UWC3_CHILA
OG0010564	sp|Q8BP74|PSTK_MOUSE	tr|A0A8C2UWE9|A0A8C2UWE9_CHILA
OG0010565	sp|Q91ZA3|PCCA_MOUSE	tr|A0A8C2UWZ0|A0A8C2UWZ0_CHILA
OG0010566	sp|O35134|RPA1_MOUSE	tr|A0A8C2UXY2|A0A8C2UXY2_CHILA
OG0010567	sp|Q8VHK8|TM11D_MOUSE	tr|A0A8C2UXZ5|A0A8C2UXZ5_CHILA
OG0010568	sp|Q68FF9|S5A1_MOUSE	tr|A0A8C2UY98|A0A8C2UY98_CHILA
OG0010569	sp|Q9QY80|HACD1_MOUSE	tr|A0A8C2V0H9|A0A8C2V0H9_CHILA
OG0010570	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A8C2V0K6|A0A8C2V0K6_CHILA
OG0010571	sp|P61025|CKS1_MOUSE	tr|A0A8C2V1B2|A0A8C2V1B2_CHILA
OG0010572	sp|P59481|LMA2L_MOUSE	tr|A0A8C2V1U7|A0A8C2V1U7_CHILA
OG0010573	sp|A2AJA9|AJM1_MOUSE	tr|A0A8C2V3H5|A0A8C2V3H5_CHILA
OG0010574	sp|P22777|PAI1_MOUSE	tr|A0A8C2V4D3|A0A8C2V4D3_CHILA
OG0010575	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A8C2V4T5|A0A8C2V4T5_CHILA
OG0010576	sp|Q7TSK2|SEZ6_MOUSE	tr|A0A8C2V5D2|A0A8C2V5D2_CHILA
OG0010577	sp|Q9D2F7|P210L_MOUSE	tr|A0A8C2V5N8|A0A8C2V5N8_CHILA
OG0010578	sp|Q14DK4|GPAT2_MOUSE	tr|A0A8C2V7A0|A0A8C2V7A0_CHILA
OG0010579	sp|Q9DAG5|STPG4_MOUSE	tr|A0A8C2V7E3|A0A8C2V7E3_CHILA
OG0010580	sp|Q9CXK8|NIP7_MOUSE	tr|A0A8C2V7T9|A0A8C2V7T9_CHILA
OG0010581	sp|Q9DC70|NDUS7_MOUSE	tr|A0A8C2VA76|A0A8C2VA76_CHILA
OG0010582	sp|O08917|FLOT1_MOUSE	tr|A0A8C2VB24|A0A8C2VB24_CHILA
OG0010583	sp|Q99PP2|ZN318_MOUSE	tr|A0A8C2VBV2|A0A8C2VBV2_CHILA
OG0010584	sp|O35602|RX_MOUSE	tr|A0A8C2VD05|A0A8C2VD05_CHILA
OG0010585	sp|Q8BSN3|ODAD3_MOUSE	tr|A0A8C2VD19|A0A8C2VD19_CHILA
OG0010586	sp|P56375|ACYP2_MOUSE	tr|A0A8C2VE32|A0A8C2VE32_CHILA
OG0010587	sp|Q9EQP6|ARRC_MOUSE	tr|A0A8C2VEP2|A0A8C2VEP2_CHILA
OG0010588	sp|Q8R4V4|CBPZ_MOUSE	tr|A0A8C2VFI3|A0A8C2VFI3_CHILA
OG0010589	sp|Q9JMA9|S6A14_MOUSE	tr|A0A8C2VH09|A0A8C2VH09_CHILA
OG0010590	sp|Q80XE1|RIC8B_MOUSE	tr|A0A8C2VJN3|A0A8C2VJN3_CHILA
OG0010591	sp|Q8BQN5|FA78B_MOUSE	tr|A0A8C2VKZ9|A0A8C2VKZ9_CHILA
OG0010592	sp|Q9QZD9|EIF3I_MOUSE	tr|A0A8C2VLC5|A0A8C2VLC5_CHILA
OG0010593	sp|Q91YE5|BAZ2A_MOUSE	tr|A0A8C2VNZ2|A0A8C2VNZ2_CHILA
OG0010594	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A8C2VPK4|A0A8C2VPK4_CHILA
OG0010595	sp|Q60695|RGL1_MOUSE	tr|A0A8C2VT26|A0A8C2VT26_CHILA
OG0010596	tr|Q8BJ95|Q8BJ95_MOUSE	tr|A0A8C2VTV9|A0A8C2VTV9_CHILA
OG0010597	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A8C2VUZ6|A0A8C2VUZ6_CHILA
OG0010598	sp|Q80W32|DRC9_MOUSE	tr|A0A8C2VVC3|A0A8C2VVC3_CHILA
OG0010599	sp|Q8K1N1|PLPL8_MOUSE	tr|A0A8C2VWZ1|A0A8C2VWZ1_CHILA
OG0010600	sp|P08551|NFL_MOUSE	tr|A0A8C2VXA9|A0A8C2VXA9_CHILA
OG0010601	sp|Q9WUH1|TM115_MOUSE	tr|A0A8C2VXK1|A0A8C2VXK1_CHILA
OG0010602	sp|Q0VDN7|RUND1_MOUSE	tr|A0A8C2VZJ5|A0A8C2VZJ5_CHILA
OG0010603	sp|Q9R112|SQOR_MOUSE	tr|A0A8C2W018|A0A8C2W018_CHILA
OG0010604	sp|S4R1M9|OSB10_MOUSE	tr|A0A8C2W0S5|A0A8C2W0S5_CHILA
OG0010605	sp|Q9JME9|VTM2B_MOUSE	tr|A0A8C2W285|A0A8C2W285_CHILA
OG0010606	sp|Q6NWW9|FND3B_MOUSE	tr|A0A8C2W289|A0A8C2W289_CHILA
OG0010607	sp|P60761|NEUG_MOUSE	tr|A0A8C2W2S0|A0A8C2W2S0_CHILA
OG0010608	sp|A2AVJ5|PRR5L_MOUSE	tr|A0A8C2W2T5|A0A8C2W2T5_CHILA
OG0010609	sp|Q9JMH7|NEUR3_MOUSE	tr|A0A8C2W3J1|A0A8C2W3J1_CHILA
OG0010610	sp|Q9CQ25|MZT2_MOUSE	tr|A0A8C2W3S9|A0A8C2W3S9_CHILA
OG0010611	sp|Q9Z1J3|NFS1_MOUSE	tr|A0A8C2W481|A0A8C2W481_CHILA
OG0010612	sp|Q8K212|PACS1_MOUSE	tr|A0A8C2W5C5|A0A8C2W5C5_CHILA
OG0010613	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A8C2W5J4|A0A8C2W5J4_CHILA
OG0010614	sp|Q9WV69|DEMA_MOUSE	tr|A0A8C2W674|A0A8C2W674_CHILA
OG0010615	sp|Q6PDY0|CC85B_MOUSE	tr|A0A8C2W6M3|A0A8C2W6M3_CHILA
OG0010616	sp|Q9D8X0|MANBL_MOUSE	tr|A0A8C2W6T8|A0A8C2W6T8_CHILA
OG0010617	sp|Q6PCX9|TRI37_MOUSE	tr|A0A8C2W702|A0A8C2W702_CHILA
OG0010618	sp|Q91YH5|ATLA3_MOUSE	tr|A0A8C2W8I7|A0A8C2W8I7_CHILA
OG0010619	sp|P47877|IBP2_MOUSE	tr|A0A8C2W9N6|A0A8C2W9N6_CHILA
OG0010620	sp|Q8BN78|KAISO_MOUSE	tr|A0A8C2YIC7|A0A8C2YIC7_CHILA
OG0010621	sp|Q7TNU7|LETM2_MOUSE	tr|A0A8C2YJ42|A0A8C2YJ42_CHILA
OG0010622	sp|O35245|PKD2_MOUSE	tr|A0A8C2YKK4|A0A8C2YKK4_CHILA
OG0010623	sp|B1AS42|NB5R5_MOUSE	tr|A0A8C2YLT2|A0A8C2YLT2_CHILA
OG0010624	sp|Q6NS65|GPR17_MOUSE	tr|A0A8C2YLY1|A0A8C2YLY1_CHILA
OG0010625	sp|P56473|AGRP_MOUSE	tr|A0A8C2YRS8|A0A8C2YRS8_CHILA
OG0010626	sp|Q69ZX8|ABLM3_MOUSE	tr|A0A8C2YU16|A0A8C2YU16_CHILA
OG0010627	sp|Q8CD19|LANC3_MOUSE	tr|A0A8C2UF72|A0A8C2UF72_CHILA
OG0010628	sp|Q571I4|PRAG1_MOUSE	tr|A0A8C2UJL4|A0A8C2UJL4_CHILA
OG0010629	sp|Q69ZQ1|MYORG_MOUSE	tr|A0A8C2UKP2|A0A8C2UKP2_CHILA
OG0010630	sp|P11725|OTC_MOUSE	tr|A0A8C2ULM7|A0A8C2ULM7_CHILA
OG0010631	sp|Q3UHX8|NKX63_MOUSE	tr|A0A8C2UQJ2|A0A8C2UQJ2_CHILA
OG0010632	sp|Q5GH68|XKR2_MOUSE	tr|A0A8C2USD4|A0A8C2USD4_CHILA
OG0010633	sp|B2RY56|RBM25_MOUSE	tr|A0A8C2UUM1|A0A8C2UUM1_CHILA
OG0010634	sp|Q5U431|GPR39_MOUSE	tr|A0A8C2UVH6|A0A8C2UVH6_CHILA
OG0010635	sp|P11862|GAS2_MOUSE	tr|A0A8C2UVL7|A0A8C2UVL7_CHILA
OG0010636	sp|Q99KN2|CIAO1_MOUSE	tr|A0A8C2UWE2|A0A8C2UWE2_CHILA
OG0010637	sp|Q61663|TLX2_MOUSE	tr|A0A8C2UWU5|A0A8C2UWU5_CHILA
OG0010638	sp|Q9D6I3|PROF4_MOUSE	tr|A0A8C2UWY5|A0A8C2UWY5_CHILA
OG0010639	sp|Q9CQU0|TXD12_MOUSE	tr|A0A8C2UYQ8|A0A8C2UYQ8_CHILA
OG0010640	sp|Q80ZU5|CC181_MOUSE	tr|A0A8C2V0L4|A0A8C2V0L4_CHILA
OG0010641	sp|Q3TJZ6|FA98A_MOUSE	tr|A0A8C2V0L5|A0A8C2V0L5_CHILA
OG0010642	sp|Q8BLN6|UNC80_MOUSE	tr|A0A8C2V1T4|A0A8C2V1T4_CHILA
OG0010643	tr|G3UW55|G3UW55_MOUSE	tr|A0A8C2V1W1|A0A8C2V1W1_CHILA
OG0010644	sp|Q9D7B1|DUS2L_MOUSE	tr|A0A8C2V1Y8|A0A8C2V1Y8_CHILA
OG0010645	sp|Q9Z2V9|CCNI_MOUSE	tr|A0A8C2V2L3|A0A8C2V2L3_CHILA
OG0010646	sp|Q3UQS2|LSME1_MOUSE	tr|A0A8C2V3M4|A0A8C2V3M4_CHILA
OG0010647	sp|Q99LH2|PTSS1_MOUSE	tr|A0A8C2V3Q4|A0A8C2V3Q4_CHILA
OG0010648	sp|Q922M7|ASHWN_MOUSE	tr|A0A8C2V4B6|A0A8C2V4B6_CHILA
OG0010649	sp|Q9D113|DNLZ_MOUSE	tr|A0A8C2V4U1|A0A8C2V4U1_CHILA
OG0010650	sp|P23116|EIF3A_MOUSE	tr|A0A8C2V8T2|A0A8C2V8T2_CHILA
OG0010651	sp|Q3U492|KCP_MOUSE	tr|A0A8C2VAY8|A0A8C2VAY8_CHILA
OG0010652	tr|D3Z623|D3Z623_MOUSE	tr|A0A8C2VBF6|A0A8C2VBF6_CHILA
OG0010653	sp|Q8QZW2|FEV_MOUSE	tr|A0A8C2VBW7|A0A8C2VBW7_CHILA
OG0010654	sp|Q8VBX4|CLC4K_MOUSE	tr|A0A8C2VDY5|A0A8C2VDY5_CHILA
OG0010655	sp|Q6NS57|MABP1_MOUSE	tr|A0A8C2VEA6|A0A8C2VEA6_CHILA
OG0010656	sp|Q30D77|COOA1_MOUSE	tr|A0A8C2VEQ4|A0A8C2VEQ4_CHILA
OG0010657	sp|Q9D0E5|EFC11_MOUSE	tr|A0A8C2VGN4|A0A8C2VGN4_CHILA
OG0010658	sp|Q6PFQ7|RASL2_MOUSE	tr|A0A8C2VH42|A0A8C2VH42_CHILA
OG0010659	tr|D3Z393|D3Z393_MOUSE	tr|A0A8C2VIL0|A0A8C2VIL0_CHILA
OG0010660	tr|A0A1B0GST8|A0A1B0GST8_MOUSE	tr|A0A8C2VIS3|A0A8C2VIS3_CHILA
OG0010661	sp|P09036|ISK1_MOUSE	tr|A0A8C2VJR1|A0A8C2VJR1_CHILA
OG0010662	sp|Q69ZP3|PNKD_MOUSE	tr|A0A8C2VLV4|A0A8C2VLV4_CHILA
OG0010663	sp|Q3UGM2|NEK10_MOUSE	tr|A0A8C2VP75|A0A8C2VP75_CHILA
OG0010664	sp|Q9JJF9|SPP2A_MOUSE	tr|A0A8C2VRN4|A0A8C2VRN4_CHILA
OG0010665	sp|O88700|BLM_MOUSE	tr|A0A8C2VU01|A0A8C2VU01_CHILA
OG0010666	sp|Q61144|PSN2_MOUSE	tr|A0A8C2VVG0|A0A8C2VVG0_CHILA
OG0010667	sp|Q9WV04|KIF9_MOUSE	tr|A0A8C2VVZ9|A0A8C2VVZ9_CHILA
OG0010668	sp|Q9DBS1|TMM43_MOUSE	tr|A0A8C2VWE4|A0A8C2VWE4_CHILA
OG0010669	sp|Q8K083|ZN536_MOUSE	tr|A0A8C2VWF3|A0A8C2VWF3_CHILA
OG0010670	sp|Q6PAJ3|GARE2_MOUSE	tr|A0A8C2VWT0|A0A8C2VWT0_CHILA
OG0010671	sp|O70394|I27RA_MOUSE	tr|A0A8C2VX00|A0A8C2VX00_CHILA
OG0010672	tr|A2ANY6|A2ANY6_MOUSE	tr|A0A8C2VXG2|A0A8C2VXG2_CHILA
OG0010673	sp|Q62395|TFF3_MOUSE	tr|A0A8C2VXL7|A0A8C2VXL7_CHILA
OG0010674	sp|Q9CPT0|B2L14_MOUSE	tr|A0A8C2VXW2|A0A8C2VXW2_CHILA
OG0010675	sp|Q923S9|RAB30_MOUSE	tr|A0A8C2VYT3|A0A8C2VYT3_CHILA
OG0010676	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A8C2VZC2|A0A8C2VZC2_CHILA
OG0010677	sp|Q921E6|EED_MOUSE	tr|A0A8C2W044|A0A8C2W044_CHILA
OG0010678	sp|Q9QZQ0|NPAS3_MOUSE	tr|A0A8C2W0H2|A0A8C2W0H2_CHILA
OG0010679	sp|Q9WTW2|KCNE3_MOUSE	tr|A0A8C2W165|A0A8C2W165_CHILA
OG0010680	tr|Q8VF27|Q8VF27_MOUSE	tr|A0A8C2W2G4|A0A8C2W2G4_CHILA
OG0010681	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A8C2W2K1|A0A8C2W2K1_CHILA
OG0010682	sp|E9Q349|WDR25_MOUSE	tr|A0A8C2W303|A0A8C2W303_CHILA
OG0010683	sp|Q8CHT1|NGEF_MOUSE	tr|A0A8C2W457|A0A8C2W457_CHILA
OG0010684	sp|P62806|H4_MOUSE	tr|A0A8C2W697|A0A8C2W697_CHILA
OG0010685	sp|Q8K3J1|NDUS8_MOUSE	tr|A0A8C2W6I4|A0A8C2W6I4_CHILA
OG0010686	sp|P97297|ADML_MOUSE	tr|A0A8C2W6X0|A0A8C2W6X0_CHILA
OG0010687	sp|P52196|THTR_MOUSE	tr|A0A8C2WAP8|A0A8C2WAP8_CHILA
OG0010688	sp|Q7TPM3|TRI17_MOUSE	tr|A0A8C2YI99|A0A8C2YI99_CHILA
OG0010689	sp|Q9CS72|FLIP1_MOUSE	tr|A0A8C2YIC8|A0A8C2YIC8_CHILA
OG0010690	sp|Q9CXF4|TBC15_MOUSE	tr|A0A8C2YNQ5|A0A8C2YNQ5_CHILA
OG0010691	sp|Q8BT88|CP090_MOUSE	tr|A0A8C2YRL1|A0A8C2YRL1_CHILA
OG0010692	sp|A2ARM1|PATL2_MOUSE	tr|A0A8C2YSZ1|A0A8C2YSZ1_CHILA
OG0010693	sp|Q80UQ2|RASF6_MOUSE	tr|A0A8C2UH65|A0A8C2UH65_CHILA
OG0010694	sp|Q03059|CLAT_MOUSE	tr|A0A8C2UHR0|A0A8C2UHR0_CHILA
OG0010695	sp|O35085|ARX_MOUSE	tr|A0A8C2UL93|A0A8C2UL93_CHILA
OG0010696	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8C2UN54|A0A8C2UN54_CHILA
OG0010697	sp|Q61072|ADAM9_MOUSE	tr|A0A8C2UP18|A0A8C2UP18_CHILA
OG0010698	sp|Q9D531|NXNL2_MOUSE	tr|A0A8C2UPA0|A0A8C2UPA0_CHILA
OG0010699	sp|Q3U2A8|SYVM_MOUSE	tr|A0A8C2UQK0|A0A8C2UQK0_CHILA
OG0010700	sp|O35435|PYRD_MOUSE	tr|A0A8C2URL3|A0A8C2URL3_CHILA
OG0010701	sp|Q61592|GAS6_MOUSE	tr|A0A8C2US62|A0A8C2US62_CHILA
OG0010702	sp|E0CYV9|CD054_MOUSE	tr|A0A8C2USG4|A0A8C2USG4_CHILA
OG0010703	sp|Q9D1J1|NECP2_MOUSE	tr|A0A8C2UTN4|A0A8C2UTN4_CHILA
OG0010704	sp|Q9CZB3|THUM2_MOUSE	tr|A0A8C2UTZ0|A0A8C2UTZ0_CHILA
OG0010705	sp|Q99MQ5|COPA1_MOUSE	tr|A0A8C2UUD7|A0A8C2UUD7_CHILA
OG0010706	sp|B8JK39|ITA9_MOUSE	tr|A0A8C2UUJ3|A0A8C2UUJ3_CHILA
OG0010707	sp|Q8BJ03|COX15_MOUSE	tr|A0A8C2UXK0|A0A8C2UXK0_CHILA
OG0010708	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A8C2UYW0|A0A8C2UYW0_CHILA
OG0010709	sp|P97311|MCM6_MOUSE	tr|A0A8C2UYZ4|A0A8C2UYZ4_CHILA
OG0010710	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A8C2UZ44|A0A8C2UZ44_CHILA
OG0010711	sp|Q3UX62|ODAD1_MOUSE	tr|A0A8C2UZN8|A0A8C2UZN8_CHILA
OG0010712	sp|O08746|MATN2_MOUSE	tr|A0A8C2V0F9|A0A8C2V0F9_CHILA
OG0010713	sp|Q9CXL3|CG050_MOUSE	tr|A0A8C2V1D2|A0A8C2V1D2_CHILA
OG0010714	sp|Q3UH06|RREB1_MOUSE	tr|A0A8C2V1T5|A0A8C2V1T5_CHILA
OG0010715	sp|Q3UJB3|LR14B_MOUSE	tr|A0A8C2V264|A0A8C2V264_CHILA
OG0010716	sp|P09055|ITB1_MOUSE	tr|A0A8C2V3S0|A0A8C2V3S0_CHILA
OG0010717	sp|P97489|GATA5_MOUSE	tr|A0A8C2V6Q4|A0A8C2V6Q4_CHILA
OG0010718	sp|Q3V050|S47A2_MOUSE	tr|A0A8C2V742|A0A8C2V742_CHILA
OG0010719	sp|Q99NG0|ARIP4_MOUSE	tr|A0A8C2V849|A0A8C2V849_CHILA
OG0010720	sp|D7PDD4|G6B_MOUSE	tr|A0A8C2VAC5|A0A8C2VAC5_CHILA
OG0010721	sp|Q8VCY6|UTP6_MOUSE	tr|A0A8C2VC13|A0A8C2VC13_CHILA
OG0010722	sp|Q8BRG8|TM209_MOUSE	tr|A0A8C2VCP9|A0A8C2VCP9_CHILA
OG0010723	sp|Q91X44|GCKR_MOUSE	tr|A0A8C2VDG4|A0A8C2VDG4_CHILA
OG0010724	sp|P48760|FOLC_MOUSE	tr|A0A8C2VEF3|A0A8C2VEF3_CHILA
OG0010725	sp|P46718|PDCD2_MOUSE	tr|A0A8C2VEP9|A0A8C2VEP9_CHILA
OG0010726	sp|Q8BUV8|GP107_MOUSE	tr|A0A8C2VEV6|A0A8C2VEV6_CHILA
OG0010727	sp|Q60739|BAG1_MOUSE	tr|A0A8C2VFA0|A0A8C2VFA0_CHILA
OG0010728	sp|P41731|CD63_MOUSE	tr|A0A8C2VIA0|A0A8C2VIA0_CHILA
OG0010729	sp|Q9JJK2|LANC2_MOUSE	tr|A0A8C2VIJ5|A0A8C2VIJ5_CHILA
OG0010730	sp|Q5QNV8|HEAT9_MOUSE	tr|A0A8C2VKE9|A0A8C2VKE9_CHILA
OG0010731	sp|Q3KNJ2|NHEJ1_MOUSE	tr|A0A8C2VMZ9|A0A8C2VMZ9_CHILA
OG0010732	sp|Q5YD48|A1CF_MOUSE	tr|A0A8C2VNA5|A0A8C2VNA5_CHILA
OG0010733	tr|Q91VA7|Q91VA7_MOUSE	tr|A0A8C2VNQ1|A0A8C2VNQ1_CHILA
OG0010734	sp|O70209|PDLI3_MOUSE	tr|A0A8C2VP91|A0A8C2VP91_CHILA
OG0010735	sp|Q99MQ1|BICC1_MOUSE	tr|A0A8C2VPI0|A0A8C2VPI0_CHILA
OG0010736	sp|P51162|FABP6_MOUSE	tr|A0A8C2VPJ6|A0A8C2VPJ6_CHILA
OG0010737	sp|P32211|ACM4_MOUSE	tr|A0A8C2VQW5|A0A8C2VQW5_CHILA
OG0010738	sp|Q9CQA8|CEP19_MOUSE	tr|A0A8C2VR77|A0A8C2VR77_CHILA
OG0010739	sp|Q924X6|LRP8_MOUSE	tr|A0A8C2VSZ1|A0A8C2VSZ1_CHILA
OG0010740	sp|Q8BRV5|K1671_MOUSE	tr|A0A8C2VU45|A0A8C2VU45_CHILA
