Orthogroup	Mus_musculus	Oryctolagus_cuniculus
OG0014373	sp|Q60860|LTC4S_MOUSE	tr|A0A5F9CVQ6|A0A5F9CVQ6_RABIT
OG0014374	sp|Q60I26|AL2CL_MOUSE	tr|A0A5F9C7U3|A0A5F9C7U3_RABIT
OG0014375	sp|Q6PAK3|ANM8_MOUSE	tr|G1SNN4|G1SNN4_RABIT
OG0014376	sp|Q6PG04|CCD82_MOUSE	tr|G1SST3|G1SST3_RABIT
OG0014377	sp|Q78YY6|DJC15_MOUSE	tr|G1SFY1|G1SFY1_RABIT
OG0014378	sp|Q80T74|KLH29_MOUSE	tr|G1TDK4|G1TDK4_RABIT
OG0014379	sp|Q8BKX1|BAIP2_MOUSE	tr|G1TPT3|G1TPT3_RABIT
OG0014380	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A5F9DJ04|A0A5F9DJ04_RABIT
OG0014381	sp|Q8BVD7|C1QT7_MOUSE	tr|G1TBV5|G1TBV5_RABIT
OG0014382	sp|Q8C561|LMBD2_MOUSE	tr|G1T1A0|G1T1A0_RABIT
OG0014383	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A5F9DHD3|A0A5F9DHD3_RABIT
OG0014384	sp|Q8K482|EMIL2_MOUSE	tr|G1SHT1|G1SHT1_RABIT
OG0014385	sp|Q8R4F0|MCLN3_MOUSE	tr|G1SX07|G1SX07_RABIT
OG0014386	sp|Q8VEL2|MTMRE_MOUSE	tr|G1U2I3|G1U2I3_RABIT
OG0014387	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|B8K137|B8K137_RABIT
OG0014388	sp|Q91WD4|CG025_MOUSE	tr|G1TQ94|G1TQ94_RABIT
OG0014389	sp|Q91X79|CELA1_MOUSE	tr|G1SUW7|G1SUW7_RABIT
OG0014390	sp|Q99LB0|TDIF1_MOUSE	tr|G1T2R6|G1T2R6_RABIT
OG0014391	sp|Q9CQ26|STABP_MOUSE	tr|G1SK56|G1SK56_RABIT
OG0014392	sp|Q9CWT6|DDX28_MOUSE	tr|G1TUL5|G1TUL5_RABIT
OG0014393	sp|Q9CZX8|RS19_MOUSE	tr|G1TN62|G1TN62_RABIT
OG0014394	sp|Q9D2R0|AACS_MOUSE	tr|G1T5H7|G1T5H7_RABIT
OG0014395	sp|Q9D552|SPT17_MOUSE	tr|G1T7K6|G1T7K6_RABIT
OG0014396	sp|Q9D853|EFMT2_MOUSE	tr|G1SMH7|G1SMH7_RABIT
OG0014397	sp|Q9DA47|TM239_MOUSE	tr|G1SST5|G1SST5_RABIT
OG0014398	sp|Q9DBU3|RIOK3_MOUSE	tr|G1TCF9|G1TCF9_RABIT
OG0014399	sp|Q9ET35|TR13B_MOUSE	tr|G1TWI4|G1TWI4_RABIT
OG0014400	sp|Q9JJG0|TACC2_MOUSE	tr|G1SE54|G1SE54_RABIT
OG0014401	sp|Q9QY31|SNAI3_MOUSE	tr|G1T889|G1T889_RABIT
OG0014402	sp|Q9WVC8|S26A3_MOUSE	tr|G1TPL4|G1TPL4_RABIT
OG0014403	sp|Q9Z1L3|DEDD_MOUSE	tr|G1SHF4|G1SHF4_RABIT
OG0014404	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|G1T707|G1T707_RABIT
OG0014405	sp|A2ARI4|LGR4_MOUSE	tr|G1SL01|G1SL01_RABIT
OG0014406	sp|A6PWY4|WDR76_MOUSE	tr|B7NZF6|B7NZF6_RABIT
OG0014407	sp|E9PV86|MCTP1_MOUSE	tr|A0A5F9DFN7|A0A5F9DFN7_RABIT
OG0014408	tr|J3QN01|J3QN01_MOUSE	tr|G1U3E1|G1U3E1_RABIT
OG0014409	sp|O35691|PININ_MOUSE	tr|G1SGZ7|G1SGZ7_RABIT
OG0014410	sp|P09633|HXC9_MOUSE	tr|G1TTZ5|G1TTZ5_RABIT
OG0014411	sp|P10605|CATB_MOUSE	tr|A0A5F9CEP9|A0A5F9CEP9_RABIT
OG0014412	sp|P12265|BGLR_MOUSE	tr|G1SL41|G1SL41_RABIT
OG0014413	sp|P24721|ASGR2_MOUSE	tr|G1TMF8|G1TMF8_RABIT
OG0014414	sp|P26638|SYSC_MOUSE	sp|P13642|SYSC_RABIT
OG0014415	sp|P33609|DPOLA_MOUSE	tr|G1T8Z5|G1T8Z5_RABIT
OG0014416	sp|P53798|FDFT_MOUSE	tr|U3KPG8|U3KPG8_RABIT
OG0014417	sp|P70190|CAZA3_MOUSE	tr|G1T7V9|G1T7V9_RABIT
OG0014418	sp|Q0VFX2|CF157_MOUSE	tr|G1SRX4|G1SRX4_RABIT
OG0014419	sp|Q3TDN2|FAF2_MOUSE	tr|A0A5F9DIB9|A0A5F9DIB9_RABIT
OG0014420	sp|Q3UHK8|TNR6A_MOUSE	tr|A0A5F9CY44|A0A5F9CY44_RABIT
OG0014421	sp|Q4VBD2|TAPT1_MOUSE	tr|G1SH46|G1SH46_RABIT
OG0014422	sp|Q61908|CMC4_MOUSE	tr|G1TI84|G1TI84_RABIT
OG0014423	sp|Q64GA5|PA24C_MOUSE	tr|G1T8H0|G1T8H0_RABIT
OG0014424	sp|Q6PDS0|VTM2L_MOUSE	tr|G1TNI9|G1TNI9_RABIT
OG0014425	sp|Q6PGD0|ARAID_MOUSE	tr|G1TY35|G1TY35_RABIT
OG0014426	sp|Q7TN31|AGGF1_MOUSE	tr|G1U5Y6|G1U5Y6_RABIT
OG0014427	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A5F9CGM8|A0A5F9CGM8_RABIT
OG0014428	sp|Q8BJ48|NAGPA_MOUSE	tr|G1T098|G1T098_RABIT
OG0014429	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A5F9CEH5|A0A5F9CEH5_RABIT
OG0014430	sp|Q8BJA2|S41A1_MOUSE	tr|G1TUM1|G1TUM1_RABIT
OG0014431	sp|Q8BJT9|EDEM2_MOUSE	tr|G1TBY4|G1TBY4_RABIT
OG0014432	sp|Q8BLN6|UNC80_MOUSE	tr|G1U426|G1U426_RABIT
OG0014433	sp|Q8BQN6|OZF_MOUSE	tr|A0A5F9CVQ9|A0A5F9CVQ9_RABIT
OG0014434	sp|Q8BT14|CNOT4_MOUSE	tr|G1TPQ6|G1TPQ6_RABIT
OG0014435	sp|Q8BZN2|KCNV1_MOUSE	tr|G1TDD6|G1TDD6_RABIT
OG0014436	sp|Q8C102|GALT5_MOUSE	tr|G1SWQ5|G1SWQ5_RABIT
OG0014437	sp|Q8C261|NCKX5_MOUSE	tr|G1T4L1|G1T4L1_RABIT
OG0014438	sp|Q8C817|T200A_MOUSE	tr|G1TI22|G1TI22_RABIT
OG0014439	sp|Q8K2J7|RELL1_MOUSE	tr|G1SJN8|G1SJN8_RABIT
OG0014440	sp|Q8R1R4|IL34_MOUSE	tr|G1U8A5|G1U8A5_RABIT
OG0014441	sp|Q8R2G6|CCD80_MOUSE	tr|A0A5F9DI50|A0A5F9DI50_RABIT
OG0014442	sp|Q91VD9|NDUS1_MOUSE	tr|G1T359|G1T359_RABIT
OG0014443	tr|Q91X36|Q91X36_MOUSE	tr|G1U4V2|G1U4V2_RABIT
OG0014444	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A5F9DJM8|A0A5F9DJM8_RABIT
OG0014445	sp|Q91ZM8|CABP7_MOUSE	tr|A0A5F9D3U2|A0A5F9D3U2_RABIT
OG0014446	sp|Q920Q4|VPS16_MOUSE	tr|G1T365|G1T365_RABIT
OG0014447	sp|Q9CPW7|ZMAT2_MOUSE	tr|G1SLE4|G1SLE4_RABIT
OG0014448	sp|Q9CWV6|PKRI1_MOUSE	tr|G1T7C5|G1T7C5_RABIT
OG0014449	sp|Q9D695|SPB7_MOUSE	tr|B7NZ98|B7NZ98_RABIT
OG0014450	sp|Q9DD18|DTD1_MOUSE	tr|G1T0D8|G1T0D8_RABIT
OG0014451	sp|Q9DD24|TCAL9_MOUSE	tr|G1SK90|G1SK90_RABIT
OG0014452	sp|Q9EQQ2|YIPF5_MOUSE	tr|G1TR00|G1TR00_RABIT
OG0014453	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A5F9DMK2|A0A5F9DMK2_RABIT
OG0014454	sp|Q9ET54|PALLD_MOUSE	tr|A0A5F9DF02|A0A5F9DF02_RABIT
OG0014455	sp|Q9JKQ4|IRX5_MOUSE	tr|G1SJB3|G1SJB3_RABIT
OG0014456	sp|Q9WV35|ABEC2_MOUSE	tr|G1U7Q3|G1U7Q3_RABIT
OG0014457	sp|Q9Z0U0|XPR1_MOUSE	tr|G1SDK2|G1SDK2_RABIT
OG0014458	tr|D3YUE4|D3YUE4_MOUSE	tr|G1TBE1|G1TBE1_RABIT
OG0014459	sp|G5E8P1|BRD1_MOUSE	tr|G1SJQ0|G1SJQ0_RABIT
OG0014460	sp|P16332|MUTA_MOUSE	tr|G1SQB1|G1SQB1_RABIT
OG0014461	sp|P47242|PAX9_MOUSE	tr|G1T761|G1T761_RABIT
OG0014462	sp|P55098|PEX2_MOUSE	tr|G1TE28|G1TE28_RABIT
OG0014463	sp|P70701|WN10A_MOUSE	tr|G1TAR3|G1TAR3_RABIT
OG0014464	sp|P86049|RBM46_MOUSE	tr|A0A5F9DFW0|A0A5F9DFW0_RABIT
OG0014465	sp|Q3UDW8|HGNAT_MOUSE	tr|G1SUG4|G1SUG4_RABIT
OG0014466	sp|Q3UNN8|PLD5_MOUSE	tr|G1SWQ6|G1SWQ6_RABIT
OG0014467	sp|Q3UV16|IPIL2_MOUSE	tr|A0A5F9CSH1|A0A5F9CSH1_RABIT
OG0014468	sp|Q3V3N7|BBS1_MOUSE	tr|A0A5F9CMT2|A0A5F9CMT2_RABIT
OG0014469	sp|Q6PAV2|HERC4_MOUSE	tr|A0A5F9DLL4|A0A5F9DLL4_RABIT
OG0014470	sp|Q6PDM4|IHO1_MOUSE	tr|G1SPX6|G1SPX6_RABIT
OG0014471	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A5F9C9D6|A0A5F9C9D6_RABIT
OG0014472	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A5F9CP93|A0A5F9CP93_RABIT
OG0014473	sp|Q7TN05|AP1S3_MOUSE	tr|A0A5F9D8Q2|A0A5F9D8Q2_RABIT
OG0014474	sp|Q80W88|HOMEZ_MOUSE	tr|G1U5T9|G1U5T9_RABIT
OG0014475	sp|Q80XC3|US6NL_MOUSE	tr|G1SSA7|G1SSA7_RABIT
OG0014476	sp|Q811W1|AARD_MOUSE	tr|G1TK92|G1TK92_RABIT
OG0014477	sp|Q8BNJ6|NETO2_MOUSE	tr|G1TDJ7|G1TDJ7_RABIT
OG0014478	sp|Q8BTI9|PK3CB_MOUSE	tr|G1SMR9|G1SMR9_RABIT
OG0014479	sp|Q8CEL2|CFA61_MOUSE	tr|G1T9L3|G1T9L3_RABIT
OG0014480	sp|Q8K221|ARFP2_MOUSE	tr|G1TCP2|G1TCP2_RABIT
OG0014481	sp|Q8K386|RAB15_MOUSE	tr|G1SMA9|G1SMA9_RABIT
OG0014482	sp|Q8VEE0|RPE_MOUSE	tr|A0A5F9D479|A0A5F9D479_RABIT
OG0014483	sp|Q8VHS5|ASB16_MOUSE	tr|A0A5F9CG15|A0A5F9CG15_RABIT
OG0014484	sp|Q91W27|TIP39_MOUSE	tr|G1TZD5|G1TZD5_RABIT
OG0014485	sp|Q91XP5|GLRA3_MOUSE	tr|G1TE40|G1TE40_RABIT
OG0014486	sp|Q91Y97|ALDOB_MOUSE	sp|P79226|ALDOB_RABIT
OG0014487	sp|Q91ZE0|TMLH_MOUSE	tr|A0A5F9D0E0|A0A5F9D0E0_RABIT
OG0014488	sp|Q920S3|GATD1_MOUSE	tr|G1U244|G1U244_RABIT
OG0014489	sp|Q921D9|GRHL1_MOUSE	tr|G1TEA1|G1TEA1_RABIT
OG0014490	sp|Q921M3|SF3B3_MOUSE	tr|G1SL60|G1SL60_RABIT
OG0014491	tr|Q9CQB8|Q9CQB8_MOUSE	tr|A0A5F9D6H5|A0A5F9D6H5_RABIT
OG0014492	sp|Q9CQF9|PCYOX_MOUSE	tr|G1T0U8|G1T0U8_RABIT
OG0014493	sp|Q9CX25|CJ143_MOUSE	tr|A0A5F9CMR2|A0A5F9CMR2_RABIT
OG0014494	sp|Q9D7N9|APMAP_MOUSE	tr|A0A5F9CHT3|A0A5F9CHT3_RABIT
OG0014495	sp|Q9D7W5|MED8_MOUSE	tr|G1TG70|G1TG70_RABIT
OG0014496	sp|Q9D9J2|TEX33_MOUSE	tr|G1TCW7|G1TCW7_RABIT
OG0014497	sp|Q9ET43|CLD12_MOUSE	tr|A0A5F9DCY9|A0A5F9DCY9_RABIT
OG0014498	sp|Q9JI13|SAS10_MOUSE	tr|G1SYC5|G1SYC5_RABIT
OG0014499	sp|Q9JI75|NQO2_MOUSE	tr|A0A5F9DUF5|A0A5F9DUF5_RABIT
OG0014500	sp|Q9R1S0|B9D1_MOUSE	tr|G1TI28|G1TI28_RABIT
OG0014501	sp|Q9WUB4|DCTN6_MOUSE	tr|A0A5F9DIP2|A0A5F9DIP2_RABIT
OG0014502	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A5F9CV36|A0A5F9CV36_RABIT
OG0014503	sp|Q9Z2U2|ZN292_MOUSE	tr|G1SP62|G1SP62_RABIT
OG0014504	tr|A2AF31|A2AF31_MOUSE	tr|G1T824|G1T824_RABIT
OG0014505	sp|A2AJ77|PRD12_MOUSE	tr|G1SUR9|G1SUR9_RABIT
OG0014506	tr|B7ZWD6|B7ZWD6_MOUSE	tr|G1U5K8|G1U5K8_RABIT
OG0014507	sp|P10166|MYCL_MOUSE	tr|G1U124|G1U124_RABIT
OG0014508	sp|P28236|CXA8_MOUSE	tr|G1SIQ2|G1SIQ2_RABIT
OG0014509	sp|P29416|HEXA_MOUSE	tr|G1SWR0|G1SWR0_RABIT
OG0014510	sp|P43023|CX6A2_MOUSE	tr|A0A5F9CM51|A0A5F9CM51_RABIT
OG0014511	sp|P46978|STT3A_MOUSE	tr|G1T7W7|G1T7W7_RABIT
OG0014512	sp|P48437|PROX1_MOUSE	tr|A0A5F9D709|A0A5F9D709_RABIT
OG0014513	sp|P97430|SLPI_MOUSE	tr|G1U9F5|G1U9F5_RABIT
OG0014514	sp|Q01114|IL9R_MOUSE	tr|A0A5F9CSB2|A0A5F9CSB2_RABIT
OG0014515	sp|Q3U1Z5|GPSM3_MOUSE	tr|A0A5F9CCM1|A0A5F9CCM1_RABIT
OG0014516	sp|Q3UIW5|RNF10_MOUSE	tr|G1T8A8|G1T8A8_RABIT
OG0014517	sp|Q3UQS8|RBM20_MOUSE	tr|G1TCE0|G1TCE0_RABIT
OG0014518	sp|Q571K4|TAB3_MOUSE	tr|G1STW8|G1STW8_RABIT
OG0014519	sp|Q61419|CMAH_MOUSE	tr|G1SLT1|G1SLT1_RABIT
OG0014520	sp|Q6PCX7|RGMA_MOUSE	tr|G1SCW2|G1SCW2_RABIT
OG0014521	sp|Q6PGH0|UBTD2_MOUSE	tr|G1SN78|G1SN78_RABIT
OG0014522	sp|Q7TPQ3|SHPRH_MOUSE	tr|G1T0D6|G1T0D6_RABIT
OG0014523	sp|Q80ZN5|CST13_MOUSE	tr|G1TZ01|G1TZ01_RABIT
OG0014524	sp|Q8BHD1|POC1B_MOUSE	tr|G1SUQ7|G1SUQ7_RABIT
OG0014525	sp|Q8CC70|CF300_MOUSE	tr|G1SQB7|G1SQB7_RABIT
OG0014526	sp|Q8CE47|S49A3_MOUSE	tr|A0A5F9CT32|A0A5F9CT32_RABIT
OG0014527	sp|Q8CFY5|COX10_MOUSE	tr|G1T3A0|G1T3A0_RABIT
OG0014528	sp|Q8CGS6|DPOLQ_MOUSE	tr|G1SUF8|G1SUF8_RABIT
OG0014529	sp|Q8K382|DEN1A_MOUSE	tr|A0A5F9D8J1|A0A5F9D8J1_RABIT
OG0014530	sp|Q8R323|RFC3_MOUSE	tr|G1SK32|G1SK32_RABIT
OG0014531	sp|Q8VD00|SGMR2_MOUSE	tr|G1STQ7|G1STQ7_RABIT
OG0014532	sp|Q920C1|CRDL1_MOUSE	tr|A0A5F9CP84|A0A5F9CP84_RABIT
OG0014533	sp|Q923W1|TGS1_MOUSE	tr|G1TDV8|G1TDV8_RABIT
OG0014534	sp|Q925B0|PAWR_MOUSE	tr|G1T602|G1T602_RABIT
OG0014535	sp|Q99KI0|ACON_MOUSE	tr|G1TUX2|G1TUX2_RABIT
OG0014536	sp|Q9CPN8|IF2B3_MOUSE	tr|G1SWA1|G1SWA1_RABIT
OG0014537	sp|Q9CQ37|UBE2T_MOUSE	tr|G1SYX6|G1SYX6_RABIT
OG0014538	sp|Q9D1B8|DCD2C_MOUSE	tr|G1U931|G1U931_RABIT
OG0014539	sp|Q9D702|TMM52_MOUSE	tr|G1TP97|G1TP97_RABIT
OG0014540	sp|Q9D845|TEX9_MOUSE	tr|G1T2Y8|G1T2Y8_RABIT
OG0014541	sp|Q9EQH4|TAF8_MOUSE	tr|A0A5F9DTB1|A0A5F9DTB1_RABIT
OG0014542	sp|Q9JIM5|YIPF7_MOUSE	tr|G1TEQ6|G1TEQ6_RABIT
OG0014543	sp|Q9JLJ2|AL9A1_MOUSE	tr|A0A5F9CLN2|A0A5F9CLN2_RABIT
OG0014544	sp|Q9JLL3|TNR19_MOUSE	tr|A0A5F9CZQ9|A0A5F9CZQ9_RABIT
OG0014545	sp|Q9Z1M8|RED_MOUSE	tr|G1SLC5|G1SLC5_RABIT
OG0014546	sp|A6H666|COX8C_MOUSE	tr|A0A5F9CJ03|A0A5F9CJ03_RABIT
OG0014547	tr|D3Z393|D3Z393_MOUSE	tr|A0A5F9D858|A0A5F9D858_RABIT
OG0014548	tr|E9Q598|E9Q598_MOUSE	tr|G1U4Z9|G1U4Z9_RABIT
OG0014549	sp|O08524|TECTB_MOUSE	tr|G1SU19|G1SU19_RABIT
OG0014550	sp|O35613|DAXX_MOUSE	tr|G1SZK9|G1SZK9_RABIT
OG0014551	sp|P08030|APT_MOUSE	tr|A0A5F9D5N1|A0A5F9D5N1_RABIT
OG0014552	sp|P0DN83|DWORF_MOUSE	tr|A0A5F9CF14|A0A5F9CF14_RABIT
OG0014553	sp|P16277|BLK_MOUSE	tr|A0A5F9CJ57|A0A5F9CJ57_RABIT
OG0014554	sp|P59997|KDM2A_MOUSE	tr|G1SYB5|G1SYB5_RABIT
OG0014555	sp|P70188|KIFA3_MOUSE	tr|A0A5F9DQR9|A0A5F9DQR9_RABIT
OG0014556	sp|Q3TIR3|RIC8A_MOUSE	tr|G1T7I8|G1T7I8_RABIT
OG0014557	sp|Q3V0J4|ANR53_MOUSE	tr|G1THB1|G1THB1_RABIT
OG0014558	sp|Q5GH67|XKR4_MOUSE	tr|G1TEM2|G1TEM2_RABIT
OG0014559	sp|Q61539|ERR2_MOUSE	tr|A0A5F9D6X9|A0A5F9D6X9_RABIT
OG0014560	sp|Q61982|NOTC3_MOUSE	tr|G1U4W4|G1U4W4_RABIT
OG0014561	sp|Q64527|WNT8A_MOUSE	tr|G1SNE4|G1SNE4_RABIT
OG0014562	sp|Q69ZK0|PREX1_MOUSE	tr|G1T3T5|G1T3T5_RABIT
OG0014563	sp|Q6GV12|KDSR_MOUSE	tr|G1T6U1|G1T6U1_RABIT
OG0014564	sp|Q6PDK2|KMT2D_MOUSE	tr|G1SQK2|G1SQK2_RABIT
OG0014565	sp|Q6XBJ3|ONEC2_MOUSE	tr|G1U1P0|G1U1P0_RABIT
OG0014566	sp|Q78ZA7|NP1L4_MOUSE	tr|A0A5F9CEA3|A0A5F9CEA3_RABIT
OG0014567	sp|Q80ZX8|SPAG1_MOUSE	tr|G1SGC3|G1SGC3_RABIT
OG0014568	sp|Q8BGD7|NPAS4_MOUSE	tr|G1SEB1|G1SEB1_RABIT
OG0014569	sp|Q8BH34|SEM3D_MOUSE	tr|G1T2G1|G1T2G1_RABIT
OG0014570	sp|Q8BHN5|RBM45_MOUSE	tr|G1SET2|G1SET2_RABIT
OG0014571	sp|Q8BMA6|SRP68_MOUSE	tr|G1T0F6|G1T0F6_RABIT
OG0014572	sp|Q8BZQ2|CRLD2_MOUSE	tr|U3KNW8|U3KNW8_RABIT
OG0014573	sp|Q8BZR9|NCBP3_MOUSE	tr|G1SUC4|G1SUC4_RABIT
OG0014574	tr|Q8C5Y2|Q8C5Y2_MOUSE	tr|A0A5F9DUT4|A0A5F9DUT4_RABIT
OG0014575	sp|Q8C6C7|F204A_MOUSE	tr|A0A5F9DSC2|A0A5F9DSC2_RABIT
OG0014576	sp|Q8CC84|LYSM4_MOUSE	tr|G1TWF3|G1TWF3_RABIT
OG0014577	sp|Q8CHR6|DPYD_MOUSE	tr|A0A5F9DDB6|A0A5F9DDB6_RABIT
OG0014578	sp|Q8K1D8|ENHO_MOUSE	tr|G1T986|G1T986_RABIT
OG0014579	sp|Q8K2A1|GULP1_MOUSE	tr|A0A5F9DLI4|A0A5F9DLI4_RABIT
OG0014580	sp|Q8R464|CADM4_MOUSE	tr|A0A5F9DC67|A0A5F9DC67_RABIT
OG0014581	sp|Q921R7|S35A5_MOUSE	tr|G1SPX4|G1SPX4_RABIT
OG0014582	sp|Q921Y4|MFSD5_MOUSE	tr|G1T0X1|G1T0X1_RABIT
OG0014583	sp|Q9CQG2|MET16_MOUSE	tr|G1TS51|G1TS51_RABIT
OG0014584	sp|Q9CXM0|CHODL_MOUSE	tr|G1T2I9|G1T2I9_RABIT
OG0014585	sp|Q9CYA6|ZCHC8_MOUSE	tr|G1TGX2|G1TGX2_RABIT
OG0014586	sp|Q9CZH8|CCD77_MOUSE	tr|G1SLY4|G1SLY4_RABIT
OG0014587	sp|Q9D8Z2|TRIA1_MOUSE	tr|G1SY27|G1SY27_RABIT
OG0014588	sp|Q9EQU3|TLR9_MOUSE	tr|A0A5F9DNU3|A0A5F9DNU3_RABIT
OG0014589	sp|Q9QXK9|SH22A_MOUSE	tr|A0A5F9CF29|A0A5F9CF29_RABIT
OG0014590	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A5F9D7B4|A0A5F9D7B4_RABIT
OG0014591	sp|Q9WU72|TN13B_MOUSE	tr|A0A0U5EM98|A0A0U5EM98_RABIT
OG0014592	sp|Q9WV84|NDKM_MOUSE	tr|G1TK81|G1TK81_RABIT
OG0014593	sp|Q9Z0E2|CHRD_MOUSE	tr|G1SSC6|G1SSC6_RABIT
OG0014594	sp|Q9Z262|CLD6_MOUSE	tr|G1TD67|G1TD67_RABIT
OG0014595	sp|D2J0Y4|CJ090_MOUSE	tr|G1U3C4|G1U3C4_RABIT
OG0014596	tr|G3XA20|G3XA20_MOUSE	tr|G1TRR0|G1TRR0_RABIT
OG0014597	sp|O35625|AXIN1_MOUSE	tr|A0A5F9CRK3|A0A5F9CRK3_RABIT
OG0014598	sp|O35655|PPE1_MOUSE	tr|G1T005|G1T005_RABIT
OG0014599	sp|O55241|OREX_MOUSE	tr|G1T565|G1T565_RABIT
OG0014600	sp|P14142|GLUT4_MOUSE	tr|A0A5F9CMA5|A0A5F9CMA5_RABIT
OG0014601	sp|P53811|PIPNB_MOUSE	tr|G1SDG2|G1SDG2_RABIT
OG0014602	sp|P70193|LRIG1_MOUSE	tr|G1ST83|G1ST83_RABIT
OG0014603	sp|Q3TWI9|CSCL2_MOUSE	tr|G1SJS5|G1SJS5_RABIT
OG0014604	sp|Q52KR2|LRIG2_MOUSE	tr|G1SYY3|G1SYY3_RABIT
OG0014605	sp|Q5DU37|ZFY26_MOUSE	tr|G1SDM9|G1SDM9_RABIT
OG0014606	sp|Q5SRT8|CCNJL_MOUSE	tr|A0A5F9DCE2|A0A5F9DCE2_RABIT
OG0014607	sp|Q68FG0|ZC4H2_MOUSE	tr|G1T5B2|G1T5B2_RABIT
OG0014608	sp|Q6PAM0|AAKB2_MOUSE	tr|A0A5F9DHV9|A0A5F9DHV9_RABIT
OG0014609	sp|Q7TQ48|SRCA_MOUSE	sp|P13666|SRCA_RABIT
OG0014610	sp|Q80VY2|INKA2_MOUSE	tr|G1TFP6|G1TFP6_RABIT
OG0014611	sp|Q810B8|SLIK4_MOUSE	tr|G1TZT1|G1TZT1_RABIT
OG0014612	sp|Q8BJ03|COX15_MOUSE	tr|U3KN72|U3KN72_RABIT
OG0014613	sp|Q8BML1|MICA2_MOUSE	tr|A0A5F9CML4|A0A5F9CML4_RABIT
OG0014614	sp|Q8BXA6|CLD17_MOUSE	tr|G1TI80|G1TI80_RABIT
OG0014615	sp|Q8C110|SLIK6_MOUSE	tr|A0A5F9DSS1|A0A5F9DSS1_RABIT
OG0014616	sp|Q8C9B9|DIDO1_MOUSE	tr|G1SXU4|G1SXU4_RABIT
OG0014617	sp|Q8CCB4|VPS53_MOUSE	tr|U3KPL6|U3KPL6_RABIT
OG0014618	tr|Q8CET2|Q8CET2_MOUSE	tr|A0A5F9D127|A0A5F9D127_RABIT
OG0014619	sp|Q8CHB8|TTLL5_MOUSE	tr|A0A5F9D4K9|A0A5F9D4K9_RABIT
OG0014620	sp|Q8K021|SCAM1_MOUSE	tr|G1SE20|G1SE20_RABIT
OG0014621	sp|Q8K1E3|DLK2_MOUSE	tr|G1SLN5|G1SLN5_RABIT
OG0014622	sp|Q8R1U1|COG4_MOUSE	tr|G1SL52|G1SL52_RABIT
OG0014623	sp|Q8VHK8|TM11D_MOUSE	tr|G1U5Y3|G1U5Y3_RABIT
OG0014624	sp|Q91W90|TXND5_MOUSE	tr|G1TIZ5|G1TIZ5_RABIT
OG0014625	sp|Q924W6|TRI66_MOUSE	tr|G1SNX8|G1SNX8_RABIT
OG0014626	sp|Q99LZ3|SLD5_MOUSE	tr|G1SQG0|G1SQG0_RABIT
OG0014627	sp|Q9CQ04|OGFD2_MOUSE	tr|G1SDE2|G1SDE2_RABIT
OG0014628	sp|Q9CQI9|MED30_MOUSE	tr|G1T266|G1T266_RABIT
OG0014629	sp|Q9CWR1|WDR73_MOUSE	tr|G1TEL5|G1TEL5_RABIT
OG0014630	sp|Q9D416|AR13A_MOUSE	tr|G1TM15|G1TM15_RABIT
OG0014631	sp|Q9D5V6|SYAP1_MOUSE	tr|A0A5F9DLQ6|A0A5F9DLQ6_RABIT
OG0014632	sp|Q9D9I4|TBC20_MOUSE	tr|G1T7J1|G1T7J1_RABIT
OG0014633	sp|Q9DBL9|ABHD5_MOUSE	tr|A0A5F9DMF8|A0A5F9DMF8_RABIT
OG0014634	sp|Q9EQG7|ENPP5_MOUSE	tr|G1T4E0|G1T4E0_RABIT
OG0014635	sp|Q9ESJ7|IKBP1_MOUSE	tr|G1SFJ2|G1SFJ2_RABIT
OG0014636	sp|Q9JKW0|AR6P1_MOUSE	tr|G1SPJ2|G1SPJ2_RABIT
OG0014637	sp|Q9QWW1|HOME2_MOUSE	tr|A0A5F9DLJ2|A0A5F9DLJ2_RABIT
OG0014638	sp|Q9WUR9|KAD4_MOUSE	tr|G1SYD2|G1SYD2_RABIT
OG0014639	sp|Q9Z110|P5CS_MOUSE	tr|G1SQ11|G1SQ11_RABIT
OG0014640	sp|A2AJQ3|D19L4_MOUSE	tr|G1SF69|G1SF69_RABIT
OG0014641	tr|D3YXE9|D3YXE9_MOUSE	tr|G1TYF1|G1TYF1_RABIT
OG0014642	sp|O70572|NSMA_MOUSE	tr|G1SVI3|G1SVI3_RABIT
OG0014643	sp|P16460|ASSY_MOUSE	tr|A0A5F9D9E9|A0A5F9D9E9_RABIT
OG0014644	sp|P35546|RET_MOUSE	tr|A0A5F9CQC7|A0A5F9CQC7_RABIT
OG0014645	sp|P58390|KCNN2_MOUSE	tr|G1T862|G1T862_RABIT
OG0014646	sp|P59266|FITM2_MOUSE	tr|G1SL28|G1SL28_RABIT
