Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0011835	sp|Q9QWF0|CAF1A_MOUSE	tr|A0A8J6G3C0|A0A8J6G3C0_MICOH
OG0011836	sp|O35143|ATIF1_MOUSE	tr|A0A8J6G3I8|A0A8J6G3I8_MICOH
OG0011837	sp|Q8BX17|GEMI5_MOUSE	tr|A0A8J6G3M5|A0A8J6G3M5_MICOH
OG0011838	sp|Q91VF6|COQA1_MOUSE	tr|A0A8J6G446|A0A8J6G446_MICOH
OG0011839	sp|Q9CXX9|CUED2_MOUSE	tr|A0A8J6G504|A0A8J6G504_MICOH
OG0011840	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A8J6G5G3|A0A8J6G5G3_MICOH
OG0011841	sp|Q9JLC6|TEF_MOUSE	tr|A0A8J6G7X4|A0A8J6G7X4_MICOH
OG0011842	sp|P42227|STAT3_MOUSE	tr|A0A8J6G7X5|A0A8J6G7X5_MICOH
OG0011843	sp|Q8BHP2|NUTM1_MOUSE	tr|A0A8J6G8F1|A0A8J6G8F1_MICOH
OG0011844	sp|Q06831|SOX4_MOUSE	tr|A0A8J6GAL1|A0A8J6GAL1_MICOH
OG0011845	sp|P10852|4F2_MOUSE	tr|A0A8J6GBU1|A0A8J6GBU1_MICOH
OG0011846	sp|Q9ERI2|RB27A_MOUSE	tr|A0A8J6GEV8|A0A8J6GEV8_MICOH
OG0011847	tr|A0A140LI67|A0A140LI67_MOUSE	tr|A0A8J6GFZ4|A0A8J6GFZ4_MICOH
OG0011848	sp|Q3UGF1|WDR19_MOUSE	tr|A0A8J6GGL0|A0A8J6GGL0_MICOH
OG0011849	sp|Q91X43|SH319_MOUSE	tr|A0A8J6GGY5|A0A8J6GGY5_MICOH
OG0011850	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A8J6GJE7|A0A8J6GJE7_MICOH
OG0011851	sp|Q5F201|CFA52_MOUSE	tr|A0A8J6GJG5|A0A8J6GJG5_MICOH
OG0011852	sp|Q9CPU4|MGST3_MOUSE	tr|A0A8J6GK21|A0A8J6GK21_MICOH
OG0011853	tr|B2RXC2|B2RXC2_MOUSE	tr|A0A8J6GNM6|A0A8J6GNM6_MICOH
OG0011854	sp|P43247|MSH2_MOUSE	tr|A0A8J6GR51|A0A8J6GR51_MICOH
OG0011855	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A8J6GXZ5|A0A8J6GXZ5_MICOH
OG0011856	sp|Q99LJ6|GPX7_MOUSE	tr|A0A8J6GZC4|A0A8J6GZC4_MICOH
OG0011857	sp|Q9DA15|THEGL_MOUSE	tr|A0A8J6H064|A0A8J6H064_MICOH
OG0011858	sp|Q60848|HELLS_MOUSE	tr|A0A8J6H2C1|A0A8J6H2C1_MICOH
OG0011859	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A8J6H2V9|A0A8J6H2V9_MICOH
OG0011860	sp|Q9D1H6|NDUF4_MOUSE	tr|A0A8J6H4G7|A0A8J6H4G7_MICOH
OG0011861	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A8J6KIW5|A0A8J6KIW5_MICOH
OG0011862	sp|P40237|CD82_MOUSE	tr|A0A8J6KJ12|A0A8J6KJ12_MICOH
OG0011863	sp|Q8BGP5|TM127_MOUSE	tr|A0A8J6KMR0|A0A8J6KMR0_MICOH
OG0011864	sp|P58404|STRN4_MOUSE	tr|A0A8J6KNV0|A0A8J6KNV0_MICOH
OG0011865	sp|Q8R1C9|APBB3_MOUSE	tr|A0A8J6KQ63|A0A8J6KQ63_MICOH
OG0011866	tr|Q9D4J9|Q9D4J9_MOUSE	tr|A0A8J6KS66|A0A8J6KS66_MICOH
OG0011867	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A8J6KT02|A0A8J6KT02_MICOH
OG0011868	sp|Q9CYK2|QPCT_MOUSE	tr|A0A8J6KTI6|A0A8J6KTI6_MICOH
OG0011869	sp|Q9WTZ9|BEX3_MOUSE	tr|A0A8J6KVW1|A0A8J6KVW1_MICOH
OG0011870	sp|Q9D6Y1|CCDC3_MOUSE	tr|A0A8J6KW35|A0A8J6KW35_MICOH
OG0011871	sp|Q62053|PE2R2_MOUSE	tr|A0A8J6KW43|A0A8J6KW43_MICOH
OG0011872	sp|Q8C729|F126B_MOUSE	tr|A0A8J6KW57|A0A8J6KW57_MICOH
OG0011873	sp|Q6PF93|PK3C3_MOUSE	tr|A0A8J6KWU8|A0A8J6KWU8_MICOH
OG0011874	sp|P0CG14|DERPC_MOUSE	tr|A0A8J6KX80|A0A8J6KX80_MICOH
OG0011875	tr|A2AHM8|A2AHM8_MOUSE	tr|A0A8J6KX81|A0A8J6KX81_MICOH
OG0011876	sp|P60882|MEGF8_MOUSE	tr|A0A8J6KXZ4|A0A8J6KXZ4_MICOH
OG0011877	sp|Q9DAH1|SCP2D_MOUSE	tr|A0A8J6KYN1|A0A8J6KYN1_MICOH
OG0011878	tr|B7ZWN4|B7ZWN4_MOUSE	tr|A0A8J6KZK7|A0A8J6KZK7_MICOH
OG0011879	sp|P29752|LALBA_MOUSE	tr|A0A8J6L0B1|A0A8J6L0B1_MICOH
OG0011880	sp|Q8BZG5|MT25B_MOUSE	tr|A0A8J6L0C8|A0A8J6L0C8_MICOH
OG0011881	sp|Q52KR3|PRUN2_MOUSE	tr|A0A8J6LAQ9|A0A8J6LAQ9_MICOH
OG0011882	sp|Q62219|TGFI1_MOUSE	tr|A0A8J6FWY5|A0A8J6FWY5_MICOH
OG0011883	sp|Q3US16|TEANC_MOUSE	tr|A0A8J6FXF0|A0A8J6FXF0_MICOH
OG0011884	sp|Q9CPX3|LYZL1_MOUSE	tr|A0A8J6FZ95|A0A8J6FZ95_MICOH
OG0011885	sp|Q9D2N8|GLT15_MOUSE	tr|A0A8J6G0T8|A0A8J6G0T8_MICOH
OG0011886	sp|F7BWT7|TSN15_MOUSE	tr|A0A8J6G270|A0A8J6G270_MICOH
OG0011887	sp|Q61858|GPAN1_MOUSE	tr|A0A8J6G657|A0A8J6G657_MICOH
OG0011888	sp|Q6NXL6|SENP5_MOUSE	tr|A0A8J6G665|A0A8J6G665_MICOH
OG0011889	sp|Q60775|ELF1_MOUSE	tr|A0A8J6G6W1|A0A8J6G6W1_MICOH
OG0011890	sp|Q9D7M8|RPB4_MOUSE	tr|A0A8J6G7D5|A0A8J6G7D5_MICOH
OG0011891	sp|Q8R3S2|TSN33_MOUSE	tr|A0A8J6GCR9|A0A8J6GCR9_MICOH
OG0011892	sp|Q8K375|LRC56_MOUSE	tr|A0A8J6GCX0|A0A8J6GCX0_MICOH
OG0011893	sp|Q04863|RELB_MOUSE	tr|A0A8J6GD34|A0A8J6GD34_MICOH
OG0011894	sp|Q8CHT1|NGEF_MOUSE	tr|A0A8J6GDF7|A0A8J6GDF7_MICOH
OG0011895	sp|P28741|KIF3A_MOUSE	tr|A0A8J6GEQ6|A0A8J6GEQ6_MICOH
OG0011896	sp|Q64326|ACTHR_MOUSE	tr|A0A8J6GG82|A0A8J6GG82_MICOH
OG0011897	sp|P28776|I23O1_MOUSE	tr|A0A8J6GHM2|A0A8J6GHM2_MICOH
OG0011898	sp|Q80UK8|INT2_MOUSE	tr|A0A8J6GHV8|A0A8J6GHV8_MICOH
OG0011899	sp|Q3USH5|SFSWA_MOUSE	tr|A0A8J6GI85|A0A8J6GI85_MICOH
OG0011900	sp|O88746|TOM1_MOUSE	tr|A0A8J6GJ21|A0A8J6GJ21_MICOH
OG0011901	sp|P35419|PERT_MOUSE	tr|A0A8J6GKD8|A0A8J6GKD8_MICOH
OG0011902	sp|A2A690|TANC2_MOUSE	tr|A0A8J6GKM6|A0A8J6GKM6_MICOH
OG0011903	sp|Q80TB8|VAT1L_MOUSE	tr|A0A8J6GMY3|A0A8J6GMY3_MICOH
OG0011904	tr|E9Q252|E9Q252_MOUSE	tr|A0A8J6GQQ3|A0A8J6GQQ3_MICOH
OG0011905	sp|B1AUE5|PEX10_MOUSE	tr|A0A8J6GR08|A0A8J6GR08_MICOH
OG0011906	sp|Q8BQ48|CE295_MOUSE	tr|A0A8J6GT65|A0A8J6GT65_MICOH
OG0011907	sp|P81183|IKZF2_MOUSE	tr|A0A8J6GT67|A0A8J6GT67_MICOH
OG0011908	sp|Q07279|NFE2_MOUSE	tr|A0A8J6GTY2|A0A8J6GTY2_MICOH
OG0011909	sp|Q8R035|ICT1_MOUSE	tr|A0A8J6GWT6|A0A8J6GWT6_MICOH
OG0011910	sp|Q61153|IOD1_MOUSE	tr|A0A8J6GZE0|A0A8J6GZE0_MICOH
OG0011911	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A8J6H3C3|A0A8J6H3C3_MICOH
OG0011912	sp|Q9DCI3|STR3N_MOUSE	tr|A0A8J6KIF6|A0A8J6KIF6_MICOH
OG0011913	sp|Q80TY0|FNBP1_MOUSE	tr|A0A8J6KPG9|A0A8J6KPG9_MICOH
OG0011914	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A8J6KQ12|A0A8J6KQ12_MICOH
OG0011915	sp|A2ARZ3|FSIP2_MOUSE	tr|A0A8J6KRR8|A0A8J6KRR8_MICOH
OG0011916	sp|Q62424|HXA13_MOUSE	tr|A0A8J6KT57|A0A8J6KT57_MICOH
OG0011917	sp|Q0VEJ0|CEP76_MOUSE	tr|A0A8J6KTX2|A0A8J6KTX2_MICOH
OG0011918	sp|Q9R1S0|B9D1_MOUSE	tr|A0A8J6KV18|A0A8J6KV18_MICOH
OG0011919	sp|Q9D975|SRXN1_MOUSE	tr|A0A8J6KV60|A0A8J6KV60_MICOH
OG0011920	sp|Q9DBD5|PELP1_MOUSE	tr|A0A8J6KVF2|A0A8J6KVF2_MICOH
OG0011921	sp|Q9Z2G0|FEM1B_MOUSE	tr|A0A8J6KW73|A0A8J6KW73_MICOH
OG0011922	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A8J6KWE9|A0A8J6KWE9_MICOH
OG0011923	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A8J6KYD8|A0A8J6KYD8_MICOH
OG0011924	sp|Q8VHC3|SELM_MOUSE	tr|A0A8J6KZ34|A0A8J6KZ34_MICOH
OG0011925	sp|P09671|SODM_MOUSE	tr|A0A8J6KZ46|A0A8J6KZ46_MICOH
OG0011926	sp|Q91VB4|HPS3_MOUSE	tr|A0A8J6L417|A0A8J6L417_MICOH
OG0011927	sp|Q8VDP6|CDIPT_MOUSE	tr|A0A8J6L494|A0A8J6L494_MICOH
OG0011928	sp|G3X912|SPRTN_MOUSE	tr|A0A8J6L4I9|A0A8J6L4I9_MICOH
OG0011929	sp|Q91Z92|B3GT6_MOUSE	tr|A0A8J6L5L2|A0A8J6L5L2_MICOH
OG0011930	sp|P63030|MPC1_MOUSE	tr|A0A8J6FWW3|A0A8J6FWW3_MICOH
OG0011931	sp|O70401|TSN6_MOUSE	tr|A0A8J6FWZ9|A0A8J6FWZ9_MICOH
OG0011932	sp|Q8R0M8|MOT5_MOUSE	tr|A0A8J6FYE7|A0A8J6FYE7_MICOH
OG0011933	tr|M0QW46|M0QW46_MOUSE	tr|A0A8J6G080|A0A8J6G080_MICOH
OG0011934	sp|Q8HWB0|HMR1_MOUSE	tr|A0A8J6G1S6|A0A8J6G1S6_MICOH
OG0011935	sp|Q8K3K7|PLCB_MOUSE	tr|A0A8J6G3G7|A0A8J6G3G7_MICOH
OG0011936	sp|Q810M5|ZDH19_MOUSE	tr|A0A8J6G518|A0A8J6G518_MICOH
OG0011937	sp|Q8CGW9|DMRTD_MOUSE	tr|A0A8J6G6E9|A0A8J6G6E9_MICOH
OG0011938	tr|B2RVX8|B2RVX8_MOUSE	tr|A0A8J6G7V2|A0A8J6G7V2_MICOH
OG0011939	tr|Q3UHC1|Q3UHC1_MOUSE	tr|A0A8J6G8M5|A0A8J6G8M5_MICOH
OG0011940	sp|Q8BIG4|FBX28_MOUSE	tr|A0A8J6G9R8|A0A8J6G9R8_MICOH
OG0011941	sp|A2AJ15|MA1B1_MOUSE	tr|A0A8J6GAY3|A0A8J6GAY3_MICOH
OG0011942	sp|Q8CJ69|BMPER_MOUSE	tr|A0A8J6GCN6|A0A8J6GCN6_MICOH
OG0011943	sp|Q6ZQ06|CE162_MOUSE	tr|A0A8J6GD75|A0A8J6GD75_MICOH
OG0011944	sp|Q80UQ2|RASF6_MOUSE	tr|A0A8J6GEI8|A0A8J6GEI8_MICOH
OG0011945	sp|Q920P5|KAD5_MOUSE	tr|A0A8J6GGM5|A0A8J6GGM5_MICOH
OG0011946	sp|Q99J56|DERL1_MOUSE	tr|A0A8J6GH07|A0A8J6GH07_MICOH
OG0011947	sp|O35613|DAXX_MOUSE	tr|A0A8J6GKC1|A0A8J6GKC1_MICOH
OG0011948	sp|Q6PCZ4|MAGE1_MOUSE	tr|A0A8J6GM99|A0A8J6GM99_MICOH
OG0011949	sp|Q9CWM2|CDCA4_MOUSE	tr|A0A8J6GMW0|A0A8J6GMW0_MICOH
OG0011950	sp|Q7TNB4|MSTRO_MOUSE	tr|A0A8J6GNL8|A0A8J6GNL8_MICOH
OG0011951	sp|Q505F5|LRC47_MOUSE	tr|A0A8J6GPU3|A0A8J6GPU3_MICOH
OG0011952	sp|Q61124|CLN3_MOUSE	tr|A0A8J6GQB1|A0A8J6GQB1_MICOH
OG0011953	sp|Q6NS60|FBX41_MOUSE	tr|A0A8J6GT56|A0A8J6GT56_MICOH
OG0011954	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A8J6GUJ5|A0A8J6GUJ5_MICOH
OG0011955	sp|Q8BU30|SYIC_MOUSE	tr|A0A8J6GVV8|A0A8J6GVV8_MICOH
OG0011956	sp|Q9CXI0|COQ5_MOUSE	tr|A0A8J6GW85|A0A8J6GW85_MICOH
OG0011957	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A8J6GXK8|A0A8J6GXK8_MICOH
OG0011958	sp|Q11136|PEPD_MOUSE	tr|A0A8J6GXK9|A0A8J6GXK9_MICOH
OG0011959	sp|P97443|SMYD1_MOUSE	tr|A0A8J6GXZ1|A0A8J6GXZ1_MICOH
OG0011960	sp|P11440|CDK1_MOUSE	tr|A0A8J6GYB2|A0A8J6GYB2_MICOH
OG0011961	sp|Q8BWW9|PKN2_MOUSE	tr|A0A8J6GYL9|A0A8J6GYL9_MICOH
OG0011962	sp|Q02858|TIE2_MOUSE	tr|A0A8J6GZW2|A0A8J6GZW2_MICOH
OG0011963	sp|Q8C5L7|RBM34_MOUSE	tr|A0A8J6GZX5|A0A8J6GZX5_MICOH
OG0011964	tr|Q8R379|Q8R379_MOUSE	tr|A0A8J6GZY8|A0A8J6GZY8_MICOH
OG0011965	sp|Q3TY92|MBD6_MOUSE	tr|A0A8J6H014|A0A8J6H014_MICOH
OG0011966	sp|P23188|FURIN_MOUSE	tr|A0A8J6KKG4|A0A8J6KKG4_MICOH
OG0011967	sp|Q8CJ61|CKLF4_MOUSE	tr|A0A8J6KLA7|A0A8J6KLA7_MICOH
OG0011968	sp|P70351|EZH1_MOUSE	tr|A0A8J6KM79|A0A8J6KM79_MICOH
OG0011969	sp|Q9JLT4|TRXR2_MOUSE	tr|A0A8J6KNM9|A0A8J6KNM9_MICOH
OG0011970	sp|Q7TSF4|LR75A_MOUSE	tr|A0A8J6KNW9|A0A8J6KNW9_MICOH
OG0011971	sp|Q4FZF2|SPT46_MOUSE	tr|A0A8J6KPT4|A0A8J6KPT4_MICOH
OG0011972	sp|P62892|RL39_MOUSE	tr|A0A8J6KQD2|A0A8J6KQD2_MICOH
OG0011973	sp|O88875|BY55_MOUSE	tr|A0A8J6KSV6|A0A8J6KSV6_MICOH
OG0011974	sp|Q9D2E1|TSSK3_MOUSE	tr|A0A8J6KUH1|A0A8J6KUH1_MICOH
OG0011975	sp|Q5DTZ6|RN150_MOUSE	tr|A0A8J6KUY6|A0A8J6KUY6_MICOH
OG0011976	sp|Q8CE47|S49A3_MOUSE	tr|A0A8J6KVW4|A0A8J6KVW4_MICOH
OG0011977	sp|O35626|RASD1_MOUSE	tr|A0A8J6KWX5|A0A8J6KWX5_MICOH
OG0011978	sp|Q9QYE9|PKHB1_MOUSE	tr|A0A8J6KY11|A0A8J6KY11_MICOH
OG0011979	sp|Q7TNM2|TRI46_MOUSE	tr|A0A8J6KYR7|A0A8J6KYR7_MICOH
OG0011981	sp|P38532|HSF1_MOUSE	tr|A0A8J6L3U6|A0A8J6L3U6_MICOH
OG0011982	sp|Q3UPL5|CK096_MOUSE	tr|A0A8J6FXS4|A0A8J6FXS4_MICOH
OG0011983	sp|Q78WZ7|RPA43_MOUSE	tr|A0A8J6FY17|A0A8J6FY17_MICOH
OG0011984	sp|Q920L5|ELOV6_MOUSE	tr|A0A8J6FY50|A0A8J6FY50_MICOH
OG0011985	sp|Q8CE64|ZN276_MOUSE	tr|A0A8J6G0P9|A0A8J6G0P9_MICOH
OG0011986	sp|Q05909|PTPRG_MOUSE	tr|A0A8J6G1K4|A0A8J6G1K4_MICOH
OG0011987	sp|Q9WVF6|PA2GD_MOUSE	tr|A0A8J6G2D8|A0A8J6G2D8_MICOH
OG0011988	sp|P14106|C1QB_MOUSE	tr|A0A8J6G2P4|A0A8J6G2P4_MICOH
OG0011989	sp|Q9EQX4|AIF1L_MOUSE	tr|A0A8J6G366|A0A8J6G366_MICOH
OG0011990	sp|Q62376|RU17_MOUSE	tr|A0A8J6G409|A0A8J6G409_MICOH
OG0011991	sp|Q8K310|MATR3_MOUSE	tr|A0A8J6G4R4|A0A8J6G4R4_MICOH
OG0011992	sp|Q9DCU9|HOGA1_MOUSE	tr|A0A8J6G6I6|A0A8J6G6I6_MICOH
OG0011993	sp|P43275|H11_MOUSE	tr|A0A8J6G827|A0A8J6G827_MICOH
OG0011994	sp|Q9D3P9|NEUT_MOUSE	tr|A0A8J6GBZ8|A0A8J6GBZ8_MICOH
OG0011995	sp|Q3V384|AFG1L_MOUSE	tr|A0A8J6GC34|A0A8J6GC34_MICOH
OG0011996	sp|Q8K445|CLRN1_MOUSE	tr|A0A8J6GDS7|A0A8J6GDS7_MICOH
OG0011997	sp|O88512|AP1G2_MOUSE	tr|A0A8J6GG25|A0A8J6GG25_MICOH
OG0011998	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A8J6GHL2|A0A8J6GHL2_MICOH
OG0011999	sp|Q9DA97|SEP14_MOUSE	tr|A0A8J6GIU3|A0A8J6GIU3_MICOH
OG0012000	sp|Q8R516|MIB2_MOUSE	tr|A0A8J6GJH0|A0A8J6GJH0_MICOH
OG0012001	tr|Q9QWV1|Q9QWV1_MOUSE	tr|A0A8J6GJN0|A0A8J6GJN0_MICOH
OG0012002	sp|Q923W1|TGS1_MOUSE	tr|A0A8J6GP66|A0A8J6GP66_MICOH
OG0012003	sp|D3Z4R1|HFM1_MOUSE	tr|A0A8J6GQN5|A0A8J6GQN5_MICOH
OG0012004	sp|Q91VW3|SH3L3_MOUSE	tr|A0A8J6GRK6|A0A8J6GRK6_MICOH
OG0012005	sp|Q8BII1|PROX2_MOUSE	tr|A0A8J6GUY0|A0A8J6GUY0_MICOH
OG0012006	sp|B7ZMP1|XPP3_MOUSE	tr|A0A8J6GXJ5|A0A8J6GXJ5_MICOH
OG0012007	sp|Q80TY5|VP13B_MOUSE	tr|A0A8J6GYP4|A0A8J6GYP4_MICOH
OG0012008	sp|Q8BJN4|FNDC9_MOUSE	tr|A0A8J6GZL5|A0A8J6GZL5_MICOH
OG0012009	sp|Q8C8N3|VWC2_MOUSE	tr|A0A8J6H252|A0A8J6H252_MICOH
OG0012010	tr|V9GWT9|V9GWT9_MOUSE	tr|A0A8J6H2W4|A0A8J6H2W4_MICOH
OG0012011	sp|Q8R0N6|HOT_MOUSE	tr|A0A8J6H4Q0|A0A8J6H4Q0_MICOH
OG0012012	sp|Q60866|PTER_MOUSE	tr|A0A8J6KLJ1|A0A8J6KLJ1_MICOH
OG0012013	sp|Q61839|ANFC_MOUSE	tr|A0A8J6KM88|A0A8J6KM88_MICOH
OG0012014	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A8J6KPP0|A0A8J6KPP0_MICOH
OG0012015	tr|Q7TR57|Q7TR57_MOUSE	tr|A0A8J6KR15|A0A8J6KR15_MICOH
OG0012017	sp|P51175|PPOX_MOUSE	tr|A0A8J6KSQ1|A0A8J6KSQ1_MICOH
OG0012018	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A8J6KT80|A0A8J6KT80_MICOH
OG0012019	sp|O35704|SPTC1_MOUSE	tr|A0A8J6KTU6|A0A8J6KTU6_MICOH
OG0012020	sp|Q8BML2|OACYL_MOUSE	tr|A0A8J6KTY7|A0A8J6KTY7_MICOH
OG0012021	sp|P62858|RS28_MOUSE	tr|A0A8J6KV28|A0A8J6KV28_MICOH
OG0012022	sp|Q9CWD3|NUD17_MOUSE	tr|A0A8J6KV77|A0A8J6KV77_MICOH
OG0012023	sp|Q9QZQ0|NPAS3_MOUSE	tr|A0A8J6KWP7|A0A8J6KWP7_MICOH
OG0012024	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A8J6KYE4|A0A8J6KYE4_MICOH
OG0012025	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A8J6KZ83|A0A8J6KZ83_MICOH
OG0012026	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A8J6L0X0|A0A8J6L0X0_MICOH
OG0012027	sp|Q3TYX3|SMYD5_MOUSE	tr|A0A8J6L0Y6|A0A8J6L0Y6_MICOH
OG0012028	sp|Q8JZN5|ACAD9_MOUSE	tr|A0A8J6L2A9|A0A8J6L2A9_MICOH
OG0012029	tr|J3QPY3|J3QPY3_MOUSE	tr|A0A8J6L3X9|A0A8J6L3X9_MICOH
OG0012030	sp|P60154|RNAS9_MOUSE	tr|A0A8J6L5H1|A0A8J6L5H1_MICOH
OG0012031	sp|Q91W69|EPN3_MOUSE	tr|A0A8J6FXP2|A0A8J6FXP2_MICOH
OG0012032	sp|Q60929|MEF2A_MOUSE	tr|A0A8J6FYT3|A0A8J6FYT3_MICOH
OG0012033	sp|A2A9T0|TBKB1_MOUSE	tr|A0A8J6FYT8|A0A8J6FYT8_MICOH
OG0012034	sp|Q8R0X2|CACL1_MOUSE	tr|A0A8J6G1N4|A0A8J6G1N4_MICOH
OG0012035	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A8J6G1V2|A0A8J6G1V2_MICOH
OG0012036	sp|Q8K2Y3|EVA1B_MOUSE	tr|A0A8J6G2T9|A0A8J6G2T9_MICOH
OG0012037	sp|Q9D9C6|CC182_MOUSE	tr|A0A8J6G2V4|A0A8J6G2V4_MICOH
OG0012038	sp|Q61458|CCNH_MOUSE	tr|A0A8J6G3X1|A0A8J6G3X1_MICOH
OG0012039	sp|Q69ZA1|CDK13_MOUSE	tr|A0A8J6G691|A0A8J6G691_MICOH
OG0012040	sp|Q61907|PEMT_MOUSE	tr|A0A8J6G770|A0A8J6G770_MICOH
OG0012041	sp|Q8K341|ATAT_MOUSE	tr|A0A8J6G7T1|A0A8J6G7T1_MICOH
OG0012042	sp|Q3TNA1|XYLB_MOUSE	tr|A0A8J6G9L4|A0A8J6G9L4_MICOH
OG0012043	tr|A0A571BES4|A0A571BES4_MOUSE	tr|A0A8J6GAV5|A0A8J6GAV5_MICOH
OG0012044	sp|Q80WM4|HPLN4_MOUSE	tr|A0A8J6GCM8|A0A8J6GCM8_MICOH
OG0012045	sp|Q5SWT3|S2535_MOUSE	tr|A0A8J6GDW1|A0A8J6GDW1_MICOH
OG0012046	sp|Q99L04|DHRS1_MOUSE	tr|A0A8J6GE25|A0A8J6GE25_MICOH
OG0012047	sp|Q8K031|STAR8_MOUSE	tr|A0A8J6GG37|A0A8J6GG37_MICOH
OG0012048	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A8J6GG86|A0A8J6GG86_MICOH
OG0012049	sp|Q8CG50|RAB43_MOUSE	tr|A0A8J6GGI8|A0A8J6GGI8_MICOH
OG0012050	sp|P35294|RAB19_MOUSE	tr|A0A8J6GH06|A0A8J6GH06_MICOH
OG0012051	sp|Q505G4|RTL6_MOUSE	tr|A0A8J6GKY4|A0A8J6GKY4_MICOH
OG0012052	sp|P09581|CSF1R_MOUSE	tr|A0A8J6GM98|A0A8J6GM98_MICOH
OG0012053	sp|Q810B7|SLIK5_MOUSE	tr|A0A8J6GPJ4|A0A8J6GPJ4_MICOH
OG0012054	sp|Q6NS45|CCD66_MOUSE	tr|A0A8J6GQ18|A0A8J6GQ18_MICOH
OG0012055	sp|Q99MS8|TPGS1_MOUSE	tr|A0A8J6GQV5|A0A8J6GQV5_MICOH
OG0012056	sp|Q99J99|THTM_MOUSE	tr|A0A8J6GR41|A0A8J6GR41_MICOH
OG0012057	sp|Q91YL3|UCKL1_MOUSE	tr|A0A8J6GRY8|A0A8J6GRY8_MICOH
OG0012058	sp|Q91YT2|RN185_MOUSE	tr|A0A8J6GSS8|A0A8J6GSS8_MICOH
OG0012059	sp|O88856|TPST2_MOUSE	tr|A0A8J6GTD9|A0A8J6GTD9_MICOH
OG0012060	sp|Q99P27|PG12B_MOUSE	tr|A0A8J6GTW4|A0A8J6GTW4_MICOH
OG0012061	sp|P60605|UB2G2_MOUSE	tr|A0A8J6GWG8|A0A8J6GWG8_MICOH
OG0012062	sp|P43081|GUC1A_MOUSE	tr|A0A8J6GX22|A0A8J6GX22_MICOH
OG0012063	sp|Q99MQ1|BICC1_MOUSE	tr|A0A8J6GX67|A0A8J6GX67_MICOH
OG0012064	sp|Q8VC16|LRC14_MOUSE	tr|A0A8J6GXH0|A0A8J6GXH0_MICOH
OG0012065	sp|Q9CXL3|CG050_MOUSE	tr|A0A8J6GXU8|A0A8J6GXU8_MICOH
OG0012066	tr|Q8VF22|Q8VF22_MOUSE	tr|A0A8J6GYI6|A0A8J6GYI6_MICOH
OG0012067	sp|Q9EPX2|PPN_MOUSE	tr|A0A8J6H195|A0A8J6H195_MICOH
OG0012068	sp|E9Q286|ICE1_MOUSE	tr|A0A8J6H2M9|A0A8J6H2M9_MICOH
OG0012069	sp|P20615|HXB9_MOUSE	tr|A0A8J6KJ82|A0A8J6KJ82_MICOH
OG0012070	sp|Q0EEE2|PTHD3_MOUSE	tr|A0A8J6KJR4|A0A8J6KJR4_MICOH
OG0012071	sp|Q8C156|CND2_MOUSE	tr|A0A8J6KL14|A0A8J6KL14_MICOH
OG0012072	sp|O88700|BLM_MOUSE	tr|A0A8J6KL79|A0A8J6KL79_MICOH
OG0012073	sp|Q3TXX3|ZFY27_MOUSE	tr|A0A8J6KLV0|A0A8J6KLV0_MICOH
OG0012074	sp|Q9Z1R4|CF047_MOUSE	tr|A0A8J6KN04|A0A8J6KN04_MICOH
OG0012075	tr|Q8BHX0|Q8BHX0_MOUSE	tr|A0A8J6KQ83|A0A8J6KQ83_MICOH
OG0012076	tr|Q3SYJ2|Q3SYJ2_MOUSE	tr|A0A8J6KRC2|A0A8J6KRC2_MICOH
OG0012077	sp|Q9CQ69|QCR8_MOUSE	tr|A0A8J6KS53|A0A8J6KS53_MICOH
OG0012078	sp|Q6PD28|2A5B_MOUSE	tr|A0A8J6KT09|A0A8J6KT09_MICOH
OG0012079	sp|Q0VG49|CO061_MOUSE	tr|A0A8J6KWT6|A0A8J6KWT6_MICOH
OG0012080	sp|Q9CR35|CTRB1_MOUSE	tr|A0A8J6KX75|A0A8J6KX75_MICOH
OG0012081	sp|Q9CPW4|ARPC5_MOUSE	tr|A0A8J6KX90|A0A8J6KX90_MICOH
OG0012082	sp|Q9CWT6|DDX28_MOUSE	tr|A0A8J6KXW9|A0A8J6KXW9_MICOH
OG0012083	sp|Q64455|PTPRJ_MOUSE	tr|A0A8J6KY15|A0A8J6KY15_MICOH
