Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0013787	sp|B2RW88|PRR19_MOUSE	tr|G5AZR5|G5AZR5_HETGA
OG0013788	sp|Q9CR42|ANKR1_MOUSE	tr|G5B101|G5B101_HETGA
OG0013789	sp|Q8BPS4|GP180_MOUSE	tr|G5B167|G5B167_HETGA
OG0013790	sp|O88700|BLM_MOUSE	tr|G5B1S9|G5B1S9_HETGA
OG0013791	sp|Q8BJ48|NAGPA_MOUSE	tr|G5B2M4|G5B2M4_HETGA
OG0013792	sp|Q62092|NSG1_MOUSE	tr|G5B310|G5B310_HETGA
OG0013793	sp|Q5KU39|VPS41_MOUSE	tr|G5B6U0|G5B6U0_HETGA
OG0013794	tr|Q8VF22|Q8VF22_MOUSE	tr|G5B6X8|G5B6X8_HETGA
OG0013795	sp|Q3U7R1|ESYT1_MOUSE	tr|G5BB87|G5BB87_HETGA
OG0013796	sp|P62075|TIM13_MOUSE	tr|G5BBD2|G5BBD2_HETGA
OG0013797	sp|Q69ZI1|SH3R1_MOUSE	tr|G5BC19|G5BC19_HETGA
OG0013798	sp|P16110|LEG3_MOUSE	tr|G5BF76|G5BF76_HETGA
OG0013799	sp|Q6A152|CP4X1_MOUSE	tr|G5BI97|G5BI97_HETGA
OG0013800	sp|P83870|PHF5A_MOUSE	tr|G5BJG6|G5BJG6_HETGA
OG0013801	sp|Q5SRX1|TM1L2_MOUSE	tr|G5BMW7|G5BMW7_HETGA
OG0013802	sp|Q9D9W1|PIFO_MOUSE	tr|G5BNY0|G5BNY0_HETGA
OG0013803	sp|Q9QZE7|TSNAX_MOUSE	tr|G5BQJ6|G5BQJ6_HETGA
OG0013804	tr|B2RXC6|B2RXC6_MOUSE	tr|G5BRJ9|G5BRJ9_HETGA
OG0013805	sp|B2RVL6|ZCH24_MOUSE	tr|G5BRK2|G5BRK2_HETGA
OG0013806	sp|Q91XE4|ACY3_MOUSE	tr|G5BTW1|G5BTW1_HETGA
OG0013807	sp|Q8VHQ9|ACO11_MOUSE	tr|G5BTW6|G5BTW6_HETGA
OG0013808	sp|P97346|NXN_MOUSE	tr|G5BVK0|G5BVK0_HETGA
OG0013809	sp|Q9CPV1|SKA1_MOUSE	tr|G5BVS7|G5BVS7_HETGA
OG0013810	sp|P97471|SMAD4_MOUSE	tr|G5BVT2|G5BVT2_HETGA
OG0013811	sp|P47873|IL11_MOUSE	tr|G5BVZ4|G5BVZ4_HETGA
OG0013812	sp|Q3TBW2|RM10_MOUSE	tr|G5BY25|G5BY25_HETGA
OG0013813	sp|A2A9T0|TBKB1_MOUSE	tr|G5BY28|G5BY28_HETGA
OG0013814	sp|Q8VHE0|SEC63_MOUSE	tr|G5C288|G5C288_HETGA
OG0013815	sp|Q9Z2D6|MECP2_MOUSE	tr|G5C2R7|G5C2R7_HETGA
OG0013816	sp|Q9CQP0|RM33_MOUSE	tr|G5C2Z2|G5C2Z2_HETGA
OG0013817	sp|Q8R2U2|NEPRO_MOUSE	tr|G5C366|G5C366_HETGA
OG0013818	sp|Q9D3I6|KRA71_MOUSE	tr|G5C3M4|G5C3M4_HETGA
OG0013819	sp|Q62158|TRI27_MOUSE	tr|G5C445|G5C445_HETGA
OG0013820	sp|Q9QXW0|FBXL6_MOUSE	tr|G5C5S9|G5C5S9_HETGA
OG0013821	sp|Q562E2|KCD19_MOUSE	tr|G5C657|G5C657_HETGA
OG0013822	tr|Q3U466|Q3U466_MOUSE	tr|G5C6S5|G5C6S5_HETGA
OG0013823	sp|O88898|P63_MOUSE	tr|G5CA58|G5CA58_HETGA
OG0013824	sp|Q9EQI8|RM46_MOUSE	tr|G5CA79|G5CA79_HETGA
OG0013825	sp|Q9D0A0|DET1_MOUSE	tr|G5CA81|G5CA81_HETGA
OG0013826	sp|Q91YU6|LZTS2_MOUSE	tr|G5CAF0|G5CAF0_HETGA
OG0013827	sp|A2A761|ZFP69_MOUSE	tr|G5CBJ3|G5CBJ3_HETGA
OG0013828	sp|P58467|SETD4_MOUSE	tr|G5AM14|G5AM14_HETGA
OG0013829	sp|Q99LI7|CSTF3_MOUSE	tr|G5AN90|G5AN90_HETGA
OG0013830	sp|P46662|MERL_MOUSE	tr|G5APW5|G5APW5_HETGA
OG0013831	sp|Q91YE8|SYNP2_MOUSE	tr|G5ARW6|G5ARW6_HETGA
OG0013832	sp|Q920P3|BRNP1_MOUSE	tr|G5ATG9|G5ATG9_HETGA
OG0013833	sp|Q9CQ22|LTOR1_MOUSE	tr|G5AVT4|G5AVT4_HETGA
OG0013834	sp|Q6P549|SHIP2_MOUSE	tr|G5AVT8|G5AVT8_HETGA
OG0013835	sp|Q148V8|FA83H_MOUSE	tr|G5AWE7|G5AWE7_HETGA
OG0013836	sp|Q8VCM3|ZFY21_MOUSE	tr|G5AWH6|G5AWH6_HETGA
OG0013837	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|G5AY07|G5AY07_HETGA
OG0013838	tr|B1AXP3|B1AXP3_MOUSE	tr|G5B2K4|G5B2K4_HETGA
OG0013839	sp|Q91WT9|CBS_MOUSE	tr|G5B2V0|G5B2V0_HETGA
OG0013840	sp|Q9Z160|COG1_MOUSE	tr|G5B5M3|G5B5M3_HETGA
OG0013841	tr|E9Q8I7|E9Q8I7_MOUSE	tr|G5B8E0|G5B8E0_HETGA
OG0013842	sp|Q9CQW0|EMC6_MOUSE	tr|G5B934|G5B934_HETGA
OG0013843	sp|Q8BLU2|MT21C_MOUSE	tr|G5B9M7|G5B9M7_HETGA
OG0013844	sp|Q9Z0G7|ZBT22_MOUSE	tr|G5BB45|G5BB45_HETGA
OG0013845	sp|Q8R0M8|MOT5_MOUSE	tr|G5BD77|G5BD77_HETGA
OG0013846	sp|Q02496|MUC1_MOUSE	tr|G5BDF2|G5BDF2_HETGA
OG0013847	sp|P30204|MSRE_MOUSE	tr|G5BG50|G5BG50_HETGA
OG0013848	sp|P15975|UBP53_MOUSE	tr|G5BGX9|G5BGX9_HETGA
OG0013849	sp|Q8BVF7|APH1A_MOUSE	tr|G5BH33|G5BH33_HETGA
OG0013850	sp|Q8CFD5|ERCC8_MOUSE	tr|G5BHG7|G5BHG7_HETGA
OG0013851	sp|Q9JHE6|HES6_MOUSE	tr|G5BHH5|G5BHH5_HETGA
OG0013852	sp|A2ALS5|RPGP1_MOUSE	tr|G5BI09|G5BI09_HETGA
OG0013853	sp|P58283|RN216_MOUSE	tr|G5BI80|G5BI80_HETGA
OG0013854	sp|P51658|DHB2_MOUSE	tr|G5BKQ7|G5BKQ7_HETGA
OG0013855	sp|Q3UMG5|LRCH2_MOUSE	tr|G5BL49|G5BL49_HETGA
OG0013856	sp|Q8CD91|SMOC2_MOUSE	tr|G5BM67|G5BM67_HETGA
OG0013857	sp|Q8CIF4|BTD_MOUSE	tr|G5BMH3|G5BMH3_HETGA
OG0013858	sp|Q9CQ61|UNC50_MOUSE	tr|G5BMT5|G5BMT5_HETGA
OG0013859	sp|Q9JJ28|FLII_MOUSE	tr|G5BMX6|G5BMX6_HETGA
OG0013860	sp|Q8C0E3|TRI47_MOUSE	tr|G5BNA0|G5BNA0_HETGA
OG0013861	sp|O35622|FGF15_MOUSE	tr|G5BSS1|G5BSS1_HETGA
OG0013862	sp|Q5SF07|IF2B2_MOUSE	tr|G5BT98|G5BT98_HETGA
OG0013863	sp|Q8R3A2|CDPF1_MOUSE	tr|G5BVB0|G5BVB0_HETGA
OG0013864	sp|Q8BGY3|LUZP2_MOUSE	tr|G5BVC1|G5BVC1_HETGA
OG0013865	sp|P58873|RHBL3_MOUSE	tr|G5BVM1|G5BVM1_HETGA
OG0013866	tr|D3Z3H0|D3Z3H0_MOUSE	tr|G5BYN6|G5BYN6_HETGA
OG0013867	tr|G3UWF2|G3UWF2_MOUSE	tr|G5BZU5|G5BZU5_HETGA
OG0013868	tr|S4R299|S4R299_MOUSE	tr|G5C0K8|G5C0K8_HETGA
OG0013869	sp|Q4VBF2|R3HD4_MOUSE	tr|G5C5X7|G5C5X7_HETGA
OG0013870	sp|Q99P25|TXIP1_MOUSE	tr|G5C673|G5C673_HETGA
OG0013871	sp|Q8QZX5|LSM10_MOUSE	tr|G5C6G2|G5C6G2_HETGA
OG0013872	sp|O54775|CCN4_MOUSE	tr|G5C6Q6|G5C6Q6_HETGA
OG0013873	sp|Q5XFZ0|CR021_MOUSE	tr|G5C760|G5C760_HETGA
OG0013874	sp|Q91YR5|EFNMT_MOUSE	tr|G5C7N1|G5C7N1_HETGA
OG0013875	sp|Q9Z2Q5|RM40_MOUSE	tr|G5CA11|G5CA11_HETGA
OG0013876	sp|Q6S5L9|SHC4_MOUSE	tr|G5CA41|G5CA41_HETGA
OG0013877	sp|Q99PI5|LPIN2_MOUSE	tr|G5CAX8|G5CAX8_HETGA
OG0013878	sp|Q64726|ZA2G_MOUSE	tr|G5AN09|G5AN09_HETGA
OG0013879	sp|Q80WQ6|RHDF2_MOUSE	tr|G5AQU6|G5AQU6_HETGA
OG0013880	sp|Q8BMA6|SRP68_MOUSE	tr|G5AQV9|G5AQV9_HETGA
OG0013881	sp|Q52KB6|C2CD3_MOUSE	tr|G5AS95|G5AS95_HETGA
OG0013882	sp|Q9Z2Z6|MCAT_MOUSE	tr|G5AVL1|G5AVL1_HETGA
OG0013883	sp|Q9D0D4|DIM1_MOUSE	tr|G5AVR1|G5AVR1_HETGA
OG0013884	sp|Q8BFQ3|OGR1_MOUSE	tr|G5AZZ7|G5AZZ7_HETGA
OG0013885	sp|P29812|TYRP2_MOUSE	tr|G5B168|G5B168_HETGA
OG0013886	sp|Q9Z262|CLD6_MOUSE	tr|G5B1J4|G5B1J4_HETGA
OG0013887	sp|O88855|LT4R1_MOUSE	tr|G5B276|G5B276_HETGA
OG0013888	sp|Q8BG95|MYPT2_MOUSE	tr|G5B383|G5B383_HETGA
OG0013889	sp|E9QAT4|SC16A_MOUSE	tr|G5B6B0|G5B6B0_HETGA
OG0013890	sp|Q6PE87|CF206_MOUSE	tr|G5B6Y3|G5B6Y3_HETGA
OG0013891	sp|Q9D1N4|MYMK_MOUSE	tr|G5B8H9|G5B8H9_HETGA
OG0013892	sp|Q810B6|ANFY1_MOUSE	tr|G5B925|G5B925_HETGA
OG0013893	sp|Q9R1E0|FOXO1_MOUSE	tr|G5B957|G5B957_HETGA
OG0013894	sp|Q8C6N3|SYT15_MOUSE	tr|G5B979|G5B979_HETGA
OG0013895	sp|Q8BGJ0|ZDH15_MOUSE	tr|G5B9D7|G5B9D7_HETGA
OG0013896	sp|Q8R015|BL1S5_MOUSE	tr|G5BAT8|G5BAT8_HETGA
OG0013897	sp|Q64322|NPDC1_MOUSE	tr|G5BEJ1|G5BEJ1_HETGA
OG0013898	sp|Q8BPQ7|SGSM1_MOUSE	tr|G5BGN5|G5BGN5_HETGA
OG0013899	sp|P86045|TM207_MOUSE	tr|G5BGV6|G5BGV6_HETGA
OG0013900	sp|Q9D9P2|CC103_MOUSE	tr|G5BJ07|G5BJ07_HETGA
OG0013901	sp|Q5SUV5|MYLK4_MOUSE	tr|G5BKF4|G5BKF4_HETGA
OG0013902	sp|P68037|UB2L3_MOUSE	tr|G5BKG8|G5BKG8_HETGA
OG0013903	sp|Q91YY4|ATPF2_MOUSE	tr|G5BMW9|G5BMW9_HETGA
OG0013904	sp|Q9DB10|EMRE_MOUSE	tr|G5BPR4|G5BPR4_HETGA
OG0013905	sp|Q8BU51|BPIB6_MOUSE	tr|G5BPV9|G5BPV9_HETGA
OG0013906	sp|Q91VY6|CYTIP_MOUSE	tr|G5BQP4|G5BQP4_HETGA
OG0013907	sp|Q91W67|UBL7_MOUSE	tr|G5BRG6|G5BRG6_HETGA
OG0013908	sp|Q99PU8|DHX30_MOUSE	tr|G5BTG2|G5BTG2_HETGA
OG0013909	sp|Q91YS8|KCC1A_MOUSE	tr|G5BX88|G5BX88_HETGA
OG0013910	sp|Q91V81|RBM42_MOUSE	tr|G5BXH8|G5BXH8_HETGA
OG0013911	sp|A0A286YDK6|PERC1_MOUSE	tr|G5BXT0|G5BXT0_HETGA
OG0013912	sp|Q9ESN3|PGAP6_MOUSE	tr|G5BXX2|G5BXX2_HETGA
OG0013913	sp|Q8C006|TRI35_MOUSE	tr|G5BY95|G5BY95_HETGA
OG0013914	sp|Q811I0|ATPF1_MOUSE	tr|G5BYH3|G5BYH3_HETGA
OG0013915	sp|Q8C2K5|RASL3_MOUSE	tr|G5BYP4|G5BYP4_HETGA
OG0013916	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|G5C0J0|G5C0J0_HETGA
OG0013917	sp|Q8VED8|MTFR2_MOUSE	tr|G5C1A6|G5C1A6_HETGA
OG0013918	sp|O70324|MOT8_MOUSE	tr|G5C2U9|G5C2U9_HETGA
OG0013919	sp|O35450|FKBPL_MOUSE	tr|G5C3H9|G5C3H9_HETGA
OG0013920	sp|Q9CYF5|RCC1L_MOUSE	tr|G5C6B3|G5C6B3_HETGA
OG0013921	sp|Q9D9M5|PHOP2_MOUSE	tr|G5C8Q1|G5C8Q1_HETGA
OG0013922	sp|P56564|EAA1_MOUSE	tr|G5C9G0|G5C9G0_HETGA
OG0013923	sp|Q6UL01|MORN2_MOUSE	tr|G5CA67|G5CA67_HETGA
OG0013924	sp|P37237|FGF8_MOUSE	tr|G5CAG0|G5CAG0_HETGA
OG0013925	sp|Q6ZWN5|RS9_MOUSE	tr|G5CBG2|G5CBG2_HETGA
OG0013926	sp|Q9CWY4|GEMI7_MOUSE	tr|G5CBL8|G5CBL8_HETGA
OG0013927	sp|Q8VBZ3|CLPT1_MOUSE	tr|G5CBM2|G5CBM2_HETGA
OG0013928	tr|Q9EQ08|Q9EQ08_MOUSE	tr|G5AKN6|G5AKN6_HETGA
OG0013929	sp|Q9ERZ4|ACM2_MOUSE	tr|G5AM56|G5AM56_HETGA
OG0013930	sp|Q3TDD9|PPR21_MOUSE	tr|G5ANB9|G5ANB9_HETGA
OG0013931	sp|Q5M8S2|PRS46_MOUSE	tr|G5ANQ1|G5ANQ1_HETGA
OG0013932	sp|Q8BG26|RUSC1_MOUSE	tr|G5ARB6|G5ARB6_HETGA
OG0013933	sp|Q6NZQ2|DDX31_MOUSE	tr|G5AT42|G5AT42_HETGA
OG0013934	sp|Q8R0T6|AGRG3_MOUSE	tr|G5AUF3|G5AUF3_HETGA
OG0013935	sp|Q80U40|RIMB2_MOUSE	tr|G5AWP5|G5AWP5_HETGA
OG0013936	sp|Q9D2N9|VP33A_MOUSE	tr|G5AWQ7|G5AWQ7_HETGA
OG0013937	sp|Q8BR37|NHLC1_MOUSE	tr|G5AXT6|G5AXT6_HETGA
OG0013938	sp|Q1W617|SHRM4_MOUSE	tr|G5AY65|G5AY65_HETGA
OG0013939	sp|P39749|FEN1_MOUSE	tr|G5AYF5|G5AYF5_HETGA
OG0013940	sp|O08582|GTPB1_MOUSE	tr|G5AYT7|G5AYT7_HETGA
OG0013941	sp|P41251|NRAM1_MOUSE	tr|G5AZJ0|G5AZJ0_HETGA
OG0013942	sp|Q9CVD2|ATX3_MOUSE	tr|G5AZL7|G5AZL7_HETGA
OG0013943	sp|Q05421|CP2E1_MOUSE	tr|G5B0T5|G5B0T5_HETGA
OG0013944	sp|Q8K0T4|KATL1_MOUSE	tr|G5B269|G5B269_HETGA
OG0013945	sp|B2RXS4|PLXB2_MOUSE	tr|G5B2H8|G5B2H8_HETGA
OG0013946	sp|Q9D5T0|ATAD1_MOUSE	tr|G5B5S4|G5B5S4_HETGA
OG0013947	sp|Q8VCH5|RABEK_MOUSE	tr|G5B6V8|G5B6V8_HETGA
OG0013948	sp|Q8K0B3|LRC66_MOUSE	tr|G5B8C5|G5B8C5_HETGA
OG0013949	sp|Q8BXQ2|PIGT_MOUSE	tr|G5BB14|G5BB14_HETGA
OG0013950	sp|P53810|PIPNA_MOUSE	tr|G5BCV8|G5BCV8_HETGA
OG0013951	sp|Q61451|CD53_MOUSE	tr|G5BD83|G5BD83_HETGA
OG0013952	sp|Q9D5S7|LRGUK_MOUSE	tr|G5BFL7|G5BFL7_HETGA
OG0013953	sp|Q9JHL0|NTAL_MOUSE	tr|G5BG90|G5BG90_HETGA
OG0013954	sp|Q9CY34|UB2FA_MOUSE	tr|G5BHH0|G5BHH0_HETGA
OG0013955	sp|Q91W86|VPS11_MOUSE	tr|G5BHN4|G5BHN4_HETGA
OG0013956	sp|Q8VD04|GRAP1_MOUSE	tr|G5BJJ1|G5BJJ1_HETGA
OG0013957	sp|Q62277|SYPH_MOUSE	tr|G5BJK0|G5BJK0_HETGA
OG0013958	sp|Q9Z0U9|S1PR3_MOUSE	tr|G5BJM4|G5BJM4_HETGA
OG0013959	sp|P10601|PAHO_MOUSE	tr|G5BN79|G5BN79_HETGA
OG0013960	sp|Q8BHR8|CSTP1_MOUSE	tr|G5BPB9|G5BPB9_HETGA
OG0013961	sp|Q3UHJ8|RNF44_MOUSE	tr|G5BPZ1|G5BPZ1_HETGA
OG0013962	sp|Q9WTX7|FHL5_MOUSE	tr|G5BQD1|G5BQD1_HETGA
OG0013963	sp|Q8BMP4|GPER1_MOUSE	tr|G5BUF7|G5BUF7_HETGA
OG0013964	sp|Q9R0N5|SYT5_MOUSE	tr|G5BW05|G5BW05_HETGA
OG0013965	sp|O88286|WIZ_MOUSE	tr|G5BYP5|G5BYP5_HETGA
OG0013966	sp|Q61982|NOTC3_MOUSE	tr|G5BYQ0|G5BYQ0_HETGA
OG0013967	sp|Q8BX13|UBE3D_MOUSE	tr|G5BZN8|G5BZN8_HETGA
OG0013968	sp|Q9WV55|VAPA_MOUSE	tr|G5C065|G5C065_HETGA
OG0013969	sp|Q8R310|TMCC3_MOUSE	tr|G5C0U0|G5C0U0_HETGA
OG0013970	sp|O35607|BMPR2_MOUSE	tr|G5C1S5|G5C1S5_HETGA
OG0013971	sp|Q60987|FOXG1_MOUSE	tr|G5C2K9|G5C2K9_HETGA
OG0013972	sp|Q0VET5|LMTD2_MOUSE	tr|G5C482|G5C482_HETGA
OG0013973	sp|Q99MS8|TPGS1_MOUSE	tr|G5C5V8|G5C5V8_HETGA
OG0013974	sp|Q9EQC7|FSTL3_MOUSE	tr|G5C5W7|G5C5W7_HETGA
OG0013975	sp|Q8BYH3|TRM13_MOUSE	tr|G5C724|G5C724_HETGA
OG0013976	sp|P06869|UROK_MOUSE	tr|G5C7I1|G5C7I1_HETGA
OG0013977	sp|Q8CF98|COL10_MOUSE	tr|G5C9R8|G5C9R8_HETGA
OG0013978	sp|P09084|PAX1_MOUSE	tr|G5CBC4|G5CBC4_HETGA
OG0013979	sp|Q8CCF0|PRP31_MOUSE	tr|G5CBF5|G5CBF5_HETGA
OG0013980	sp|Q9DBL1|ACDSB_MOUSE	tr|G5AKG7|G5AKG7_HETGA
OG0013981	sp|O08742|GPV_MOUSE	tr|G5ALE5|G5ALE5_HETGA
OG0013982	sp|Q64332|SYN2_MOUSE	tr|G5APJ0|G5APJ0_HETGA
OG0013983	sp|Q5DTY9|KCD16_MOUSE	tr|G5APR8|G5APR8_HETGA
OG0013984	sp|Q9JLJ2|AL9A1_MOUSE	tr|G5AQ32|G5AQ32_HETGA
OG0013985	sp|Q8BHE1|GEMI8_MOUSE	tr|G5AR50|G5AR50_HETGA
OG0013986	sp|P58242|ASM3B_MOUSE	tr|G5AUU8|G5AUU8_HETGA
OG0013987	sp|Q8CG85|MAMC2_MOUSE	tr|G5AVH3|G5AVH3_HETGA
OG0013988	sp|Q8C5T4|MORN3_MOUSE	tr|G5AWN4|G5AWN4_HETGA
OG0013989	sp|Q3TA38|T120B_MOUSE	tr|G5AWN5|G5AWN5_HETGA
OG0013990	sp|P54116|STOM_MOUSE	tr|G5AXR9|G5AXR9_HETGA
OG0013991	tr|F6Y577|F6Y577_MOUSE	tr|G5AXV5|G5AXV5_HETGA
OG0013992	sp|Q9D7H3|RTCA_MOUSE	tr|G5AYQ1|G5AYQ1_HETGA
OG0013993	sp|Q8R0I4|TM2D2_MOUSE	tr|G5B0B5|G5B0B5_HETGA
OG0013994	sp|Q9CWB7|YD286_MOUSE	tr|G5B0S1|G5B0S1_HETGA
OG0013995	sp|Q6ZWM4|LSM8_MOUSE	tr|G5B3Q3|G5B3Q3_HETGA
OG0013996	sp|Q8R459|IL1FA_MOUSE	tr|G5B415|G5B415_HETGA
OG0013997	sp|Q9Z1P7|KANK3_MOUSE	tr|G5B4M1|G5B4M1_HETGA
OG0013998	sp|Q920Q4|VPS16_MOUSE	tr|G5B4S4|G5B4S4_HETGA
OG0013999	sp|Q64104|NR2E1_MOUSE	tr|G5B6T0|G5B6T0_HETGA
OG0014000	sp|Q8R216|SIR4_MOUSE	tr|G5B780|G5B780_HETGA
OG0014001	sp|Q8VIB3|SIA10_MOUSE	tr|G5B7A1|G5B7A1_HETGA
OG0014002	sp|Q5NBU8|XAF1_MOUSE	tr|G5B914|G5B914_HETGA
OG0014003	sp|Q8VCD6|REEP2_MOUSE	tr|G5BA45|G5BA45_HETGA
OG0014004	sp|B2RR83|YTDC2_MOUSE	tr|G5BA99|G5BA99_HETGA
OG0014005	sp|Q14BU0|UCMA_MOUSE	tr|G5BE19|G5BE19_HETGA
OG0014006	sp|P58501|PAXB1_MOUSE	tr|G5BE95|G5BE95_HETGA
OG0014007	sp|P97352|S10AD_MOUSE	tr|G5BER1|G5BER1_HETGA
OG0014008	sp|E9PYQ0|RS10B_MOUSE	tr|G5BF33|G5BF33_HETGA
OG0014009	sp|P22091|TAL1_MOUSE	tr|G5BI95|G5BI95_HETGA
OG0014010	sp|P26011|ITB7_MOUSE	tr|G5BIH0|G5BIH0_HETGA
OG0014011	tr|Q9D2F8|Q9D2F8_MOUSE	tr|G5BIX4|G5BIX4_HETGA
OG0014012	sp|Q925G2|CYBR1_MOUSE	tr|G5BLX6|G5BLX6_HETGA
OG0014013	sp|Q9D211|C2AIL_MOUSE	tr|G5BN14|G5BN14_HETGA
OG0014014	sp|Q61048|WBP4_MOUSE	tr|G5BN28|G5BN28_HETGA
OG0014015	sp|Q99KF1|TMED9_MOUSE	tr|G5BQ15|G5BQ15_HETGA
OG0014016	tr|Q148R4|Q148R4_MOUSE	tr|G5BQ86|G5BQ86_HETGA
OG0014017	sp|Q149L7|CRTAM_MOUSE	tr|G5BRZ9|G5BRZ9_HETGA
OG0014018	sp|Q99N11|DUS22_MOUSE	tr|G5BSE6|G5BSE6_HETGA
OG0014019	sp|P15089|CBPA3_MOUSE	tr|G5BSK4|G5BSK4_HETGA
OG0014020	sp|Q60771|CLD11_MOUSE	tr|G5BT64|G5BT64_HETGA
OG0014021	sp|Q80WT2|DMRT3_MOUSE	tr|G5BXE8|G5BXE8_HETGA
OG0014022	sp|Q5HZH2|TSR3_MOUSE	tr|G5BXT3|G5BXT3_HETGA
OG0014023	sp|A2RT62|FXL16_MOUSE	tr|G5BXV6|G5BXV6_HETGA
OG0014024	sp|Q9Z0Y7|IRS4_MOUSE	tr|G5BZE0|G5BZE0_HETGA
OG0014025	sp|Q9CQV1|TIM16_MOUSE	tr|G5C0J2|G5C0J2_HETGA
OG0014026	sp|P49813|TMOD1_MOUSE	tr|G5C1C8|G5C1C8_HETGA
OG0014027	sp|Q9QZ04|MAGL2_MOUSE	tr|G5C218|G5C218_HETGA
OG0014028	sp|Q8C6C9|LEG1H_MOUSE	tr|G5C4S1|G5C4S1_HETGA
OG0014029	sp|P56389|CDD_MOUSE	tr|G5C4W6|G5C4W6_HETGA
OG0014030	sp|Q9Z351|KCNQ2_MOUSE	tr|G5C8D4|G5C8D4_HETGA
OG0014031	sp|Q8BMF8|GLDN_MOUSE	tr|G5C9E1|G5C9E1_HETGA
OG0014032	sp|P0C6A2|MAMD1_MOUSE	tr|G5C9N8|G5C9N8_HETGA
OG0014033	sp|O08919|NUMBL_MOUSE	tr|G5C9X3|G5C9X3_HETGA
OG0014034	sp|P31532|SAA4_MOUSE	tr|G5AK06|G5AK06_HETGA
OG0014035	sp|Q9QUG2|POLK_MOUSE	tr|G5AK82|G5AK82_HETGA
OG0014036	tr|A2RT81|A2RT81_MOUSE	tr|G5AKF0|G5AKF0_HETGA
OG0014037	sp|Q9Z2D0|MTMR9_MOUSE	tr|G5AMG1|G5AMG1_HETGA
OG0014038	sp|O35457|CCRL2_MOUSE	tr|G5ANP3|G5ANP3_HETGA
OG0014039	sp|Q9JKA5|GPA33_MOUSE	tr|G5AQ43|G5AQ43_HETGA
OG0014040	sp|Q8VEL9|REM2_MOUSE	tr|G5ASJ4|G5ASJ4_HETGA
OG0014041	sp|Q8BV13|CSN7B_MOUSE	tr|G5ASX8|G5ASX8_HETGA
OG0014042	sp|Q9Z125|CR3L1_MOUSE	tr|G5ATB5|G5ATB5_HETGA
OG0014043	sp|Q91VW3|SH3L3_MOUSE	tr|G5AUR1|G5AUR1_HETGA
OG0014044	sp|Q14BI7|TDRD9_MOUSE	tr|G5AWI0|G5AWI0_HETGA
OG0014045	sp|Q61663|TLX2_MOUSE	tr|G5AXE9|G5AXE9_HETGA
OG0014046	sp|Q91WM3|U3IP2_MOUSE	tr|G5AXN8|G5AXN8_HETGA
OG0014047	sp|Q99N03|M4A10_MOUSE	tr|G5AYE1|G5AYE1_HETGA
OG0014048	sp|Q9ERZ6|FIGN_MOUSE	tr|G5B029|G5B029_HETGA
OG0014049	sp|Q4G0F8|UBN1_MOUSE	tr|G5B2M1|G5B2M1_HETGA
OG0014050	sp|Q66JT1|LRC8E_MOUSE	tr|G5B4N2|G5B4N2_HETGA
OG0014051	sp|Q9DCD6|GBRAP_MOUSE	tr|G5B5A5|G5B5A5_HETGA
OG0014052	sp|Q80V85|TRI62_MOUSE	tr|G5B5K7|G5B5K7_HETGA
OG0014053	sp|Q6PE65|GPT2L_MOUSE	tr|G5B689|G5B689_HETGA
OG0014054	sp|Q9CQ65|MTAP_MOUSE	tr|G5BA20|G5BA20_HETGA
OG0014055	sp|Q99MH5|NDK5_MOUSE	tr|G5BA37|G5BA37_HETGA
OG0014056	sp|Q07813|BAX_MOUSE	tr|G5BAG6|G5BAG6_HETGA
OG0014057	sp|O70137|ALX3_MOUSE	tr|G5BD72|G5BD72_HETGA
OG0014058	sp|Q9D9D9|CP141_MOUSE	tr|G5BDC4|G5BDC4_HETGA
OG0014059	sp|Q62421|SH3G3_MOUSE	tr|G5BF00|G5BF00_HETGA
OG0014060	sp|P42228|STAT4_MOUSE	tr|G5BGK4|G5BGK4_HETGA
OG0014061	tr|A0A1B0GS61|A0A1B0GS61_MOUSE	tr|G5BIM3|G5BIM3_HETGA
OG0014062	sp|P03995|GFAP_MOUSE	tr|G5BJ09|G5BJ09_HETGA
OG0014063	sp|Q99MY0|SPZ1_MOUSE	tr|G5BK78|G5BK78_HETGA
OG0014064	sp|Q8BFQ9|KLH42_MOUSE	tr|G5BLK7|G5BLK7_HETGA
OG0014065	sp|Q8R4P9|MRP7_MOUSE	tr|G5BNM3|G5BNM3_HETGA
OG0014066	sp|Q8BQS4|F102B_MOUSE	tr|G5BQU5|G5BQU5_HETGA
OG0014067	sp|Q80SY5|PR38B_MOUSE	tr|G5BQU6|G5BQU6_HETGA
OG0014068	sp|P61216|TAF13_MOUSE	tr|G5BQV3|G5BQV3_HETGA
OG0014069	sp|Q3ULW6|CCD33_MOUSE	tr|G5BRG3|G5BRG3_HETGA
OG0014070	sp|Q8VCC9|SPON1_MOUSE	tr|G5BUE5|G5BUE5_HETGA
OG0014071	sp|Q9DBX1|RGCC_MOUSE	tr|G5BUT9|G5BUT9_HETGA
OG0014072	sp|P14847|CRP_MOUSE	tr|G5BWM1|G5BWM1_HETGA
OG0014073	sp|Q6PGH2|JUPI2_MOUSE	tr|G5BY70|G5BY70_HETGA
