Orthogroup	Mus_musculus	Propithecus_coquereli
OG0012523	sp|Q10738|MMP7_MOUSE	tr|A0A2K6GS81|A0A2K6GS81_PROCO
OG0012524	sp|Q32MG2|CBY2_MOUSE	tr|A0A2K6G633|A0A2K6G633_PROCO
OG0012525	sp|Q3TH73|TTYH2_MOUSE	tr|A0A2K6EMH8|A0A2K6EMH8_PROCO
OG0012526	sp|Q3TPX4|EXOC5_MOUSE	tr|A0A2K6FS81|A0A2K6FS81_PROCO
OG0012527	sp|Q3TTA7|CBLB_MOUSE	tr|A0A2K6G6S2|A0A2K6G6S2_PROCO
OG0012528	sp|Q3U481|MFS12_MOUSE	tr|A0A2K6G6S9|A0A2K6G6S9_PROCO
OG0012529	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A2K6GQ41|A0A2K6GQ41_PROCO
OG0012530	sp|Q3UPI1|GAK1B_MOUSE	tr|A0A2K6EF15|A0A2K6EF15_PROCO
OG0012531	sp|Q505G8|ZN827_MOUSE	tr|A0A2K6GEH4|A0A2K6GEH4_PROCO
OG0012532	sp|Q5DU14|MYO16_MOUSE	tr|A0A2K6EPT9|A0A2K6EPT9_PROCO
OG0012533	sp|Q5I012|S38AA_MOUSE	tr|A0A2K6FSJ1|A0A2K6FSJ1_PROCO
OG0012534	sp|Q61080|FOXF1_MOUSE	tr|A0A2K6F4S7|A0A2K6F4S7_PROCO
OG0012535	sp|Q61180|SCNNA_MOUSE	tr|A0A2K6EP74|A0A2K6EP74_PROCO
OG0012536	sp|Q61193|RGL2_MOUSE	tr|A0A2K6GWH3|A0A2K6GWH3_PROCO
OG0012537	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A2K6FHN2|A0A2K6FHN2_PROCO
OG0012538	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A2K6GZC4|A0A2K6GZC4_PROCO
OG0012539	sp|Q6ZQJ5|DNA2_MOUSE	tr|A0A2K6GRM4|A0A2K6GRM4_PROCO
OG0012540	sp|Q80YD1|SUV3_MOUSE	tr|A0A2K6FYF6|A0A2K6FYF6_PROCO
OG0012541	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A2K6G2Y4|A0A2K6G2Y4_PROCO
OG0012542	sp|Q8BHC9|FUT11_MOUSE	tr|A0A2K6G4Q5|A0A2K6G4Q5_PROCO
OG0012543	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A2K6GEE4|A0A2K6GEE4_PROCO
OG0012544	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A2K6FZP8|A0A2K6FZP8_PROCO
OG0012545	tr|Q8C5Z4|Q8C5Z4_MOUSE	tr|A0A2K6EHK5|A0A2K6EHK5_PROCO
OG0012546	sp|Q8C9R9|EFCB8_MOUSE	tr|A0A2K6EGX2|A0A2K6EGX2_PROCO
OG0012547	sp|Q8CHK2|REL3_MOUSE	tr|A0A2K6G576|A0A2K6G576_PROCO
OG0012548	sp|Q8K0Q5|RHG18_MOUSE	tr|A0A2K6G252|A0A2K6G252_PROCO
OG0012550	sp|Q925U4|EDEM1_MOUSE	tr|A0A2K6G440|A0A2K6G440_PROCO
OG0012551	sp|Q9CYS6|CB072_MOUSE	tr|A0A2K6F9H2|A0A2K6F9H2_PROCO
OG0012552	sp|Q9D952|EVPL_MOUSE	tr|A0A2K6EUW9|A0A2K6EUW9_PROCO
OG0012553	sp|Q9DB54|F216A_MOUSE	tr|A0A2K6GHD9|A0A2K6GHD9_PROCO
OG0012554	sp|Q9DC33|HM20A_MOUSE	tr|A0A2K6GHZ0|A0A2K6GHZ0_PROCO
OG0012555	sp|Q9ER74|SALL1_MOUSE	tr|A0A2K6GXC2|A0A2K6GXC2_PROCO
OG0012556	sp|Q9JIT1|RNF32_MOUSE	tr|A0A2K6EUQ0|A0A2K6EUQ0_PROCO
OG0012557	sp|Q9QUK6|TLR4_MOUSE	tr|A0A2K6GPK2|A0A2K6GPK2_PROCO
OG0012558	sp|Q9QYK9|KCC1B_MOUSE	tr|A0A2K6FNB4|A0A2K6FNB4_PROCO
OG0012559	sp|Q9R022|DJC12_MOUSE	tr|A0A2K6FHZ2|A0A2K6FHZ2_PROCO
OG0012560	tr|A2ACQ1|A2ACQ1_MOUSE	tr|A0A2K6G1P5|A0A2K6G1P5_PROCO
OG0012561	sp|A2AFE9|PRR32_MOUSE	tr|A0A2K6GG33|A0A2K6GG33_PROCO
OG0012562	sp|A2AI08|TPRN_MOUSE	tr|A0A2K6G150|A0A2K6G150_PROCO
OG0012563	sp|B2RY56|RBM25_MOUSE	tr|A0A2K6G761|A0A2K6G761_PROCO
OG0012564	sp|E9PVD1|CCD62_MOUSE	tr|A0A2K6F241|A0A2K6F241_PROCO
OG0012565	sp|F7A4A7|OTOGL_MOUSE	tr|A0A2K6GUH3|A0A2K6GUH3_PROCO
OG0012566	tr|G3X9F6|G3X9F6_MOUSE	tr|A0A2K6FH66|A0A2K6FH66_PROCO
OG0012567	sp|O08796|EF2K_MOUSE	tr|A0A2K6G9Y3|A0A2K6G9Y3_PROCO
OG0012568	sp|O08808|DIAP1_MOUSE	tr|A0A2K6FSK6|A0A2K6FSK6_PROCO
OG0012569	sp|O09117|SYPL1_MOUSE	tr|A0A2K6F2D5|A0A2K6F2D5_PROCO
OG0012570	sp|O88448|KLC2_MOUSE	tr|A0A2K6GNI4|A0A2K6GNI4_PROCO
OG0012571	sp|P14106|C1QB_MOUSE	tr|A0A2K6H054|A0A2K6H054_PROCO
OG0012572	sp|P43300|EGR3_MOUSE	tr|A0A2K6EYM2|A0A2K6EYM2_PROCO
OG0012573	sp|P53564|CUX1_MOUSE	tr|A0A2K6ETP1|A0A2K6ETP1_PROCO
OG0012574	sp|P54726|RD23A_MOUSE	tr|A0A2K6GAX1|A0A2K6GAX1_PROCO
OG0012575	sp|P59470|RPC2_MOUSE	tr|A0A2K6EY27|A0A2K6EY27_PROCO
OG0012576	sp|P60487|PLPP_MOUSE	tr|A0A2K6G7W9|A0A2K6G7W9_PROCO
OG0012577	sp|P97497|SHBG_MOUSE	tr|A0A2K6GE50|A0A2K6GE50_PROCO
OG0012578	sp|Q01147|CREB1_MOUSE	tr|A0A2K6FXJ7|A0A2K6FXJ7_PROCO
OG0012579	sp|Q32NY4|CNNM3_MOUSE	tr|A0A2K6F2A9|A0A2K6F2A9_PROCO
OG0012580	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A2K6FVI7|A0A2K6FVI7_PROCO
OG0012581	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A2K6G3F4|A0A2K6G3F4_PROCO
OG0012582	sp|Q64331|MYO6_MOUSE	tr|A0A2K6F9A8|A0A2K6F9A8_PROCO
OG0012583	sp|Q69ZI1|SH3R1_MOUSE	tr|A0A2K6GYA8|A0A2K6GYA8_PROCO
OG0012584	sp|Q6NXI6|RPRD2_MOUSE	tr|A0A2K6F534|A0A2K6F534_PROCO
OG0012585	sp|Q6PDH0|PHLB1_MOUSE	tr|A0A2K6H0R6|A0A2K6H0R6_PROCO
OG0012586	sp|Q6ZWR6|SYNE1_MOUSE	tr|A0A2K6G2G8|A0A2K6G2G8_PROCO
OG0012587	sp|Q7TQ33|RGMB_MOUSE	tr|A0A2K6F1E6|A0A2K6F1E6_PROCO
OG0012588	sp|Q80UK7|SAS6_MOUSE	tr|A0A2K6EUE7|A0A2K6EUE7_PROCO
OG0012589	sp|Q80VJ3|DNPH1_MOUSE	tr|A0A2K6FRG6|A0A2K6FRG6_PROCO
OG0012590	sp|Q80Y20|ALKB8_MOUSE	tr|A0A2K6G4W2|A0A2K6G4W2_PROCO
OG0012591	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A2K6FP09|A0A2K6FP09_PROCO
OG0012592	sp|Q8BGQ4|POMT2_MOUSE	tr|A0A2K6FDB8|A0A2K6FDB8_PROCO
OG0012593	sp|Q8BS40|CPTP_MOUSE	tr|A0A2K6GU31|A0A2K6GU31_PROCO
OG0012594	sp|Q8CB62|CNTRB_MOUSE	tr|A0A2K6EZS6|A0A2K6EZS6_PROCO
OG0012595	sp|Q8CDG1|PIWL2_MOUSE	tr|A0A2K6FMN5|A0A2K6FMN5_PROCO
OG0012596	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A2K6FC09|A0A2K6FC09_PROCO
OG0012597	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A2K6FWH1|A0A2K6FWH1_PROCO
OG0012598	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A2K6GDM0|A0A2K6GDM0_PROCO
OG0012599	sp|Q922Z1|LDAF1_MOUSE	tr|A0A2K6GQ78|A0A2K6GQ78_PROCO
OG0012600	sp|Q99LU8|CF062_MOUSE	tr|A0A2K6F6A9|A0A2K6F6A9_PROCO
OG0012601	sp|Q99N43|KREM1_MOUSE	tr|A0A2K6F7U5|A0A2K6F7U5_PROCO
OG0012602	sp|Q9CPW3|RM54_MOUSE	tr|A0A2K6GTV4|A0A2K6GTV4_PROCO
OG0012603	sp|Q9DC22|DCAF6_MOUSE	tr|A0A2K6F882|A0A2K6F882_PROCO
OG0012604	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A2K6EM18|A0A2K6EM18_PROCO
OG0012605	sp|Q9ES30|C1QT3_MOUSE	tr|A0A2K6FAS0|A0A2K6FAS0_PROCO
OG0012606	sp|Q9EST8|IKBZ_MOUSE	tr|A0A2K6G864|A0A2K6G864_PROCO
OG0012607	sp|Q9R1C7|PR40A_MOUSE	tr|A0A2K6FYK2|A0A2K6FYK2_PROCO
OG0012608	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A2K6EKU7|A0A2K6EKU7_PROCO
OG0012609	tr|E9Q9A6|E9Q9A6_MOUSE	tr|A0A2K6GTJ3|A0A2K6GTJ3_PROCO
OG0012610	sp|O35166|GOSR2_MOUSE	tr|A0A2K6FJB2|A0A2K6FJB2_PROCO
OG0012611	sp|O35565|FGF10_MOUSE	tr|A0A2K6EH49|A0A2K6EH49_PROCO
OG0012612	sp|O54967|ACK1_MOUSE	tr|A0A2K6GBC0|A0A2K6GBC0_PROCO
OG0012613	sp|O54990|PROM1_MOUSE	tr|A0A2K6FH86|A0A2K6FH86_PROCO
OG0012614	sp|P09079|HXB5_MOUSE	tr|A0A2K6F479|A0A2K6F479_PROCO
OG0012615	sp|P10628|HXD4_MOUSE	tr|A0A2K6FHJ5|A0A2K6FHJ5_PROCO
OG0012616	sp|P18572|BASI_MOUSE	tr|A0A2K6FE36|A0A2K6FE36_PROCO
OG0012617	sp|P39428|TRAF1_MOUSE	tr|A0A2K6GQV1|A0A2K6GQV1_PROCO
OG0012618	sp|P50592|TNF10_MOUSE	tr|A0A2K6GCF1|A0A2K6GCF1_PROCO
OG0012619	sp|P52734|FGD1_MOUSE	tr|A0A2K6FES4|A0A2K6FES4_PROCO
OG0012620	sp|P57791|FACE2_MOUSE	tr|A0A2K6GRG9|A0A2K6GRG9_PROCO
OG0012621	sp|P81066|IRX2_MOUSE	tr|A0A2K6F9E1|A0A2K6F9E1_PROCO
OG0012622	sp|P97315|CSRP1_MOUSE	tr|A0A2K6EQQ5|A0A2K6EQQ5_PROCO
OG0012623	sp|P97470|PP4C_MOUSE	tr|A0A2K6EUV7|A0A2K6EUV7_PROCO
OG0012624	sp|P97822|AN32E_MOUSE	tr|A0A2K6G2N0|A0A2K6G2N0_PROCO
OG0012625	sp|Q01705|NOTC1_MOUSE	tr|A0A2K6ESJ3|A0A2K6ESJ3_PROCO
OG0012626	sp|Q02614|S30BP_MOUSE	tr|A0A2K6FHQ6|A0A2K6FHQ6_PROCO
OG0012627	sp|Q06649|3BP2_MOUSE	tr|A0A2K6EU37|A0A2K6EU37_PROCO
OG0012628	sp|Q14BJ1|FA89A_MOUSE	tr|A0A2K6G7J8|A0A2K6G7J8_PROCO
OG0012629	sp|Q3UAW9|BRF2_MOUSE	tr|A0A2K6FE71|A0A2K6FE71_PROCO
OG0012630	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A2K6G295|A0A2K6G295_PROCO
OG0012631	sp|Q3UVY5|PCX4_MOUSE	tr|A0A2K6EH04|A0A2K6EH04_PROCO
OG0012632	sp|Q4FZC9|SYNE3_MOUSE	tr|A0A2K6GN27|A0A2K6GN27_PROCO
OG0012633	sp|Q61616|DRD1_MOUSE	tr|A0A2K6GL01|A0A2K6GL01_PROCO
OG0012634	sp|Q62048|PEA15_MOUSE	tr|A0A2K6G783|A0A2K6G783_PROCO
OG0012635	sp|Q62231|SIX1_MOUSE	tr|A0A2K6F762|A0A2K6F762_PROCO
OG0012636	sp|Q62392|PHLA1_MOUSE	tr|A0A2K6FVH4|A0A2K6FVH4_PROCO
OG0012637	sp|Q6PD05|ZN821_MOUSE	tr|A0A2K6G1N5|A0A2K6G1N5_PROCO
OG0012638	sp|Q6PFY9|CC14B_MOUSE	tr|A0A2K6G178|A0A2K6G178_PROCO
OG0012639	sp|Q71FD7|FBLI1_MOUSE	tr|A0A2K6FX95|A0A2K6FX95_PROCO
OG0012640	sp|Q7TML3|S35F2_MOUSE	tr|A0A2K6ELZ5|A0A2K6ELZ5_PROCO
OG0012641	sp|Q7TT28|REXO1_MOUSE	tr|A0A2K6FQK2|A0A2K6FQK2_PROCO
OG0012642	sp|Q80TG9|LRFN2_MOUSE	tr|A0A2K6G6Q7|A0A2K6G6Q7_PROCO
OG0012643	sp|Q80XA6|REPS2_MOUSE	tr|A0A2K6ER03|A0A2K6ER03_PROCO
OG0012644	sp|Q8BG84|LAIR1_MOUSE	tr|A0A2K6GBI5|A0A2K6GBI5_PROCO
OG0012645	sp|Q8BGN2|CD033_MOUSE	tr|A0A2K6F8B6|A0A2K6F8B6_PROCO
OG0012646	sp|Q8BL06|UBP54_MOUSE	tr|A0A2K6EI96|A0A2K6EI96_PROCO
OG0012647	sp|Q8C206|GP157_MOUSE	tr|A0A2K6GR83|A0A2K6GR83_PROCO
OG0012648	sp|Q8CHJ2|AQP12_MOUSE	tr|A0A2K6FI25|A0A2K6FI25_PROCO
OG0012649	sp|Q8CHW4|EI2BE_MOUSE	tr|A0A2K6EP94|A0A2K6EP94_PROCO
OG0012650	sp|Q8JZW8|PNMA3_MOUSE	tr|A0A2K6F8Q3|A0A2K6F8Q3_PROCO
OG0012651	sp|Q8K3F2|MMP21_MOUSE	tr|A0A2K6GD72|A0A2K6GD72_PROCO
OG0012652	sp|Q8R0F3|SUMF1_MOUSE	tr|A0A2K6EWU6|A0A2K6EWU6_PROCO
OG0012653	sp|Q8R1L8|ANGL8_MOUSE	tr|A0A2K6FL89|A0A2K6FL89_PROCO
OG0012654	sp|Q8VE08|FBX33_MOUSE	tr|A0A2K6FQ85|A0A2K6FQ85_PROCO
OG0012655	sp|Q99LT0|DPY30_MOUSE	tr|A0A2K6FTU1|A0A2K6FTU1_PROCO
OG0012656	sp|Q99P69|NUF2_MOUSE	tr|A0A2K6G0Y0|A0A2K6G0Y0_PROCO
OG0012657	sp|Q9CYI0|NJMU_MOUSE	tr|A0A2K6GYT0|A0A2K6GYT0_PROCO
OG0012658	sp|Q9EQK7|ICMT_MOUSE	tr|A0A2K6GH65|A0A2K6GH65_PROCO
OG0012659	sp|Q9ESN3|PGAP6_MOUSE	tr|A0A2K6G526|A0A2K6G526_PROCO
OG0012660	sp|Q9ET80|JPH1_MOUSE	tr|A0A2K6GDM7|A0A2K6GDM7_PROCO
OG0012661	sp|Q9JIX9|FASTK_MOUSE	tr|A0A2K6H082|A0A2K6H082_PROCO
OG0012662	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A2K6GFT4|A0A2K6GFT4_PROCO
OG0012663	sp|Q9WU22|PTN4_MOUSE	tr|A0A2K6FH29|A0A2K6FH29_PROCO
OG0012664	sp|Q9WVL5|MORC1_MOUSE	tr|A0A2K6G265|A0A2K6G265_PROCO
OG0012665	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A2K6FP14|A0A2K6FP14_PROCO
OG0012666	sp|Q9Z211|PX11A_MOUSE	tr|A0A2K6EYI1|A0A2K6EYI1_PROCO
OG0012667	sp|A6H694|LRC63_MOUSE	tr|A0A2K6EPZ6|A0A2K6EPZ6_PROCO
OG0012668	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A2K6FHE1|A0A2K6FHE1_PROCO
OG0012669	sp|O54931|AKAP2_MOUSE	tr|A0A2K6GCR7|A0A2K6GCR7_PROCO
OG0012670	sp|O88908|SOAT2_MOUSE	tr|A0A2K6FJ33|A0A2K6FJ33_PROCO
OG0012671	sp|P03958|ADA_MOUSE	tr|A0A2K6FX19|A0A2K6FX19_PROCO
OG0012672	sp|P16056|MET_MOUSE	tr|A0A2K6G6M6|A0A2K6G6M6_PROCO
OG0012673	sp|P28230|CXB1_MOUSE	tr|A0A2K6EMW4|A0A2K6EMW4_PROCO
OG0012674	sp|P36552|HEM6_MOUSE	tr|A0A2K6ET22|A0A2K6ET22_PROCO
OG0012675	sp|P47802|MTX1_MOUSE	tr|A0A2K6H0D6|A0A2K6H0D6_PROCO
OG0012676	sp|P48754|BRCA1_MOUSE	tr|A0A2K6GB04|A0A2K6GB04_PROCO
OG0012677	sp|P50289|ASPX_MOUSE	tr|A0A2K6FUE5|A0A2K6FUE5_PROCO
OG0012678	sp|P97927|LAMA4_MOUSE	tr|A0A2K6FB10|A0A2K6FB10_PROCO
OG0012679	sp|Q2VPQ9|EAF6_MOUSE	tr|A0A2K6GJJ7|A0A2K6GJJ7_PROCO
OG0012680	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A2K6G0C9|A0A2K6G0C9_PROCO
OG0012681	sp|Q3URY6|ARMC2_MOUSE	tr|A0A2K6GU54|A0A2K6GU54_PROCO
OG0012682	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A2K6G4R8|A0A2K6G4R8_PROCO
OG0012683	sp|Q6XUX1|DUSTY_MOUSE	tr|A0A2K6FNJ6|A0A2K6FNJ6_PROCO
OG0012684	sp|Q7TT37|ELP1_MOUSE	tr|A0A2K6EGB8|A0A2K6EGB8_PROCO
OG0012685	sp|Q80X80|C2C2L_MOUSE	tr|A0A2K6FV56|A0A2K6FV56_PROCO
OG0012686	sp|Q811B5|PRR3_MOUSE	tr|A0A2K6FJ95|A0A2K6FJ95_PROCO
OG0012687	sp|Q8BIZ1|ANS1B_MOUSE	tr|A0A2K6FUF2|A0A2K6FUF2_PROCO
OG0012688	sp|Q8BKC8|PI4KB_MOUSE	tr|A0A2K6GN21|A0A2K6GN21_PROCO
OG0012689	sp|Q8BKT7|THOC5_MOUSE	tr|A0A2K6GDW6|A0A2K6GDW6_PROCO
OG0012690	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A2K6G4L2|A0A2K6G4L2_PROCO
OG0012691	sp|Q8BWB1|SYP2L_MOUSE	tr|A0A2K6FAT9|A0A2K6FAT9_PROCO
OG0012692	sp|Q8BZH0|S39AD_MOUSE	tr|A0A2K6FVL8|A0A2K6FVL8_PROCO
OG0012693	sp|Q8CFP6|DJC27_MOUSE	tr|A0A2K6GK29|A0A2K6GK29_PROCO
OG0012694	sp|Q8CI12|SMTL2_MOUSE	tr|A0A2K6FTF8|A0A2K6FTF8_PROCO
OG0012695	sp|Q8K4T3|STRAB_MOUSE	tr|A0A2K6FD70|A0A2K6FD70_PROCO
OG0012696	sp|Q8QZV7|INT13_MOUSE	tr|A0A2K6EQ50|A0A2K6EQ50_PROCO
OG0012697	sp|Q8VBW6|ULA1_MOUSE	tr|A0A2K6G2Q4|A0A2K6G2Q4_PROCO
OG0012698	sp|Q91V09|WDR13_MOUSE	tr|A0A2K6EP25|A0A2K6EP25_PROCO
OG0012699	sp|Q91XF4|RN167_MOUSE	tr|A0A2K6EIT0|A0A2K6EIT0_PROCO
OG0012700	sp|Q921G7|ETFD_MOUSE	tr|A0A2K6G7V7|A0A2K6G7V7_PROCO
OG0012701	sp|Q9D771|PACC1_MOUSE	tr|A0A2K6FLV7|A0A2K6FLV7_PROCO
OG0012702	sp|Q9D8B6|F210B_MOUSE	tr|A0A2K6G4I6|A0A2K6G4I6_PROCO
OG0012703	sp|Q9D9T8|EFHC1_MOUSE	tr|A0A2K6GPC2|A0A2K6GPC2_PROCO
OG0012704	sp|Q9DAN9|CF97D_MOUSE	tr|A0A2K6GYT6|A0A2K6GYT6_PROCO
OG0012705	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A2K6GWJ2|A0A2K6GWJ2_PROCO
OG0012706	sp|Q9DBI2|BBS10_MOUSE	tr|A0A2K6GHU8|A0A2K6GHU8_PROCO
OG0012707	sp|Q9EP71|RAI14_MOUSE	tr|A0A2K6FV36|A0A2K6FV36_PROCO
OG0012708	sp|Q9EQX0|GHRL_MOUSE	tr|A0A2K6GPZ1|A0A2K6GPZ1_PROCO
OG0012709	sp|Q9ESV0|DDX24_MOUSE	tr|A0A2K6FHC2|A0A2K6FHC2_PROCO
OG0012710	sp|Q9JK45|KCNQ5_MOUSE	tr|A0A2K6GP64|A0A2K6GP64_PROCO
OG0012711	sp|Q9QUH0|GLRX1_MOUSE	tr|A0A2K6FPZ6|A0A2K6FPZ6_PROCO
OG0012712	sp|Q9QXE5|TSSP_MOUSE	tr|A0A2K6GTN5|A0A2K6GTN5_PROCO
OG0012713	sp|Q9R1V6|ADA22_MOUSE	tr|A0A2K6EX48|A0A2K6EX48_PROCO
OG0012714	tr|A0A1B0GRQ3|A0A1B0GRQ3_MOUSE	tr|A0A2K6FZC1|A0A2K6FZC1_PROCO
OG0012715	sp|A2AM29|AF9_MOUSE	tr|A0A2K6EUL4|A0A2K6EUL4_PROCO
OG0012716	sp|B2KF05|BRPF3_MOUSE	tr|A0A2K6FT60|A0A2K6FT60_PROCO
OG0012717	tr|B7ZCR6|B7ZCR6_MOUSE	tr|A0A2K6EVE2|A0A2K6EVE2_PROCO
OG0012718	sp|E9PYK3|PARP4_MOUSE	tr|A0A2K6G5Y5|A0A2K6G5Y5_PROCO
OG0012719	sp|O08788|DCTN1_MOUSE	tr|A0A2K6G0B5|A0A2K6G0B5_PROCO
OG0012720	sp|O09113|OTP_MOUSE	tr|A0A2K6H0C7|A0A2K6H0C7_PROCO
OG0012721	sp|O35437|TCF21_MOUSE	tr|A0A2K6GYS4|A0A2K6GYS4_PROCO
OG0012722	sp|P00848|ATP6_MOUSE	tr|B3XXB1|B3XXB1_PROCO
OG0012723	sp|P01831|THY1_MOUSE	tr|A0A2K6ES12|A0A2K6ES12_PROCO
OG0012724	sp|P0CG14|DERPC_MOUSE	tr|A0A2K6FTP1|A0A2K6FTP1_PROCO
OG0012725	sp|P52332|JAK1_MOUSE	tr|A0A2K6FGU0|A0A2K6FGU0_PROCO
OG0012726	sp|P56477|IRF5_MOUSE	tr|A0A2K6EPZ5|A0A2K6EPZ5_PROCO
OG0012727	sp|P58006|SESN1_MOUSE	tr|A0A2K6GAX4|A0A2K6GAX4_PROCO
OG0012728	sp|P62301|RS13_MOUSE	tr|A0A2K6GE15|A0A2K6GE15_PROCO
OG0012729	sp|P63239|NEC1_MOUSE	tr|A0A2K6FI64|A0A2K6FI64_PROCO
OG0012730	sp|P70378|FGF11_MOUSE	tr|A0A2K6FZ80|A0A2K6FZ80_PROCO
OG0012731	sp|Q01965|LY9_MOUSE	tr|A0A2K6G2E5|A0A2K6G2E5_PROCO
OG0012732	sp|Q0VBU9|PLPP4_MOUSE	tr|A0A2K6GK51|A0A2K6GK51_PROCO
OG0012733	sp|Q3U410|KLH21_MOUSE	tr|A0A2K6EW00|A0A2K6EW00_PROCO
OG0012734	sp|Q3U827|RN180_MOUSE	tr|A0A2K6GNI5|A0A2K6GNI5_PROCO
OG0012735	sp|Q3ULM6|USPL1_MOUSE	tr|A0A2K6FYS3|A0A2K6FYS3_PROCO
OG0012736	sp|Q3UP23|TMM26_MOUSE	tr|A0A2K6FCS3|A0A2K6FCS3_PROCO
OG0012737	sp|Q3UPL5|CK096_MOUSE	tr|A0A2K6GA18|A0A2K6GA18_PROCO
OG0012738	sp|Q4ACU6|SHAN3_MOUSE	tr|A0A2K6EZS8|A0A2K6EZS8_PROCO
OG0012739	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A2K6GZD2|A0A2K6GZD2_PROCO
OG0012740	sp|Q5SW46|PERL_MOUSE	tr|A0A2K6FZM7|A0A2K6FZM7_PROCO
OG0012741	sp|Q61334|BAP29_MOUSE	tr|A0A2K6EGH5|A0A2K6EGH5_PROCO
OG0012742	sp|Q61885|MOG_MOUSE	tr|A0A2K6GCJ7|A0A2K6GCJ7_PROCO
OG0012743	sp|Q62225|CISH_MOUSE	tr|A0A2K6GWN2|A0A2K6GWN2_PROCO
OG0012744	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A2K6FQ36|A0A2K6FQ36_PROCO
OG0012745	sp|Q8BMA3|CNKR3_MOUSE	tr|A0A2K6F2J9|A0A2K6F2J9_PROCO
OG0012746	sp|Q8BW66|S2548_MOUSE	tr|A0A2K6F628|A0A2K6F628_PROCO
OG0012747	sp|Q8C996|TM163_MOUSE	tr|A0A2K6EHA1|A0A2K6EHA1_PROCO
OG0012748	sp|Q8CDU4|DRC6_MOUSE	tr|A0A2K6ETW6|A0A2K6ETW6_PROCO
OG0012749	sp|Q8CHD8|RFIP3_MOUSE	tr|A0A2K6EP63|A0A2K6EP63_PROCO
OG0012750	sp|Q8CIM1|LRC45_MOUSE	tr|A0A2K6FT69|A0A2K6FT69_PROCO
OG0012751	sp|Q8R0S1|ATF7_MOUSE	tr|A0A2K6FGH7|A0A2K6FGH7_PROCO
OG0012752	sp|Q8R0T2|ZN768_MOUSE	tr|A0A2K6G2N6|A0A2K6G2N6_PROCO
OG0012753	sp|Q8R179|KBTB4_MOUSE	tr|A0A2K6FBV3|A0A2K6FBV3_PROCO
OG0012754	sp|Q8R1G1|TASP1_MOUSE	tr|A0A2K6GGY0|A0A2K6GGY0_PROCO
OG0012755	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A2K6F4Z2|A0A2K6F4Z2_PROCO
OG0012756	sp|Q8R307|VPS18_MOUSE	tr|A0A2K6GBM6|A0A2K6GBM6_PROCO
OG0012757	sp|Q8R4D1|SL9A8_MOUSE	tr|A0A2K6EQI2|A0A2K6EQI2_PROCO
OG0012758	sp|Q91WQ5|TAF5L_MOUSE	tr|A0A2K6FPV0|A0A2K6FPV0_PROCO
OG0012759	sp|Q9CR60|GOT1B_MOUSE	tr|A0A2K6ETW2|A0A2K6ETW2_PROCO
OG0012760	sp|Q9CY86|SAPC1_MOUSE	tr|A0A2K6FDV6|A0A2K6FDV6_PROCO
OG0012761	sp|Q9D868|PPIH_MOUSE	tr|A0A2K6GUM4|A0A2K6GUM4_PROCO
OG0012762	sp|Q9DBB5|IF4E3_MOUSE	tr|A0A2K6G4B9|A0A2K6G4B9_PROCO
OG0012763	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A2K6F7N9|A0A2K6F7N9_PROCO
OG0012764	sp|Q9EPB4|ASC_MOUSE	tr|A0A2K6GYU3|A0A2K6GYU3_PROCO
OG0012765	sp|Q9JJC9|HERP2_MOUSE	tr|A0A2K6GVW5|A0A2K6GVW5_PROCO
OG0012766	sp|Q9Z0G2|SRPK3_MOUSE	tr|A0A2K6FIP4|A0A2K6FIP4_PROCO
OG0012767	tr|A0A1Y7VMP7|A0A1Y7VMP7_MOUSE	tr|A0A2K6EGL6|A0A2K6EGL6_PROCO
OG0012768	tr|A0A571BEL3|A0A571BEL3_MOUSE	tr|A0A2K6FY46|A0A2K6FY46_PROCO
OG0012769	sp|A2A7Y5|MIIP_MOUSE	tr|A0A2K6EZE6|A0A2K6EZE6_PROCO
OG0012770	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A2K6G5I2|A0A2K6G5I2_PROCO
