Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0013057	sp|Q9ER47|KCNH7_MOUSE	tr|A0A8I3QAI0|A0A8I3QAI0_CANLF
OG0013058	sp|Q99MQ5|COPA1_MOUSE	tr|A0A8I3QKG6|A0A8I3QKG6_CANLF
OG0013059	sp|Q9D8X1|CUTC_MOUSE	tr|A0A8I3QQ18|A0A8I3QQ18_CANLF
OG0013060	sp|Q8CEE7|RDH13_MOUSE	tr|A0A8I3RRR1|A0A8I3RRR1_CANLF
OG0013061	sp|Q8BZX4|SREK1_MOUSE	tr|A0A8I3RWC4|A0A8I3RWC4_CANLF
OG0013062	tr|Q68FM7|Q68FM7_MOUSE	tr|A0A8I3RXX5|A0A8I3RXX5_CANLF
OG0013063	sp|Q921H9|COA7_MOUSE	tr|A0A8I3S317|A0A8I3S317_CANLF
OG0013064	sp|Q689Z5|SBNO1_MOUSE	tr|A0A8I3S319|A0A8I3S319_CANLF
OG0013065	sp|P42208|SEPT2_MOUSE	tr|A0A8I3S4Y6|A0A8I3S4Y6_CANLF
OG0013066	sp|Q8BLR7|RND1_MOUSE	tr|A0A8I3S746|A0A8I3S746_CANLF
OG0013067	sp|O54901|OX2G_MOUSE	tr|A0A8I3SC89|A0A8I3SC89_CANLF
OG0013068	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A8P0NBX5|A0A8P0NBX5_CANLF
OG0013069	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A8P0TFY7|A0A8P0TFY7_CANLF
OG0013070	sp|P35762|CD81_MOUSE	tr|A0A8P0TK42|A0A8P0TK42_CANLF
OG0013071	tr|A0A087WPH8|A0A087WPH8_MOUSE	tr|A0A8I3ME37|A0A8I3ME37_CANLF
OG0013072	sp|Q8BGD8|COA6_MOUSE	tr|A0A8I3ML18|A0A8I3ML18_CANLF
OG0013073	sp|P09671|SODM_MOUSE	tr|A0A8I3MMC9|A0A8I3MMC9_CANLF
OG0013074	sp|D3YY91|LLR1_MOUSE	tr|A0A8I3MMG7|A0A8I3MMG7_CANLF
OG0013075	sp|D3YZG8|MTD2L_MOUSE	tr|A0A8I3MUX1|A0A8I3MUX1_CANLF
OG0013076	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A8I3N272|A0A8I3N272_CANLF
OG0013077	sp|Q9DAW6|PRP4_MOUSE	tr|A0A8I3N4S1|A0A8I3N4S1_CANLF
OG0013078	sp|Q62219|TGFI1_MOUSE	tr|A0A8I3N687|A0A8I3N687_CANLF
OG0013079	sp|Q9ER72|SYCC_MOUSE	tr|A0A8I3NCB2|A0A8I3NCB2_CANLF
OG0013080	sp|A2A6M5|CACO2_MOUSE	tr|A0A8I3NGB8|A0A8I3NGB8_CANLF
OG0013081	tr|Q9JLQ4|Q9JLQ4_MOUSE	tr|A0A8I3NHN4|A0A8I3NHN4_CANLF
OG0013082	sp|Q8BXZ0|CTXN3_MOUSE	tr|A0A8I3NIW6|A0A8I3NIW6_CANLF
OG0013083	sp|P47806|GLI1_MOUSE	tr|A0A8I3NLD9|A0A8I3NLD9_CANLF
OG0013084	sp|Q9Z205|RFXK_MOUSE	tr|A0A8I3NYC0|A0A8I3NYC0_CANLF
OG0013085	sp|Q80UF9|OTOP3_MOUSE	tr|A0A8I3NZS4|A0A8I3NZS4_CANLF
OG0013086	sp|P70441|NHRF1_MOUSE	tr|A0A8I3P3L2|A0A8I3P3L2_CANLF
OG0013087	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A8I3PDC2|A0A8I3PDC2_CANLF
OG0013088	sp|Q9D8U7|DTWD1_MOUSE	tr|A0A8I3PFP5|A0A8I3PFP5_CANLF
OG0013089	sp|Q8C669|PELI1_MOUSE	tr|A0A8I3PJH9|A0A8I3PJH9_CANLF
OG0013090	sp|Q3UIW8|RN224_MOUSE	tr|A0A8I3PKH3|A0A8I3PKH3_CANLF
OG0013091	sp|Q91ZU1|ASB6_MOUSE	tr|A0A8I3PNI5|A0A8I3PNI5_CANLF
OG0013092	sp|Q8VDK3|ELF5_MOUSE	tr|A0A8I3PNS8|A0A8I3PNS8_CANLF
OG0013093	sp|Q3UZY0|SFI1_MOUSE	tr|A0A8I3PQQ2|A0A8I3PQQ2_CANLF
OG0013094	sp|Q8BZL4|GPR22_MOUSE	tr|A0A8I3PSK7|A0A8I3PSK7_CANLF
OG0013095	sp|Q8BVE3|VATH_MOUSE	tr|A0A8I3PTB0|A0A8I3PTB0_CANLF
OG0013096	sp|A2AI08|TPRN_MOUSE	tr|A0A8I3PVM9|A0A8I3PVM9_CANLF
OG0013097	sp|Q8VI36|PAXI_MOUSE	tr|A0A8I3Q0P3|A0A8I3Q0P3_CANLF
OG0013098	sp|Q04899|CDK18_MOUSE	tr|A0A8I3Q0Q8|A0A8I3Q0Q8_CANLF
OG0013099	sp|Q6A4L0|S22AD_MOUSE	tr|A0A8I3Q1U4|A0A8I3Q1U4_CANLF
OG0013100	sp|Q80XJ2|RN168_MOUSE	tr|A0A8I3Q398|A0A8I3Q398_CANLF
OG0013101	sp|Q8CI95|OSB11_MOUSE	tr|A0A8I3Q3S4|A0A8I3Q3S4_CANLF
OG0013102	sp|P50516|VATA_MOUSE	tr|A0A8I3Q434|A0A8I3Q434_CANLF
OG0013103	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A8I3Q9Q1|A0A8I3Q9Q1_CANLF
OG0013104	sp|Q8BND5|QSOX1_MOUSE	tr|A0A8I3RQL9|A0A8I3RQL9_CANLF
OG0013105	sp|Q8BIG4|FBX28_MOUSE	tr|A0A8I3RX95|A0A8I3RX95_CANLF
OG0013106	sp|Q62431|ARI3A_MOUSE	tr|A0A8I3RY29|A0A8I3RY29_CANLF
OG0013107	sp|P83503|NYX_MOUSE	tr|A0A8I3S5A8|A0A8I3S5A8_CANLF
OG0013108	sp|Q8BUL6|PKHA1_MOUSE	tr|A0A8I3S5E5|A0A8I3S5E5_CANLF
OG0013109	sp|Q3V0L5|LRC43_MOUSE	tr|A0A8I3S5X3|A0A8I3S5X3_CANLF
OG0013110	sp|Q9R097|SPIT1_MOUSE	tr|A0A8I3S6Z5|A0A8I3S6Z5_CANLF
OG0013111	tr|Q8K205|Q8K205_MOUSE	tr|A0A8I3S8R3|A0A8I3S8R3_CANLF
OG0013112	sp|Q9Z0L8|GGH_MOUSE	tr|A0A8I3SCF8|A0A8I3SCF8_CANLF
OG0013113	sp|Q14B62|PTHD1_MOUSE	tr|A0A8I3SCJ7|A0A8I3SCJ7_CANLF
OG0013114	sp|P97872|FMO5_MOUSE	tr|A0A8P0NCV4|A0A8P0NCV4_CANLF
OG0013116	sp|Q9JKV9|IL20_MOUSE	tr|A0A8I3MDP0|A0A8I3MDP0_CANLF
OG0013117	sp|Q8VIK1|SNR25_MOUSE	tr|A0A8I3MK30|A0A8I3MK30_CANLF
OG0013118	sp|P34960|MMP12_MOUSE	tr|A0A8I3MX21|A0A8I3MX21_CANLF
OG0013119	sp|P50580|PA2G4_MOUSE	tr|A0A8I3MYE2|A0A8I3MYE2_CANLF
OG0013120	sp|Q9QYI4|DJB12_MOUSE	tr|A0A8I3MYJ5|A0A8I3MYJ5_CANLF
OG0013121	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A8I3N087|A0A8I3N087_CANLF
OG0013122	sp|Q64700|RBL2_MOUSE	tr|A0A8I3N5E1|A0A8I3N5E1_CANLF
OG0013123	sp|P63030|MPC1_MOUSE	tr|A0A8I3N9M2|A0A8I3N9M2_CANLF
OG0013124	sp|Q149F5|TMM71_MOUSE	tr|A0A8I3NAT0|A0A8I3NAT0_CANLF
OG0013125	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A8I3NGE5|A0A8I3NGE5_CANLF
OG0013126	sp|P56695|WFS1_MOUSE	tr|A0A8I3NPQ9|A0A8I3NPQ9_CANLF
OG0013127	sp|Q3UUV5|SKAP1_MOUSE	tr|A0A8I3NS32|A0A8I3NS32_CANLF
OG0013128	sp|O35607|BMPR2_MOUSE	tr|A0A8I3NU17|A0A8I3NU17_CANLF
OG0013129	sp|Q62448|IF4G2_MOUSE	tr|A0A8I3NX47|A0A8I3NX47_CANLF
OG0013130	sp|Q8C261|NCKX5_MOUSE	tr|A0A8I3NX53|A0A8I3NX53_CANLF
OG0013131	sp|Q499M4|TIGD5_MOUSE	tr|A0A8I3NYJ2|A0A8I3NYJ2_CANLF
OG0013132	sp|Q8BIE6|FRM4A_MOUSE	tr|A0A8I3NYL0|A0A8I3NYL0_CANLF
OG0013133	sp|Q60764|MKRN3_MOUSE	tr|A0A8I3P036|A0A8I3P036_CANLF
OG0013134	sp|Q61826|MADCA_MOUSE	tr|A0A8I3P0Q0|A0A8I3P0Q0_CANLF
OG0013135	sp|P50752|TNNT2_MOUSE	tr|A0A8I3PBC8|A0A8I3PBC8_CANLF
OG0013136	sp|A0A1B0GSN8|SRTM2_MOUSE	tr|A0A8I3PC07|A0A8I3PC07_CANLF
OG0013137	sp|Q9WV98|TIM9_MOUSE	tr|A0A8I3PDA9|A0A8I3PDA9_CANLF
OG0013138	sp|P60603|ROMO1_MOUSE	tr|A0A8I3PKB6|A0A8I3PKB6_CANLF
OG0013139	sp|Q08EN7|ZCPW2_MOUSE	tr|A0A8I3PL07|A0A8I3PL07_CANLF
OG0013140	sp|P41136|ID2_MOUSE	tr|A0A8I3PL56|A0A8I3PL56_CANLF
OG0013142	sp|Q922J3|CLIP1_MOUSE	tr|A0A8I3PP42|A0A8I3PP42_CANLF
OG0013143	sp|Q64012|RALY_MOUSE	tr|A0A8I3PS69|A0A8I3PS69_CANLF
OG0013144	sp|Q61334|BAP29_MOUSE	tr|A0A8I3PYE6|A0A8I3PYE6_CANLF
OG0013145	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A8I3PZB6|A0A8I3PZB6_CANLF
OG0013146	sp|Q91WB7|UBTD1_MOUSE	tr|A0A8I3Q3Y5|A0A8I3Q3Y5_CANLF
OG0013147	sp|A9Q751|PCDP1_MOUSE	tr|A0A8I3Q4T1|A0A8I3Q4T1_CANLF
OG0013148	sp|Q9CX97|WDR55_MOUSE	tr|A0A8I3RRX2|A0A8I3RRX2_CANLF
OG0013149	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A8I3S2U5|A0A8I3S2U5_CANLF
OG0013150	sp|Q8K443|RGS13_MOUSE	tr|A0A8I3S5G1|A0A8I3S5G1_CANLF
OG0013151	sp|Q61790|LAG3_MOUSE	tr|A0A8I3SB08|A0A8I3SB08_CANLF
OG0013152	sp|P22724|WNT4_MOUSE	tr|A0A8P0PLQ7|A0A8P0PLQ7_CANLF
OG0013154	sp|Q61824|ADA12_MOUSE	tr|A0A8P0SVE1|A0A8P0SVE1_CANLF
OG0013155	sp|Q9WUZ5|TNNI1_MOUSE	tr|A0A8P0T3I2|A0A8P0T3I2_CANLF
OG0013156	sp|Q8R422|CD109_MOUSE	tr|A0A5F4D8V4|A0A5F4D8V4_CANLF
OG0013157	sp|O35855|BCAT2_MOUSE	tr|A0A8I3MBI0|A0A8I3MBI0_CANLF
OG0013158	tr|A2AM80|A2AM80_MOUSE	tr|A0A8I3MFZ6|A0A8I3MFZ6_CANLF
OG0013159	tr|Q8C6G0|Q8C6G0_MOUSE	tr|A0A8I3MH97|A0A8I3MH97_CANLF
OG0013160	sp|P21275|BMP4_MOUSE	tr|A0A8I3MKS3|A0A8I3MKS3_CANLF
OG0013161	sp|O35912|EMP3_MOUSE	tr|A0A8I3MLZ6|A0A8I3MLZ6_CANLF
OG0013162	sp|Q9CR62|M2OM_MOUSE	tr|A0A8I3MM43|A0A8I3MM43_CANLF
OG0013163	sp|Q9WV32|ARC1B_MOUSE	tr|A0A8I3MVD4|A0A8I3MVD4_CANLF
OG0013164	sp|Q60770|STXB3_MOUSE	tr|A0A8I3N4I4|A0A8I3N4I4_CANLF
OG0013165	sp|Q9CWF6|BBS2_MOUSE	tr|A0A8I3N773|A0A8I3N773_CANLF
OG0013166	sp|Q8VIG0|ZCH14_MOUSE	tr|A0A8I3N7E7|A0A8I3N7E7_CANLF
OG0013167	sp|Q5QR91|CQ078_MOUSE	tr|A0A8I3N8R6|A0A8I3N8R6_CANLF
OG0013169	sp|Q921Q7|RIN1_MOUSE	tr|A0A8I3NQY2|A0A8I3NQY2_CANLF
OG0013170	sp|Q7TQF2|FBX10_MOUSE	tr|A0A8I3NR67|A0A8I3NR67_CANLF
OG0013171	sp|Q5GH68|XKR2_MOUSE	tr|A0A8I3NXL1|A0A8I3NXL1_CANLF
OG0013172	sp|P97822|AN32E_MOUSE	tr|A0A8I3NYI4|A0A8I3NYI4_CANLF
OG0013174	sp|Q9Z1D1|EIF3G_MOUSE	tr|A0A8I3P751|A0A8I3P751_CANLF
OG0013175	sp|O54887|TSKS_MOUSE	tr|A0A8I3PA42|A0A8I3PA42_CANLF
OG0013176	sp|Q8C031|LRC4C_MOUSE	tr|A0A8I3PI10|A0A8I3PI10_CANLF
OG0013177	sp|Q8BHG3|CC50B_MOUSE	tr|A0A8I3PKL9|A0A8I3PKL9_CANLF
OG0013178	sp|Q99PP7|TRI33_MOUSE	tr|A0A8I3PQG1|A0A8I3PQG1_CANLF
OG0013179	sp|Q80Y72|CSTL1_MOUSE	tr|A0A8I3PQN0|A0A8I3PQN0_CANLF
OG0013180	sp|Q9EQS9|IGDC4_MOUSE	tr|A0A8I3PQX1|A0A8I3PQX1_CANLF
OG0013181	sp|Q3V1M1|IGS10_MOUSE	tr|A0A8I3PWK0|A0A8I3PWK0_CANLF
OG0013182	sp|Q7TQA1|IGSF1_MOUSE	tr|A0A8I3Q669|A0A8I3Q669_CANLF
OG0013183	sp|Q9JM14|NT5C_MOUSE	tr|A0A8I3QEE9|A0A8I3QEE9_CANLF
OG0013184	sp|Q9CY16|RT28_MOUSE	tr|A0A8I3QKJ7|A0A8I3QKJ7_CANLF
OG0013185	sp|P62254|UB2G1_MOUSE	tr|A0A8I3RQ15|A0A8I3RQ15_CANLF
OG0013186	sp|P0C6B7|IGSF6_MOUSE	tr|A0A8I3RS46|A0A8I3RS46_CANLF
OG0013187	sp|P10922|H10_MOUSE	tr|A0A8I3RUA8|A0A8I3RUA8_CANLF
OG0013188	tr|F8VPK0|F8VPK0_MOUSE	tr|A0A8I3S0I0|A0A8I3S0I0_CANLF
OG0013189	sp|Q8BNY6|NCS1_MOUSE	tr|A0A8I3S584|A0A8I3S584_CANLF
OG0013190	sp|Q80T69|RSBN1_MOUSE	tr|A0A8I3S5S0|A0A8I3S5S0_CANLF
OG0013191	sp|Q8CCT7|NSUN3_MOUSE	tr|A0A8I3SCR6|A0A8I3SCR6_CANLF
OG0013192	sp|Q9QUR6|PPCE_MOUSE	tr|A0A8P0N6I7|A0A8P0N6I7_CANLF
OG0013193	tr|Q8VFE7|Q8VFE7_MOUSE	tr|A0A8P0PDD8|A0A8P0PDD8_CANLF
OG0013194	sp|Q8BMD7|MORC4_MOUSE	tr|A0A8P0PH97|A0A8P0PH97_CANLF
OG0013195	sp|Q9JJV4|CCG4_MOUSE	tr|A0A8P0TU65|A0A8P0TU65_CANLF
OG0013196	tr|Q5NCD0|Q5NCD0_MOUSE	tr|G3FJC1|G3FJC1_CANLF
OG0013197	sp|P48757|GAST_MOUSE	sp|P01353|GAST_CANLF
OG0013198	sp|Q922I5|FOXI1_MOUSE	tr|A0A8I3MFQ1|A0A8I3MFQ1_CANLF
OG0013199	sp|Q61398|PCOC1_MOUSE	tr|A0A8I3MFU6|A0A8I3MFU6_CANLF
OG0013200	sp|Q9CR68|UCRI_MOUSE	tr|A0A8I3MI67|A0A8I3MI67_CANLF
OG0013201	sp|P17564|PR15A_MOUSE	tr|A0A8I3MI88|A0A8I3MI88_CANLF
OG0013202	sp|Q9DAD0|CF276_MOUSE	tr|A0A8I3MJV7|A0A8I3MJV7_CANLF
OG0013203	sp|Q9CR20|IR3IP_MOUSE	tr|A0A8I3MLP2|A0A8I3MLP2_CANLF
OG0013204	sp|Q8BUG2|CNDP1_MOUSE	tr|A0A8I3MM08|A0A8I3MM08_CANLF
OG0013205	sp|Q60778|IKBB_MOUSE	tr|A0A8I3MVZ5|A0A8I3MVZ5_CANLF
OG0013206	sp|A2AJL3|FGGY_MOUSE	tr|A0A8I3MXS1|A0A8I3MXS1_CANLF
OG0013207	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A8I3MZ57|A0A8I3MZ57_CANLF
OG0013208	sp|Q6PGD0|ARAID_MOUSE	tr|A0A8I3N4W1|A0A8I3N4W1_CANLF
OG0013209	sp|Q8BTE6|WFD21_MOUSE	tr|A0A8I3N9D9|A0A8I3N9D9_CANLF
OG0013211	sp|Q8R1N0|ZN830_MOUSE	tr|A0A8I3NBG5|A0A8I3NBG5_CANLF
OG0013212	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8I3NGV1|A0A8I3NGV1_CANLF
OG0013213	sp|Q8VDR7|TGDS_MOUSE	tr|A0A8I3NI01|A0A8I3NI01_CANLF
OG0013214	sp|O35491|CLK2_MOUSE	tr|A0A8I3NI96|A0A8I3NI96_CANLF
OG0013215	sp|Q9CZV8|FXL20_MOUSE	tr|A0A8I3NIX7|A0A8I3NIX7_CANLF
OG0013217	sp|P0C8B4|GON7_MOUSE	tr|A0A8I3NNL6|A0A8I3NNL6_CANLF
OG0013218	sp|Q9D219|BCL9_MOUSE	tr|A0A8I3NP63|A0A8I3NP63_CANLF
OG0013219	tr|Q8VF81|Q8VF81_MOUSE	tr|A0A8I3NPY8|A0A8I3NPY8_CANLF
OG0013220	sp|A6H619|PHRF1_MOUSE	tr|A0A8I3NQX8|A0A8I3NQX8_CANLF
OG0013221	sp|Q91WD4|CG025_MOUSE	tr|A0A8I3NVD2|A0A8I3NVD2_CANLF
OG0013222	sp|Q8CE94|MOT13_MOUSE	tr|A0A8I3P2L0|A0A8I3P2L0_CANLF
OG0013223	sp|Q8K3G5|VRK3_MOUSE	tr|A0A8I3PAA9|A0A8I3PAA9_CANLF
OG0013224	sp|Q99JA4|CLTR1_MOUSE	tr|A0A8I3PED5|A0A8I3PED5_CANLF
OG0013225	sp|Q8K0H7|S45A3_MOUSE	tr|A0A8I3PXQ6|A0A8I3PXQ6_CANLF
OG0013226	sp|Q9CXL7|SNORC_MOUSE	tr|A0A8I3Q057|A0A8I3Q057_CANLF
OG0013227	sp|Q8K1A0|METL5_MOUSE	tr|A0A8I3Q0U7|A0A8I3Q0U7_CANLF
OG0013228	sp|Q9JKL4|NDUF3_MOUSE	tr|A0A8I3Q2V0|A0A8I3Q2V0_CANLF
OG0013229	sp|Q3TGW2|EEPD1_MOUSE	tr|A0A8I3Q629|A0A8I3Q629_CANLF
OG0013230	sp|Q8C551|R51A1_MOUSE	tr|A0A8I3QC34|A0A8I3QC34_CANLF
OG0013231	sp|Q6P560|ZN182_MOUSE	tr|A0A8I3QT76|A0A8I3QT76_CANLF
OG0013232	sp|P62334|PRS10_MOUSE	tr|A0A8I3RRR7|A0A8I3RRR7_CANLF
OG0013233	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A8I3RTA8|A0A8I3RTA8_CANLF
OG0013234	sp|Q03267|IKZF1_MOUSE	tr|A0A8I3RVH8|A0A8I3RVH8_CANLF
OG0013235	sp|P31041|CD28_MOUSE	tr|A0A8I3S333|A0A8I3S333_CANLF
OG0013236	sp|Q6PH08|ERC2_MOUSE	tr|A0A8I3S5J0|A0A8I3S5J0_CANLF
OG0013238	sp|Q9WTJ5|RAMP1_MOUSE	tr|A0A8P0NM05|A0A8P0NM05_CANLF
OG0013239	sp|Q9JM95|SIA7F_MOUSE	tr|A0A8P0P4T4|A0A8P0P4T4_CANLF
OG0013241	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A8P0PHY1|A0A8P0PHY1_CANLF
OG0013243	sp|Q9DBH5|LMAN2_MOUSE	sp|P49256|LMAN2_CANLF
OG0013244	sp|Q8C1M2|ZN428_MOUSE	tr|A0A8I3MBA4|A0A8I3MBA4_CANLF
OG0013245	sp|Q8R242|DIAC_MOUSE	tr|A0A8I3MIU9|A0A8I3MIU9_CANLF
OG0013246	sp|Q80WM3|CPLX4_MOUSE	tr|A0A8I3MKV5|A0A8I3MKV5_CANLF
OG0013247	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A8I3MKX7|A0A8I3MKX7_CANLF
OG0013248	sp|Q9QZS6|HS3SB_MOUSE	tr|A0A8I3MLX8|A0A8I3MLX8_CANLF
OG0013249	sp|Q03145|EPHA2_MOUSE	tr|A0A8I3MVS4|A0A8I3MVS4_CANLF
OG0013250	sp|D3Z2X2|DNHD1_MOUSE	tr|A0A8I3MY17|A0A8I3MY17_CANLF
OG0013251	sp|Q8BGQ4|POMT2_MOUSE	tr|A0A8I3MY95|A0A8I3MY95_CANLF
OG0013252	sp|Q8BKW4|ZCHC4_MOUSE	tr|A0A8I3N1C9|A0A8I3N1C9_CANLF
OG0013253	sp|Q9CUB6|OTUD1_MOUSE	tr|A0A8I3N1V1|A0A8I3N1V1_CANLF
OG0013254	sp|Q0VBF8|STUM_MOUSE	tr|A0A8I3N4C4|A0A8I3N4C4_CANLF
OG0013255	sp|E9Q9W4|S27A6_MOUSE	tr|A0A8I3N4Y3|A0A8I3N4Y3_CANLF
OG0013256	sp|P27889|HNF1B_MOUSE	tr|A0A8I3N7U6|A0A8I3N7U6_CANLF
OG0013257	sp|Q8VCM8|NCLN_MOUSE	tr|A0A8I3NGV2|A0A8I3NGV2_CANLF
OG0013258	sp|Q3U7U3|FBX7_MOUSE	tr|A0A8I3NI31|A0A8I3NI31_CANLF
OG0013259	sp|Q9EQQ0|SUV92_MOUSE	tr|A0A8I3NL85|A0A8I3NL85_CANLF
OG0013260	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8I3NM36|A0A8I3NM36_CANLF
OG0013261	sp|Q9WUL5|PD1L2_MOUSE	tr|A0A8I3NNV6|A0A8I3NNV6_CANLF
OG0013262	sp|Q8CI71|VPS50_MOUSE	tr|A0A8I3NSC9|A0A8I3NSC9_CANLF
OG0013263	sp|Q91XB7|YIF1A_MOUSE	tr|A0A8I3NTF2|A0A8I3NTF2_CANLF
OG0013264	sp|Q9CQG2|MET16_MOUSE	tr|A0A8I3NTP2|A0A8I3NTP2_CANLF
OG0013265	tr|A0A0J9YTU8|A0A0J9YTU8_MOUSE	tr|A0A8I3NU69|A0A8I3NU69_CANLF
OG0013266	sp|P55271|CDN2B_MOUSE	tr|A0A8I3NWY9|A0A8I3NWY9_CANLF
OG0013267	sp|D3YTS9|PPAT_MOUSE	tr|A0A8I3P3D5|A0A8I3P3D5_CANLF
OG0013268	sp|Q7TQ62|PODN_MOUSE	tr|A0A8I3P9X5|A0A8I3P9X5_CANLF
OG0013269	sp|O35118|GFRA3_MOUSE	tr|A0A8I3PAB5|A0A8I3PAB5_CANLF
OG0013270	sp|O70166|STMN3_MOUSE	tr|A0A8I3PAV4|A0A8I3PAV4_CANLF
OG0013271	sp|Q8CI32|BAG5_MOUSE	tr|A0A8I3PFS9|A0A8I3PFS9_CANLF
OG0013272	sp|Q60665|SKIL_MOUSE	tr|A0A8I3PJY2|A0A8I3PJY2_CANLF
OG0013273	sp|Q3V1V3|ESF1_MOUSE	tr|A0A8I3PPA1|A0A8I3PPA1_CANLF
OG0013274	sp|Q9DCZ1|GMPR1_MOUSE	tr|A0A8I3PQD8|A0A8I3PQD8_CANLF
OG0013275	sp|Q8K174|TMM60_MOUSE	tr|A0A8I3PT89|A0A8I3PT89_CANLF
OG0013276	sp|Q9JKP5|MBNL1_MOUSE	tr|A0A8I3PUK8|A0A8I3PUK8_CANLF
OG0013277	sp|Q9JJ72|RPRM_MOUSE	tr|A0A8I3PWN7|A0A8I3PWN7_CANLF
OG0013278	sp|P56399|UBP5_MOUSE	tr|A0A8I3PWW2|A0A8I3PWW2_CANLF
OG0013279	sp|P27090|TGFB2_MOUSE	tr|A0A8I3PZZ6|A0A8I3PZZ6_CANLF
OG0013280	sp|A2AGA4|RHBL2_MOUSE	tr|A0A8I3QX63|A0A8I3QX63_CANLF
OG0013281	sp|Q91YP0|L2HDH_MOUSE	tr|A0A8I3RSG8|A0A8I3RSG8_CANLF
OG0013282	sp|Q3UV70|PDP1_MOUSE	tr|A0A8I3S0Z0|A0A8I3S0Z0_CANLF
OG0013283	sp|P27545|CERS1_MOUSE	tr|A0A8I3S194|A0A8I3S194_CANLF
OG0013284	sp|Q99PU7|BAP1_MOUSE	tr|A0A8I3SCQ2|A0A8I3SCQ2_CANLF
OG0013285	sp|Q3UDF0|GTR6_MOUSE	tr|A0A8P0NKM2|A0A8P0NKM2_CANLF
OG0013286	sp|Q60841|RELN_MOUSE	tr|A0A8P0TJJ1|A0A8P0TJJ1_CANLF
OG0013287	sp|Q9WVC3|CAV2_MOUSE	sp|O46550|CAV2_CANLF
OG0013288	sp|P56386|DEFB1_MOUSE	tr|Q30KV2|Q30KV2_CANLF
OG0013289	sp|Q3TXZ1|ZN575_MOUSE	tr|A0A8I3MA41|A0A8I3MA41_CANLF
OG0013290	sp|P60469|LIPA3_MOUSE	tr|A0A8I3MAB6|A0A8I3MAB6_CANLF
OG0013291	sp|P08030|APT_MOUSE	tr|A0A8I3MH54|A0A8I3MH54_CANLF
OG0013292	sp|Q9JMG7|HDGR3_MOUSE	tr|A0A8I3MKA8|A0A8I3MKA8_CANLF
OG0013293	sp|Q8BYU6|TOIP2_MOUSE	tr|A0A8I3MLQ5|A0A8I3MLQ5_CANLF
OG0013294	sp|Q8BK67|RCC2_MOUSE	tr|A0A8I3MWB8|A0A8I3MWB8_CANLF
OG0013295	sp|Q91W40|KLC3_MOUSE	tr|A0A8I3MX81|A0A8I3MX81_CANLF
OG0013296	sp|P62855|RS26_MOUSE	tr|A0A8I3MXT9|A0A8I3MXT9_CANLF
OG0013297	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A8I3N4P3|A0A8I3N4P3_CANLF
OG0013298	sp|P61222|ABCE1_MOUSE	tr|A0A8I3NJF6|A0A8I3NJF6_CANLF
OG0013299	sp|Q8BTY8|SCFD2_MOUSE	tr|A0A8I3NJI6|A0A8I3NJI6_CANLF
OG0013300	sp|P57774|NPY_MOUSE	tr|A0A8I3NQ26|A0A8I3NQ26_CANLF
OG0013301	sp|P55041|GEM_MOUSE	tr|A0A8I3NVP2|A0A8I3NVP2_CANLF
OG0013302	sp|P62878|RBX1_MOUSE	tr|A0A8I3NXW3|A0A8I3NXW3_CANLF
OG0013303	sp|Q91X85|FLVC2_MOUSE	tr|A0A8I3P1S2|A0A8I3P1S2_CANLF
OG0013304	sp|Q9JHS9|CWC15_MOUSE	tr|A0A8I3P4E3|A0A8I3P4E3_CANLF
OG0013305	sp|O35679|ISK4_MOUSE	tr|A0A8I3P8D3|A0A8I3P8D3_CANLF
OG0013306	sp|Q8BN57|CC033_MOUSE	tr|A0A8I3P8F9|A0A8I3P8F9_CANLF
OG0013307	sp|Q9EPK8|TRPV4_MOUSE	tr|A0A8I3PAV3|A0A8I3PAV3_CANLF
OG0013308	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A8I3PI73|A0A8I3PI73_CANLF
OG0013309	sp|Q9EP97|SENP3_MOUSE	tr|A0A8I3PS40|A0A8I3PS40_CANLF
OG0013310	sp|Q9R0R4|APEL_MOUSE	tr|A0A8I3QDJ9|A0A8I3QDJ9_CANLF
OG0013311	sp|Q8K296|MTMR3_MOUSE	tr|A0A8I3QZ96|A0A8I3QZ96_CANLF
OG0013312	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A8I3RQK7|A0A8I3RQK7_CANLF
OG0013313	sp|Q9CY86|SAPC1_MOUSE	tr|A0A8I3RX38|A0A8I3RX38_CANLF
