Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0010860	sp|Q91ZA3|PCCA_MOUSE	tr|A0A2K5YUT9|A0A2K5YUT9_MANLE
OG0010861	sp|Q80U38|KHNYN_MOUSE	tr|A0A2K5YW82|A0A2K5YW82_MANLE
OG0010862	sp|Q9D232|SPNS3_MOUSE	tr|A0A2K5YYN7|A0A2K5YYN7_MANLE
OG0010863	sp|P49891|ST1E1_MOUSE	tr|A0A2K5Z0U4|A0A2K5Z0U4_MANLE
OG0010864	sp|O08608|OAZ2_MOUSE	tr|A0A2K5Z254|A0A2K5Z254_MANLE
OG0010865	sp|Q9D3W1|RSP14_MOUSE	tr|A0A2K5Z5B6|A0A2K5Z5B6_MANLE
OG0010866	sp|Q78JT3|3HAO_MOUSE	tr|A0A2K5ZHB3|A0A2K5ZHB3_MANLE
OG0010867	sp|Q8BGW5|SOSB2_MOUSE	tr|A0A2K5ZKT1|A0A2K5ZKT1_MANLE
OG0010868	sp|Q91W36|UBP3_MOUSE	tr|A0A2K5ZLJ9|A0A2K5ZLJ9_MANLE
OG0010869	sp|Q8CJ96|RASF8_MOUSE	tr|A0A2K5ZLZ5|A0A2K5ZLZ5_MANLE
OG0010870	sp|Q9DCN7|RNFT1_MOUSE	tr|A0A2K5ZNX7|A0A2K5ZNX7_MANLE
OG0010871	sp|Q64449|MRC2_MOUSE	tr|A0A2K5ZPI0|A0A2K5ZPI0_MANLE
OG0010872	tr|E9PY43|E9PY43_MOUSE	tr|A0A2K5ZR41|A0A2K5ZR41_MANLE
OG0010873	sp|P61022|CHP1_MOUSE	tr|A0A2K5ZRK2|A0A2K5ZRK2_MANLE
OG0010874	sp|Q9CYR0|SSBP_MOUSE	tr|A0A2K5ZS96|A0A2K5ZS96_MANLE
OG0010875	sp|P58929|GMEB2_MOUSE	tr|A0A2K5ZSL6|A0A2K5ZSL6_MANLE
OG0010876	sp|D2J0Y4|CJ090_MOUSE	tr|A0A2K5ZXE3|A0A2K5ZXE3_MANLE
OG0010877	sp|P70298|CUX2_MOUSE	tr|A0A2K5ZZ00|A0A2K5ZZ00_MANLE
OG0010878	sp|O08705|NTCP_MOUSE	tr|A0A2K5ZZ99|A0A2K5ZZ99_MANLE
OG0010879	sp|Q3UJC8|CE034_MOUSE	tr|A0A2K6A0S0|A0A2K6A0S0_MANLE
OG0010880	sp|Q8BP78|F10C1_MOUSE	tr|A0A2K6A1L1|A0A2K6A1L1_MANLE
OG0010881	sp|Q08ED0|B2L15_MOUSE	tr|A0A2K6A715|A0A2K6A715_MANLE
OG0010882	sp|Q62179|SEM4B_MOUSE	tr|A0A2K6A7V4|A0A2K6A7V4_MANLE
OG0010883	sp|Q9D4K7|CC105_MOUSE	tr|A0A2K6AC18|A0A2K6AC18_MANLE
OG0010884	sp|Q32NZ6|TMC5_MOUSE	tr|A0A2K6ADL7|A0A2K6ADL7_MANLE
OG0010885	sp|Q9D856|S39A5_MOUSE	tr|A0A2K6AEP0|A0A2K6AEP0_MANLE
OG0010886	sp|P60334|CDO1_MOUSE	tr|A0A2K6AFM0|A0A2K6AFM0_MANLE
OG0010887	sp|Q3UH68|LIMC1_MOUSE	tr|A0A2K6AGD9|A0A2K6AGD9_MANLE
OG0010888	sp|Q6PFH3|DCA15_MOUSE	tr|A0A2K6AIJ6|A0A2K6AIJ6_MANLE
OG0010889	sp|P61168|DRD2_MOUSE	tr|A0A2K6AK59|A0A2K6AK59_MANLE
OG0010890	sp|Q9R013|CATF_MOUSE	tr|A0A2K5XAA3|A0A2K5XAA3_MANLE
OG0010891	sp|E9Q5G3|KIF23_MOUSE	tr|A0A2K5XDE9|A0A2K5XDE9_MANLE
OG0010892	sp|Q03288|ASIP_MOUSE	tr|A0A2K5XH23|A0A2K5XH23_MANLE
OG0010893	sp|Q3U2I3|FHI1B_MOUSE	tr|A0A2K5XHW5|A0A2K5XHW5_MANLE
OG0010894	sp|Q99KS2|NGRN_MOUSE	tr|A0A2K5XJI9|A0A2K5XJI9_MANLE
OG0010895	sp|Q8BFT9|SVOP_MOUSE	tr|A0A2K5XJQ8|A0A2K5XJQ8_MANLE
OG0010896	sp|Q8C708|CP054_MOUSE	tr|A0A2K5XKG2|A0A2K5XKG2_MANLE
OG0010897	sp|Q9D787|PPIL2_MOUSE	tr|A0A2K5XMH2|A0A2K5XMH2_MANLE
OG0010898	sp|Q3TDQ1|STT3B_MOUSE	tr|A0A2K5XNN2|A0A2K5XNN2_MANLE
OG0010899	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A2K5XPM4|A0A2K5XPM4_MANLE
OG0010900	sp|Q10470|MGAT3_MOUSE	tr|A0A2K5XPS4|A0A2K5XPS4_MANLE
OG0010901	sp|P59598|ASXL1_MOUSE	tr|A0A2K5XR06|A0A2K5XR06_MANLE
OG0010902	sp|Q0VDU3|GPR15_MOUSE	tr|A0A2K5XS36|A0A2K5XS36_MANLE
OG0010903	tr|G3UWF2|G3UWF2_MOUSE	tr|A0A2K5XSW5|A0A2K5XSW5_MANLE
OG0010904	sp|Q505G4|RTL6_MOUSE	tr|A0A2K5XTU1|A0A2K5XTU1_MANLE
OG0010905	sp|Q9DAQ5|CQ098_MOUSE	tr|A0A2K5XVN1|A0A2K5XVN1_MANLE
OG0010906	sp|Q8BX32|SLX1_MOUSE	tr|A0A2K5XZG5|A0A2K5XZG5_MANLE
OG0010907	sp|Q99MI1|RB6I2_MOUSE	tr|A0A2K5Y189|A0A2K5Y189_MANLE
OG0010908	sp|Q9D868|PPIH_MOUSE	tr|A0A2K5Y427|A0A2K5Y427_MANLE
OG0010909	sp|Q9Z1T6|FYV1_MOUSE	tr|A0A2K5Y4E4|A0A2K5Y4E4_MANLE
OG0010910	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A2K5YAT3|A0A2K5YAT3_MANLE
OG0010911	sp|Q8VBX0|ASB13_MOUSE	tr|A0A2K5YC77|A0A2K5YC77_MANLE
OG0010912	tr|A0A571BG01|A0A571BG01_MOUSE	tr|A0A2K5YCN2|A0A2K5YCN2_MANLE
OG0010913	sp|Q8BUJ9|LRP12_MOUSE	tr|A0A2K5YGT2|A0A2K5YGT2_MANLE
OG0010914	sp|Q62234|MYOM1_MOUSE	tr|A0A2K5YH90|A0A2K5YH90_MANLE
OG0010915	sp|Q80X66|BTBDA_MOUSE	tr|A0A2K5YJ74|A0A2K5YJ74_MANLE
OG0010916	sp|Q9D3R3|CEP72_MOUSE	tr|A0A2K5YKK9|A0A2K5YKK9_MANLE
OG0010917	sp|P41251|NRAM1_MOUSE	tr|A0A2K5YPK5|A0A2K5YPK5_MANLE
OG0010918	sp|P36552|HEM6_MOUSE	tr|A0A2K5YPZ5|A0A2K5YPZ5_MANLE
OG0010919	sp|Q497H0|ZFAN3_MOUSE	tr|A0A2K5YRS4|A0A2K5YRS4_MANLE
OG0010920	sp|Q8BH32|SUSD4_MOUSE	tr|A0A2K5YRY2|A0A2K5YRY2_MANLE
OG0010921	sp|Q9CXX9|CUED2_MOUSE	tr|A0A2K5YTV6|A0A2K5YTV6_MANLE
OG0010922	sp|Q9D7K5|DMAC2_MOUSE	tr|A0A2K5YU25|A0A2K5YU25_MANLE
OG0010923	sp|Q61045|SIM1_MOUSE	tr|A0A2K5YV69|A0A2K5YV69_MANLE
OG0010924	sp|Q64237|DOPO_MOUSE	tr|A0A2K5YW44|A0A2K5YW44_MANLE
OG0010925	sp|Q9D722|OSER1_MOUSE	tr|A0A2K5YW93|A0A2K5YW93_MANLE
OG0010926	sp|Q62187|TTF1_MOUSE	tr|A0A2K5YXT4|A0A2K5YXT4_MANLE
OG0010927	sp|Q9D7B7|GPX8_MOUSE	tr|A0A2K5YY49|A0A2K5YY49_MANLE
OG0010928	sp|Q8R0J7|VP37B_MOUSE	tr|A0A2K5YYI5|A0A2K5YYI5_MANLE
OG0010929	sp|Q8K2I9|FBH1_MOUSE	tr|A0A2K5Z398|A0A2K5Z398_MANLE
OG0010930	sp|Q3UFB2|BCD1_MOUSE	tr|A0A2K5Z3R0|A0A2K5Z3R0_MANLE
OG0010931	sp|Q8C729|F126B_MOUSE	tr|A0A2K5Z7H9|A0A2K5Z7H9_MANLE
OG0010932	sp|Q5SS91|SUN3_MOUSE	tr|A0A2K5ZB99|A0A2K5ZB99_MANLE
OG0010933	sp|Q9Z2X8|KEAP1_MOUSE	tr|A0A2K5ZBD9|A0A2K5ZBD9_MANLE
OG0010934	sp|Q9QY53|NPHP1_MOUSE	tr|A0A2K5ZC87|A0A2K5ZC87_MANLE
OG0010935	sp|Q8BGZ8|ZPLD1_MOUSE	tr|A0A2K5ZD42|A0A2K5ZD42_MANLE
OG0010936	sp|O35459|ECH1_MOUSE	tr|A0A2K5ZEZ3|A0A2K5ZEZ3_MANLE
OG0010937	sp|Q9CQ66|DYT2B_MOUSE	tr|A0A2K5ZF13|A0A2K5ZF13_MANLE
OG0010938	sp|O88543|CSN3_MOUSE	tr|A0A2K5ZHM9|A0A2K5ZHM9_MANLE
OG0010939	sp|Q9Z2D8|MBD3_MOUSE	tr|A0A2K5ZMN6|A0A2K5ZMN6_MANLE
OG0010940	sp|P20334|TNR9_MOUSE	tr|A0A2K5ZNT7|A0A2K5ZNT7_MANLE
OG0010941	sp|Q8C196|CPSM_MOUSE	tr|A0A2K5ZNW8|A0A2K5ZNW8_MANLE
OG0010942	sp|Q3U1D9|CD047_MOUSE	tr|A0A2K5ZPN5|A0A2K5ZPN5_MANLE
OG0010943	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A2K5ZS89|A0A2K5ZS89_MANLE
OG0010944	sp|P28078|DMA_MOUSE	tr|A0A2K5ZTN3|A0A2K5ZTN3_MANLE
OG0010945	sp|P36371|TAP2_MOUSE	tr|A0A2K5ZVK4|A0A2K5ZVK4_MANLE
OG0010946	sp|Q3UHE1|PITM3_MOUSE	tr|A0A2K5ZVP9|A0A2K5ZVP9_MANLE
OG0010947	sp|P16110|LEG3_MOUSE	tr|A0A2K5ZVR2|A0A2K5ZVR2_MANLE
OG0010948	sp|Q91ZR3|ZHANG_MOUSE	tr|A0A2K5ZY32|A0A2K5ZY32_MANLE
OG0010949	sp|Q9JHE7|TSSC4_MOUSE	tr|A0A2K5ZZ92|A0A2K5ZZ92_MANLE
OG0010950	sp|Q5SV77|GGNB2_MOUSE	tr|A0A2K6A1H0|A0A2K6A1H0_MANLE
OG0010951	sp|Q5Y5T2|ZDH18_MOUSE	tr|A0A2K6AC43|A0A2K6AC43_MANLE
OG0010952	sp|Q8CCC3|CL056_MOUSE	tr|A0A2K6ADH4|A0A2K6ADH4_MANLE
OG0010953	sp|Q9QWV9|CCNT1_MOUSE	tr|A0A2K6AHC5|A0A2K6AHC5_MANLE
OG0010954	sp|Q62280|SSXT_MOUSE	tr|A0A2K6AHS1|A0A2K6AHS1_MANLE
OG0010955	sp|Q91ZZ5|RXFP2_MOUSE	tr|A0A2K6AIW9|A0A2K6AIW9_MANLE
OG0010956	sp|Q9QUK3|CLN8_MOUSE	tr|A0A2K6AJZ6|A0A2K6AJZ6_MANLE
OG0010957	sp|Q99PH1|LRRC4_MOUSE	tr|A0A2K5XDR7|A0A2K5XDR7_MANLE
OG0010959	sp|Q8R184|F110A_MOUSE	tr|A0A2K5XHU8|A0A2K5XHU8_MANLE
OG0010960	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A2K5XKA2|A0A2K5XKA2_MANLE
OG0010961	sp|Q9EQ14|IL23A_MOUSE	tr|A0A2K5XKL3|A0A2K5XKL3_MANLE
OG0010962	sp|P05622|PGFRB_MOUSE	tr|A0A2K5XM61|A0A2K5XM61_MANLE
OG0010963	sp|Q8R1Q0|STX19_MOUSE	tr|A0A2K5XMD7|A0A2K5XMD7_MANLE
OG0010964	sp|P58466|CTDS1_MOUSE	tr|A0A2K5XPQ9|A0A2K5XPQ9_MANLE
OG0010965	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A2K5XWH1|A0A2K5XWH1_MANLE
OG0010966	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A2K5XX63|A0A2K5XX63_MANLE
OG0010967	sp|Q61425|HCDH_MOUSE	tr|A0A2K5XXE8|A0A2K5XXE8_MANLE
OG0010968	sp|Q8VCE6|NT5M_MOUSE	tr|A0A2K5XZL6|A0A2K5XZL6_MANLE
OG0010969	sp|Q61024|ASNS_MOUSE	tr|A0A2K5Y1C0|A0A2K5Y1C0_MANLE
OG0010970	sp|Q91X60|ACHA2_MOUSE	tr|A0A2K5Y268|A0A2K5Y268_MANLE
OG0010971	sp|Q9D7I9|TGM5_MOUSE	tr|A0A2K5Y3B7|A0A2K5Y3B7_MANLE
OG0010972	sp|Q8C7V8|CC134_MOUSE	tr|A0A2K5Y3K4|A0A2K5Y3K4_MANLE
OG0010973	sp|Q9JK92|HSPB8_MOUSE	tr|A0A2K5Y3M8|A0A2K5Y3M8_MANLE
OG0010974	sp|Q9JMA1|UBP14_MOUSE	tr|A0A2K5Y4P7|A0A2K5Y4P7_MANLE
OG0010975	sp|Q9CZH3|PSMG3_MOUSE	tr|A0A2K5Y558|A0A2K5Y558_MANLE
OG0010976	sp|P12265|BGLR_MOUSE	tr|A0A2K5Y9B4|A0A2K5Y9B4_MANLE
OG0010977	sp|P97865|PEX7_MOUSE	tr|A0A2K5YAQ7|A0A2K5YAQ7_MANLE
OG0010978	sp|O54885|TYOBP_MOUSE	tr|A0A2K5YB49|A0A2K5YB49_MANLE
OG0010979	sp|E9Q6W4|ZN296_MOUSE	tr|A0A2K5YEB9|A0A2K5YEB9_MANLE
OG0010980	sp|Q8BQ33|TICRR_MOUSE	tr|A0A2K5YED0|A0A2K5YED0_MANLE
OG0010981	sp|Q3UN58|FAP20_MOUSE	tr|A0A2K5YEI5|A0A2K5YEI5_MANLE
OG0010982	sp|Q9D4H2|GCC1_MOUSE	tr|A0A2K5YEV8|A0A2K5YEV8_MANLE
OG0010983	sp|Q8BGW9|DFB29_MOUSE	tr|A0A2K5YIN2|A0A2K5YIN2_MANLE
OG0010984	sp|P55302|AMRP_MOUSE	tr|A0A2K5YJT0|A0A2K5YJT0_MANLE
OG0010985	tr|Q7TSV0|Q7TSV0_MOUSE	tr|A0A2K5YJT1|A0A2K5YJT1_MANLE
OG0010986	sp|Q8BJH1|ZC21A_MOUSE	tr|A0A2K5YK85|A0A2K5YK85_MANLE
OG0010987	sp|Q8VHQ9|ACO11_MOUSE	tr|A0A2K5YND3|A0A2K5YND3_MANLE
OG0010988	sp|Q7TN60|TMC6_MOUSE	tr|A0A2K5YUM5|A0A2K5YUM5_MANLE
OG0010989	sp|Q9CZA6|NDE1_MOUSE	tr|A0A2K5YXK0|A0A2K5YXK0_MANLE
OG0010990	sp|Q6VNB8|WDFY3_MOUSE	tr|A0A2K5YXQ4|A0A2K5YXQ4_MANLE
OG0010991	sp|Q8BG19|TMTC4_MOUSE	tr|A0A2K5YYJ2|A0A2K5YYJ2_MANLE
OG0010992	sp|Q60636|PRDM1_MOUSE	tr|A0A2K5YYY1|A0A2K5YYY1_MANLE
OG0010993	sp|Q9JHU3|CDK20_MOUSE	tr|A0A2K5Z2R9|A0A2K5Z2R9_MANLE
OG0010994	sp|Q8VDM1|ZGPAT_MOUSE	tr|A0A2K5Z3M5|A0A2K5Z3M5_MANLE
OG0010995	sp|Q8BX57|PXK_MOUSE	tr|A0A2K5Z4Q1|A0A2K5Z4Q1_MANLE
OG0010996	sp|Q9R0S2|MMP24_MOUSE	tr|A0A2K5Z9B5|A0A2K5Z9B5_MANLE
OG0010997	sp|Q3UHB1|NT5D3_MOUSE	tr|A0A2K5ZA25|A0A2K5ZA25_MANLE
OG0010998	sp|Q69ZK7|F214A_MOUSE	tr|A0A2K5ZJG7|A0A2K5ZJG7_MANLE
OG0010999	sp|P51656|DHB1_MOUSE	tr|A0A2K5ZK21|A0A2K5ZK21_MANLE
OG0011000	sp|P97492|RGS14_MOUSE	tr|A0A2K5ZQ76|A0A2K5ZQ76_MANLE
OG0011001	sp|Q62073|M3K7_MOUSE	tr|A0A2K5ZSU5|A0A2K5ZSU5_MANLE
OG0011002	sp|P06796|CASK_MOUSE	tr|A0A2K5ZV81|A0A2K5ZV81_MANLE
OG0011003	sp|Q3V140|ACRBP_MOUSE	tr|A0A2K5ZWE3|A0A2K5ZWE3_MANLE
OG0011004	sp|Q9D9N8|PADC1_MOUSE	tr|A0A2K5ZXF4|A0A2K5ZXF4_MANLE
OG0011005	sp|P56528|CD38_MOUSE	tr|A0A2K5ZZU8|A0A2K5ZZU8_MANLE
OG0011006	sp|E9PYK3|PARP4_MOUSE	tr|A0A2K6A138|A0A2K6A138_MANLE
OG0011007	sp|Q6P1D5|SE6L1_MOUSE	tr|A0A2K6A445|A0A2K6A445_MANLE
OG0011008	sp|Q64374|RGN_MOUSE	tr|A0A2K6A647|A0A2K6A647_MANLE
OG0011009	sp|Q8BWY9|CIP2A_MOUSE	tr|A0A2K6A8G7|A0A2K6A8G7_MANLE
OG0011010	sp|Q8BZH0|S39AD_MOUSE	tr|A0A2K6AHB9|A0A2K6AHB9_MANLE
OG0011011	sp|Q9D0J4|ARL2_MOUSE	tr|A0A2K6AKX3|A0A2K6AKX3_MANLE
OG0011012	sp|Q8CB65|NEMP2_MOUSE	tr|A0A2K5XC14|A0A2K5XC14_MANLE
OG0011013	sp|P49070|CAMLG_MOUSE	tr|A0A2K5XEB5|A0A2K5XEB5_MANLE
OG0011014	sp|Q05909|PTPRG_MOUSE	tr|A0A2K5XF54|A0A2K5XF54_MANLE
OG0011015	sp|Q8K0C4|CP51A_MOUSE	tr|A0A2K5XJ96|A0A2K5XJ96_MANLE
OG0011016	sp|A2A591|KRA31_MOUSE	tr|A0A2K5XJF2|A0A2K5XJF2_MANLE
OG0011017	sp|Q9WUU8|TNIP1_MOUSE	tr|A0A2K5XTK4|A0A2K5XTK4_MANLE
OG0011018	sp|Q8BV42|ZN786_MOUSE	tr|A0A2K5XUR7|A0A2K5XUR7_MANLE
OG0011019	sp|A2AJT4|PNISR_MOUSE	tr|A0A2K5XYY7|A0A2K5XYY7_MANLE
OG0011020	sp|Q8K0B2|LMBD1_MOUSE	tr|A0A2K5XZ50|A0A2K5XZ50_MANLE
OG0011021	sp|Q8CIW5|PEO1_MOUSE	tr|A0A2K5Y198|A0A2K5Y198_MANLE
OG0011022	sp|Q9Z321|TOP3B_MOUSE	tr|A0A2K5Y1L8|A0A2K5Y1L8_MANLE
OG0011023	sp|Q8K2Z4|CND1_MOUSE	tr|A0A2K5Y429|A0A2K5Y429_MANLE
OG0011024	sp|P04186|CFAB_MOUSE	tr|A0A2K5Y868|A0A2K5Y868_MANLE
OG0011025	sp|Q9QYP6|AZI2_MOUSE	tr|A0A2K5YA65|A0A2K5YA65_MANLE
OG0011026	sp|P46061|RAGP1_MOUSE	tr|A0A2K5YCH9|A0A2K5YCH9_MANLE
OG0011027	sp|O55101|SNG2_MOUSE	tr|A0A2K5YD82|A0A2K5YD82_MANLE
OG0011028	sp|Q8R1B0|STAC2_MOUSE	tr|A0A2K5YDC3|A0A2K5YDC3_MANLE
OG0011029	sp|Q91ZJ0|MUS81_MOUSE	tr|A0A2K5YNB8|A0A2K5YNB8_MANLE
OG0011030	sp|Q9D805|CAN9_MOUSE	tr|A0A2K5YNQ8|A0A2K5YNQ8_MANLE
OG0011031	sp|Q9CZT4|RPC5_MOUSE	tr|A0A2K5YU21|A0A2K5YU21_MANLE
OG0011032	sp|O88447|KLC1_MOUSE	tr|A0A2K5YV18|A0A2K5YV18_MANLE
OG0011033	sp|Q9D361|SNR48_MOUSE	tr|A0A2K5YVK3|A0A2K5YVK3_MANLE
OG0011034	sp|Q91Z22|PORIM_MOUSE	tr|A0A2K5YWM3|A0A2K5YWM3_MANLE
OG0011035	sp|P62309|RUXG_MOUSE	tr|A0A2K5YWS1|A0A2K5YWS1_MANLE
OG0011036	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A2K5YYT4|A0A2K5YYT4_MANLE
OG0011037	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A2K5YZI0|A0A2K5YZI0_MANLE
OG0011038	sp|Q80V42|CBPM_MOUSE	tr|A0A2K5Z039|A0A2K5Z039_MANLE
OG0011039	sp|Q9ESN9|JIP3_MOUSE	tr|A0A2K5Z1I5|A0A2K5Z1I5_MANLE
OG0011040	sp|Q3TN34|MILK2_MOUSE	tr|A0A2K5Z1S9|A0A2K5Z1S9_MANLE
OG0011041	sp|Q91Y74|SIA4C_MOUSE	tr|A0A2K5Z4W3|A0A2K5Z4W3_MANLE
OG0011042	sp|Q571I4|PRAG1_MOUSE	tr|A0A2K5Z5N5|A0A2K5Z5N5_MANLE
OG0011043	sp|Q63ZW7|INADL_MOUSE	tr|A0A2K5Z6V7|A0A2K5Z6V7_MANLE
OG0011044	sp|O35969|GAMT_MOUSE	tr|A0A2K5Z7G2|A0A2K5Z7G2_MANLE
OG0011045	sp|O89020|AFAM_MOUSE	tr|A0A2K5ZBE9|A0A2K5ZBE9_MANLE
OG0011046	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A2K5ZDC6|A0A2K5ZDC6_MANLE
OG0011047	sp|Q0VBD0|ITB8_MOUSE	tr|A0A2K5ZDX8|A0A2K5ZDX8_MANLE
OG0011048	tr|A0A1W2P6U8|A0A1W2P6U8_MOUSE	tr|A0A2K5ZF16|A0A2K5ZF16_MANLE
OG0011049	sp|Q8BVE8|NSD2_MOUSE	tr|A0A2K5ZFP3|A0A2K5ZFP3_MANLE
OG0011050	sp|Q9ERU9|RBP2_MOUSE	tr|A0A2K5ZFU9|A0A2K5ZFU9_MANLE
OG0011051	sp|Q6PD29|ZN513_MOUSE	tr|A0A2K5ZH19|A0A2K5ZH19_MANLE
OG0011052	sp|Q8R092|CA043_MOUSE	tr|A0A2K5ZIS8|A0A2K5ZIS8_MANLE
OG0011053	sp|Q8K1E6|ALKB3_MOUSE	tr|A0A2K5ZK81|A0A2K5ZK81_MANLE
OG0011054	sp|Q8BFT6|JMJD4_MOUSE	tr|A0A2K5ZL01|A0A2K5ZL01_MANLE
OG0011055	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A2K5ZM10|A0A2K5ZM10_MANLE
OG0011056	tr|A0A087WPJ1|A0A087WPJ1_MOUSE	tr|A0A2K5ZV74|A0A2K5ZV74_MANLE
OG0011057	sp|P50992|ATP4B_MOUSE	tr|A0A2K5ZVG3|A0A2K5ZVG3_MANLE
OG0011058	tr|E9Q3H4|E9Q3H4_MOUSE	tr|A0A2K5ZWK4|A0A2K5ZWK4_MANLE
OG0011059	sp|Q9Z110|P5CS_MOUSE	tr|A0A2K5ZZQ5|A0A2K5ZZQ5_MANLE
OG0011060	sp|Q9R1V4|ADA11_MOUSE	tr|A0A2K5ZZX6|A0A2K5ZZX6_MANLE
OG0011061	sp|Q07968|F13B_MOUSE	tr|A0A2K6A098|A0A2K6A098_MANLE
OG0011062	sp|Q9ERE3|SGK3_MOUSE	tr|A0A2K6A2S7|A0A2K6A2S7_MANLE
OG0011063	sp|Q3UFY7|5NT3B_MOUSE	tr|A0A2K6A6I3|A0A2K6A6I3_MANLE
OG0011064	sp|Q8C7X2|EMC1_MOUSE	tr|A0A2K6AB64|A0A2K6AB64_MANLE
OG0011065	sp|Q9CR80|FA32A_MOUSE	tr|A0A2K6AEL5|A0A2K6AEL5_MANLE
OG0011066	sp|Q9Z1L2|SNG4_MOUSE	tr|A0A2K6AH40|A0A2K6AH40_MANLE
OG0011067	sp|O35427|RPC9_MOUSE	tr|A0A2K6AI58|A0A2K6AI58_MANLE
OG0011068	sp|Q925N0|SFXN5_MOUSE	tr|A0A2K6AJ15|A0A2K6AJ15_MANLE
OG0011069	sp|Q80ZM3|ETKMT_MOUSE	tr|A0A2K6AJU1|A0A2K6AJU1_MANLE
OG0011070	sp|Q30D77|COOA1_MOUSE	tr|A0A2K5XAR4|A0A2K5XAR4_MANLE
OG0011071	sp|Q14AT5|ANO7_MOUSE	tr|A0A2K5XD13|A0A2K5XD13_MANLE
OG0011072	sp|Q8BGA2|LHPL2_MOUSE	tr|A0A2K5XE38|A0A2K5XE38_MANLE
OG0011073	sp|Q80UF4|SDCG8_MOUSE	tr|A0A2K5XFY7|A0A2K5XFY7_MANLE
OG0011074	sp|P21836|ACES_MOUSE	tr|A0A2K5XI20|A0A2K5XI20_MANLE
OG0011075	sp|A1L3T7|RIPR3_MOUSE	tr|A0A2K5XIE8|A0A2K5XIE8_MANLE
OG0011076	sp|P43406|ITAV_MOUSE	tr|A0A2K5XM94|A0A2K5XM94_MANLE
OG0011077	sp|Q925S4|IL24_MOUSE	tr|A0A2K5XPY6|A0A2K5XPY6_MANLE
OG0011078	sp|Q9ERK9|P2RY6_MOUSE	tr|A0A2K5XQA9|A0A2K5XQA9_MANLE
OG0011079	sp|P97440|SLBP_MOUSE	tr|A0A2K5XQW7|A0A2K5XQW7_MANLE
OG0011080	sp|Q62018|CTR9_MOUSE	tr|A0A2K5XSY1|A0A2K5XSY1_MANLE
OG0011081	tr|E9Q050|E9Q050_MOUSE	tr|A0A2K5XUK2|A0A2K5XUK2_MANLE
OG0011082	sp|Q569Z6|TR150_MOUSE	tr|A0A2K5Y1Y9|A0A2K5Y1Y9_MANLE
OG0011083	sp|Q99KR7|PPIF_MOUSE	tr|A0A2K5Y3U0|A0A2K5Y3U0_MANLE
OG0011084	sp|Q3UHU5|MTCL1_MOUSE	tr|A0A2K5Y4J4|A0A2K5Y4J4_MANLE
OG0011085	sp|Q9WUZ9|ENTP5_MOUSE	tr|A0A2K5Y7T8|A0A2K5Y7T8_MANLE
OG0011086	sp|Q91VA0|ACSM1_MOUSE	tr|A0A2K5Y8H5|A0A2K5Y8H5_MANLE
OG0011087	sp|Q8BSI6|R3HC1_MOUSE	tr|A0A2K5Y8V7|A0A2K5Y8V7_MANLE
OG0011088	sp|Q6PD26|PIGS_MOUSE	tr|A0A2K5YBA7|A0A2K5YBA7_MANLE
OG0011089	sp|Q62009|POSTN_MOUSE	tr|A0A2K5YBP0|A0A2K5YBP0_MANLE
OG0011090	sp|Q3UMW8|CLN5_MOUSE	tr|A0A2K5YE03|A0A2K5YE03_MANLE
OG0011091	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A2K5YE71|A0A2K5YE71_MANLE
OG0011092	sp|Q640N1|AEBP1_MOUSE	tr|A0A2K5YHC6|A0A2K5YHC6_MANLE
OG0011093	sp|A2AWT3|AT7L3_MOUSE	tr|A0A2K5YI55|A0A2K5YI55_MANLE
OG0011094	sp|P47876|IBP1_MOUSE	tr|A0A2K5YJ18|A0A2K5YJ18_MANLE
OG0011095	sp|Q8BG28|B3GL2_MOUSE	tr|A0A2K5YJS4|A0A2K5YJS4_MANLE
OG0011096	sp|Q9Z0M9|I18BP_MOUSE	tr|A0A2K5YKP1|A0A2K5YKP1_MANLE
OG0011097	sp|Q9WUL6|M3K14_MOUSE	tr|A0A2K5YMJ1|A0A2K5YMJ1_MANLE
OG0011098	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A2K5YP02|A0A2K5YP02_MANLE
OG0011099	sp|B1AY13|UBP24_MOUSE	tr|A0A2K5YQ37|A0A2K5YQ37_MANLE
OG0011100	sp|B3GLJ3|PATE3_MOUSE	tr|A0A2K5YQK3|A0A2K5YQK3_MANLE
OG0011101	sp|P33435|MMP13_MOUSE	tr|A0A2K5YT43|A0A2K5YT43_MANLE
OG0011102	sp|Q60974|NCOR1_MOUSE	tr|A0A2K5YVM6|A0A2K5YVM6_MANLE
OG0011103	sp|Q6U7R4|TIMD4_MOUSE	tr|A0A2K5YW52|A0A2K5YW52_MANLE
