Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0014517	sp|Q02067|ASCL1_MOUSE	tr|A0A8B8YT51|A0A8B8YT51_BALMU
OG0014518	sp|B2RXM4|NTM1B_MOUSE	tr|A0A8B8Z3L6|A0A8B8Z3L6_BALMU
OG0014519	sp|Q60722|ITF2_MOUSE	tr|A0A8B8Z738|A0A8B8Z738_BALMU
OG0014520	sp|A2A9Q0|FND10_MOUSE	tr|A0A8C0CAT8|A0A8C0CAT8_BALMU
OG0014521	sp|Q7M732|RTL1_MOUSE	tr|A0A8C0CGH6|A0A8C0CGH6_BALMU
OG0014522	sp|Q8R3P6|INT14_MOUSE	tr|A0A8C0CJ04|A0A8C0CJ04_BALMU
OG0014523	sp|P70270|RAD54_MOUSE	tr|A0A8C0CKG1|A0A8C0CKG1_BALMU
OG0014524	sp|Q9D3B1|HACD2_MOUSE	tr|A0A8C0CME5|A0A8C0CME5_BALMU
OG0014525	sp|Q99N80|SYTL1_MOUSE	tr|A0A8C0CR09|A0A8C0CR09_BALMU
OG0014526	sp|Q8BHJ7|GBRA5_MOUSE	tr|A0A8C0CVL4|A0A8C0CVL4_BALMU
OG0014527	sp|Q8K387|UBP45_MOUSE	tr|A0A8C0D261|A0A8C0D261_BALMU
OG0014528	sp|Q80UM7|MOGS_MOUSE	tr|A0A8C0DAG2|A0A8C0DAG2_BALMU
OG0014529	sp|Q3UV71|TMTC1_MOUSE	tr|A0A8C0DAQ0|A0A8C0DAQ0_BALMU
OG0014530	sp|Q91WN1|DNJC9_MOUSE	tr|A0A8C0DEN0|A0A8C0DEN0_BALMU
OG0014531	sp|Q9Z2M6|UBL3_MOUSE	tr|A0A8C0DGR0|A0A8C0DGR0_BALMU
OG0014532	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A8C0DUC7|A0A8C0DUC7_BALMU
OG0014533	sp|Q9CXY6|ILF2_MOUSE	tr|A0A8C0DXL0|A0A8C0DXL0_BALMU
OG0014534	sp|Q99PI4|LPIN3_MOUSE	tr|A0A8C0DZ25|A0A8C0DZ25_BALMU
OG0014535	sp|Q9R000|ITBP2_MOUSE	tr|A0A8C0E0U9|A0A8C0E0U9_BALMU
OG0014536	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A8C0E391|A0A8C0E391_BALMU
OG0014537	sp|Q60778|IKBB_MOUSE	tr|A0A8C0E5S4|A0A8C0E5S4_BALMU
OG0014538	sp|P97378|I12R2_MOUSE	tr|A0A8C0HV61|A0A8C0HV61_BALMU
OG0014539	sp|Q641K5|NUAK1_MOUSE	tr|A0A8C0HXU4|A0A8C0HXU4_BALMU
OG0014540	sp|Q8BX13|UBE3D_MOUSE	tr|A0A8C0I241|A0A8C0I241_BALMU
OG0014541	sp|Q9ERB0|SNP29_MOUSE	tr|A0A8C0I285|A0A8C0I285_BALMU
OG0014542	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A8C0I5H4|A0A8C0I5H4_BALMU
OG0014543	sp|Q8C8T7|ELFN1_MOUSE	tr|A0A8B8V5N4|A0A8B8V5N4_BALMU
OG0014544	sp|Q8K1C0|ANGE2_MOUSE	tr|A0A8B8V925|A0A8B8V925_BALMU
OG0014545	sp|Q8K561|OTOAN_MOUSE	tr|A0A8B8VC90|A0A8B8VC90_BALMU
OG0014546	sp|Q5HZJ5|EREP3_MOUSE	tr|A0A8B8VCF4|A0A8B8VCF4_BALMU
OG0014547	sp|Q80WV7|SRRM3_MOUSE	tr|A0A8B8VCX6|A0A8B8VCX6_BALMU
OG0014548	sp|Q9CWD0|GTSFL_MOUSE	tr|A0A8B8VE90|A0A8B8VE90_BALMU
OG0014549	sp|Q8CIS0|CAR11_MOUSE	tr|A0A8B8VEW0|A0A8B8VEW0_BALMU
OG0014550	sp|Q3TNL8|IPRI_MOUSE	tr|A0A8B8VHU3|A0A8B8VHU3_BALMU
OG0014551	sp|Q9D8F3|S52A2_MOUSE	tr|A0A8B8VMW6|A0A8B8VMW6_BALMU
OG0014552	sp|Q8BFR6|ZFAN1_MOUSE	tr|A0A8B8VNX1|A0A8B8VNX1_BALMU
OG0014553	sp|O08746|MATN2_MOUSE	tr|A0A8B8VP81|A0A8B8VP81_BALMU
OG0014554	sp|Q9JLL3|TNR19_MOUSE	tr|A0A8B8VSI0|A0A8B8VSI0_BALMU
OG0014555	sp|Q7TSH2|KPBB_MOUSE	tr|A0A8B8VU24|A0A8B8VU24_BALMU
OG0014556	sp|P60882|MEGF8_MOUSE	tr|A0A8B8VYY8|A0A8B8VYY8_BALMU
OG0014557	tr|E9QAF4|E9QAF4_MOUSE	tr|A0A8B8VZP2|A0A8B8VZP2_BALMU
OG0014558	sp|Q91YR5|EFNMT_MOUSE	tr|A0A8B8VZW3|A0A8B8VZW3_BALMU
OG0014559	sp|Q920Q6|MSI2H_MOUSE	tr|A0A8B8W414|A0A8B8W414_BALMU
OG0014560	sp|Q9DCN7|RNFT1_MOUSE	tr|A0A8B8W453|A0A8B8W453_BALMU
OG0014561	sp|Q63912|OMGP_MOUSE	tr|A0A8B8W902|A0A8B8W902_BALMU
OG0014562	sp|B2RUP2|UN13D_MOUSE	tr|A0A8B8WAX5|A0A8B8WAX5_BALMU
OG0014563	sp|Q9D8C3|ALG13_MOUSE	tr|A0A8B8WDV4|A0A8B8WDV4_BALMU
OG0014564	sp|O54834|RHG06_MOUSE	tr|A0A8B8WHA1|A0A8B8WHA1_BALMU
OG0014565	sp|Q924H7|WAC_MOUSE	tr|A0A8B8WM06|A0A8B8WM06_BALMU
OG0014566	sp|Q9D9D3|TBC21_MOUSE	tr|A0A8B8WQI7|A0A8B8WQI7_BALMU
OG0014567	sp|Q8R307|VPS18_MOUSE	tr|A0A8B8WTV1|A0A8B8WTV1_BALMU
OG0014568	sp|F6W8I0|YJEN3_MOUSE	tr|A0A8B8WVD3|A0A8B8WVD3_BALMU
OG0014569	sp|Q8BVN7|S2541_MOUSE	tr|A0A8B8WVR4|A0A8B8WVR4_BALMU
OG0014570	sp|Q9CXV0|ISL2_MOUSE	tr|A0A8B8WX71|A0A8B8WX71_BALMU
OG0014571	sp|P21275|BMP4_MOUSE	tr|A0A8B8WY98|A0A8B8WY98_BALMU
OG0014572	sp|Q5DTY9|KCD16_MOUSE	tr|A0A8B8X7H5|A0A8B8X7H5_BALMU
OG0014573	sp|Q921R7|S35A5_MOUSE	tr|A0A8B8X8M0|A0A8B8X8M0_BALMU
OG0014574	sp|Q8BGR6|ARL15_MOUSE	tr|A0A8B8X8X2|A0A8B8X8X2_BALMU
OG0014575	sp|O54951|SEM6B_MOUSE	tr|A0A8B8X9I6|A0A8B8X9I6_BALMU
OG0014576	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A8B8XI24|A0A8B8XI24_BALMU
OG0014577	sp|Q61711|SIAL_MOUSE	tr|A0A8B8XP76|A0A8B8XP76_BALMU
OG0014578	sp|Q70E20|SNED1_MOUSE	tr|A0A8B8XU25|A0A8B8XU25_BALMU
OG0014579	sp|Q3V3A7|RN207_MOUSE	tr|A0A8B8Y2U5|A0A8B8Y2U5_BALMU
OG0014580	sp|Q9NYQ2|HAOX2_MOUSE	tr|A0A8B8Y3U2|A0A8B8Y3U2_BALMU
OG0014581	sp|Q9QZM3|CLCF1_MOUSE	tr|A0A8B8Y810|A0A8B8Y810_BALMU
OG0014582	sp|P27573|MYP0_MOUSE	tr|A0A8B8YAU0|A0A8B8YAU0_BALMU
OG0014583	sp|Q6DFV8|VWDE_MOUSE	tr|A0A8B8YAY2|A0A8B8YAY2_BALMU
OG0014584	sp|Q9DCS1|T176A_MOUSE	tr|A0A8B8YD46|A0A8B8YD46_BALMU
OG0014585	sp|P09022|HXA1_MOUSE	tr|A0A8B8YDG1|A0A8B8YDG1_BALMU
OG0014586	sp|Q04888|SOX10_MOUSE	tr|A0A8B8YEJ1|A0A8B8YEJ1_BALMU
OG0014587	tr|E9Q3G8|E9Q3G8_MOUSE	tr|A0A8B8YP18|A0A8B8YP18_BALMU
OG0014588	sp|Q8BGX3|LRTM2_MOUSE	tr|A0A8B8YPG4|A0A8B8YPG4_BALMU
OG0014589	sp|Q91YN0|CL004_MOUSE	tr|A0A8B8YQS3|A0A8B8YQS3_BALMU
OG0014590	sp|Q8JZU6|PXDC1_MOUSE	tr|A0A8B8YR98|A0A8B8YR98_BALMU
OG0014591	sp|B9EKX1|PTHD4_MOUSE	tr|A0A8B8YTE3|A0A8B8YTE3_BALMU
OG0014592	sp|P0C6B2|PTCRA_MOUSE	tr|A0A8B8YUG3|A0A8B8YUG3_BALMU
OG0014593	sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A8B8YV05|A0A8B8YV05_BALMU
OG0014594	sp|Q6P7W5|SEN2_MOUSE	tr|A0A8B8YYM9|A0A8B8YYM9_BALMU
OG0014595	sp|Q8VHE0|SEC63_MOUSE	tr|A0A8B8Z270|A0A8B8Z270_BALMU
OG0014596	sp|Q7TN12|INAVA_MOUSE	tr|A0A8B8Z8P8|A0A8B8Z8P8_BALMU
OG0014597	sp|Q9CWM4|PFD1_MOUSE	tr|A0A8C0C2T7|A0A8C0C2T7_BALMU
OG0014598	sp|Q811M1|RHG15_MOUSE	tr|A0A8C0C887|A0A8C0C887_BALMU
OG0014599	sp|Q8K3B1|FBSP1_MOUSE	tr|A0A8C0CJ66|A0A8C0CJ66_BALMU
OG0014600	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A8C0CKQ6|A0A8C0CKQ6_BALMU
OG0014601	sp|Q9CQX4|PAF15_MOUSE	tr|A0A8C0CN88|A0A8C0CN88_BALMU
OG0014602	sp|Q810Z1|LCN10_MOUSE	tr|A0A8C0CNC2|A0A8C0CNC2_BALMU
OG0014603	sp|Q9WV35|ABEC2_MOUSE	tr|A0A8C0D5M8|A0A8C0D5M8_BALMU
OG0014604	sp|Q99KU6|CF089_MOUSE	tr|A0A8C0D701|A0A8C0D701_BALMU
OG0014605	sp|Q9ER75|IRX6_MOUSE	tr|A0A8C0DQB4|A0A8C0DQB4_BALMU
OG0014606	sp|P18581|CTR2_MOUSE	tr|A0A8C0E4C4|A0A8C0E4C4_BALMU
OG0014607	sp|P47212|GALA_MOUSE	tr|A0A8C0HVI0|A0A8C0HVI0_BALMU
OG0014608	sp|Q3UC65|RSRP1_MOUSE	tr|A0A8C0HVT5|A0A8C0HVT5_BALMU
OG0014609	sp|Q8CI95|OSB11_MOUSE	tr|A0A8C0HVY5|A0A8C0HVY5_BALMU
OG0014610	sp|P39429|TRAF2_MOUSE	tr|A0A8C0HWQ6|A0A8C0HWQ6_BALMU
OG0014611	sp|P97369|NCF4_MOUSE	tr|A0A8C0HY55|A0A8C0HY55_BALMU
OG0014612	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A8C0I0I1|A0A8C0I0I1_BALMU
OG0014613	sp|Q8K1R3|PNPT1_MOUSE	tr|A0A8C0I4M9|A0A8C0I4M9_BALMU
OG0014614	sp|Q8K595|MCLN2_MOUSE	tr|A0A8B8V459|A0A8B8V459_BALMU
OG0014615	sp|Q9CVW4|SPT45_MOUSE	tr|A0A8B8V895|A0A8B8V895_BALMU
OG0014616	sp|Q6ZPG2|WDR90_MOUSE	tr|A0A8B8V995|A0A8B8V995_BALMU
OG0014617	sp|Q99PD7|NCKX3_MOUSE	tr|A0A8B8VDT9|A0A8B8VDT9_BALMU
OG0014618	sp|Q8BHW6|SPT21_MOUSE	tr|A0A8B8VDV1|A0A8B8VDV1_BALMU
OG0014619	sp|Q8BI29|SARG_MOUSE	tr|A0A8B8VH31|A0A8B8VH31_BALMU
OG0014620	sp|P97412|LYST_MOUSE	tr|A0A8B8VHJ3|A0A8B8VHJ3_BALMU
OG0014621	sp|Q80YS5|LRC27_MOUSE	tr|A0A8B8VHQ0|A0A8B8VHQ0_BALMU
OG0014622	tr|Q9D5N9|Q9D5N9_MOUSE	tr|A0A8B8VKC3|A0A8B8VKC3_BALMU
OG0014623	sp|P97808|FXYD5_MOUSE	tr|A0A8B8VVX5|A0A8B8VVX5_BALMU
OG0014624	sp|P97459|NPAS1_MOUSE	tr|A0A8B8VYL2|A0A8B8VYL2_BALMU
OG0014625	sp|Q80TG1|KANL1_MOUSE	tr|A0A8B8W3I8|A0A8B8W3I8_BALMU
OG0014626	sp|Q80Y81|RNZ2_MOUSE	tr|A0A8B8W658|A0A8B8W658_BALMU
OG0014627	sp|Q8K4Q0|RPTOR_MOUSE	tr|A0A8B8W6D3|A0A8B8W6D3_BALMU
OG0014628	sp|A2A6M5|CACO2_MOUSE	tr|A0A8B8W966|A0A8B8W966_BALMU
OG0014629	sp|Q5ND28|SREC_MOUSE	tr|A0A8B8WAQ5|A0A8B8WAQ5_BALMU
OG0014630	sp|P56386|DEFB1_MOUSE	tr|A0A8B8WDQ8|A0A8B8WDQ8_BALMU
OG0014631	sp|Q9QVY8|RAI2_MOUSE	tr|A0A8B8WKX5|A0A8B8WKX5_BALMU
OG0014632	sp|Q6NZF1|ZC11A_MOUSE	tr|A0A8B8WL08|A0A8B8WL08_BALMU
OG0014633	sp|O35284|BATF_MOUSE	tr|A0A8B8WPS5|A0A8B8WPS5_BALMU
OG0014634	sp|Q80VJ2|SRA1_MOUSE	tr|A0A8B8WX19|A0A8B8WX19_BALMU
OG0014635	sp|Q8VCS0|PGRP2_MOUSE	tr|A0A8B8X244|A0A8B8X244_BALMU
OG0014636	sp|Q9R1C0|TAF7_MOUSE	tr|A0A8B8X3F7|A0A8B8X3F7_BALMU
OG0014637	sp|P98191|CDS1_MOUSE	tr|A0A8B8XIT2|A0A8B8XIT2_BALMU
OG0014638	sp|Q8BVZ5|IL33_MOUSE	tr|A0A8B8XPI2|A0A8B8XPI2_BALMU
OG0014639	sp|Q91X45|ZBTB3_MOUSE	tr|A0A8B8XZA4|A0A8B8XZA4_BALMU
OG0014640	sp|Q99JB8|PACN3_MOUSE	tr|A0A8B8Y126|A0A8B8Y126_BALMU
OG0014641	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A8B8Y154|A0A8B8Y154_BALMU
OG0014642	sp|Q3TIR3|RIC8A_MOUSE	tr|A0A8B8Y308|A0A8B8Y308_BALMU
OG0014643	sp|P57791|FACE2_MOUSE	tr|A0A8B8Y4M0|A0A8B8Y4M0_BALMU
OG0014644	sp|Q61337|BAD_MOUSE	tr|A0A8B8Y772|A0A8B8Y772_BALMU
OG0014645	sp|Q80VF6|F181B_MOUSE	tr|A0A8B8Y886|A0A8B8Y886_BALMU
OG0014646	sp|Q99J79|DDB2_MOUSE	tr|A0A8B8Y9R8|A0A8B8Y9R8_BALMU
OG0014647	sp|Q9D1P4|CHRD1_MOUSE	tr|A0A8B8Y9U2|A0A8B8Y9U2_BALMU
OG0014648	sp|Q9CTN8|LHPL3_MOUSE	tr|A0A8B8Y9Y5|A0A8B8Y9Y5_BALMU
OG0014649	tr|Q8VF03|Q8VF03_MOUSE	tr|A0A8B8YAU6|A0A8B8YAU6_BALMU
OG0014650	sp|O88843|CRADD_MOUSE	tr|A0A8B8YNS3|A0A8B8YNS3_BALMU
OG0014651	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A8B8YTD2|A0A8B8YTD2_BALMU
OG0014652	sp|P23578|ACRO_MOUSE	tr|A0A8B8YUC3|A0A8B8YUC3_BALMU
OG0014653	sp|Q3UMF9|FAXC_MOUSE	tr|A0A8B8Z1C2|A0A8B8Z1C2_BALMU
OG0014654	sp|Q80X86|ARM12_MOUSE	tr|A0A8B8Z2A9|A0A8B8Z2A9_BALMU
OG0014655	sp|Q9ES81|POPD3_MOUSE	tr|A0A8B8Z4J4|A0A8B8Z4J4_BALMU
OG0014656	sp|Q8VD37|SGIP1_MOUSE	tr|A0A8B8Z7L4|A0A8B8Z7L4_BALMU
OG0014657	sp|B2RVY9|TM182_MOUSE	tr|A0A8B8Z7T8|A0A8B8Z7T8_BALMU
OG0014658	sp|P61028|RAB8B_MOUSE	tr|A0A8C0C4F8|A0A8C0C4F8_BALMU
OG0014659	sp|Q08642|PADI2_MOUSE	tr|A0A8C0C7Q7|A0A8C0C7Q7_BALMU
OG0014660	sp|Q8JZX4|SPF45_MOUSE	tr|A0A8C0CR30|A0A8C0CR30_BALMU
OG0014661	sp|P70380|IL18_MOUSE	tr|A0A8C0CR60|A0A8C0CR60_BALMU
OG0014662	sp|Q8VDU0|GPSM2_MOUSE	tr|A0A8C0CSI2|A0A8C0CSI2_BALMU
OG0014663	sp|Q91W90|TXND5_MOUSE	tr|A0A8C0CTP4|A0A8C0CTP4_BALMU
OG0014664	sp|Q9D903|EBP2_MOUSE	tr|A0A8C0D1Y4|A0A8C0D1Y4_BALMU
OG0014665	sp|Q9CRD2|EMC2_MOUSE	tr|A0A8C0DGA6|A0A8C0DGA6_BALMU
OG0014666	sp|P01910|HA2K_MOUSE	tr|A0A8C0DKS6|A0A8C0DKS6_BALMU
OG0014667	sp|O70622|RTN2_MOUSE	tr|A0A8C0DNN2|A0A8C0DNN2_BALMU
OG0014668	sp|Q8CB96|RASF4_MOUSE	tr|A0A8C0E4C3|A0A8C0E4C3_BALMU
OG0014669	sp|Q3V3N7|BBS1_MOUSE	tr|A0A8C0HZS1|A0A8C0HZS1_BALMU
OG0014670	sp|Q91XV3|BASP1_MOUSE	tr|A0A8C0I4F5|A0A8C0I4F5_BALMU
OG0014671	sp|Q8K377|LRRT1_MOUSE	tr|A0A8C0I6I1|A0A8C0I6I1_BALMU
OG0014672	sp|E9Q173|BTBDG_MOUSE	tr|A0A8B8VJV7|A0A8B8VJV7_BALMU
OG0014673	sp|Q61473|SOX17_MOUSE	tr|A0A8B8VLD6|A0A8B8VLD6_BALMU
OG0014674	sp|P97452|BOP1_MOUSE	tr|A0A8B8VMF1|A0A8B8VMF1_BALMU
OG0014675	sp|Q7TQ40|ZIC5_MOUSE	tr|A0A8B8VST2|A0A8B8VST2_BALMU
OG0014676	sp|Q3V1G4|OLM2B_MOUSE	tr|A0A8B8VTK1|A0A8B8VTK1_BALMU
OG0014677	sp|Q6V3W6|DRC7_MOUSE	tr|A0A8B8VTU2|A0A8B8VTU2_BALMU
OG0014678	sp|Q9D1E6|TBCB_MOUSE	tr|A0A8B8VVX0|A0A8B8VVX0_BALMU
OG0014679	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A8B8VW00|A0A8B8VW00_BALMU
OG0014680	sp|Q8R1U1|COG4_MOUSE	tr|A0A8B8VY98|A0A8B8VY98_BALMU
OG0014681	sp|Q8BJ51|MFS11_MOUSE	tr|A0A8B8W7S8|A0A8B8W7S8_BALMU
OG0014682	sp|Q99N14|TKN4_MOUSE	tr|A0A8B8W936|A0A8B8W936_BALMU
OG0014683	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A8B8WHE1|A0A8B8WHE1_BALMU
OG0014684	sp|Q3UNA4|NXT2_MOUSE	tr|A0A8B8WHW1|A0A8B8WHW1_BALMU
OG0014685	sp|Q91ZU0|ASB7_MOUSE	tr|A0A8B8WLS5|A0A8B8WLS5_BALMU
OG0014686	sp|Q80VR2|ELL3_MOUSE	tr|A0A8B8WN66|A0A8B8WN66_BALMU
OG0014687	sp|Q3U481|MFS12_MOUSE	tr|A0A8B8WWI4|A0A8B8WWI4_BALMU
OG0014688	sp|P62984|RL40_MOUSE	tr|A0A8B8WX76|A0A8B8WX76_BALMU
OG0014689	sp|Q8VHN7|AGRV1_MOUSE	tr|A0A8B8X0T8|A0A8B8X0T8_BALMU
OG0014690	sp|P48967|MPIP3_MOUSE	tr|A0A8B8X2E8|A0A8B8X2E8_BALMU
OG0014691	sp|Q99P87|RETN_MOUSE	tr|A0A8B8X3D0|A0A8B8X3D0_BALMU
OG0014692	sp|Q3U381|ZN692_MOUSE	tr|A0A8B8X413|A0A8B8X413_BALMU
OG0014693	sp|Q8BVZ1|PLIN5_MOUSE	tr|A0A8B8X609|A0A8B8X609_BALMU
OG0014694	sp|Q9DAL3|CCD54_MOUSE	tr|A0A8B8X7H2|A0A8B8X7H2_BALMU
OG0014695	sp|Q8BGY4|KLH26_MOUSE	tr|A0A8B8X810|A0A8B8X810_BALMU
OG0014696	sp|Q03404|TFF2_MOUSE	tr|A0A8B8XB72|A0A8B8XB72_BALMU
OG0014697	sp|A6H6A4|LRIQ4_MOUSE	tr|A0A8B8XDC0|A0A8B8XDC0_BALMU
OG0014698	sp|P58501|PAXB1_MOUSE	tr|A0A8B8XDW9|A0A8B8XDW9_BALMU
OG0014699	tr|A6H6J9|A6H6J9_MOUSE	tr|A0A8B8XGX6|A0A8B8XGX6_BALMU
OG0014700	sp|P81270|ERG_MOUSE	tr|A0A8B8XHK0|A0A8B8XHK0_BALMU
OG0014701	sp|Q8BG30|NELFA_MOUSE	tr|A0A8B8XJJ3|A0A8B8XJJ3_BALMU
OG0014702	sp|Q3V3A1|CDK15_MOUSE	tr|A0A8B8XVX9|A0A8B8XVX9_BALMU
OG0014703	sp|Q9CXT8|MPPB_MOUSE	tr|A0A8B8YD53|A0A8B8YD53_BALMU
OG0014704	sp|P29352|PTN22_MOUSE	tr|A0A8B8YDV0|A0A8B8YDV0_BALMU
OG0014705	sp|O35491|CLK2_MOUSE	tr|A0A8B8YGI1|A0A8B8YGI1_BALMU
OG0014706	sp|Q91X79|CELA1_MOUSE	tr|A0A8B8YIX6|A0A8B8YIX6_BALMU
OG0014707	sp|P62307|RUXF_MOUSE	tr|A0A8B8YJ16|A0A8B8YJ16_BALMU
OG0014708	tr|Q9D3V8|Q9D3V8_MOUSE	tr|A0A8B8YLP8|A0A8B8YLP8_BALMU
OG0014709	sp|Q9CX62|INKA1_MOUSE	tr|A0A8B8YR60|A0A8B8YR60_BALMU
OG0014710	sp|P49117|NR2C2_MOUSE	tr|A0A8B8Z1X8|A0A8B8Z1X8_BALMU
OG0014711	sp|Q80Y24|PRIC2_MOUSE	tr|A0A8B8Z225|A0A8B8Z225_BALMU
OG0014712	sp|P32648|VIP_MOUSE	tr|A0A8B8Z489|A0A8B8Z489_BALMU
OG0014713	sp|Q812A3|ANR23_MOUSE	tr|A0A8B8Z4C8|A0A8B8Z4C8_BALMU
OG0014714	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A8B8Z4P1|A0A8B8Z4P1_BALMU
OG0014715	sp|Q9QZB0|RGS17_MOUSE	tr|A0A8B8Z538|A0A8B8Z538_BALMU
OG0014716	sp|Q8VED8|MTFR2_MOUSE	tr|A0A8B8Z707|A0A8B8Z707_BALMU
OG0014717	sp|Q8VIB5|BARH2_MOUSE	tr|A0A8C0C5I3|A0A8C0C5I3_BALMU
OG0014718	sp|P84089|ERH_MOUSE	tr|A0A8C0C8X0|A0A8C0C8X0_BALMU
OG0014719	sp|Q8C636|SPT16_MOUSE	tr|A0A8C0CDE7|A0A8C0CDE7_BALMU
OG0014720	sp|Q3TYR5|GRCR2_MOUSE	tr|A0A8C0CFK2|A0A8C0CFK2_BALMU
OG0014721	sp|Q8VCL2|SCO2_MOUSE	tr|A0A8C0CQT3|A0A8C0CQT3_BALMU
OG0014722	sp|Q8VDT9|RM50_MOUSE	tr|A0A8C0CRA7|A0A8C0CRA7_BALMU
OG0014723	sp|Q9DAD0|CF276_MOUSE	tr|A0A8C0CVW5|A0A8C0CVW5_BALMU
OG0014724	sp|Q8CB67|LRP11_MOUSE	tr|A0A8C0D4H2|A0A8C0D4H2_BALMU
OG0014725	sp|Q8VDV8|MITD1_MOUSE	tr|A0A8C0DBM8|A0A8C0DBM8_BALMU
OG0014726	sp|Q8CF90|MAFA_MOUSE	tr|A0A8C0DCR0|A0A8C0DCR0_BALMU
OG0014727	sp|Q60769|TNAP3_MOUSE	tr|A0A8C0DEH7|A0A8C0DEH7_BALMU
OG0014728	sp|Q5SVT3|ETAA1_MOUSE	tr|A0A8C0DFS4|A0A8C0DFS4_BALMU
OG0014729	sp|A2AEY4|MA7D3_MOUSE	tr|A0A8C0DLZ6|A0A8C0DLZ6_BALMU
OG0014730	sp|P01029|CO4B_MOUSE	tr|A0A8C0E3T6|A0A8C0E3T6_BALMU
OG0014731	sp|Q9EQS9|IGDC4_MOUSE	tr|A0A8C0HW42|A0A8C0HW42_BALMU
OG0014732	sp|Q8BLB8|AN34C_MOUSE	tr|A0A8C0HXV7|A0A8C0HXV7_BALMU
OG0014733	sp|Q8BZT9|LACC1_MOUSE	tr|A0A8C0I3Z3|A0A8C0I3Z3_BALMU
OG0014734	sp|Q7TPD7|LR75B_MOUSE	tr|A0A8B8V2Q6|A0A8B8V2Q6_BALMU
OG0014735	sp|Q3URS3|LRCL1_MOUSE	tr|A0A8B8V3I5|A0A8B8V3I5_BALMU
OG0014736	sp|Q8BWG9|CRCM1_MOUSE	tr|A0A8B8V4U0|A0A8B8V4U0_BALMU
OG0014737	sp|Q9D7N9|APMAP_MOUSE	tr|A0A8B8V976|A0A8B8V976_BALMU
OG0014738	sp|P49660|SSR4_MOUSE	tr|A0A8B8VBZ9|A0A8B8VBZ9_BALMU
OG0014739	sp|Q62311|TAF6_MOUSE	tr|A0A8B8VCC7|A0A8B8VCC7_BALMU
OG0014740	sp|P27786|CP17A_MOUSE	tr|A0A8B8VJ00|A0A8B8VJ00_BALMU
OG0014741	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A8B8VQX2|A0A8B8VQX2_BALMU
OG0014742	sp|B1AY13|UBP24_MOUSE	tr|A0A8B8VW72|A0A8B8VW72_BALMU
OG0014743	sp|Q14BK3|TEX35_MOUSE	tr|A0A8B8W0D5|A0A8B8W0D5_BALMU
OG0014744	sp|Q5NCS9|MID49_MOUSE	tr|A0A8B8W2H8|A0A8B8W2H8_BALMU
OG0014745	sp|Q3THG9|AASD1_MOUSE	tr|A0A8B8W4I1|A0A8B8W4I1_BALMU
OG0014746	sp|Q8R2K8|CA054_MOUSE	tr|A0A8B8W5F6|A0A8B8W5F6_BALMU
OG0014747	sp|Q9EPS2|PYY_MOUSE	tr|A0A8B8WBC6|A0A8B8WBC6_BALMU
OG0014748	sp|Q6IE82|JADE3_MOUSE	tr|A0A8B8WEE7|A0A8B8WEE7_BALMU
OG0014749	sp|Q7TMF2|ERI1_MOUSE	tr|A0A8B8WEQ9|A0A8B8WEQ9_BALMU
OG0014750	sp|Q8CFZ4|GPC3_MOUSE	tr|A0A8B8WFN0|A0A8B8WFN0_BALMU
OG0014751	sp|P0C6A2|MAMD1_MOUSE	tr|A0A8B8WGN7|A0A8B8WGN7_BALMU
OG0014752	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A8B8WGR1|A0A8B8WGR1_BALMU
OG0014753	sp|Q8VEB2|SAV1_MOUSE	tr|A0A8B8WK71|A0A8B8WK71_BALMU
OG0014754	sp|Q8CG76|ARK72_MOUSE	tr|A0A8B8WRI6|A0A8B8WRI6_BALMU
OG0014755	sp|Q640L3|CCPG1_MOUSE	tr|A0A8B8WSJ4|A0A8B8WSJ4_BALMU
OG0014756	sp|Q9JHS4|CLPX_MOUSE	tr|A0A8B8WSV2|A0A8B8WSV2_BALMU
OG0014757	sp|Q9QY06|MYO9B_MOUSE	tr|A0A8B8WYE1|A0A8B8WYE1_BALMU
OG0014758	sp|Q14DN9|AKD1B_MOUSE	tr|A0A8B8X0T4|A0A8B8X0T4_BALMU
OG0014759	sp|Q9EQC7|FSTL3_MOUSE	tr|A0A8B8X1D5|A0A8B8X1D5_BALMU
OG0014760	sp|P52592|S1PR2_MOUSE	tr|A0A8B8X5L6|A0A8B8X5L6_BALMU
OG0014761	sp|P32240|PE2R4_MOUSE	tr|A0A8B8X6E1|A0A8B8X6E1_BALMU
OG0014762	sp|Q4ZJM7|OTOL1_MOUSE	tr|A0A8B8XDI6|A0A8B8XDI6_BALMU
