Orthogroup	Mus_musculus	Loxodonta_africana
OG0014224	sp|P47878|IBP3_MOUSE	tr|G3TCM5|G3TCM5_LOXAF
OG0014225	sp|A9Z1V5|VW5B1_MOUSE	tr|G3TCW3|G3TCW3_LOXAF
OG0014226	sp|Q8R1U2|CGRE1_MOUSE	tr|G3TDH6|G3TDH6_LOXAF
OG0014227	tr|Q8C689|Q8C689_MOUSE	tr|G3TDJ5|G3TDJ5_LOXAF
OG0014228	sp|Q62361|TRH_MOUSE	tr|G3TEL3|G3TEL3_LOXAF
OG0014229	tr|A0A0A6YWI4|A0A0A6YWI4_MOUSE	tr|G3TG48|G3TG48_LOXAF
OG0014230	sp|Q499D0|FOXN3_MOUSE	tr|G3TG51|G3TG51_LOXAF
OG0014231	sp|Q8C552|FA78A_MOUSE	tr|G3TGB7|G3TGB7_LOXAF
OG0014232	sp|Q9DA69|IFT43_MOUSE	tr|G3TH96|G3TH96_LOXAF
OG0014233	sp|Q9JHI8|NOX4_MOUSE	tr|G3THC6|G3THC6_LOXAF
OG0014234	sp|Q80SY5|PR38B_MOUSE	tr|G3TI91|G3TI91_LOXAF
OG0014235	sp|O70624|MYOC_MOUSE	tr|G3TIH6|G3TIH6_LOXAF
OG0014236	sp|P16331|PH4H_MOUSE	tr|G3TIW0|G3TIW0_LOXAF
OG0014237	sp|Q9JJT0|RCL1_MOUSE	tr|G3TIZ9|G3TIZ9_LOXAF
OG0014238	sp|Q8BGS2|BOLA2_MOUSE	tr|G3TJS8|G3TJS8_LOXAF
OG0014239	sp|Q8VBX6|MPDZ_MOUSE	tr|G3TKC2|G3TKC2_LOXAF
OG0014240	sp|Q8CJ40|CROCC_MOUSE	tr|G3TKV3|G3TKV3_LOXAF
OG0014241	sp|Q8BKX6|SMG1_MOUSE	tr|G3TL75|G3TL75_LOXAF
OG0014242	sp|Q8BIH0|SP130_MOUSE	tr|G3TQB1|G3TQB1_LOXAF
OG0014243	sp|G3X912|SPRTN_MOUSE	tr|G3TQC6|G3TQC6_LOXAF
OG0014244	sp|Q8R218|T150B_MOUSE	tr|G3TT27|G3TT27_LOXAF
OG0014245	sp|Q9Z2G0|FEM1B_MOUSE	tr|G3TU83|G3TU83_LOXAF
OG0014246	sp|Q920C1|CRDL1_MOUSE	tr|G3TXV5|G3TXV5_LOXAF
OG0014247	sp|Q9D232|SPNS3_MOUSE	tr|G3U003|G3U003_LOXAF
OG0014248	sp|Q9EPC5|RET7_MOUSE	tr|G3U2N3|G3U2N3_LOXAF
OG0014249	sp|Q8K4R9|DLGP5_MOUSE	tr|G3U2N6|G3U2N6_LOXAF
OG0014250	sp|Q9Z307|KCJ16_MOUSE	tr|G3U5D1|G3U5D1_LOXAF
OG0014251	tr|Q8VEU2|Q8VEU2_MOUSE	tr|G3U5U9|G3U5U9_LOXAF
OG0014252	sp|P24622|CRYAA_MOUSE	tr|G3U8R5|G3U8R5_LOXAF
OG0014253	sp|Q64525|H2B2B_MOUSE	tr|G3UBG9|G3UBG9_LOXAF
OG0014254	sp|P61961|UFM1_MOUSE	tr|G3UH06|G3UH06_LOXAF
OG0014255	sp|O88410|CXCR3_MOUSE	tr|G3UMY5|G3UMY5_LOXAF
OG0014256	sp|Q9JLY7|DUS14_MOUSE	tr|G5E789|G5E789_LOXAF
OG0014257	sp|Q9JK95|PERP_MOUSE	tr|G3SL03|G3SL03_LOXAF
OG0014258	sp|Q8BP27|SFR1_MOUSE	tr|G3SLB0|G3SLB0_LOXAF
OG0014259	sp|Q9D2L6|AGRF4_MOUSE	tr|G3SN97|G3SN97_LOXAF
OG0014260	sp|Q8BZQ2|CRLD2_MOUSE	tr|G3SPQ8|G3SPQ8_LOXAF
OG0014261	sp|O88447|KLC1_MOUSE	tr|G3SQK6|G3SQK6_LOXAF
OG0014262	sp|P16332|MUTA_MOUSE	tr|G3ST74|G3ST74_LOXAF
OG0014263	sp|Q9ERI2|RB27A_MOUSE	tr|G3SUQ5|G3SUQ5_LOXAF
OG0014264	sp|O55188|DMP1_MOUSE	tr|G3SUX6|G3SUX6_LOXAF
OG0014265	sp|P70120|HES5_MOUSE	tr|G3SVX1|G3SVX1_LOXAF
OG0014266	sp|Q9CWZ7|SNAG_MOUSE	tr|G3SWR0|G3SWR0_LOXAF
OG0014267	sp|P62259|1433E_MOUSE	tr|G3SX83|G3SX83_LOXAF
OG0014268	sp|Q8C3I9|DIK2B_MOUSE	tr|G3SXE0|G3SXE0_LOXAF
OG0014269	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE	tr|G3SXY1|G3SXY1_LOXAF
OG0014270	sp|P56399|UBP5_MOUSE	tr|G3SYE8|G3SYE8_LOXAF
OG0014271	sp|Q58A65|JIP4_MOUSE	tr|G3T0L9|G3T0L9_LOXAF
OG0014272	sp|Q6VY05|DND1_MOUSE	tr|G3T1B3|G3T1B3_LOXAF
OG0014273	sp|Q8K021|SCAM1_MOUSE	tr|G3T3L4|G3T3L4_LOXAF
OG0014274	sp|Q5SYL3|K0100_MOUSE	tr|G3T406|G3T406_LOXAF
OG0014275	sp|Q80TC5|POGK_MOUSE	tr|G3T4B3|G3T4B3_LOXAF
OG0014276	sp|Q9DCI9|RM32_MOUSE	tr|G3T7F6|G3T7F6_LOXAF
OG0014277	sp|Q62511|ZFP91_MOUSE	tr|G3T7L8|G3T7L8_LOXAF
OG0014278	sp|Q9JI74|KLHL1_MOUSE	tr|G3T7U9|G3T7U9_LOXAF
OG0014279	sp|Q9CZX9|EMC4_MOUSE	tr|G3T851|G3T851_LOXAF
OG0014280	sp|Q7TPD6|RAVR2_MOUSE	tr|G3T9J5|G3T9J5_LOXAF
OG0014281	sp|Q8VCA6|T161A_MOUSE	tr|G3TAF8|G3TAF8_LOXAF
OG0014282	sp|Q9CQ75|NDUA2_MOUSE	tr|G3TBE0|G3TBE0_LOXAF
OG0014283	sp|Q3UPF5|ZCCHV_MOUSE	tr|G3TCB5|G3TCB5_LOXAF
OG0014284	sp|O54940|BNIP2_MOUSE	tr|G3TCR9|G3TCR9_LOXAF
OG0014285	sp|O08848|RO60_MOUSE	tr|G3TDW4|G3TDW4_LOXAF
OG0014286	sp|Q9D1J3|SARNP_MOUSE	tr|G3TEE0|G3TEE0_LOXAF
OG0014287	sp|Q69ZQ1|MYORG_MOUSE	tr|G3TFY9|G3TFY9_LOXAF
OG0014288	sp|Q8K2J7|RELL1_MOUSE	tr|G3TGP2|G3TGP2_LOXAF
OG0014289	sp|Q6NXH2|MANEA_MOUSE	tr|G3TH13|G3TH13_LOXAF
OG0014290	sp|P97799|NRSN1_MOUSE	tr|G3THI9|G3THI9_LOXAF
OG0014291	sp|Q9WV18|GABR1_MOUSE	tr|G3TIX6|G3TIX6_LOXAF
OG0014292	sp|Q78YZ6|SCOC_MOUSE	tr|G3TK31|G3TK31_LOXAF
OG0014293	sp|Q3V3I5|CQ067_MOUSE	tr|G3TLK2|G3TLK2_LOXAF
OG0014294	sp|Q9D7X1|KCTD4_MOUSE	tr|G3TMD5|G3TMD5_LOXAF
OG0014295	sp|Q9D8Y1|T126A_MOUSE	tr|G3TPT1|G3TPT1_LOXAF
OG0014296	sp|Q8K2I1|FNTB_MOUSE	tr|G3TRM9|G3TRM9_LOXAF
OG0014297	sp|Q8R4N0|CLYBL_MOUSE	tr|G3TSG8|G3TSG8_LOXAF
OG0014298	sp|P29351|PTN6_MOUSE	tr|G3TUL6|G3TUL6_LOXAF
OG0014299	sp|P70390|SHOX2_MOUSE	tr|G3TWZ8|G3TWZ8_LOXAF
OG0014300	sp|Q91YD9|WASL_MOUSE	tr|G3TZY4|G3TZY4_LOXAF
OG0014301	sp|Q60765|ATF3_MOUSE	tr|G3U048|G3U048_LOXAF
OG0014302	sp|A2CI98|DYTN_MOUSE	tr|G3U1S7|G3U1S7_LOXAF
OG0014303	sp|P04918|SAA3_MOUSE	tr|G3U2U4|G3U2U4_LOXAF
OG0014304	sp|Q5IR70|CAGE1_MOUSE	tr|G3U4L6|G3U4L6_LOXAF
OG0014305	sp|P22366|MYD88_MOUSE	tr|G3U5U7|G3U5U7_LOXAF
OG0014306	sp|O88200|CLC11_MOUSE	tr|G3U6S3|G3U6S3_LOXAF
OG0014307	sp|P01101|FOS_MOUSE	tr|G3U9U7|G3U9U7_LOXAF
OG0014308	sp|Q8R5K4|NOL6_MOUSE	tr|G3UAM7|G3UAM7_LOXAF
OG0014309	sp|Q8R1Z4|PPR42_MOUSE	tr|G3UBF5|G3UBF5_LOXAF
OG0014310	sp|Q8BRJ4|PPR3E_MOUSE	tr|G3UG04|G3UG04_LOXAF
OG0014311	tr|Q8VET2|Q8VET2_MOUSE	tr|G3UHC0|G3UHC0_LOXAF
OG0014312	sp|Q9JJB9|TM183_MOUSE	tr|G3UI67|G3UI67_LOXAF
OG0014313	sp|Q9D4V0|EKI1_MOUSE	tr|G3UK07|G3UK07_LOXAF
OG0014314	sp|P21661|NEC2_MOUSE	tr|G3UKG4|G3UKG4_LOXAF
OG0014315	sp|A2A9Q0|FND10_MOUSE	tr|G3UM98|G3UM98_LOXAF
OG0014316	sp|Q8CHK3|MBOA7_MOUSE	tr|G3UNR0|G3UNR0_LOXAF
OG0014317	sp|Q99P69|NUF2_MOUSE	tr|G3SLW8|G3SLW8_LOXAF
OG0014318	sp|O09000|NCOA3_MOUSE	tr|G3SM44|G3SM44_LOXAF
OG0014319	sp|P70697|DCUP_MOUSE	tr|G3SML8|G3SML8_LOXAF
OG0014320	sp|Q5DTW7|RESF1_MOUSE	tr|G3SN69|G3SN69_LOXAF
OG0014321	sp|P70353|NFYC_MOUSE	tr|G3SN77|G3SN77_LOXAF
OG0014322	sp|Q99M15|PPIP2_MOUSE	tr|G3SQI0|G3SQI0_LOXAF
OG0014323	sp|Q9CWQ0|DPH5_MOUSE	tr|G3SQI5|G3SQI5_LOXAF
OG0014324	tr|E9Q1A6|E9Q1A6_MOUSE	tr|G3SQZ6|G3SQZ6_LOXAF
OG0014325	sp|Q6ZPR1|CFA97_MOUSE	tr|G3SRP1|G3SRP1_LOXAF
OG0014326	tr|D3YXF5|D3YXF5_MOUSE	tr|G3SS95|G3SS95_LOXAF
OG0014327	sp|Q3UM45|PP1R7_MOUSE	tr|G3ST00|G3ST00_LOXAF
OG0014328	sp|Q9CX19|F162B_MOUSE	tr|G3ST54|G3ST54_LOXAF
OG0014329	tr|E9PZP8|E9PZP8_MOUSE	tr|G3STL0|G3STL0_LOXAF
OG0014330	sp|P62908|RS3_MOUSE	tr|G3STZ9|G3STZ9_LOXAF
OG0014331	sp|Q922Y0|DYRK3_MOUSE	tr|G3SUH6|G3SUH6_LOXAF
OG0014332	sp|P12787|COX5A_MOUSE	tr|G3SXV3|G3SXV3_LOXAF
OG0014333	sp|Q8BZ71|STAC3_MOUSE	tr|G3SYB3|G3SYB3_LOXAF
OG0014334	sp|Q3TBL6|TP8L3_MOUSE	tr|G3SYK9|G3SYK9_LOXAF
OG0014335	sp|Q1A3B0|CERS3_MOUSE	tr|G3SZ80|G3SZ80_LOXAF
OG0014336	sp|Q80SU6|NPT2C_MOUSE	tr|G3T089|G3T089_LOXAF
OG0014337	sp|P25322|CCND1_MOUSE	tr|G3T0G2|G3T0G2_LOXAF
OG0014338	sp|Q52KE7|CCNL1_MOUSE	tr|G3T0I3|G3T0I3_LOXAF
OG0014339	sp|P11983|TCPA_MOUSE	tr|G3T0V0|G3T0V0_LOXAF
OG0014340	sp|Q8BJI4|PO6F2_MOUSE	tr|G3T1I7|G3T1I7_LOXAF
OG0014341	sp|Q91ZD1|OSR2_MOUSE	tr|G3T3P6|G3T3P6_LOXAF
OG0014342	sp|Q9WUA5|EPM2A_MOUSE	tr|G3T423|G3T423_LOXAF
OG0014343	sp|Q8VDG5|PPCS_MOUSE	tr|G3T4A2|G3T4A2_LOXAF
OG0014344	sp|Q6P1I6|PSD2_MOUSE	tr|G3T563|G3T563_LOXAF
OG0014345	sp|Q9WV84|NDKM_MOUSE	tr|G3T687|G3T687_LOXAF
OG0014346	sp|Q80UK0|SESD1_MOUSE	tr|G3T6E9|G3T6E9_LOXAF
OG0014347	sp|Q920P5|KAD5_MOUSE	tr|G3T7E0|G3T7E0_LOXAF
OG0014348	sp|A2AKM2|HACD4_MOUSE	tr|G3T7Z1|G3T7Z1_LOXAF
OG0014349	sp|Q8R0T6|AGRG3_MOUSE	tr|G3T853|G3T853_LOXAF
OG0014350	sp|P48999|LOX5_MOUSE	tr|G3T8X9|G3T8X9_LOXAF
OG0014351	sp|Q8C0Q4|NEK11_MOUSE	tr|G3T9D8|G3T9D8_LOXAF
OG0014352	sp|P16646|PMP22_MOUSE	tr|G3TBA4|G3TBA4_LOXAF
OG0014353	sp|Q9D808|KCNE2_MOUSE	tr|G3TCA7|G3TCA7_LOXAF
OG0014354	sp|Q9Z319|CORIN_MOUSE	tr|G3TCF2|G3TCF2_LOXAF
OG0014355	sp|Q9CQM9|GLRX3_MOUSE	tr|G3TEN2|G3TEN2_LOXAF
OG0014356	sp|Q91YW3|DNJC3_MOUSE	tr|G3TG07|G3TG07_LOXAF
OG0014357	sp|Q64FW2|RETST_MOUSE	tr|G3TGP9|G3TGP9_LOXAF
OG0014358	sp|Q6PFX8|RIMKA_MOUSE	tr|G3TH91|G3TH91_LOXAF
OG0014359	sp|Q8R5K2|UBP33_MOUSE	tr|G3TI04|G3TI04_LOXAF
OG0014360	sp|P32300|OPRD_MOUSE	tr|G3TIF9|G3TIF9_LOXAF
OG0014361	sp|Q9QZC2|PLXC1_MOUSE	tr|G3TJK7|G3TJK7_LOXAF
OG0014362	sp|P04627|ARAF_MOUSE	tr|G3TK37|G3TK37_LOXAF
OG0014363	sp|Q8K2D6|DCTD_MOUSE	tr|G3TKT3|G3TKT3_LOXAF
OG0014364	sp|P84086|CPLX2_MOUSE	tr|G3TM69|G3TM69_LOXAF
OG0014365	sp|Q8BRH3|RHG19_MOUSE	tr|G3TM96|G3TM96_LOXAF
OG0014366	sp|Q60838|DVL2_MOUSE	tr|G3TMF6|G3TMF6_LOXAF
OG0014367	sp|Q3U129|B3GNL_MOUSE	tr|G3TMS1|G3TMS1_LOXAF
OG0014368	sp|Q80WS1|RIMKB_MOUSE	tr|G3TPY0|G3TPY0_LOXAF
OG0014369	sp|Q3U3S3|CENPL_MOUSE	tr|G3TQ50|G3TQ50_LOXAF
OG0014370	sp|Q9EQS9|IGDC4_MOUSE	tr|G3TQG0|G3TQG0_LOXAF
OG0014371	sp|P37889|FBLN2_MOUSE	tr|G3TTD6|G3TTD6_LOXAF
OG0014372	tr|A2RT81|A2RT81_MOUSE	tr|G3TTF1|G3TTF1_LOXAF
OG0014373	sp|Q8BIL2|MSD1_MOUSE	tr|G3TV90|G3TV90_LOXAF
OG0014374	sp|O08524|TECTB_MOUSE	tr|G3TXM0|G3TXM0_LOXAF
OG0014375	sp|P62911|RL32_MOUSE	tr|G3TZK0|G3TZK0_LOXAF
OG0014376	sp|Q8VEB3|MACIR_MOUSE	tr|G3U2J1|G3U2J1_LOXAF
OG0014377	sp|P11031|TCP4_MOUSE	tr|G3U2Y7|G3U2Y7_LOXAF
OG0014378	sp|O88508|DNM3A_MOUSE	tr|G3U6L1|G3U6L1_LOXAF
OG0014379	sp|Q8BYZ1|ABI3_MOUSE	tr|G3U7C7|G3U7C7_LOXAF
OG0014380	sp|Q99LX8|OST4_MOUSE	tr|G3U916|G3U916_LOXAF
OG0014381	sp|Q3TB82|PKHF1_MOUSE	tr|G3UCB5|G3UCB5_LOXAF
OG0014382	sp|Q6Q783|KMT5C_MOUSE	tr|G3UF27|G3UF27_LOXAF
OG0014383	sp|Q9D9Z5|DDA1_MOUSE	tr|G3UG26|G3UG26_LOXAF
OG0014384	sp|Q8C6B9|AROS_MOUSE	tr|G3UGB3|G3UGB3_LOXAF
OG0014385	sp|Q6RUT7|CSMT1_MOUSE	tr|G3UGG5|G3UGG5_LOXAF
OG0014386	sp|A2ACJ2|FP100_MOUSE	tr|G3UMD2|G3UMD2_LOXAF
OG0014387	sp|Q99NH8|TREM2_MOUSE	tr|G5E715|G5E715_LOXAF
OG0014388	sp|Q9WVR4|FXR2_MOUSE	tr|G3SMZ8|G3SMZ8_LOXAF
OG0014389	sp|Q80WQ4|TRM9B_MOUSE	tr|G3SN27|G3SN27_LOXAF
OG0014390	sp|Q6SKR2|N6MT1_MOUSE	tr|G3SNK8|G3SNK8_LOXAF
OG0014391	tr|E9PW37|E9PW37_MOUSE	tr|G3SNP8|G3SNP8_LOXAF
OG0014392	sp|Q8CHC8|ADNP2_MOUSE	tr|G3SNV2|G3SNV2_LOXAF
OG0014393	sp|Q6P1C1|IPPK_MOUSE	tr|G3SQ05|G3SQ05_LOXAF
OG0014394	sp|Q8BKT2|HES7_MOUSE	tr|G3SQ88|G3SQ88_LOXAF
OG0014395	sp|Q8K2D3|EDC3_MOUSE	tr|G3SRI2|G3SRI2_LOXAF
OG0014396	sp|Q9Z0G4|CCN5_MOUSE	tr|G3SRK1|G3SRK1_LOXAF
OG0014397	tr|B1ASA5|B1ASA5_MOUSE	tr|G3SSJ7|G3SSJ7_LOXAF
OG0014398	sp|Q4VBD2|TAPT1_MOUSE	tr|G3STD1|G3STD1_LOXAF
OG0014399	sp|Q9D711|PIR_MOUSE	tr|G3SUS2|G3SUS2_LOXAF
OG0014400	sp|Q9CWS1|RN135_MOUSE	tr|G3SV78|G3SV78_LOXAF
OG0014401	sp|Q6F3F9|AGRG6_MOUSE	tr|G3SVG3|G3SVG3_LOXAF
OG0014402	sp|Q4FZC9|SYNE3_MOUSE	tr|G3SW04|G3SW04_LOXAF
OG0014403	tr|Q8K119|Q8K119_MOUSE	tr|G3SW69|G3SW69_LOXAF
OG0014404	sp|Q9DAR7|DCPS_MOUSE	tr|G3SXE9|G3SXE9_LOXAF
OG0014405	sp|Q8CCJ9|P20L1_MOUSE	tr|G3SXI3|G3SXI3_LOXAF
OG0014406	sp|O88632|SEM3F_MOUSE	tr|G3SXS9|G3SXS9_LOXAF
OG0014407	sp|Q3U6Q4|PI3R6_MOUSE	tr|G3SYG3|G3SYG3_LOXAF
OG0014408	sp|Q91W50|CSDE1_MOUSE	tr|G3SZH0|G3SZH0_LOXAF
OG0014409	sp|Q8BUL6|PKHA1_MOUSE	tr|G3T0A2|G3T0A2_LOXAF
OG0014410	sp|Q80T69|RSBN1_MOUSE	tr|G3T134|G3T134_LOXAF
OG0014411	sp|Q91V16|ETFR1_MOUSE	tr|G3T1H8|G3T1H8_LOXAF
OG0014412	sp|Q9D9R0|RN125_MOUSE	tr|G3T2M2|G3T2M2_LOXAF
OG0014413	sp|Q9QYI5|DNJB2_MOUSE	tr|G3T305|G3T305_LOXAF
OG0014414	sp|Q6P5D8|SMHD1_MOUSE	tr|G3T3M1|G3T3M1_LOXAF
OG0014415	sp|Q9CRB6|TPPP3_MOUSE	tr|G3T3T8|G3T3T8_LOXAF
OG0014416	sp|Q80VJ3|DNPH1_MOUSE	tr|G3T5C2|G3T5C2_LOXAF
OG0014417	sp|Q9JIP4|PANX1_MOUSE	tr|G3T7A4|G3T7A4_LOXAF
OG0014418	sp|Q99KI3|EMC3_MOUSE	tr|G3T7W2|G3T7W2_LOXAF
OG0014419	sp|Q9WUF3|C8AP2_MOUSE	tr|G3T9D2|G3T9D2_LOXAF
OG0014420	sp|Q8VCY6|UTP6_MOUSE	tr|G3TAI1|G3TAI1_LOXAF
OG0014421	sp|Q925S4|IL24_MOUSE	tr|G3TAL5|G3TAL5_LOXAF
OG0014422	sp|Q810U5|CCD50_MOUSE	tr|G3TAQ1|G3TAQ1_LOXAF
OG0014423	sp|Q8BP67|RL24_MOUSE	tr|G3TC12|G3TC12_LOXAF
OG0014424	sp|Q9QY53|NPHP1_MOUSE	tr|G3TC79|G3TC79_LOXAF
OG0014425	sp|P56812|PDCD5_MOUSE	tr|G3TC96|G3TC96_LOXAF
OG0014426	tr|J3QK46|J3QK46_MOUSE	tr|G3TCD3|G3TCD3_LOXAF
OG0014427	sp|Q8K0U4|HS12A_MOUSE	tr|G3TD74|G3TD74_LOXAF
OG0014428	sp|Q91V81|RBM42_MOUSE	tr|G3TE98|G3TE98_LOXAF
OG0014429	sp|Q8VEE4|RFA1_MOUSE	tr|G3TEZ6|G3TEZ6_LOXAF
OG0014430	sp|Q69ZK5|KLH14_MOUSE	tr|G3THC5|G3THC5_LOXAF
OG0014431	sp|Q9WTX5|SKP1_MOUSE	tr|G3THP4|G3THP4_LOXAF
OG0014432	sp|Q8BX90|FND3A_MOUSE	tr|G3THW9|G3THW9_LOXAF
OG0014433	sp|Q76N33|STALP_MOUSE	tr|G3TI51|G3TI51_LOXAF
OG0014434	sp|Q91WN2|T150A_MOUSE	tr|G3TK19|G3TK19_LOXAF
OG0014435	sp|Q9JKL5|CHP3_MOUSE	tr|G3TKF8|G3TKF8_LOXAF
OG0014436	sp|Q91YP1|BN3D2_MOUSE	tr|G3TKP3|G3TKP3_LOXAF
OG0014437	sp|Q66GT5|PTPM1_MOUSE	tr|G3TLH1|G3TLH1_LOXAF
OG0014438	sp|Q62419|SH3G1_MOUSE	tr|G3TMU2|G3TMU2_LOXAF
OG0014439	sp|Q3UH93|PLXD1_MOUSE	tr|G3TRY8|G3TRY8_LOXAF
OG0014440	sp|Q9Z111|GA45G_MOUSE	tr|G3U115|G3U115_LOXAF
OG0014441	tr|Q80YT3|Q80YT3_MOUSE	tr|G3U395|G3U395_LOXAF
OG0014442	sp|Q3UYI6|FUZZY_MOUSE	tr|G3U3Y0|G3U3Y0_LOXAF
OG0014443	sp|P46686|TULP2_MOUSE	tr|G3U4Q0|G3U4Q0_LOXAF
OG0014444	sp|Q3UYR4|ESPNL_MOUSE	tr|G3U5A0|G3U5A0_LOXAF
OG0014445	sp|Q9DCS3|MECR_MOUSE	tr|G3U6Y9|G3U6Y9_LOXAF
OG0014446	sp|P56974|NRG2_MOUSE	tr|G3U857|G3U857_LOXAF
OG0014447	sp|Q61468|MSLN_MOUSE	tr|G3U9B1|G3U9B1_LOXAF
OG0014448	sp|P0C5I1|GPR25_MOUSE	tr|G3U9Z2|G3U9Z2_LOXAF
OG0014449	sp|Q9CQ84|UBL4B_MOUSE	tr|G3UA81|G3UA81_LOXAF
OG0014450	sp|Q6NXI8|CXXC4_MOUSE	tr|G3UAD2|G3UAD2_LOXAF
OG0014451	sp|Q9JI75|NQO2_MOUSE	tr|G3UBH0|G3UBH0_LOXAF
OG0014452	sp|Q8BYP3|RHOF_MOUSE	tr|G3UC83|G3UC83_LOXAF
OG0014453	sp|Q9EQU3|TLR9_MOUSE	tr|G3UGL2|G3UGL2_LOXAF
OG0014454	sp|Q6PDM2|SRSF1_MOUSE	tr|G3UJD2|G3UJD2_LOXAF
OG0014455	sp|Q99MZ3|MLXPL_MOUSE	tr|G3UJX1|G3UJX1_LOXAF
OG0014456	sp|Q9D3S3|SNX29_MOUSE	tr|G3SL21|G3SL21_LOXAF
OG0014457	sp|Q7TQF2|FBX10_MOUSE	tr|G3SL77|G3SL77_LOXAF
OG0014458	tr|E9Q9F7|E9Q9F7_MOUSE	tr|G3SN59|G3SN59_LOXAF
OG0014459	sp|Q8R367|RERG_MOUSE	tr|G3SN73|G3SN73_LOXAF
OG0014460	sp|Q9D7A6|SRP19_MOUSE	tr|G3SQQ2|G3SQQ2_LOXAF
OG0014461	sp|Q9CY57|CHTOP_MOUSE	tr|G3SQW9|G3SQW9_LOXAF
OG0014462	sp|Q8BK58|HBAP1_MOUSE	tr|G3SRB5|G3SRB5_LOXAF
OG0014463	sp|Q497H0|ZFAN3_MOUSE	tr|G3SRX1|G3SRX1_LOXAF
OG0014464	sp|Q0VBK2|K2C80_MOUSE	tr|G3SVC9|G3SVC9_LOXAF
OG0014465	sp|Q8CDT7|CBCO1_MOUSE	tr|G3SW12|G3SW12_LOXAF
OG0014466	sp|O70174|ACHA4_MOUSE	tr|G3SW60|G3SW60_LOXAF
OG0014467	sp|P97819|PLPL9_MOUSE	tr|G3SWK3|G3SWK3_LOXAF
OG0014468	sp|P61166|TM258_MOUSE	tr|G3SYA9|G3SYA9_LOXAF
OG0014469	sp|Q6PCN7|HLTF_MOUSE	tr|G3SYB9|G3SYB9_LOXAF
OG0014470	sp|Q7TMC8|FCSK_MOUSE	tr|G3SYL4|G3SYL4_LOXAF
OG0014471	sp|P70445|4EBP2_MOUSE	tr|G3SYW4|G3SYW4_LOXAF
OG0014472	sp|P62897|CYC_MOUSE	tr|G3SZ22|G3SZ22_LOXAF
OG0014473	sp|Q8BH60|GOPC_MOUSE	tr|G3T0N5|G3T0N5_LOXAF
OG0014474	sp|Q80ZA4|PKHL1_MOUSE	tr|G3T0R4|G3T0R4_LOXAF
OG0014475	sp|Q66PY1|SCUB3_MOUSE	tr|G3T0Y2|G3T0Y2_LOXAF
OG0014476	sp|Q8BK62|OLFL3_MOUSE	tr|G3T147|G3T147_LOXAF
OG0014477	sp|Q8BVN0|CC122_MOUSE	tr|G3T1R7|G3T1R7_LOXAF
OG0014478	sp|Q99J47|DRS7B_MOUSE	tr|G3T283|G3T283_LOXAF
OG0014479	sp|Q8BMD2|DZIP1_MOUSE	tr|G3T288|G3T288_LOXAF
OG0014480	sp|P70122|SBDS_MOUSE	tr|G3T2G5|G3T2G5_LOXAF
OG0014481	sp|Q0VAV2|EXPH5_MOUSE	tr|G3T2R2|G3T2R2_LOXAF
OG0014482	sp|Q3KNK3|NB5R2_MOUSE	tr|G3T2R9|G3T2R9_LOXAF
OG0014483	sp|Q8BR70|YIPF6_MOUSE	tr|G3T300|G3T300_LOXAF
OG0014484	sp|Q80UW5|MRCKG_MOUSE	tr|G3T3U2|G3T3U2_LOXAF
OG0014485	sp|O55226|CHAD_MOUSE	tr|G3T3V1|G3T3V1_LOXAF
OG0014486	sp|Q8C6M1|UBP20_MOUSE	tr|G3T4B5|G3T4B5_LOXAF
OG0014487	sp|Q8R079|BFAR_MOUSE	tr|G3T4N1|G3T4N1_LOXAF
OG0014488	sp|Q8BHA9|PXYP1_MOUSE	tr|G3T5D8|G3T5D8_LOXAF
OG0014489	sp|Q8R040|RPP21_MOUSE	tr|G3T685|G3T685_LOXAF
OG0014490	sp|P48759|PTX3_MOUSE	tr|G3T6R4|G3T6R4_LOXAF
OG0014491	sp|O55026|ENTP2_MOUSE	tr|G3T6V7|G3T6V7_LOXAF
OG0014492	sp|Q6PAL1|DRAXI_MOUSE	tr|G3T8B7|G3T8B7_LOXAF
OG0014493	sp|Q9DAI9|MORN5_MOUSE	tr|G3T8U6|G3T8U6_LOXAF
OG0014494	sp|Q61025|IFT20_MOUSE	tr|G3TDB8|G3TDB8_LOXAF
OG0014495	sp|Q8R307|VPS18_MOUSE	tr|G3TDT2|G3TDT2_LOXAF
OG0014496	sp|Q8BN57|CC033_MOUSE	tr|G3TEE1|G3TEE1_LOXAF
OG0014497	sp|Q04592|PCSK5_MOUSE	tr|G3TEX5|G3TEX5_LOXAF
OG0014498	sp|Q9ESG8|ZDH16_MOUSE	tr|G3TG38|G3TG38_LOXAF
OG0014499	sp|Q9D6U8|F162A_MOUSE	tr|G3TG89|G3TG89_LOXAF
OG0014500	sp|Q9JJG7|CABP8_MOUSE	tr|G3TH79|G3TH79_LOXAF
OG0014501	sp|Q9EPC2|FGF23_MOUSE	tr|G3THV7|G3THV7_LOXAF
OG0014502	sp|Q8CFS6|KCNV2_MOUSE	tr|G3TIL3|G3TIL3_LOXAF
OG0014503	sp|Q9JIY0|PKHO1_MOUSE	tr|G3TKR8|G3TKR8_LOXAF
OG0014504	sp|Q9D8U2|TM41A_MOUSE	tr|G3TPU0|G3TPU0_LOXAF
OG0014505	sp|Q8CG50|RAB43_MOUSE	tr|G3TQR7|G3TQR7_LOXAF
