Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0011959	sp|P30038|AL4A1_HUMAN	tr|G5BZM2|G5BZM2_HETGA
OG0011960	sp|Q8N4S9|MALD2_HUMAN	tr|G5C0I3|G5C0I3_HETGA
OG0011961	sp|Q08AM6|VAC14_HUMAN	tr|G5C1Q3|G5C1Q3_HETGA
OG0011962	sp|Q02833|RASF7_HUMAN	tr|G5C483|G5C483_HETGA
OG0011963	sp|Q969K4|ABTB1_HUMAN	tr|G5C7W7|G5C7W7_HETGA
OG0011964	sp|Q5VX52|SPAT1_HUMAN	tr|G5C927|G5C927_HETGA
OG0011965	sp|Q13642|FHL1_HUMAN	tr|G5CA61|G5CA61_HETGA
OG0011966	sp|Q9H116|GZF1_HUMAN	tr|G5CBD0|G5CBD0_HETGA
OG0011967	sp|P02655|APOC2_HUMAN	tr|G5CBM3|G5CBM3_HETGA
OG0011968	sp|P13686|PPA5_HUMAN	tr|G5AJT5|G5AJT5_HETGA
OG0011969	sp|P0CG13|CTF8_HUMAN	tr|G5AK51|G5AK51_HETGA
OG0011970	sp|Q9NRP7|STK36_HUMAN	tr|G5AKL9|G5AKL9_HETGA
OG0011971	sp|O95294|RASL1_HUMAN	tr|G5AKW2|G5AKW2_HETGA
OG0011972	sp|Q9BT81|SOX7_HUMAN	tr|G5AMG5|G5AMG5_HETGA
OG0011973	sp|Q9UJ68|MSRA_HUMAN	tr|G5AMH0|G5AMH0_HETGA
OG0011974	sp|P98082|DAB2_HUMAN	tr|G5AND9|G5AND9_HETGA
OG0011975	sp|Q96H55|MYO19_HUMAN	tr|G5ARB9|G5ARB9_HETGA
OG0011976	sp|Q9UF11|PKHB1_HUMAN	tr|G5ASA3|G5ASA3_HETGA
OG0011977	sp|O95150|TNF15_HUMAN	tr|G5AVI3|G5AVI3_HETGA
OG0011978	sp|Q9HBW9|AGRL4_HUMAN	tr|G5AXK1|G5AXK1_HETGA
OG0011979	sp|Q9UHL0|DDX25_HUMAN	tr|G5AXW2|G5AXW2_HETGA
OG0011980	sp|Q9Y262|EIF3L_HUMAN	tr|G5AYR8|G5AYR8_HETGA
OG0011981	sp|O95429|BAG4_HUMAN	tr|G5B0A6|G5B0A6_HETGA
OG0011982	sp|P21810|PGS1_HUMAN	tr|G5B4W9|G5B4W9_HETGA
OG0011983	sp|P0C851|PIRT_HUMAN	tr|G5B5I9|G5B5I9_HETGA
OG0011984	sp|Q8NAU1|FNDC5_HUMAN	tr|G5B5K1|G5B5K1_HETGA
OG0011985	sp|Q16842|SIA4B_HUMAN	tr|G5B5W0|G5B5W0_HETGA
OG0011986	sp|Q9NX40|OCAD1_HUMAN	tr|G5B8D0|G5B8D0_HETGA
OG0011987	sp|P00451|FA8_HUMAN	tr|G5B9E2|G5B9E2_HETGA
OG0011988	sp|Q69YW2|STUM_HUMAN	tr|G5BAN5|G5BAN5_HETGA
OG0011989	sp|Q969E2|SCAM4_HUMAN	tr|G5BBB4|G5BBB4_HETGA
OG0011990	sp|P09603|CSF1_HUMAN	tr|G5BD69|G5BD69_HETGA
OG0011991	sp|Q7L590|MCM10_HUMAN	tr|G5BE20|G5BE20_HETGA
OG0011992	sp|Q96EE4|CC126_HUMAN	tr|G5BHC6|G5BHC6_HETGA
OG0011993	sp|Q08828|ADCY1_HUMAN	tr|G5BIM2|G5BIM2_HETGA
OG0011994	sp|Q16690|DUS5_HUMAN	tr|G5BKC0|G5BKC0_HETGA
OG0011995	sp|P55083|MFAP4_HUMAN	tr|G5BKM2|G5BKM2_HETGA
OG0011996	sp|Q13472|TOP3A_HUMAN	tr|G5BMX8|G5BMX8_HETGA
OG0011997	sp|Q695T7|S6A19_HUMAN	tr|G5BPI0|G5BPI0_HETGA
OG0011998	sp|Q9NSP4|CENPM_HUMAN	tr|G5BPQ8|G5BPQ8_HETGA
OG0011999	sp|Q9UBI6|GBG12_HUMAN	tr|G5BSQ4|G5BSQ4_HETGA
OG0012000	sp|Q86WA8|LONP2_HUMAN	tr|G5BT79|G5BT79_HETGA
OG0012001	sp|P48740|MASP1_HUMAN	tr|G5BTD5|G5BTD5_HETGA
OG0012002	sp|Q8NEP7|KLDC9_HUMAN	tr|G5BWI8|G5BWI8_HETGA
OG0012003	sp|Q68CJ9|CR3L3_HUMAN	tr|G5BZB3|G5BZB3_HETGA
OG0012004	sp|P51828|ADCY7_HUMAN	tr|G5C247|G5C247_HETGA
OG0012005	sp|P01308|INS_HUMAN	tr|G5C2F2|G5C2F2_HETGA
OG0012006	sp|P23276|KELL_HUMAN	tr|G5C2L2|G5C2L2_HETGA
OG0012007	sp|Q8NH08|O10AC_HUMAN	tr|G5C2M9|G5C2M9_HETGA
OG0012008	sp|Q8WZA0|LZIC_HUMAN	tr|G5C534|G5C534_HETGA
OG0012009	sp|Q9HCK1|ZDBF2_HUMAN	tr|G5C5M5|G5C5M5_HETGA
OG0012010	sp|Q9H0F6|SHRPN_HUMAN	tr|G5C5T8|G5C5T8_HETGA
OG0012011	sp|Q969I6|S38A4_HUMAN	tr|G5C735|G5C735_HETGA
OG0012012	sp|Q9BXU0|TEX12_HUMAN	tr|G5CAZ2|G5CAZ2_HETGA
OG0012013	sp|Q8TF61|FBX41_HUMAN	tr|G5CBQ3|G5CBQ3_HETGA
OG0012014	sp|Q9NUR3|TM74B_HUMAN	tr|G5AJR0|G5AJR0_HETGA
OG0012015	sp|P30040|ERP29_HUMAN	tr|G5AKV0|G5AKV0_HETGA
OG0012016	sp|A8MZH6|OOSP1_HUMAN	tr|G5AP14|G5AP14_HETGA
OG0012017	sp|O95704|APBB3_HUMAN	tr|G5AR64|G5AR64_HETGA
OG0012018	sp|Q7Z7L7|ZER1_HUMAN	tr|G5ASE0|G5ASE0_HETGA
OG0012019	sp|Q8IZQ1|WDFY3_HUMAN	tr|G5AT03|G5AT03_HETGA
OG0012020	sp|Q8IZF4|AGRG5_HUMAN	tr|G5AUF0|G5AUF0_HETGA
OG0012021	sp|Q9NPC6|MYOZ2_HUMAN	tr|G5AV31|G5AV31_HETGA
OG0012022	sp|Q96EW2|HBAP1_HUMAN	tr|G5AV97|G5AV97_HETGA
OG0012023	sp|O15484|CAN5_HUMAN	tr|G5AW79|G5AW79_HETGA
OG0012024	sp|Q96LX7|CCD17_HUMAN	tr|G5AX39|G5AX39_HETGA
OG0012025	sp|Q8TDU6|GPBAR_HUMAN	tr|G5AZJ4|G5AZJ4_HETGA
OG0012026	sp|Q6NSJ2|PHLB3_HUMAN	tr|G5AZP1|G5AZP1_HETGA
OG0012027	sp|Q99538|LGMN_HUMAN	tr|G5B2X4|G5B2X4_HETGA
OG0012028	sp|O00623|PEX12_HUMAN	tr|G5B751|G5B751_HETGA
OG0012029	sp|A6NNX1|RIAD1_HUMAN	tr|G5B8L3|G5B8L3_HETGA
OG0012030	sp|Q96D15|RCN3_HUMAN	tr|G5B8P5|G5B8P5_HETGA
OG0012031	sp|Q86UE4|LYRIC_HUMAN	tr|G5B8Y0|G5B8Y0_HETGA
OG0012032	sp|P23508|CRCM_HUMAN	tr|G5BA97|G5BA97_HETGA
OG0012033	sp|O60884|DNJA2_HUMAN	tr|G5BAE6|G5BAE6_HETGA
OG0012034	sp|P15924|DESP_HUMAN	tr|G5BAT4|G5BAT4_HETGA
OG0012035	sp|P57082|TBX4_HUMAN	tr|G5BAX4|G5BAX4_HETGA
OG0012036	sp|Q4AE62|GTDC1_HUMAN	tr|G5BFA6|G5BFA6_HETGA
OG0012037	sp|Q8TDZ2|MICA1_HUMAN	tr|G5BGE1|G5BGE1_HETGA
OG0012038	sp|O15342|VA0E1_HUMAN	tr|G5BGI4|G5BGI4_HETGA
OG0012039	sp|Q9NZL6|RGL1_HUMAN	tr|G5BGP4|G5BGP4_HETGA
OG0012040	sp|Q86UT8|CATAC_HUMAN	tr|G5BHN0|G5BHN0_HETGA
OG0012041	sp|Q4J6C6|PPCEL_HUMAN	tr|G5BI65|G5BI65_HETGA
OG0012042	sp|Q59EK9|RUN3A_HUMAN	tr|G5BIZ6|G5BIZ6_HETGA
OG0012043	sp|Q8IWS0|PHF6_HUMAN	tr|G5BJG5|G5BJG5_HETGA
OG0012044	sp|O75354|ENTP6_HUMAN	tr|G5BJV4|G5BJV4_HETGA
OG0012045	sp|O75496|GEMI_HUMAN	tr|G5BJZ0|G5BJZ0_HETGA
OG0012046	sp|O60688|YPEL1_HUMAN	tr|G5BKG2|G5BKG2_HETGA
OG0012047	sp|Q8WUS8|D42E1_HUMAN	tr|G5BKQ6|G5BKQ6_HETGA
OG0012048	sp|Q8TBE3|FNDC9_HUMAN	tr|G5BKX1|G5BKX1_HETGA
OG0012049	sp|Q9UBV4|WNT16_HUMAN	tr|G5BNQ8|G5BNQ8_HETGA
OG0012050	sp|B8ZZ34|SHSA8_HUMAN	tr|G5BPQ6|G5BPQ6_HETGA
OG0012051	sp|Q8NGF0|O52B6_HUMAN	tr|G5BS53|G5BS53_HETGA
OG0012052	sp|Q8WU67|ABHD3_HUMAN	tr|G5BTR8|G5BTR8_HETGA
OG0012053	sp|Q9C0E8|LNP_HUMAN	tr|G5BU13|G5BU13_HETGA
OG0012054	sp|Q86X55|CARM1_HUMAN	tr|G5BUI1|G5BUI1_HETGA
OG0012055	sp|Q12980|NPRL3_HUMAN	tr|G5BXY6|G5BXY6_HETGA
OG0012056	sp|P61328|FGF12_HUMAN	tr|G5BYJ1|G5BYJ1_HETGA
OG0012057	sp|Q04756|HGFA_HUMAN	tr|G5BZF5|G5BZF5_HETGA
OG0012058	sp|Q13938|CAYP1_HUMAN	tr|G5C0P5|G5C0P5_HETGA
OG0012059	sp|O00628|PEX7_HUMAN	tr|G5C1B1|G5C1B1_HETGA
OG0012060	sp|Q15464|SHB_HUMAN	tr|G5C1D2|G5C1D2_HETGA
OG0012061	sp|Q8NI17|IL31R_HUMAN	tr|G5C416|G5C416_HETGA
OG0012062	sp|Q33E94|RFX4_HUMAN	tr|G5C458|G5C458_HETGA
OG0012063	sp|O75781|PALM_HUMAN	tr|G5C5W8|G5C5W8_HETGA
OG0012064	sp|Q13643|FHL3_HUMAN	tr|G5C6I1|G5C6I1_HETGA
OG0012065	sp|Q6GMV2|SMYD5_HUMAN	tr|G5CBQ5|G5CBQ5_HETGA
OG0012066	sp|Q0P651|ABD18_HUMAN	tr|G5AKY7|G5AKY7_HETGA
OG0012067	sp|Q9Y2B1|RXLT1_HUMAN	tr|G5ALF9|G5ALF9_HETGA
OG0012068	sp|Q99469|STAC_HUMAN	tr|G5APQ7|G5APQ7_HETGA
OG0012069	sp|Q6IN84|MRM1_HUMAN	tr|G5ARC1|G5ARC1_HETGA
OG0012070	sp|Q5TA45|INT11_HUMAN	tr|G5ATQ5|G5ATQ5_HETGA
OG0012071	sp|P61812|TGFB2_HUMAN	tr|G5ATT1|G5ATT1_HETGA
OG0012072	sp|Q9H0R3|TM222_HUMAN	tr|G5AUT2|G5AUT2_HETGA
OG0012073	sp|Q6P050|FXL22_HUMAN	tr|G5AVW8|G5AVW8_HETGA
OG0012074	sp|P01222|TSHB_HUMAN	tr|G5B092|G5B092_HETGA
OG0012075	sp|Q9P2W1|HOP2_HUMAN	tr|G5B0J3|G5B0J3_HETGA
OG0012076	sp|Q7Z3E1|PARPT_HUMAN	tr|G5B0N8|G5B0N8_HETGA
OG0012077	sp|Q96LX8|ZN597_HUMAN	tr|G5B1H5|G5B1H5_HETGA
OG0012078	sp|Q6DJT9|PLAG1_HUMAN	tr|G5B333|G5B333_HETGA
OG0012079	sp|P26358|DNMT1_HUMAN	tr|G5B344|G5B344_HETGA
OG0012080	sp|Q00597|FANCC_HUMAN	tr|G5B6H3|G5B6H3_HETGA
OG0012081	sp|O00341|EAA5_HUMAN	tr|G5B7U1|G5B7U1_HETGA
OG0012082	sp|Q96I13|ABHD8_HUMAN	tr|G5B7V3|G5B7V3_HETGA
OG0012083	sp|P49771|FLT3L_HUMAN	tr|G5B8P0|G5B8P0_HETGA
OG0012084	sp|Q6P531|GGT6_HUMAN	tr|G5B920|G5B920_HETGA
OG0012085	sp|Q8N1B4|VPS52_HUMAN	tr|G5BAZ5|G5BAZ5_HETGA
OG0012086	sp|P56385|ATP5I_HUMAN	tr|G5BCL0|G5BCL0_HETGA
OG0012087	sp|Q5T3J3|LRIF1_HUMAN	tr|G5BD84|G5BD84_HETGA
OG0012088	sp|P27348|1433T_HUMAN	tr|G5BEK1|G5BEK1_HETGA
OG0012089	sp|P82921|RT21_HUMAN	tr|G5BH36|G5BH36_HETGA
OG0012090	sp|P41159|LEP_HUMAN	tr|G5BHA4|G5BHA4_HETGA
OG0012091	sp|O75604|UBP2_HUMAN	tr|G5BHP7|G5BHP7_HETGA
OG0012092	sp|Q9H7P9|PKHG2_HUMAN	tr|G5BJD8|G5BJD8_HETGA
OG0012093	sp|Q96L34|MARK4_HUMAN	tr|G5BKT9|G5BKT9_HETGA
OG0012094	sp|Q96TA1|NIBA2_HUMAN	tr|G5BLH1|G5BLH1_HETGA
OG0012095	sp|Q9Y3S2|ZN330_HUMAN	tr|G5BLT7|G5BLT7_HETGA
OG0012096	sp|P51826|AFF3_HUMAN	tr|G5BMS2|G5BMS2_HETGA
OG0012097	sp|P52790|HXK3_HUMAN	tr|G5BPZ7|G5BPZ7_HETGA
OG0012098	sp|Q6IPU0|CENPP_HUMAN	tr|G5BQK5|G5BQK5_HETGA
OG0012099	sp|Q96FN4|CPNE2_HUMAN	tr|G5BR72|G5BR72_HETGA
OG0012100	sp|P35453|HXD13_HUMAN	tr|G5BU14|G5BU14_HETGA
OG0012101	sp|Q96SQ7|ATOH8_HUMAN	tr|G5BU88|G5BU88_HETGA
OG0012102	sp|Q9Y2I1|NISCH_HUMAN	tr|G5BUM3|G5BUM3_HETGA
OG0012103	sp|Q9NUN5|LMBD1_HUMAN	tr|G5BUZ8|G5BUZ8_HETGA
OG0012104	sp|Q658N2|WSCD1_HUMAN	tr|G5BW85|G5BW85_HETGA
OG0012105	sp|Q9P086|MED11_HUMAN	tr|G5BWB0|G5BWB0_HETGA
OG0012106	sp|Q9NZU5|LMCD1_HUMAN	tr|G5BXA0|G5BXA0_HETGA
OG0012107	sp|P04181|OAT_HUMAN	tr|G5BZ32|G5BZ32_HETGA
OG0012108	sp|Q969S6|TM203_HUMAN	tr|G5BZG2|G5BZG2_HETGA
OG0012109	sp|Q96IZ5|RBM41_HUMAN	tr|G5C012|G5C012_HETGA
OG0012110	sp|Q16568|CART_HUMAN	tr|G5C0H4|G5C0H4_HETGA
OG0012111	sp|P06850|CRF_HUMAN	tr|G5C413|G5C413_HETGA
OG0012112	sp|A6NF36|CC182_HUMAN	tr|G5C426|G5C426_HETGA
OG0012113	sp|Q9NSA3|CNBP1_HUMAN	tr|G5C536|G5C536_HETGA
OG0012114	sp|Q8N1E6|FXL14_HUMAN	tr|G5C5Q0|G5C5Q0_HETGA
OG0012115	sp|Q9NQ94|A1CF_HUMAN	tr|G5CAC5|G5CAC5_HETGA
OG0012116	sp|Q07507|DERM_HUMAN	tr|G5CB52|G5CB52_HETGA
OG0012117	sp|Q96S97|MYADM_HUMAN	tr|G5CBF0|G5CBF0_HETGA
OG0012118	sp|Q99700|ATX2_HUMAN	tr|G5AKU3|G5AKU3_HETGA
OG0012119	sp|Q9NVL8|CC198_HUMAN	tr|G5ANI2|G5ANI2_HETGA
OG0012120	sp|Q9BZD4|NUF2_HUMAN	tr|G5AQ25|G5AQ25_HETGA
OG0012121	sp|Q5VT40|FA78B_HUMAN	tr|G5AQ36|G5AQ36_HETGA
OG0012122	sp|Q53GS7|GLE1_HUMAN	tr|G5ASE5|G5ASE5_HETGA
OG0012123	sp|O14990|IPP2C_HUMAN	tr|G5AUV2|G5AUV2_HETGA
OG0012124	sp|Q9Y6I4|UBP3_HUMAN	tr|G5AVX0|G5AVX0_HETGA
OG0012125	sp|O95848|NUD14_HUMAN	tr|G5AWJ6|G5AWJ6_HETGA
OG0012126	sp|Q6QNK2|AGRD1_HUMAN	tr|G5AWP8|G5AWP8_HETGA
OG0012127	sp|Q9Y2J2|E41L3_HUMAN	tr|G5B1L2|G5B1L2_HETGA
OG0012128	sp|O15540|FABP7_HUMAN	tr|G5B3W4|G5B3W4_HETGA
OG0012129	sp|P62857|RS28_HUMAN	tr|G5B4M2|G5B4M2_HETGA
OG0012130	sp|Q8WXD0|RXFP2_HUMAN	tr|G5B5U4|G5B5U4_HETGA
OG0012131	sp|Q16584|M3K11_HUMAN	tr|G5B6J9|G5B6J9_HETGA
OG0012132	sp|Q9UJT2|TSKS_HUMAN	tr|G5B8Q6|G5B8Q6_HETGA
OG0012133	sp|Q7Z7K0|COXM1_HUMAN	tr|G5B980|G5B980_HETGA
OG0012134	sp|P53365|ARFP2_HUMAN	tr|G5BBQ8|G5BBQ8_HETGA
OG0012135	sp|Q00796|DHSO_HUMAN	tr|G5BF71|G5BF71_HETGA
OG0012136	sp|Q16635|TAZ_HUMAN	tr|G5BFK7|G5BFK7_HETGA
OG0012137	sp|Q8IWT1|SCN4B_HUMAN	tr|G5BHK8|G5BHK8_HETGA
OG0012138	sp|P31939|PUR9_HUMAN	tr|G5BHR5|G5BHR5_HETGA
OG0012139	sp|Q7RTT9|S29A4_HUMAN	tr|G5BI74|G5BI74_HETGA
OG0012140	sp|Q9HCJ6|VAT1L_HUMAN	tr|G5BIN6|G5BIN6_HETGA
OG0012141	sp|Q9UBN7|HDAC6_HUMAN	tr|G5BJI0|G5BJI0_HETGA
OG0012142	sp|Q9NZJ6|COQ3_HUMAN	tr|G5BJN9|G5BJN9_HETGA
OG0012143	sp|P63272|SPT4H_HUMAN	tr|G5BJT8|G5BJT8_HETGA
OG0012144	sp|Q6UXT8|ALKL1_HUMAN	tr|G5BKS6|G5BKS6_HETGA
OG0012145	sp|Q86W92|LIPB1_HUMAN	tr|G5BLK5|G5BLK5_HETGA
OG0012146	sp|Q8NFH3|NUP43_HUMAN	tr|G5BMD2|G5BMD2_HETGA
OG0012147	sp|O14530|TXND9_HUMAN	tr|G5BMS5|G5BMS5_HETGA
OG0012148	sp|Q12849|GRSF1_HUMAN	tr|G5BN02|G5BN02_HETGA
OG0012149	sp|Q12767|TMM94_HUMAN	tr|G5BNB4|G5BNB4_HETGA
OG0012150	sp|O43920|NDUS5_HUMAN	tr|G5BP30|G5BP30_HETGA
OG0012151	sp|Q0P5P2|CQ067_HUMAN	tr|G5BPB1|G5BPB1_HETGA
OG0012152	sp|Q96D21|RHES_HUMAN	tr|G5BPF2|G5BPF2_HETGA
OG0012153	sp|P30405|PPIF_HUMAN	tr|G5BRK1|G5BRK1_HETGA
OG0012154	sp|P30291|WEE1_HUMAN	tr|G5BRL0|G5BRL0_HETGA
OG0012155	sp|Q9Y4F4|TGRM1_HUMAN	tr|G5BUQ5|G5BUQ5_HETGA
OG0012156	sp|Q5T750|XP32_HUMAN	tr|G5BUY9|G5BUY9_HETGA
OG0012157	sp|Q5U5R9|HECD2_HUMAN	tr|G5BV03|G5BV03_HETGA
OG0012158	sp|Q96DN0|ERP27_HUMAN	tr|G5BV46|G5BV46_HETGA
OG0012159	sp|Q96Q45|TM237_HUMAN	tr|G5BW39|G5BW39_HETGA
OG0012160	sp|Q6ZT89|S2548_HUMAN	tr|G5BX10|G5BX10_HETGA
OG0012161	sp|Q96I23|PREY_HUMAN	tr|G5BZ75|G5BZ75_HETGA
OG0012162	sp|Q9BU61|NDUF3_HUMAN	tr|G5BZV0|G5BZV0_HETGA
OG0012163	sp|Q07973|CP24A_HUMAN	tr|G5C0M8|G5C0M8_HETGA
OG0012164	sp|Q9Y3U8|RL36_HUMAN	tr|G5C0Q6|G5C0Q6_HETGA
OG0012165	sp|P17027|ZNF23_HUMAN	tr|G5C1Q8|G5C1Q8_HETGA
OG0012166	sp|Q9BQQ3|GORS1_HUMAN	tr|G5C5N6|G5C5N6_HETGA
OG0012167	sp|O43824|GTPB6_HUMAN	tr|G5C619|G5C619_HETGA
OG0012168	sp|Q6PIL6|KCIP4_HUMAN	tr|G5C7F4|G5C7F4_HETGA
OG0012169	sp|Q9UBP4|DKK3_HUMAN	tr|G5C7T7|G5C7T7_HETGA
OG0012170	sp|Q53R41|FAKD1_HUMAN	tr|G5C8Q4|G5C8Q4_HETGA
OG0012171	sp|Q8WU76|SCFD2_HUMAN	tr|G5C9V3|G5C9V3_HETGA
OG0012172	sp|Q8WTT2|NOC3L_HUMAN	tr|G5AJU1|G5AJU1_HETGA
OG0012173	sp|P23229|ITA6_HUMAN	tr|G5ALQ9|G5ALQ9_HETGA
OG0012174	sp|Q9P2D6|F135A_HUMAN	tr|G5ALU8|G5ALU8_HETGA
OG0012175	sp|O75355|ENTP3_HUMAN	tr|G5ALX0|G5ALX0_HETGA
OG0012176	sp|Q92574|TSC1_HUMAN	tr|G5AT38|G5AT38_HETGA
OG0012177	sp|F2Z333|FND10_HUMAN	tr|G5ATP0|G5ATP0_HETGA
OG0012178	sp|P37023|ACVL1_HUMAN	tr|G5ATX9|G5ATX9_HETGA
OG0012179	sp|Q9UPU7|TBD2B_HUMAN	tr|G5AUL3|G5AUL3_HETGA
OG0012180	sp|Q96IW7|SC22A_HUMAN	tr|G5AV93|G5AV93_HETGA
OG0012181	sp|A5YKK6|CNOT1_HUMAN	tr|G5AW59|G5AW59_HETGA
OG0012182	sp|Q9Y606|PUS1_HUMAN	tr|G5AWT0|G5AWT0_HETGA
OG0012183	sp|Q9H6U6|BCAS3_HUMAN	tr|G5AX26|G5AX26_HETGA
OG0012184	sp|O43921|EFNA2_HUMAN	tr|G5AZK6|G5AZK6_HETGA
OG0012185	sp|Q69YN2|C19L1_HUMAN	tr|G5B0S8|G5B0S8_HETGA
OG0012186	sp|Q70UQ0|IKIP_HUMAN	tr|G5B2K9|G5B2K9_HETGA
OG0012187	sp|Q8NEY1|NAV1_HUMAN	tr|G5B398|G5B398_HETGA
OG0012188	sp|Q03933|HSF2_HUMAN	tr|G5B3W6|G5B3W6_HETGA
OG0012189	sp|Q96CN4|EVI5L_HUMAN	tr|G5B4N4|G5B4N4_HETGA
OG0012190	sp|P05120|PAI2_HUMAN	tr|G5B600|G5B600_HETGA
OG0012191	sp|Q5SXM8|DNLZ_HUMAN	tr|G5B6B6|G5B6B6_HETGA
OG0012192	sp|Q9H3S3|TMPS5_HUMAN	tr|G5B7G2|G5B7G2_HETGA
OG0012193	sp|Q6PID6|TTC33_HUMAN	tr|G5B8F8|G5B8F8_HETGA
OG0012194	sp|Q96CF2|CHM4C_HUMAN	tr|G5BAK1|G5BAK1_HETGA
OG0012195	sp|Q03519|TAP2_HUMAN	tr|G5BB10|G5BB10_HETGA
OG0012196	sp|Q6UX53|MET7B_HUMAN	tr|G5BBA9|G5BBA9_HETGA
OG0012197	sp|Q8N283|ANR35_HUMAN	tr|G5BBM6|G5BBM6_HETGA
OG0012198	sp|P53671|LIMK2_HUMAN	tr|G5BBU7|G5BBU7_HETGA
OG0012199	sp|P56856|CLD18_HUMAN	tr|G5BC39|G5BC39_HETGA
OG0012200	sp|P40259|CD79B_HUMAN	tr|G5BDI5|G5BDI5_HETGA
OG0012201	sp|P0C024|NUDT7_HUMAN	tr|G5BE16|G5BE16_HETGA
OG0012202	sp|P17936|IBP3_HUMAN	tr|G5BIM5|G5BIM5_HETGA
OG0012203	sp|O75343|GCYB2_HUMAN	tr|G5BKP8|G5BKP8_HETGA
OG0012204	sp|Q9Y4K1|CRBG1_HUMAN	tr|G5BMN4|G5BMN4_HETGA
OG0012205	sp|P36956|SRBP1_HUMAN	tr|G5BMW6|G5BMW6_HETGA
OG0012206	sp|P0C7T5|ATX1L_HUMAN	tr|G5BNU0|G5BNU0_HETGA
OG0012207	sp|Q96CS3|FAF2_HUMAN	tr|G5BPZ0|G5BPZ0_HETGA
OG0012208	sp|Q9H488|OFUT1_HUMAN	tr|G5BR10|G5BR10_HETGA
OG0012209	sp|Q8IZQ8|MYCD_HUMAN	tr|G5BRA7|G5BRA7_HETGA
OG0012210	sp|Q8NH57|O52P1_HUMAN	tr|G5BS62|G5BS62_HETGA
OG0012211	sp|Q9NZN8|CNOT2_HUMAN	tr|G5BSZ0|G5BSZ0_HETGA
OG0012212	sp|Q96GM1|PLPR2_HUMAN	tr|G5BUJ3|G5BUJ3_HETGA
OG0012213	sp|Q14254|FLOT2_HUMAN	tr|G5BVI9|G5BVI9_HETGA
OG0012214	sp|Q8WUI4|HDAC7_HUMAN	tr|G5BWD2|G5BWD2_HETGA
OG0012215	sp|Q9H3S5|PIGM_HUMAN	tr|G5BWL3|G5BWL3_HETGA
OG0012216	sp|Q6E0U4|DMKN_HUMAN	tr|G5BXI6|G5BXI6_HETGA
OG0012217	sp|Q9H665|IGFR1_HUMAN	tr|G5BXN1|G5BXN1_HETGA
OG0012218	sp|Q86Y39|NDUAB_HUMAN	tr|G5C0P7|G5C0P7_HETGA
OG0012219	sp|P01100|FOS_HUMAN	tr|G5C1K6|G5C1K6_HETGA
OG0012220	sp|A8MZF0|PRR33_HUMAN	tr|G5C2F7|G5C2F7_HETGA
OG0012221	sp|A6NMD0|IFM10_HUMAN	tr|G5C2G2|G5C2G2_HETGA
OG0012222	sp|Q8IUC2|KRA81_HUMAN	tr|G5C3M3|G5C3M3_HETGA
OG0012223	sp|Q7RTX1|TS1R1_HUMAN	tr|G5C560|G5C560_HETGA
OG0012224	sp|Q96AP0|ACD_HUMAN	tr|G5C667|G5C667_HETGA
OG0012225	sp|Q9NYT0|PLEK2_HUMAN	tr|G5C7Y1|G5C7Y1_HETGA
OG0012226	sp|Q9UJT1|TBD_HUMAN	tr|G5C897|G5C897_HETGA
OG0012227	sp|Q96Q05|TPPC9_HUMAN	tr|G5C8Y5|G5C8Y5_HETGA
OG0012228	sp|Q5T2E6|ARMD3_HUMAN	tr|G5CAG4|G5CAG4_HETGA
OG0012229	sp|P26842|CD27_HUMAN	tr|G5CAP2|G5CAP2_HETGA
OG0012230	sp|Q8IVL6|P3H3_HUMAN	tr|G5CAR1|G5CAR1_HETGA
OG0012231	sp|O14782|KIF3C_HUMAN	tr|G5CBL0|G5CBL0_HETGA
OG0012232	sp|Q9ULV8|CBLC_HUMAN	tr|G5CBN1|G5CBN1_HETGA
OG0012233	sp|Q8NHH1|TTL11_HUMAN	tr|G5AJL3|G5AJL3_HETGA
OG0012234	sp|Q6NT76|HMBX1_HUMAN	tr|G5AMH2|G5AMH2_HETGA
OG0012235	sp|Q7L5N1|CSN6_HUMAN	tr|G5AN14|G5AN14_HETGA
OG0012236	sp|Q6ZWB6|KCTD8_HUMAN	tr|G5APB6|G5APB6_HETGA
OG0012237	sp|P09758|TACD2_HUMAN	tr|G5APP2|G5APP2_HETGA
OG0012238	sp|Q9UBU2|DKK2_HUMAN	tr|G5AQK5|G5AQK5_HETGA
OG0012239	sp|Q92974|ARHG2_HUMAN	tr|G5ARA7|G5ARA7_HETGA
OG0012240	sp|Q96JE9|MAP6_HUMAN	tr|G5AS71|G5AS71_HETGA
OG0012241	sp|Q8TCY9|URGCP_HUMAN	tr|G5ASR3|G5ASR3_HETGA
OG0012242	sp|Q9BQI0|AIF1L_HUMAN	tr|G5AT57|G5AT57_HETGA
OG0012243	sp|P52943|CRIP2_HUMAN	tr|G5AWK1|G5AWK1_HETGA
OG0012244	sp|Q6ZR37|PKHG7_HUMAN	tr|G5B008|G5B008_HETGA
OG0012245	sp|Q5T6F0|DCA12_HUMAN	tr|G5B050|G5B050_HETGA
OG0012246	sp|Q9UHA3|RLP24_HUMAN	tr|G5B2P6|G5B2P6_HETGA
OG0012247	sp|Q8NGY5|OR6N1_HUMAN	tr|G5B4I8|G5B4I8_HETGA
OG0012248	sp|Q6NXP6|NXRD1_HUMAN	tr|G5B676|G5B676_HETGA
