Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0011355	sp|O96008|TOM40_HUMAN	tr|F6X7V2|F6X7V2_ORNAN
OG0011356	sp|P02689|MYP2_HUMAN	tr|A0A6I8PH98|A0A6I8PH98_ORNAN
OG0011357	sp|P17643|TYRP1_HUMAN	tr|F7DEK2|F7DEK2_ORNAN
OG0011358	sp|P24530|EDNRB_HUMAN	tr|F7FUV9|F7FUV9_ORNAN
OG0011359	sp|P28062|PSB8_HUMAN	tr|F6Q0L8|F6Q0L8_ORNAN
OG0011360	sp|P50150|GBG4_HUMAN	tr|F7G7I9|F7G7I9_ORNAN
OG0011361	sp|P62851|RS25_HUMAN	tr|F6SC43|F6SC43_ORNAN
OG0011362	sp|Q13286|CLN3_HUMAN	tr|F6REH1|F6REH1_ORNAN
OG0011363	sp|Q13322|GRB10_HUMAN	tr|A0A6I8NX22|A0A6I8NX22_ORNAN
OG0011364	sp|Q14164|IKKE_HUMAN	tr|F6VGZ1|F6VGZ1_ORNAN
OG0011365	sp|Q14CZ8|HECAM_HUMAN	tr|F7FS97|F7FS97_ORNAN
OG0011366	sp|Q15760|GPR19_HUMAN	tr|A0A6I8NQG4|A0A6I8NQG4_ORNAN
OG0011367	sp|Q16643|DREB_HUMAN	tr|A0A6I8N9R5|A0A6I8N9R5_ORNAN
OG0011368	sp|Q16873|LTC4S_HUMAN	tr|A0A6I8MYJ3|A0A6I8MYJ3_ORNAN
OG0011369	sp|Q3MJ13|WDR72_HUMAN	tr|F6S905|F6S905_ORNAN
OG0011370	sp|Q53GL7|PAR10_HUMAN	tr|F6TYG6|F6TYG6_ORNAN
OG0011371	sp|Q5T2R2|DPS1_HUMAN	tr|F6V507|F6V507_ORNAN
OG0011372	sp|Q5VWN6|TASO2_HUMAN	tr|F7CMS3|F7CMS3_ORNAN
OG0011373	sp|Q5VZ46|K1614_HUMAN	tr|A0A6I8NSR9|A0A6I8NSR9_ORNAN
OG0011374	sp|Q6PJ21|SPSB3_HUMAN	tr|F7FY75|F7FY75_ORNAN
OG0011375	sp|Q6UX07|DHR13_HUMAN	tr|A0A6I8NEQ4|A0A6I8NEQ4_ORNAN
OG0011376	sp|Q6ZMR5|TM11A_HUMAN	tr|F6R3C5|F6R3C5_ORNAN
OG0011377	sp|Q7Z412|PEX26_HUMAN	tr|A0A6I8N035|A0A6I8N035_ORNAN
OG0011378	sp|Q86XJ0|CAHM3_HUMAN	tr|F7DAX5|F7DAX5_ORNAN
OG0011379	sp|Q8N5B7|CERS5_HUMAN	tr|A0A6I8P798|A0A6I8P798_ORNAN
OG0011380	sp|Q8TBR7|TLC3A_HUMAN	tr|F7D2E3|F7D2E3_ORNAN
OG0011381	sp|Q8WWA1|TMM40_HUMAN	tr|A0A6I8MZA5|A0A6I8MZA5_ORNAN
OG0011382	sp|Q8WY98|TM234_HUMAN	tr|F6Z2D4|F6Z2D4_ORNAN
OG0011383	sp|Q96AP7|ESAM_HUMAN	tr|F6PGG9|F6PGG9_ORNAN
OG0011384	sp|Q96FN5|KIF12_HUMAN	tr|F7EHG4|F7EHG4_ORNAN
OG0011385	sp|Q96NI6|LRFN5_HUMAN	tr|F6SZ99|F6SZ99_ORNAN
OG0011386	sp|Q96QD8|S38A2_HUMAN	tr|F6R5B0|F6R5B0_ORNAN
OG0011387	sp|Q96T91|GPHA2_HUMAN	tr|A0A6I8PCD6|A0A6I8PCD6_ORNAN
OG0011388	sp|Q99436|PSB7_HUMAN	tr|A0A6I8MZE3|A0A6I8MZE3_ORNAN
OG0011389	sp|Q99729|ROAA_HUMAN	tr|F7GB01|F7GB01_ORNAN
OG0011390	sp|Q9BPX7|CG025_HUMAN	tr|F6SDL3|F6SDL3_ORNAN
OG0011391	sp|Q9BVQ7|SPA5L_HUMAN	tr|F7D7X1|F7D7X1_ORNAN
OG0011392	sp|Q9H0J4|QRIC2_HUMAN	tr|A0A6I8NSS2|A0A6I8NSS2_ORNAN
OG0011393	sp|Q9H841|NPAL2_HUMAN	tr|A0A6I8MYV5|A0A6I8MYV5_ORNAN
OG0011394	sp|Q9HD15|SRA1_HUMAN	tr|A0A6I8NKX0|A0A6I8NKX0_ORNAN
OG0011395	sp|Q9NX31|OSER1_HUMAN	tr|F7A006|F7A006_ORNAN
OG0011396	sp|Q9P2K5|MYEF2_HUMAN	tr|F6QM93|F6QM93_ORNAN
OG0011397	sp|Q9P2W3|GBG13_HUMAN	tr|F7F4P1|F7F4P1_ORNAN
OG0011398	sp|Q9ULA0|DNPEP_HUMAN	tr|A0A6I8P6K4|A0A6I8P6K4_ORNAN
OG0011399	sp|Q9Y312|AAR2_HUMAN	tr|A0A6I8NII6|A0A6I8NII6_ORNAN
OG0011400	sp|Q9Y333|LSM2_HUMAN	tr|A0A6I8N3W1|A0A6I8N3W1_ORNAN
OG0011401	sp|A0PJY2|FEZF1_HUMAN	tr|A0A6I8N2B1|A0A6I8N2B1_ORNAN
OG0011402	sp|A6NJB7|PRR19_HUMAN	tr|A0A6I8MXG4|A0A6I8MXG4_ORNAN
OG0011403	sp|A8K5M9|CO062_HUMAN	tr|A0A6I8NLJ0|A0A6I8NLJ0_ORNAN
OG0011404	sp|A8MYJ7|TTC34_HUMAN	tr|F7B9F8|F7B9F8_ORNAN
OG0011405	sp|L0R819|ASURF_HUMAN	tr|A0A6I8NN68|A0A6I8NN68_ORNAN
OG0011406	sp|O14793|GDF8_HUMAN	tr|A0A6I8PB41|A0A6I8PB41_ORNAN
OG0011407	sp|O15061|SYNEM_HUMAN	tr|F6W7I7|F6W7I7_ORNAN
OG0011408	sp|O15062|ZBTB5_HUMAN	tr|A0A6I8NFC0|A0A6I8NFC0_ORNAN
OG0011409	sp|O15091|MRPP3_HUMAN	tr|A0A6I8PAV5|A0A6I8PAV5_ORNAN
OG0011410	sp|O43653|PSCA_HUMAN	tr|A0A6I8N3E9|A0A6I8N3E9_ORNAN
OG0011411	sp|O60858|TRI13_HUMAN	tr|A0A6I8PQF5|A0A6I8PQF5_ORNAN
OG0011412	sp|O94760|DDAH1_HUMAN	tr|A0A6I8NQ76|A0A6I8NQ76_ORNAN
OG0011413	sp|P11233|RALA_HUMAN	tr|F6ZYG7|F6ZYG7_ORNAN
OG0011414	sp|P12004|PCNA_HUMAN	tr|A0A6I8NK39|A0A6I8NK39_ORNAN
OG0011415	sp|P14174|MIF_HUMAN	tr|A0A6I8NH82|A0A6I8NH82_ORNAN
OG0011416	sp|P17483|HXB4_HUMAN	tr|A0A6I8P2V8|A0A6I8P2V8_ORNAN
OG0011417	sp|P20396|TRH_HUMAN	tr|A0A6I8P3Q3|A0A6I8P3Q3_ORNAN
OG0011418	sp|P21917|DRD4_HUMAN	tr|A0A6I8P6A6|A0A6I8P6A6_ORNAN
OG0011419	sp|P35228|NOS2_HUMAN	tr|F6QRL0|F6QRL0_ORNAN
OG0011420	sp|P35573|GDE_HUMAN	tr|F6QIG5|F6QIG5_ORNAN
OG0011421	sp|P39905|GDNF_HUMAN	tr|A0A6I8N2S7|A0A6I8N2S7_ORNAN
OG0011422	sp|P56381|ATP5E_HUMAN	tr|F7CEV1|F7CEV1_ORNAN
OG0011423	sp|P78537|BL1S1_HUMAN	tr|A0A6I8P1B6|A0A6I8P1B6_ORNAN
OG0011424	sp|P82933|RT09_HUMAN	tr|F7F842|F7F842_ORNAN
OG0011425	sp|Q008S8|ECT2L_HUMAN	tr|F6PV75|F6PV75_ORNAN
OG0011426	sp|Q12864|CAD17_HUMAN	tr|A0A6I8PAU8|A0A6I8PAU8_ORNAN
OG0011427	sp|Q13442|HAP28_HUMAN	tr|A0A6I8PE84|A0A6I8PE84_ORNAN
OG0011428	sp|Q147U7|SMCO1_HUMAN	tr|A0A6I8PGR4|A0A6I8PGR4_ORNAN
OG0011429	sp|Q15004|PAF15_HUMAN	tr|F7DYK8|F7DYK8_ORNAN
OG0011430	sp|Q16836|HCDH_HUMAN	tr|F7CNR4|F7CNR4_ORNAN
OG0011431	sp|Q2TB10|ZN800_HUMAN	tr|F6PKX8|F6PKX8_ORNAN
OG0011432	sp|Q569K4|Z385B_HUMAN	tr|A0A6I8NSG6|A0A6I8NSG6_ORNAN
OG0011433	sp|Q5R372|RBG1L_HUMAN	tr|F6QFJ5|F6QFJ5_ORNAN
OG0011434	sp|Q6PCT2|FXL19_HUMAN	tr|A0A6I8P705|A0A6I8P705_ORNAN
OG0011435	sp|Q6ULP2|AFTIN_HUMAN	tr|F7G6P3|F7G6P3_ORNAN
OG0011436	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A6I8NDC2|A0A6I8NDC2_ORNAN
OG0011437	sp|Q7Z2Z2|EFL1_HUMAN	tr|F6ZYH5|F6ZYH5_ORNAN
OG0011438	sp|Q7Z6P3|RAB44_HUMAN	tr|A0A6I8MZQ6|A0A6I8MZQ6_ORNAN
OG0011439	sp|Q86U06|RBM23_HUMAN	tr|A0A6I8P999|A0A6I8P999_ORNAN
OG0011440	sp|Q86UQ4|ABCAD_HUMAN	tr|F6YMW2|F6YMW2_ORNAN
OG0011441	sp|Q8IU99|CAHM1_HUMAN	tr|F7DAW4|F7DAW4_ORNAN
OG0011442	sp|Q8IUY3|GRM2A_HUMAN	tr|A0A6I8P0C6|A0A6I8P0C6_ORNAN
OG0011443	sp|Q8N0Z8|PUSL1_HUMAN	tr|A0A6I8NCG8|A0A6I8NCG8_ORNAN
OG0011444	sp|Q8NEY1|NAV1_HUMAN	tr|F7G619|F7G619_ORNAN
OG0011445	sp|Q8WWB5|PIHD2_HUMAN	tr|A0A6I8PIY6|A0A6I8PIY6_ORNAN
OG0011446	sp|Q8WWC4|MAIP1_HUMAN	tr|A0A6I8P5S7|A0A6I8P5S7_ORNAN
OG0011447	sp|Q92620|PRP16_HUMAN	tr|F6XE35|F6XE35_ORNAN
OG0011448	sp|Q96BW1|UPP_HUMAN	tr|A0A6I8NTY6|A0A6I8NTY6_ORNAN
OG0011449	sp|Q96I99|SUCB2_HUMAN	tr|A0A6I8NPI1|A0A6I8NPI1_ORNAN
OG0011450	sp|Q96LM5|CD045_HUMAN	tr|F7EIB1|F7EIB1_ORNAN
OG0011451	sp|Q9BX10|GTPB2_HUMAN	tr|A0A6I8NTN9|A0A6I8NTN9_ORNAN
OG0011452	sp|Q9H4Z2|ZN335_HUMAN	tr|A0A6I8NWM0|A0A6I8NWM0_ORNAN
OG0011453	sp|Q9H8T0|AKTIP_HUMAN	tr|A0A6I8NLK8|A0A6I8NLK8_ORNAN
OG0011454	sp|Q9HB19|PKHA2_HUMAN	tr|A0A6I8MYX1|A0A6I8MYX1_ORNAN
OG0011455	sp|Q9NPH9|IL26_HUMAN	tr|F6PQV8|F6PQV8_ORNAN
OG0011456	sp|Q9NQC8|IFT46_HUMAN	tr|F7CT47|F7CT47_ORNAN
OG0011457	sp|Q9NWV8|BABA1_HUMAN	tr|A0A6I8NLP6|A0A6I8NLP6_ORNAN
OG0011458	sp|Q9NXH8|TOR4A_HUMAN	tr|A0A6I8PFR4|A0A6I8PFR4_ORNAN
OG0011459	sp|Q9NY30|BTG4_HUMAN	tr|A0A6I8NMQ7|A0A6I8NMQ7_ORNAN
OG0011460	sp|Q9UGQ3|GTR6_HUMAN	tr|F7AMZ8|F7AMZ8_ORNAN
OG0011461	sp|Q9UH99|SUN2_HUMAN	tr|F6SF78|F6SF78_ORNAN
OG0011462	sp|Q9UL16|CFA45_HUMAN	tr|F6RSL2|F6RSL2_ORNAN
OG0011463	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A6I8NC18|A0A6I8NC18_ORNAN
OG0011464	sp|A6NEE1|PLHD1_HUMAN	tr|F7FTM2|F7FTM2_ORNAN
OG0011465	sp|O43895|XPP2_HUMAN	tr|F7EE27|F7EE27_ORNAN
OG0011466	sp|O60806|TBX19_HUMAN	tr|F7A489|F7A489_ORNAN
OG0011467	sp|O76076|CCN5_HUMAN	tr|A0A6I8P459|A0A6I8P459_ORNAN
OG0011468	sp|O94761|RECQ4_HUMAN	tr|A0A6I8NPE2|A0A6I8NPE2_ORNAN
OG0011469	sp|P04921|GLPC_HUMAN	tr|A0A6I8NI45|A0A6I8NI45_ORNAN
OG0011470	sp|P08582|TRFM_HUMAN	tr|F6Z643|F6Z643_ORNAN
OG0011471	sp|P14927|QCR7_HUMAN	tr|F7D2R6|F7D2R6_ORNAN
OG0011472	sp|P20366|TKN1_HUMAN	tr|A0A6I8N5C7|A0A6I8N5C7_ORNAN
OG0011473	sp|P31249|HXD3_HUMAN	tr|A0A6I8P3N3|A0A6I8P3N3_ORNAN
OG0011474	sp|P31273|HXC8_HUMAN	tr|F6XCQ9|F6XCQ9_ORNAN
OG0011475	sp|P31483|TIA1_HUMAN	tr|A0A6I8N8D0|A0A6I8N8D0_ORNAN
OG0011476	sp|P37275|ZEB1_HUMAN	tr|A0A6I8PRI6|A0A6I8PRI6_ORNAN
OG0011477	sp|P41002|CCNF_HUMAN	tr|A0A6I8PCM7|A0A6I8PCM7_ORNAN
OG0011478	sp|P61160|ARP2_HUMAN	tr|A0A6I8NV41|A0A6I8NV41_ORNAN
OG0011479	sp|P62380|TBPL1_HUMAN	tr|A0A6I8PHB5|A0A6I8PHB5_ORNAN
OG0011480	sp|P78509|RELN_HUMAN	tr|A0A6I8NJY4|A0A6I8NJY4_ORNAN
OG0011481	sp|P84101|SERF2_HUMAN	tr|A0A6I8N781|A0A6I8N781_ORNAN
OG0011482	sp|Q12796|PNRC1_HUMAN	tr|A0A6I8N6D0|A0A6I8N6D0_ORNAN
OG0011483	sp|Q14774|HLX_HUMAN	tr|A0A6I8P2W9|A0A6I8P2W9_ORNAN
OG0011484	sp|Q15370|ELOB_HUMAN	tr|A0A6I8PBM8|A0A6I8PBM8_ORNAN
OG0011485	sp|Q4L180|FIL1L_HUMAN	tr|F7CH79|F7CH79_ORNAN
OG0011486	sp|Q53HC0|CCD92_HUMAN	tr|A0A6I8NLX9|A0A6I8NLX9_ORNAN
OG0011487	sp|Q5H9S7|DCA17_HUMAN	tr|A0A6I8N3Y3|A0A6I8N3Y3_ORNAN
OG0011488	sp|Q674X7|KAZRN_HUMAN	tr|F7EAD1|F7EAD1_ORNAN
OG0011489	sp|Q6P2Q9|PRP8_HUMAN	tr|F7ASH6|F7ASH6_ORNAN
OG0011490	sp|Q6PCB7|S27A1_HUMAN	tr|F7EHN1|F7EHN1_ORNAN
OG0011491	sp|Q6ZVX7|FBX50_HUMAN	tr|F6PZT0|F6PZT0_ORNAN
OG0011492	sp|Q86U28|ISCA2_HUMAN	tr|A0A6I8N644|A0A6I8N644_ORNAN
OG0011493	sp|Q86YA3|ZGRF1_HUMAN	tr|A0A6I8NJA9|A0A6I8NJA9_ORNAN
OG0011494	sp|Q8IV03|LUR1L_HUMAN	tr|F7DXH8|F7DXH8_ORNAN
OG0011495	sp|Q8IWF2|FXRD2_HUMAN	tr|F6RHB4|F6RHB4_ORNAN
OG0011496	sp|Q8IZP0|ABI1_HUMAN	tr|A0A6I8P3V9|A0A6I8P3V9_ORNAN
OG0011497	sp|Q8NBZ7|UXS1_HUMAN	tr|K7E6L4|K7E6L4_ORNAN
OG0011498	sp|Q93100|KPBB_HUMAN	tr|A0A6I8PHE9|A0A6I8PHE9_ORNAN
OG0011499	sp|Q96JC1|VPS39_HUMAN	tr|F6TDS1|F6TDS1_ORNAN
OG0011500	sp|Q9BYB4|GNB1L_HUMAN	tr|F6UTI3|F6UTI3_ORNAN
OG0011501	sp|Q9H293|IL25_HUMAN	tr|A0A6I8MZ67|A0A6I8MZ67_ORNAN
OG0011502	sp|Q9HB20|PKHA3_HUMAN	tr|F6WKQ8|F6WKQ8_ORNAN
OG0011503	sp|Q9HBM1|SPC25_HUMAN	tr|F6XKN2|F6XKN2_ORNAN
OG0011504	sp|Q9HCY8|S10AE_HUMAN	tr|A0A6I8P5M7|A0A6I8P5M7_ORNAN
OG0011505	sp|Q9NPA2|MMP25_HUMAN	tr|F6QQR2|F6QQR2_ORNAN
OG0011506	sp|Q9NVT9|ARMC1_HUMAN	tr|A0A6I8N3N8|A0A6I8N3N8_ORNAN
OG0011507	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A6I8N4A4|A0A6I8N4A4_ORNAN
OG0011508	sp|Q9UI30|TR112_HUMAN	tr|A0A6I8N6H1|A0A6I8N6H1_ORNAN
OG0011509	sp|Q9UJX2|CDC23_HUMAN	tr|A0A6I8NIE2|A0A6I8NIE2_ORNAN
OG0011510	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A6I8NDX9|A0A6I8NDX9_ORNAN
OG0011511	sp|Q9Y5W3|KLF2_HUMAN	tr|F7C422|F7C422_ORNAN
OG0011512	sp|O15212|PFD6_HUMAN	tr|A0A6I8NKI5|A0A6I8NKI5_ORNAN
OG0011513	sp|O94818|NOL4_HUMAN	tr|A0A6I8NXM6|A0A6I8NXM6_ORNAN
OG0011514	sp|O94985|CSTN1_HUMAN	tr|A0A6I8P175|A0A6I8P175_ORNAN
OG0011515	sp|O96011|PX11B_HUMAN	tr|A0A6I8NJC1|A0A6I8NJC1_ORNAN
OG0011516	sp|P10809|CH60_HUMAN	tr|F6U8G5|F6U8G5_ORNAN
OG0011517	sp|P12694|ODBA_HUMAN	tr|F7G384|F7G384_ORNAN
OG0011518	sp|P12757|SKIL_HUMAN	tr|F6ZDC3|F6ZDC3_ORNAN
OG0011519	sp|P25774|CATS_HUMAN	tr|A0A6I8N8G1|A0A6I8N8G1_ORNAN
OG0011520	sp|P41146|OPRX_HUMAN	tr|A0A6I8NAG3|A0A6I8NAG3_ORNAN
OG0011521	sp|P62826|RAN_HUMAN	tr|F6VMC9|F6VMC9_ORNAN
OG0011522	sp|Q05BQ5|MBTD1_HUMAN	tr|F6YWK4|F6YWK4_ORNAN
OG0011523	sp|Q05D60|DEUP1_HUMAN	tr|F6Z996|F6Z996_ORNAN
OG0011524	sp|Q14161|GIT2_HUMAN	tr|A0A6I8N065|A0A6I8N065_ORNAN
OG0011525	sp|Q5T5X7|BEND3_HUMAN	tr|A0A6I8PMG7|A0A6I8PMG7_ORNAN
OG0011526	sp|Q5VVQ6|OTU1_HUMAN	tr|A0A6I8NPQ6|A0A6I8NPQ6_ORNAN
OG0011527	sp|Q6PI97|HOATZ_HUMAN	tr|A0A6I8PHY0|A0A6I8PHY0_ORNAN
OG0011528	sp|Q7L2Z9|CENPQ_HUMAN	tr|A0A6I8P7B9|A0A6I8P7B9_ORNAN
OG0011529	sp|Q7LBC6|KDM3B_HUMAN	tr|F6UNC1|F6UNC1_ORNAN
OG0011530	sp|Q86X29|LSR_HUMAN	tr|K7EAL8|K7EAL8_ORNAN
OG0011531	sp|Q8IYT8|ULK2_HUMAN	tr|F6VZQ2|F6VZQ2_ORNAN
OG0011532	sp|Q8N3Z6|ZCHC7_HUMAN	tr|F6RSB9|F6RSB9_ORNAN
OG0011533	sp|Q8N7W2|BEND7_HUMAN	tr|A0A6I8P954|A0A6I8P954_ORNAN
OG0011534	sp|Q8NDZ4|DIK2A_HUMAN	tr|A0A6I8P262|A0A6I8P262_ORNAN
OG0011535	sp|Q8TDM6|DLG5_HUMAN	tr|A0A6I8PBT0|A0A6I8PBT0_ORNAN
OG0011536	sp|Q8WUI4|HDAC7_HUMAN	tr|A0A6I8N5K6|A0A6I8N5K6_ORNAN
OG0011537	sp|Q92786|PROX1_HUMAN	tr|F6WP13|F6WP13_ORNAN
OG0011538	sp|Q96FA7|ZB10P_HUMAN	tr|A0A6I8NNT7|A0A6I8NNT7_ORNAN
OG0011539	sp|Q96JG6|VPS50_HUMAN	tr|A0A6I8MX66|A0A6I8MX66_ORNAN
OG0011540	sp|Q9BY76|ANGL4_HUMAN	tr|A0A6I8PGX1|A0A6I8PGX1_ORNAN
OG0011541	sp|Q9H400|LIME1_HUMAN	tr|A0A6I8NZJ0|A0A6I8NZJ0_ORNAN
OG0011542	sp|Q9H6R7|WDCP_HUMAN	tr|A0A6I8MZ84|A0A6I8MZ84_ORNAN
OG0011543	sp|Q9H6X5|CS044_HUMAN	tr|A0A6I8PEL5|A0A6I8PEL5_ORNAN
OG0011544	sp|Q9HB03|ELOV3_HUMAN	tr|F6X1L2|F6X1L2_ORNAN
OG0011545	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A6I8NZ31|A0A6I8NZ31_ORNAN
OG0011546	sp|Q9NV58|RN19A_HUMAN	tr|F7CYE5|F7CYE5_ORNAN
OG0011547	sp|Q9NVH0|EXD2_HUMAN	tr|A0A6I8N9I0|A0A6I8N9I0_ORNAN
OG0011548	sp|Q9NWW0|HPIP_HUMAN	tr|A0A6I8NGV2|A0A6I8NGV2_ORNAN
OG0011549	sp|Q9NX14|NDUBB_HUMAN	tr|A0A6I8NMH3|A0A6I8NMH3_ORNAN
OG0011550	sp|Q9NXC5|MIO_HUMAN	tr|A0A6I8PDG4|A0A6I8PDG4_ORNAN
OG0011551	sp|Q9UGJ1|GCP4_HUMAN	tr|F7FJ78|F7FJ78_ORNAN
OG0011552	sp|Q9UKT4|FBX5_HUMAN	tr|F7CRM2|F7CRM2_ORNAN
OG0011553	sp|Q9Y255|PRLD1_HUMAN	tr|A0A6I8PBM4|A0A6I8PBM4_ORNAN
OG0011554	sp|Q9Y5Y0|FLVC1_HUMAN	tr|F6XJQ1|F6XJQ1_ORNAN
OG0011555	sp|Q9Y608|LRRF2_HUMAN	tr|F6PZ86|F6PZ86_ORNAN
OG0011556	sp|Q9Y613|FHOD1_HUMAN	tr|F6PPX2|F6PPX2_ORNAN
OG0011557	sp|O14907|TX1B3_HUMAN	tr|A0A6I8PDB7|A0A6I8PDB7_ORNAN
OG0011558	sp|O43511|S26A4_HUMAN	tr|A0A6I8NTE7|A0A6I8NTE7_ORNAN
OG0011559	sp|O60331|PI51C_HUMAN	tr|A0A6I8NUB1|A0A6I8NUB1_ORNAN
OG0011560	sp|P04183|KITH_HUMAN	tr|F7DNI7|F7DNI7_ORNAN
OG0011561	sp|P04271|S100B_HUMAN	tr|F7DN18|F7DN18_ORNAN
OG0011562	sp|P19623|SPEE_HUMAN	tr|A0A6I8NFF4|A0A6I8NFF4_ORNAN
OG0011563	sp|P29377|S100G_HUMAN	tr|A0A6I8PH66|A0A6I8PH66_ORNAN
OG0011564	sp|P30531|SC6A1_HUMAN	tr|F6QL72|F6QL72_ORNAN
OG0011565	sp|P31785|IL2RG_HUMAN	tr|A0A6I8N9V2|A0A6I8N9V2_ORNAN
OG0011566	sp|P45973|CBX5_HUMAN	tr|F6T174|F6T174_ORNAN
OG0011567	sp|P48651|PTSS1_HUMAN	tr|F7D2T3|F7D2T3_ORNAN
OG0011568	sp|P53621|COPA_HUMAN	tr|A0A6I8NG49|A0A6I8NG49_ORNAN
OG0011569	sp|P56181|NDUV3_HUMAN	tr|F6R4D9|F6R4D9_ORNAN
OG0011570	sp|P57768|SNX16_HUMAN	tr|A0A6I8MYA2|A0A6I8MYA2_ORNAN
OG0011571	sp|P58012|FOXL2_HUMAN	tr|A0A6I8MZP3|A0A6I8MZP3_ORNAN
OG0011572	sp|P61218|RPAB2_HUMAN	tr|A0A6I8P5I5|A0A6I8P5I5_ORNAN
OG0011573	sp|Q02080|MEF2B_HUMAN	tr|F7FDC9|F7FDC9_ORNAN
OG0011574	sp|Q05086|UBE3A_HUMAN	tr|F7EGK2|F7EGK2_ORNAN
OG0011575	sp|Q14135|VGLL4_HUMAN	tr|A0A6I8PA73|A0A6I8PA73_ORNAN
OG0011576	sp|Q16821|PPR3A_HUMAN	tr|F7GD98|F7GD98_ORNAN
OG0011577	sp|Q3KQU3|MA7D1_HUMAN	tr|A0A6I8P0I7|A0A6I8P0I7_ORNAN
OG0011578	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A6I8P210|A0A6I8P210_ORNAN
OG0011579	sp|Q5SW96|ARH_HUMAN	tr|A0A6I8N930|A0A6I8N930_ORNAN
OG0011580	sp|Q5XKP0|MIC13_HUMAN	tr|A0A6I8NHN7|A0A6I8NHN7_ORNAN
OG0011581	sp|Q67FW5|B3GNL_HUMAN	tr|A0A6I8N462|A0A6I8N462_ORNAN
OG0011582	sp|Q6UW49|SPESP_HUMAN	tr|F7DNW6|F7DNW6_ORNAN
OG0011583	sp|Q76LX8|ATS13_HUMAN	tr|F6YYB9|F6YYB9_ORNAN
OG0011584	sp|Q86V25|VASH2_HUMAN	tr|F6XJL7|F6XJL7_ORNAN
OG0011585	sp|Q86WK7|AMGO3_HUMAN	tr|A0A6I8PD73|A0A6I8PD73_ORNAN
OG0011586	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A6I8NML4|A0A6I8NML4_ORNAN
OG0011587	sp|Q8IU80|TMPS6_HUMAN	tr|A0A6I8NWI8|A0A6I8NWI8_ORNAN
OG0011588	sp|Q8IZ21|PHAR4_HUMAN	tr|A0A6I8P1T0|A0A6I8P1T0_ORNAN
OG0011589	sp|Q8N1M1|BEST3_HUMAN	tr|F7BVY7|F7BVY7_ORNAN
OG0011590	sp|Q8N412|STPG2_HUMAN	tr|A0A6I8PKA7|A0A6I8PKA7_ORNAN
OG0011591	sp|Q8N961|ABTB2_HUMAN	tr|F7CJG2|F7CJG2_ORNAN
OG0011592	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A6I8PJ42|A0A6I8PJ42_ORNAN
OG0011593	sp|Q8NHW3|MAFA_HUMAN	tr|A0A6I8NAF0|A0A6I8NAF0_ORNAN
OG0011594	sp|Q8TBB0|THAP6_HUMAN	tr|A0A6I8N091|A0A6I8N091_ORNAN
OG0011595	sp|Q8WTT2|NOC3L_HUMAN	tr|F7DNH7|F7DNH7_ORNAN
OG0011596	sp|Q969E1|LEAP2_HUMAN	tr|A0A6I8P176|A0A6I8P176_ORNAN
OG0011597	sp|Q96BJ3|AIDA_HUMAN	tr|A0A6I8NRL9|A0A6I8NRL9_ORNAN
OG0011598	sp|Q96EQ0|SGTB_HUMAN	tr|A0A6I8NA55|A0A6I8NA55_ORNAN
OG0011599	sp|Q96LT4|SAMD8_HUMAN	tr|A0A6I8NKG5|A0A6I8NKG5_ORNAN
OG0011600	sp|Q96RT8|GCP5_HUMAN	tr|A0A6I8NEJ6|A0A6I8NEJ6_ORNAN
OG0011601	sp|Q99426|TBCB_HUMAN	tr|A0A6I8PHQ6|A0A6I8PHQ6_ORNAN
OG0011602	sp|Q9BY89|K1671_HUMAN	tr|F6S6T6|F6S6T6_ORNAN
OG0011603	sp|Q9H5J0|ZBTB3_HUMAN	tr|A0A6I8NX68|A0A6I8NX68_ORNAN
OG0011604	sp|Q9HCG7|GBA2_HUMAN	tr|A0A6I8PJ21|A0A6I8PJ21_ORNAN
OG0011605	sp|Q9HCQ7|NPVF_HUMAN	tr|K7E9N1|K7E9N1_ORNAN
OG0011606	sp|Q9NP70|AMBN_HUMAN	tr|A0A6I8NIB9|A0A6I8NIB9_ORNAN
OG0011607	sp|Q9NZ09|UBAP1_HUMAN	tr|A0A6I8N0Y8|A0A6I8N0Y8_ORNAN
OG0011608	sp|Q9UP65|PA24C_HUMAN	tr|A0A6I8NRA4|A0A6I8NRA4_ORNAN
OG0011609	sp|Q9UQ07|MOK_HUMAN	tr|A0A6I8PNJ5|A0A6I8PNJ5_ORNAN
OG0011610	sp|Q9Y2J2|E41L3_HUMAN	tr|A0A6I8PH77|A0A6I8PH77_ORNAN
OG0011611	sp|Q9Y679|AUP1_HUMAN	tr|A0A6I8PQ29|A0A6I8PQ29_ORNAN
OG0011612	sp|A7KAX9|RHG32_HUMAN	tr|A0A6I8N1A2|A0A6I8N1A2_ORNAN
OG0011614	sp|O00194|RB27B_HUMAN	tr|A0A6I8P1C8|A0A6I8P1C8_ORNAN
