Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0010579	sp|O95848|NUD14_HUMAN	tr|I3M6G6|I3M6G6_ICTTR
OG0010580	sp|O95972|BMP15_HUMAN	tr|I3MA89|I3MA89_ICTTR
OG0010581	sp|P04839|CY24B_HUMAN	tr|I3NE02|I3NE02_ICTTR
OG0010582	sp|P05111|INHA_HUMAN	tr|I3MJ53|I3MJ53_ICTTR
OG0010583	sp|P08912|ACM5_HUMAN	tr|I3MZV6|I3MZV6_ICTTR
OG0010584	sp|P14778|IL1R1_HUMAN	tr|I3MT55|I3MT55_ICTTR
OG0010585	sp|P17022|ZNF18_HUMAN	tr|I3MJK4|I3MJK4_ICTTR
OG0010586	sp|P17706|PTN2_HUMAN	tr|I3M9Z4|I3M9Z4_ICTTR
OG0010587	sp|P19447|ERCC3_HUMAN	tr|I3MGH6|I3MGH6_ICTTR
OG0010588	sp|P22888|LSHR_HUMAN	tr|I3NEF9|I3NEF9_ICTTR
OG0010589	sp|P34995|PE2R1_HUMAN	tr|I3MLP0|I3MLP0_ICTTR
OG0010590	sp|P36402|TCF7_HUMAN	tr|I3MT10|I3MT10_ICTTR
OG0010591	sp|P36542|ATPG_HUMAN	tr|A0A287DD00|A0A287DD00_ICTTR
OG0010592	sp|P48039|MTR1A_HUMAN	tr|I3NDC5|I3NDC5_ICTTR
OG0010593	sp|P83876|TXN4A_HUMAN	tr|I3NDL4|I3NDL4_ICTTR
OG0010594	sp|Q06787|FMR1_HUMAN	tr|I3M1Y9|I3M1Y9_ICTTR
OG0010595	sp|Q13191|CBLB_HUMAN	tr|I3MIG8|I3MIG8_ICTTR
OG0010596	sp|Q13435|SF3B2_HUMAN	tr|A0A287D6W9|A0A287D6W9_ICTTR
OG0010597	sp|Q15599|NHRF2_HUMAN	tr|I3MK66|I3MK66_ICTTR
OG0010598	sp|Q16082|HSPB2_HUMAN	tr|I3NEV6|I3NEV6_ICTTR
OG0010599	sp|Q16222|UAP1_HUMAN	tr|I3LXK4|I3LXK4_ICTTR
OG0010600	sp|Q3MIP1|IPIL2_HUMAN	tr|I3MU63|I3MU63_ICTTR
OG0010601	sp|Q496J9|SV2C_HUMAN	tr|I3ML43|I3ML43_ICTTR
OG0010602	sp|Q5VU43|MYOME_HUMAN	tr|I3N3F9|I3N3F9_ICTTR
OG0010603	sp|Q5VUA4|ZN318_HUMAN	tr|I3MIV7|I3MIV7_ICTTR
OG0010604	sp|Q6P2E9|EDC4_HUMAN	tr|I3M1D5|I3M1D5_ICTTR
OG0010605	sp|Q6PEZ8|PONL1_HUMAN	tr|I3N614|I3N614_ICTTR
OG0010606	sp|Q70CQ4|UBP31_HUMAN	tr|I3NFR6|I3NFR6_ICTTR
OG0010607	sp|Q7Z4R8|CF120_HUMAN	tr|I3N1P0|I3N1P0_ICTTR
OG0010608	sp|Q7Z569|BRAP_HUMAN	tr|I3MED5|I3MED5_ICTTR
OG0010609	sp|Q7Z5W3|BN3D2_HUMAN	tr|I3MW95|I3MW95_ICTTR
OG0010610	sp|Q8IXY8|PPIL6_HUMAN	tr|I3MHB5|I3MHB5_ICTTR
OG0010611	sp|Q8IY42|CD019_HUMAN	tr|I3M298|I3M298_ICTTR
OG0010612	sp|Q8N5G2|MACOI_HUMAN	tr|I3MLE6|I3MLE6_ICTTR
OG0010613	sp|Q8N7C0|LRC52_HUMAN	tr|I3MHE6|I3MHE6_ICTTR
OG0010614	sp|Q8NA29|NLS1_HUMAN	tr|I3M5D4|I3M5D4_ICTTR
OG0010615	sp|Q8NBH2|KY_HUMAN	tr|I3MXH5|I3MXH5_ICTTR
OG0010616	sp|Q8NFR3|SPTSB_HUMAN	tr|I3N7V9|I3N7V9_ICTTR
OG0010617	sp|Q8TF68|ZN384_HUMAN	tr|A0A287CX81|A0A287CX81_ICTTR
OG0010618	sp|Q96FX8|PERP_HUMAN	tr|I3N7R1|I3N7R1_ICTTR
OG0010619	sp|Q9BRP0|OVOL2_HUMAN	tr|I3N0X6|I3N0X6_ICTTR
OG0010620	sp|Q9BS26|ERP44_HUMAN	tr|I3MEW0|I3MEW0_ICTTR
OG0010621	sp|Q9BV44|THUM3_HUMAN	tr|I3M3D0|I3M3D0_ICTTR
OG0010622	sp|Q9H165|BC11A_HUMAN	tr|A0A287DAI9|A0A287DAI9_ICTTR
OG0010623	sp|Q9H3D4|P63_HUMAN	tr|I3MLP5|I3MLP5_ICTTR
OG0010624	sp|Q9HB96|FANCE_HUMAN	tr|I3LW93|I3LW93_ICTTR
OG0010625	sp|Q9NPG2|NGB_HUMAN	tr|A0A287D9M8|A0A287D9M8_ICTTR
OG0010626	sp|Q9NQ88|TIGAR_HUMAN	tr|I3N1W2|I3N1W2_ICTTR
OG0010627	sp|Q9NQC1|JADE2_HUMAN	tr|I3MH36|I3MH36_ICTTR
OG0010628	sp|Q9NVH1|DJC11_HUMAN	tr|I3M2Q8|I3M2Q8_ICTTR
OG0010629	sp|Q9NZH8|IL36G_HUMAN	tr|I3LZ39|I3LZ39_ICTTR
OG0010630	sp|Q9P0N9|TBCD7_HUMAN	tr|I3NC69|I3NC69_ICTTR
OG0010631	sp|Q9P2K1|C2D2A_HUMAN	tr|I3M5N8|I3M5N8_ICTTR
OG0010632	sp|Q9UBC1|IKBL1_HUMAN	tr|I3MJY3|I3MJY3_ICTTR
OG0010633	sp|Q9UG63|ABCF2_HUMAN	tr|I3MDX7|I3MDX7_ICTTR
OG0010634	sp|Q9UNN4|TF2AY_HUMAN	tr|I3M6T2|I3M6T2_ICTTR
OG0010635	sp|Q9UQF2|JIP1_HUMAN	tr|I3MZM7|I3MZM7_ICTTR
OG0010636	sp|Q9Y4X0|AMMR1_HUMAN	tr|I3MVL8|I3MVL8_ICTTR
OG0010637	sp|Q9Y5B6|PAXB1_HUMAN	tr|I3MM84|I3MM84_ICTTR
OG0010638	sp|E7EW31|PROB1_HUMAN	tr|I3MWE0|I3MWE0_ICTTR
OG0010639	sp|O75264|SIM24_HUMAN	tr|A0A287CTJ1|A0A287CTJ1_ICTTR
OG0010640	sp|O94830|DDHD2_HUMAN	tr|A0A287CTR9|A0A287CTR9_ICTTR
OG0010641	sp|O95793|STAU1_HUMAN	tr|I3M2M9|I3M2M9_ICTTR
OG0010642	sp|O95859|TSN12_HUMAN	tr|A0A287DGL5|A0A287DGL5_ICTTR
OG0010643	sp|P08758|ANXA5_HUMAN	tr|I3MPF2|I3MPF2_ICTTR
OG0010644	sp|P0C2S0|CTXN2_HUMAN	tr|I3N5X4|I3N5X4_ICTTR
OG0010645	sp|P0C7T5|ATX1L_HUMAN	tr|I3NGS5|I3NGS5_ICTTR
OG0010646	sp|P11086|PNMT_HUMAN	tr|I3N261|I3N261_ICTTR
OG0010647	sp|P13591|NCAM1_HUMAN	tr|A0A287D5Z5|A0A287D5Z5_ICTTR
OG0010648	sp|P21964|COMT_HUMAN	tr|I3N3P9|I3N3P9_ICTTR
OG0010649	sp|P46695|IEX1_HUMAN	tr|I3MY29|I3MY29_ICTTR
OG0010650	sp|P51161|FABP6_HUMAN	tr|I3M177|I3M177_ICTTR
OG0010651	sp|P54852|EMP3_HUMAN	tr|I3M0Q5|I3M0Q5_ICTTR
OG0010652	sp|P56597|NDK5_HUMAN	tr|I3M9E0|I3M9E0_ICTTR
OG0010653	sp|Q0VDI3|TM267_HUMAN	tr|A0A287D7I1|A0A287D7I1_ICTTR
OG0010654	sp|Q14331|FRG1_HUMAN	tr|I3M187|I3M187_ICTTR
OG0010655	sp|Q14527|HLTF_HUMAN	tr|I3LZ29|I3LZ29_ICTTR
OG0010656	sp|Q53QV2|LBH_HUMAN	tr|A0A287DF87|A0A287DF87_ICTTR
OG0010657	sp|Q5C9Z4|NOM1_HUMAN	tr|A0A287D6I7|A0A287D6I7_ICTTR
OG0010658	sp|Q5SVQ8|ZBT41_HUMAN	tr|I3NBT9|I3NBT9_ICTTR
OG0010659	sp|Q5VWQ0|RSBN1_HUMAN	tr|I3M6C5|I3M6C5_ICTTR
OG0010660	sp|Q6NXT1|ANR54_HUMAN	tr|I3N4I8|I3N4I8_ICTTR
OG0010661	sp|Q6SJ96|TBPL2_HUMAN	tr|I3MPC0|I3MPC0_ICTTR
OG0010662	sp|Q6UWW9|TM207_HUMAN	tr|A0A287D5T8|A0A287D5T8_ICTTR
OG0010663	sp|Q8IV50|LYSM2_HUMAN	tr|I3MPM0|I3MPM0_ICTTR
OG0010664	sp|Q8IWE5|PKHM2_HUMAN	tr|A0A287D424|A0A287D424_ICTTR
OG0010665	sp|Q8IWU2|LMTK2_HUMAN	tr|A0A287CX66|A0A287CX66_ICTTR
OG0010666	sp|Q8IWY9|CDAN1_HUMAN	tr|I3M7S0|I3M7S0_ICTTR
OG0010667	sp|Q8IZ16|SACDR_HUMAN	tr|I3MA12|I3MA12_ICTTR
OG0010668	sp|Q8N5I9|NOPC1_HUMAN	tr|I3M1N6|I3M1N6_ICTTR
OG0010669	sp|Q8N6H7|ARFG2_HUMAN	tr|A0A287DF21|A0A287DF21_ICTTR
OG0010670	sp|Q8NB15|ZN511_HUMAN	tr|I3LVT6|I3LVT6_ICTTR
OG0010671	sp|Q8NBZ0|IN80E_HUMAN	tr|I3LYS3|I3LYS3_ICTTR
OG0010672	sp|Q8NC42|RN149_HUMAN	tr|I3M0X7|I3M0X7_ICTTR
OG0010673	sp|Q8NCF5|NF2IP_HUMAN	tr|I3MUL0|I3MUL0_ICTTR
OG0010674	sp|Q8NGH3|OR2D3_HUMAN	tr|I3MYU9|I3MYU9_ICTTR
OG0010675	sp|Q8NGY0|O10X1_HUMAN	tr|I3N3I6|I3N3I6_ICTTR
OG0010676	sp|Q8WV92|MITD1_HUMAN	tr|I3MP46|I3MP46_ICTTR
OG0010677	sp|Q8WVY7|UBCP1_HUMAN	tr|I3LXG5|I3LXG5_ICTTR
OG0010678	sp|Q8WYL5|SSH1_HUMAN	tr|I3MHM5|I3MHM5_ICTTR
OG0010679	sp|Q969F1|TF3C6_HUMAN	tr|I3MKE0|I3MKE0_ICTTR
OG0010680	sp|Q969R5|LMBL2_HUMAN	tr|I3LW80|I3LW80_ICTTR
OG0010681	sp|Q96C34|RUND1_HUMAN	tr|I3LWR0|I3LWR0_ICTTR
OG0010682	sp|Q96F05|CK024_HUMAN	tr|I3ND10|I3ND10_ICTTR
OG0010683	sp|Q9H074|PAIP1_HUMAN	tr|A0A287D1J8|A0A287D1J8_ICTTR
OG0010684	sp|Q9H082|RB33B_HUMAN	tr|I3MUR1|I3MUR1_ICTTR
OG0010685	sp|Q9H147|TDIF1_HUMAN	tr|I3M801|I3M801_ICTTR
OG0010686	sp|Q9H1R3|MYLK2_HUMAN	tr|I3MA94|I3MA94_ICTTR
OG0010687	sp|Q9H633|RPP21_HUMAN	tr|I3LZ14|I3LZ14_ICTTR
OG0010688	sp|Q9H8M5|CNNM2_HUMAN	tr|I3MN15|I3MN15_ICTTR
OG0010689	sp|Q9H902|REEP1_HUMAN	tr|A0A287DBJ7|A0A287DBJ7_ICTTR
OG0010690	sp|Q9NPF7|IL23A_HUMAN	tr|I3MQP8|I3MQP8_ICTTR
OG0010691	sp|Q9NVC6|MED17_HUMAN	tr|I3MB13|I3MB13_ICTTR
OG0010692	sp|Q9NWM8|FKB14_HUMAN	tr|I3M5P8|I3M5P8_ICTTR
OG0010693	sp|Q9UIF7|MUTYH_HUMAN	tr|I3N4F5|I3N4F5_ICTTR
OG0010694	sp|Q9Y4P3|TBL2_HUMAN	tr|I3MGI2|I3MGI2_ICTTR
OG0010695	sp|Q9Y597|KCTD3_HUMAN	tr|I3M6L3|I3M6L3_ICTTR
OG0010696	sp|Q9Y6I8|PXMP4_HUMAN	tr|I3M108|I3M108_ICTTR
OG0010697	sp|A4D126|ISPD_HUMAN	tr|I3MY50|I3MY50_ICTTR
OG0010698	sp|B7ZC32|KIF28_HUMAN	tr|I3NAF4|I3NAF4_ICTTR
OG0010699	sp|O15527|OGG1_HUMAN	tr|I3LZR6|I3LZR6_ICTTR
OG0010700	sp|O43167|ZBT24_HUMAN	tr|A0A287CYQ0|A0A287CYQ0_ICTTR
OG0010701	sp|O43592|XPOT_HUMAN	tr|I3MVI1|I3MVI1_ICTTR
OG0010702	sp|O43677|NDUC1_HUMAN	tr|I3N1M2|I3N1M2_ICTTR
OG0010703	sp|O75396|SC22B_HUMAN	tr|I3MYV7|I3MYV7_ICTTR
OG0010704	sp|O95190|OAZ2_HUMAN	tr|I3NGV7|I3NGV7_ICTTR
OG0010705	sp|P10176|COX8A_HUMAN	tr|I3MH76|I3MH76_ICTTR
OG0010706	sp|P10747|CD28_HUMAN	tr|I3N285|I3N285_ICTTR
OG0010707	sp|P11686|PSPC_HUMAN	tr|I3MRP7|I3MRP7_ICTTR
OG0010708	sp|P13671|CO6_HUMAN	tr|I3MBA4|I3MBA4_ICTTR
OG0010709	sp|P14653|HXB1_HUMAN	tr|I3MVN6|I3MVN6_ICTTR
OG0010710	sp|P17481|HXB8_HUMAN	tr|I3N508|I3N508_ICTTR
OG0010711	sp|P20042|IF2B_HUMAN	tr|I3MCD2|I3MCD2_ICTTR
OG0010712	sp|P24593|IBP5_HUMAN	tr|I3MZ80|I3MZ80_ICTTR
OG0010713	sp|P31327|CPSM_HUMAN	tr|I3LW12|I3LW12_ICTTR
OG0010714	sp|P34969|5HT7R_HUMAN	tr|A0A287CTL1|A0A287CTL1_ICTTR
OG0010715	sp|P40121|CAPG_HUMAN	tr|I3MDJ8|I3MDJ8_ICTTR
OG0010716	sp|P48723|HSP13_HUMAN	tr|I3MGX3|I3MGX3_ICTTR
OG0010717	sp|P53672|CRBA2_HUMAN	tr|I3MDC3|I3MDC3_ICTTR
OG0010718	sp|P61026|RAB10_HUMAN	tr|I3MXE6|I3MXE6_ICTTR
OG0010719	sp|P82970|HMGN5_HUMAN	tr|A0A287DBB4|A0A287DBB4_ICTTR
OG0010720	sp|Q01433|AMPD2_HUMAN	tr|A0A287DGA3|A0A287DGA3_ICTTR
OG0010721	sp|Q03164|KMT2A_HUMAN	tr|I3N6X8|I3N6X8_ICTTR
OG0010722	sp|Q08188|TGM3_HUMAN	tr|I3M5Y8|I3M5Y8_ICTTR
OG0010723	sp|Q12929|EPS8_HUMAN	tr|A0A287DB06|A0A287DB06_ICTTR
OG0010724	sp|Q13519|PNOC_HUMAN	tr|I3LYH4|I3LYH4_ICTTR
OG0010725	sp|Q14154|DELE1_HUMAN	tr|I3LXS6|I3LXS6_ICTTR
OG0010726	sp|Q16658|FSCN1_HUMAN	tr|I3NBV1|I3NBV1_ICTTR
OG0010727	sp|Q4ADV7|RIC1_HUMAN	tr|I3MUD4|I3MUD4_ICTTR
OG0010728	sp|Q6T310|RSLBA_HUMAN	tr|I3N4J0|I3N4J0_ICTTR
OG0010729	sp|Q71H61|ILDR2_HUMAN	tr|I3MPQ7|I3MPQ7_ICTTR
OG0010730	sp|Q7Z5A9|TAFA1_HUMAN	tr|I3MNI1|I3MNI1_ICTTR
OG0010731	sp|Q86VS8|HOOK3_HUMAN	tr|I3MHN9|I3MHN9_ICTTR
OG0010732	sp|Q8IUH2|CREG2_HUMAN	tr|I3M5S0|I3M5S0_ICTTR
OG0010733	sp|Q8IVB4|SL9A9_HUMAN	tr|I3MQR3|I3MQR3_ICTTR
OG0010734	sp|Q8IYK2|CC105_HUMAN	tr|I3N325|I3N325_ICTTR
OG0010735	sp|Q8N1S5|S39AB_HUMAN	tr|I3M1R6|I3M1R6_ICTTR
OG0010736	sp|Q8N8A6|DDX51_HUMAN	tr|I3MV59|I3MV59_ICTTR
OG0010737	sp|Q8NCL8|TM116_HUMAN	tr|I3MJM3|I3MJM3_ICTTR
OG0010738	sp|Q8NCR0|B3GL2_HUMAN	tr|I3MQ80|I3MQ80_ICTTR
OG0010739	sp|Q8NFU7|TET1_HUMAN	tr|I3LYR2|I3LYR2_ICTTR
OG0010740	sp|Q8TAQ9|SUN3_HUMAN	tr|I3M645|I3M645_ICTTR
OG0010741	sp|Q8TB92|HMGC2_HUMAN	tr|I3M274|I3M274_ICTTR
OG0010742	sp|Q92482|AQP3_HUMAN	tr|I3MQG2|I3MQG2_ICTTR
OG0010743	sp|Q92567|F168A_HUMAN	tr|A0A287CUQ3|A0A287CUQ3_ICTTR
OG0010744	sp|Q96C10|DHX58_HUMAN	tr|I3M834|I3M834_ICTTR
OG0010745	sp|Q96DT7|ZBT10_HUMAN	tr|I3MM10|I3MM10_ICTTR
OG0010746	sp|Q96K37|S35E1_HUMAN	tr|I3MIJ7|I3MIJ7_ICTTR
OG0010747	sp|Q96LB4|VATG3_HUMAN	tr|I3M246|I3M246_ICTTR
OG0010748	sp|Q96MT1|RN145_HUMAN	tr|I3ME09|I3ME09_ICTTR
OG0010749	sp|Q99797|MIPEP_HUMAN	tr|I3MMU4|I3MMU4_ICTTR
OG0010750	sp|Q9BUP3|HTAI2_HUMAN	tr|I3MGX0|I3MGX0_ICTTR
OG0010751	sp|Q9BUY7|EFC11_HUMAN	tr|A0A287CY29|A0A287CY29_ICTTR
OG0010752	sp|Q9BYT3|STK33_HUMAN	tr|A0A287CX85|A0A287CX85_ICTTR
OG0010753	sp|Q9H000|MKRN2_HUMAN	tr|I3MFM8|I3MFM8_ICTTR
OG0010754	sp|Q9H3H1|MOD5_HUMAN	tr|I3M7Y5|I3M7Y5_ICTTR
OG0010755	sp|Q9NPE2|NGRN_HUMAN	tr|I3NFH6|I3NFH6_ICTTR
OG0010756	sp|Q9NRQ5|SMCO4_HUMAN	tr|I3MAT6|I3MAT6_ICTTR
OG0010757	sp|Q9NUB1|ACS2L_HUMAN	tr|I3M701|I3M701_ICTTR
OG0010758	sp|Q9NYK5|RM39_HUMAN	tr|I3M300|I3M300_ICTTR
OG0010759	sp|Q9NZ81|PRR13_HUMAN	tr|I3M2L9|I3M2L9_ICTTR
OG0010760	sp|Q9UMZ3|PTPRQ_HUMAN	tr|I3NAA0|I3NAA0_ICTTR
OG0010761	sp|Q9UNP9|PPIE_HUMAN	tr|A0A287D7U8|A0A287D7U8_ICTTR
OG0010762	sp|Q9Y446|PKP3_HUMAN	tr|I3MJA3|I3MJA3_ICTTR
OG0010763	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A287D8Y8|A0A287D8Y8_ICTTR
OG0010764	sp|A0A1B0GUY1|MRCOL_HUMAN	tr|A0A287D432|A0A287D432_ICTTR
OG0010765	sp|A6NGG8|PCARE_HUMAN	tr|I3MSE4|I3MSE4_ICTTR
OG0010766	sp|A6NMZ2|SNTAN_HUMAN	tr|I3M5Z3|I3M5Z3_ICTTR
OG0010767	sp|O15457|MSH4_HUMAN	tr|I3MR69|I3MR69_ICTTR
OG0010768	sp|O60890|OPHN1_HUMAN	tr|I3MKI5|I3MKI5_ICTTR
OG0010769	sp|O75900|MMP23_HUMAN	tr|I3N937|I3N937_ICTTR
OG0010770	sp|O95751|LDOC1_HUMAN	tr|I3MVS2|I3MVS2_ICTTR
OG0010771	sp|O95867|LY66C_HUMAN	tr|I3MKB2|I3MKB2_ICTTR
OG0010772	sp|P00480|OTC_HUMAN	tr|I3M3I5|I3M3I5_ICTTR
OG0010773	sp|P15086|CBPB1_HUMAN	tr|I3MBG5|I3MBG5_ICTTR
OG0010774	sp|P16284|PECA1_HUMAN	tr|I3N1I0|I3N1I0_ICTTR
OG0010775	sp|P28066|PSA5_HUMAN	tr|A0A287CZU6|A0A287CZU6_ICTTR
OG0010776	sp|P29074|PTN4_HUMAN	tr|I3MQQ0|I3MQQ0_ICTTR
OG0010777	sp|P43351|RAD52_HUMAN	tr|I3M4G0|I3M4G0_ICTTR
OG0010778	sp|P48167|GLRB_HUMAN	tr|I3M6J7|I3M6J7_ICTTR
OG0010779	sp|P49675|STAR_HUMAN	tr|I3M8M8|I3M8M8_ICTTR
OG0010780	sp|P78426|NKX61_HUMAN	tr|I3MJF4|I3MJF4_ICTTR
OG0010781	sp|P82932|RT06_HUMAN	tr|I3N9P1|I3N9P1_ICTTR
OG0010782	sp|Q02535|ID3_HUMAN	tr|I3MWC8|I3MWC8_ICTTR
OG0010783	sp|Q14162|SREC_HUMAN	tr|I3M5F8|I3M5F8_ICTTR
OG0010784	sp|Q16401|PSMD5_HUMAN	tr|I3MK97|I3MK97_ICTTR
OG0010785	sp|Q2TB18|ASTE1_HUMAN	tr|I3MC01|I3MC01_ICTTR
OG0010786	sp|Q6IEG0|SNR48_HUMAN	tr|A0A287D250|A0A287D250_ICTTR
OG0010787	sp|Q6PJ61|FBX46_HUMAN	tr|I3NC05|I3NC05_ICTTR
OG0010788	sp|Q6XUX3|DUSTY_HUMAN	tr|A0A287D0P7|A0A287D0P7_ICTTR
OG0010789	sp|Q70IA6|MOB2_HUMAN	tr|I3N0T0|I3N0T0_ICTTR
OG0010790	sp|Q86TG1|T150A_HUMAN	tr|A0A287CZ01|A0A287CZ01_ICTTR
OG0010791	sp|Q86UP0|CAD24_HUMAN	tr|I3M975|I3M975_ICTTR
OG0010792	sp|Q8IWT1|SCN4B_HUMAN	tr|I3MSJ4|I3MSJ4_ICTTR
OG0010793	sp|Q8IY47|KBTB2_HUMAN	tr|I3MJL7|I3MJL7_ICTTR
OG0010794	sp|Q8IY67|RAVR1_HUMAN	tr|I3M1X3|I3M1X3_ICTTR
OG0010795	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A287CVS7|A0A287CVS7_ICTTR
OG0010796	sp|Q96B33|CLD23_HUMAN	tr|I3MXD9|I3MXD9_ICTTR
OG0010797	sp|Q96EE4|CC126_HUMAN	tr|I3N8T3|I3N8T3_ICTTR
OG0010798	sp|Q96GD0|PLPP_HUMAN	tr|I3N3H3|I3N3H3_ICTTR
OG0010799	sp|Q96I24|FUBP3_HUMAN	tr|I3MMA3|I3MMA3_ICTTR
OG0010800	sp|Q96KG7|MEG10_HUMAN	tr|I3MES9|I3MES9_ICTTR
OG0010801	sp|Q96KS9|F167A_HUMAN	tr|I3MG79|I3MG79_ICTTR
OG0010802	sp|Q96RU2|UBP28_HUMAN	tr|A0A287CXG3|A0A287CXG3_ICTTR
OG0010803	sp|Q96RY5|CRML_HUMAN	tr|I3M2T6|I3M2T6_ICTTR
OG0010804	sp|Q99727|TIMP4_HUMAN	tr|A0A287CY91|A0A287CY91_ICTTR
OG0010805	sp|Q9BSE4|HERP2_HUMAN	tr|I3M4Y4|I3M4Y4_ICTTR
OG0010806	sp|Q9BXS4|TMM59_HUMAN	tr|I3M0W2|I3M0W2_ICTTR
OG0010807	sp|Q9H305|CDIP1_HUMAN	tr|A0A287D136|A0A287D136_ICTTR
OG0010808	sp|Q9H497|TOR3A_HUMAN	tr|I3M5H1|I3M5H1_ICTTR
OG0010809	sp|Q9H7V2|SYNG1_HUMAN	tr|I3MW46|I3MW46_ICTTR
OG0010810	sp|Q9NVA1|UQCC1_HUMAN	tr|I3MKE5|I3MKE5_ICTTR
OG0010811	sp|Q9NXS3|KLH28_HUMAN	tr|I3MDF2|I3MDF2_ICTTR
OG0010812	sp|Q9P0W0|IFNK_HUMAN	tr|I3N7K4|I3N7K4_ICTTR
OG0010813	sp|Q9P2F5|STOX2_HUMAN	tr|A0A287CXV7|A0A287CXV7_ICTTR
OG0010814	sp|Q9UHN6|CEIP2_HUMAN	tr|I3M113|I3M113_ICTTR
OG0010815	sp|Q9UMX5|NENF_HUMAN	tr|I3N669|I3N669_ICTTR
OG0010816	sp|Q9Y265|RUVB1_HUMAN	tr|I3M4N9|I3M4N9_ICTTR
OG0010817	sp|B7ZBB8|PP13G_HUMAN	tr|I3MVM8|I3MVM8_ICTTR
OG0010818	sp|O00461|GOLI4_HUMAN	tr|I3M9U7|I3M9U7_ICTTR
OG0010819	sp|O75419|CDC45_HUMAN	tr|I3M1D0|I3M1D0_ICTTR
OG0010820	sp|O75427|LRCH4_HUMAN	tr|I3MA80|I3MA80_ICTTR
OG0010821	sp|O95147|DUS14_HUMAN	tr|I3M0K7|I3M0K7_ICTTR
OG0010822	sp|P00451|FA8_HUMAN	tr|I3N7Y3|I3N7Y3_ICTTR
OG0010823	sp|P09874|PARP1_HUMAN	tr|I3MQR2|I3MQR2_ICTTR
OG0010824	sp|P10515|ODP2_HUMAN	tr|I3MGR3|I3MGR3_ICTTR
OG0010825	sp|P18510|IL1RA_HUMAN	tr|I3MMY3|I3MMY3_ICTTR
OG0010826	sp|P22466|GALA_HUMAN	tr|I3NBQ6|I3NBQ6_ICTTR
OG0010827	sp|P24347|MMP11_HUMAN	tr|I3MB90|I3MB90_ICTTR
OG0010828	sp|P25705|ATPA_HUMAN	tr|A0A287D7R5|A0A287D7R5_ICTTR
OG0010829	sp|P35251|RFC1_HUMAN	tr|I3M945|I3M945_ICTTR
OG0010830	sp|P43403|ZAP70_HUMAN	tr|I3MGH2|I3MGH2_ICTTR
OG0010831	sp|P51170|SCNNG_HUMAN	tr|I3M421|I3M421_ICTTR
OG0010832	sp|P56211|ARP19_HUMAN	tr|A0A287DCS8|A0A287DCS8_ICTTR
OG0010833	sp|Q00536|CDK16_HUMAN	tr|A0A287CTJ4|A0A287CTJ4_ICTTR
OG0010834	sp|Q13829|BACD2_HUMAN	tr|I3M9Z3|I3M9Z3_ICTTR
OG0010835	sp|Q16611|BAK_HUMAN	tr|A0A287D718|A0A287D718_ICTTR
OG0010836	sp|Q4V328|GRAP1_HUMAN	tr|A0A287D2L7|A0A287D2L7_ICTTR
OG0010837	sp|Q53GQ0|DHB12_HUMAN	tr|I3M648|I3M648_ICTTR
OG0010838	sp|Q5XG92|EST4A_HUMAN	tr|I3MH47|I3MH47_ICTTR
OG0010839	sp|Q5XKR4|OTP_HUMAN	tr|A0A287DCI4|A0A287DCI4_ICTTR
OG0010840	sp|Q6P4I2|WDR73_HUMAN	tr|I3LZ48|I3LZ48_ICTTR
OG0010841	sp|Q6Q0C1|S2547_HUMAN	tr|I3MLB0|I3MLB0_ICTTR
OG0010842	sp|Q7L1S5|CHST9_HUMAN	tr|I3MKH4|I3MKH4_ICTTR
OG0010843	sp|Q86XI2|CNDG2_HUMAN	tr|I3MIQ2|I3MIQ2_ICTTR
OG0010844	sp|Q8IW50|F219A_HUMAN	tr|I3MEV8|I3MEV8_ICTTR
OG0010845	sp|Q8N5C7|DTWD1_HUMAN	tr|I3M607|I3M607_ICTTR
OG0010846	sp|Q8NGE3|O10P1_HUMAN	tr|I3NEX6|I3NEX6_ICTTR
OG0010847	sp|Q8NI35|INADL_HUMAN	tr|I3MPP0|I3MPP0_ICTTR
OG0010848	sp|Q8TBF8|FA81A_HUMAN	tr|I3M5A6|I3M5A6_ICTTR
OG0010849	sp|Q8WXG1|RSAD2_HUMAN	tr|I3M7B9|I3M7B9_ICTTR
OG0010850	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A287D2X8|A0A287D2X8_ICTTR
OG0010851	sp|Q96B26|EXOS8_HUMAN	tr|A0A287DA01|A0A287DA01_ICTTR
OG0010852	sp|Q96FX2|DPH3_HUMAN	tr|A0A287D0V2|A0A287D0V2_ICTTR
OG0010853	sp|Q96GC6|ZN274_HUMAN	tr|I3NCY6|I3NCY6_ICTTR
OG0010854	sp|Q96HA8|NTAQ1_HUMAN	tr|I3MNR5|I3MNR5_ICTTR
OG0010855	sp|Q96HA9|PX11C_HUMAN	tr|I3ME58|I3ME58_ICTTR
OG0010856	sp|Q99732|LITAF_HUMAN	tr|I3N6U2|I3N6U2_ICTTR
OG0010857	sp|Q9BPU6|DPYL5_HUMAN	tr|I3ME78|I3ME78_ICTTR
OG0010858	sp|Q9BQG0|MBB1A_HUMAN	tr|I3MNU4|I3MNU4_ICTTR
OG0010859	sp|Q9BUF7|CRUM3_HUMAN	tr|A0A287DD61|A0A287DD61_ICTTR
