Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0010631	sp|Q92990|GLMN_HUMAN	tr|A0A8D2CM62|A0A8D2CM62_SCIVU
OG0010632	sp|Q969U6|FBXW5_HUMAN	tr|A0A8D2DBX8|A0A8D2DBX8_SCIVU
OG0010633	sp|Q96B21|TM45B_HUMAN	tr|A0A8D2JR08|A0A8D2JR08_SCIVU
OG0010634	sp|Q96BD0|SO4A1_HUMAN	tr|A0A8D2AQ55|A0A8D2AQ55_SCIVU
OG0010635	sp|Q96BH1|RNF25_HUMAN	tr|A0A8D2CWH5|A0A8D2CWH5_SCIVU
OG0010636	sp|Q96C74|ROP1L_HUMAN	tr|A0A8D2B2U8|A0A8D2B2U8_SCIVU
OG0010637	sp|Q96G01|BICD1_HUMAN	tr|A0A8D2DHN7|A0A8D2DHN7_SCIVU
OG0010638	sp|Q96PS1|FACOS_HUMAN	tr|A0A8D2DW60|A0A8D2DW60_SCIVU
OG0010639	sp|Q99594|TEAD3_HUMAN	tr|A0A8D2B8K1|A0A8D2B8K1_SCIVU
OG0010640	sp|Q9BQG2|NUD12_HUMAN	tr|A0A8D2JNX0|A0A8D2JNX0_SCIVU
OG0010641	sp|Q9BQL6|FERM1_HUMAN	tr|A0A8D2AT49|A0A8D2AT49_SCIVU
OG0010642	sp|Q9BXM0|PRAX_HUMAN	tr|A0A8D2E0M5|A0A8D2E0M5_SCIVU
OG0010643	sp|Q9BXM9|FSD1L_HUMAN	tr|A0A8D2DXE0|A0A8D2DXE0_SCIVU
OG0010644	sp|Q9BZM3|GSX2_HUMAN	tr|A0A8D2DQZ7|A0A8D2DQZ7_SCIVU
OG0010645	sp|Q9NX46|ADPRS_HUMAN	tr|A0A8D2AIH6|A0A8D2AIH6_SCIVU
OG0010646	sp|Q9NZS9|BFAR_HUMAN	tr|A0A8D2E062|A0A8D2E062_SCIVU
OG0010647	sp|Q9Y2G8|DJC16_HUMAN	tr|A0A8D2B848|A0A8D2B848_SCIVU
OG0010648	sp|Q9Y328|NSG2_HUMAN	tr|A0A8D2CUJ4|A0A8D2CUJ4_SCIVU
OG0010649	sp|Q9Y5L3|ENTP2_HUMAN	tr|A0A8D2DFX9|A0A8D2DFX9_SCIVU
OG0010650	sp|A0A1B0GUA6|CC195_HUMAN	tr|A0A8D2DKA4|A0A8D2DKA4_SCIVU
OG0010651	sp|A2RU48|SMCO3_HUMAN	tr|A0A8D2D8L4|A0A8D2D8L4_SCIVU
OG0010652	sp|O43174|CP26A_HUMAN	tr|A0A8D2CK17|A0A8D2CK17_SCIVU
OG0010653	sp|O60674|JAK2_HUMAN	tr|A0A8D2E112|A0A8D2E112_SCIVU
OG0010654	sp|O95183|VAMP5_HUMAN	tr|A0A8D2D8I9|A0A8D2D8I9_SCIVU
OG0010655	sp|O95873|CF047_HUMAN	tr|A0A8D2JPM3|A0A8D2JPM3_SCIVU
OG0010656	sp|O95996|APCL_HUMAN	tr|A0A8D2DE44|A0A8D2DE44_SCIVU
OG0010657	sp|P02747|C1QC_HUMAN	tr|A0A8D2CMZ3|A0A8D2CMZ3_SCIVU
OG0010658	sp|P22570|ADRO_HUMAN	tr|A0A8D2BA35|A0A8D2BA35_SCIVU
OG0010659	sp|P30926|ACHB4_HUMAN	tr|A0A8D2B470|A0A8D2B470_SCIVU
OG0010660	sp|P40925|MDHC_HUMAN	tr|A0A8D2DRP6|A0A8D2DRP6_SCIVU
OG0010661	sp|P49754|VPS41_HUMAN	tr|A0A8D2DVM0|A0A8D2DVM0_SCIVU
OG0010662	sp|P51686|CCR9_HUMAN	tr|A0A8D2DSJ9|A0A8D2DSJ9_SCIVU
OG0010663	sp|P53396|ACLY_HUMAN	tr|A0A8D2AGT3|A0A8D2AGT3_SCIVU
OG0010664	sp|P60033|CD81_HUMAN	tr|A0A8D2DF56|A0A8D2DF56_SCIVU
OG0010665	sp|P63313|TYB10_HUMAN	tr|A0A8D2DL91|A0A8D2DL91_SCIVU
OG0010666	sp|Q13112|CAF1B_HUMAN	tr|A0A8D2DMA2|A0A8D2DMA2_SCIVU
OG0010667	sp|Q13304|GPR17_HUMAN	tr|A0A8D2DQI5|A0A8D2DQI5_SCIVU
OG0010668	sp|Q15884|EREP1_HUMAN	tr|A0A8D2JR01|A0A8D2JR01_SCIVU
OG0010669	sp|Q16633|OBF1_HUMAN	tr|A0A8D2D2I9|A0A8D2D2I9_SCIVU
OG0010670	sp|Q4QY38|DB134_HUMAN	tr|A0A8D2AWC2|A0A8D2AWC2_SCIVU
OG0010671	sp|Q53H12|AGK_HUMAN	tr|A0A8D2CR87|A0A8D2CR87_SCIVU
OG0010672	sp|Q5T6F2|UBAP2_HUMAN	tr|A0A8D2DD06|A0A8D2DD06_SCIVU
OG0010673	sp|Q5VSY0|GKAP1_HUMAN	tr|A0A8D2DZL7|A0A8D2DZL7_SCIVU
OG0010674	sp|Q6PJT7|ZC3HE_HUMAN	tr|A0A8D2D441|A0A8D2D441_SCIVU
OG0010675	sp|Q6VUC0|AP2E_HUMAN	tr|A0A8D2AI28|A0A8D2AI28_SCIVU
OG0010676	sp|Q6ZUS5|CC121_HUMAN	tr|A0A8D2E363|A0A8D2E363_SCIVU
OG0010677	sp|Q7RTP0|NIPA1_HUMAN	tr|A0A8D2CPP3|A0A8D2CPP3_SCIVU
OG0010678	sp|Q7Z5Y7|KCD20_HUMAN	tr|A0A8D2CNB5|A0A8D2CNB5_SCIVU
OG0010679	sp|Q7Z692|CEA19_HUMAN	tr|A0A8D2DE46|A0A8D2DE46_SCIVU
OG0010680	sp|Q86VD7|S2542_HUMAN	tr|A0A8D2JMK7|A0A8D2JMK7_SCIVU
OG0010681	sp|Q8IWB7|WDFY1_HUMAN	tr|A0A8D2DJI0|A0A8D2DJI0_SCIVU
OG0010682	sp|Q8N104|D106A_HUMAN	tr|A0A8D2AW69|A0A8D2AW69_SCIVU
OG0010683	sp|Q8N4V1|EMC5_HUMAN	tr|A0A8D2CUY7|A0A8D2CUY7_SCIVU
OG0010684	sp|Q8NBF1|GLIS1_HUMAN	tr|A0A8D2CKH5|A0A8D2CKH5_SCIVU
OG0010685	sp|Q8NGE0|O10AD_HUMAN	tr|A0A8D2CR21|A0A8D2CR21_SCIVU
OG0010686	sp|Q8NGU4|OR2I1_HUMAN	tr|A0A8D2CRI3|A0A8D2CRI3_SCIVU
OG0010687	sp|Q8TBG4|AT2L1_HUMAN	tr|A0A8D2E5B5|A0A8D2E5B5_SCIVU
OG0010688	sp|Q8TCT7|SPP2B_HUMAN	tr|A0A8D2JQH0|A0A8D2JQH0_SCIVU
OG0010689	sp|Q8WUJ3|CEMIP_HUMAN	tr|A0A8D2CR77|A0A8D2CR77_SCIVU
OG0010690	sp|Q96CK0|ZN653_HUMAN	tr|A0A8D2E0T0|A0A8D2E0T0_SCIVU
OG0010691	sp|Q96HY7|DHTK1_HUMAN	tr|A0A8D2B9Z3|A0A8D2B9Z3_SCIVU
OG0010692	sp|Q96NW4|ANR27_HUMAN	tr|A0A8D2DM07|A0A8D2DM07_SCIVU
OG0010693	sp|Q99487|PAFA2_HUMAN	tr|A0A8D2ARU1|A0A8D2ARU1_SCIVU
OG0010694	sp|Q99608|NECD_HUMAN	tr|A0A8D2AIA1|A0A8D2AIA1_SCIVU
OG0010695	sp|Q9BQ67|GRWD1_HUMAN	tr|A0A8D2DDY3|A0A8D2DDY3_SCIVU
OG0010696	sp|Q9C0D2|CE295_HUMAN	tr|A0A8D2DWL7|A0A8D2DWL7_SCIVU
OG0010697	sp|Q9GZZ7|GFRA4_HUMAN	tr|A0A8D2B273|A0A8D2B273_SCIVU
OG0010698	sp|Q9H171|ZBP1_HUMAN	tr|A0A8D2CKE2|A0A8D2CKE2_SCIVU
OG0010699	sp|Q9H1B7|I2BPL_HUMAN	tr|A0A8D2DNT1|A0A8D2DNT1_SCIVU
OG0010700	sp|Q9H3Y6|SRMS_HUMAN	tr|A0A8D2CRH0|A0A8D2CRH0_SCIVU
OG0010701	sp|Q9H490|PIGU_HUMAN	tr|A0A8D2ASV0|A0A8D2ASV0_SCIVU
OG0010702	sp|Q9H920|RN121_HUMAN	tr|A0A8D2CZ30|A0A8D2CZ30_SCIVU
OG0010703	sp|Q9HB07|MYG1_HUMAN	tr|A0A8D2JS73|A0A8D2JS73_SCIVU
OG0010704	sp|Q9NPB0|SMDC1_HUMAN	tr|A0A8D2ARQ1|A0A8D2ARQ1_SCIVU
OG0010705	sp|Q9NQE7|TSSP_HUMAN	tr|A0A8D2D965|A0A8D2D965_SCIVU
OG0010706	sp|Q9NY64|GTR8_HUMAN	tr|A0A8D2CVB8|A0A8D2CVB8_SCIVU
OG0010707	sp|Q9P270|SLAI2_HUMAN	tr|A0A8D2DVW7|A0A8D2DVW7_SCIVU
OG0010708	sp|Q9UBB6|NCDN_HUMAN	tr|A0A8D2ANI9|A0A8D2ANI9_SCIVU
OG0010709	sp|Q9UGR2|Z3H7B_HUMAN	tr|A0A8D2JQE4|A0A8D2JQE4_SCIVU
OG0010710	sp|Q9UKB3|DJC12_HUMAN	tr|A0A8D2AW17|A0A8D2AW17_SCIVU
OG0010711	sp|Q9UQ80|PA2G4_HUMAN	tr|A0A8D2AW93|A0A8D2AW93_SCIVU
OG0010712	sp|Q9Y3Y4|PYGO1_HUMAN	tr|A0A8D2B5S1|A0A8D2B5S1_SCIVU
OG0010714	sp|A0A0U1RQS6|TM275_HUMAN	tr|A0A8D2CPC2|A0A8D2CPC2_SCIVU
OG0010715	sp|A1L4K1|FSD2_HUMAN	tr|A0A8D2B6F5|A0A8D2B6F5_SCIVU
OG0010716	sp|A6NCL2|LRCL1_HUMAN	tr|A0A8D2CQ14|A0A8D2CQ14_SCIVU
OG0010717	sp|A6NDB9|PALM3_HUMAN	tr|A0A8D2E1N1|A0A8D2E1N1_SCIVU
OG0010718	sp|A6NFE3|EFC10_HUMAN	tr|A0A8D2DWW5|A0A8D2DWW5_SCIVU
OG0010719	sp|A6NGY3|CE052_HUMAN	tr|A0A8D2BAJ8|A0A8D2BAJ8_SCIVU
OG0010720	sp|A6NMA1|TR5OS_HUMAN	tr|A0A8D2CZA3|A0A8D2CZA3_SCIVU
OG0010721	sp|O15235|RT12_HUMAN	tr|A0A8D2DZG6|A0A8D2DZG6_SCIVU
OG0010722	sp|O43303|CP110_HUMAN	tr|A0A8D2JRY0|A0A8D2JRY0_SCIVU
OG0010723	sp|O43924|PDE6D_HUMAN	tr|A0A8D2D077|A0A8D2D077_SCIVU
OG0010724	sp|O75715|GPX5_HUMAN	tr|A0A8D2CX61|A0A8D2CX61_SCIVU
OG0010725	sp|O75752|B3GL1_HUMAN	tr|A0A8D2JIF7|A0A8D2JIF7_SCIVU
OG0010726	sp|P00540|MOS_HUMAN	tr|A0A8D2BEZ6|A0A8D2BEZ6_SCIVU
OG0010728	sp|P11308|ERG_HUMAN	tr|A0A8D2DGJ0|A0A8D2DGJ0_SCIVU
OG0010729	sp|P31274|HXC9_HUMAN	tr|A0A8D2DZG2|A0A8D2DZG2_SCIVU
OG0010730	sp|P35557|HXK4_HUMAN	tr|A0A8D2AZA4|A0A8D2AZA4_SCIVU
OG0010731	sp|P43686|PRS6B_HUMAN	tr|A0A8D2JTJ5|A0A8D2JTJ5_SCIVU
OG0010733	sp|P60852|ZP1_HUMAN	tr|A0A8D2BAW7|A0A8D2BAW7_SCIVU
OG0010734	sp|P63252|KCNJ2_HUMAN	tr|A0A8D2B7G6|A0A8D2B7G6_SCIVU
OG0010735	sp|P78325|ADAM8_HUMAN	tr|A0A8D2JMX8|A0A8D2JMX8_SCIVU
OG0010736	sp|P99999|CYC_HUMAN	tr|A0A8D2DSV0|A0A8D2DSV0_SCIVU
OG0010737	sp|Q00796|DHSO_HUMAN	tr|A0A8D2CJH0|A0A8D2CJH0_SCIVU
OG0010738	sp|Q14061|COX17_HUMAN	tr|A0A8D2CWF4|A0A8D2CWF4_SCIVU
OG0010739	sp|Q14515|SPRL1_HUMAN	tr|A0A8D2JLC9|A0A8D2JLC9_SCIVU
OG0010740	sp|Q16647|PTGIS_HUMAN	tr|A0A8D2ATD2|A0A8D2ATD2_SCIVU
OG0010741	sp|Q56A73|SPIN4_HUMAN	tr|A0A8D2DRL8|A0A8D2DRL8_SCIVU
OG0010742	sp|Q5GH72|XKR7_HUMAN	tr|A0A8D2AKB9|A0A8D2AKB9_SCIVU
OG0010743	sp|Q5T292|TM273_HUMAN	tr|A0A8D2ALS6|A0A8D2ALS6_SCIVU
OG0010744	sp|Q5T5P2|SKT_HUMAN	tr|A0A8D2D9H0|A0A8D2D9H0_SCIVU
OG0010745	sp|Q5TCS8|KAD9_HUMAN	tr|A0A8D2D214|A0A8D2D214_SCIVU
OG0010746	sp|Q5VU57|CBPC6_HUMAN	tr|A0A8D2CY58|A0A8D2CY58_SCIVU
OG0010747	sp|Q6IPR1|ETFR1_HUMAN	tr|A0A8D2CX66|A0A8D2CX66_SCIVU
OG0010748	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A8D2DEC1|A0A8D2DEC1_SCIVU
OG0010749	sp|Q6UXB0|F131A_HUMAN	tr|A0A8D2CWA8|A0A8D2CWA8_SCIVU
OG0010750	sp|Q6ZU67|BEND4_HUMAN	tr|A0A8D2JT74|A0A8D2JT74_SCIVU
OG0010751	sp|Q86SJ2|AMGO2_HUMAN	tr|A0A8D2B2X3|A0A8D2B2X3_SCIVU
OG0010752	sp|Q86UW8|HPLN4_HUMAN	tr|A0A8D2JN17|A0A8D2JN17_SCIVU
OG0010753	sp|Q86WR0|CCD25_HUMAN	tr|A0A8D2AJ75|A0A8D2AJ75_SCIVU
OG0010754	sp|Q86XI6|PPR3B_HUMAN	tr|A0A8D2D5Q4|A0A8D2D5Q4_SCIVU
OG0010755	sp|Q8IUX1|T126B_HUMAN	tr|A0A8D2DH71|A0A8D2DH71_SCIVU
OG0010756	sp|Q8IW41|MAPK5_HUMAN	tr|A0A8D2CNB2|A0A8D2CNB2_SCIVU
OG0010757	sp|Q8IWR1|TRI59_HUMAN	tr|A0A8D2CX00|A0A8D2CX00_SCIVU
OG0010758	sp|Q8IZF7|AGRF2_HUMAN	tr|A0A8D2CUL7|A0A8D2CUL7_SCIVU
OG0010759	sp|Q8N3D4|EH1L1_HUMAN	tr|A0A8D2B7P7|A0A8D2B7P7_SCIVU
OG0010760	sp|Q8N488|RYBP_HUMAN	tr|A0A8D2BAI5|A0A8D2BAI5_SCIVU
OG0010761	sp|Q8NFM4|ADCY4_HUMAN	tr|A0A8D2AW50|A0A8D2AW50_SCIVU
OG0010762	sp|Q8TDF6|GRP4_HUMAN	tr|A0A8D2JRA1|A0A8D2JRA1_SCIVU
OG0010763	sp|Q8WUT4|LRRN4_HUMAN	tr|A0A8D2AU41|A0A8D2AU41_SCIVU
OG0010764	sp|Q96JX3|SRAC1_HUMAN	tr|A0A8D2JNC3|A0A8D2JNC3_SCIVU
OG0010765	sp|Q96KR1|ZFR_HUMAN	tr|A0A8D2BC47|A0A8D2BC47_SCIVU
OG0010766	sp|Q96NL6|SCLT1_HUMAN	tr|A0A8D2AWV8|A0A8D2AWV8_SCIVU
OG0010767	sp|Q99873|ANM1_HUMAN	tr|A0A8D2DPI9|A0A8D2DPI9_SCIVU
OG0010768	sp|Q9BPV8|P2Y13_HUMAN	tr|A0A8D2B384|A0A8D2B384_SCIVU
OG0010769	sp|Q9BYS8|LRRC2_HUMAN	tr|A0A8D2DUA5|A0A8D2DUA5_SCIVU
OG0010770	sp|Q9H114|CSTL1_HUMAN	tr|A0A8D2ABY8|A0A8D2ABY8_SCIVU
OG0010771	sp|Q9H299|SH3L3_HUMAN	tr|A0A8D2ATN8|A0A8D2ATN8_SCIVU
OG0010772	sp|Q9HD34|LYRM4_HUMAN	tr|A0A8D2BC36|A0A8D2BC36_SCIVU
OG0010773	sp|Q9NTQ9|CXB4_HUMAN	tr|A0A8D2AKU4|A0A8D2AKU4_SCIVU
OG0010774	sp|Q9NUQ6|SPS2L_HUMAN	tr|A0A8D2AT93|A0A8D2AT93_SCIVU
OG0010775	sp|Q9NUQ9|CYRIB_HUMAN	tr|A0A8D2CYQ2|A0A8D2CYQ2_SCIVU
OG0010776	sp|Q9NVM4|ANM7_HUMAN	tr|A0A8D2DE33|A0A8D2DE33_SCIVU
OG0010777	sp|Q9NZC7|WWOX_HUMAN	tr|A0A8D2JLE3|A0A8D2JLE3_SCIVU
OG0010778	sp|Q9P0K9|FRS1L_HUMAN	tr|A0A8D2D1K8|A0A8D2D1K8_SCIVU
OG0010779	sp|Q9Y2H2|SAC2_HUMAN	tr|A0A8D2AKT9|A0A8D2AKT9_SCIVU
OG0010780	sp|Q9Y697|NFS1_HUMAN	tr|A0A8D2D1I5|A0A8D2D1I5_SCIVU
OG0010781	sp|A6NEK1|ARRD5_HUMAN	tr|A0A8D2DJY7|A0A8D2DJY7_SCIVU
OG0010782	sp|B1ATL7|PRR32_HUMAN	tr|A0A8D2B9I4|A0A8D2B9I4_SCIVU
OG0010783	sp|D6RGH6|MCIN_HUMAN	tr|A0A8D2B4L1|A0A8D2B4L1_SCIVU
OG0010784	sp|O00186|STXB3_HUMAN	tr|A0A8D2AW19|A0A8D2AW19_SCIVU
OG0010785	sp|O14523|C2C2L_HUMAN	tr|A0A8D2D582|A0A8D2D582_SCIVU
OG0010786	sp|O15160|RPAC1_HUMAN	tr|A0A8D2B146|A0A8D2B146_SCIVU
OG0010787	sp|O60610|DIAP1_HUMAN	tr|A0A8D2D897|A0A8D2D897_SCIVU
OG0010788	sp|O95292|VAPB_HUMAN	tr|A0A8D2AI27|A0A8D2AI27_SCIVU
OG0010789	sp|O95741|CPNE6_HUMAN	tr|A0A8D2CKH4|A0A8D2CKH4_SCIVU
OG0010790	sp|O95825|QORL1_HUMAN	tr|A0A8D2JS24|A0A8D2JS24_SCIVU
OG0010791	sp|O95971|BY55_HUMAN	tr|A0A8D2AYZ5|A0A8D2AYZ5_SCIVU
OG0010792	sp|P01127|PDGFB_HUMAN	tr|A0A8D2D6A9|A0A8D2D6A9_SCIVU
OG0010793	sp|P04066|FUCO_HUMAN	tr|A0A8D2ADR5|A0A8D2ADR5_SCIVU
OG0010794	sp|P05155|IC1_HUMAN	tr|A0A8D2D6B1|A0A8D2D6B1_SCIVU
OG0010795	sp|P05186|PPBT_HUMAN	tr|A0A8D2AU73|A0A8D2AU73_SCIVU
OG0010796	sp|P23511|NFYA_HUMAN	tr|A0A8D2CWJ2|A0A8D2CWJ2_SCIVU
OG0010797	sp|P24666|PPAC_HUMAN	tr|A0A8D2JSA8|A0A8D2JSA8_SCIVU
OG0010798	sp|P29375|KDM5A_HUMAN	tr|A0A8D2DR87|A0A8D2DR87_SCIVU
OG0010799	sp|P48995|TRPC1_HUMAN	tr|A0A8D2B8M5|A0A8D2B8M5_SCIVU
OG0010800	sp|P60468|SC61B_HUMAN	tr|A0A8D2DMJ8|A0A8D2DMJ8_SCIVU
OG0010801	sp|P83881|RL36A_HUMAN	tr|A0A8D2B488|A0A8D2B488_SCIVU
OG0010802	sp|Q0D2K2|KLH30_HUMAN	tr|A0A8D2DU40|A0A8D2DU40_SCIVU
OG0010803	sp|Q13505|MTX1_HUMAN	tr|A0A8D2DEW4|A0A8D2DEW4_SCIVU
OG0010804	sp|Q16690|DUS5_HUMAN	tr|A0A8D2AH93|A0A8D2AH93_SCIVU
OG0010805	sp|Q17R60|IMPG1_HUMAN	tr|A0A8D2B6N5|A0A8D2B6N5_SCIVU
OG0010806	sp|Q18PE1|DOK7_HUMAN	tr|A0A8D2CYL2|A0A8D2CYL2_SCIVU
OG0010807	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A8D2DCI3|A0A8D2DCI3_SCIVU
OG0010808	sp|Q3B726|RPA43_HUMAN	tr|A0A8D2CZE0|A0A8D2CZE0_SCIVU
OG0010810	sp|Q5JPH6|SYEM_HUMAN	tr|A0A8D2E2G1|A0A8D2E2G1_SCIVU
OG0010811	sp|Q86SE5|RALYL_HUMAN	tr|A0A8D2AT62|A0A8D2AT62_SCIVU
OG0010812	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A8D2JEQ2|A0A8D2JEQ2_SCIVU
OG0010813	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A8D2BEL4|A0A8D2BEL4_SCIVU
OG0010814	sp|Q8N1F8|S11IP_HUMAN	tr|A0A8D2DDV3|A0A8D2DDV3_SCIVU
OG0010815	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A8D2D061|A0A8D2D061_SCIVU
OG0010816	sp|Q8N8Q8|COX18_HUMAN	tr|A0A8D2DFV4|A0A8D2DFV4_SCIVU
OG0010817	sp|Q8N8R3|MCATL_HUMAN	tr|A0A8D2AG74|A0A8D2AG74_SCIVU
OG0010818	sp|Q8TBP5|F174A_HUMAN	tr|A0A8D2DHA5|A0A8D2DHA5_SCIVU
OG0010819	sp|Q8TET4|GANC_HUMAN	tr|A0A8D2AQX2|A0A8D2AQX2_SCIVU
OG0010820	sp|Q92506|DHB8_HUMAN	tr|A0A8D2ATT5|A0A8D2ATT5_SCIVU
OG0010821	sp|Q92633|LPAR1_HUMAN	tr|A0A8D2D7J0|A0A8D2D7J0_SCIVU
OG0010822	sp|Q96A37|RN166_HUMAN	tr|A0A8D2DYN7|A0A8D2DYN7_SCIVU
OG0010823	sp|Q96AP0|ACD_HUMAN	tr|A0A8D2DN83|A0A8D2DN83_SCIVU
OG0010824	sp|Q96CS2|HAUS1_HUMAN	tr|A0A8D2D863|A0A8D2D863_SCIVU
OG0010825	sp|Q96M63|ODAD1_HUMAN	tr|A0A8D2DAI8|A0A8D2DAI8_SCIVU
OG0010826	sp|Q96QE5|TEFM_HUMAN	tr|A0A8D2D8F5|A0A8D2D8F5_SCIVU
OG0010827	sp|Q96QF0|RAB3I_HUMAN	tr|A0A8D2D7R7|A0A8D2D7R7_SCIVU
OG0010828	sp|Q96SL8|FIZ1_HUMAN	tr|A0A8D2JS16|A0A8D2JS16_SCIVU
OG0010829	sp|Q99607|ELF4_HUMAN	tr|A0A8D2DD45|A0A8D2DD45_SCIVU
OG0010830	sp|Q99677|LPAR4_HUMAN	tr|A0A8D2CSH9|A0A8D2CSH9_SCIVU
OG0010831	sp|Q99697|PITX2_HUMAN	tr|A0A8D2E595|A0A8D2E595_SCIVU
OG0010832	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A8D2JN26|A0A8D2JN26_SCIVU
OG0010833	sp|Q9BTD3|TM121_HUMAN	tr|A0A8D2B316|A0A8D2B316_SCIVU
OG0010834	sp|Q9BZ72|PITM2_HUMAN	tr|A0A8D2D5S8|A0A8D2D5S8_SCIVU
OG0010835	sp|Q9C029|TRIM7_HUMAN	tr|A0A8D2AUF3|A0A8D2AUF3_SCIVU
OG0010836	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A8D2DSR2|A0A8D2DSR2_SCIVU
OG0010837	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A8D2CJU6|A0A8D2CJU6_SCIVU
OG0010838	sp|Q9HCU5|PREB_HUMAN	tr|A0A8D2D6K4|A0A8D2D6K4_SCIVU
OG0010839	sp|Q9HDD0|PLAT1_HUMAN	tr|A0A8D2B122|A0A8D2B122_SCIVU
OG0010840	sp|Q9NP79|VTA1_HUMAN	tr|A0A8D2JP28|A0A8D2JP28_SCIVU
OG0010841	sp|Q9UBK9|UXT_HUMAN	tr|A0A8D2B9D5|A0A8D2B9D5_SCIVU
OG0010842	sp|Q9Y227|ENTP4_HUMAN	tr|A0A8D2AQY9|A0A8D2AQY9_SCIVU
OG0010843	sp|Q9Y5B8|NDK7_HUMAN	tr|A0A8D2DWJ8|A0A8D2DWJ8_SCIVU
OG0010844	sp|A8MTI9|PRS47_HUMAN	tr|A0A8D2D182|A0A8D2D182_SCIVU
OG0010845	sp|O14990|IPP2C_HUMAN	tr|A0A8D2D5G8|A0A8D2D5G8_SCIVU
OG0010846	sp|O60636|TSN2_HUMAN	tr|A0A8D2AMF9|A0A8D2AMF9_SCIVU
OG0010847	sp|O60896|RAMP3_HUMAN	tr|A0A8D2BAX6|A0A8D2BAX6_SCIVU
OG0010848	sp|O76050|NEUL1_HUMAN	tr|A0A8D2AM61|A0A8D2AM61_SCIVU
OG0010849	sp|O95382|M3K6_HUMAN	tr|A0A8D2ANZ6|A0A8D2ANZ6_SCIVU
OG0010850	sp|P00748|FA12_HUMAN	tr|A0A8D2B830|A0A8D2B830_SCIVU
OG0010851	sp|P01591|IGJ_HUMAN	tr|A0A8D2DLQ8|A0A8D2DLQ8_SCIVU
OG0010852	sp|P02795|MT2_HUMAN	tr|A0A8D2DVC3|A0A8D2DVC3_SCIVU
OG0010853	sp|P04054|PA21B_HUMAN	tr|A0A8D2B6R8|A0A8D2B6R8_SCIVU
OG0010854	sp|P12110|CO6A2_HUMAN	tr|A0A8D2DIG4|A0A8D2DIG4_SCIVU
OG0010855	sp|P16066|ANPRA_HUMAN	tr|A0A8D2CQZ5|A0A8D2CQZ5_SCIVU
OG0010856	sp|P21941|MATN1_HUMAN	tr|A0A8D2D8K2|A0A8D2D8K2_SCIVU
OG0010857	sp|P25942|TNR5_HUMAN	tr|A0A8D2AL49|A0A8D2AL49_SCIVU
OG0010858	sp|P28300|LYOX_HUMAN	tr|A0A8D2CLM0|A0A8D2CLM0_SCIVU
OG0010859	sp|P30279|CCND2_HUMAN	tr|A0A8D2BAB4|A0A8D2BAB4_SCIVU
OG0010860	sp|P35240|MERL_HUMAN	tr|A0A8D2DCZ3|A0A8D2DCZ3_SCIVU
OG0010861	sp|P52732|KIF11_HUMAN	tr|A0A8D2ALI1|A0A8D2ALI1_SCIVU
OG0010862	sp|P54274|TERF1_HUMAN	tr|A0A8D2AKM5|A0A8D2AKM5_SCIVU
OG0010863	sp|P83436|COG7_HUMAN	tr|A0A8D2E0R7|A0A8D2E0R7_SCIVU
OG0010864	sp|Q01543|FLI1_HUMAN	tr|A0A8D2DNQ2|A0A8D2DNQ2_SCIVU
OG0010865	sp|Q15061|WDR43_HUMAN	tr|A0A8D2DYX5|A0A8D2DYX5_SCIVU
OG0010866	sp|Q15392|DHC24_HUMAN	tr|A0A8D2AKS1|A0A8D2AKS1_SCIVU
OG0010867	sp|Q15397|PUM3_HUMAN	tr|A0A8D2DWS9|A0A8D2DWS9_SCIVU
OG0010868	sp|Q15434|RBMS2_HUMAN	tr|A0A8D2B8F7|A0A8D2B8F7_SCIVU
OG0010869	sp|Q15573|TAF1A_HUMAN	tr|A0A8D2DDU7|A0A8D2DDU7_SCIVU
OG0010870	sp|Q15714|T22D1_HUMAN	tr|A0A8D2AM60|A0A8D2AM60_SCIVU
OG0010871	sp|Q5JVX7|CA141_HUMAN	tr|A0A8D2D033|A0A8D2D033_SCIVU
OG0010872	sp|Q5T6X4|F162B_HUMAN	tr|A0A8D2B641|A0A8D2B641_SCIVU
OG0010873	sp|Q63HR2|TNS2_HUMAN	tr|A0A8D2DUL9|A0A8D2DUL9_SCIVU
OG0010874	sp|Q6JVE6|LCN10_HUMAN	tr|A0A8D2JT32|A0A8D2JT32_SCIVU
OG0010875	sp|Q6P179|ERAP2_HUMAN	tr|A0A8D2AVG2|A0A8D2AVG2_SCIVU
OG0010876	sp|Q6ZNA4|RN111_HUMAN	tr|A0A8D2CVD1|A0A8D2CVD1_SCIVU
OG0010877	sp|Q6ZR85|CQ107_HUMAN	tr|A0A8D2CTH5|A0A8D2CTH5_SCIVU
OG0010878	sp|Q6ZTW0|TPGS1_HUMAN	tr|A0A8D2DYC2|A0A8D2DYC2_SCIVU
OG0010879	sp|Q7Z304|MAMC2_HUMAN	tr|A0A8D2DPF7|A0A8D2DPF7_SCIVU
