Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0012494	sp|Q9NWV8|BABA1_HUMAN	tr|A0A340XLR0|A0A340XLR0_LIPVE
OG0012495	sp|Q9NXH8|TOR4A_HUMAN	tr|A0A340XBU7|A0A340XBU7_LIPVE
OG0012496	sp|Q9NY30|BTG4_HUMAN	tr|A0A340XTY3|A0A340XTY3_LIPVE
OG0012497	sp|Q9UGQ3|GTR6_HUMAN	tr|A0A340WZS5|A0A340WZS5_LIPVE
OG0012498	sp|Q9UH99|SUN2_HUMAN	tr|A0A340X2A6|A0A340X2A6_LIPVE
OG0012499	sp|Q9UL16|CFA45_HUMAN	tr|A0A340XIV4|A0A340XIV4_LIPVE
OG0012500	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A340Y8I4|A0A340Y8I4_LIPVE
OG0012501	sp|Q9Y2A9|B3GN3_HUMAN	tr|A0A340XQ08|A0A340XQ08_LIPVE
OG0012502	sp|A6ND01|JUNO_HUMAN	tr|A0A340WLY7|A0A340WLY7_LIPVE
OG0012503	sp|A6NEE1|PLHD1_HUMAN	tr|A0A340WYP7|A0A340WYP7_LIPVE
OG0012504	sp|O00626|CCL22_HUMAN	tr|A0A340Y7I5|A0A340Y7I5_LIPVE
OG0012505	sp|O43895|XPP2_HUMAN	tr|A0A340WP42|A0A340WP42_LIPVE
OG0012506	sp|O60806|TBX19_HUMAN	tr|A0A340XG19|A0A340XG19_LIPVE
OG0012507	sp|O76076|CCN5_HUMAN	tr|A0A340XZW2|A0A340XZW2_LIPVE
OG0012508	sp|O94761|RECQ4_HUMAN	tr|A0A340XZF4|A0A340XZF4_LIPVE
OG0012509	sp|P04921|GLPC_HUMAN	tr|A0A340XPW4|A0A340XPW4_LIPVE
OG0012510	sp|P08582|TRFM_HUMAN	tr|A0A340XX34|A0A340XX34_LIPVE
OG0012511	sp|P09496|CLCA_HUMAN	tr|A0A340XAK6|A0A340XAK6_LIPVE
OG0012512	sp|P20366|TKN1_HUMAN	tr|A0A340WPY2|A0A340WPY2_LIPVE
OG0012513	sp|P29466|CASP1_HUMAN	tr|A0A340XKH9|A0A340XKH9_LIPVE
OG0012514	sp|P31249|HXD3_HUMAN	tr|A0A340WU69|A0A340WU69_LIPVE
OG0012515	sp|P37275|ZEB1_HUMAN	tr|A0A340YHA5|A0A340YHA5_LIPVE
OG0012516	sp|P41002|CCNF_HUMAN	tr|A0A340X106|A0A340X106_LIPVE
OG0012517	sp|P47900|P2RY1_HUMAN	tr|A0A340WND2|A0A340WND2_LIPVE
OG0012518	sp|P61160|ARP2_HUMAN	tr|A0A340XYB0|A0A340XYB0_LIPVE
OG0012519	sp|P62380|TBPL1_HUMAN	tr|A0A340WVK3|A0A340WVK3_LIPVE
OG0012520	sp|P78509|RELN_HUMAN	tr|A0A340Y6J8|A0A340Y6J8_LIPVE
OG0012521	sp|Q02779|M3K10_HUMAN	tr|A0A340XHH9|A0A340XHH9_LIPVE
OG0012522	sp|Q05519|SRS11_HUMAN	tr|A0A340YGY9|A0A340YGY9_LIPVE
OG0012523	sp|Q12796|PNRC1_HUMAN	tr|A0A340Y4A3|A0A340Y4A3_LIPVE
OG0012524	sp|Q13049|TRI32_HUMAN	tr|A0A340WM48|A0A340WM48_LIPVE
OG0012525	sp|Q14774|HLX_HUMAN	tr|A0A340XYH4|A0A340XYH4_LIPVE
OG0012526	sp|Q4L180|FIL1L_HUMAN	tr|A0A340X2C0|A0A340X2C0_LIPVE
OG0012527	sp|Q53HC0|CCD92_HUMAN	tr|A0A340WGJ2|A0A340WGJ2_LIPVE
OG0012528	sp|Q5H9S7|DCA17_HUMAN	tr|A0A340WGZ8|A0A340WGZ8_LIPVE
OG0012529	sp|Q674X7|KAZRN_HUMAN	tr|A0A340XJ90|A0A340XJ90_LIPVE
OG0012530	sp|Q6ICC9|RTL6_HUMAN	tr|A0A340WY43|A0A340WY43_LIPVE
OG0012531	sp|Q6P2Q9|PRP8_HUMAN	tr|A0A340WYY7|A0A340WYY7_LIPVE
OG0012532	sp|Q6ZVX7|FBX50_HUMAN	tr|A0A340XZW5|A0A340XZW5_LIPVE
OG0012533	sp|Q7Z2E3|APTX_HUMAN	tr|A0A340Y0I5|A0A340Y0I5_LIPVE
OG0012534	sp|Q86U28|ISCA2_HUMAN	tr|A0A340XL98|A0A340XL98_LIPVE
OG0012535	sp|Q86YA3|ZGRF1_HUMAN	tr|A0A340X718|A0A340X718_LIPVE
OG0012536	sp|Q8IV03|LUR1L_HUMAN	tr|A0A340Y238|A0A340Y238_LIPVE
OG0012537	sp|Q8IWF2|FXRD2_HUMAN	tr|A0A340WBC3|A0A340WBC3_LIPVE
OG0012538	sp|Q8IWI9|MGAP_HUMAN	tr|A0A340XLX2|A0A340XLX2_LIPVE
OG0012539	sp|Q8IZP0|ABI1_HUMAN	tr|A0A340YCM9|A0A340YCM9_LIPVE
OG0012540	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A340WKS0|A0A340WKS0_LIPVE
OG0012541	sp|Q8N697|S15A4_HUMAN	tr|A0A340X1Q1|A0A340X1Q1_LIPVE
OG0012542	sp|Q8NBZ7|UXS1_HUMAN	tr|A0A340X9Y9|A0A340X9Y9_LIPVE
OG0012543	sp|Q93100|KPBB_HUMAN	tr|A0A340WSW6|A0A340WSW6_LIPVE
OG0012544	sp|Q96JC1|VPS39_HUMAN	tr|A0A340XMG7|A0A340XMG7_LIPVE
OG0012545	sp|Q9BYB4|GNB1L_HUMAN	tr|A0A340XF54|A0A340XF54_LIPVE
OG0012546	sp|Q9H293|IL25_HUMAN	tr|A0A340WPR4|A0A340WPR4_LIPVE
OG0012547	sp|Q9H693|CP095_HUMAN	tr|A0A340Y5K2|A0A340Y5K2_LIPVE
OG0012548	sp|Q9HB20|PKHA3_HUMAN	tr|A0A340WMN0|A0A340WMN0_LIPVE
OG0012549	sp|Q9HBM1|SPC25_HUMAN	tr|A0A340WUL1|A0A340WUL1_LIPVE
OG0012550	sp|Q9HBZ2|ARNT2_HUMAN	tr|A0A340WJ29|A0A340WJ29_LIPVE
OG0012551	sp|Q9HCY8|S10AE_HUMAN	tr|A0A340XW62|A0A340XW62_LIPVE
OG0012552	sp|Q9NPA2|MMP25_HUMAN	tr|A0A340WWZ7|A0A340WWZ7_LIPVE
OG0012553	sp|Q9NVT9|ARMC1_HUMAN	tr|A0A340WN69|A0A340WN69_LIPVE
OG0012554	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A340WVH2|A0A340WVH2_LIPVE
OG0012555	sp|Q9UH03|SEPT3_HUMAN	tr|A0A340X420|A0A340X420_LIPVE
OG0012556	sp|Q9UI30|TR112_HUMAN	tr|A0A340XSR6|A0A340XSR6_LIPVE
OG0012557	sp|Q9UJ55|MAGL2_HUMAN	tr|A0A340XKZ8|A0A340XKZ8_LIPVE
OG0012558	sp|Q9UJX2|CDC23_HUMAN	tr|A0A340XJ78|A0A340XJ78_LIPVE
OG0012559	sp|Q9Y5W3|KLF2_HUMAN	tr|A0A340XPW6|A0A340XPW6_LIPVE
OG0012560	sp|E5RG02|PRS46_HUMAN	tr|A0A340Y9J5|A0A340Y9J5_LIPVE
OG0012561	sp|O15212|PFD6_HUMAN	tr|A0A340Y138|A0A340Y138_LIPVE
OG0012562	sp|O60755|GALR3_HUMAN	tr|A0A340X4N4|A0A340X4N4_LIPVE
OG0012563	sp|O96011|PX11B_HUMAN	tr|A0A340XK42|A0A340XK42_LIPVE
OG0012564	sp|P12694|ODBA_HUMAN	tr|A0A340XB63|A0A340XB63_LIPVE
OG0012565	sp|P12757|SKIL_HUMAN	tr|A0A340XX43|A0A340XX43_LIPVE
OG0012566	sp|P14616|INSRR_HUMAN	tr|A0A340XFX3|A0A340XFX3_LIPVE
OG0012567	sp|P23677|IP3KA_HUMAN	tr|A0A340XLR2|A0A340XLR2_LIPVE
OG0012568	sp|P25774|CATS_HUMAN	tr|A0A340XJK2|A0A340XJK2_LIPVE
OG0012569	sp|P27930|IL1R2_HUMAN	tr|A0A340XC79|A0A340XC79_LIPVE
OG0012570	sp|P28676|GRAN_HUMAN	tr|A0A340XTE1|A0A340XTE1_LIPVE
OG0012571	sp|P41146|OPRX_HUMAN	tr|A0A340XQ15|A0A340XQ15_LIPVE
OG0012572	sp|Q05BQ5|MBTD1_HUMAN	tr|A0A340WC44|A0A340WC44_LIPVE
OG0012573	sp|Q05D60|DEUP1_HUMAN	tr|A0A340WJF4|A0A340WJF4_LIPVE
OG0012574	sp|Q12947|FOXF2_HUMAN	tr|A0A340WRN7|A0A340WRN7_LIPVE
OG0012575	sp|Q13887|KLF5_HUMAN	tr|A0A340WEV8|A0A340WEV8_LIPVE
OG0012576	sp|Q5T5X7|BEND3_HUMAN	tr|A0A340WJY9|A0A340WJY9_LIPVE
OG0012577	sp|Q5VVQ6|OTU1_HUMAN	tr|A0A340YFH7|A0A340YFH7_LIPVE
OG0012578	sp|Q6P280|ZN529_HUMAN	tr|A0A340YFG5|A0A340YFG5_LIPVE
OG0012579	sp|Q6PI97|HOATZ_HUMAN	tr|A0A340XWY7|A0A340XWY7_LIPVE
OG0012580	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A340YCS8|A0A340YCS8_LIPVE
OG0012581	sp|Q6ZUJ4|CC062_HUMAN	tr|A0A340WGV6|A0A340WGV6_LIPVE
OG0012582	sp|Q7L2Z9|CENPQ_HUMAN	tr|A0A340WSW4|A0A340WSW4_LIPVE
OG0012583	sp|Q7LBC6|KDM3B_HUMAN	tr|A0A340XMU7|A0A340XMU7_LIPVE
OG0012584	sp|Q7RTY0|MOT13_HUMAN	tr|A0A340XFJ6|A0A340XFJ6_LIPVE
OG0012585	sp|Q7Z2Q7|LRR70_HUMAN	tr|A0A340WVX3|A0A340WVX3_LIPVE
OG0012586	sp|Q7Z570|Z804A_HUMAN	tr|A0A340YKC3|A0A340YKC3_LIPVE
OG0012587	sp|Q86X29|LSR_HUMAN	tr|A0A340YBF7|A0A340YBF7_LIPVE
OG0012588	sp|Q8IYT8|ULK2_HUMAN	tr|A0A340XMX4|A0A340XMX4_LIPVE
OG0012589	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A340XAM6|A0A340XAM6_LIPVE
OG0012590	sp|Q8N4K4|RPRML_HUMAN	tr|A0A340XYJ8|A0A340XYJ8_LIPVE
OG0012591	sp|Q8N7W2|BEND7_HUMAN	tr|A0A340XHM2|A0A340XHM2_LIPVE
OG0012592	sp|Q8NDZ4|DIK2A_HUMAN	tr|A0A340WIR3|A0A340WIR3_LIPVE
OG0012593	sp|Q8NG41|NPB_HUMAN	tr|A0A340XTL7|A0A340XTL7_LIPVE
OG0012594	sp|Q8TCT0|CERK1_HUMAN	tr|A0A340WXS1|A0A340WXS1_LIPVE
OG0012595	sp|Q8TDM6|DLG5_HUMAN	tr|A0A340XSJ3|A0A340XSJ3_LIPVE
OG0012596	sp|Q8WUI4|HDAC7_HUMAN	tr|A0A340XUQ7|A0A340XUQ7_LIPVE
OG0012597	sp|Q92786|PROX1_HUMAN	tr|A0A340WPA7|A0A340WPA7_LIPVE
OG0012598	sp|Q96DA0|ZG16B_HUMAN	tr|A0A340YI98|A0A340YI98_LIPVE
OG0012599	sp|Q96FA7|ZB10P_HUMAN	tr|A0A340YBX1|A0A340YBX1_LIPVE
OG0012600	sp|Q96JG6|VPS50_HUMAN	tr|A0A340YEH0|A0A340YEH0_LIPVE
OG0012601	sp|Q96M96|FGD4_HUMAN	tr|A0A340WTK4|A0A340WTK4_LIPVE
OG0012602	sp|Q96MG2|JSPR1_HUMAN	tr|A0A340XG15|A0A340XG15_LIPVE
OG0012603	sp|Q99496|RING2_HUMAN	tr|A0A340WWH7|A0A340WWH7_LIPVE
OG0012604	sp|Q9BY76|ANGL4_HUMAN	tr|A0A340XN24|A0A340XN24_LIPVE
OG0012605	sp|Q9H400|LIME1_HUMAN	tr|A0A340XQ63|A0A340XQ63_LIPVE
OG0012606	sp|Q9H6R7|WDCP_HUMAN	tr|A0A340X2J8|A0A340X2J8_LIPVE
OG0012607	sp|Q9H6X5|CS044_HUMAN	tr|A0A340XI13|A0A340XI13_LIPVE
OG0012608	sp|Q9HB03|ELOV3_HUMAN	tr|A0A340YG74|A0A340YG74_LIPVE
OG0012609	sp|Q9NQ25|SLAF7_HUMAN	tr|A0A340Y0N6|A0A340Y0N6_LIPVE
OG0012610	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A340X0E8|A0A340X0E8_LIPVE
OG0012611	sp|Q9NV58|RN19A_HUMAN	tr|A0A340Y2Z9|A0A340Y2Z9_LIPVE
OG0012612	sp|Q9NVH0|EXD2_HUMAN	tr|A0A340WYQ2|A0A340WYQ2_LIPVE
OG0012613	sp|Q9NWW0|HPIP_HUMAN	tr|A0A340X341|A0A340X341_LIPVE
OG0012614	sp|Q9NX14|NDUBB_HUMAN	tr|A0A340WTJ3|A0A340WTJ3_LIPVE
OG0012615	sp|Q9NXC5|MIO_HUMAN	tr|A0A340WTF2|A0A340WTF2_LIPVE
OG0012616	sp|Q9UGJ1|GCP4_HUMAN	tr|A0A340Y798|A0A340Y798_LIPVE
OG0012617	sp|Q9UKT4|FBX5_HUMAN	tr|A0A340XIE4|A0A340XIE4_LIPVE
OG0012618	sp|Q9Y255|PRLD1_HUMAN	tr|A0A340XSH4|A0A340XSH4_LIPVE
OG0012619	sp|Q9Y608|LRRF2_HUMAN	tr|A0A340XN17|A0A340XN17_LIPVE
OG0012620	sp|Q9Y613|FHOD1_HUMAN	tr|A0A340XE82|A0A340XE82_LIPVE
OG0012621	sp|O14672|ADA10_HUMAN	tr|A0A340XIW2|A0A340XIW2_LIPVE
OG0012622	sp|O14907|TX1B3_HUMAN	tr|A0A340X2S5|A0A340X2S5_LIPVE
OG0012623	sp|O43511|S26A4_HUMAN	tr|A0A340X1H0|A0A340X1H0_LIPVE
OG0012624	sp|O95789|ZMYM6_HUMAN	tr|A0A340WWZ3|A0A340WWZ3_LIPVE
OG0012625	sp|P04183|KITH_HUMAN	tr|A0A340XSW0|A0A340XSW0_LIPVE
OG0012626	sp|P04217|A1BG_HUMAN	tr|A0A340XEE1|A0A340XEE1_LIPVE
OG0012627	sp|P08151|GLI1_HUMAN	tr|A0A340Y384|A0A340Y384_LIPVE
OG0012628	sp|P0CG21|NHLC4_HUMAN	tr|A0A340X3L7|A0A340X3L7_LIPVE
OG0012629	sp|P19623|SPEE_HUMAN	tr|A0A340XPF2|A0A340XPF2_LIPVE
OG0012630	sp|P29377|S100G_HUMAN	tr|A0A340X6H5|A0A340X6H5_LIPVE
OG0012631	sp|P30531|SC6A1_HUMAN	tr|A0A340X1A1|A0A340X1A1_LIPVE
OG0012632	sp|P31785|IL2RG_HUMAN	tr|A0A340YCK7|A0A340YCK7_LIPVE
OG0012633	sp|P45973|CBX5_HUMAN	tr|A0A340Y2E2|A0A340Y2E2_LIPVE
OG0012634	sp|P48651|PTSS1_HUMAN	tr|A0A340X594|A0A340X594_LIPVE
OG0012635	sp|P53621|COPA_HUMAN	tr|A0A340XEU1|A0A340XEU1_LIPVE
OG0012636	sp|P56181|NDUV3_HUMAN	tr|A0A340WNU3|A0A340WNU3_LIPVE
OG0012637	sp|P57768|SNX16_HUMAN	tr|A0A340XK05|A0A340XK05_LIPVE
OG0012638	sp|P58012|FOXL2_HUMAN	tr|A0A340XSV6|A0A340XSV6_LIPVE
OG0012639	sp|P60323|NANO3_HUMAN	tr|A0A340Y9N2|A0A340Y9N2_LIPVE
OG0012640	sp|P61218|RPAB2_HUMAN	tr|A0A340WXL6|A0A340WXL6_LIPVE
OG0012641	sp|P61247|RS3A_HUMAN	tr|A0A340YEV6|A0A340YEV6_LIPVE
OG0012642	sp|Q02080|MEF2B_HUMAN	tr|A0A340XQ62|A0A340XQ62_LIPVE
OG0012643	sp|Q05086|UBE3A_HUMAN	tr|A0A340XA94|A0A340XA94_LIPVE
OG0012644	sp|Q14135|VGLL4_HUMAN	tr|A0A340WZQ4|A0A340WZQ4_LIPVE
OG0012645	sp|Q16821|PPR3A_HUMAN	tr|A0A340YEF6|A0A340YEF6_LIPVE
OG0012646	sp|Q3KQU3|MA7D1_HUMAN	tr|A0A340WXY9|A0A340WXY9_LIPVE
OG0012647	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A340X232|A0A340X232_LIPVE
OG0012648	sp|Q5SW96|ARH_HUMAN	tr|A0A340XJK1|A0A340XJK1_LIPVE
OG0012649	sp|Q5XKP0|MIC13_HUMAN	tr|A0A340XNL2|A0A340XNL2_LIPVE
OG0012650	sp|Q67FW5|B3GNL_HUMAN	tr|A0A340X5L8|A0A340X5L8_LIPVE
OG0012651	sp|Q6UW49|SPESP_HUMAN	tr|A0A340YID3|A0A340YID3_LIPVE
OG0012652	sp|Q6ZNK6|TIFAB_HUMAN	tr|A0A340XN27|A0A340XN27_LIPVE
OG0012653	sp|Q76LX8|ATS13_HUMAN	tr|A0A340WZY2|A0A340WZY2_LIPVE
OG0012654	sp|Q7Z5L3|C1QL2_HUMAN	tr|A0A340X4C8|A0A340X4C8_LIPVE
OG0012655	sp|Q86V25|VASH2_HUMAN	tr|A0A340WWY6|A0A340WWY6_LIPVE
OG0012656	sp|Q86VD1|MORC1_HUMAN	tr|A0A340WUP2|A0A340WUP2_LIPVE
OG0012657	sp|Q86WK7|AMGO3_HUMAN	tr|A0A340WGI4|A0A340WGI4_LIPVE
OG0012658	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A340XLZ1|A0A340XLZ1_LIPVE
OG0012659	sp|Q8IU80|TMPS6_HUMAN	tr|A0A340WXQ0|A0A340WXQ0_LIPVE
OG0012660	sp|Q8IZ21|PHAR4_HUMAN	tr|A0A340XP09|A0A340XP09_LIPVE
OG0012661	sp|Q8N1M1|BEST3_HUMAN	tr|A0A340XWQ1|A0A340XWQ1_LIPVE
OG0012662	sp|Q8N412|STPG2_HUMAN	tr|A0A340XXF7|A0A340XXF7_LIPVE
OG0012663	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A340Y473|A0A340Y473_LIPVE
OG0012664	sp|Q8NHW3|MAFA_HUMAN	tr|A0A340XZJ8|A0A340XZJ8_LIPVE
OG0012665	sp|Q8TBB0|THAP6_HUMAN	tr|A0A340XVV1|A0A340XVV1_LIPVE
OG0012666	sp|Q8WTT2|NOC3L_HUMAN	tr|A0A340YJK9|A0A340YJK9_LIPVE
OG0012667	sp|Q969E1|LEAP2_HUMAN	tr|A0A340XIZ7|A0A340XIZ7_LIPVE
OG0012668	sp|Q96BJ3|AIDA_HUMAN	tr|A0A340XCZ0|A0A340XCZ0_LIPVE
OG0012669	sp|Q96EQ0|SGTB_HUMAN	tr|A0A340XD82|A0A340XD82_LIPVE
OG0012670	sp|Q96LT4|SAMD8_HUMAN	tr|A0A340Y2M7|A0A340Y2M7_LIPVE
OG0012671	sp|Q96PJ5|FCRL4_HUMAN	tr|A0A340X952|A0A340X952_LIPVE
OG0012672	sp|Q96RT8|GCP5_HUMAN	tr|A0A340XR72|A0A340XR72_LIPVE
OG0012673	sp|Q99426|TBCB_HUMAN	tr|A0A340YBL2|A0A340YBL2_LIPVE
OG0012674	sp|Q9BY89|K1671_HUMAN	tr|A0A340XIN6|A0A340XIN6_LIPVE
OG0012675	sp|Q9H5J0|ZBTB3_HUMAN	tr|A0A340XLA4|A0A340XLA4_LIPVE
OG0012676	sp|Q9HCG7|GBA2_HUMAN	tr|A0A340X3A2|A0A340X3A2_LIPVE
OG0012677	sp|Q9HCQ7|NPVF_HUMAN	tr|A0A340Y3A0|A0A340Y3A0_LIPVE
OG0012678	sp|Q9NP70|AMBN_HUMAN	tr|A0A340WF00|A0A340WF00_LIPVE
OG0012679	sp|Q9NZ09|UBAP1_HUMAN	tr|A0A340YAW8|A0A340YAW8_LIPVE
OG0012680	sp|Q9UQ07|MOK_HUMAN	tr|A0A340X938|A0A340X938_LIPVE
OG0012681	sp|Q9Y2J2|E41L3_HUMAN	tr|A0A340WKI8|A0A340WKI8_LIPVE
OG0012682	sp|Q9Y679|AUP1_HUMAN	tr|A0A340XHC1|A0A340XHC1_LIPVE
OG0012683	sp|A7KAX9|RHG32_HUMAN	tr|A0A340XWG9|A0A340XWG9_LIPVE
OG0012684	sp|O15318|RPC7_HUMAN	tr|A0A340Y4Y1|A0A340Y4Y1_LIPVE
OG0012685	sp|O15539|RGS5_HUMAN	tr|A0A340XE27|A0A340XE27_LIPVE
OG0012686	sp|O75426|FBX24_HUMAN	tr|A0A340Y6P4|A0A340Y6P4_LIPVE
OG0012688	sp|O95219|SNX4_HUMAN	tr|A0A340WG91|A0A340WG91_LIPVE
OG0012689	sp|O95251|KAT7_HUMAN	tr|A0A340XY28|A0A340XY28_LIPVE
OG0012690	sp|O95613|PCNT_HUMAN	tr|A0A340WZS2|A0A340WZS2_LIPVE
OG0012691	sp|O95807|TM50A_HUMAN	tr|A0A340XCP6|A0A340XCP6_LIPVE
OG0012692	sp|P01189|COLI_HUMAN	tr|A0A340X6E8|A0A340X6E8_LIPVE
OG0012693	sp|P02144|MYG_HUMAN	tr|A0A140GN48|A0A140GN48_LIPVE
OG0012694	sp|P15018|LIF_HUMAN	tr|A0A340XM91|A0A340XM91_LIPVE
OG0012695	sp|P19438|TNR1A_HUMAN	tr|A0A340Y7D5|A0A340Y7D5_LIPVE
OG0012696	sp|P32971|TNFL8_HUMAN	tr|A0A340WRU0|A0A340WRU0_LIPVE
OG0012697	sp|P46663|BKRB1_HUMAN	tr|A0A340WJV4|A0A340WJV4_LIPVE
OG0012698	sp|P61803|DAD1_HUMAN	tr|A0A340WLJ4|A0A340WLJ4_LIPVE
OG0012699	sp|Q08830|FGL1_HUMAN	tr|A0A340XLR9|A0A340XLR9_LIPVE
OG0012700	sp|Q0VDD7|BRME1_HUMAN	tr|A0A340YBC7|A0A340YBC7_LIPVE
OG0012701	sp|Q12906|ILF3_HUMAN	tr|A0A340XNY3|A0A340XNY3_LIPVE
OG0012702	sp|Q13360|ZN177_HUMAN	tr|A0A340XKR3|A0A340XKR3_LIPVE
OG0012703	sp|Q14802|FXYD3_HUMAN	tr|A0A340YG53|A0A340YG53_LIPVE
OG0012704	sp|Q15012|LAP4A_HUMAN	tr|A0A340XR50|A0A340XR50_LIPVE
OG0012705	sp|Q16552|IL17_HUMAN	tr|A0A340WY06|A0A340WY06_LIPVE
OG0012706	sp|Q5T6X5|GPC6A_HUMAN	tr|A0A340YLU2|A0A340YLU2_LIPVE
OG0012707	sp|Q5T8A7|PPR26_HUMAN	tr|A0A340X1Z3|A0A340X1Z3_LIPVE
OG0012708	sp|Q5TBB1|RNH2B_HUMAN	tr|A0A340YDJ3|A0A340YDJ3_LIPVE
OG0012709	sp|Q5VXM1|CDCP2_HUMAN	tr|A0A340YE54|A0A340YE54_LIPVE
OG0012710	sp|Q5VZ03|NXNL2_HUMAN	tr|A0A340WDQ8|A0A340WDQ8_LIPVE
OG0012711	sp|Q6GQQ9|OTU7B_HUMAN	tr|A0A340XQA4|A0A340XQA4_LIPVE
OG0012712	sp|Q6P9G4|TM154_HUMAN	tr|A0A340Y511|A0A340Y511_LIPVE
OG0012713	sp|Q6PJ69|TRI65_HUMAN	tr|A0A340X5V7|A0A340X5V7_LIPVE
OG0012714	sp|Q6UB28|MAP12_HUMAN	tr|A0A340XHZ8|A0A340XHZ8_LIPVE
OG0012715	sp|Q7LFL8|CXXC5_HUMAN	tr|A0A340XR37|A0A340XR37_LIPVE
OG0012716	sp|Q7RTX9|MOT14_HUMAN	tr|A0A340X1Z8|A0A340X1Z8_LIPVE
OG0012717	sp|Q86TG7|PEG10_HUMAN	tr|A0A340WSY1|A0A340WSY1_LIPVE
OG0012718	sp|Q8IY81|SPB1_HUMAN	tr|A0A340X5I8|A0A340X5I8_LIPVE
OG0012719	sp|Q8IY92|SLX4_HUMAN	tr|A0A340WVW1|A0A340WVW1_LIPVE
OG0012720	sp|Q8IYS1|P20D2_HUMAN	tr|A0A340Y1H0|A0A340Y1H0_LIPVE
OG0012721	sp|Q8IYX4|DND1_HUMAN	tr|A0A340XMZ8|A0A340XMZ8_LIPVE
OG0012722	sp|Q8N0W7|FMR1N_HUMAN	tr|A0A340WL48|A0A340WL48_LIPVE
OG0012723	sp|Q8NEY3|SPAT4_HUMAN	tr|A0A340WLL7|A0A340WLL7_LIPVE
OG0012724	sp|Q96K49|TM87B_HUMAN	tr|A0A340Y9E5|A0A340Y9E5_LIPVE
OG0012725	sp|Q96LL3|FIMP_HUMAN	tr|A0A340WYZ6|A0A340WYZ6_LIPVE
OG0012726	sp|Q96M02|CJ090_HUMAN	tr|A0A340WR09|A0A340WR09_LIPVE
OG0012727	sp|Q96P16|RPR1A_HUMAN	tr|A0A340X5L2|A0A340X5L2_LIPVE
OG0012728	sp|Q99584|S10AD_HUMAN	tr|A0A340XT18|A0A340XT18_LIPVE
OG0012729	sp|Q99708|CTIP_HUMAN	tr|A0A340WGE4|A0A340WGE4_LIPVE
OG0012730	sp|Q9BQG1|SYT3_HUMAN	tr|A0A340XVV0|A0A340XVV0_LIPVE
OG0012731	sp|Q9BSJ5|CQ080_HUMAN	tr|A0A340X569|A0A340X569_LIPVE
OG0012732	sp|Q9BU20|CPLN2_HUMAN	tr|A0A340XCY0|A0A340XCY0_LIPVE
OG0012733	sp|Q9BZF1|OSBL8_HUMAN	tr|A0A340WGT3|A0A340WGT3_LIPVE
OG0012734	sp|Q9H040|SPRTN_HUMAN	tr|A0A340Y152|A0A340Y152_LIPVE
OG0012735	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A340WKC1|A0A340WKC1_LIPVE
OG0012736	sp|Q9H5Y7|SLIK6_HUMAN	tr|A0A340WYR0|A0A340WYR0_LIPVE
OG0012737	sp|Q9H6L2|TM231_HUMAN	tr|A0A340XS07|A0A340XS07_LIPVE
OG0012738	sp|Q9H8M2|BRD9_HUMAN	tr|A0A340YKG0|A0A340YKG0_LIPVE
OG0012739	sp|Q9HAH7|FBRS_HUMAN	tr|A0A340WUW8|A0A340WUW8_LIPVE
OG0012740	sp|Q9HCN3|PGAP6_HUMAN	tr|A0A340X1A4|A0A340X1A4_LIPVE
OG0012741	sp|Q9HD20|AT131_HUMAN	tr|A0A340XQ78|A0A340XQ78_LIPVE
OG0012742	sp|Q9NWB6|ARGL1_HUMAN	tr|A0A340XYN8|A0A340XYN8_LIPVE
OG0012743	sp|Q9NWQ9|CN119_HUMAN	tr|A0A340WRA3|A0A340WRA3_LIPVE
OG0012744	sp|Q9UH92|MLX_HUMAN	tr|A0A340WS76|A0A340WS76_LIPVE
OG0012745	sp|Q9UPX0|TUTLB_HUMAN	tr|A0A340WU95|A0A340WU95_LIPVE
OG0012746	sp|Q9Y2D9|ZN652_HUMAN	tr|A0A340XV77|A0A340XV77_LIPVE
OG0012747	sp|Q9Y2L1|RRP44_HUMAN	tr|A0A340WC74|A0A340WC74_LIPVE
OG0012748	sp|Q9Y653|AGRG1_HUMAN	tr|A0A340YA81|A0A340YA81_LIPVE
OG0012749	sp|Q9Y6Q3|ZFP37_HUMAN	tr|A0A340WRW8|A0A340WRW8_LIPVE
OG0012750	sp|O15018|PDZD2_HUMAN	tr|A0A340X2Q8|A0A340X2Q8_LIPVE
OG0012751	sp|O43680|TCF21_HUMAN	tr|A0A340WZE3|A0A340WZE3_LIPVE
OG0012752	sp|O75165|DJC13_HUMAN	tr|A0A340WY48|A0A340WY48_LIPVE
OG0012753	sp|O75886|STAM2_HUMAN	tr|A0A340XVL9|A0A340XVL9_LIPVE
OG0012754	sp|O75952|CABYR_HUMAN	tr|A0A340WLZ4|A0A340WLZ4_LIPVE
