Orthogroup	Homo_sapiens	Eschrichtius_robustus
OG0006070	sp|Q9NPR2|SEM4B_HUMAN	tr|A0A2F0BG75|A0A2F0BG75_ESCRO
OG0006071	sp|Q969H0|FBXW7_HUMAN	tr|A0A2F0BGN2|A0A2F0BGN2_ESCRO
OG0006072	sp|A6NHQ4|EPOP_HUMAN	tr|A0A2F0BIU2|A0A2F0BIU2_ESCRO
OG0006073	sp|Q8WW12|PCNP_HUMAN	tr|A0A2F0BIZ8|A0A2F0BIZ8_ESCRO
OG0006074	sp|Q96HY7|DHTK1_HUMAN	tr|A0A2F0BJ57|A0A2F0BJ57_ESCRO
OG0006075	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A2F0BJD2|A0A2F0BJD2_ESCRO
OG0006076	sp|Q7Z6K5|ARPIN_HUMAN	tr|A0A2F0BK49|A0A2F0BK49_ESCRO
OG0006077	sp|Q96IS3|RAX2_HUMAN	tr|A0A2F0BKZ1|A0A2F0BKZ1_ESCRO
OG0006078	sp|Q96BN8|OTUL_HUMAN	tr|A0A2F0BL29|A0A2F0BL29_ESCRO
OG0006079	sp|Q9BRP4|PAAF1_HUMAN	tr|A0A2F0BL43|A0A2F0BL43_ESCRO
OG0006080	sp|Q6ZMP0|THSD4_HUMAN	tr|A0A2F0BL86|A0A2F0BL86_ESCRO
OG0006081	sp|Q58A45|PAN3_HUMAN	tr|A0A2F0BLD3|A0A2F0BLD3_ESCRO
OG0006082	sp|P62241|RS8_HUMAN	tr|A0A2F0BLH9|A0A2F0BLH9_ESCRO
OG0006083	sp|Q5BKU9|OXLD1_HUMAN	tr|A0A2F0BLS4|A0A2F0BLS4_ESCRO
OG0006084	sp|Q9C0J9|BHE41_HUMAN	tr|A0A2F0BME5|A0A2F0BME5_ESCRO
OG0006085	sp|Q969G6|RIFK_HUMAN	tr|A0A2F0BMF9|A0A2F0BMF9_ESCRO
OG0006086	sp|Q8WUS8|D42E1_HUMAN	tr|A0A2F0BMI2|A0A2F0BMI2_ESCRO
OG0006087	sp|Q9UBT7|CTNL1_HUMAN	tr|A0A2F0BMZ8|A0A2F0BMZ8_ESCRO
OG0006088	sp|Q86XK3|SFR1_HUMAN	tr|A0A2F0BMZ9|A0A2F0BMZ9_ESCRO
OG0006089	sp|Q8IVV7|GID4_HUMAN	tr|A0A2F0BN98|A0A2F0BN98_ESCRO
OG0006090	sp|O76093|FGF18_HUMAN	tr|A0A2F0BNC5|A0A2F0BNC5_ESCRO
OG0006091	sp|O15534|PER1_HUMAN	tr|A0A2F0BNM1|A0A2F0BNM1_ESCRO
OG0006092	sp|Q96AZ6|ISG20_HUMAN	tr|A0A2F0BNY1|A0A2F0BNY1_ESCRO
OG0006093	sp|P28068|DMB_HUMAN	tr|A0A2F0BP28|A0A2F0BP28_ESCRO
OG0006094	sp|P61313|RL15_HUMAN	tr|A0A2F0BP58|A0A2F0BP58_ESCRO
OG0006095	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A2F0BPW7|A0A2F0BPW7_ESCRO
OG0006096	sp|Q6NXT1|ANR54_HUMAN	tr|A0A2F0BQ94|A0A2F0BQ94_ESCRO
OG0006097	sp|Q96S42|NODAL_HUMAN	tr|A0A2F0AUM5|A0A2F0AUM5_ESCRO
OG0006098	sp|Q99567|NUP88_HUMAN	tr|A0A2F0AUT6|A0A2F0AUT6_ESCRO
OG0006099	sp|Q86VE9|SERC5_HUMAN	tr|A0A2F0AVR9|A0A2F0AVR9_ESCRO
OG0006100	sp|O43543|XRCC2_HUMAN	tr|A0A2F0AVU0|A0A2F0AVU0_ESCRO
OG0006101	sp|Q16633|OBF1_HUMAN	tr|A0A2F0AW10|A0A2F0AW10_ESCRO
OG0006102	sp|P16989|YBOX3_HUMAN	tr|A0A2F0AW47|A0A2F0AW47_ESCRO
OG0006103	sp|Q5T653|RM02_HUMAN	tr|A0A2F0AWH3|A0A2F0AWH3_ESCRO
OG0006104	sp|Q9H313|TTYH1_HUMAN	tr|A0A2F0AX10|A0A2F0AX10_ESCRO
OG0006105	sp|P48651|PTSS1_HUMAN	tr|A0A2F0AX37|A0A2F0AX37_ESCRO
OG0006106	sp|P32302|CXCR5_HUMAN	tr|A0A2F0AXB0|A0A2F0AXB0_ESCRO
OG0006107	sp|Q9Y262|EIF3L_HUMAN	tr|A0A2F0AY71|A0A2F0AY71_ESCRO
OG0006108	sp|Q8N1B4|VPS52_HUMAN	tr|A0A2F0B115|A0A2F0B115_ESCRO
OG0006109	sp|Q96JM3|CHAP1_HUMAN	tr|A0A2F0B181|A0A2F0B181_ESCRO
OG0006110	sp|Q9NVR7|TBCC1_HUMAN	tr|A0A2F0B1P1|A0A2F0B1P1_ESCRO
OG0006111	sp|A0PJY2|FEZF1_HUMAN	tr|A0A2F0B3C6|A0A2F0B3C6_ESCRO
OG0006112	sp|Q8TAE8|G45IP_HUMAN	tr|A0A2F0B3L3|A0A2F0B3L3_ESCRO
OG0006113	sp|P54802|ANAG_HUMAN	tr|A0A2F0B4P2|A0A2F0B4P2_ESCRO
OG0006114	sp|Q9NSC5|HOME3_HUMAN	tr|A0A2F0B4R6|A0A2F0B4R6_ESCRO
OG0006115	sp|P04637|P53_HUMAN	tr|A0A2F0B4V5|A0A2F0B4V5_ESCRO
OG0006116	sp|Q9Y679|AUP1_HUMAN	tr|A0A2F0B593|A0A2F0B593_ESCRO
OG0006117	sp|Q13823|NOG2_HUMAN	tr|A0A2F0B5D8|A0A2F0B5D8_ESCRO
OG0006118	sp|Q8WUU8|TM174_HUMAN	tr|A0A2F0B6A9|A0A2F0B6A9_ESCRO
OG0006119	sp|P13284|GILT_HUMAN	tr|A0A2F0B7B3|A0A2F0B7B3_ESCRO
OG0006120	sp|P57060|RWD2B_HUMAN	tr|A0A2F0B7D3|A0A2F0B7D3_ESCRO
OG0006121	sp|Q5SQH8|CF136_HUMAN	tr|A0A2F0B7R3|A0A2F0B7R3_ESCRO
OG0006122	sp|Q9Y366|IFT52_HUMAN	tr|A0A2F0B873|A0A2F0B873_ESCRO
OG0006123	sp|Q9UI30|TR112_HUMAN	tr|A0A2F0B8E7|A0A2F0B8E7_ESCRO
OG0006124	sp|O43825|B3GT2_HUMAN	tr|A0A2F0B8G7|A0A2F0B8G7_ESCRO
OG0006125	sp|Q5T1S8|NCMAP_HUMAN	tr|A0A2F0B8I3|A0A2F0B8I3_ESCRO
OG0006126	sp|Q8N205|SYNE4_HUMAN	tr|A0A2F0B9A1|A0A2F0B9A1_ESCRO
OG0006127	sp|Q5H9S7|DCA17_HUMAN	tr|A0A2F0B9D6|A0A2F0B9D6_ESCRO
OG0006128	sp|Q9NP84|TNR12_HUMAN	tr|A0A2F0BAJ7|A0A2F0BAJ7_ESCRO
OG0006129	sp|O43761|SNG3_HUMAN	tr|A0A2F0BAR9|A0A2F0BAR9_ESCRO
OG0006130	sp|P35475|IDUA_HUMAN	tr|A0A2F0BB31|A0A2F0BB31_ESCRO
OG0006131	sp|P10244|MYBB_HUMAN	tr|A0A2F0BCD7|A0A2F0BCD7_ESCRO
OG0006132	sp|O00421|CCRL2_HUMAN	tr|A0A2F0BCF7|A0A2F0BCF7_ESCRO
OG0006133	sp|Q9HCE3|ZN532_HUMAN	tr|A0A2F0BE17|A0A2F0BE17_ESCRO
OG0006134	sp|Q9H7Z7|PGES2_HUMAN	tr|A0A2F0BEN6|A0A2F0BEN6_ESCRO
OG0006135	sp|P06132|DCUP_HUMAN	tr|A0A2F0BEY0|A0A2F0BEY0_ESCRO
OG0006136	sp|Q70J99|UN13D_HUMAN	tr|A0A2F0BF90|A0A2F0BF90_ESCRO
OG0006137	sp|Q96BR9|ZBT8A_HUMAN	tr|A0A2F0BFL5|A0A2F0BFL5_ESCRO
OG0006138	sp|Q14919|NC2A_HUMAN	tr|A0A2F0BFL7|A0A2F0BFL7_ESCRO
OG0006139	sp|P35408|PE2R4_HUMAN	tr|A0A2F0BHD4|A0A2F0BHD4_ESCRO
OG0006140	sp|Q8TCB7|METL6_HUMAN	tr|A0A2F0BJ62|A0A2F0BJ62_ESCRO
OG0006141	sp|P49406|RM19_HUMAN	tr|A0A2F0BKH2|A0A2F0BKH2_ESCRO
OG0006142	sp|P17023|ZNF19_HUMAN	tr|A0A2F0BKP7|A0A2F0BKP7_ESCRO
OG0006143	sp|Q5TGU0|TSPO2_HUMAN	tr|A0A2F0BL25|A0A2F0BL25_ESCRO
OG0006144	sp|Q9Y2Q9|RT28_HUMAN	tr|A0A2F0BMP0|A0A2F0BMP0_ESCRO
OG0006145	sp|Q9P2M1|LR2BP_HUMAN	tr|A0A2F0BN00|A0A2F0BN00_ESCRO
OG0006146	sp|Q96MF2|STAC3_HUMAN	tr|A0A2F0BP22|A0A2F0BP22_ESCRO
OG0006147	sp|Q68CL5|TPGS2_HUMAN	tr|A0A2F0BPD6|A0A2F0BPD6_ESCRO
OG0006149	sp|Q9NQ87|HEYL_HUMAN	tr|A0A2F0AUX2|A0A2F0AUX2_ESCRO
OG0006150	sp|Q6IPU0|CENPP_HUMAN	tr|A0A2F0AVG3|A0A2F0AVG3_ESCRO
OG0006151	sp|Q96MY7|F161B_HUMAN	tr|A0A2F0AWJ3|A0A2F0AWJ3_ESCRO
OG0006152	sp|Q5T686|AVPI1_HUMAN	tr|A0A2F0AX63|A0A2F0AX63_ESCRO
OG0006153	sp|Q8IYX3|CC116_HUMAN	tr|A0A2F0AXD6|A0A2F0AXD6_ESCRO
OG0006154	sp|Q96A29|FUCT1_HUMAN	tr|A0A2F0AY62|A0A2F0AY62_ESCRO
OG0006155	sp|O75293|GA45B_HUMAN	tr|A0A2F0AYK8|A0A2F0AYK8_ESCRO
OG0006156	sp|Q8N5P1|ZC3H8_HUMAN	tr|A0A2F0AYP5|A0A2F0AYP5_ESCRO
OG0006157	sp|P0C862|C1T9A_HUMAN	tr|A0A2F0AYX1|A0A2F0AYX1_ESCRO
OG0006158	sp|Q9NS75|CLTR2_HUMAN	tr|A0A2F0AZ00|A0A2F0AZ00_ESCRO
OG0006159	sp|Q6ZNK6|TIFAB_HUMAN	tr|A0A2F0AZJ2|A0A2F0AZJ2_ESCRO
OG0006160	sp|Q2M3C6|TM266_HUMAN	tr|A0A2F0B058|A0A2F0B058_ESCRO
OG0006161	sp|Q96QT6|PHF12_HUMAN	tr|A0A2F0B0D6|A0A2F0B0D6_ESCRO
OG0006162	sp|Q5BKY1|LRC10_HUMAN	tr|A0A2F0B0J4|A0A2F0B0J4_ESCRO
OG0006163	sp|Q9UHN1|DPOG2_HUMAN	tr|A0A2F0B1C3|A0A2F0B1C3_ESCRO
OG0006164	sp|Q9H3H5|GPT_HUMAN	tr|A0A2F0B1L7|A0A2F0B1L7_ESCRO
OG0006165	sp|A4D2P6|GRD2I_HUMAN	tr|A0A2F0B1V7|A0A2F0B1V7_ESCRO
OG0006166	sp|Q16585|SGCB_HUMAN	tr|A0A2F0B2E6|A0A2F0B2E6_ESCRO
OG0006167	sp|Q9P0W2|HM20B_HUMAN	tr|A0A2F0B2I3|A0A2F0B2I3_ESCRO
OG0006168	sp|Q8IYK2|CC105_HUMAN	tr|A0A2F0B350|A0A2F0B350_ESCRO
OG0006170	sp|Q11203|SIAT6_HUMAN	tr|A0A2F0B3F6|A0A2F0B3F6_ESCRO
OG0006171	sp|Q8IWW8|HOT_HUMAN	tr|A0A2F0B3S2|A0A2F0B3S2_ESCRO
OG0006172	sp|Q15078|CD5R1_HUMAN	tr|A0A2F0B3X7|A0A2F0B3X7_ESCRO
OG0006173	sp|Q9UKG9|OCTC_HUMAN	tr|A0A2F0B4S5|A0A2F0B4S5_ESCRO
OG0006174	sp|Q68E01|INT3_HUMAN	tr|A0A2F0B5K1|A0A2F0B5K1_ESCRO
OG0006175	sp|Q9NWS8|RMND1_HUMAN	tr|A0A2F0B6A3|A0A2F0B6A3_ESCRO
OG0006176	sp|Q9NPF4|OSGEP_HUMAN	tr|A0A2F0B836|A0A2F0B836_ESCRO
OG0006177	sp|Q15772|SPEG_HUMAN	tr|A0A2F0B8L1|A0A2F0B8L1_ESCRO
OG0006178	sp|Q9NXH9|TRM1_HUMAN	tr|A0A2F0B9Z3|A0A2F0B9Z3_ESCRO
OG0006179	sp|O43716|GATC_HUMAN	tr|A0A2F0BAI9|A0A2F0BAI9_ESCRO
OG0006180	sp|Q9BV79|MECR_HUMAN	tr|A0A2F0BCZ1|A0A2F0BCZ1_ESCRO
OG0006181	sp|Q96IY4|CBPB2_HUMAN	tr|A0A2F0BDE3|A0A2F0BDE3_ESCRO
OG0006182	sp|P37059|DHB2_HUMAN	tr|A0A2F0BDU2|A0A2F0BDU2_ESCRO
OG0006183	sp|Q8NET5|NFAM1_HUMAN	tr|A0A2F0BF85|A0A2F0BF85_ESCRO
OG0006184	sp|O43889|CREB3_HUMAN	tr|A0A2F0BFG9|A0A2F0BFG9_ESCRO
OG0006185	sp|Q8NI32|LPD6B_HUMAN	tr|A0A2F0BGD3|A0A2F0BGD3_ESCRO
OG0006186	sp|Q9HCL0|PCD18_HUMAN	tr|A0A2F0BGM6|A0A2F0BGM6_ESCRO
OG0006187	sp|A7XYQ1|SOBP_HUMAN	tr|A0A2F0BH21|A0A2F0BH21_ESCRO
OG0006188	sp|Q5T5P2|SKT_HUMAN	tr|A0A2F0BHL5|A0A2F0BHL5_ESCRO
OG0006189	sp|Q68D42|TM215_HUMAN	tr|A0A2F0BI11|A0A2F0BI11_ESCRO
OG0006190	sp|Q02040|AK17A_HUMAN	tr|A0A2F0BJ81|A0A2F0BJ81_ESCRO
OG0006191	sp|Q96DN0|ERP27_HUMAN	tr|A0A2F0BJA5|A0A2F0BJA5_ESCRO
OG0006192	sp|Q9NWW6|NRK1_HUMAN	tr|A0A2F0BJB8|A0A2F0BJB8_ESCRO
OG0006193	sp|O75175|CNOT3_HUMAN	tr|A0A2F0BJN1|A0A2F0BJN1_ESCRO
OG0006194	sp|Q9P286|PAK5_HUMAN	tr|A0A2F0BJQ3|A0A2F0BJQ3_ESCRO
OG0006195	sp|Q5SSQ6|SAPC1_HUMAN	tr|A0A2F0BK05|A0A2F0BK05_ESCRO
OG0006197	sp|O95822|DCMC_HUMAN	tr|A0A2F0BKW1|A0A2F0BKW1_ESCRO
OG0006198	sp|P82914|RT15_HUMAN	tr|A0A2F0BKX4|A0A2F0BKX4_ESCRO
OG0006199	sp|P35232|PHB1_HUMAN	tr|A0A2F0BL42|A0A2F0BL42_ESCRO
OG0006200	sp|Q99598|TSNAX_HUMAN	tr|A0A2F0BLP0|A0A2F0BLP0_ESCRO
OG0006201	sp|Q14679|TTLL4_HUMAN	tr|A0A2F0BLZ2|A0A2F0BLZ2_ESCRO
OG0006202	sp|Q8N201|INT1_HUMAN	tr|A0A2F0BNP7|A0A2F0BNP7_ESCRO
OG0006203	sp|Q9UIL1|SCOC_HUMAN	tr|A0A2F0BPV1|A0A2F0BPV1_ESCRO
OG0006204	sp|P56385|ATP5I_HUMAN	tr|A0A2F0BQ09|A0A2F0BQ09_ESCRO
OG0006205	sp|Q06432|CCG1_HUMAN	tr|A0A2F0BQ39|A0A2F0BQ39_ESCRO
OG0006206	sp|Q92504|S39A7_HUMAN	tr|A0A2F0AUB3|A0A2F0AUB3_ESCRO
OG0006207	sp|Q13015|AF1Q_HUMAN	tr|A0A2F0AUD9|A0A2F0AUD9_ESCRO
OG0006208	sp|O95251|KAT7_HUMAN	tr|A0A2F0AUJ1|A0A2F0AUJ1_ESCRO
OG0006209	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A2F0AW12|A0A2F0AW12_ESCRO
OG0006210	sp|Q7Z5L0|VMO1_HUMAN	tr|A0A2F0AWP9|A0A2F0AWP9_ESCRO
OG0006211	sp|Q08AM6|VAC14_HUMAN	tr|A0A2F0AWU0|A0A2F0AWU0_ESCRO
OG0006212	sp|Q9UL16|CFA45_HUMAN	tr|A0A2F0AYC2|A0A2F0AYC2_ESCRO
OG0006213	sp|Q7RTU1|TCF23_HUMAN	tr|A0A2F0AYY0|A0A2F0AYY0_ESCRO
OG0006214	sp|Q9UJV9|DDX41_HUMAN	tr|A0A2F0AZT4|A0A2F0AZT4_ESCRO
OG0006215	sp|P62424|RL7A_HUMAN	tr|A0A2F0B0Y4|A0A2F0B0Y4_ESCRO
OG0006216	sp|Q13610|PWP1_HUMAN	tr|A0A2F0B189|A0A2F0B189_ESCRO
OG0006217	sp|P30203|CD6_HUMAN	tr|A0A2F0B1E7|A0A2F0B1E7_ESCRO
OG0006218	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A2F0B1I1|A0A2F0B1I1_ESCRO
OG0006219	sp|Q01433|AMPD2_HUMAN	tr|A0A2F0B2C8|A0A2F0B2C8_ESCRO
OG0006220	sp|Q15645|PCH2_HUMAN	tr|A0A2F0B2K8|A0A2F0B2K8_ESCRO
OG0006221	sp|Q96EK9|KTI12_HUMAN	tr|A0A2F0B2Y0|A0A2F0B2Y0_ESCRO
OG0006222	sp|O95299|NDUAA_HUMAN	tr|A0A2F0B3Z8|A0A2F0B3Z8_ESCRO
OG0006223	sp|Q9BVQ7|SPA5L_HUMAN	tr|A0A2F0B425|A0A2F0B425_ESCRO
OG0006224	sp|Q15669|RHOH_HUMAN	tr|A0A2F0B456|A0A2F0B456_ESCRO
OG0006225	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A2F0B489|A0A2F0B489_ESCRO
OG0006226	sp|Q6B0K9|HBM_HUMAN	tr|A0A2F0B4I9|A0A2F0B4I9_ESCRO
OG0006227	sp|Q8N865|CG031_HUMAN	tr|A0A2F0B4P9|A0A2F0B4P9_ESCRO
OG0006228	sp|Q8WXX5|DNJC9_HUMAN	tr|A0A2F0B4S4|A0A2F0B4S4_ESCRO
OG0006229	sp|P05423|RPC4_HUMAN	tr|A0A2F0B5A5|A0A2F0B5A5_ESCRO
OG0006230	sp|Q6P4I2|WDR73_HUMAN	tr|A0A2F0B5B6|A0A2F0B5B6_ESCRO
OG0006231	sp|P25791|RBTN2_HUMAN	tr|A0A2F0B5S3|A0A2F0B5S3_ESCRO
OG0006232	sp|Q9BRV3|SWET1_HUMAN	tr|A0A2F0B632|A0A2F0B632_ESCRO
OG0006233	sp|Q96HA8|NTAQ1_HUMAN	tr|A0A2F0B664|A0A2F0B664_ESCRO
OG0006234	sp|Q05932|FOLC_HUMAN	tr|A0A2F0B743|A0A2F0B743_ESCRO
OG0006235	sp|Q7RTZ1|OVCH2_HUMAN	tr|A0A2F0B784|A0A2F0B784_ESCRO
OG0006236	sp|Q5XLA6|CAR17_HUMAN	tr|A0A2F0B7S8|A0A2F0B7S8_ESCRO
OG0006237	sp|O15466|SIA8E_HUMAN	tr|A0A2F0B869|A0A2F0B869_ESCRO
OG0006238	sp|Q16650|TBR1_HUMAN	tr|A0A2F0B8D9|A0A2F0B8D9_ESCRO
OG0006239	sp|Q0VF96|CGNL1_HUMAN	tr|A0A2F0B8E2|A0A2F0B8E2_ESCRO
OG0006240	sp|Q9BU70|TRMO_HUMAN	tr|A0A2F0B8F1|A0A2F0B8F1_ESCRO
OG0006241	sp|Q13007|IL24_HUMAN	tr|A0A2F0B8X4|A0A2F0B8X4_ESCRO
OG0006242	sp|O76083|PDE9A_HUMAN	tr|A0A2F0B900|A0A2F0B900_ESCRO
OG0006243	sp|Q9UBM8|MGT4C_HUMAN	tr|A0A2F0B9H6|A0A2F0B9H6_ESCRO
OG0006244	sp|Q02252|MMSA_HUMAN	tr|A0A2F0BBK6|A0A2F0BBK6_ESCRO
OG0006245	sp|Q9NUR3|TM74B_HUMAN	tr|A0A2F0BC55|A0A2F0BC55_ESCRO
OG0006246	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A2F0BCD4|A0A2F0BCD4_ESCRO
OG0006247	sp|Q96M86|DNHD1_HUMAN	tr|A0A2F0BCP6|A0A2F0BCP6_ESCRO
OG0006248	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A2F0BDX4|A0A2F0BDX4_ESCRO
OG0006249	sp|Q9Y512|SAM50_HUMAN	tr|A0A2F0BE55|A0A2F0BE55_ESCRO
OG0006250	sp|P09496|CLCA_HUMAN	tr|A0A2F0BEC6|A0A2F0BEC6_ESCRO
OG0006251	sp|Q7Z3T8|ZFY16_HUMAN	tr|A0A2F0BFG2|A0A2F0BFG2_ESCRO
OG0006252	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A2F0BFQ5|A0A2F0BFQ5_ESCRO
OG0006253	sp|Q8WTR2|DUS19_HUMAN	tr|A0A2F0BFZ0|A0A2F0BFZ0_ESCRO
OG0006254	sp|Q8IXS2|DRC2_HUMAN	tr|A0A2F0BGG3|A0A2F0BGG3_ESCRO
OG0006255	sp|P43119|PI2R_HUMAN	tr|A0A2F0BHZ5|A0A2F0BHZ5_ESCRO
OG0006256	sp|Q96B02|UBE2W_HUMAN	tr|A0A2F0BI60|A0A2F0BI60_ESCRO
OG0006257	sp|A5PLN7|F149A_HUMAN	tr|A0A2F0BIF5|A0A2F0BIF5_ESCRO
OG0006258	sp|Q9UKF7|PITC1_HUMAN	tr|A0A2F0BJG3|A0A2F0BJG3_ESCRO
OG0006259	sp|P18065|IBP2_HUMAN	tr|A0A2F0BJU6|A0A2F0BJU6_ESCRO
OG0006260	sp|Q86XR7|TCAM2_HUMAN	tr|A0A2F0BKF2|A0A2F0BKF2_ESCRO
OG0006261	sp|P11686|PSPC_HUMAN	tr|A0A2F0BKT8|A0A2F0BKT8_ESCRO
OG0006262	sp|P20290|BTF3_HUMAN	tr|A0A2F0BPL5|A0A2F0BPL5_ESCRO
OG0006263	sp|Q504Q3|PAN2_HUMAN	tr|A0A2F0AUT3|A0A2F0AUT3_ESCRO
OG0006264	sp|Q13137|CACO2_HUMAN	tr|A0A2F0AUX8|A0A2F0AUX8_ESCRO
OG0006265	sp|Q16842|SIA4B_HUMAN	tr|A0A2F0AWC4|A0A2F0AWC4_ESCRO
OG0006266	sp|Q2M2I3|FA83E_HUMAN	tr|A0A2F0AWJ2|A0A2F0AWJ2_ESCRO
OG0006267	sp|Q9HCN8|SDF2L_HUMAN	tr|A0A2F0AXF6|A0A2F0AXF6_ESCRO
OG0006268	sp|O43826|G6PT1_HUMAN	tr|A0A2F0AY32|A0A2F0AY32_ESCRO
OG0006269	sp|Q86Y91|KI18B_HUMAN	tr|A0A2F0AY54|A0A2F0AY54_ESCRO
OG0006270	sp|Q9UHR5|S30BP_HUMAN	tr|A0A2F0AYP9|A0A2F0AYP9_ESCRO
OG0006271	sp|Q96KX0|LYZL4_HUMAN	tr|A0A2F0AZD1|A0A2F0AZD1_ESCRO
OG0006272	sp|Q8IYI0|SHLD1_HUMAN	tr|A0A2F0B0N2|A0A2F0B0N2_ESCRO
OG0006273	sp|O14544|SOCS6_HUMAN	tr|A0A2F0B1F2|A0A2F0B1F2_ESCRO
OG0006274	sp|O95704|APBB3_HUMAN	tr|A0A2F0B1X5|A0A2F0B1X5_ESCRO
OG0006275	sp|Q53RD9|FBLN7_HUMAN	tr|A0A2F0B240|A0A2F0B240_ESCRO
OG0006276	sp|O95196|CSPG5_HUMAN	tr|A0A2F0B2H0|A0A2F0B2H0_ESCRO
OG0006277	sp|P17040|ZSC20_HUMAN	tr|A0A2F0B2J2|A0A2F0B2J2_ESCRO
OG0006278	sp|Q9Y314|NOSIP_HUMAN	tr|A0A2F0B2R4|A0A2F0B2R4_ESCRO
OG0006279	sp|Q8IXM6|NRM_HUMAN	tr|A0A2F0B315|A0A2F0B315_ESCRO
OG0006280	sp|P04179|SODM_HUMAN	tr|A0A2F0B3E9|A0A2F0B3E9_ESCRO
OG0006281	sp|Q9H607|OCEL1_HUMAN	tr|A0A2F0B3Z6|A0A2F0B3Z6_ESCRO
OG0006282	sp|Q49A26|GLYR1_HUMAN	tr|A0A2F0B405|A0A2F0B405_ESCRO
OG0006283	sp|Q2KHN1|RN151_HUMAN	tr|A0A2F0B407|A0A2F0B407_ESCRO
OG0006284	sp|Q494U1|PKHN1_HUMAN	tr|A0A2F0B4G0|A0A2F0B4G0_ESCRO
OG0006285	sp|P19622|HME2_HUMAN	tr|A0A2F0B4H6|A0A2F0B4H6_ESCRO
OG0006286	sp|Q9UMR5|PPT2_HUMAN	tr|A0A2F0B4R7|A0A2F0B4R7_ESCRO
OG0006287	sp|Q676U5|A16L1_HUMAN	tr|A0A2F0B6H4|A0A2F0B6H4_ESCRO
OG0006288	sp|Q2MKA7|RSPO1_HUMAN	tr|A0A2F0B6Y7|A0A2F0B6Y7_ESCRO
OG0006289	sp|Q6IEG0|SNR48_HUMAN	tr|A0A2F0B7G8|A0A2F0B7G8_ESCRO
OG0006290	sp|A8MZ26|EFCB9_HUMAN	tr|A0A2F0B7W2|A0A2F0B7W2_ESCRO
OG0006291	sp|P61247|RS3A_HUMAN	tr|A0A2F0B982|A0A2F0B982_ESCRO
OG0006292	sp|O43156|TTI1_HUMAN	tr|A0A2F0B9B0|A0A2F0B9B0_ESCRO
OG0006293	sp|P51571|SSRD_HUMAN	tr|A0A2F0BB13|A0A2F0BB13_ESCRO
OG0006294	sp|Q99685|MGLL_HUMAN	tr|A0A2F0BB58|A0A2F0BB58_ESCRO
OG0006295	sp|Q8ND07|BBOF1_HUMAN	tr|A0A2F0BBJ8|A0A2F0BBJ8_ESCRO
OG0006296	sp|Q8WUR7|CO040_HUMAN	tr|A0A2F0BBK9|A0A2F0BBK9_ESCRO
OG0006297	sp|Q8IYB1|M21D2_HUMAN	tr|A0A2F0BC78|A0A2F0BC78_ESCRO
OG0006298	sp|P09603|CSF1_HUMAN	tr|A0A2F0BCN6|A0A2F0BCN6_ESCRO
OG0006299	sp|P42166|LAP2A_HUMAN	tr|A0A2F0BCV9|A0A2F0BCV9_ESCRO
OG0006300	sp|Q9NW38|FANCL_HUMAN	tr|A0A2F0BCW7|A0A2F0BCW7_ESCRO
OG0006301	sp|Q6PUV4|CPLX2_HUMAN	tr|A0A2F0BE16|A0A2F0BE16_ESCRO
OG0006302	sp|Q99075|HBEGF_HUMAN	tr|A0A2F0BEU4|A0A2F0BEU4_ESCRO
OG0006303	sp|Q6PEY1|TMM88_HUMAN	tr|A0A2F0BF75|A0A2F0BF75_ESCRO
OG0006304	sp|O15350|P73_HUMAN	tr|A0A2F0BFK9|A0A2F0BFK9_ESCRO
OG0006305	sp|P14920|OXDA_HUMAN	tr|A0A2F0BG69|A0A2F0BG69_ESCRO
OG0006306	sp|Q9BQC6|RT63_HUMAN	tr|A0A2F0BGD2|A0A2F0BGD2_ESCRO
OG0006307	sp|Q70EK8|UBP53_HUMAN	tr|A0A2F0BGJ6|A0A2F0BGJ6_ESCRO
OG0006308	sp|Q9BPW8|NIPS1_HUMAN	tr|A0A2F0BGS1|A0A2F0BGS1_ESCRO
OG0006309	sp|Q9UJ14|GGT7_HUMAN	tr|A0A2F0BI35|A0A2F0BI35_ESCRO
OG0006310	sp|A6NI61|MYMK_HUMAN	tr|A0A2F0BI40|A0A2F0BI40_ESCRO
OG0006311	sp|Q7LBE3|S26A9_HUMAN	tr|A0A2F0BJC8|A0A2F0BJC8_ESCRO
OG0006312	sp|P51161|FABP6_HUMAN	tr|A0A2F0BJT3|A0A2F0BJT3_ESCRO
OG0006313	sp|A0A087WTH1|TM265_HUMAN	tr|A0A2F0BJV1|A0A2F0BJV1_ESCRO
OG0006314	sp|Q96A46|MFRN2_HUMAN	tr|A0A2F0BK26|A0A2F0BK26_ESCRO
OG0006315	sp|Q86U10|LPP60_HUMAN	tr|A0A2F0BKC5|A0A2F0BKC5_ESCRO
OG0006316	sp|Q9NTJ3|SMC4_HUMAN	tr|A0A2F0BKD9|A0A2F0BKD9_ESCRO
