Orthogroup	Homo_sapiens	Mus_spicilegus
OG0013549	sp|Q9HAW4|CLSPN_HUMAN	tr|A0A8C6HCQ0|A0A8C6HCQ0_MUSSI
OG0013550	sp|Q9HCE9|ANO8_HUMAN	tr|A0A8C6IG85|A0A8C6IG85_MUSSI
OG0013551	sp|Q9NSE4|SYIM_HUMAN	tr|A0A8C6G5R8|A0A8C6G5R8_MUSSI
OG0013552	sp|Q9NYA1|SPHK1_HUMAN	tr|A0A8C6I7T6|A0A8C6I7T6_MUSSI
OG0013553	sp|Q9P0T7|TMEM9_HUMAN	tr|A0A8C6H6K9|A0A8C6H6K9_MUSSI
OG0013554	sp|Q9P2H5|UBP35_HUMAN	tr|A0A8C6GWM4|A0A8C6GWM4_MUSSI
OG0013555	sp|Q9UI43|MRM2_HUMAN	tr|A0A8C6IG62|A0A8C6IG62_MUSSI
OG0013556	sp|Q9Y6I7|WSB1_HUMAN	tr|A0A8C6GSJ0|A0A8C6GSJ0_MUSSI
OG0013557	sp|A0A1B0GUV1|CQ114_HUMAN	tr|A0A8C6HN82|A0A8C6HN82_MUSSI
OG0013558	sp|A0A1B0GVY4|SIM31_HUMAN	tr|A0A8C6HCK3|A0A8C6HCK3_MUSSI
OG0013559	sp|A0PK11|CLRN2_HUMAN	tr|A0A8C6IFS2|A0A8C6IFS2_MUSSI
OG0013560	sp|A6NJW4|LRR3C_HUMAN	tr|A0A8C6MXQ9|A0A8C6MXQ9_MUSSI
OG0013561	sp|C9JR72|KBTBD_HUMAN	tr|A0A8C6GI11|A0A8C6GI11_MUSSI
OG0013562	sp|F5H4B4|F227A_HUMAN	tr|A0A8C6GAY4|A0A8C6GAY4_MUSSI
OG0013563	sp|O00339|MATN2_HUMAN	tr|A0A8C6HD61|A0A8C6HD61_MUSSI
OG0013564	sp|O60315|ZEB2_HUMAN	tr|A0A8C6HPY5|A0A8C6HPY5_MUSSI
OG0013565	sp|P07510|ACHG_HUMAN	tr|A0A8C6G775|A0A8C6G775_MUSSI
OG0013566	sp|P08172|ACM2_HUMAN	tr|A0A8C6IDY6|A0A8C6IDY6_MUSSI
OG0013567	sp|P16144|ITB4_HUMAN	tr|A0A8C6IAF5|A0A8C6IAF5_MUSSI
OG0013568	sp|P18089|ADA2B_HUMAN	tr|A0A8C6HJB0|A0A8C6HJB0_MUSSI
OG0013569	sp|P22830|HEMH_HUMAN	tr|A0A8C6GJY9|A0A8C6GJY9_MUSSI
OG0013570	sp|P27037|AVR2A_HUMAN	tr|A0A8C6HYY8|A0A8C6HYY8_MUSSI
OG0013571	sp|P42898|MTHR_HUMAN	tr|A0A8C6MU37|A0A8C6MU37_MUSSI
OG0013572	sp|P50876|R144A_HUMAN	tr|A0A8C6I240|A0A8C6I240_MUSSI
OG0013573	sp|P52569|CTR2_HUMAN	tr|A0A8C6HLV0|A0A8C6HLV0_MUSSI
OG0013574	sp|P57088|TMM33_HUMAN	tr|A0A8C6GN58|A0A8C6GN58_MUSSI
OG0013575	sp|P62263|RS14_HUMAN	tr|A0A8C6MPG7|A0A8C6MPG7_MUSSI
OG0013576	sp|P62987|RL40_HUMAN	tr|A0A8C6GBX5|A0A8C6GBX5_MUSSI
OG0013577	sp|Q12913|PTPRJ_HUMAN	tr|A0A8C6I863|A0A8C6I863_MUSSI
OG0013578	sp|Q13217|DNJC3_HUMAN	tr|A0A8C6I201|A0A8C6I201_MUSSI
OG0013579	sp|Q16670|ZSC26_HUMAN	tr|A0A8C6HEZ7|A0A8C6HEZ7_MUSSI
OG0013580	sp|Q2KJY2|KI26B_HUMAN	tr|A0A8C6GHL2|A0A8C6GHL2_MUSSI
OG0013581	sp|Q53FD0|ZC21C_HUMAN	tr|A0A8C6GVF3|A0A8C6GVF3_MUSSI
OG0013582	sp|Q53FE4|CD017_HUMAN	tr|A0A8C6GUY2|A0A8C6GUY2_MUSSI
OG0013583	sp|Q5VWP3|MLIP_HUMAN	tr|A0A8C6IAR9|A0A8C6IAR9_MUSSI
OG0013584	sp|Q5VXI9|LIPN_HUMAN	tr|A0A8C6GGG4|A0A8C6GGG4_MUSSI
OG0013585	sp|Q6NXG1|ESRP1_HUMAN	tr|A0A8C6MWV1|A0A8C6MWV1_MUSSI
OG0013586	sp|Q6ZR62|RTL4_HUMAN	tr|A0A8C6GHA3|A0A8C6GHA3_MUSSI
OG0013587	sp|Q7Z2K8|GRIN1_HUMAN	tr|A0A8C6GPP0|A0A8C6GPP0_MUSSI
OG0013588	sp|Q86UD1|OAF_HUMAN	tr|A0A8C6GHW4|A0A8C6GHW4_MUSSI
OG0013589	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A8C6G8B9|A0A8C6G8B9_MUSSI
OG0013590	sp|Q8IXS2|DRC2_HUMAN	tr|A0A8C6G6W1|A0A8C6G6W1_MUSSI
OG0013591	sp|Q8N715|CC185_HUMAN	tr|A0A8C6HCN2|A0A8C6HCN2_MUSSI
OG0013592	sp|Q8N841|TTLL6_HUMAN	tr|A0A8C6HJ75|A0A8C6HJ75_MUSSI
OG0013593	sp|Q8NDM7|CFA43_HUMAN	tr|A0A8C6IK57|A0A8C6IK57_MUSSI
OG0013594	sp|Q8NEV8|EXPH5_HUMAN	tr|A0A8C6G9A7|A0A8C6G9A7_MUSSI
OG0013595	sp|Q8NHS9|SPT22_HUMAN	tr|A0A8C6MUB5|A0A8C6MUB5_MUSSI
OG0013596	sp|Q8WVB3|HEXD_HUMAN	tr|A0A8C6GYZ6|A0A8C6GYZ6_MUSSI
OG0013597	sp|Q8WW34|TM239_HUMAN	tr|A0A8C6H2C0|A0A8C6H2C0_MUSSI
OG0013598	sp|Q969E8|TSR2_HUMAN	tr|A0A8C6GX62|A0A8C6GX62_MUSSI
OG0013599	sp|Q96G42|KLD7B_HUMAN	tr|A0A8C6N0H4|A0A8C6N0H4_MUSSI
OG0013600	sp|Q96J87|CELF6_HUMAN	tr|A0A8C6IE16|A0A8C6IE16_MUSSI
OG0013601	sp|Q96KP6|TNIP3_HUMAN	tr|A0A8C6GD93|A0A8C6GD93_MUSSI
OG0013602	sp|Q96M86|DNHD1_HUMAN	tr|A0A8C6ICT9|A0A8C6ICT9_MUSSI
OG0013603	sp|Q96NU1|SAM11_HUMAN	tr|A0A8C6HDV8|A0A8C6HDV8_MUSSI
OG0013604	sp|Q9BU70|TRMO_HUMAN	tr|A0A8C6MZF3|A0A8C6MZF3_MUSSI
OG0013605	sp|Q9BWT3|PAPOG_HUMAN	tr|A0A8C6HDW6|A0A8C6HDW6_MUSSI
OG0013606	sp|Q9BZB8|CPEB1_HUMAN	tr|A0A8C6G8L2|A0A8C6G8L2_MUSSI
OG0013607	sp|Q9BZM2|PA2GF_HUMAN	tr|A0A8C6H528|A0A8C6H528_MUSSI
OG0013608	sp|Q9C0H5|RHG39_HUMAN	tr|A0A8C6N1Z4|A0A8C6N1Z4_MUSSI
OG0013609	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A8C6HXV7|A0A8C6HXV7_MUSSI
OG0013610	sp|Q9NPB8|GPCP1_HUMAN	tr|A0A8C6HNU8|A0A8C6HNU8_MUSSI
OG0013611	sp|Q9NSP4|CENPM_HUMAN	tr|A0A8C6GSC5|A0A8C6GSC5_MUSSI
OG0013612	sp|Q9NZC2|TREM2_HUMAN	tr|A0A8C6MSA7|A0A8C6MSA7_MUSSI
OG0013613	sp|Q9P281|BAHC1_HUMAN	tr|A0A8C6H7Y0|A0A8C6H7Y0_MUSSI
OG0013614	sp|Q9P289|STK26_HUMAN	tr|A0A8C6HCI2|A0A8C6HCI2_MUSSI
OG0013615	sp|Q9UBR2|CATZ_HUMAN	tr|A0A8C6I6A9|A0A8C6I6A9_MUSSI
OG0013616	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A8C6HCS6|A0A8C6HCS6_MUSSI
OG0013617	sp|Q9Y535|RPC8_HUMAN	tr|A0A8C6I0T4|A0A8C6I0T4_MUSSI
OG0013618	sp|A0PK05|TMM72_HUMAN	tr|A0A8C6I8H0|A0A8C6I8H0_MUSSI
OG0013619	sp|A6NNM8|TTL13_HUMAN	tr|A0A8C6HF45|A0A8C6HF45_MUSSI
OG0013620	sp|O00488|ZN593_HUMAN	tr|A0A8C6G9P0|A0A8C6G9P0_MUSSI
OG0013621	sp|O14579|COPE_HUMAN	tr|A0A8C6N5V6|A0A8C6N5V6_MUSSI
OG0013622	sp|O43502|RA51C_HUMAN	tr|A0A8C6GSF4|A0A8C6GSF4_MUSSI
OG0013623	sp|O75570|RF1M_HUMAN	tr|A0A8C6GF91|A0A8C6GF91_MUSSI
OG0013624	sp|O95696|BRD1_HUMAN	tr|A0A8C6HQC9|A0A8C6HQC9_MUSSI
OG0013625	sp|P01019|ANGT_HUMAN	tr|A0A8C6GTP0|A0A8C6GTP0_MUSSI
OG0013626	sp|P01880|IGHD_HUMAN	tr|A0A8C6I2E2|A0A8C6I2E2_MUSSI
OG0013627	sp|P08922|ROS1_HUMAN	tr|A0A8C6N0N0|A0A8C6N0N0_MUSSI
OG0013628	sp|P0C869|PA24B_HUMAN	tr|A0A8C6I8J4|A0A8C6I8J4_MUSSI
OG0013629	sp|P11172|UMPS_HUMAN	tr|A0A8C6MUD6|A0A8C6MUD6_MUSSI
OG0013630	sp|P18847|ATF3_HUMAN	tr|A0A8C6IFV5|A0A8C6IFV5_MUSSI
OG0013631	sp|P22352|GPX3_HUMAN	tr|A0A8C6GNP7|A0A8C6GNP7_MUSSI
OG0013632	sp|P30536|TSPO_HUMAN	tr|A0A8C6HGM2|A0A8C6HGM2_MUSSI
OG0013633	sp|P36383|CXG1_HUMAN	tr|A0A8C6N3I2|A0A8C6N3I2_MUSSI
OG0013634	sp|P45974|UBP5_HUMAN	tr|A0A8C6HPV2|A0A8C6HPV2_MUSSI
OG0013635	sp|P46093|GPR4_HUMAN	tr|A0A8C6MQW4|A0A8C6MQW4_MUSSI
OG0013636	sp|P55268|LAMB2_HUMAN	tr|A0A8C6I174|A0A8C6I174_MUSSI
OG0013637	sp|Q0P6H9|TMM62_HUMAN	tr|A0A8C6IDS0|A0A8C6IDS0_MUSSI
OG0013638	sp|Q10571|MN1_HUMAN	tr|A0A8C6GIQ5|A0A8C6GIQ5_MUSSI
OG0013639	sp|Q11201|SIA4A_HUMAN	tr|A0A8C6IAD5|A0A8C6IAD5_MUSSI
OG0013640	sp|Q13425|SNTB2_HUMAN	tr|A0A8C6GFX3|A0A8C6GFX3_MUSSI
OG0013641	sp|Q13564|ULA1_HUMAN	tr|A0A8C6HX76|A0A8C6HX76_MUSSI
OG0013642	sp|Q14126|DSG2_HUMAN	tr|A0A8C6HXJ3|A0A8C6HXJ3_MUSSI
OG0013643	sp|Q32NC0|CR021_HUMAN	tr|A0A8C6HUL5|A0A8C6HUL5_MUSSI
OG0013644	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A8C6G5S1|A0A8C6G5S1_MUSSI
OG0013645	sp|Q5EBL8|PDZ11_HUMAN	tr|A0A8C6MR32|A0A8C6MR32_MUSSI
OG0013646	sp|Q5T9G4|ARM12_HUMAN	tr|A0A8C6GRT2|A0A8C6GRT2_MUSSI
OG0013647	sp|Q5VWP2|TET5C_HUMAN	tr|A0A8C6HGC4|A0A8C6HGC4_MUSSI
OG0013648	sp|Q6NSI3|FA53A_HUMAN	tr|A0A8C6HMB3|A0A8C6HMB3_MUSSI
OG0013649	sp|Q6P0Q8|MAST2_HUMAN	tr|A0A8C6MVZ6|A0A8C6MVZ6_MUSSI
OG0013650	sp|Q6V1P9|PCD23_HUMAN	tr|A0A8C6GU65|A0A8C6GU65_MUSSI
OG0013651	sp|Q6ZTI6|RFLA_HUMAN	tr|A0A8C6MSL9|A0A8C6MSL9_MUSSI
OG0013652	sp|Q7Z4V0|ZN438_HUMAN	tr|A0A8C6HJU4|A0A8C6HJU4_MUSSI
OG0013653	sp|Q7Z5S9|TM144_HUMAN	tr|A0A8C6MRJ8|A0A8C6MRJ8_MUSSI
OG0013654	sp|Q86TH1|ATL2_HUMAN	tr|A0A8C6HL72|A0A8C6HL72_MUSSI
OG0013655	sp|Q86X51|EZHIP_HUMAN	tr|A0A8C6GTA8|A0A8C6GTA8_MUSSI
OG0013656	sp|Q86Y91|KI18B_HUMAN	tr|A0A8C6N3G4|A0A8C6N3G4_MUSSI
OG0013657	sp|Q8IWZ3|ANKH1_HUMAN	tr|A0A8C6IK78|A0A8C6IK78_MUSSI
OG0013658	sp|Q8IZN7|D107A_HUMAN	tr|A0A8C6HUR0|A0A8C6HUR0_MUSSI
OG0013659	sp|Q8N201|INT1_HUMAN	tr|A0A8C6IGH1|A0A8C6IGH1_MUSSI
OG0013660	sp|Q8N2G6|ZCH24_HUMAN	tr|A0A8C6HBB6|A0A8C6HBB6_MUSSI
OG0013661	sp|Q8N6L1|KTAP2_HUMAN	tr|A0A8C6I5H5|A0A8C6I5H5_MUSSI
OG0013662	sp|Q8WW12|PCNP_HUMAN	tr|A0A8C6HMW4|A0A8C6HMW4_MUSSI
OG0013663	sp|Q96IF1|AJUBA_HUMAN	tr|A0A8C6MX08|A0A8C6MX08_MUSSI
OG0013664	sp|Q96QZ7|MAGI1_HUMAN	tr|A0A8C6N372|A0A8C6N372_MUSSI
OG0013665	sp|Q96RG2|PASK_HUMAN	tr|A0A8C6HBZ1|A0A8C6HBZ1_MUSSI
OG0013666	sp|Q99972|MYOC_HUMAN	tr|A0A8C6HWA2|A0A8C6HWA2_MUSSI
OG0013667	sp|Q9BXJ3|C1QT4_HUMAN	tr|A0A8C6I7F6|A0A8C6I7F6_MUSSI
OG0013668	sp|Q9BY12|SCAPE_HUMAN	tr|A0A8C6GGX2|A0A8C6GGX2_MUSSI
OG0013669	sp|Q9BZW5|TM6S1_HUMAN	tr|A0A8C6GCA1|A0A8C6GCA1_MUSSI
OG0013670	sp|Q9H3L0|MMAD_HUMAN	tr|A0A8C6MZF1|A0A8C6MZF1_MUSSI
OG0013671	sp|Q9NPH5|NOX4_HUMAN	tr|A0A8C6G727|A0A8C6G727_MUSSI
OG0013672	sp|Q9NR28|DBLOH_HUMAN	tr|A0A8C6IIT0|A0A8C6IIT0_MUSSI
OG0013673	sp|Q9NRP7|STK36_HUMAN	tr|A0A8C6HIP0|A0A8C6HIP0_MUSSI
OG0013674	sp|Q9NS82|AAA1_HUMAN	tr|A0A8C6HVY7|A0A8C6HVY7_MUSSI
OG0013675	sp|Q9NUJ7|PLCX1_HUMAN	tr|A0A8C6GAK6|A0A8C6GAK6_MUSSI
OG0013676	sp|Q9NXX6|NSE4A_HUMAN	tr|A0A8C6GR54|A0A8C6GR54_MUSSI
OG0013677	sp|Q9UFC0|LRWD1_HUMAN	tr|A0A8C6H0G7|A0A8C6H0G7_MUSSI
OG0013678	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A8C6GYW1|A0A8C6GYW1_MUSSI
OG0013679	sp|Q9Y2H6|FND3A_HUMAN	tr|A0A8C6IKL4|A0A8C6IKL4_MUSSI
OG0013680	sp|Q9Y2I8|WDR37_HUMAN	tr|A0A8C6H0P4|A0A8C6H0P4_MUSSI
OG0013681	sp|A6NFT4|CFA73_HUMAN	tr|A0A8C6IBS9|A0A8C6IBS9_MUSSI
OG0013682	sp|B4DS77|SHSA9_HUMAN	tr|A0A8C6GS60|A0A8C6GS60_MUSSI
OG0013683	sp|D6REC4|CFA99_HUMAN	tr|A0A8C6HQJ2|A0A8C6HQJ2_MUSSI
OG0013684	sp|O14771|ZN213_HUMAN	tr|A0A8C6H6N1|A0A8C6H6N1_MUSSI
OG0013685	sp|O14802|RPC1_HUMAN	tr|A0A8C6HCR1|A0A8C6HCR1_MUSSI
OG0013686	sp|O14813|PHX2A_HUMAN	tr|A0A8C6N3U2|A0A8C6N3U2_MUSSI
OG0013687	sp|O14926|FSCN2_HUMAN	tr|A0A8C6H845|A0A8C6H845_MUSSI
OG0013688	sp|O15041|SEM3E_HUMAN	tr|A0A8C6G7Y7|A0A8C6G7Y7_MUSSI
OG0013689	sp|O75446|SAP30_HUMAN	tr|A0A8C6GBR4|A0A8C6GBR4_MUSSI
OG0013690	sp|O95206|PCDH8_HUMAN	tr|A0A8C6G910|A0A8C6G910_MUSSI
OG0013691	sp|O96000|NDUBA_HUMAN	tr|A0A8C6GPW7|A0A8C6GPW7_MUSSI
OG0013692	sp|P04150|GCR_HUMAN	tr|A0A8C6H1R7|A0A8C6H1R7_MUSSI
OG0013693	sp|P16219|ACADS_HUMAN	tr|A0A8C6GUH9|A0A8C6GUH9_MUSSI
OG0013694	sp|P27105|STOM_HUMAN	tr|A0A8C6HD93|A0A8C6HD93_MUSSI
OG0013695	sp|P28907|CD38_HUMAN	tr|A0A8C6IFW9|A0A8C6IFW9_MUSSI
OG0013696	sp|P35443|TSP4_HUMAN	tr|A0A8C6GZS3|A0A8C6GZS3_MUSSI
OG0013697	sp|P46779|RL28_HUMAN	tr|A0A8C6G856|A0A8C6G856_MUSSI
OG0013698	sp|P48595|SPB10_HUMAN	tr|A0A8C6GJA8|A0A8C6GJA8_MUSSI
OG0013699	sp|P49418|AMPH_HUMAN	tr|A0A8C6GAZ8|A0A8C6GAZ8_MUSSI
OG0013700	sp|Q04864|REL_HUMAN	tr|A0A8C6HCA4|A0A8C6HCA4_MUSSI
OG0013701	sp|Q06710|PAX8_HUMAN	tr|A0A8C6I3F7|A0A8C6I3F7_MUSSI
OG0013702	sp|Q13546|RIPK1_HUMAN	tr|A0A8C6GBG7|A0A8C6GBG7_MUSSI
OG0013703	sp|Q13952|NFYC_HUMAN	tr|A0A8C6GV15|A0A8C6GV15_MUSSI
OG0013704	sp|Q14562|DHX8_HUMAN	tr|A0A8C6I9V6|A0A8C6I9V6_MUSSI
OG0013705	sp|Q15828|CYTM_HUMAN	tr|A0A8C6MQJ5|A0A8C6MQJ5_MUSSI
OG0013706	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A8C6GR06|A0A8C6GR06_MUSSI
OG0013707	sp|Q2NL98|VMAC_HUMAN	tr|A0A8C6HVB5|A0A8C6HVB5_MUSSI
OG0013708	sp|Q3LI81|KR271_HUMAN	tr|A0A8C6H096|A0A8C6H096_MUSSI
OG0013709	sp|Q496M5|PLK5_HUMAN	tr|A0A8C6GMV4|A0A8C6GMV4_MUSSI
OG0013710	sp|Q5SQQ9|VAX1_HUMAN	tr|A0A8C6N3T0|A0A8C6N3T0_MUSSI
OG0013711	sp|Q5W0Q7|USPL1_HUMAN	tr|A0A8C6HWX7|A0A8C6HWX7_MUSSI
OG0013712	sp|Q658N2|WSCD1_HUMAN	tr|A0A8C6IIT1|A0A8C6IIT1_MUSSI
OG0013713	sp|Q6EMB2|TTLL5_HUMAN	tr|A0A8C6GX82|A0A8C6GX82_MUSSI
OG0013714	sp|Q6P0N0|M18BP_HUMAN	tr|A0A8C6GRP0|A0A8C6GRP0_MUSSI
OG0013715	sp|Q6PIZ9|TRAT1_HUMAN	tr|A0A8C6IJK1|A0A8C6IJK1_MUSSI
OG0013716	sp|Q6ZMZ3|SYNE3_HUMAN	tr|A0A8C6H146|A0A8C6H146_MUSSI
OG0013717	sp|Q6ZUT1|NKAP1_HUMAN	tr|A0A8C6GK94|A0A8C6GK94_MUSSI
OG0013718	sp|Q70EL4|UBP43_HUMAN	tr|A0A8C6GPD5|A0A8C6GPD5_MUSSI
OG0013719	sp|Q7Z6J9|SEN54_HUMAN	tr|A0A8C6IA94|A0A8C6IA94_MUSSI
OG0013720	sp|Q7Z6K5|ARPIN_HUMAN	tr|A0A8C6HH90|A0A8C6HH90_MUSSI
OG0013721	sp|Q86UU9|TKN4_HUMAN	tr|A0A8C6HMJ1|A0A8C6HMJ1_MUSSI
OG0013722	sp|Q8IY26|PLPP6_HUMAN	tr|A0A8C6I3W4|A0A8C6I3W4_MUSSI
OG0013723	sp|Q8N144|CXD3_HUMAN	tr|A0A8C6I5R1|A0A8C6I5R1_MUSSI
OG0013724	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A8C6GB43|A0A8C6GB43_MUSSI
OG0013725	sp|Q8NFY4|SEM6D_HUMAN	tr|A0A8C6GEF4|A0A8C6GEF4_MUSSI
OG0013726	sp|Q8NHP8|PLBL2_HUMAN	tr|A0A8C6IDT2|A0A8C6IDT2_MUSSI
OG0013727	sp|Q8TAU0|NKX23_HUMAN	tr|A0A8C6H8E0|A0A8C6H8E0_MUSSI
OG0013728	sp|Q8WU20|FRS2_HUMAN	tr|A0A8C6GT77|A0A8C6GT77_MUSSI
OG0013729	sp|Q8WVE7|T170A_HUMAN	tr|A0A8C6HM22|A0A8C6HM22_MUSSI
OG0013730	sp|Q96HY6|DDRGK_HUMAN	tr|A0A8C6MVP6|A0A8C6MVP6_MUSSI
OG0013731	sp|Q99567|NUP88_HUMAN	tr|A0A8C6HZC3|A0A8C6HZC3_MUSSI
OG0013732	sp|Q99707|METH_HUMAN	tr|A0A8C6MXC5|A0A8C6MXC5_MUSSI
OG0013733	sp|Q99801|NKX31_HUMAN	tr|A0A8C6I101|A0A8C6I101_MUSSI
OG0013734	sp|Q9BRQ4|CF300_HUMAN	tr|A0A8C6HV04|A0A8C6HV04_MUSSI
OG0013735	sp|Q9BX97|PLVAP_HUMAN	tr|A0A8C6IHA3|A0A8C6IHA3_MUSSI
OG0013736	sp|Q9BXJ0|C1QT5_HUMAN	tr|A0A8C6GJJ7|A0A8C6GJJ7_MUSSI
OG0013737	sp|Q9H3Q1|BORG4_HUMAN	tr|A0A8C6GVV7|A0A8C6GVV7_MUSSI
OG0013738	sp|Q9H3R5|CENPH_HUMAN	tr|A0A8C6G9S8|A0A8C6G9S8_MUSSI
OG0013739	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A8C6G7B8|A0A8C6G7B8_MUSSI
OG0013740	sp|Q9NP86|CABP5_HUMAN	tr|A0A8C6H3C1|A0A8C6H3C1_MUSSI
OG0013741	sp|Q9NRC9|OTOR_HUMAN	tr|A0A8C6I2F1|A0A8C6I2F1_MUSSI
OG0013742	sp|Q9NS18|GLRX2_HUMAN	tr|A0A8C6GLJ8|A0A8C6GLJ8_MUSSI
OG0013743	sp|Q9NTK1|DEPP1_HUMAN	tr|A0A8C6ICD1|A0A8C6ICD1_MUSSI
OG0013744	sp|Q9NVS2|RT18A_HUMAN	tr|A0A8C6H134|A0A8C6H134_MUSSI
OG0013745	sp|Q9NWX6|THG1_HUMAN	tr|A0A8C6N690|A0A8C6N690_MUSSI
OG0013746	sp|Q9NX45|SOLH2_HUMAN	tr|A0A8C6GXI6|A0A8C6GXI6_MUSSI
OG0013747	sp|Q9NYF3|FA53C_HUMAN	tr|A0A8C6GWN1|A0A8C6GWN1_MUSSI
OG0013748	sp|Q9NZ72|STMN3_HUMAN	tr|A0A8C6H3Y5|A0A8C6H3Y5_MUSSI
OG0013749	sp|Q9UKR3|KLK13_HUMAN	tr|A0A8C6I1S7|A0A8C6I1S7_MUSSI
OG0013750	sp|Q9UKY4|POMT2_HUMAN	tr|A0A8C6H1G8|A0A8C6H1G8_MUSSI
OG0013751	sp|Q9ULD2|MTUS1_HUMAN	tr|A0A8C6HLF2|A0A8C6HLF2_MUSSI
OG0013752	sp|Q9UNY4|TTF2_HUMAN	tr|A0A8C6HGY5|A0A8C6HGY5_MUSSI
OG0013753	sp|Q9Y2E6|DTX4_HUMAN	tr|A0A8C6MWS3|A0A8C6MWS3_MUSSI
OG0013754	tr|A0A0C4DGP1|A0A0C4DGP1_HUMAN	tr|A0A8C6MPI4|A0A8C6MPI4_MUSSI
OG0013755	tr|A0A2R8Y556|A0A2R8Y556_HUMAN	tr|A0A8C6MU04|A0A8C6MU04_MUSSI
OG0013756	sp|O00418|EF2K_HUMAN	tr|A0A8C6N3K8|A0A8C6N3K8_MUSSI
OG0013757	sp|O60220|TIM8A_HUMAN	tr|A0A8C6MN98|A0A8C6MN98_MUSSI
OG0013758	sp|O75052|CAPON_HUMAN	tr|A0A8C6H0R3|A0A8C6H0R3_MUSSI
OG0013759	sp|O75448|MED24_HUMAN	tr|A0A8C6I5T3|A0A8C6I5T3_MUSSI
OG0013760	sp|O95665|NTR2_HUMAN	tr|A0A8C6GZT6|A0A8C6GZT6_MUSSI
OG0013761	sp|P05019|IGF1_HUMAN	tr|A0A8C6IL66|A0A8C6IL66_MUSSI
OG0013762	sp|P0C024|NUDT7_HUMAN	tr|A0A8C6HLZ6|A0A8C6HLZ6_MUSSI
OG0013763	sp|P20933|ASPG_HUMAN	tr|A0A8C6G705|A0A8C6G705_MUSSI
OG0013764	sp|P24539|AT5F1_HUMAN	tr|A0A8C6GIE2|A0A8C6GIE2_MUSSI
OG0013765	sp|P27694|RFA1_HUMAN	tr|A0A8C6HY94|A0A8C6HY94_MUSSI
OG0013766	sp|P49721|PSB2_HUMAN	tr|A0A8C6MXG9|A0A8C6MXG9_MUSSI
OG0013767	sp|P50583|AP4A_HUMAN	tr|A0A8C6GJ26|A0A8C6GJ26_MUSSI
OG0013768	sp|P51168|SCNNB_HUMAN	tr|A0A8C6IAC8|A0A8C6IAC8_MUSSI
OG0013769	sp|P51797|CLCN6_HUMAN	tr|A0A8C6GY50|A0A8C6GY50_MUSSI
OG0013770	sp|P52429|DGKE_HUMAN	tr|A0A8C6IIC4|A0A8C6IIC4_MUSSI
OG0013771	sp|P53671|LIMK2_HUMAN	tr|A0A8C6GET2|A0A8C6GET2_MUSSI
OG0013772	sp|P57740|NU107_HUMAN	tr|A0A8C6N0S2|A0A8C6N0S2_MUSSI
OG0013773	sp|Q02548|PAX5_HUMAN	tr|A0A8C6HKQ9|A0A8C6HKQ9_MUSSI
OG0013774	sp|Q07617|SPAG1_HUMAN	tr|A0A8C6HCN5|A0A8C6HCN5_MUSSI
OG0013775	sp|Q0P6D2|DIK1C_HUMAN	tr|A0A8C6N1K8|A0A8C6N1K8_MUSSI
OG0013776	sp|Q13636|RAB31_HUMAN	tr|A0A8C6IH41|A0A8C6IH41_MUSSI
OG0013777	sp|Q14202|ZMYM3_HUMAN	tr|A0A8C6GH11|A0A8C6GH11_MUSSI
OG0013778	sp|Q14DG7|T132B_HUMAN	tr|A0A8C6MR50|A0A8C6MR50_MUSSI
OG0013779	sp|Q53EP0|FND3B_HUMAN	tr|A0A8C6HVH2|A0A8C6HVH2_MUSSI
OG0013780	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A8C6IAR4|A0A8C6IAR4_MUSSI
OG0013781	sp|Q5TBC7|B2L15_HUMAN	tr|A0A8C6MUB9|A0A8C6MUB9_MUSSI
OG0013782	sp|Q5VY43|PEAR1_HUMAN	tr|A0A8C6HVU2|A0A8C6HVU2_MUSSI
OG0013783	sp|Q6UWN8|ISK6_HUMAN	tr|A0A8C6HYC2|A0A8C6HYC2_MUSSI
OG0013784	sp|Q6UXP7|F151B_HUMAN	tr|A0A8C6H0Z9|A0A8C6H0Z9_MUSSI
OG0013785	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A8C6GA62|A0A8C6GA62_MUSSI
OG0013786	sp|Q86TI0|TBCD1_HUMAN	tr|A0A8C6GVB1|A0A8C6GVB1_MUSSI
OG0013787	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A8C6MSV1|A0A8C6MSV1_MUSSI
OG0013788	sp|Q8N556|AFAP1_HUMAN	tr|A0A8C6I511|A0A8C6I511_MUSSI
OG0013789	sp|Q8N9A8|NEPR1_HUMAN	tr|A0A8C6MW64|A0A8C6MW64_MUSSI
OG0013790	sp|Q8ND56|LS14A_HUMAN	tr|A0A8C6HDZ7|A0A8C6HDZ7_MUSSI
OG0013791	sp|Q8NFF5|FAD1_HUMAN	tr|A0A8C6I6L8|A0A8C6I6L8_MUSSI
