Orthogroup	Homo_sapiens	Delphinapterus_leucas
OG0013857	sp|Q9P0J7|KCMF1_HUMAN	tr|A0A2Y9LXR5|A0A2Y9LXR5_DELLE
OG0013858	sp|Q86YT9|JAML_HUMAN	tr|A0A2Y9LY86|A0A2Y9LY86_DELLE
OG0013859	sp|Q9HAT2|SIAE_HUMAN	tr|A0A2Y9M1L0|A0A2Y9M1L0_DELLE
OG0013860	sp|P22692|IBP4_HUMAN	tr|A0A2Y9M8H7|A0A2Y9M8H7_DELLE
OG0013861	sp|Q86UW8|HPLN4_HUMAN	tr|A0A2Y9MAC4|A0A2Y9MAC4_DELLE
OG0013862	sp|Q6UWY5|OLFL1_HUMAN	tr|A0A2Y9MB10|A0A2Y9MB10_DELLE
OG0013863	sp|Q8WXH4|ASB11_HUMAN	tr|A0A2Y9MBM5|A0A2Y9MBM5_DELLE
OG0013864	sp|Q9C0A6|SETD5_HUMAN	tr|A0A2Y9MDV4|A0A2Y9MDV4_DELLE
OG0013865	sp|Q6UW60|PCSK4_HUMAN	tr|A0A2Y9MGG2|A0A2Y9MGG2_DELLE
OG0013866	sp|Q8NE79|POPD1_HUMAN	tr|A0A2Y9MGT0|A0A2Y9MGT0_DELLE
OG0013867	sp|P08034|CXB1_HUMAN	tr|A0A2Y9MHU6|A0A2Y9MHU6_DELLE
OG0013868	sp|P62875|RPAB5_HUMAN	tr|A0A2Y9MJ39|A0A2Y9MJ39_DELLE
OG0013869	sp|Q8IXQ6|PARP9_HUMAN	tr|A0A2Y9MLE6|A0A2Y9MLE6_DELLE
OG0013870	sp|A2RUC4|TYW5_HUMAN	tr|A0A2Y9MM30|A0A2Y9MM30_DELLE
OG0013871	sp|P28358|HXD10_HUMAN	tr|A0A2Y9MTU4|A0A2Y9MTU4_DELLE
OG0013872	sp|Q86Y13|DZIP3_HUMAN	tr|A0A2Y9MVK6|A0A2Y9MVK6_DELLE
OG0013873	sp|O15091|MRPP3_HUMAN	tr|A0A2Y9MVL3|A0A2Y9MVL3_DELLE
OG0013874	sp|Q8N9V2|TRIML_HUMAN	tr|A0A2Y9N6U0|A0A2Y9N6U0_DELLE
OG0013875	sp|P67809|YBOX1_HUMAN	tr|A0A2Y9N8P6|A0A2Y9N8P6_DELLE
OG0013876	sp|Q6KB66|K2C80_HUMAN	tr|A0A2Y9N8Q4|A0A2Y9N8Q4_DELLE
OG0013877	sp|Q16236|NF2L2_HUMAN	tr|A0A2Y9N981|A0A2Y9N981_DELLE
OG0013878	sp|Q96ME7|ZN512_HUMAN	tr|A0A2Y9NAE0|A0A2Y9NAE0_DELLE
OG0013879	sp|P17931|LEG3_HUMAN	tr|A0A2Y9NAF6|A0A2Y9NAF6_DELLE
OG0013880	sp|Q5T447|HECD3_HUMAN	tr|A0A2Y9NAL1|A0A2Y9NAL1_DELLE
OG0013881	sp|A6NFX1|MFS2B_HUMAN	tr|A0A2Y9NAU1|A0A2Y9NAU1_DELLE
OG0013882	sp|P46063|RECQ1_HUMAN	tr|A0A2Y9NEU0|A0A2Y9NEU0_DELLE
OG0013883	sp|Q86XN7|PRSR1_HUMAN	tr|A0A2Y9NG22|A0A2Y9NG22_DELLE
OG0013884	sp|Q9Y6I9|TX264_HUMAN	tr|A0A2Y9NHB1|A0A2Y9NHB1_DELLE
OG0013885	sp|O15381|NVL_HUMAN	tr|A0A2Y9NJ46|A0A2Y9NJ46_DELLE
OG0013886	sp|Q12912|IRAG2_HUMAN	tr|A0A2Y9NKT4|A0A2Y9NKT4_DELLE
OG0013887	sp|A0PJE2|DHR12_HUMAN	tr|A0A2Y9NMC0|A0A2Y9NMC0_DELLE
OG0013888	sp|O14498|ISLR_HUMAN	tr|A0A2Y9NS25|A0A2Y9NS25_DELLE
OG0013889	sp|Q96A65|EXOC4_HUMAN	tr|A0A2Y9NTZ4|A0A2Y9NTZ4_DELLE
OG0013890	sp|O43313|ATMIN_HUMAN	tr|A0A2Y9NUW9|A0A2Y9NUW9_DELLE
OG0013891	sp|Q12889|OVGP1_HUMAN	tr|A0A2Y9NXX6|A0A2Y9NXX6_DELLE
OG0013892	sp|Q2M296|MTHSD_HUMAN	tr|A0A2Y9P089|A0A2Y9P089_DELLE
OG0013893	sp|P61201|CSN2_HUMAN	tr|A0A2Y9P6Y9|A0A2Y9P6Y9_DELLE
OG0013894	sp|Q96S55|WRIP1_HUMAN	tr|A0A2Y9PAF4|A0A2Y9PAF4_DELLE
OG0013895	sp|Q9P0T4|ZN581_HUMAN	tr|A0A2Y9PBM2|A0A2Y9PBM2_DELLE
OG0013896	sp|P60228|EIF3E_HUMAN	tr|A0A2Y9PCS8|A0A2Y9PCS8_DELLE
OG0013897	sp|Q99447|PCY2_HUMAN	tr|A0A2Y9PDL9|A0A2Y9PDL9_DELLE
OG0013898	sp|O95363|SYFM_HUMAN	tr|A0A2Y9PGB8|A0A2Y9PGB8_DELLE
OG0013899	sp|A6NC05|YD286_HUMAN	tr|A0A2Y9PGK4|A0A2Y9PGK4_DELLE
OG0013900	sp|Q96PX1|RN157_HUMAN	tr|A0A2Y9PHD5|A0A2Y9PHD5_DELLE
OG0013901	sp|Q4LDR2|CTXN3_HUMAN	tr|A0A2Y9PHG0|A0A2Y9PHG0_DELLE
OG0013902	sp|Q8NBM8|PCYXL_HUMAN	tr|A0A2Y9PJ25|A0A2Y9PJ25_DELLE
OG0013903	sp|Q8IX12|CCAR1_HUMAN	tr|A0A2Y9PTZ8|A0A2Y9PTZ8_DELLE
OG0013904	sp|E9PQX1|TM262_HUMAN	tr|A0A2Y9PW03|A0A2Y9PW03_DELLE
OG0013905	sp|P08195|4F2_HUMAN	tr|A0A2Y9PWG2|A0A2Y9PWG2_DELLE
OG0013906	sp|Q92530|PSMF1_HUMAN	tr|A0A2Y9PYS5|A0A2Y9PYS5_DELLE
OG0013907	sp|P51955|NEK2_HUMAN	tr|A0A2Y9Q096|A0A2Y9Q096_DELLE
OG0013908	sp|Q9NZR4|VSX1_HUMAN	tr|A0A2Y9Q385|A0A2Y9Q385_DELLE
OG0013909	sp|P08579|RU2B_HUMAN	tr|A0A2Y9Q3C0|A0A2Y9Q3C0_DELLE
OG0013910	sp|Q9NYS7|WSB2_HUMAN	tr|A0A2Y9Q7F5|A0A2Y9Q7F5_DELLE
OG0013911	sp|Q96S94|CCNL2_HUMAN	tr|A0A2Y9Q9L2|A0A2Y9Q9L2_DELLE
OG0013912	sp|Q9BRR3|PGAP4_HUMAN	tr|A0A2Y9QA78|A0A2Y9QA78_DELLE
OG0013913	sp|P00439|PH4H_HUMAN	tr|A0A2Y9QD75|A0A2Y9QD75_DELLE
OG0013914	sp|Q9Y6Y1|CMTA1_HUMAN	tr|A0A2Y9QFU6|A0A2Y9QFU6_DELLE
OG0013915	sp|O75161|NPHP4_HUMAN	tr|A0A2Y9QGG1|A0A2Y9QGG1_DELLE
OG0013916	sp|Q15003|CND2_HUMAN	tr|A0A2Y9QH72|A0A2Y9QH72_DELLE
OG0013917	sp|Q9C0I9|LRC27_HUMAN	tr|A0A7F8K3X0|A0A7F8K3X0_DELLE
OG0013918	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A7F8K7Q6|A0A7F8K7Q6_DELLE
OG0013919	sp|Q8N7X2|STPG3_HUMAN	tr|A0A7F8KCS3|A0A7F8KCS3_DELLE
OG0013920	sp|Q00872|MYPC1_HUMAN	tr|A0A7F8KD35|A0A7F8KD35_DELLE
OG0013921	sp|P0CW27|CC166_HUMAN	tr|A0A7F8KGR6|A0A7F8KGR6_DELLE
OG0013922	sp|Q92737|RSLAA_HUMAN	tr|A0A2Y9LAP2|A0A2Y9LAP2_DELLE
OG0013923	sp|Q9UBR1|BUP1_HUMAN	tr|A0A2Y9LJ42|A0A2Y9LJ42_DELLE
OG0013924	sp|P51828|ADCY7_HUMAN	tr|A0A2Y9LM77|A0A2Y9LM77_DELLE
OG0013925	sp|Q8NDA8|MROH1_HUMAN	tr|A0A2Y9LNK9|A0A2Y9LNK9_DELLE
OG0013926	sp|O43432|IF4G3_HUMAN	tr|A0A2Y9LQC5|A0A2Y9LQC5_DELLE
OG0013927	sp|Q8N5D0|WDTC1_HUMAN	tr|A0A2Y9LQK5|A0A2Y9LQK5_DELLE
OG0013928	sp|Q92562|FIG4_HUMAN	tr|A0A2Y9LSA0|A0A2Y9LSA0_DELLE
OG0013929	sp|Q8NAT2|TDRD5_HUMAN	tr|A0A2Y9LUA9|A0A2Y9LUA9_DELLE
OG0013930	sp|P78411|IRX5_HUMAN	tr|A0A2Y9LV21|A0A2Y9LV21_DELLE
OG0013931	sp|Q99988|GDF15_HUMAN	tr|A0A2Y9LX51|A0A2Y9LX51_DELLE
OG0013932	sp|O75695|XRP2_HUMAN	tr|A0A2Y9LYG0|A0A2Y9LYG0_DELLE
OG0013933	sp|Q9BT88|SYT11_HUMAN	tr|A0A2Y9LZH8|A0A2Y9LZH8_DELLE
OG0013934	sp|Q6P4F2|FDX2_HUMAN	tr|A0A2Y9M0S0|A0A2Y9M0S0_DELLE
OG0013935	sp|Q16570|ACKR1_HUMAN	tr|A0A2Y9M263|A0A2Y9M263_DELLE
OG0013936	sp|P43121|MUC18_HUMAN	tr|A0A2Y9M309|A0A2Y9M309_DELLE
OG0013937	sp|Q9UJA2|CRLS1_HUMAN	tr|A0A2Y9M498|A0A2Y9M498_DELLE
OG0013938	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A2Y9M5P7|A0A2Y9M5P7_DELLE
OG0013939	sp|O75173|ATS4_HUMAN	tr|A0A2Y9M7E9|A0A2Y9M7E9_DELLE
OG0013940	sp|Q6UWH6|TX261_HUMAN	tr|A0A2Y9M7I9|A0A2Y9M7I9_DELLE
OG0013941	sp|P05814|CASB_HUMAN	tr|A0A2Y9M8L5|A0A2Y9M8L5_DELLE
OG0013942	sp|O76070|SYUG_HUMAN	tr|A0A2Y9M8V7|A0A2Y9M8V7_DELLE
OG0013943	sp|Q14061|COX17_HUMAN	tr|A0A2Y9MI12|A0A2Y9MI12_DELLE
OG0013944	sp|Q7Z5H3|RHG22_HUMAN	tr|A0A2Y9MME4|A0A2Y9MME4_DELLE
OG0013945	sp|P56559|ARL4C_HUMAN	tr|A0A2Y9MN70|A0A2Y9MN70_DELLE
OG0013946	sp|P02585|TNNC2_HUMAN	tr|A0A2Y9MNR8|A0A2Y9MNR8_DELLE
OG0013947	sp|Q5BIV9|SPRN_HUMAN	tr|A0A2Y9MP41|A0A2Y9MP41_DELLE
OG0013948	sp|O14734|ACOT8_HUMAN	tr|A0A2Y9MU62|A0A2Y9MU62_DELLE
OG0013949	sp|Q9BPX3|CND3_HUMAN	tr|A0A2Y9MUA5|A0A2Y9MUA5_DELLE
OG0013950	sp|P55212|CASP6_HUMAN	tr|A0A2Y9MV03|A0A2Y9MV03_DELLE
OG0013951	sp|Q8TAT5|NEIL3_HUMAN	tr|A0A2Y9MVT0|A0A2Y9MVT0_DELLE
OG0013952	sp|P35251|RFC1_HUMAN	tr|A0A2Y9MWC7|A0A2Y9MWC7_DELLE
OG0013953	sp|Q56UN5|M3K19_HUMAN	tr|A0A2Y9MWH4|A0A2Y9MWH4_DELLE
OG0013954	sp|Q9BQT8|ODC_HUMAN	tr|A0A2Y9MZU1|A0A2Y9MZU1_DELLE
OG0013955	sp|Q53EZ4|CEP55_HUMAN	tr|A0A2Y9N1H8|A0A2Y9N1H8_DELLE
OG0013956	sp|P19075|TSN8_HUMAN	tr|A0A2Y9NDA5|A0A2Y9NDA5_DELLE
OG0013957	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A2Y9NDG5|A0A2Y9NDG5_DELLE
OG0013958	sp|Q8NG08|HELB_HUMAN	tr|A0A2Y9NDI7|A0A2Y9NDI7_DELLE
OG0013959	sp|Q9NS98|SEM3G_HUMAN	tr|A0A2Y9NH70|A0A2Y9NH70_DELLE
OG0013960	sp|P15408|FOSL2_HUMAN	tr|A0A2Y9NKQ7|A0A2Y9NKQ7_DELLE
OG0013961	sp|Q709C8|VP13C_HUMAN	tr|A0A2Y9NW46|A0A2Y9NW46_DELLE
OG0013962	sp|Q9Y4E6|WDR7_HUMAN	tr|A0A2Y9NZ05|A0A2Y9NZ05_DELLE
OG0013963	sp|O15382|BCAT2_HUMAN	tr|A0A2Y9P1E1|A0A2Y9P1E1_DELLE
OG0013964	sp|P48775|T23O_HUMAN	tr|A0A2Y9P3M1|A0A2Y9P3M1_DELLE
OG0013965	sp|P0C1Z6|TFPT_HUMAN	tr|A0A2Y9P3W8|A0A2Y9P3W8_DELLE
OG0013966	sp|P20273|CD22_HUMAN	tr|A0A2Y9P4I8|A0A2Y9P4I8_DELLE
OG0013967	sp|Q8TBE7|S35G2_HUMAN	tr|A0A2Y9P4J0|A0A2Y9P4J0_DELLE
OG0013968	sp|Q7L5A8|FA2H_HUMAN	tr|A0A2Y9P6C9|A0A2Y9P6C9_DELLE
OG0013969	sp|O00483|NDUA4_HUMAN	tr|A0A2Y9P6N3|A0A2Y9P6N3_DELLE
OG0013970	sp|Q05469|LIPS_HUMAN	tr|A0A2Y9P7Q7|A0A2Y9P7Q7_DELLE
OG0013971	sp|Q2KHR3|QSER1_HUMAN	tr|A0A2Y9P7U1|A0A2Y9P7U1_DELLE
OG0013972	sp|P48995|TRPC1_HUMAN	tr|A0A2Y9P7Z8|A0A2Y9P7Z8_DELLE
OG0013973	sp|Q9UQ90|SPG7_HUMAN	tr|A0A2Y9P8H5|A0A2Y9P8H5_DELLE
OG0013974	sp|Q96GQ5|RUSF1_HUMAN	tr|A0A2Y9PAC4|A0A2Y9PAC4_DELLE
OG0013975	sp|Q8WXS3|BAALC_HUMAN	tr|A0A2Y9PAP1|A0A2Y9PAP1_DELLE
OG0013976	sp|Q86W54|SPA24_HUMAN	tr|A0A2Y9PH83|A0A2Y9PH83_DELLE
OG0013977	sp|A2RRL7|TM213_HUMAN	tr|A0A2Y9PII0|A0A2Y9PII0_DELLE
OG0013978	sp|P56179|DLX6_HUMAN	tr|A0A2Y9PIR9|A0A2Y9PIR9_DELLE
OG0013979	sp|Q7L1S5|CHST9_HUMAN	tr|A0A2Y9PIV2|A0A2Y9PIV2_DELLE
OG0013980	sp|Q9BQE6|LBHD1_HUMAN	tr|A0A2Y9PP32|A0A2Y9PP32_DELLE
OG0013981	sp|P48637|GSHB_HUMAN	tr|A0A2Y9PYT7|A0A2Y9PYT7_DELLE
OG0013982	sp|P43026|GDF5_HUMAN	tr|A0A2Y9PZB9|A0A2Y9PZB9_DELLE
OG0013983	sp|Q96NA2|RILP_HUMAN	tr|A0A2Y9Q040|A0A2Y9Q040_DELLE
OG0013984	sp|A8MYP8|ODF3B_HUMAN	tr|A0A2Y9Q076|A0A2Y9Q076_DELLE
OG0013985	sp|Q9BZQ2|SHP1L_HUMAN	tr|A0A2Y9Q0C2|A0A2Y9Q0C2_DELLE
OG0013986	sp|Q86US8|EST1A_HUMAN	tr|A0A2Y9Q1J0|A0A2Y9Q1J0_DELLE
OG0013987	sp|Q9BQP7|MGME1_HUMAN	tr|A0A2Y9Q364|A0A2Y9Q364_DELLE
OG0013988	sp|Q8WVB6|CTF18_HUMAN	tr|A0A2Y9Q3X5|A0A2Y9Q3X5_DELLE
OG0013989	sp|Q9UBB4|ATX10_HUMAN	tr|A0A2Y9Q532|A0A2Y9Q532_DELLE
OG0013990	sp|Q99470|SDF2_HUMAN	tr|A0A2Y9Q7M9|A0A2Y9Q7M9_DELLE
OG0013991	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A2Y9Q7Z6|A0A2Y9Q7Z6_DELLE
OG0013992	sp|Q96JF0|SIAT2_HUMAN	tr|A0A2Y9QB96|A0A2Y9QB96_DELLE
OG0013993	sp|Q6KC79|NIPBL_HUMAN	tr|A0A2Y9QHX2|A0A2Y9QHX2_DELLE
OG0013994	sp|P82932|RT06_HUMAN	tr|A0A7F8K5N6|A0A7F8K5N6_DELLE
OG0013995	sp|Q9BWC9|CC106_HUMAN	tr|A0A7F8K8X1|A0A7F8K8X1_DELLE
OG0013996	sp|Q8NBP0|TTC13_HUMAN	tr|A0A2Y9LH91|A0A2Y9LH91_DELLE
OG0013997	sp|Q86TJ2|TAD2B_HUMAN	tr|A0A2Y9LM53|A0A2Y9LM53_DELLE
OG0013998	sp|P51784|UBP11_HUMAN	tr|A0A2Y9LQM1|A0A2Y9LQM1_DELLE
OG0013999	sp|Q4VCS5|AMOT_HUMAN	tr|A0A2Y9LRN2|A0A2Y9LRN2_DELLE
OG0014000	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A2Y9LS30|A0A2Y9LS30_DELLE
OG0014001	sp|P12004|PCNA_HUMAN	tr|A0A2Y9LU04|A0A2Y9LU04_DELLE
OG0014002	sp|P04626|ERBB2_HUMAN	tr|A0A2Y9M2S5|A0A2Y9M2S5_DELLE
OG0014003	sp|Q14CZ8|HECAM_HUMAN	tr|A0A2Y9M2W4|A0A2Y9M2W4_DELLE
OG0014004	sp|P78508|KCJ10_HUMAN	tr|A0A2Y9M8R7|A0A2Y9M8R7_DELLE
OG0014005	sp|Q5JSH3|WDR44_HUMAN	tr|A0A2Y9M8X8|A0A2Y9M8X8_DELLE
OG0014006	sp|Q9Y279|VSIG4_HUMAN	tr|A0A2Y9MC56|A0A2Y9MC56_DELLE
OG0014007	sp|Q8TD22|SFXN5_HUMAN	tr|A0A2Y9MD16|A0A2Y9MD16_DELLE
OG0014008	sp|Q8IW00|VSTM4_HUMAN	tr|A0A2Y9MD92|A0A2Y9MD92_DELLE
OG0014009	sp|Q5FWE3|PRRT3_HUMAN	tr|A0A2Y9MEW2|A0A2Y9MEW2_DELLE
OG0014010	sp|O75781|PALM_HUMAN	tr|A0A2Y9MHD9|A0A2Y9MHD9_DELLE
OG0014011	sp|Q8TF61|FBX41_HUMAN	tr|A0A2Y9MIN6|A0A2Y9MIN6_DELLE
OG0014012	sp|Q9ULM0|PKHH1_HUMAN	tr|A0A2Y9MVY3|A0A2Y9MVY3_DELLE
OG0014013	sp|P02786|TFR1_HUMAN	tr|A0A2Y9MY54|A0A2Y9MY54_DELLE
OG0014014	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A2Y9MYH8|A0A2Y9MYH8_DELLE
OG0014015	sp|Q9NQB0|TF7L2_HUMAN	tr|A0A2Y9MZC9|A0A2Y9MZC9_DELLE
OG0014016	sp|Q86WH2|RASF3_HUMAN	tr|A0A2Y9MZL2|A0A2Y9MZL2_DELLE
OG0014017	sp|P78417|GSTO1_HUMAN	tr|A0A2Y9MZN1|A0A2Y9MZN1_DELLE
OG0014018	sp|Q96CB8|INT12_HUMAN	tr|A0A2Y9N0D8|A0A2Y9N0D8_DELLE
OG0014019	sp|Q8IYM0|F186B_HUMAN	tr|A0A2Y9N4C0|A0A2Y9N4C0_DELLE
OG0014020	sp|Q86YL5|TDRP_HUMAN	tr|A0A2Y9N5A3|A0A2Y9N5A3_DELLE
OG0014021	sp|Q9HBI5|CC014_HUMAN	tr|A0A2Y9N5M6|A0A2Y9N5M6_DELLE
OG0014022	sp|P56748|CLD8_HUMAN	tr|A0A2Y9N5V5|A0A2Y9N5V5_DELLE
OG0014023	sp|Q86XZ4|SPAS2_HUMAN	tr|A0A2Y9N945|A0A2Y9N945_DELLE
OG0014024	sp|P14902|I23O1_HUMAN	tr|A0A2Y9NCL9|A0A2Y9NCL9_DELLE
OG0014025	sp|Q9UKU9|ANGL2_HUMAN	tr|A0A2Y9NHL0|A0A2Y9NHL0_DELLE
OG0014026	sp|Q5T1R4|ZEP3_HUMAN	tr|A0A2Y9NI85|A0A2Y9NI85_DELLE
OG0014027	sp|Q13616|CUL1_HUMAN	tr|A0A2Y9NNF1|A0A2Y9NNF1_DELLE
OG0014028	sp|Q15916|ZBTB6_HUMAN	tr|A0A2Y9NNQ5|A0A2Y9NNQ5_DELLE
OG0014029	sp|O14775|GNB5_HUMAN	tr|A0A2Y9NQP1|A0A2Y9NQP1_DELLE
OG0014030	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A2Y9NRQ3|A0A2Y9NRQ3_DELLE
OG0014031	sp|Q12929|EPS8_HUMAN	tr|A0A2Y9NV44|A0A2Y9NV44_DELLE
OG0014032	sp|H3BU77|CC179_HUMAN	tr|A0A2Y9NWB5|A0A2Y9NWB5_DELLE
OG0014033	sp|Q8N387|MUC15_HUMAN	tr|A0A2Y9NZN8|A0A2Y9NZN8_DELLE
OG0014034	sp|O95859|TSN12_HUMAN	tr|A0A2Y9P4B6|A0A2Y9P4B6_DELLE
OG0014035	sp|O43402|EMC8_HUMAN	tr|A0A2Y9P5S6|A0A2Y9P5S6_DELLE
OG0014036	sp|Q16254|E2F4_HUMAN	tr|A0A2Y9P771|A0A2Y9P771_DELLE
OG0014037	sp|O60294|TYW4_HUMAN	tr|A0A2Y9P7J3|A0A2Y9P7J3_DELLE
OG0014038	sp|Q96T52|IMP2L_HUMAN	tr|A0A2Y9P8V0|A0A2Y9P8V0_DELLE
OG0014039	sp|Q96SL8|FIZ1_HUMAN	tr|A0A2Y9PBN2|A0A2Y9PBN2_DELLE
OG0014040	sp|Q14956|GPNMB_HUMAN	tr|A0A2Y9PCT0|A0A2Y9PCT0_DELLE
OG0014041	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A2Y9PDF7|A0A2Y9PDF7_DELLE
OG0014042	sp|Q00796|DHSO_HUMAN	tr|A0A2Y9PJQ1|A0A2Y9PJQ1_DELLE
OG0014043	sp|P01303|NPY_HUMAN	tr|A0A2Y9PK18|A0A2Y9PK18_DELLE
OG0014044	sp|Q15631|TSN_HUMAN	tr|A0A2Y9PM12|A0A2Y9PM12_DELLE
OG0014045	sp|O95976|IGSF6_HUMAN	tr|A0A2Y9PND0|A0A2Y9PND0_DELLE
OG0014046	sp|Q13277|STX3_HUMAN	tr|A0A2Y9PPF2|A0A2Y9PPF2_DELLE
OG0014047	sp|P17980|PRS6A_HUMAN	tr|A0A2Y9PPT9|A0A2Y9PPT9_DELLE
OG0014048	sp|Q14008|CKAP5_HUMAN	tr|A0A2Y9PQ23|A0A2Y9PQ23_DELLE
OG0014049	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A2Y9PQF0|A0A2Y9PQF0_DELLE
OG0014050	sp|Q5TC84|OGRL1_HUMAN	tr|A0A2Y9PT77|A0A2Y9PT77_DELLE
OG0014051	sp|P35247|SFTPD_HUMAN	tr|A0A2Y9PTR3|A0A2Y9PTR3_DELLE
OG0014052	sp|Q8TBY9|CF251_HUMAN	tr|A0A2Y9Q301|A0A2Y9Q301_DELLE
OG0014053	sp|O75530|EED_HUMAN	tr|A0A2Y9Q312|A0A2Y9Q312_DELLE
OG0014054	sp|P07204|TRBM_HUMAN	tr|A0A2Y9Q3F5|A0A2Y9Q3F5_DELLE
OG0014055	sp|O60437|PEPL_HUMAN	tr|A0A2Y9Q4L1|A0A2Y9Q4L1_DELLE
OG0014056	sp|P30086|PEBP1_HUMAN	tr|A0A2Y9Q820|A0A2Y9Q820_DELLE
OG0014057	sp|P49908|SEPP1_HUMAN	tr|A0A2Y9Q8L6|A0A2Y9Q8L6_DELLE
OG0014058	sp|P55769|NH2L1_HUMAN	tr|A0A2Y9QB43|A0A2Y9QB43_DELLE
OG0014059	sp|Q86WP2|GPBP1_HUMAN	tr|A0A2Y9QBQ9|A0A2Y9QBQ9_DELLE
OG0014060	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A2Y9QE48|A0A2Y9QE48_DELLE
OG0014061	sp|A6NDU8|RIMC1_HUMAN	tr|A0A2Y9QF62|A0A2Y9QF62_DELLE
OG0014062	sp|Q96L58|B3GT6_HUMAN	tr|A0A2Y9QGF7|A0A2Y9QGF7_DELLE
OG0014063	sp|O95980|RECK_HUMAN	tr|A0A2Y9QL70|A0A2Y9QL70_DELLE
OG0014064	sp|Q9UP83|COG5_HUMAN	tr|A0A7F8KAZ0|A0A7F8KAZ0_DELLE
OG0014065	sp|Q9UBG0|MRC2_HUMAN	tr|A0A7F8KDU9|A0A7F8KDU9_DELLE
OG0014066	sp|Q9BZJ4|S2539_HUMAN	tr|A0A7F8KE38|A0A7F8KE38_DELLE
OG0014067	sp|A6NGR9|MROH6_HUMAN	tr|A0A7F8KF76|A0A7F8KF76_DELLE
OG0014068	sp|Q96A04|TSACC_HUMAN	tr|A0A7F8KFB9|A0A7F8KFB9_DELLE
OG0014069	sp|P30556|AGTR1_HUMAN	tr|A0A140GMY9|A0A140GMY9_DELLE
OG0014070	sp|Q9UBB9|TFP11_HUMAN	tr|A0A2Y9LAQ9|A0A2Y9LAQ9_DELLE
OG0014071	sp|Q6UXS0|CL19A_HUMAN	tr|A0A2Y9LES9|A0A2Y9LES9_DELLE
OG0014072	sp|P19634|SL9A1_HUMAN	tr|A0A2Y9LFT1|A0A2Y9LFT1_DELLE
OG0014073	sp|Q9NZS9|BFAR_HUMAN	tr|A0A2Y9LGR4|A0A2Y9LGR4_DELLE
OG0014074	sp|Q8N755|S66A3_HUMAN	tr|A0A2Y9LJP5|A0A2Y9LJP5_DELLE
OG0014075	sp|P78509|RELN_HUMAN	tr|A0A2Y9LKB1|A0A2Y9LKB1_DELLE
OG0014076	sp|Q96JB3|HIC2_HUMAN	tr|A0A2Y9LNZ9|A0A2Y9LNZ9_DELLE
OG0014077	sp|Q9UBH6|XPR1_HUMAN	tr|A0A2Y9LUB7|A0A2Y9LUB7_DELLE
OG0014078	sp|P15260|INGR1_HUMAN	tr|A0A2Y9LUF6|A0A2Y9LUF6_DELLE
OG0014079	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A2Y9LVY0|A0A2Y9LVY0_DELLE
OG0014080	sp|Q7Z7H8|RM10_HUMAN	tr|A0A2Y9LWA5|A0A2Y9LWA5_DELLE
OG0014081	sp|P60008|HILS1_HUMAN	tr|A0A2Y9LWN4|A0A2Y9LWN4_DELLE
OG0014082	sp|Q5JXM2|MET24_HUMAN	tr|A0A2Y9LXR8|A0A2Y9LXR8_DELLE
OG0014083	sp|P00167|CYB5_HUMAN	tr|A0A2Y9M1V6|A0A2Y9M1V6_DELLE
OG0014084	sp|Q9ULZ1|APEL_HUMAN	tr|A0A2Y9M6A9|A0A2Y9M6A9_DELLE
OG0014085	sp|Q16653|MOG_HUMAN	tr|A0A2Y9M6V1|A0A2Y9M6V1_DELLE
OG0014086	sp|Q8N8G2|VGLL2_HUMAN	tr|A0A2Y9M855|A0A2Y9M855_DELLE
OG0014087	sp|Q30201|HFE_HUMAN	tr|A0A2Y9M887|A0A2Y9M887_DELLE
OG0014088	sp|Q96FQ6|S10AG_HUMAN	tr|A0A2Y9MD85|A0A2Y9MD85_DELLE
OG0014089	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A2Y9MDC0|A0A2Y9MDC0_DELLE
OG0014090	sp|O43824|GTPB6_HUMAN	tr|A0A2Y9MF02|A0A2Y9MF02_DELLE
OG0014091	sp|Q96IJ6|GMPPA_HUMAN	tr|A0A2Y9MMH8|A0A2Y9MMH8_DELLE
OG0014092	sp|Q9P246|STIM2_HUMAN	tr|A0A2Y9MT22|A0A2Y9MT22_DELLE
OG0014093	sp|A2RU54|HMX2_HUMAN	tr|A0A2Y9MW96|A0A2Y9MW96_DELLE
OG0014094	sp|Q9ULM3|YETS2_HUMAN	tr|A0A2Y9MWE1|A0A2Y9MWE1_DELLE
OG0014095	sp|Q5W5W9|RES18_HUMAN	tr|A0A2Y9MWP7|A0A2Y9MWP7_DELLE
OG0014096	sp|P43304|GPDM_HUMAN	tr|A0A2Y9MX04|A0A2Y9MX04_DELLE
OG0014097	sp|Q14449|GRB14_HUMAN	tr|A0A2Y9MXJ1|A0A2Y9MXJ1_DELLE
