Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0011654	sp|P43304|GPDM_HUMAN	tr|A0A7N4P7A3|A0A7N4P7A3_SARHA
OG0011655	sp|P43308|SSRB_HUMAN	tr|A0A7N4NVM7|A0A7N4NVM7_SARHA
OG0011656	sp|P50897|PPT1_HUMAN	tr|A0A7N4PAQ8|A0A7N4PAQ8_SARHA
OG0011657	sp|P51530|DNA2_HUMAN	tr|A0A7N4UYF8|A0A7N4UYF8_SARHA
OG0011658	sp|P54725|RD23A_HUMAN	tr|A0A7N4PQT9|A0A7N4PQT9_SARHA
OG0011659	sp|P98172|EFNB1_HUMAN	tr|A0A7N4UYW2|A0A7N4UYW2_SARHA
OG0011660	sp|Q12772|SRBP2_HUMAN	tr|G3WE13|G3WE13_SARHA
OG0011661	sp|Q15040|JOS1_HUMAN	tr|A0A7N4NT80|A0A7N4NT80_SARHA
OG0011662	sp|Q15154|PCM1_HUMAN	tr|A0A7N4V7R7|A0A7N4V7R7_SARHA
OG0011663	sp|Q15842|KCNJ8_HUMAN	tr|G3WQR3|G3WQR3_SARHA
OG0011664	sp|Q17RC7|EX3L4_HUMAN	tr|G3VFU7|G3VFU7_SARHA
OG0011665	sp|Q2KHR3|QSER1_HUMAN	tr|A0A7N4NVI3|A0A7N4NVI3_SARHA
OG0011666	sp|Q5JPB2|ZN831_HUMAN	tr|A0A7N4V2E5|A0A7N4V2E5_SARHA
OG0011667	sp|Q66K79|CBPZ_HUMAN	tr|G3VHL8|G3VHL8_SARHA
OG0011668	sp|Q6B0B8|TIGD3_HUMAN	tr|A0A7N4UZS1|A0A7N4UZS1_SARHA
OG0011669	sp|Q6P9B9|INT5_HUMAN	tr|A0A7N4NZX5|A0A7N4NZX5_SARHA
OG0011670	sp|Q6PD74|AAGAB_HUMAN	tr|G3WHL4|G3WHL4_SARHA
OG0011671	sp|Q7Z6L1|TCPR1_HUMAN	tr|G3WSL7|G3WSL7_SARHA
OG0011672	sp|Q86UP6|CUZD1_HUMAN	tr|G3WE72|G3WE72_SARHA
OG0011673	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A7N4PLK8|A0A7N4PLK8_SARHA
OG0011674	sp|Q8NB90|SPAT5_HUMAN	tr|A0A7N4V2R2|A0A7N4V2R2_SARHA
OG0011675	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A7N4PY77|A0A7N4PY77_SARHA
OG0011676	sp|Q8TCG2|P4K2B_HUMAN	tr|A0A7N4PHW5|A0A7N4PHW5_SARHA
OG0011677	sp|Q8TCJ2|STT3B_HUMAN	tr|G3WSH6|G3WSH6_SARHA
OG0011678	sp|Q8TD19|NEK9_HUMAN	tr|A0A7N4PQW2|A0A7N4PQW2_SARHA
OG0011679	sp|Q8TDY2|RBCC1_HUMAN	tr|G3W3N6|G3W3N6_SARHA
OG0011680	sp|Q92615|LAR4B_HUMAN	tr|G3WJV8|G3WJV8_SARHA
OG0011681	sp|Q96B49|TOM6_HUMAN	tr|A0A7N4V7J3|A0A7N4V7J3_SARHA
OG0011682	sp|Q96BY9|SARAF_HUMAN	tr|G3WF88|G3WF88_SARHA
OG0011683	sp|Q96CN5|LRC45_HUMAN	tr|G3VWV6|G3VWV6_SARHA
OG0011684	sp|Q96CW1|AP2M1_HUMAN	tr|G3VIT9|G3VIT9_SARHA
OG0011685	sp|Q96DR7|ARHGQ_HUMAN	tr|G3WV54|G3WV54_SARHA
OG0011686	sp|Q96FM1|PGAP3_HUMAN	tr|A0A7N4NLJ5|A0A7N4NLJ5_SARHA
OG0011687	sp|Q96K58|ZN668_HUMAN	tr|A0A7N4PGD9|A0A7N4PGD9_SARHA
OG0011688	sp|Q96MS0|ROBO3_HUMAN	tr|G3WS11|G3WS11_SARHA
OG0011689	sp|Q96RU7|TRIB3_HUMAN	tr|G3VRY0|G3VRY0_SARHA
OG0011690	sp|Q99598|TSNAX_HUMAN	tr|A0A7N4NT88|A0A7N4NT88_SARHA
OG0011691	sp|Q99884|SC6A7_HUMAN	tr|G3WY95|G3WY95_SARHA
OG0011692	sp|Q9BQA5|HINFP_HUMAN	tr|A0A7N4NSZ7|A0A7N4NSZ7_SARHA
OG0011693	sp|Q9H0C2|ADT4_HUMAN	tr|G3WJN1|G3WJN1_SARHA
OG0011694	sp|Q9H3E2|SNX25_HUMAN	tr|A0A7N4PWC5|A0A7N4PWC5_SARHA
OG0011695	sp|Q9H4D0|CSTN2_HUMAN	tr|G3WYV0|G3WYV0_SARHA
OG0011696	sp|Q9H7X2|CA115_HUMAN	tr|A0A7N4Q1T3|A0A7N4Q1T3_SARHA
OG0011697	sp|Q9H936|GHC1_HUMAN	tr|A0A7N4NKR6|A0A7N4NKR6_SARHA
OG0011698	sp|Q9HAV7|GRPE1_HUMAN	tr|A0A7N4PVP2|A0A7N4PVP2_SARHA
OG0011699	sp|Q9NP64|ZCC17_HUMAN	tr|A0A7N4PR70|A0A7N4PR70_SARHA
OG0011700	sp|Q9NRA8|4ET_HUMAN	tr|G3WJI1|G3WJI1_SARHA
OG0011701	sp|Q9NVX7|KBTB4_HUMAN	tr|A0A7N4PDH3|A0A7N4PDH3_SARHA
OG0011702	sp|Q9Y5R8|TPPC1_HUMAN	tr|A0A7N4V1I9|A0A7N4V1I9_SARHA
OG0011703	sp|A5PLN7|F149A_HUMAN	tr|G3VX63|G3VX63_SARHA
OG0011704	sp|H3BNL1|CC084_HUMAN	tr|A0A7N4NSY5|A0A7N4NSY5_SARHA
OG0011705	sp|O00311|CDC7_HUMAN	tr|G3WN89|G3WN89_SARHA
OG0011706	sp|O00422|SAP18_HUMAN	tr|A0A7N4P9U4|A0A7N4P9U4_SARHA
OG0011707	sp|O14950|ML12B_HUMAN	tr|A0A7N4PIV5|A0A7N4PIV5_SARHA
OG0011708	sp|O15169|AXIN1_HUMAN	tr|G3VMF4|G3VMF4_SARHA
OG0011709	sp|O43491|E41L2_HUMAN	tr|A0A7N4NKI0|A0A7N4NKI0_SARHA
OG0011710	sp|O60759|CYTIP_HUMAN	tr|G3WWR1|G3WWR1_SARHA
OG0011711	sp|O76075|DFFB_HUMAN	tr|G3W2P1|G3W2P1_SARHA
OG0011712	sp|O95264|5HT3B_HUMAN	tr|A0A7N4Q052|A0A7N4Q052_SARHA
OG0011713	sp|P07197|NFM_HUMAN	tr|G3VX42|G3VX42_SARHA
OG0011714	sp|P10746|HEM4_HUMAN	tr|G3W9V8|G3W9V8_SARHA
OG0011715	sp|P18621|RL17_HUMAN	tr|A0A7N4V6M4|A0A7N4V6M4_SARHA
OG0011716	sp|P19634|SL9A1_HUMAN	tr|A0A7N4P033|A0A7N4P033_SARHA
OG0011717	sp|P20700|LMNB1_HUMAN	tr|G3WGG2|G3WGG2_SARHA
OG0011718	sp|P27348|1433T_HUMAN	tr|A0A7N4Q014|A0A7N4Q014_SARHA
OG0011719	sp|P40200|TACT_HUMAN	tr|A0A7N4PDP0|A0A7N4PDP0_SARHA
OG0011720	sp|P41240|CSK_HUMAN	tr|A0A7N4V2M7|A0A7N4V2M7_SARHA
OG0011721	sp|P46094|XCR1_HUMAN	tr|A0A7N4V4W6|A0A7N4V4W6_SARHA
OG0011722	sp|P48307|TFPI2_HUMAN	tr|A0A7N4V6H1|A0A7N4V6H1_SARHA
OG0011723	sp|P49406|RM19_HUMAN	tr|A0A7N4PAQ6|A0A7N4PAQ6_SARHA
OG0011724	sp|P49789|FHIT_HUMAN	tr|A0A7N4PBA6|A0A7N4PBA6_SARHA
OG0011725	sp|P55265|DSRAD_HUMAN	tr|G3WP69|G3WP69_SARHA
OG0011726	sp|P55899|FCGRN_HUMAN	tr|G3VQS7|G3VQS7_SARHA
OG0011727	sp|P56134|ATPK_HUMAN	tr|A0A7N4PQJ3|A0A7N4PQJ3_SARHA
OG0011728	sp|P57060|RWD2B_HUMAN	tr|G3W0P9|G3W0P9_SARHA
OG0011729	sp|P62166|NCS1_HUMAN	tr|A0A7N4PU14|A0A7N4PU14_SARHA
OG0011730	sp|Q13155|AIMP2_HUMAN	tr|G3WLJ4|G3WLJ4_SARHA
OG0011731	sp|Q13797|ITA9_HUMAN	tr|A0A7N4PPD3|A0A7N4PPD3_SARHA
OG0011732	sp|Q14011|CIRBP_HUMAN	tr|G3VUT7|G3VUT7_SARHA
OG0011733	sp|Q15735|PI5PA_HUMAN	tr|G3VGL6|G3VGL6_SARHA
OG0011734	sp|Q16864|VATF_HUMAN	tr|A0A7N4PGN6|A0A7N4PGN6_SARHA
OG0011735	sp|Q3SXM5|HSDL1_HUMAN	tr|G3WG30|G3WG30_SARHA
OG0011736	sp|Q6AI08|HEAT6_HUMAN	tr|A0A7N4NKF5|A0A7N4NKF5_SARHA
OG0011737	sp|Q6P1K1|HRG1_HUMAN	tr|A0A7N4V265|A0A7N4V265_SARHA
OG0011738	sp|Q6UXI7|VITRN_HUMAN	tr|A0A7N4NUA2|A0A7N4NUA2_SARHA
OG0011739	sp|Q7L5D6|GET4_HUMAN	tr|G3WJG0|G3WJG0_SARHA
OG0011740	sp|Q7Z6G8|ANS1B_HUMAN	tr|A0A7N4P4S8|A0A7N4P4S8_SARHA
OG0011741	sp|Q86SE9|PCGF5_HUMAN	tr|A0A7N4V4Y7|A0A7N4V4Y7_SARHA
OG0011742	sp|Q86Y78|LYPD6_HUMAN	tr|A0A7N4P9Q9|A0A7N4P9Q9_SARHA
OG0011743	sp|Q8IWT6|LRC8A_HUMAN	tr|G3X3Q5|G3X3Q5_SARHA
OG0011744	sp|Q8N163|CCAR2_HUMAN	tr|G3X2S2|G3X2S2_SARHA
OG0011745	sp|Q8N394|TMTC2_HUMAN	tr|A0A7N4PB93|A0A7N4PB93_SARHA
OG0011746	sp|Q8NCT1|ARRD4_HUMAN	tr|A0A7N4PVN7|A0A7N4PVN7_SARHA
OG0011747	sp|Q8NCV1|ADAD2_HUMAN	tr|G3WHP9|G3WHP9_SARHA
OG0011748	sp|Q8NE79|POPD1_HUMAN	tr|G3WIZ0|G3WIZ0_SARHA
OG0011749	sp|Q8TAP4|LMO3_HUMAN	tr|A0A7N4P1T4|A0A7N4P1T4_SARHA
OG0011750	sp|Q92565|RPGF5_HUMAN	tr|G3WJT4|G3WJT4_SARHA
OG0011751	sp|Q93038|TNR25_HUMAN	tr|G3VQR0|G3VQR0_SARHA
OG0011752	sp|Q969S3|ZN622_HUMAN	tr|G3VP20|G3VP20_SARHA
OG0011753	sp|Q96BP3|PPWD1_HUMAN	tr|G3WEL8|G3WEL8_SARHA
OG0011754	sp|Q99983|OMD_HUMAN	tr|A0A7N4PXG3|A0A7N4PXG3_SARHA
OG0011755	sp|Q99996|AKAP9_HUMAN	tr|A0A7N4V7D4|A0A7N4V7D4_SARHA
OG0011756	sp|Q9BRS2|RIOK1_HUMAN	tr|A0A7N4NKY8|A0A7N4NKY8_SARHA
OG0011757	sp|Q9BY44|EIF2A_HUMAN	tr|A0A7N4PKF5|A0A7N4PKF5_SARHA
OG0011758	sp|Q9H0T7|RAB17_HUMAN	tr|A0A7N4NNH3|A0A7N4NNH3_SARHA
OG0011759	sp|Q9P266|JCAD_HUMAN	tr|G3WNR5|G3WNR5_SARHA
OG0011760	sp|Q9P272|TRM9B_HUMAN	tr|G3VFA0|G3VFA0_SARHA
OG0011761	sp|Q9P2A4|ABI3_HUMAN	tr|A0A7N4V4C5|A0A7N4V4C5_SARHA
OG0011762	sp|Q9P2S5|WRP73_HUMAN	tr|A0A7N4V2T1|A0A7N4V2T1_SARHA
OG0011763	sp|Q9UBS0|KS6B2_HUMAN	tr|G3VIA5|G3VIA5_SARHA
OG0011764	sp|Q9UGN5|PARP2_HUMAN	tr|G3WJE9|G3WJE9_SARHA
OG0011765	sp|Q9UIK5|TEFF2_HUMAN	tr|A0A7N4NM75|A0A7N4NM75_SARHA
OG0011766	sp|Q9ULK4|MED23_HUMAN	tr|A0A7N4V653|A0A7N4V653_SARHA
OG0011767	sp|Q9Y5Q8|TF3C5_HUMAN	tr|G3VYD8|G3VYD8_SARHA
OG0011768	sp|Q9Y624|JAM1_HUMAN	tr|A0A7N4NYU3|A0A7N4NYU3_SARHA
OG0011769	sp|A6NFN9|ANKUB_HUMAN	tr|A0A7N4PZF5|A0A7N4PZF5_SARHA
OG0011770	sp|O14965|AURKA_HUMAN	tr|A0A7N4Q0Y3|A0A7N4Q0Y3_SARHA
OG0011771	sp|O15444|CCL25_HUMAN	tr|A0A7N4V6F8|A0A7N4V6F8_SARHA
OG0011772	sp|O43396|TXNL1_HUMAN	tr|G3VTS9|G3VTS9_SARHA
OG0011773	sp|O60290|ZN862_HUMAN	tr|A0A7N4PE74|A0A7N4PE74_SARHA
OG0011774	sp|O75521|ECI2_HUMAN	tr|A0A7N4PYD5|A0A7N4PYD5_SARHA
OG0011775	sp|O94880|PHF14_HUMAN	tr|G3W811|G3W811_SARHA
OG0011776	sp|O94972|TRI37_HUMAN	tr|A0A7N4PBW4|A0A7N4PBW4_SARHA
OG0011777	sp|P24557|THAS_HUMAN	tr|G3WIP2|G3WIP2_SARHA
OG0011778	sp|P26006|ITA3_HUMAN	tr|A0A7N4P6B9|A0A7N4P6B9_SARHA
OG0011779	sp|P35250|RFC2_HUMAN	tr|G3VPR3|G3VPR3_SARHA
OG0011780	sp|P36406|TRI23_HUMAN	tr|A0A7N4NRP9|A0A7N4NRP9_SARHA
OG0011781	sp|P40763|STAT3_HUMAN	tr|G3WPV2|G3WPV2_SARHA
OG0011782	sp|P41279|M3K8_HUMAN	tr|G3VGB5|G3VGB5_SARHA
OG0011783	sp|P54098|DPOG1_HUMAN	tr|G3WRQ4|G3WRQ4_SARHA
OG0011784	sp|P54289|CA2D1_HUMAN	tr|G3WGR8|G3WGR8_SARHA
OG0011785	sp|P54829|PTN5_HUMAN	tr|G3WPU2|G3WPU2_SARHA
OG0011786	sp|Q00722|PLCB2_HUMAN	tr|A0A7N4P5B6|A0A7N4P5B6_SARHA
OG0011787	sp|Q13740|CD166_HUMAN	tr|G3WQ23|G3WQ23_SARHA
OG0011788	sp|Q14147|DHX34_HUMAN	tr|A0A7N4NZE6|A0A7N4NZE6_SARHA
OG0011789	sp|Q16585|SGCB_HUMAN	tr|G3WZR4|G3WZR4_SARHA
OG0011790	sp|Q5GFL6|VWA2_HUMAN	tr|A0A7N4NN05|A0A7N4NN05_SARHA
OG0011791	sp|Q5M8T2|S35D3_HUMAN	tr|G3WNH3|G3WNH3_SARHA
OG0011792	sp|Q641Q3|METRL_HUMAN	tr|G3VCQ9|G3VCQ9_SARHA
OG0011793	sp|Q69YI7|NAIF1_HUMAN	tr|A0A7N4PLP9|A0A7N4PLP9_SARHA
OG0011794	sp|Q6ZUM4|RHG27_HUMAN	tr|G3WHQ6|G3WHQ6_SARHA
OG0011795	sp|Q6ZV73|FGD6_HUMAN	tr|A0A7N4PLR4|A0A7N4PLR4_SARHA
OG0011796	sp|Q6ZVD8|PHLP2_HUMAN	tr|G3WYM9|G3WYM9_SARHA
OG0011797	sp|Q75WM6|H1FNT_HUMAN	tr|A0A7N4NYQ9|A0A7N4NYQ9_SARHA
OG0011798	sp|Q86UT5|NHRF4_HUMAN	tr|G3W558|G3W558_SARHA
OG0011799	sp|Q86WT6|TRI69_HUMAN	tr|A0A7N4PXS0|A0A7N4PXS0_SARHA
OG0011800	sp|Q86YS7|C2CD5_HUMAN	tr|A0A7N4PK23|A0A7N4PK23_SARHA
OG0011801	sp|Q8IUH8|SPP2C_HUMAN	tr|G3WW48|G3WW48_SARHA
OG0011802	sp|Q8N1A0|KT222_HUMAN	tr|G3W734|G3W734_SARHA
OG0011803	sp|Q8N309|LRC43_HUMAN	tr|G3W3F6|G3W3F6_SARHA
OG0011804	sp|Q8N5R6|CCD33_HUMAN	tr|G3WG47|G3WG47_SARHA
OG0011805	sp|Q8N6S5|AR6P6_HUMAN	tr|A0A7N4V4C8|A0A7N4V4C8_SARHA
OG0011806	sp|Q8TAT6|NPL4_HUMAN	tr|A0A7N4NWT8|A0A7N4NWT8_SARHA
OG0011807	sp|Q8TC44|POC1B_HUMAN	tr|A0A7N4NV84|A0A7N4NV84_SARHA
OG0011808	sp|Q8TDN4|CABL1_HUMAN	tr|A0A7N4PVP8|A0A7N4PVP8_SARHA
OG0011809	sp|Q8WZ64|ARAP2_HUMAN	tr|A0A7N4V0U2|A0A7N4V0U2_SARHA
OG0011810	sp|Q969G5|CAVN3_HUMAN	tr|A0A7N4PJ29|A0A7N4PJ29_SARHA
OG0011811	sp|Q96EZ8|MCRS1_HUMAN	tr|G3W3N9|G3W3N9_SARHA
OG0011812	sp|Q96G75|RMD5B_HUMAN	tr|G3WSC6|G3WSC6_SARHA
OG0011813	sp|Q96J42|TXD15_HUMAN	tr|G3WMK6|G3WMK6_SARHA
OG0011814	sp|Q96T37|RBM15_HUMAN	tr|A0A7N4PLW9|A0A7N4PLW9_SARHA
OG0011815	sp|Q99504|EYA3_HUMAN	tr|A0A7N4PU68|A0A7N4PU68_SARHA
OG0011816	sp|Q99759|M3K3_HUMAN	tr|G3WEY0|G3WEY0_SARHA
OG0011817	sp|Q99959|PKP2_HUMAN	tr|G3VIF1|G3VIF1_SARHA
OG0011818	sp|Q9BSK2|S2533_HUMAN	tr|G3VWM0|G3VWM0_SARHA
OG0011819	sp|Q9H089|LSG1_HUMAN	tr|A0A7N4NQJ5|A0A7N4NQJ5_SARHA
OG0011820	sp|Q9NP78|ABCB9_HUMAN	tr|G3WK17|G3WK17_SARHA
OG0011821	sp|Q9NS85|CAH10_HUMAN	tr|A0A7N4Q1G9|A0A7N4Q1G9_SARHA
OG0011822	sp|Q9NWZ5|UCKL1_HUMAN	tr|G3WXS6|G3WXS6_SARHA
OG0011823	sp|Q9P2K3|RCOR3_HUMAN	tr|A0A7N4P3K1|A0A7N4P3K1_SARHA
OG0011824	sp|Q9UJA5|TRM6_HUMAN	tr|G3WAV6|G3WAV6_SARHA
OG0011825	sp|Q9UJU6|DBNL_HUMAN	tr|G3VL11|G3VL11_SARHA
OG0011826	sp|Q9UPE1|SRPK3_HUMAN	tr|G3VA34|G3VA34_SARHA
OG0011827	sp|Q9Y484|WIPI4_HUMAN	tr|G3VAG9|G3VAG9_SARHA
OG0011828	sp|A6NGA9|TM202_HUMAN	tr|G3W2K1|G3W2K1_SARHA
OG0011829	sp|A8MWK0|FS2P1_HUMAN	tr|A0A7N4NY23|A0A7N4NY23_SARHA
OG0011830	sp|H3BTG2|TEX46_HUMAN	tr|G3WG07|G3WG07_SARHA
OG0011831	sp|O14613|BORG1_HUMAN	tr|A0A7N4PHH2|A0A7N4PHH2_SARHA
OG0011832	sp|O43242|PSMD3_HUMAN	tr|A0A7N4NWM2|A0A7N4NWM2_SARHA
OG0011833	sp|O43316|PAX4_HUMAN	tr|A0A7N4PGY8|A0A7N4PGY8_SARHA
OG0011834	sp|O43657|TSN6_HUMAN	tr|A0A7N4NZM8|A0A7N4NZM8_SARHA
OG0011835	sp|O75629|CREG1_HUMAN	tr|A0A7N4NLG4|A0A7N4NLG4_SARHA
OG0011836	sp|O94989|ARHGF_HUMAN	tr|G3WF74|G3WF74_SARHA
OG0011837	sp|P00709|LALBA_HUMAN	tr|G3VEF8|G3VEF8_SARHA
OG0011838	sp|P06727|APOA4_HUMAN	tr|G3WJK9|G3WJK9_SARHA
OG0011839	sp|P08910|ABHD2_HUMAN	tr|G3WT24|G3WT24_SARHA
OG0011840	sp|P09758|TACD2_HUMAN	tr|A0A7N4PS48|A0A7N4PS48_SARHA
OG0011841	sp|P16220|CREB1_HUMAN	tr|A0A7N4UYD2|A0A7N4UYD2_SARHA
OG0011842	sp|P17568|NDUB7_HUMAN	tr|A0A7N4NIZ0|A0A7N4NIZ0_SARHA
OG0011843	sp|P19338|NUCL_HUMAN	tr|A0A7N4V5V7|A0A7N4V5V7_SARHA
OG0011844	sp|P46952|3HAO_HUMAN	tr|G3W5N0|G3W5N0_SARHA
OG0011845	sp|P49815|TSC2_HUMAN	tr|G3WTR6|G3WTR6_SARHA
OG0011846	sp|P51843|NR0B1_HUMAN	tr|A0A7N4UZF9|A0A7N4UZF9_SARHA
OG0011847	sp|P53634|CATC_HUMAN	tr|A0A7N4PWD4|A0A7N4PWD4_SARHA
OG0011848	sp|P59910|DJB13_HUMAN	tr|G3WL07|G3WL07_SARHA
OG0011849	sp|P59998|ARPC4_HUMAN	tr|G3WS33|G3WS33_SARHA
OG0011850	sp|P80192|M3K9_HUMAN	tr|A0A7N4PLE3|A0A7N4PLE3_SARHA
OG0011851	sp|Q12815|TROAP_HUMAN	tr|G3VTF5|G3VTF5_SARHA
OG0011852	sp|Q15011|HERP1_HUMAN	tr|A0A7N4NYM7|A0A7N4NYM7_SARHA
OG0011853	sp|Q16832|DDR2_HUMAN	tr|G3WIN9|G3WIN9_SARHA
OG0011854	sp|Q5T0N5|FBP1L_HUMAN	tr|A0A7N4PAR6|A0A7N4PAR6_SARHA
OG0011855	sp|Q5TID7|CC181_HUMAN	tr|A0A7N4PQE0|A0A7N4PQE0_SARHA
OG0011856	sp|Q86T90|K1328_HUMAN	tr|A0A7N4NKD7|A0A7N4NKD7_SARHA
OG0011857	sp|Q86TB9|PATL1_HUMAN	tr|G3VP14|G3VP14_SARHA
OG0011858	sp|Q8IVI9|NOSTN_HUMAN	tr|G3WV38|G3WV38_SARHA
OG0011859	sp|Q8IWA0|WDR75_HUMAN	tr|G3W9S2|G3W9S2_SARHA
OG0011860	sp|Q8IX12|CCAR1_HUMAN	tr|A0A7N4NMT5|A0A7N4NMT5_SARHA
OG0011861	sp|Q8N584|TT39C_HUMAN	tr|G3VWP4|G3VWP4_SARHA
OG0011862	sp|Q8NCA5|FA98A_HUMAN	tr|A0A7N4NK21|A0A7N4NK21_SARHA
OG0011863	sp|Q8NH05|OR4Q3_HUMAN	tr|G3W5V7|G3W5V7_SARHA
OG0011864	sp|Q8WV15|T255B_HUMAN	tr|A0A7N4P9K8|A0A7N4P9K8_SARHA
OG0011865	sp|Q96DM3|RMC1_HUMAN	tr|G3WDW8|G3WDW8_SARHA
OG0011866	sp|Q96IC2|REXO5_HUMAN	tr|G3VRH6|G3VRH6_SARHA
OG0011867	sp|Q96LD8|SENP8_HUMAN	tr|A0A7N4P3T8|A0A7N4P3T8_SARHA
OG0011868	sp|Q96M20|CNBD2_HUMAN	tr|G3VE59|G3VE59_SARHA
OG0011869	sp|Q99490|AGAP2_HUMAN	tr|G3W5A2|G3W5A2_SARHA
OG0011870	sp|Q99767|APBA2_HUMAN	tr|A0A7N4Q114|A0A7N4Q114_SARHA
OG0011871	sp|Q9BRV3|SWET1_HUMAN	tr|A0A7N4PXT1|A0A7N4PXT1_SARHA
OG0011872	sp|Q9BV47|DUS26_HUMAN	tr|A0A7N4PMD8|A0A7N4PMD8_SARHA
OG0011873	sp|Q9BXL6|CAR14_HUMAN	tr|G3VMV4|G3VMV4_SARHA
OG0011874	sp|Q9H0U6|RM18_HUMAN	tr|A0A7N4NRN7|A0A7N4NRN7_SARHA
OG0011875	sp|Q9H0X6|RN208_HUMAN	tr|A0A7N4PX79|A0A7N4PX79_SARHA
OG0011876	sp|Q9H330|TM245_HUMAN	tr|G3VWR6|G3VWR6_SARHA
OG0011877	sp|Q9H6Q3|SLAP2_HUMAN	tr|G3W5X2|G3W5X2_SARHA
OG0011878	sp|Q9HAU5|RENT2_HUMAN	tr|A0A7N4PLZ8|A0A7N4PLZ8_SARHA
OG0011879	sp|Q9NPC4|A4GAT_HUMAN	tr|A0A7N4NG63|A0A7N4NG63_SARHA
OG0011880	sp|Q9NQW7|XPP1_HUMAN	tr|A0A7N4NTX8|A0A7N4NTX8_SARHA
OG0011881	sp|Q9NR23|GDF3_HUMAN	tr|A0A7N4P3F4|A0A7N4P3F4_SARHA
OG0011882	sp|Q9NR77|PXMP2_HUMAN	tr|A0A7N4NWX4|A0A7N4NWX4_SARHA
OG0011883	sp|Q9NVX0|HAUS2_HUMAN	tr|A0A7N4PFW4|A0A7N4PFW4_SARHA
OG0011884	sp|Q9NWB7|IFT57_HUMAN	tr|G3WIG2|G3WIG2_SARHA
OG0011885	sp|Q9NWC5|TM45A_HUMAN	tr|G3VP58|G3VP58_SARHA
OG0011886	sp|Q9UGY1|NOL12_HUMAN	tr|A0A7N4PNV2|A0A7N4PNV2_SARHA
OG0011887	sp|Q9UKL3|C8AP2_HUMAN	tr|G3WUF5|G3WUF5_SARHA
OG0011888	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A7N4V2I8|A0A7N4V2I8_SARHA
OG0011889	sp|Q9Y6E0|STK24_HUMAN	tr|A0A7N4PLR0|A0A7N4PLR0_SARHA
OG0011890	sp|Q9Y6K1|DNM3A_HUMAN	tr|G3VZR3|G3VZR3_SARHA
OG0011891	sp|A6NJV1|F166C_HUMAN	tr|A0A7N4Q0E5|A0A7N4Q0E5_SARHA
OG0011892	sp|O00526|UPK2_HUMAN	tr|G3VC76|G3VC76_SARHA
OG0011893	sp|O14530|TXND9_HUMAN	tr|A0A7N4NWT2|A0A7N4NWT2_SARHA
OG0011894	sp|O15492|RGS16_HUMAN	tr|G3VQY0|G3VQY0_SARHA
OG0011895	sp|O43808|PM34_HUMAN	tr|G3VB05|G3VB05_SARHA
OG0011896	sp|O60663|LMX1B_HUMAN	tr|G3W872|G3W872_SARHA
OG0011897	sp|O75844|FACE1_HUMAN	tr|G3VVZ6|G3VVZ6_SARHA
OG0011898	sp|O75879|GATB_HUMAN	tr|G3WE99|G3WE99_SARHA
OG0011899	sp|O75973|C1QRF_HUMAN	tr|G3W654|G3W654_SARHA
OG0011900	sp|O95452|CXB6_HUMAN	tr|A0A7N4UYH3|A0A7N4UYH3_SARHA
OG0011901	sp|P17643|TYRP1_HUMAN	tr|G3VZQ8|G3VZQ8_SARHA
OG0011902	sp|P24530|EDNRB_HUMAN	tr|G3W138|G3W138_SARHA
OG0011903	sp|P28062|PSB8_HUMAN	tr|A0A7N4PKF7|A0A7N4PKF7_SARHA
OG0011904	sp|P62851|RS25_HUMAN	tr|G3WBC3|G3WBC3_SARHA
OG0011905	sp|Q13286|CLN3_HUMAN	tr|G3WE41|G3WE41_SARHA
OG0011906	sp|Q13322|GRB10_HUMAN	tr|A0A7N4PAT9|A0A7N4PAT9_SARHA
OG0011907	sp|Q14164|IKKE_HUMAN	tr|G3WZ29|G3WZ29_SARHA
OG0011908	sp|Q15760|GPR19_HUMAN	tr|A0A7N4PKU2|A0A7N4PKU2_SARHA
OG0011909	sp|Q16643|DREB_HUMAN	tr|A0A7N4NT24|A0A7N4NT24_SARHA
OG0011910	sp|Q16873|LTC4S_HUMAN	tr|A0A7N4V063|A0A7N4V063_SARHA
OG0011911	sp|Q3MJ13|WDR72_HUMAN	tr|G3VJG2|G3VJG2_SARHA
OG0011912	sp|Q53GL7|PAR10_HUMAN	tr|G3VI98|G3VI98_SARHA
OG0011913	sp|Q5T2R2|DPS1_HUMAN	tr|G3WDJ1|G3WDJ1_SARHA
OG0011914	sp|Q5VWN6|TASO2_HUMAN	tr|A0A7N4PES4|A0A7N4PES4_SARHA
OG0011915	sp|Q5VZ46|K1614_HUMAN	tr|A0A7N4PEV1|A0A7N4PEV1_SARHA
OG0011916	sp|Q5YKI7|GGNB1_HUMAN	tr|G3VSJ2|G3VSJ2_SARHA
OG0011917	sp|Q6PJ21|SPSB3_HUMAN	tr|A0A7N4NRC0|A0A7N4NRC0_SARHA
OG0011918	sp|Q6ZMR5|TM11A_HUMAN	tr|G3VQ43|G3VQ43_SARHA
OG0011919	sp|Q7Z412|PEX26_HUMAN	tr|A0A7N4PZH8|A0A7N4PZH8_SARHA
OG0011920	sp|Q86XJ0|CAHM3_HUMAN	tr|G3X1F3|G3X1F3_SARHA
