Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0010370	sp|Q53T94|TAF1B_HUMAN	tr|G3I2L5|G3I2L5_CRIGR
OG0010371	sp|P41223|BUD31_HUMAN	tr|G3I387|G3I387_CRIGR
OG0010372	sp|Q8NEM2|SHCBP_HUMAN	tr|G3I3N1|G3I3N1_CRIGR
OG0010373	sp|O60925|PFD1_HUMAN	tr|G3I581|G3I581_CRIGR
OG0010374	sp|Q96Q05|TPPC9_HUMAN	tr|G3IAE8|G3IAE8_CRIGR
OG0010375	sp|Q8NB15|ZN511_HUMAN	tr|G3IAN2|G3IAN2_CRIGR
OG0010376	sp|Q96I59|SYNM_HUMAN	tr|G3IB94|G3IB94_CRIGR
OG0010377	sp|A2RUS2|DEND3_HUMAN	tr|G3IDA8|G3IDA8_CRIGR
OG0010378	sp|P35658|NU214_HUMAN	tr|G3IDJ2|G3IDJ2_CRIGR
OG0010379	sp|Q01850|CDR2_HUMAN	tr|G3IHK0|G3IHK0_CRIGR
OG0010380	sp|Q9NPR2|SEM4B_HUMAN	tr|G3IHT7|G3IHT7_CRIGR
OG0010381	sp|O76062|ERG24_HUMAN	tr|G3IJ18|G3IJ18_CRIGR
OG0010382	sp|Q8NGF3|O51D1_HUMAN	tr|G3IJX2|G3IJX2_CRIGR
OG0010383	sp|P11182|ODB2_HUMAN	tr|G3IK38|G3IK38_CRIGR
OG0010384	sp|Q15005|SPCS2_HUMAN	tr|G3IM98|G3IM98_CRIGR
OG0010385	sp|Q96N06|SPT33_HUMAN	tr|G3GRR2|G3GRR2_CRIGR
OG0010386	sp|P07741|APT_HUMAN	tr|G3GRT0|G3GRT0_CRIGR
OG0010387	sp|P49916|DNLI3_HUMAN	tr|G3GTU1|G3GTU1_CRIGR
OG0010388	sp|Q96M20|CNBD2_HUMAN	tr|G3GXV5|G3GXV5_CRIGR
OG0010389	sp|O14981|BTAF1_HUMAN	tr|G3H3W0|G3H3W0_CRIGR
OG0010390	sp|O95229|ZWINT_HUMAN	tr|G3H4L6|G3H4L6_CRIGR
OG0010391	sp|Q9UMX3|BOK_HUMAN	tr|G3H4V6|G3H4V6_CRIGR
OG0010392	sp|Q5T619|ZN648_HUMAN	tr|G3H7H5|G3H7H5_CRIGR
OG0010393	sp|Q9BSH3|NICN1_HUMAN	tr|G3H8F5|G3H8F5_CRIGR
OG0010394	sp|Q9NRM7|LATS2_HUMAN	tr|G3H8I4|G3H8I4_CRIGR
OG0010395	sp|Q9BR09|NEUL2_HUMAN	tr|G3H8V6|G3H8V6_CRIGR
OG0010396	sp|Q9UFP1|GAK1A_HUMAN	tr|G3H977|G3H977_CRIGR
OG0010397	sp|P51636|CAV2_HUMAN	tr|G3H9I7|G3H9I7_CRIGR
OG0010398	sp|P17735|ATTY_HUMAN	tr|G3HAG4|G3HAG4_CRIGR
OG0010399	sp|P14324|FPPS_HUMAN	tr|G3HC39|G3HC39_CRIGR
OG0010400	sp|Q8N2U9|S66A2_HUMAN	tr|G3HCQ3|G3HCQ3_CRIGR
OG0010401	sp|Q9Y3A2|UTP11_HUMAN	tr|G3HE02|G3HE02_CRIGR
OG0010402	sp|Q96F86|EDC3_HUMAN	tr|G3HEH3|G3HEH3_CRIGR
OG0010403	sp|Q9BSE2|TMM79_HUMAN	tr|G3HG88|G3HG88_CRIGR
OG0010404	sp|O60494|CUBN_HUMAN	tr|G3HHR5|G3HHR5_CRIGR
OG0010405	sp|Q7Z3K6|MIER3_HUMAN	tr|G3HHW6|G3HHW6_CRIGR
OG0010406	sp|Q70CQ3|UBP30_HUMAN	tr|G3HI88|G3HI88_CRIGR
OG0010407	sp|P63272|SPT4H_HUMAN	tr|G3HJ77|G3HJ77_CRIGR
OG0010408	sp|O60292|SI1L3_HUMAN	tr|G3HJ99|G3HJ99_CRIGR
OG0010409	sp|Q5HYK7|SH319_HUMAN	tr|G3HKG6|G3HKG6_CRIGR
OG0010410	sp|P31930|QCR1_HUMAN	tr|G3HKP3|G3HKP3_CRIGR
OG0010411	sp|Q9BZD4|NUF2_HUMAN	tr|G3HQJ6|G3HQJ6_CRIGR
OG0010412	sp|P56962|STX17_HUMAN	tr|G3HRG9|G3HRG9_CRIGR
OG0010413	sp|Q9UNI6|DUS12_HUMAN	tr|G3HTZ8|G3HTZ8_CRIGR
OG0010414	sp|Q15020|SART3_HUMAN	tr|G3HVJ5|G3HVJ5_CRIGR
OG0010415	sp|Q8N5C8|TAB3_HUMAN	tr|G3HXG0|G3HXG0_CRIGR
OG0010416	sp|Q9Y5U2|TSSC4_HUMAN	tr|G3HXZ2|G3HXZ2_CRIGR
OG0010417	sp|P51684|CCR6_HUMAN	tr|G3I4D2|G3I4D2_CRIGR
OG0010418	sp|Q8WZ19|BACD1_HUMAN	tr|G3I4I5|G3I4I5_CRIGR
OG0010419	sp|Q86V15|CASZ1_HUMAN	tr|G3I5W0|G3I5W0_CRIGR
OG0010420	sp|Q16651|PRSS8_HUMAN	tr|G3I7D4|G3I7D4_CRIGR
OG0010421	sp|Q8N766|EMC1_HUMAN	tr|G3I904|G3I904_CRIGR
OG0010422	sp|Q2TAL8|QRIC1_HUMAN	tr|G3IB72|G3IB72_CRIGR
OG0010423	sp|O60814|H2B1K_HUMAN	tr|G3IB92|G3IB92_CRIGR
OG0010424	sp|Q02556|IRF8_HUMAN	tr|G3GRW0|G3GRW0_CRIGR
OG0010425	sp|Q9BTV4|TMM43_HUMAN	tr|G3GS14|G3GS14_CRIGR
OG0010426	sp|Q8N680|ZBTB2_HUMAN	tr|G3GU14|G3GU14_CRIGR
OG0010427	sp|Q9UG01|IF172_HUMAN	tr|G3GWA1|G3GWA1_CRIGR
OG0010428	sp|P59998|ARPC4_HUMAN	tr|G3GX96|G3GX96_CRIGR
OG0010429	sp|Q8N228|SCML4_HUMAN	tr|G3GXJ9|G3GXJ9_CRIGR
OG0010430	sp|Q96H72|S39AD_HUMAN	tr|G3GYK7|G3GYK7_CRIGR
OG0010431	sp|O75937|DNJC8_HUMAN	tr|G3H1Z4|G3H1Z4_CRIGR
OG0010432	sp|P28070|PSB4_HUMAN	tr|G3H303|G3H303_CRIGR
OG0010433	sp|Q92674|CENPI_HUMAN	tr|G3H5Z9|G3H5Z9_CRIGR
OG0010434	sp|Q13163|MP2K5_HUMAN	tr|G3H8P6|G3H8P6_CRIGR
OG0010435	sp|Q9Y6Q9|NCOA3_HUMAN	tr|G3H8T2|G3H8T2_CRIGR
OG0010436	sp|Q8N0X2|SPG16_HUMAN	tr|G3H9M4|G3H9M4_CRIGR
OG0010437	sp|Q8N0W3|FCSK_HUMAN	tr|G3HAF2|G3HAF2_CRIGR
OG0010438	sp|Q9NR19|ACSA_HUMAN	tr|G3HAP6|G3HAP6_CRIGR
OG0010439	sp|Q96ED9|HOOK2_HUMAN	tr|G3HCW5|G3HCW5_CRIGR
OG0010440	sp|P35475|IDUA_HUMAN	tr|G3HEE8|G3HEE8_CRIGR
OG0010441	sp|Q9UM82|SPAT2_HUMAN	tr|G3HET4|G3HET4_CRIGR
OG0010442	sp|A0FGR9|ESYT3_HUMAN	tr|G3HEX2|G3HEX2_CRIGR
OG0010443	sp|Q9NW61|PKHJ1_HUMAN	tr|G3HFB2|G3HFB2_CRIGR
OG0010444	sp|Q86YT6|MIB1_HUMAN	tr|G3HGH5|G3HGH5_CRIGR
OG0010445	sp|O14530|TXND9_HUMAN	tr|G3HHL5|G3HHL5_CRIGR
OG0010446	sp|Q9HA90|EFCC1_HUMAN	tr|G3HIE1|G3HIE1_CRIGR
OG0010447	sp|P08912|ACM5_HUMAN	tr|G3HIH1|G3HIH1_CRIGR
OG0010448	sp|O95460|MATN4_HUMAN	tr|G3HLT1|G3HLT1_CRIGR
OG0010449	sp|Q8ND07|BBOF1_HUMAN	tr|G3HNI3|G3HNI3_CRIGR
OG0010450	sp|Q8IXM6|NRM_HUMAN	tr|G3HQQ1|G3HQQ1_CRIGR
OG0010451	sp|Q15363|TMED2_HUMAN	tr|G3HX40|G3HX40_CRIGR
OG0010452	sp|Q9UDX5|MTFP1_HUMAN	tr|G3I145|G3I145_CRIGR
OG0010453	sp|Q86X67|NUD13_HUMAN	tr|G3I2P3|G3I2P3_CRIGR
OG0010454	sp|Q12802|AKP13_HUMAN	tr|G3I358|G3I358_CRIGR
OG0010455	sp|Q9P2F9|ZN319_HUMAN	tr|G3I3J7|G3I3J7_CRIGR
OG0010456	sp|O95684|CEP43_HUMAN	tr|G3I4D3|G3I4D3_CRIGR
OG0010457	sp|Q9NP62|GCM1_HUMAN	tr|G3I5G7|G3I5G7_CRIGR
OG0010458	sp|Q96AJ9|VTI1A_HUMAN	tr|G3IAW8|G3IAW8_CRIGR
OG0010459	sp|Q4G0J3|LARP7_HUMAN	tr|G3ID44|G3ID44_CRIGR
OG0010460	sp|Q16880|CGT_HUMAN	tr|G3IH61|G3IH61_CRIGR
OG0010461	sp|Q96RU3|FNBP1_HUMAN	tr|G3IIS6|G3IIS6_CRIGR
OG0010462	sp|Q8IYR2|SMYD4_HUMAN	tr|G3IPR7|G3IPR7_CRIGR
OG0010463	sp|Q92615|LAR4B_HUMAN	tr|G3GR95|G3GR95_CRIGR
OG0010464	sp|Q9NY28|GALT8_HUMAN	tr|G3GUK8|G3GUK8_CRIGR
OG0010465	sp|Q66K79|CBPZ_HUMAN	tr|G3GWB5|G3GWB5_CRIGR
OG0010466	sp|Q9P281|BAHC1_HUMAN	tr|G3GX64|G3GX64_CRIGR
OG0010467	sp|O43933|PEX1_HUMAN	tr|G3GXG9|G3GXG9_CRIGR
OG0010468	sp|Q9BUV8|RCAF1_HUMAN	tr|G3GXW4|G3GXW4_CRIGR
OG0010469	sp|Q9GZM8|NDEL1_HUMAN	tr|G3GY45|G3GY45_CRIGR
OG0010470	sp|P22459|KCNA4_HUMAN	tr|G3GZ96|G3GZ96_CRIGR
OG0010471	sp|Q9Y3B4|SF3B6_HUMAN	tr|G3GZP1|G3GZP1_CRIGR
OG0010472	sp|Q6ZN44|UNC5A_HUMAN	tr|G3H185|G3H185_CRIGR
OG0010473	sp|P10606|COX5B_HUMAN	tr|G3H1Q7|G3H1Q7_CRIGR
OG0010474	sp|Q9Y4L5|RN115_HUMAN	tr|G3H2R7|G3H2R7_CRIGR
OG0010475	sp|Q9H4A4|AMPB_HUMAN	tr|G3H3H9|G3H3H9_CRIGR
OG0010476	sp|Q15784|NDF2_HUMAN	tr|G3H5X4|G3H5X4_CRIGR
OG0010477	sp|P06858|LIPL_HUMAN	tr|G3H6V7|G3H6V7_CRIGR
OG0010478	sp|P13569|CFTR_HUMAN	tr|G3H9J3|G3H9J3_CRIGR
OG0010479	sp|Q6P1L8|RM14_HUMAN	tr|G3HC89|G3HC89_CRIGR
OG0010480	sp|Q9BV20|MTNA_HUMAN	tr|G3HCZ4|G3HCZ4_CRIGR
OG0010481	sp|O75629|CREG1_HUMAN	tr|G3HE67|G3HE67_CRIGR
OG0010482	sp|Q7Z3V4|UBE3B_HUMAN	tr|G3HI81|G3HI81_CRIGR
OG0010483	sp|Q9Y3S2|ZN330_HUMAN	tr|G3HJ64|G3HJ64_CRIGR
OG0010484	sp|Q5VTR2|BRE1A_HUMAN	tr|G3HJY1|G3HJY1_CRIGR
OG0010485	sp|Q8TEH3|DEN1A_HUMAN	tr|G3HLH7|G3HLH7_CRIGR
OG0010486	sp|Q96ND0|F210A_HUMAN	tr|G3HSQ6|G3HSQ6_CRIGR
OG0010487	sp|Q9NQX1|PRDM5_HUMAN	tr|G3HT66|G3HT66_CRIGR
OG0010488	sp|A6NKN8|PC4L1_HUMAN	tr|G3HTZ0|G3HTZ0_CRIGR
OG0010489	sp|Q9BRJ6|CG050_HUMAN	tr|G3HUP4|G3HUP4_CRIGR
OG0010490	sp|Q5JPI9|EFMT2_HUMAN	tr|G3HVD6|G3HVD6_CRIGR
OG0010491	sp|Q9HBG6|IF122_HUMAN	tr|G3HVL8|G3HVL8_CRIGR
OG0010492	sp|P05543|THBG_HUMAN	tr|G3HW88|G3HW88_CRIGR
OG0010493	sp|Q8TCU4|ALMS1_HUMAN	tr|G3HYB9|G3HYB9_CRIGR
OG0010494	sp|Q16816|PHKG1_HUMAN	tr|G3I2L8|G3I2L8_CRIGR
OG0010495	sp|P35637|FUS_HUMAN	tr|G3I7D7|G3I7D7_CRIGR
OG0010496	sp|Q8WXK4|ASB12_HUMAN	tr|G3IE80|G3IE80_CRIGR
OG0010497	sp|Q9ULJ1|ODF2L_HUMAN	tr|G3IEJ8|G3IEJ8_CRIGR
OG0010498	sp|Q14653|IRF3_HUMAN	tr|G3IHC9|G3IHC9_CRIGR
OG0010499	sp|Q9NPE2|NGRN_HUMAN	tr|G3IHT1|G3IHT1_CRIGR
OG0010500	sp|O43264|ZW10_HUMAN	tr|G3ILM5|G3ILM5_CRIGR
OG0010501	sp|Q9NUP7|TRM13_HUMAN	tr|G3INI4|G3INI4_CRIGR
OG0010502	sp|Q16611|BAK_HUMAN	tr|A1E3K4|A1E3K4_CRIGR
OG0010503	sp|Q4G0F5|VP26B_HUMAN	tr|G3GTV9|G3GTV9_CRIGR
OG0010504	sp|O14924|RGS12_HUMAN	tr|G3GWB0|G3GWB0_CRIGR
OG0010505	sp|Q495W5|FUT11_HUMAN	tr|G3GWP2|G3GWP2_CRIGR
OG0010506	sp|P01189|COLI_HUMAN	tr|G3GXP4|G3GXP4_CRIGR
OG0010507	sp|P61313|RL15_HUMAN	tr|G3H1F4|G3H1F4_CRIGR
OG0010508	sp|O00116|ADAS_HUMAN	tr|G3H1T8|G3H1T8_CRIGR
OG0010509	sp|O14545|TRAD1_HUMAN	tr|G3H282|G3H282_CRIGR
OG0010510	sp|Q86SE5|RALYL_HUMAN	tr|G3H2P9|G3H2P9_CRIGR
OG0010511	sp|Q9UL15|BAG5_HUMAN	tr|G3H379|G3H379_CRIGR
OG0010512	sp|Q13835|PKP1_HUMAN	tr|G3H3J4|G3H3J4_CRIGR
OG0010513	sp|Q9Y4X4|KLF12_HUMAN	tr|G3H5B2|G3H5B2_CRIGR
OG0010514	sp|P19235|EPOR_HUMAN	tr|G3H699|G3H699_CRIGR
OG0010515	sp|Q86VS3|IQCH_HUMAN	tr|G3H8P2|G3H8P2_CRIGR
OG0010516	sp|Q9HCD5|NCOA5_HUMAN	tr|G3H8U6|G3H8U6_CRIGR
OG0010517	sp|Q9UKS7|IKZF2_HUMAN	tr|G3H9M3|G3H9M3_CRIGR
OG0010519	sp|Q92947|GCDH_HUMAN	tr|G3HCX5|G3HCX5_CRIGR
OG0010520	sp|Q9BVV2|FND11_HUMAN	tr|G3HGZ2|G3HGZ2_CRIGR
OG0010521	sp|Q9NX63|MIC19_HUMAN	tr|G3HH22|G3HH22_CRIGR
OG0010522	sp|Q17RN3|FA98C_HUMAN	tr|G3HJA5|G3HJA5_CRIGR
OG0010523	sp|O60431|OR1I1_HUMAN	tr|G3HM50|G3HM50_CRIGR
OG0010524	sp|Q8N6P7|I22R1_HUMAN	tr|G3HMT7|G3HMT7_CRIGR
OG0010525	sp|O43320|FGF16_HUMAN	tr|G3HNX9|G3HNX9_CRIGR
OG0010526	sp|Q13158|FADD_HUMAN	tr|G3HQ71|G3HQ71_CRIGR
OG0010527	sp|Q5T2R2|DPS1_HUMAN	tr|G3HT28|G3HT28_CRIGR
OG0010528	sp|Q8N9Y4|F181A_HUMAN	tr|G3HU80|G3HU80_CRIGR
OG0010529	sp|P04181|OAT_HUMAN	tr|G3HVE0|G3HVE0_CRIGR
OG0010530	sp|Q9UMS0|NFU1_HUMAN	tr|G3HXM0|G3HXM0_CRIGR
OG0010531	sp|Q5JTD0|TJAP1_HUMAN	tr|G3HYU3|G3HYU3_CRIGR
OG0010532	sp|P51665|PSMD7_HUMAN	tr|G3I018|G3I018_CRIGR
OG0010533	sp|Q86W42|THOC6_HUMAN	tr|G3I021|G3I021_CRIGR
OG0010534	sp|Q8IXW0|LMTD2_HUMAN	tr|G3I3F7|G3I3F7_CRIGR
OG0010535	sp|Q9NRD5|PICK1_HUMAN	tr|G3I511|G3I511_CRIGR
OG0010536	sp|O00623|PEX12_HUMAN	tr|G3I8C0|G3I8C0_CRIGR
OG0010537	sp|Q9H813|PACC1_HUMAN	tr|G3I9A4|G3I9A4_CRIGR
OG0010538	sp|Q8N5V2|NGEF_HUMAN	tr|G3I9L3|G3I9L3_CRIGR
OG0010539	sp|Q7LFX5|CHSTF_HUMAN	tr|G3IAL5|G3IAL5_CRIGR
OG0010540	sp|Q5JTC6|AMER1_HUMAN	tr|G3IE81|G3IE81_CRIGR
OG0010541	sp|O95084|PRS23_HUMAN	tr|G3IEM1|G3IEM1_CRIGR
OG0010542	sp|Q16842|SIA4B_HUMAN	tr|G3IG26|G3IG26_CRIGR
OG0010543	sp|O14792|HS3S1_HUMAN	tr|G3IGP3|G3IGP3_CRIGR
OG0010544	sp|Q6ZN04|MEX3B_HUMAN	tr|G3IJ70|G3IJ70_CRIGR
OG0010545	sp|Q99784|NOE1_HUMAN	tr|G3IJL3|G3IJL3_CRIGR
OG0010546	sp|P20333|TNR1B_HUMAN	tr|G3IL01|G3IL01_CRIGR
OG0010547	sp|P98095|FBLN2_HUMAN	tr|G3GS10|G3GS10_CRIGR
OG0010548	sp|O94964|SOGA1_HUMAN	tr|G3GXW7|G3GXW7_CRIGR
OG0010549	sp|Q5VTB9|RN220_HUMAN	tr|G3GYS2|G3GYS2_CRIGR
OG0010550	sp|Q92547|TOPB1_HUMAN	tr|G3GZG7|G3GZG7_CRIGR
OG0010551	sp|Q9NNX1|TUFT1_HUMAN	tr|G3H308|G3H308_CRIGR
OG0010552	sp|O95813|CER1_HUMAN	tr|G3HCA3|G3HCA3_CRIGR
OG0010553	sp|Q9BT30|ALKB7_HUMAN	tr|G3HCK5|G3HCK5_CRIGR
OG0010554	sp|Q92766|RREB1_HUMAN	tr|G3HD91|G3HD91_CRIGR
OG0010555	sp|Q9BPY3|F118B_HUMAN	tr|G3HFJ6|G3HFJ6_CRIGR
OG0010556	sp|Q13315|ATM_HUMAN	tr|G3HFQ2|G3HFQ2_CRIGR
OG0010557	sp|Q9Y2S6|TMA7_HUMAN	tr|G3HKQ0|G3HKQ0_CRIGR
OG0010558	sp|P17030|ZNF25_HUMAN	tr|G3HKS6|G3HKS6_CRIGR
OG0010559	sp|P08833|IBP1_HUMAN	tr|G3HL64|G3HL64_CRIGR
OG0010560	sp|P47804|RGR_HUMAN	tr|G3HLQ9|G3HLQ9_CRIGR
OG0010561	sp|A0PJY2|FEZF1_HUMAN	tr|G3HML7|G3HML7_CRIGR
OG0010562	sp|Q8IWV1|LAX1_HUMAN	tr|G3HQC0|G3HQC0_CRIGR
OG0010563	sp|Q96RT8|GCP5_HUMAN	tr|G3HT78|G3HT78_CRIGR
OG0010564	sp|Q8NEF3|CC112_HUMAN	tr|G3HTM3|G3HTM3_CRIGR
OG0010565	sp|A6NE52|WDR97_HUMAN	tr|G3HWI1|G3HWI1_CRIGR
OG0010566	sp|Q149N8|SHPRH_HUMAN	tr|G3HXS7|G3HXS7_CRIGR
OG0010567	sp|Q96QS1|TSN32_HUMAN	tr|G3HXZ4|G3HXZ4_CRIGR
OG0010568	sp|Q7RTR2|NLRC3_HUMAN	tr|G3I030|G3I030_CRIGR
OG0010569	sp|P48061|SDF1_HUMAN	tr|G3I6P7|G3I6P7_CRIGR
OG0010570	sp|Q6Q788|APOA5_HUMAN	tr|G3I7Q4|G3I7Q4_CRIGR
OG0010571	sp|Q86U28|ISCA2_HUMAN	tr|G3I937|G3I937_CRIGR
OG0010572	sp|O60928|KCJ13_HUMAN	tr|G3I9L5|G3I9L5_CRIGR
OG0010573	sp|Q9NYJ1|COA4_HUMAN	tr|G3I9W4|G3I9W4_CRIGR
OG0010574	sp|Q9UGU5|HMGX4_HUMAN	tr|G3IAI9|G3IAI9_CRIGR
OG0010575	sp|P51784|UBP11_HUMAN	tr|G3IBG5|G3IBG5_CRIGR
OG0010576	sp|Q6XZF7|DNMBP_HUMAN	tr|G3IBW0|G3IBW0_CRIGR
OG0010578	sp|P0C2L3|F163B_HUMAN	tr|G3IG09|G3IG09_CRIGR
OG0010579	sp|P54132|BLM_HUMAN	tr|G3IG14|G3IG14_CRIGR
OG0010580	sp|Q9NQL9|DMRT3_HUMAN	tr|G3IJN0|G3IJN0_CRIGR
OG0010581	sp|Q9NSE4|SYIM_HUMAN	tr|G3GRD8|G3GRD8_CRIGR
OG0010582	sp|P34059|GALNS_HUMAN	tr|G3GRS9|G3GRS9_CRIGR
OG0010583	sp|O94888|UBXN7_HUMAN	tr|G3GSL6|G3GSL6_CRIGR
OG0010584	sp|P22460|KCNA5_HUMAN	tr|G3GUL1|G3GUL1_CRIGR
OG0010585	sp|O14548|COX7R_HUMAN	tr|G3GV32|G3GV32_CRIGR
OG0010586	sp|Q13045|FLII_HUMAN	tr|G3GVH8|G3GVH8_CRIGR
OG0010587	sp|Q9BQA9|CYBC1_HUMAN	tr|G3GXF0|G3GXF0_CRIGR
OG0010588	sp|P55089|UCN1_HUMAN	tr|G3GXT5|G3GXT5_CRIGR
OG0010589	sp|Q9NPF5|DMAP1_HUMAN	tr|G3GYS5|G3GYS5_CRIGR
OG0010590	sp|Q96K37|S35E1_HUMAN	tr|G3H4G8|G3H4G8_CRIGR
OG0010591	sp|A1L390|PKHG3_HUMAN	tr|G3H500|G3H500_CRIGR
OG0010592	sp|P12644|BMP4_HUMAN	tr|G3H7C4|G3H7C4_CRIGR
OG0010593	sp|Q6ZMJ4|IL34_HUMAN	tr|G3HAF6|G3HAF6_CRIGR
OG0010594	sp|O75469|NR1I2_HUMAN	tr|G3HAH7|G3HAH7_CRIGR
OG0010595	sp|Q96NL1|TMM74_HUMAN	tr|G3HAU4|G3HAU4_CRIGR
OG0010596	sp|Q13421|MSLN_HUMAN	tr|G3HBV0|G3HBV0_CRIGR
OG0010597	sp|Q8WVB6|CTF18_HUMAN	tr|G3HBV4|G3HBV4_CRIGR
OG0010598	sp|Q5T197|DCST1_HUMAN	tr|G3HC60|G3HC60_CRIGR
OG0010599	sp|Q5JZY3|EPHAA_HUMAN	tr|G3HE12|G3HE12_CRIGR
OG0010600	sp|Q3SXZ7|TTLL9_HUMAN	tr|G3HEA2|G3HEA2_CRIGR
OG0010601	sp|A6NGH7|CC160_HUMAN	tr|G3HGI1|G3HGI1_CRIGR
OG0010602	sp|A4D1S5|RAB19_HUMAN	tr|G3HGJ5|G3HGJ5_CRIGR
OG0010603	sp|P29972|AQP1_HUMAN	tr|G3HJL7|G3HJL7_CRIGR
OG0010604	sp|Q08426|ECHP_HUMAN	tr|G3HKL8|G3HKL8_CRIGR
OG0010605	sp|Q66K41|Z385C_HUMAN	tr|G3HLW0|G3HLW0_CRIGR
OG0010606	sp|Q9BYZ8|REG4_HUMAN	tr|G3HP77|G3HP77_CRIGR
OG0010607	sp|Q9Y320|TMX2_HUMAN	tr|G3HRH4|G3HRH4_CRIGR
OG0010608	sp|P32243|OTX2_HUMAN	tr|G3HRU9|G3HRU9_CRIGR
OG0010609	sp|P59533|T2R38_HUMAN	tr|G3HU94|G3HU94_CRIGR
OG0010610	sp|Q7RTX1|TS1R1_HUMAN	tr|G3I4T7|G3I4T7_CRIGR
OG0010611	sp|A8MZF0|PRR33_HUMAN	tr|G3I4X0|G3I4X0_CRIGR
OG0010612	sp|Q6NV74|CRCDL_HUMAN	tr|G3I704|G3I704_CRIGR
OG0010613	sp|Q6UN15|FIP1_HUMAN	tr|G3I7T3|G3I7T3_CRIGR
OG0010614	sp|Q6P3S6|FBX42_HUMAN	tr|G3I860|G3I860_CRIGR
OG0010615	sp|Q86UY6|NAA40_HUMAN	tr|G3I871|G3I871_CRIGR
OG0010616	sp|A6NEH6|TM247_HUMAN	tr|G3I8N6|G3I8N6_CRIGR
OG0010617	sp|Q5TF58|IFFO2_HUMAN	tr|G3I906|G3I906_CRIGR
OG0010618	sp|Q8N9V6|ANR53_HUMAN	tr|G3IBX6|G3IBX6_CRIGR
OG0010619	sp|Q7Z6L1|TCPR1_HUMAN	tr|G3IC78|G3IC78_CRIGR
OG0010620	sp|O43581|SYT7_HUMAN	tr|G3IEQ8|G3IEQ8_CRIGR
OG0010621	sp|Q7Z3E5|ARMC9_HUMAN	tr|G3IJV4|G3IJV4_CRIGR
OG0010622	sp|Q9Y3Y4|PYGO1_HUMAN	tr|G3GRK4|G3GRK4_CRIGR
OG0010623	sp|Q02338|BDH_HUMAN	tr|G3GSJ7|G3GSJ7_CRIGR
OG0010624	sp|Q7Z624|CMKMT_HUMAN	tr|G3GV54|G3GV54_CRIGR
OG0010625	sp|Q9UKW6|ELF5_HUMAN	tr|G3GYY7|G3GYY7_CRIGR
OG0010626	sp|Q8NCU4|CC191_HUMAN	tr|G3H069|G3H069_CRIGR
OG0010627	sp|Q06495|NPT2A_HUMAN	tr|G3H173|G3H173_CRIGR
OG0010628	sp|Q9P2F6|RHG20_HUMAN	tr|G3H2F7|G3H2F7_CRIGR
OG0010629	sp|Q6FI13|H2A2A_HUMAN	tr|G3H2T8|G3H2T8_CRIGR
OG0010630	sp|Q08AD1|CAMP2_HUMAN	tr|G3H3K2|G3H3K2_CRIGR
OG0010631	sp|Q8NDF8|PAPD5_HUMAN	tr|G3H5M7|G3H5M7_CRIGR
OG0010632	sp|Q13445|TMED1_HUMAN	tr|G3H6B1|G3H6B1_CRIGR
OG0010633	sp|P23470|PTPRG_HUMAN	tr|G3H7L5|G3H7L5_CRIGR
OG0010634	sp|Q8NGY5|OR6N1_HUMAN	tr|G3H815|G3H815_CRIGR
OG0010635	sp|Q9UBW7|ZMYM2_HUMAN	tr|G3H8J6|G3H8J6_CRIGR
OG0010636	sp|P32241|VIPR1_HUMAN	tr|G3H989|G3H989_CRIGR
OG0010637	sp|P35346|SSR5_HUMAN	tr|G3HBW1|G3HBW1_CRIGR
OG0010638	sp|Q8WU79|SMAP2_HUMAN	tr|G3HCM6|G3HCM6_CRIGR
OG0010639	sp|Q8ND23|CARL3_HUMAN	tr|G3HDF3|G3HDF3_CRIGR
OG0010640	sp|Q49MI3|CERKL_HUMAN	tr|G3HDP6|G3HDP6_CRIGR
OG0010641	sp|Q96T25|ZIC5_HUMAN	tr|G3HGS1|G3HGS1_CRIGR
OG0010642	sp|Q9H3Y8|PPDPF_HUMAN	tr|G3HGY9|G3HGY9_CRIGR
OG0010643	sp|P40763|STAT3_HUMAN	tr|G3HLW9|G3HLW9_CRIGR
OG0010644	sp|Q9UH92|MLX_HUMAN	tr|G3HLX6|G3HLX6_CRIGR
OG0010645	sp|O15105|SMAD7_HUMAN	tr|G3HQJ4|G3HQJ4_CRIGR
OG0010646	sp|P08047|SP1_HUMAN	tr|G3HV45|G3HV45_CRIGR
OG0010647	sp|Q96HU1|SGSM3_HUMAN	tr|G3HW07|G3HW07_CRIGR
OG0010648	sp|Q53FT3|HIKES_HUMAN	tr|G3HXS2|G3HXS2_CRIGR
OG0010649	sp|P50914|RL14_HUMAN	tr|G3I196|G3I196_CRIGR
OG0010650	sp|Q8TEZ7|PAQR8_HUMAN	tr|G3I1G9|G3I1G9_CRIGR
OG0010651	sp|Q6PEV8|F199X_HUMAN	tr|G3I3A4|G3I3A4_CRIGR
OG0010652	sp|P56945|BCAR1_HUMAN	tr|G3I4P1|G3I4P1_CRIGR
OG0010653	sp|Q9Y493|ZAN_HUMAN	tr|G3I676|G3I676_CRIGR
OG0010654	sp|Q9BRQ3|NUD22_HUMAN	tr|G3I879|G3I879_CRIGR
OG0010655	sp|Q9BY67|CADM1_HUMAN	tr|G3I8N7|G3I8N7_CRIGR
OG0010656	sp|Q96F63|CCD97_HUMAN	tr|G3IA11|G3IA11_CRIGR
