Orthogroup	Homo_sapiens	Myotis_myotis
OG0011363	sp|O43715|TRIA1_HUMAN	tr|A0A7J7S472|A0A7J7S472_MYOMY
OG0011364	sp|O75030|MITF_HUMAN	tr|A0A7J7UDD6|A0A7J7UDD6_MYOMY
OG0011365	sp|O75558|STX11_HUMAN	tr|A0A7J7WXR9|A0A7J7WXR9_MYOMY
OG0011366	sp|O95235|KI20A_HUMAN	tr|A0A7J7XGV3|A0A7J7XGV3_MYOMY
OG0011367	sp|P10253|LYAG_HUMAN	tr|A0A7J7T5H2|A0A7J7T5H2_MYOMY
OG0011368	sp|P27816|MAP4_HUMAN	tr|A0A7J7UD37|A0A7J7UD37_MYOMY
OG0011369	sp|P30101|PDIA3_HUMAN	tr|A0A7J8APY3|A0A7J8APY3_MYOMY
OG0011370	sp|P47871|GLR_HUMAN	tr|A0A7J7T5I7|A0A7J7T5I7_MYOMY
OG0011371	sp|P56179|DLX6_HUMAN	tr|A0A7J7V2T1|A0A7J7V2T1_MYOMY
OG0011372	sp|P63027|VAMP2_HUMAN	tr|A0A7J7T9W1|A0A7J7T9W1_MYOMY
OG0011373	sp|Q04760|LGUL_HUMAN	tr|A0A7J7WV86|A0A7J7WV86_MYOMY
OG0011374	sp|Q06136|KDSR_HUMAN	tr|A0A7J7VYR6|A0A7J7VYR6_MYOMY
OG0011375	sp|Q07065|CKAP4_HUMAN	tr|A0A7J7Z0Y5|A0A7J7Z0Y5_MYOMY
OG0011376	sp|Q08378|GOGA3_HUMAN	tr|A0A7J7R4M1|A0A7J7R4M1_MYOMY
OG0011377	sp|Q14197|ICT1_HUMAN	tr|A0A7J7T6P9|A0A7J7T6P9_MYOMY
OG0011378	sp|Q16635|TAZ_HUMAN	tr|A0A7J7YFT2|A0A7J7YFT2_MYOMY
OG0011379	sp|Q3KNW1|SNAI3_HUMAN	tr|A0A7J7SDX2|A0A7J7SDX2_MYOMY
OG0011380	sp|Q4JDL3|PTN20_HUMAN	tr|A0A7J7RMS4|A0A7J7RMS4_MYOMY
OG0011381	sp|Q5J8X5|M4A13_HUMAN	tr|A0A7J7VIR6|A0A7J7VIR6_MYOMY
OG0011382	sp|Q5R387|PA2GC_HUMAN	tr|A0A7J8A042|A0A7J8A042_MYOMY
OG0011383	sp|Q5SXM8|DNLZ_HUMAN	tr|A0A7J7QZ39|A0A7J7QZ39_MYOMY
OG0011384	sp|Q5TDP6|LGSN_HUMAN	tr|A0A7J7WVN0|A0A7J7WVN0_MYOMY
OG0011385	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A7J7SCI3|A0A7J7SCI3_MYOMY
OG0011386	sp|Q6PI48|SYDM_HUMAN	tr|A0A7J7SQD3|A0A7J7SQD3_MYOMY
OG0011387	sp|Q6ZRQ5|MMS22_HUMAN	tr|A0A7J7WWT0|A0A7J7WWT0_MYOMY
OG0011388	sp|Q86Y97|KMT5C_HUMAN	tr|A0A7J7R034|A0A7J7R034_MYOMY
OG0011389	sp|Q8IUB5|WFD13_HUMAN	tr|A0A7J7W1F8|A0A7J7W1F8_MYOMY
OG0011390	sp|Q8IWD5|MFS6L_HUMAN	tr|A0A7J7T785|A0A7J7T785_MYOMY
OG0011391	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A7J7TJM0|A0A7J7TJM0_MYOMY
OG0011392	sp|Q8IZW8|TENS4_HUMAN	tr|A0A7J7T961|A0A7J7T961_MYOMY
OG0011393	sp|Q8N130|NPT2C_HUMAN	tr|A0A7J7QZ88|A0A7J7QZ88_MYOMY
OG0011394	sp|Q8WWY3|PRP31_HUMAN	tr|A0A7J7SRK3|A0A7J7SRK3_MYOMY
OG0011395	sp|Q969X6|UTP4_HUMAN	tr|A0A7J7SDW7|A0A7J7SDW7_MYOMY
OG0011396	sp|Q96IZ2|ADTRP_HUMAN	tr|A0A7J7ZS16|A0A7J7ZS16_MYOMY
OG0011397	sp|Q96QF7|GCNA_HUMAN	tr|A0A7J7YD28|A0A7J7YD28_MYOMY
OG0011398	sp|Q9BSL1|UBAC1_HUMAN	tr|A0A7J7QZI6|A0A7J7QZI6_MYOMY
OG0011399	sp|Q9BV36|MELPH_HUMAN	tr|A0A7J7WIC7|A0A7J7WIC7_MYOMY
OG0011400	sp|Q9BVG3|TRI62_HUMAN	tr|A0A7J8A2M6|A0A7J8A2M6_MYOMY
OG0011401	sp|Q9BXF6|RFIP5_HUMAN	tr|A0A7J7U6D4|A0A7J7U6D4_MYOMY
OG0011402	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A7J7XE11|A0A7J7XE11_MYOMY
OG0011403	sp|Q9BZF9|UACA_HUMAN	tr|A0A7J8ASE8|A0A7J8ASE8_MYOMY
OG0011404	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A7J7Z3E0|A0A7J7Z3E0_MYOMY
OG0011405	sp|Q9H4H8|FA83D_HUMAN	tr|A0A7J7VYB6|A0A7J7VYB6_MYOMY
OG0011406	sp|Q9H910|JUPI2_HUMAN	tr|A0A7J7XZA1|A0A7J7XZA1_MYOMY
OG0011407	sp|Q9HCL0|PCD18_HUMAN	tr|A0A7J7XIS0|A0A7J7XIS0_MYOMY
OG0011408	sp|Q9NRH1|YAE1_HUMAN	tr|A0A7J7V5F9|A0A7J7V5F9_MYOMY
OG0011409	sp|Q9NS37|ZHANG_HUMAN	tr|A0A7J7VGH7|A0A7J7VGH7_MYOMY
OG0011410	sp|Q9NWK9|BCD1_HUMAN	tr|A0A7J8A4V9|A0A7J8A4V9_MYOMY
OG0011411	sp|Q9NZD2|GLTP_HUMAN	tr|A0A7J7S278|A0A7J7S278_MYOMY
OG0011412	sp|Q9UFB7|ZBT47_HUMAN	tr|A0A7J7UF10|A0A7J7UF10_MYOMY
OG0011413	sp|Q9UHB7|AFF4_HUMAN	tr|A0A7J7XDM4|A0A7J7XDM4_MYOMY
OG0011414	sp|Q9UJ68|MSRA_HUMAN	tr|A0A7J7XI93|A0A7J7XI93_MYOMY
OG0011415	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A7J7YFD1|A0A7J7YFD1_MYOMY
OG0011416	sp|Q9Y639|NPTN_HUMAN	tr|A0A7J8APD2|A0A7J8APD2_MYOMY
OG0011417	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A7J7W1D2|A0A7J7W1D2_MYOMY
OG0011418	sp|A0AVI2|FR1L5_HUMAN	tr|A0A7J7RCS9|A0A7J7RCS9_MYOMY
OG0011419	sp|A1L020|MEX3A_HUMAN	tr|A0A7J7SRW5|A0A7J7SRW5_MYOMY
OG0011420	sp|A2RRH5|WDR27_HUMAN	tr|A0A7J7WY19|A0A7J7WY19_MYOMY
OG0011421	sp|A2RUU4|COLL1_HUMAN	tr|A0A7J7WUH5|A0A7J7WUH5_MYOMY
OG0011422	sp|A8MTQ0|NOTO_HUMAN	tr|A0A7J7U5V4|A0A7J7U5V4_MYOMY
OG0011423	sp|A8MXD5|GRCR1_HUMAN	tr|A0A7J8AKJ3|A0A7J8AKJ3_MYOMY
OG0011424	sp|O14626|GP171_HUMAN	tr|A0A7J7ZVW6|A0A7J7ZVW6_MYOMY
OG0011425	sp|O15327|INP4B_HUMAN	tr|A0A7J7XGL6|A0A7J7XGL6_MYOMY
OG0011426	sp|O43447|PPIH_HUMAN	tr|A0A7J8A0B9|A0A7J8A0B9_MYOMY
OG0011427	sp|O43665|RGS10_HUMAN	tr|A0A7J7TUJ3|A0A7J7TUJ3_MYOMY
OG0011428	sp|O43818|U3IP2_HUMAN	tr|A0A7J7UEE5|A0A7J7UEE5_MYOMY
OG0011429	sp|P05108|CP11A_HUMAN	tr|A0A7J8AJ98|A0A7J8AJ98_MYOMY
OG0011430	sp|P10606|COX5B_HUMAN	tr|A0A7J7RCR9|A0A7J7RCR9_MYOMY
OG0011431	sp|P15924|DESP_HUMAN	tr|A0A7J7ZUS8|A0A7J7ZUS8_MYOMY
OG0011432	sp|P20827|EFNA1_HUMAN	tr|A0A7J7SQ67|A0A7J7SQ67_MYOMY
OG0011433	sp|P28562|DUS1_HUMAN	tr|A0A7J7XF23|A0A7J7XF23_MYOMY
OG0011434	sp|P41440|S19A1_HUMAN	tr|A0A7J8A224|A0A7J8A224_MYOMY
OG0011435	sp|P43220|GLP1R_HUMAN	tr|A0A7J7WUZ5|A0A7J7WUZ5_MYOMY
OG0011436	sp|P51397|DAP1_HUMAN	tr|A0A7J7XYA9|A0A7J7XYA9_MYOMY
OG0011437	sp|P53990|IST1_HUMAN	tr|A0A7J7SBS5|A0A7J7SBS5_MYOMY
OG0011438	sp|P57679|EVC_HUMAN	tr|A0A7J8AK98|A0A7J8AK98_MYOMY
OG0011439	sp|P61758|PFD3_HUMAN	tr|A0A7J7YGB2|A0A7J7YGB2_MYOMY
OG0011440	sp|Q01094|E2F1_HUMAN	tr|A0A7J7VY17|A0A7J7VY17_MYOMY
OG0011441	sp|Q03393|PTPS_HUMAN	tr|A0A7J7VK40|A0A7J7VK40_MYOMY
OG0011442	sp|Q08117|TLE5_HUMAN	tr|A0A7J7XDH3|A0A7J7XDH3_MYOMY
OG0011443	sp|Q08257|QOR_HUMAN	tr|A0A7J7ZUA0|A0A7J7ZUA0_MYOMY
OG0011444	sp|Q14687|GSE1_HUMAN	tr|A0A7J7SBD9|A0A7J7SBD9_MYOMY
OG0011445	sp|Q14693|LPIN1_HUMAN	tr|A0A7J7U5J6|A0A7J7U5J6_MYOMY
OG0011446	sp|Q2M5E4|RGS21_HUMAN	tr|A0A7J7RUZ2|A0A7J7RUZ2_MYOMY
OG0011447	sp|Q2TAA5|ALG11_HUMAN	tr|A0A7J7Z059|A0A7J7Z059_MYOMY
OG0011448	sp|Q3LXA3|TKFC_HUMAN	tr|A0A7J7RHK7|A0A7J7RHK7_MYOMY
OG0011449	sp|Q52LW3|RHG29_HUMAN	tr|A0A7J7ZSA8|A0A7J7ZSA8_MYOMY
OG0011450	sp|Q5HY92|FIGN_HUMAN	tr|A0A7J7WGI2|A0A7J7WGI2_MYOMY
OG0011451	sp|Q5T0N1|CFA70_HUMAN	tr|A0A7J7TRZ4|A0A7J7TRZ4_MYOMY
OG0011452	sp|Q6NY19|KANK3_HUMAN	tr|A0A7J7XGS7|A0A7J7XGS7_MYOMY
OG0011453	sp|Q86W26|NAL10_HUMAN	tr|A0A7J7VJH0|A0A7J7VJH0_MYOMY
OG0011454	sp|Q8IX90|SKA3_HUMAN	tr|A0A7J7Z8D2|A0A7J7Z8D2_MYOMY
OG0011455	sp|Q8N0Z6|TTC5_HUMAN	tr|A0A7J8ASS9|A0A7J8ASS9_MYOMY
OG0011456	sp|Q8N357|S35F6_HUMAN	tr|A0A7J7U6M1|A0A7J7U6M1_MYOMY
OG0011457	sp|Q8N7C3|TRIMM_HUMAN	tr|A0A7J7ZA42|A0A7J7ZA42_MYOMY
OG0011458	sp|Q8N907|DAND5_HUMAN	tr|A0A7J7RBL9|A0A7J7RBL9_MYOMY
OG0011459	sp|Q8N954|GPT11_HUMAN	tr|A0A7J7U4X9|A0A7J7U4X9_MYOMY
OG0011460	sp|Q8NI08|NCOA7_HUMAN	tr|A0A7J7WWK4|A0A7J7WWK4_MYOMY
OG0011461	sp|Q8TED0|UTP15_HUMAN	tr|A0A7J7Y3A3|A0A7J7Y3A3_MYOMY
OG0011462	sp|Q8WZ42|TITIN_HUMAN	tr|A0A7J7WHI8|A0A7J7WHI8_MYOMY
OG0011463	sp|Q96S99|PKHF1_HUMAN	tr|A0A7J7SDK0|A0A7J7SDK0_MYOMY
OG0011464	sp|Q99943|PLCA_HUMAN	tr|A0A7J7RK74|A0A7J7RK74_MYOMY
OG0011465	sp|Q9BVA0|KTNB1_HUMAN	tr|A0A7J7SBQ9|A0A7J7SBQ9_MYOMY
OG0011466	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A7J7VZI9|A0A7J7VZI9_MYOMY
OG0011467	sp|Q9C002|NMES1_HUMAN	tr|A0A7J8AI34|A0A7J8AI34_MYOMY
OG0011468	sp|Q9GZM7|TINAL_HUMAN	tr|A0A7J8A1Y0|A0A7J8A1Y0_MYOMY
OG0011469	sp|Q9H6Y7|RN167_HUMAN	tr|A0A7J7T7U8|A0A7J7T7U8_MYOMY
OG0011470	sp|Q9HAE3|CLXN_HUMAN	tr|A0A7J7TJ78|A0A7J7TJ78_MYOMY
OG0011471	sp|Q9NP08|HMX1_HUMAN	tr|A0A7J8AK72|A0A7J8AK72_MYOMY
OG0011472	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A7J7V232|A0A7J7V232_MYOMY
OG0011473	sp|Q9UKU7|ACAD8_HUMAN	tr|A0A7J7S0S3|A0A7J7S0S3_MYOMY
OG0011474	sp|Q9ULM3|YETS2_HUMAN	tr|A0A7J8A2X3|A0A7J8A2X3_MYOMY
OG0011475	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A7J7URI3|A0A7J7URI3_MYOMY
OG0011476	sp|A1L4H1|SRCRL_HUMAN	tr|A0A7J7R086|A0A7J7R086_MYOMY
OG0011477	sp|A5PLK6|RGSL_HUMAN	tr|A0A7J7ST07|A0A7J7ST07_MYOMY
OG0011478	sp|H3BS89|T178B_HUMAN	tr|A0A7J7V5H8|A0A7J7V5H8_MYOMY
OG0011479	sp|O15243|OBRG_HUMAN	tr|A0A7J7ZWD8|A0A7J7ZWD8_MYOMY
OG0011480	sp|O43559|FRS3_HUMAN	tr|A0A7J7WUW3|A0A7J7WUW3_MYOMY
OG0011481	sp|O60443|GSDME_HUMAN	tr|A0A7J7V398|A0A7J7V398_MYOMY
OG0011482	sp|O75063|XYLK_HUMAN	tr|A0A7J7SQK1|A0A7J7SQK1_MYOMY
OG0011483	sp|O95257|GA45G_HUMAN	tr|A0A7J7RCH5|A0A7J7RCH5_MYOMY
OG0011484	sp|O95672|ECEL1_HUMAN	tr|A0A7J7WGH7|A0A7J7WGH7_MYOMY
OG0011485	sp|P05113|IL5_HUMAN	tr|A0A7J7XGL1|A0A7J7XGL1_MYOMY
OG0011486	sp|P09848|LPH_HUMAN	tr|A0A7J7WHD8|A0A7J7WHD8_MYOMY
OG0011487	sp|P0CG40|SP9_HUMAN	tr|A0A7J7WJG7|A0A7J7WJG7_MYOMY
OG0011488	sp|P15907|SIAT1_HUMAN	tr|A0A7J8A221|A0A7J8A221_MYOMY
OG0011489	sp|P20333|TNR1B_HUMAN	tr|A0A7J8A338|A0A7J8A338_MYOMY
OG0011490	sp|P35610|SOAT1_HUMAN	tr|A0A7J7STG8|A0A7J7STG8_MYOMY
OG0011491	sp|P38646|GRP75_HUMAN	tr|A0A7J7XH02|A0A7J7XH02_MYOMY
OG0011492	sp|P43004|EAA2_HUMAN	tr|A0A7J7VKJ6|A0A7J7VKJ6_MYOMY
OG0011493	sp|P48740|MASP1_HUMAN	tr|A0A7J7ZYB3|A0A7J7ZYB3_MYOMY
OG0011494	sp|Q06481|APLP2_HUMAN	tr|A0A7J7S1I6|A0A7J7S1I6_MYOMY
OG0011495	sp|Q07654|TFF3_HUMAN	tr|A0A7J8A1T7|A0A7J8A1T7_MYOMY
OG0011496	sp|Q08881|ITK_HUMAN	tr|A0A7J7XHU3|A0A7J7XHU3_MYOMY
OG0011497	sp|Q13323|BIK_HUMAN	tr|A0A7J7Z691|A0A7J7Z691_MYOMY
OG0011499	sp|Q3KP44|ANR55_HUMAN	tr|A0A7J7XXK5|A0A7J7XXK5_MYOMY
OG0011501	sp|Q5VIR6|VPS53_HUMAN	tr|A0A7J7T9D3|A0A7J7T9D3_MYOMY
OG0011502	sp|Q6P5Q4|LMOD2_HUMAN	tr|A0A7J7V3V8|A0A7J7V3V8_MYOMY
OG0011503	sp|Q7L0X2|ERIP6_HUMAN	tr|A0A7J7ZV66|A0A7J7ZV66_MYOMY
OG0011504	sp|Q7RTU5|ASCL5_HUMAN	tr|A0A7J7RTX7|A0A7J7RTX7_MYOMY
OG0011505	sp|Q8IW75|SPA12_HUMAN	tr|A0A7J7QTV1|A0A7J7QTV1_MYOMY
OG0011506	sp|Q8IY22|CMIP_HUMAN	tr|A0A7J7SAW2|A0A7J7SAW2_MYOMY
OG0011507	sp|Q8N6G2|TEX26_HUMAN	tr|A0A7J7Z978|A0A7J7Z978_MYOMY
OG0011508	sp|Q8NCR6|SMRP1_HUMAN	tr|A0A7J7UN02|A0A7J7UN02_MYOMY
OG0011509	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A7J7VGQ9|A0A7J7VGQ9_MYOMY
OG0011510	sp|Q8TCD6|PHOP2_HUMAN	tr|A0A7J7WJ33|A0A7J7WJ33_MYOMY
OG0011511	sp|Q8WV07|LTO1_HUMAN	tr|A0A7J7VIL5|A0A7J7VIL5_MYOMY
OG0011512	sp|Q8WW18|CQ050_HUMAN	tr|A0A7J7T431|A0A7J7T431_MYOMY
OG0011513	sp|Q92737|RSLAA_HUMAN	tr|A0A7J7S3A4|A0A7J7S3A4_MYOMY
OG0011514	sp|Q96C01|F136A_HUMAN	tr|A0A7J7U4K3|A0A7J7U4K3_MYOMY
OG0011515	sp|Q96DX7|TRI44_HUMAN	tr|A0A7J7VLN7|A0A7J7VLN7_MYOMY
OG0011516	sp|Q96EE3|SEH1_HUMAN	tr|A0A7J7W0J4|A0A7J7W0J4_MYOMY
OG0011517	sp|Q96KX0|LYZL4_HUMAN	tr|A0A7J7UD56|A0A7J7UD56_MYOMY
OG0011518	sp|Q96LJ8|UBX10_HUMAN	tr|A0A7J8A334|A0A7J8A334_MYOMY
OG0011519	sp|Q96RP9|EFGM_HUMAN	tr|A0A7J7ZVV6|A0A7J7ZVV6_MYOMY
OG0011520	sp|Q9BWE0|REPI1_HUMAN	tr|A0A7J7V4S6|A0A7J7V4S6_MYOMY
OG0011521	sp|Q9H0D2|ZN541_HUMAN	tr|A0A7J7R9B7|A0A7J7R9B7_MYOMY
OG0011522	sp|Q9H2G2|SLK_HUMAN	tr|A0A7J7TUW2|A0A7J7TUW2_MYOMY
OG0011523	sp|Q9H974|QTRT2_HUMAN	tr|A0A7J8A0Z6|A0A7J8A0Z6_MYOMY
OG0011524	sp|Q9H9F9|ARP5_HUMAN	tr|A0A7J7VWB8|A0A7J7VWB8_MYOMY
OG0011525	sp|Q9HA72|CAHM2_HUMAN	tr|A0A7J7TRV1|A0A7J7TRV1_MYOMY
OG0011526	sp|Q9NQ75|CASS4_HUMAN	tr|A0A7J7VXC8|A0A7J7VXC8_MYOMY
OG0011527	sp|Q9NY25|CLC5A_HUMAN	tr|A0A7J7V2K3|A0A7J7V2K3_MYOMY
OG0011528	sp|Q9NZJ0|DTL_HUMAN	tr|A0A7J7SQ15|A0A7J7SQ15_MYOMY
OG0011529	sp|Q9P258|RCC2_HUMAN	tr|A0A7J8A0F8|A0A7J8A0F8_MYOMY
OG0011530	sp|Q9UJX6|ANC2_HUMAN	tr|A0A7J7QYN4|A0A7J7QYN4_MYOMY
OG0011531	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A7J8AJN7|A0A7J8AJN7_MYOMY
OG0011532	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A7J7QTT2|A0A7J7QTT2_MYOMY
OG0011533	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A7J7UE18|A0A7J7UE18_MYOMY
OG0011534	sp|Q9Y694|S22A7_HUMAN	tr|A0A7J7WY29|A0A7J7WY29_MYOMY
OG0011535	sp|A6NMX2|I4E1B_HUMAN	tr|A0A7J7XFB6|A0A7J7XFB6_MYOMY
OG0011536	sp|A8MU93|CQ100_HUMAN	tr|A0A7J7T3B5|A0A7J7T3B5_MYOMY
OG0011537	sp|O15034|RIMB2_HUMAN	tr|A0A7J7R5B3|A0A7J7R5B3_MYOMY
OG0011538	sp|O15145|ARPC3_HUMAN	tr|A0A7J7S0N6|A0A7J7S0N6_MYOMY
OG0011539	sp|O60496|DOK2_HUMAN	tr|A0A7J7XEX6|A0A7J7XEX6_MYOMY
OG0011540	sp|O95166|GBRAP_HUMAN	tr|A0A7J7T4N2|A0A7J7T4N2_MYOMY
OG0011541	sp|O95876|FRITZ_HUMAN	tr|A0A7J7U712|A0A7J7U712_MYOMY
OG0011542	sp|O95948|ONEC2_HUMAN	tr|A0A7J7W063|A0A7J7W063_MYOMY
OG0011543	sp|P35916|VGFR3_HUMAN	tr|A0A7J7XFP8|A0A7J7XFP8_MYOMY
OG0011544	sp|P58304|VSX2_HUMAN	tr|A0A7J8ASN2|A0A7J8ASN2_MYOMY
OG0011545	sp|P60983|GMFB_HUMAN	tr|A0A7J8AKC9|A0A7J8AKC9_MYOMY
OG0011546	sp|P78371|TCPB_HUMAN	tr|A0A7J7Z191|A0A7J7Z191_MYOMY
OG0011547	sp|P98177|FOXO4_HUMAN	tr|A0A7J7YE30|A0A7J7YE30_MYOMY
OG0011548	sp|Q09161|NCBP1_HUMAN	tr|A0A7J7UQ21|A0A7J7UQ21_MYOMY
OG0011549	sp|Q13889|TF2H3_HUMAN	tr|A0A7J7QWM8|A0A7J7QWM8_MYOMY
OG0011550	sp|Q14114|LRP8_HUMAN	tr|A0A7J7ZYT0|A0A7J7ZYT0_MYOMY
OG0011551	sp|Q14494|NF2L1_HUMAN	tr|A0A7J7T735|A0A7J7T735_MYOMY
OG0011552	sp|Q15131|CDK10_HUMAN	tr|A0A7J7R537|A0A7J7R537_MYOMY
OG0011553	sp|Q15771|RAB30_HUMAN	tr|A0A7J7VKJ8|A0A7J7VKJ8_MYOMY
OG0011554	sp|Q16589|CCNG2_HUMAN	tr|A0A7J8AJ38|A0A7J8AJ38_MYOMY
OG0011555	sp|Q1W6H9|F110C_HUMAN	tr|A0A7J7U505|A0A7J7U505_MYOMY
OG0011556	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A7J7VG18|A0A7J7VG18_MYOMY
OG0011557	sp|Q30KQ6|DB114_HUMAN	tr|A0A7J7WUW1|A0A7J7WUW1_MYOMY
OG0011558	sp|Q53H47|SETMR_HUMAN	tr|A0A7J7UD30|A0A7J7UD30_MYOMY
OG0011559	sp|Q5SY16|NOL9_HUMAN	tr|A0A7J8A0N6|A0A7J8A0N6_MYOMY
OG0011560	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A7J7RUH1|A0A7J7RUH1_MYOMY
OG0011561	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A7J7TUC0|A0A7J7TUC0_MYOMY
OG0011562	sp|Q7L775|EPMIP_HUMAN	tr|A0A7J7UC39|A0A7J7UC39_MYOMY
OG0011563	sp|Q8N1F7|NUP93_HUMAN	tr|A0A7J7SCS7|A0A7J7SCS7_MYOMY
OG0011564	sp|Q8N428|GLT16_HUMAN	tr|A0A7J8AJY5|A0A7J8AJY5_MYOMY
OG0011565	sp|Q8NGB4|OR4S1_HUMAN	tr|A0A7J7VJJ0|A0A7J7VJJ0_MYOMY
OG0011566	sp|Q8WVE6|TM171_HUMAN	tr|A0A7J7Y2J7|A0A7J7Y2J7_MYOMY
OG0011567	sp|Q969Q4|ARL11_HUMAN	tr|A0A7J7Z0C7|A0A7J7Z0C7_MYOMY
OG0011568	sp|Q96DN0|ERP27_HUMAN	tr|A0A7J7Z3R1|A0A7J7Z3R1_MYOMY
OG0011569	sp|Q96EB1|ELP4_HUMAN	tr|A0A7J7VH62|A0A7J7VH62_MYOMY
OG0011571	sp|Q96PM9|Z385A_HUMAN	tr|A0A7J7ZB00|A0A7J7ZB00_MYOMY
OG0011572	sp|Q96RR4|KKCC2_HUMAN	tr|A0A7J7S111|A0A7J7S111_MYOMY
OG0011573	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A7J7Y284|A0A7J7Y284_MYOMY
OG0011574	sp|Q9BX66|SRBS1_HUMAN	tr|A0A7J7TUX9|A0A7J7TUX9_MYOMY
OG0011575	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A7J7XXH3|A0A7J7XXH3_MYOMY
OG0011576	sp|Q9H6P5|TASP1_HUMAN	tr|A0A7J7W1J7|A0A7J7W1J7_MYOMY
OG0011577	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A7J7T325|A0A7J7T325_MYOMY
OG0011578	sp|Q9NQC3|RTN4_HUMAN	tr|A0A7J7U6C2|A0A7J7U6C2_MYOMY
OG0011579	sp|Q9NR96|TLR9_HUMAN	tr|A0A7J7UEN1|A0A7J7UEN1_MYOMY
OG0011580	sp|Q9NRD5|PICK1_HUMAN	tr|A0A7J7Z722|A0A7J7Z722_MYOMY
OG0011581	sp|Q9NU02|ANKE1_HUMAN	tr|A0A7J7VWF8|A0A7J7VWF8_MYOMY
OG0011582	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A7J7TVE4|A0A7J7TVE4_MYOMY
OG0011583	sp|Q9UHA2|S18L2_HUMAN	tr|A0A7J7UEQ4|A0A7J7UEQ4_MYOMY
OG0011584	sp|Q9Y343|SNX24_HUMAN	tr|A0A7J7Y275|A0A7J7Y275_MYOMY
OG0011585	sp|Q9Y3C0|WASC3_HUMAN	tr|A0A7J7ZAN1|A0A7J7ZAN1_MYOMY
OG0011586	sp|Q9Y6A5|TACC3_HUMAN	tr|A0A7J8AR92|A0A7J8AR92_MYOMY
OG0011587	sp|A1X283|SPD2B_HUMAN	tr|A0A7J7XKE1|A0A7J7XKE1_MYOMY
OG0011588	sp|A2RU30|TESP1_HUMAN	tr|A0A7J7Z9I8|A0A7J7Z9I8_MYOMY
OG0011589	sp|A8MZ97|CB074_HUMAN	tr|A0A7J7U4D7|A0A7J7U4D7_MYOMY
OG0011590	sp|O00142|KITM_HUMAN	tr|A0A7J7SE95|A0A7J7SE95_MYOMY
OG0011591	sp|O00255|MEN1_HUMAN	tr|A0A7J7VIQ1|A0A7J7VIQ1_MYOMY
OG0011592	sp|O00483|NDUA4_HUMAN	tr|A0A7J7V455|A0A7J7V455_MYOMY
OG0011593	sp|O15118|NPC1_HUMAN	tr|A0A7J7VZR8|A0A7J7VZR8_MYOMY
OG0011594	sp|O75636|FCN3_HUMAN	tr|A0A7J7ZV84|A0A7J7ZV84_MYOMY
OG0011595	sp|O75716|STK16_HUMAN	tr|A0A7J7WJM4|A0A7J7WJM4_MYOMY
OG0011596	sp|O96014|WNT11_HUMAN	tr|A0A7J7VLB5|A0A7J7VLB5_MYOMY
OG0011597	sp|P04114|APOB_HUMAN	tr|A0A7J7U3W0|A0A7J7U3W0_MYOMY
OG0011598	sp|P17026|ZNF22_HUMAN	tr|A0A7J7RMV5|A0A7J7RMV5_MYOMY
OG0011599	sp|P20585|MSH3_HUMAN	tr|A0A7J7Y0M6|A0A7J7Y0M6_MYOMY
OG0011600	sp|P31271|HXA13_HUMAN	tr|A0A7J7V3G3|A0A7J7V3G3_MYOMY
OG0011601	sp|P42679|MATK_HUMAN	tr|A0A7J7XI09|A0A7J7XI09_MYOMY
OG0011602	sp|P46095|GPR6_HUMAN	tr|A0A7J7WVS5|A0A7J7WVS5_MYOMY
OG0011603	sp|P52799|EFNB2_HUMAN	tr|A0A7J7Z2B6|A0A7J7Z2B6_MYOMY
OG0011604	sp|P55061|BI1_HUMAN	tr|A0A7J7ZAD4|A0A7J7ZAD4_MYOMY
OG0011605	sp|P82664|RT10_HUMAN	tr|A0A7J7WW95|A0A7J7WW95_MYOMY
OG0011606	sp|P83110|HTRA3_HUMAN	tr|A0A7J8AKX5|A0A7J8AKX5_MYOMY
OG0011607	sp|Q00839|HNRPU_HUMAN	tr|A0A7J7RV42|A0A7J7RV42_MYOMY
OG0011608	sp|Q03518|TAP1_HUMAN	tr|A0A7J7RKW3|A0A7J7RKW3_MYOMY
OG0011609	sp|Q13569|TDG_HUMAN	tr|A0A7J7Z9L6|A0A7J7Z9L6_MYOMY
