Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0014598	sp|P23946|CMA1_HUMAN	tr|A0A2K6SUM5|A0A2K6SUM5_SAIBB
OG0014599	sp|P24903|CP2F1_HUMAN	tr|A0A2K6UHS7|A0A2K6UHS7_SAIBB
OG0014600	sp|P33981|TTK_HUMAN	tr|A0A2K6S095|A0A2K6S095_SAIBB
OG0014601	sp|P42345|MTOR_HUMAN	tr|A0A2K6UYA5|A0A2K6UYA5_SAIBB
OG0014602	sp|P51649|SSDH_HUMAN	tr|A0A2K6SSV5|A0A2K6SSV5_SAIBB
OG0014603	sp|P57077|M3KCL_HUMAN	tr|A0A2K6SNY2|A0A2K6SNY2_SAIBB
OG0014604	sp|P78413|IRX4_HUMAN	tr|A0A2K6V3W5|A0A2K6V3W5_SAIBB
OG0014605	sp|Q13163|MP2K5_HUMAN	tr|A0A2K6TUM4|A0A2K6TUM4_SAIBB
OG0014606	sp|Q13443|ADAM9_HUMAN	tr|A0A2K6T903|A0A2K6T903_SAIBB
OG0014607	sp|Q13472|TOP3A_HUMAN	tr|A0A2K6TGE9|A0A2K6TGE9_SAIBB
OG0014608	sp|Q14210|LY6D_HUMAN	tr|A0A2K6TG80|A0A2K6TG80_SAIBB
OG0014609	sp|Q15311|RBP1_HUMAN	tr|A0A2K6T9P9|A0A2K6T9P9_SAIBB
OG0014610	sp|Q5JUR7|TEX30_HUMAN	tr|A0A2K6SNE1|A0A2K6SNE1_SAIBB
OG0014611	sp|Q5VYV7|SLX4I_HUMAN	tr|A0A2K6SU75|A0A2K6SU75_SAIBB
OG0014612	sp|Q6P9G0|CB5D1_HUMAN	tr|A0A2K6TWY7|A0A2K6TWY7_SAIBB
OG0014613	sp|Q7L5Y1|ENOF1_HUMAN	tr|A0A2K6V404|A0A2K6V404_SAIBB
OG0014614	sp|Q86XR8|CEP57_HUMAN	tr|A0A2K6U9J9|A0A2K6U9J9_SAIBB
OG0014615	sp|Q8IYS2|K2013_HUMAN	tr|A0A2K6TX33|A0A2K6TX33_SAIBB
OG0014616	sp|Q8N0X2|SPG16_HUMAN	tr|A0A2K6TU40|A0A2K6TU40_SAIBB
OG0014617	sp|Q8N8M0|NAT16_HUMAN	tr|A0A2K6SK53|A0A2K6SK53_SAIBB
OG0014618	sp|Q8N8Q3|ENDOV_HUMAN	tr|A0A2K6SKG9|A0A2K6SKG9_SAIBB
OG0014619	sp|Q8NE71|ABCF1_HUMAN	tr|A0A2K6SBT4|A0A2K6SBT4_SAIBB
OG0014620	sp|Q8NEM8|CBPC3_HUMAN	tr|A0A2K6S0B6|A0A2K6S0B6_SAIBB
OG0014621	sp|Q8TB52|FBX30_HUMAN	tr|A0A2K6TT15|A0A2K6TT15_SAIBB
OG0014622	sp|Q92563|TICN2_HUMAN	tr|A0A2K6UKQ9|A0A2K6UKQ9_SAIBB
OG0014623	sp|Q96A58|RERG_HUMAN	tr|A0A2K6UW11|A0A2K6UW11_SAIBB
OG0014624	sp|Q96CB9|NSUN4_HUMAN	tr|A0A2K6SNQ9|A0A2K6SNQ9_SAIBB
OG0014625	sp|Q96DA2|RB39B_HUMAN	tr|A0A2K6TB69|A0A2K6TB69_SAIBB
OG0014626	sp|Q96KA5|CLP1L_HUMAN	tr|A0A2K6TPE6|A0A2K6TPE6_SAIBB
OG0014627	sp|Q96P69|GPR78_HUMAN	tr|A0A2K6V825|A0A2K6V825_SAIBB
OG0014628	sp|Q9BU76|MMTA2_HUMAN	tr|A0A2K6T2I0|A0A2K6T2I0_SAIBB
OG0014629	sp|Q9BW11|MAD3_HUMAN	tr|A0A2K6T7Y9|A0A2K6T7Y9_SAIBB
OG0014630	sp|Q9H7P6|MB12B_HUMAN	tr|A0A2K6TA31|A0A2K6TA31_SAIBB
OG0014631	sp|Q9HB65|ELL3_HUMAN	tr|A0A2K6TKS2|A0A2K6TKS2_SAIBB
OG0014632	sp|Q9HC07|TM165_HUMAN	tr|A0A2K6TD46|A0A2K6TD46_SAIBB
OG0014633	sp|Q9NP94|S39A2_HUMAN	tr|A0A2K6UDU1|A0A2K6UDU1_SAIBB
OG0014634	sp|Q9NR19|ACSA_HUMAN	tr|A0A2K6V2J4|A0A2K6V2J4_SAIBB
OG0014635	sp|Q9NRB3|CHSTC_HUMAN	tr|A0A2K6S0Y5|A0A2K6S0Y5_SAIBB
OG0014636	sp|Q9NWU5|RM22_HUMAN	tr|A0A2K6TEK4|A0A2K6TEK4_SAIBB
OG0014637	sp|Q9NYQ3|HAOX2_HUMAN	tr|A0A2K6TL26|A0A2K6TL26_SAIBB
OG0014638	sp|Q9UBE0|SAE1_HUMAN	tr|A0A2K6SNL0|A0A2K6SNL0_SAIBB
OG0014639	sp|Q9UBY5|LPAR3_HUMAN	tr|A0A2K6SV70|A0A2K6SV70_SAIBB
OG0014640	sp|Q9UHB4|NDOR1_HUMAN	tr|A0A2K6TAW0|A0A2K6TAW0_SAIBB
OG0014641	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A2K6SFH4|A0A2K6SFH4_SAIBB
OG0014642	sp|Q9ULE6|PALD_HUMAN	tr|A0A2K6SUN3|A0A2K6SUN3_SAIBB
OG0014643	sp|Q9Y2Y8|PRG3_HUMAN	tr|A0A2K6RY02|A0A2K6RY02_SAIBB
OG0014644	sp|Q9Y573|IPP_HUMAN	tr|A0A2K6TER2|A0A2K6TER2_SAIBB
OG0014645	sp|A0MZ66|SHOT1_HUMAN	tr|A0A2K6UZU6|A0A2K6UZU6_SAIBB
OG0014646	sp|A0PJX0|CIB4_HUMAN	tr|A0A2K6TEY3|A0A2K6TEY3_SAIBB
OG0014647	sp|A4D161|F221A_HUMAN	tr|A0A2K6SN21|A0A2K6SN21_SAIBB
OG0014648	sp|A6NE52|WDR97_HUMAN	tr|A0A2K6TEK5|A0A2K6TEK5_SAIBB
OG0014649	sp|O00399|DCTN6_HUMAN	tr|A0A2K6TTN9|A0A2K6TTN9_SAIBB
OG0014650	sp|O75398|DEAF1_HUMAN	tr|A0A2K6SA20|A0A2K6SA20_SAIBB
OG0014651	sp|O75884|RBBP9_HUMAN	tr|A0A2K6SHW2|A0A2K6SHW2_SAIBB
OG0014652	sp|O95405|ZFYV9_HUMAN	tr|A0A2K6V461|A0A2K6V461_SAIBB
OG0014653	sp|P06315|KV502_HUMAN	tr|A0A2K6SDL5|A0A2K6SDL5_SAIBB
OG0014654	sp|P08651|NFIC_HUMAN	tr|A0A2K6UHI8|A0A2K6UHI8_SAIBB
OG0014655	sp|P10721|KIT_HUMAN	tr|A0A2K6UGI6|A0A2K6UGI6_SAIBB
OG0014656	sp|P22455|FGFR4_HUMAN	tr|A0A2K6T7J1|A0A2K6T7J1_SAIBB
OG0014657	sp|P23193|TCEA1_HUMAN	tr|A0A2K6UQ40|A0A2K6UQ40_SAIBB
OG0014658	sp|P40967|PMEL_HUMAN	tr|A0A2K6S787|A0A2K6S787_SAIBB
OG0014659	sp|P41271|NBL1_HUMAN	tr|A0A2K6S795|A0A2K6S795_SAIBB
OG0014660	sp|P53816|PLAT3_HUMAN	tr|A0A2K6SA11|A0A2K6SA11_SAIBB
OG0014661	sp|P54108|CRIS3_HUMAN	tr|A0A2K6TLN2|A0A2K6TLN2_SAIBB
OG0014662	sp|P55344|LMIP_HUMAN	tr|A0A2K6SE05|A0A2K6SE05_SAIBB
OG0014663	sp|P56159|GFRA1_HUMAN	tr|A0A2K6SL66|A0A2K6SL66_SAIBB
OG0014664	sp|P78317|RNF4_HUMAN	tr|A0A2K6UCT7|A0A2K6UCT7_SAIBB
OG0014665	sp|Q13233|M3K1_HUMAN	tr|A0A2K6TE14|A0A2K6TE14_SAIBB
OG0014666	sp|Q13410|BT1A1_HUMAN	tr|A0A2K6S6J0|A0A2K6S6J0_SAIBB
OG0014667	sp|Q14566|MCM6_HUMAN	tr|A0A2K6SHK3|A0A2K6SHK3_SAIBB
OG0014668	sp|Q14696|MESD_HUMAN	tr|A0A2K6TWX2|A0A2K6TWX2_SAIBB
OG0014669	sp|Q15072|OZF_HUMAN	tr|A0A2K6S830|A0A2K6S830_SAIBB
OG0014670	sp|Q15835|GRK1_HUMAN	tr|A0A2K6SE57|A0A2K6SE57_SAIBB
OG0014671	sp|Q2M3D2|EX3L2_HUMAN	tr|A0A2K6TA49|A0A2K6TA49_SAIBB
OG0014672	sp|Q496A3|SPAS1_HUMAN	tr|A0A2K6V6F1|A0A2K6V6F1_SAIBB
OG0014673	sp|Q4KMZ8|NKAI1_HUMAN	tr|A0A2K6RYB2|A0A2K6RYB2_SAIBB
OG0014674	sp|Q6GV28|TM225_HUMAN	tr|A0A2K6S163|A0A2K6S163_SAIBB
OG0014675	sp|Q6IBS0|TWF2_HUMAN	tr|A0A2K6T071|A0A2K6T071_SAIBB
OG0014676	sp|Q6UY11|DLK2_HUMAN	tr|A0A2K6U155|A0A2K6U155_SAIBB
OG0014677	sp|Q6ZP80|TM182_HUMAN	tr|A0A2K6UT94|A0A2K6UT94_SAIBB
OG0014678	sp|Q7Z7H8|RM10_HUMAN	tr|A0A2K6S0N6|A0A2K6S0N6_SAIBB
OG0014679	sp|Q86XS5|ANGL5_HUMAN	tr|A0A2K6UBS0|A0A2K6UBS0_SAIBB
OG0014680	sp|Q8IUH4|ZDH13_HUMAN	tr|A0A2K6T1J5|A0A2K6T1J5_SAIBB
OG0014681	sp|Q8N2C3|DEPD4_HUMAN	tr|A0A2K6T3X1|A0A2K6T3X1_SAIBB
OG0014682	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A2K6SHV9|A0A2K6SHV9_SAIBB
OG0014683	sp|Q92932|PTPR2_HUMAN	tr|A0A2K6T670|A0A2K6T670_SAIBB
OG0014684	sp|Q969P5|FBX32_HUMAN	tr|A0A2K6TKW7|A0A2K6TKW7_SAIBB
OG0014685	sp|Q96F25|ALG14_HUMAN	tr|A0A2K6SX51|A0A2K6SX51_SAIBB
OG0014686	sp|Q96PC3|AP1S3_HUMAN	tr|A0A2K6TUZ1|A0A2K6TUZ1_SAIBB
OG0014687	sp|Q96Q40|CDK15_HUMAN	tr|A0A2K6SZY4|A0A2K6SZY4_SAIBB
OG0014688	sp|Q96RD6|PANX2_HUMAN	tr|A0A2K6SH06|A0A2K6SH06_SAIBB
OG0014689	sp|Q99728|BARD1_HUMAN	tr|A0A2K6T9C4|A0A2K6T9C4_SAIBB
OG0014690	sp|Q99743|NPAS2_HUMAN	tr|A0A2K6UJY1|A0A2K6UJY1_SAIBB
OG0014691	sp|Q9BYC8|RM32_HUMAN	tr|A0A2K6U146|A0A2K6U146_SAIBB
OG0014692	sp|Q9BZF2|OSBL7_HUMAN	tr|A0A2K6URL0|A0A2K6URL0_SAIBB
OG0014693	sp|Q9GZR2|REXO4_HUMAN	tr|A0A2K6ULL4|A0A2K6ULL4_SAIBB
OG0014694	sp|Q9H2B2|SYT4_HUMAN	tr|A0A2K6U394|A0A2K6U394_SAIBB
OG0014695	sp|Q9H6Y2|WDR55_HUMAN	tr|A0A2K6SK60|A0A2K6SK60_SAIBB
OG0014696	sp|Q9H8G2|CAAP1_HUMAN	tr|A0A2K6T1M3|A0A2K6T1M3_SAIBB
OG0014697	sp|Q9HCH5|SYTL2_HUMAN	tr|A0A2K6SX30|A0A2K6SX30_SAIBB
OG0014698	sp|Q9NP84|TNR12_HUMAN	tr|A0A2K6U7S7|A0A2K6U7S7_SAIBB
OG0014699	sp|Q9NQX6|ZN331_HUMAN	tr|A0A2K6T5I4|A0A2K6T5I4_SAIBB
OG0014700	sp|Q9NR61|DLL4_HUMAN	tr|A0A2K6UZZ9|A0A2K6UZZ9_SAIBB
OG0014701	sp|Q9NXB9|ELOV2_HUMAN	tr|A0A2K6UUL9|A0A2K6UUL9_SAIBB
OG0014702	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A2K6SUT1|A0A2K6SUT1_SAIBB
OG0014703	sp|Q9P0S2|COX16_HUMAN	tr|A0A2K6UYL3|A0A2K6UYL3_SAIBB
OG0014704	sp|Q9P2G3|KLH14_HUMAN	tr|A0A2K6SQH1|A0A2K6SQH1_SAIBB
OG0014705	sp|Q9UKG4|S13A4_HUMAN	tr|A0A2K6SYN4|A0A2K6SYN4_SAIBB
OG0014706	sp|Q9Y385|UB2J1_HUMAN	tr|A0A2K6S7S5|A0A2K6S7S5_SAIBB
OG0014707	sp|Q9Y3D2|MSRB2_HUMAN	tr|A0A2K6TG40|A0A2K6TG40_SAIBB
OG0014708	sp|A0A0B4J266|TVA41_HUMAN	tr|A0A2K6S3U8|A0A2K6S3U8_SAIBB
OG0014709	sp|O00409|FOXN3_HUMAN	tr|A0A2K6V0B5|A0A2K6V0B5_SAIBB
OG0014710	sp|O43614|OX2R_HUMAN	tr|A0A2K6TF07|A0A2K6TF07_SAIBB
OG0014711	sp|O60885|BRD4_HUMAN	tr|A0A2K6TTH2|A0A2K6TTH2_SAIBB
OG0014712	sp|O75800|ZMY10_HUMAN	tr|A0A2K6U8A5|A0A2K6U8A5_SAIBB
OG0014713	sp|O94779|CNTN5_HUMAN	tr|A0A2K6T074|A0A2K6T074_SAIBB
OG0014714	sp|O94992|HEXI1_HUMAN	tr|A0A2K6S7V5|A0A2K6S7V5_SAIBB
OG0014715	sp|O95171|SCEL_HUMAN	tr|A0A2K6S696|A0A2K6S696_SAIBB
OG0014716	sp|O95858|TSN15_HUMAN	tr|A0A2K6UK53|A0A2K6UK53_SAIBB
OG0014717	sp|O95866|G6B_HUMAN	tr|A0A2K6SDR5|A0A2K6SDR5_SAIBB
OG0014718	sp|P09683|SECR_HUMAN	tr|A0A2K6TIX6|A0A2K6TIX6_SAIBB
OG0014719	sp|P0DKL9|A14EL_HUMAN	tr|A0A2K6RZK4|A0A2K6RZK4_SAIBB
OG0014720	sp|P10415|BCL2_HUMAN	tr|A0A2K6UEL3|A0A2K6UEL3_SAIBB
OG0014721	sp|P11230|ACHB_HUMAN	tr|A0A2K6UDN2|A0A2K6UDN2_SAIBB
OG0014722	sp|P12273|PIP_HUMAN	tr|A0A2K6SDK3|A0A2K6SDK3_SAIBB
OG0014723	sp|P13804|ETFA_HUMAN	tr|A0A2K6SQW8|A0A2K6SQW8_SAIBB
OG0014724	sp|P15941|MUC1_HUMAN	tr|A0A2K6TAG1|A0A2K6TAG1_SAIBB
OG0014725	sp|P23786|CPT2_HUMAN	tr|A0A2K6UI85|A0A2K6UI85_SAIBB
OG0014726	sp|P31213|S5A2_HUMAN	tr|A0A2K6SVC3|A0A2K6SVC3_SAIBB
OG0014727	sp|P31930|QCR1_HUMAN	tr|A0A2K6U2N1|A0A2K6U2N1_SAIBB
OG0014728	sp|P45452|MMP13_HUMAN	tr|A0A2K6V6T9|A0A2K6V6T9_SAIBB
OG0014729	sp|P48960|AGRE5_HUMAN	tr|A0A2K6RYR5|A0A2K6RYR5_SAIBB
OG0014730	sp|P50238|CRIP1_HUMAN	tr|A0A2K6SJR5|A0A2K6SJR5_SAIBB
OG0014731	sp|P52179|MYOM1_HUMAN	tr|A0A2K6V835|A0A2K6V835_SAIBB
OG0014732	sp|P55083|MFAP4_HUMAN	tr|A0A2K6T2J5|A0A2K6T2J5_SAIBB
OG0014733	sp|P57058|HUNK_HUMAN	tr|A0A2K6TJU1|A0A2K6TJU1_SAIBB
OG0014734	sp|Q0D2K0|NIPA4_HUMAN	tr|A0A2K6UA31|A0A2K6UA31_SAIBB
OG0014735	sp|Q12894|IFRD2_HUMAN	tr|A0A2K6UE36|A0A2K6UE36_SAIBB
OG0014736	sp|Q13867|BLMH_HUMAN	tr|A0A2K6SX90|A0A2K6SX90_SAIBB
OG0014737	sp|Q14934|NFAC4_HUMAN	tr|A0A2K6TS89|A0A2K6TS89_SAIBB
OG0014738	sp|Q15306|IRF4_HUMAN	tr|A0A2K6UZQ8|A0A2K6UZQ8_SAIBB
OG0014739	sp|Q16538|GP162_HUMAN	tr|A0A2K6TS74|A0A2K6TS74_SAIBB
OG0014740	sp|Q53H80|AKIR2_HUMAN	tr|A0A2K6SL14|A0A2K6SL14_SAIBB
OG0014741	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A2K6UDY5|A0A2K6UDY5_SAIBB
OG0014742	sp|Q6BCY4|NB5R2_HUMAN	tr|A0A2K6SVG8|A0A2K6SVG8_SAIBB
OG0014743	sp|Q6PEY1|TMM88_HUMAN	tr|A0A2K6V4F3|A0A2K6V4F3_SAIBB
OG0014744	sp|Q6ZRP7|QSOX2_HUMAN	tr|A0A2K6V0D9|A0A2K6V0D9_SAIBB
OG0014745	sp|Q6ZUX3|TGRM2_HUMAN	tr|A0A2K6S880|A0A2K6S880_SAIBB
OG0014746	sp|Q7Z3H0|PANKY_HUMAN	tr|A0A2K6T7E3|A0A2K6T7E3_SAIBB
OG0014747	sp|Q86WA8|LONP2_HUMAN	tr|A0A2K6S4D5|A0A2K6S4D5_SAIBB
OG0014748	sp|Q86XR2|NIBA3_HUMAN	tr|A0A2K6U0K6|A0A2K6U0K6_SAIBB
OG0014749	sp|Q8N122|RPTOR_HUMAN	tr|A0A2K6TL37|A0A2K6TL37_SAIBB
OG0014750	sp|Q8N6M6|AMPO_HUMAN	tr|A0A2K6RYU6|A0A2K6RYU6_SAIBB
OG0014751	sp|Q8N9C0|IGS22_HUMAN	tr|A0A2K6V1B4|A0A2K6V1B4_SAIBB
OG0014752	sp|Q8NEG7|DEN6B_HUMAN	tr|A0A2K6TZU7|A0A2K6TZU7_SAIBB
OG0014753	sp|Q8TAV0|FA76A_HUMAN	tr|A0A2K6THT4|A0A2K6THT4_SAIBB
OG0014754	sp|Q8TBJ5|FEZF2_HUMAN	tr|A0A2K6SP60|A0A2K6SP60_SAIBB
OG0014755	sp|Q8TC20|CAGE1_HUMAN	tr|A0A2K6TWU4|A0A2K6TWU4_SAIBB
OG0014756	sp|Q8WUY9|DEP1B_HUMAN	tr|A0A2K6S8U1|A0A2K6S8U1_SAIBB
OG0014757	sp|Q92731|ESR2_HUMAN	tr|A0A2K6TUT0|A0A2K6TUT0_SAIBB
OG0014758	sp|Q92752|TENR_HUMAN	tr|A0A2K6T4Q6|A0A2K6T4Q6_SAIBB
OG0014759	sp|Q96A26|F162A_HUMAN	tr|A0A2K6UUL0|A0A2K6UUL0_SAIBB
OG0014760	sp|Q96AH8|RAB7B_HUMAN	tr|A0A2K6S7V6|A0A2K6S7V6_SAIBB
OG0014761	sp|Q96BA8|CR3L1_HUMAN	tr|A0A2K6TLG0|A0A2K6TLG0_SAIBB
OG0014762	sp|Q96QK1|VPS35_HUMAN	tr|A0A2K6T2T3|A0A2K6T2T3_SAIBB
OG0014763	sp|Q99674|CGRE1_HUMAN	tr|A0A2K6TW74|A0A2K6TW74_SAIBB
OG0014764	sp|Q9BYC9|RM20_HUMAN	tr|A0A2K6V3Q0|A0A2K6V3Q0_SAIBB
OG0014765	sp|Q9H2U1|DHX36_HUMAN	tr|A0A2K6T8G7|A0A2K6T8G7_SAIBB
OG0014766	sp|Q9HA47|UCK1_HUMAN	tr|A0A2K6TUW2|A0A2K6TUW2_SAIBB
OG0014767	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A2K6ULD9|A0A2K6ULD9_SAIBB
OG0014768	sp|Q9HCM1|RESF1_HUMAN	tr|A0A2K6S8A7|A0A2K6S8A7_SAIBB
OG0014769	sp|Q9NPC3|CIP1_HUMAN	tr|A0A2K6U1R4|A0A2K6U1R4_SAIBB
OG0014770	sp|Q9NPH0|PPA6_HUMAN	tr|A0A2K6SJV9|A0A2K6SJV9_SAIBB
OG0014771	sp|Q9NX01|TXN4B_HUMAN	tr|A0A2K6SEI5|A0A2K6SEI5_SAIBB
OG0014772	sp|Q9P227|RHG23_HUMAN	tr|A0A2K6S8G3|A0A2K6S8G3_SAIBB
OG0014773	sp|Q9P2X0|DPM3_HUMAN	tr|A0A2K6TGI2|A0A2K6TGI2_SAIBB
OG0014774	sp|Q9UBX5|FBLN5_HUMAN	tr|A0A2K6SDW1|A0A2K6SDW1_SAIBB
OG0014775	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A2K6TFA7|A0A2K6TFA7_SAIBB
OG0014776	sp|Q9UER7|DAXX_HUMAN	tr|A0A2K6SYG9|A0A2K6SYG9_SAIBB
OG0014777	sp|Q9UHN1|DPOG2_HUMAN	tr|A0A2K6TTT3|A0A2K6TTT3_SAIBB
OG0014778	sp|Q9UN36|NDRG2_HUMAN	tr|A0A2K6S9Y9|A0A2K6S9Y9_SAIBB
OG0014779	sp|Q9UPU5|UBP24_HUMAN	tr|A0A2K6SZ37|A0A2K6SZ37_SAIBB
OG0014780	sp|A1L0T0|HACL2_HUMAN	tr|A0A2K6S5B5|A0A2K6S5B5_SAIBB
OG0014781	sp|A6NKP2|D42E2_HUMAN	tr|A0A2K6UU72|A0A2K6UU72_SAIBB
OG0014782	sp|O75864|PPR37_HUMAN	tr|A0A2K6SB45|A0A2K6SB45_SAIBB
OG0014783	sp|P01266|THYG_HUMAN	tr|A0A2K6TID6|A0A2K6TID6_SAIBB
OG0014784	sp|P07225|PROS_HUMAN	tr|A0A2K6UZ91|A0A2K6UZ91_SAIBB
OG0014785	sp|P07307|ASGR2_HUMAN	tr|A0A2K6RY88|A0A2K6RY88_SAIBB
OG0014786	sp|P0DN84|DWORF_HUMAN	tr|A0A2K6S3F3|A0A2K6S3F3_SAIBB
OG0014787	sp|P29218|IMPA1_HUMAN	tr|A0A2K6SPZ8|A0A2K6SPZ8_SAIBB
OG0014788	sp|P30622|CLIP1_HUMAN	tr|A0A2K6ST86|A0A2K6ST86_SAIBB
OG0014789	sp|P32004|L1CAM_HUMAN	tr|A0A2K6UR91|A0A2K6UR91_SAIBB
OG0014790	sp|P33241|LSP1_HUMAN	tr|A0A2K6SHQ1|A0A2K6SHQ1_SAIBB
OG0014791	sp|P41219|PERI_HUMAN	tr|A0A2K6UJ44|A0A2K6UJ44_SAIBB
OG0014792	sp|P51671|CCL11_HUMAN	tr|A0A2K6TVA5|A0A2K6TVA5_SAIBB
OG0014793	sp|P52435|RPB11_HUMAN	tr|A0A2K6TE13|A0A2K6TE13_SAIBB
OG0014794	sp|P55107|GDF10_HUMAN	tr|A0A2K6URB3|A0A2K6URB3_SAIBB
OG0014795	sp|P57723|PCBP4_HUMAN	tr|A0A2K6TNK3|A0A2K6TNK3_SAIBB
OG0014796	sp|P57730|CAR18_HUMAN	tr|A0A2K6ULL8|A0A2K6ULL8_SAIBB
OG0014797	sp|Q01581|HMCS1_HUMAN	tr|A0A2K6SK66|A0A2K6SK66_SAIBB
OG0014798	sp|Q12891|HYAL2_HUMAN	tr|A0A2K6U0W3|A0A2K6U0W3_SAIBB
OG0014799	sp|Q13496|MTM1_HUMAN	tr|A0A2K6RYD0|A0A2K6RYD0_SAIBB
OG0014800	sp|Q15404|RSU1_HUMAN	tr|A0A2K6T721|A0A2K6T721_SAIBB
OG0014801	sp|Q15699|ALX1_HUMAN	tr|A0A2K6TY75|A0A2K6TY75_SAIBB
OG0014802	sp|Q17RR3|LIPR3_HUMAN	tr|A0A2K6T788|A0A2K6T788_SAIBB
OG0014803	sp|Q2M389|WASC4_HUMAN	tr|A0A2K6UPD9|A0A2K6UPD9_SAIBB
OG0014804	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A2K6V6R9|A0A2K6V6R9_SAIBB
OG0014805	sp|Q6NVV3|NIPA3_HUMAN	tr|A0A2K6V1C1|A0A2K6V1C1_SAIBB
OG0014806	sp|Q6UWE3|COLL2_HUMAN	tr|A0A2K6TMV2|A0A2K6TMV2_SAIBB
OG0014807	sp|Q6UWL6|KIRR2_HUMAN	tr|A0A2K6UWX1|A0A2K6UWX1_SAIBB
OG0014808	sp|Q6ZUS6|CC149_HUMAN	tr|A0A2K6UY05|A0A2K6UY05_SAIBB
OG0014809	sp|Q7L4P6|BEND5_HUMAN	tr|A0A2K6S6R6|A0A2K6S6R6_SAIBB
OG0014810	sp|Q7RTU1|TCF23_HUMAN	tr|A0A2K6TJL5|A0A2K6TJL5_SAIBB
OG0014811	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A2K6V541|A0A2K6V541_SAIBB
OG0014812	sp|Q86TB3|ALPK2_HUMAN	tr|A0A2K6SHF2|A0A2K6SHF2_SAIBB
OG0014813	sp|Q86XF7|ZN575_HUMAN	tr|A0A2K6SPH8|A0A2K6SPH8_SAIBB
OG0014814	sp|Q8N7F7|UBL4B_HUMAN	tr|A0A2K6SD25|A0A2K6SD25_SAIBB
OG0014815	sp|Q8ND24|RN214_HUMAN	tr|A0A2K6SPL6|A0A2K6SPL6_SAIBB
OG0014816	sp|Q8WZ75|ROBO4_HUMAN	tr|A0A2K6T8F6|A0A2K6T8F6_SAIBB
OG0014817	sp|Q92186|SIA8B_HUMAN	tr|A0A2K6T0H1|A0A2K6T0H1_SAIBB
OG0014818	sp|Q99570|PI3R4_HUMAN	tr|A0A2K6USL7|A0A2K6USL7_SAIBB
OG0014819	sp|Q9BPZ7|SIN1_HUMAN	tr|A0A2K6T9J8|A0A2K6T9J8_SAIBB
OG0014820	sp|Q9BWX1|PHF7_HUMAN	tr|A0A2K6S7Y8|A0A2K6S7Y8_SAIBB
OG0014821	sp|Q9BZ81|MAGB5_HUMAN	tr|A0A2K6SGZ4|A0A2K6SGZ4_SAIBB
OG0014822	sp|Q9C004|SPY4_HUMAN	tr|A0A2K6SNG5|A0A2K6SNG5_SAIBB
OG0014823	sp|Q9GZT8|NIF3L_HUMAN	tr|A0A2K6UY92|A0A2K6UY92_SAIBB
OG0014824	sp|Q9H161|ALX4_HUMAN	tr|A0A2K6UNB6|A0A2K6UNB6_SAIBB
OG0014825	sp|Q9H3N8|HRH4_HUMAN	tr|A0A2K6TG45|A0A2K6TG45_SAIBB
OG0014826	sp|Q9H7F0|AT133_HUMAN	tr|A0A2K6S257|A0A2K6S257_SAIBB
OG0014827	sp|Q9H9S5|FKRP_HUMAN	tr|A0A2K6SCL1|A0A2K6SCL1_SAIBB
OG0014828	sp|Q9HCS5|E41LA_HUMAN	tr|A0A2K6UUE1|A0A2K6UUE1_SAIBB
OG0014829	sp|Q9NQ89|CL004_HUMAN	tr|A0A2K6U5I5|A0A2K6U5I5_SAIBB
OG0014830	sp|Q9NR09|BIRC6_HUMAN	tr|A0A2K6UX42|A0A2K6UX42_SAIBB
OG0014831	sp|Q9NRX6|KISHB_HUMAN	tr|A0A2K6UKY1|A0A2K6UKY1_SAIBB
OG0014832	sp|Q9NWT6|HIF1N_HUMAN	tr|A0A2K6T120|A0A2K6T120_SAIBB
OG0014833	sp|Q9UIU6|SIX4_HUMAN	tr|A0A2K6UVK1|A0A2K6UVK1_SAIBB
OG0014834	sp|Q9UIV8|SPB13_HUMAN	tr|A0A2K6UN52|A0A2K6UN52_SAIBB
OG0014835	sp|Q9UJ37|SIA7B_HUMAN	tr|A0A2K6SWS2|A0A2K6SWS2_SAIBB
OG0014836	sp|Q9ULC3|RAB23_HUMAN	tr|A0A2K6UQF2|A0A2K6UQF2_SAIBB
OG0014837	sp|Q9Y3D7|TIM16_HUMAN	tr|A0A2K6UDN0|A0A2K6UDN0_SAIBB
OG0014838	sp|Q9Y6S9|RPKL1_HUMAN	tr|A0A2K6SM06|A0A2K6SM06_SAIBB
OG0014839	sp|Q9Y6W6|DUS10_HUMAN	tr|A0A2K6TTH4|A0A2K6TTH4_SAIBB
OG0014840	sp|A0A1B0GU29|SIM28_HUMAN	tr|A0A2K6UNW1|A0A2K6UNW1_SAIBB
OG0014841	sp|O00635|TRI38_HUMAN	tr|A0A2K6U0K1|A0A2K6U0K1_SAIBB
OG0014842	sp|O43474|KLF4_HUMAN	tr|A0A2K6SJ96|A0A2K6SJ96_SAIBB
