Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0011943	sp|P47871|GLR_HUMAN	tr|A0A2K5ZFH3|A0A2K5ZFH3_MANLE
OG0011944	sp|P56179|DLX6_HUMAN	tr|A0A2K5XS23|A0A2K5XS23_MANLE
OG0011945	sp|P63027|VAMP2_HUMAN	tr|A0A2K5XF93|A0A2K5XF93_MANLE
OG0011946	sp|Q04760|LGUL_HUMAN	tr|A0A2K5XM35|A0A2K5XM35_MANLE
OG0011947	sp|Q06136|KDSR_HUMAN	tr|A0A2K5Y6Z3|A0A2K5Y6Z3_MANLE
OG0011948	sp|Q08378|GOGA3_HUMAN	tr|A0A2K5XGC8|A0A2K5XGC8_MANLE
OG0011949	sp|Q14641|INSL4_HUMAN	tr|A0A2K5Z164|A0A2K5Z164_MANLE
OG0011950	sp|Q16635|TAZ_HUMAN	tr|A0A2K6A483|A0A2K6A483_MANLE
OG0011951	sp|Q3KNW1|SNAI3_HUMAN	tr|A0A2K5YR72|A0A2K5YR72_MANLE
OG0011952	sp|Q4JDL3|PTN20_HUMAN	tr|A0A2K6AIH8|A0A2K6AIH8_MANLE
OG0011953	sp|Q5J8X5|M4A13_HUMAN	tr|A0A2K6AJX6|A0A2K6AJX6_MANLE
OG0011954	sp|Q5R387|PA2GC_HUMAN	tr|A0A2K6A3H2|A0A2K6A3H2_MANLE
OG0011955	sp|Q5TDP6|LGSN_HUMAN	tr|A0A2K5ZKX7|A0A2K5ZKX7_MANLE
OG0011956	sp|Q6DWJ6|GP139_HUMAN	tr|A0A2K5XPB2|A0A2K5XPB2_MANLE
OG0011957	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A2K6ABD5|A0A2K6ABD5_MANLE
OG0011958	sp|Q6PI48|SYDM_HUMAN	tr|A0A2K6AK65|A0A2K6AK65_MANLE
OG0011959	sp|Q6U736|OPN5_HUMAN	tr|A0A2K5Z564|A0A2K5Z564_MANLE
OG0011960	sp|Q6ZRQ5|MMS22_HUMAN	tr|A0A2K5ZM06|A0A2K5ZM06_MANLE
OG0011961	sp|Q86Y97|KMT5C_HUMAN	tr|A0A2K6AG81|A0A2K6AG81_MANLE
OG0011962	sp|Q8IUB5|WFD13_HUMAN	tr|A0A2K6A3Z0|A0A2K6A3Z0_MANLE
OG0011963	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A2K5YCD1|A0A2K5YCD1_MANLE
OG0011964	sp|Q8IZW8|TENS4_HUMAN	tr|A0A2K5ZSP0|A0A2K5ZSP0_MANLE
OG0011965	sp|Q8N130|NPT2C_HUMAN	tr|A0A2K6AEN0|A0A2K6AEN0_MANLE
OG0011966	sp|Q8WWY3|PRP31_HUMAN	tr|A0A2K5YJB8|A0A2K5YJB8_MANLE
OG0011967	sp|Q969X6|UTP4_HUMAN	tr|A0A2K6AFL3|A0A2K6AFL3_MANLE
OG0011968	sp|Q96IZ2|ADTRP_HUMAN	tr|A0A2K5Y9N2|A0A2K5Y9N2_MANLE
OG0011969	sp|Q96QF7|GCNA_HUMAN	tr|A0A2K6AIZ9|A0A2K6AIZ9_MANLE
OG0011970	sp|Q9BSL1|UBAC1_HUMAN	tr|A0A2K5Y6J9|A0A2K5Y6J9_MANLE
OG0011971	sp|Q9BV36|MELPH_HUMAN	tr|A0A2K5YY35|A0A2K5YY35_MANLE
OG0011972	sp|Q9BVG3|TRI62_HUMAN	tr|A0A2K5XLJ6|A0A2K5XLJ6_MANLE
OG0011973	sp|Q9BXF6|RFIP5_HUMAN	tr|A0A2K5YAA2|A0A2K5YAA2_MANLE
OG0011974	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A2K5ZRM9|A0A2K5ZRM9_MANLE
OG0011975	sp|Q9BZF9|UACA_HUMAN	tr|A0A2K5Z5C9|A0A2K5Z5C9_MANLE
OG0011976	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A2K5YE94|A0A2K5YE94_MANLE
OG0011977	sp|Q9H4H8|FA83D_HUMAN	tr|A0A2K5YHR0|A0A2K5YHR0_MANLE
OG0011978	sp|Q9H910|JUPI2_HUMAN	tr|A0A2K5YAI4|A0A2K5YAI4_MANLE
OG0011979	sp|Q9HCL0|PCD18_HUMAN	tr|A0A2K5XMS3|A0A2K5XMS3_MANLE
OG0011980	sp|Q9NRH1|YAE1_HUMAN	tr|A0A2K5YG58|A0A2K5YG58_MANLE
OG0011981	sp|Q9NRP2|COXM2_HUMAN	tr|A0A2K6AFU6|A0A2K6AFU6_MANLE
OG0011982	sp|Q9NS37|ZHANG_HUMAN	tr|A0A2K5ZY32|A0A2K5ZY32_MANLE
OG0011983	sp|Q9NS40|KCNH7_HUMAN	tr|A0A2K6AGR2|A0A2K6AGR2_MANLE
OG0011984	sp|Q9NWK9|BCD1_HUMAN	tr|A0A2K5Z3R0|A0A2K5Z3R0_MANLE
OG0011985	sp|Q9UFB7|ZBT47_HUMAN	tr|A0A2K6AA63|A0A2K6AA63_MANLE
OG0011986	sp|Q9UHB7|AFF4_HUMAN	tr|A0A2K5Y230|A0A2K5Y230_MANLE
OG0011987	sp|Q9UJ68|MSRA_HUMAN	tr|A0A2K5Z9T9|A0A2K5Z9T9_MANLE
OG0011988	sp|Q9UJA3|MCM8_HUMAN	tr|A0A2K5XE29|A0A2K5XE29_MANLE
OG0011989	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A2K6A654|A0A2K6A654_MANLE
OG0011990	sp|Q9Y2D5|AKAP2_HUMAN	tr|A0A2K5ZFQ0|A0A2K5ZFQ0_MANLE
OG0011991	sp|Q9Y639|NPTN_HUMAN	tr|A0A2K5XUN1|A0A2K5XUN1_MANLE
OG0011992	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A2K5Z993|A0A2K5Z993_MANLE
OG0011993	sp|A0AVI2|FR1L5_HUMAN	tr|A0A2K6A3T1|A0A2K6A3T1_MANLE
OG0011994	sp|A1L020|MEX3A_HUMAN	tr|A0A2K5XPK0|A0A2K5XPK0_MANLE
OG0011995	sp|A2RRH5|WDR27_HUMAN	tr|A0A2K5Z559|A0A2K5Z559_MANLE
OG0011996	sp|A2RUU4|COLL1_HUMAN	tr|A0A2K6A3P6|A0A2K6A3P6_MANLE
OG0011997	sp|A6NCI4|VWA3A_HUMAN	tr|A0A2K5ZMK2|A0A2K5ZMK2_MANLE
OG0011998	sp|A8MTQ0|NOTO_HUMAN	tr|A0A2K5YP84|A0A2K5YP84_MANLE
OG0011999	sp|A8MXD5|GRCR1_HUMAN	tr|A0A2K6A3L9|A0A2K6A3L9_MANLE
OG0012001	sp|O14626|GP171_HUMAN	tr|A0A2K5XN91|A0A2K5XN91_MANLE
OG0012002	sp|O15327|INP4B_HUMAN	tr|A0A2K5YKM7|A0A2K5YKM7_MANLE
OG0012003	sp|O43447|PPIH_HUMAN	tr|A0A2K5Y427|A0A2K5Y427_MANLE
OG0012004	sp|O43665|RGS10_HUMAN	tr|A0A2K5XX07|A0A2K5XX07_MANLE
OG0012005	sp|O43818|U3IP2_HUMAN	tr|A0A2K6AI61|A0A2K6AI61_MANLE
OG0012006	sp|P05108|CP11A_HUMAN	tr|A0A2K5XZF7|A0A2K5XZF7_MANLE
OG0012007	sp|P0DP72|VSXL2_HUMAN	tr|A0A2K5YHM1|A0A2K5YHM1_MANLE
OG0012008	sp|P15924|DESP_HUMAN	tr|A0A2K6A525|A0A2K6A525_MANLE
OG0012009	sp|P20827|EFNA1_HUMAN	tr|A0A2K6A1E2|A0A2K6A1E2_MANLE
OG0012010	sp|P41440|S19A1_HUMAN	tr|A0A2K5YLJ5|A0A2K5YLJ5_MANLE
OG0012011	sp|P43220|GLP1R_HUMAN	tr|A0A2K5ZYN4|A0A2K5ZYN4_MANLE
OG0012012	sp|P51397|DAP1_HUMAN	tr|A0A2K5ZF94|A0A2K5ZF94_MANLE
OG0012013	sp|P53990|IST1_HUMAN	tr|A0A2K5ZJ55|A0A2K5ZJ55_MANLE
OG0012014	sp|P57679|EVC_HUMAN	tr|A0A2K5YFF3|A0A2K5YFF3_MANLE
OG0012015	sp|P61758|PFD3_HUMAN	tr|A0A2K5XNJ2|A0A2K5XNJ2_MANLE
OG0012016	sp|Q01094|E2F1_HUMAN	tr|A0A2K5XCU7|A0A2K5XCU7_MANLE
OG0012017	sp|Q03393|PTPS_HUMAN	tr|A0A2K5ZMH0|A0A2K5ZMH0_MANLE
OG0012018	sp|Q08117|TLE5_HUMAN	tr|A0A2K5ZNC9|A0A2K5ZNC9_MANLE
OG0012019	sp|Q14687|GSE1_HUMAN	tr|A0A2K5ZII0|A0A2K5ZII0_MANLE
OG0012020	sp|Q14693|LPIN1_HUMAN	tr|A0A2K5ZCU0|A0A2K5ZCU0_MANLE
OG0012021	sp|Q2M5E4|RGS21_HUMAN	tr|A0A2K5YRC2|A0A2K5YRC2_MANLE
OG0012022	sp|Q2TAA5|ALG11_HUMAN	tr|A0A2K6A0C6|A0A2K6A0C6_MANLE
OG0012023	sp|Q3LXA3|TKFC_HUMAN	tr|A0A2K5XBJ5|A0A2K5XBJ5_MANLE
OG0012024	sp|Q52LW3|RHG29_HUMAN	tr|A0A2K5YR47|A0A2K5YR47_MANLE
OG0012025	sp|Q5T0N1|CFA70_HUMAN	tr|A0A2K5YA05|A0A2K5YA05_MANLE
OG0012026	sp|Q6NY19|KANK3_HUMAN	tr|A0A2K5ZI30|A0A2K5ZI30_MANLE
OG0012027	sp|Q86W26|NAL10_HUMAN	tr|A0A2K5ZYF6|A0A2K5ZYF6_MANLE
OG0012028	sp|Q8IUC3|KRA71_HUMAN	tr|A0A2K5XC99|A0A2K5XC99_MANLE
OG0012029	sp|Q8IX90|SKA3_HUMAN	tr|A0A2K5XWX1|A0A2K5XWX1_MANLE
OG0012030	sp|Q8N0Z6|TTC5_HUMAN	tr|A0A2K5YA58|A0A2K5YA58_MANLE
OG0012031	sp|Q8N357|S35F6_HUMAN	tr|A0A2K6AK93|A0A2K6AK93_MANLE
OG0012032	sp|Q8N7C3|TRIMM_HUMAN	tr|A0A2K5XDM7|A0A2K5XDM7_MANLE
OG0012033	sp|Q8N907|DAND5_HUMAN	tr|A0A2K5ZPA8|A0A2K5ZPA8_MANLE
OG0012034	sp|Q8N954|GPT11_HUMAN	tr|A0A2K6AF59|A0A2K6AF59_MANLE
OG0012035	sp|Q8NA92|THAP8_HUMAN	tr|A0A2K5Y9K4|A0A2K5Y9K4_MANLE
OG0012036	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A2K5XCT2|A0A2K5XCT2_MANLE
OG0012037	sp|Q8NI08|NCOA7_HUMAN	tr|A0A2K5YAX0|A0A2K5YAX0_MANLE
OG0012038	sp|Q8TBZ3|WDR20_HUMAN	tr|A0A2K5ZUX7|A0A2K5ZUX7_MANLE
OG0012039	sp|Q8TCU3|S7A13_HUMAN	tr|A0A2K6A0L2|A0A2K6A0L2_MANLE
OG0012040	sp|Q8TED0|UTP15_HUMAN	tr|A0A2K5ZN42|A0A2K5ZN42_MANLE
OG0012041	sp|Q8WZ42|TITIN_HUMAN	tr|A0A2K5Z357|A0A2K5Z357_MANLE
OG0012042	sp|Q96S99|PKHF1_HUMAN	tr|A0A2K5XLS1|A0A2K5XLS1_MANLE
OG0012043	sp|Q99943|PLCA_HUMAN	tr|A0A2K6A048|A0A2K6A048_MANLE
OG0012044	sp|Q9BVA0|KTNB1_HUMAN	tr|A0A2K5Y8Q8|A0A2K5Y8Q8_MANLE
OG0012045	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A2K6AHI9|A0A2K6AHI9_MANLE
OG0012046	sp|Q9C002|NMES1_HUMAN	tr|A0A2K5ZJG6|A0A2K5ZJG6_MANLE
OG0012047	sp|Q9GZM7|TINAL_HUMAN	tr|A0A2K5ZNW2|A0A2K5ZNW2_MANLE
OG0012048	sp|Q9H478|KCQ1D_HUMAN	tr|A0A2K5ZA57|A0A2K5ZA57_MANLE
OG0012049	sp|Q9HAE3|CLXN_HUMAN	tr|A0A2K5ZNS5|A0A2K5ZNS5_MANLE
OG0012050	sp|Q9NY99|SNTG2_HUMAN	tr|A0A2K5XKN7|A0A2K5XKN7_MANLE
OG0012051	sp|Q9UBI4|STML1_HUMAN	tr|A0A2K5X9Q7|A0A2K5X9Q7_MANLE
OG0012052	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A2K5XPE5|A0A2K5XPE5_MANLE
OG0012053	sp|Q9UKU7|ACAD8_HUMAN	tr|A0A2K5XZT0|A0A2K5XZT0_MANLE
OG0012054	sp|Q9ULM3|YETS2_HUMAN	tr|A0A2K5ZFU0|A0A2K5ZFU0_MANLE
OG0012055	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A2K5ZJC6|A0A2K5ZJC6_MANLE
OG0012056	sp|Q9Y5N1|HRH3_HUMAN	tr|A0A2K5XVH6|A0A2K5XVH6_MANLE
OG0012057	sp|Q9Y600|CSAD_HUMAN	tr|A0A2K5ZPR4|A0A2K5ZPR4_MANLE
OG0012058	sp|A1L4H1|SRCRL_HUMAN	tr|A0A2K5Y9N3|A0A2K5Y9N3_MANLE
OG0012059	sp|A5PLK6|RGSL_HUMAN	tr|A0A2K5YS02|A0A2K5YS02_MANLE
OG0012060	sp|H3BS89|T178B_HUMAN	tr|A0A2K5YCY7|A0A2K5YCY7_MANLE
OG0012061	sp|O43559|FRS3_HUMAN	tr|A0A2K6A0J3|A0A2K6A0J3_MANLE
OG0012062	sp|O60443|GSDME_HUMAN	tr|A0A2K5ZBY6|A0A2K5ZBY6_MANLE
OG0012063	sp|O75063|XYLK_HUMAN	tr|A0A2K5Z1V2|A0A2K5Z1V2_MANLE
OG0012064	sp|O75469|NR1I2_HUMAN	tr|A0A2K5XPZ6|A0A2K5XPZ6_MANLE
OG0012065	sp|O95257|GA45G_HUMAN	tr|A0A2K5YI51|A0A2K5YI51_MANLE
OG0012066	sp|O95672|ECEL1_HUMAN	tr|A0A2K5ZQZ1|A0A2K5ZQZ1_MANLE
OG0012067	sp|O95922|TTLL1_HUMAN	tr|A0A2K5ZLY3|A0A2K5ZLY3_MANLE
OG0012068	sp|P05113|IL5_HUMAN	tr|A0A2K5Y7R6|A0A2K5Y7R6_MANLE
OG0012069	sp|P09848|LPH_HUMAN	tr|A0A2K5YHG2|A0A2K5YHG2_MANLE
OG0012070	sp|P15907|SIAT1_HUMAN	tr|A0A2K6A6C2|A0A2K6A6C2_MANLE
OG0012071	sp|P20333|TNR1B_HUMAN	tr|A0A2K6AE99|A0A2K6AE99_MANLE
OG0012072	sp|P31645|SC6A4_HUMAN	tr|A0A2K5XEV8|A0A2K5XEV8_MANLE
OG0012073	sp|P35610|SOAT1_HUMAN	tr|A0A2K5YF95|A0A2K5YF95_MANLE
OG0012074	sp|P43004|EAA2_HUMAN	tr|A0A2K6AH48|A0A2K6AH48_MANLE
OG0012075	sp|P48740|MASP1_HUMAN	tr|A0A2K5ZX18|A0A2K5ZX18_MANLE
OG0012076	sp|Q06481|APLP2_HUMAN	tr|A0A2K5ZN92|A0A2K5ZN92_MANLE
OG0012077	sp|Q07654|TFF3_HUMAN	tr|A0A2K5ZSA3|A0A2K5ZSA3_MANLE
OG0012078	sp|Q08881|ITK_HUMAN	tr|A0A2K6A5N1|A0A2K6A5N1_MANLE
OG0012079	sp|Q13323|BIK_HUMAN	tr|A0A2K5XSA1|A0A2K5XSA1_MANLE
OG0012081	sp|Q3KP44|ANR55_HUMAN	tr|A0A2K5XEX8|A0A2K5XEX8_MANLE
OG0012082	sp|Q5VIR6|VPS53_HUMAN	tr|A0A2K5XCA9|A0A2K5XCA9_MANLE
OG0012083	sp|Q6P5Q4|LMOD2_HUMAN	tr|A0A2K5YJU2|A0A2K5YJU2_MANLE
OG0012084	sp|Q7L0X2|ERIP6_HUMAN	tr|A0A2K5ZCR9|A0A2K5ZCR9_MANLE
OG0012085	sp|Q7RTU5|ASCL5_HUMAN	tr|A0A2K5XJK1|A0A2K5XJK1_MANLE
OG0012086	sp|Q8IW75|SPA12_HUMAN	tr|A0A2K5XF22|A0A2K5XF22_MANLE
OG0012087	sp|Q8IY22|CMIP_HUMAN	tr|A0A2K6A1H8|A0A2K6A1H8_MANLE
OG0012088	sp|Q8N4M7|CJ126_HUMAN	tr|A0A2K5YGG3|A0A2K5YGG3_MANLE
OG0012089	sp|Q8N6G2|TEX26_HUMAN	tr|A0A2K5YBP8|A0A2K5YBP8_MANLE
OG0012090	sp|Q8NCR6|SMRP1_HUMAN	tr|A0A2K5ZHN2|A0A2K5ZHN2_MANLE
OG0012091	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A2K5XSR2|A0A2K5XSR2_MANLE
OG0012092	sp|Q8TCD6|PHOP2_HUMAN	tr|A0A2K5XNN3|A0A2K5XNN3_MANLE
OG0012093	sp|Q8TEV8|SMCR5_HUMAN	tr|A0A2K5YGE3|A0A2K5YGE3_MANLE
OG0012094	sp|Q8WV07|LTO1_HUMAN	tr|A0A2K5Z754|A0A2K5Z754_MANLE
OG0012095	sp|Q8WY07|CTR3_HUMAN	tr|A0A2K5YB62|A0A2K5YB62_MANLE
OG0012096	sp|Q92737|RSLAA_HUMAN	tr|A0A2K5Y6V3|A0A2K5Y6V3_MANLE
OG0012097	sp|Q96C01|F136A_HUMAN	tr|A0A2K5ZD23|A0A2K5ZD23_MANLE
OG0012098	sp|Q96DX7|TRI44_HUMAN	tr|A0A2K5YLF4|A0A2K5YLF4_MANLE
OG0012099	sp|Q96EE3|SEH1_HUMAN	tr|A0A2K5ZDW8|A0A2K5ZDW8_MANLE
OG0012100	sp|Q96KX0|LYZL4_HUMAN	tr|A0A2K5ZUN1|A0A2K5ZUN1_MANLE
OG0012101	sp|Q96P31|FCRL3_HUMAN	tr|A0A2K5YTD1|A0A2K5YTD1_MANLE
OG0012102	sp|Q96RP9|EFGM_HUMAN	tr|A0A2K5YD70|A0A2K5YD70_MANLE
OG0012103	sp|Q9BWE0|REPI1_HUMAN	tr|A0A2K5Y7C6|A0A2K5Y7C6_MANLE
OG0012104	sp|Q9H0D2|ZN541_HUMAN	tr|A0A2K5Y3Z4|A0A2K5Y3Z4_MANLE
OG0012105	sp|Q9H2G2|SLK_HUMAN	tr|A0A2K5XPV7|A0A2K5XPV7_MANLE
OG0012106	sp|Q9H974|QTRT2_HUMAN	tr|A0A2K5YYW1|A0A2K5YYW1_MANLE
OG0012107	sp|Q9H9F9|ARP5_HUMAN	tr|A0A2K5ZK27|A0A2K5ZK27_MANLE
OG0012108	sp|Q9HA72|CAHM2_HUMAN	tr|A0A2K5Y653|A0A2K5Y653_MANLE
OG0012109	sp|Q9NQ75|CASS4_HUMAN	tr|A0A2K5ZG53|A0A2K5ZG53_MANLE
OG0012110	sp|Q9NY25|CLC5A_HUMAN	tr|A0A2K5XJ02|A0A2K5XJ02_MANLE
OG0012111	sp|Q9NZJ0|DTL_HUMAN	tr|A0A2K5YRF0|A0A2K5YRF0_MANLE
OG0012112	sp|Q9P258|RCC2_HUMAN	tr|A0A2K5XV65|A0A2K5XV65_MANLE
OG0012113	sp|Q9UJX6|ANC2_HUMAN	tr|A0A2K5XD88|A0A2K5XD88_MANLE
OG0012114	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A2K5Z593|A0A2K5Z593_MANLE
OG0012115	sp|Q9Y3Q3|TMED3_HUMAN	tr|A0A2K5ZYC6|A0A2K5ZYC6_MANLE
OG0012116	sp|Q9Y694|S22A7_HUMAN	tr|A0A2K5YUA0|A0A2K5YUA0_MANLE
OG0012117	sp|A6NMX2|I4E1B_HUMAN	tr|A0A2K5ZE71|A0A2K5ZE71_MANLE
OG0012118	sp|A8MU93|CQ100_HUMAN	tr|A0A2K6AAI2|A0A2K6AAI2_MANLE
OG0012119	sp|O15034|RIMB2_HUMAN	tr|A0A2K5ZVI2|A0A2K5ZVI2_MANLE
OG0012120	sp|O15263|DFB4A_HUMAN	tr|A0A2K5ZZT5|A0A2K5ZZT5_MANLE
OG0012121	sp|O15516|CLOCK_HUMAN	tr|A0A2K5YK52|A0A2K5YK52_MANLE
OG0012122	sp|O60496|DOK2_HUMAN	tr|A0A2K5XIV0|A0A2K5XIV0_MANLE
OG0012123	sp|O95876|FRITZ_HUMAN	tr|A0A2K6A065|A0A2K6A065_MANLE
OG0012124	sp|P00387|NB5R3_HUMAN	tr|A0A2K5XBU2|A0A2K5XBU2_MANLE
OG0012125	sp|P07316|CRGB_HUMAN	tr|A0A2K5XZP1|A0A2K5XZP1_MANLE
OG0012126	sp|P35916|VGFR3_HUMAN	tr|A0A2K5Y0Y6|A0A2K5Y0Y6_MANLE
OG0012127	sp|P58304|VSX2_HUMAN	tr|A0A2K5XC53|A0A2K5XC53_MANLE
OG0012128	sp|P60983|GMFB_HUMAN	tr|A0A2K5Y1M2|A0A2K5Y1M2_MANLE
OG0012129	sp|P78371|TCPB_HUMAN	tr|A0A2K5YRQ6|A0A2K5YRQ6_MANLE
OG0012130	sp|Q09161|NCBP1_HUMAN	tr|A0A2K5YAF5|A0A2K5YAF5_MANLE
OG0012131	sp|Q13889|TF2H3_HUMAN	tr|A0A2K5ZFZ8|A0A2K5ZFZ8_MANLE
OG0012132	sp|Q14114|LRP8_HUMAN	tr|A0A2K5XDN6|A0A2K5XDN6_MANLE
OG0012133	sp|Q14494|NF2L1_HUMAN	tr|A0A2K5ZR84|A0A2K5ZR84_MANLE
OG0012134	sp|Q15113|PCOC1_HUMAN	tr|A0A2K5ZGA4|A0A2K5ZGA4_MANLE
OG0012135	sp|Q15131|CDK10_HUMAN	tr|A0A2K5YPS2|A0A2K5YPS2_MANLE
OG0012136	sp|Q15771|RAB30_HUMAN	tr|A0A2K5ZS55|A0A2K5ZS55_MANLE
OG0012137	sp|Q16589|CCNG2_HUMAN	tr|A0A2K5Z0M4|A0A2K5Z0M4_MANLE
OG0012138	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A2K5YM01|A0A2K5YM01_MANLE
OG0012139	sp|Q2WGJ8|TM249_HUMAN	tr|A0A2K5XQ00|A0A2K5XQ00_MANLE
OG0012140	sp|Q30KQ6|DB114_HUMAN	tr|A0A2K5ZQU6|A0A2K5ZQU6_MANLE
OG0012141	sp|Q53H47|SETMR_HUMAN	tr|A0A2K6A0G6|A0A2K6A0G6_MANLE
OG0012142	sp|Q5SY16|NOL9_HUMAN	tr|A0A2K6AID1|A0A2K6AID1_MANLE
OG0012143	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A2K5ZY74|A0A2K5ZY74_MANLE
OG0012144	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A2K5ZCQ1|A0A2K5ZCQ1_MANLE
OG0012145	sp|Q7L775|EPMIP_HUMAN	tr|A0A2K5XPD4|A0A2K5XPD4_MANLE
OG0012146	sp|Q8IZT9|FAM9C_HUMAN	tr|A0A2K5YZ94|A0A2K5YZ94_MANLE
OG0012147	sp|Q8N1F7|NUP93_HUMAN	tr|A0A2K5ZJN3|A0A2K5ZJN3_MANLE
OG0012148	sp|Q8N3H0|TAFA2_HUMAN	tr|A0A2K5YTJ8|A0A2K5YTJ8_MANLE
OG0012149	sp|Q8N428|GLT16_HUMAN	tr|A0A2K5ZBR4|A0A2K5ZBR4_MANLE
OG0012150	sp|Q8WV41|SNX33_HUMAN	tr|A0A2K5XSJ5|A0A2K5XSJ5_MANLE
OG0012151	sp|Q8WVE6|TM171_HUMAN	tr|A0A2K6AGD0|A0A2K6AGD0_MANLE
OG0012152	sp|Q8WYK2|JDP2_HUMAN	tr|A0A2K5ZIU1|A0A2K5ZIU1_MANLE
OG0012153	sp|Q969Q4|ARL11_HUMAN	tr|A0A2K5XIH2|A0A2K5XIH2_MANLE
OG0012154	sp|Q969W3|F104A_HUMAN	tr|A0A2K5ZHZ0|A0A2K5ZHZ0_MANLE
OG0012155	sp|Q96DN0|ERP27_HUMAN	tr|A0A2K5YQ07|A0A2K5YQ07_MANLE
OG0012156	sp|Q96EB1|ELP4_HUMAN	tr|A0A2K5Y0K4|A0A2K5Y0K4_MANLE
OG0012157	sp|Q96EP0|RNF31_HUMAN	tr|A0A2K6AA99|A0A2K6AA99_MANLE
OG0012158	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A2K6AJS9|A0A2K6AJS9_MANLE
OG0012159	sp|Q96PM9|Z385A_HUMAN	tr|A0A2K5XSW6|A0A2K5XSW6_MANLE
OG0012160	sp|Q96RR4|KKCC2_HUMAN	tr|A0A2K6AKR2|A0A2K6AKR2_MANLE
OG0012161	sp|Q99952|PTN18_HUMAN	tr|A0A2K5ZHV1|A0A2K5ZHV1_MANLE
OG0012162	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A2K5ZS17|A0A2K5ZS17_MANLE
OG0012163	sp|Q9BX66|SRBS1_HUMAN	tr|A0A2K5ZC19|A0A2K5ZC19_MANLE
OG0012164	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A2K5YY62|A0A2K5YY62_MANLE
OG0012165	sp|Q9H6P5|TASP1_HUMAN	tr|A0A2K5Y9C8|A0A2K5Y9C8_MANLE
OG0012166	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A2K5YVU1|A0A2K5YVU1_MANLE
OG0012167	sp|Q9NQC3|RTN4_HUMAN	tr|A0A2K6AAR0|A0A2K6AAR0_MANLE
OG0012168	sp|Q9NR96|TLR9_HUMAN	tr|A0A2K5XEL6|A0A2K5XEL6_MANLE
OG0012169	sp|Q9NRD5|PICK1_HUMAN	tr|A0A2K5YKE0|A0A2K5YKE0_MANLE
OG0012170	sp|Q9NU02|ANKE1_HUMAN	tr|A0A2K5XES2|A0A2K5XES2_MANLE
OG0012171	sp|Q9NZ52|GGA3_HUMAN	tr|A0A2K5ZZF0|A0A2K5ZZF0_MANLE
OG0012172	sp|Q9NZS2|KLRF1_HUMAN	tr|A0A2K5X9X6|A0A2K5X9X6_MANLE
OG0012173	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A2K5ZP68|A0A2K5ZP68_MANLE
OG0012174	sp|Q9UHA2|S18L2_HUMAN	tr|A0A2K5ZNV6|A0A2K5ZNV6_MANLE
OG0012175	sp|Q9Y343|SNX24_HUMAN	tr|A0A2K5XGD3|A0A2K5XGD3_MANLE
OG0012176	sp|Q9Y4R7|TTLL3_HUMAN	tr|A0A2K5ZQD0|A0A2K5ZQD0_MANLE
OG0012177	sp|Q9Y5F6|PCDGM_HUMAN	tr|A0A2K5ZBY1|A0A2K5ZBY1_MANLE
OG0012178	sp|Q9Y6A5|TACC3_HUMAN	tr|A0A2K5XGV5|A0A2K5XGV5_MANLE
OG0012179	sp|A0A0U1RRA0|ZNOS_HUMAN	tr|A0A2K5YFX3|A0A2K5YFX3_MANLE
OG0012180	sp|A1X283|SPD2B_HUMAN	tr|A0A2K5Y5G8|A0A2K5Y5G8_MANLE
OG0012181	sp|A2RU30|TESP1_HUMAN	tr|A0A2K5ZQ90|A0A2K5ZQ90_MANLE
OG0012182	sp|A8MZ97|CB074_HUMAN	tr|A0A2K6A3I6|A0A2K6A3I6_MANLE
OG0012183	sp|O00142|KITM_HUMAN	tr|A0A2K5YAK6|A0A2K5YAK6_MANLE
OG0012184	sp|O00255|MEN1_HUMAN	tr|A0A2K5Z1Z5|A0A2K5Z1Z5_MANLE
OG0012185	sp|O00483|NDUA4_HUMAN	tr|A0A2K5Y7M0|A0A2K5Y7M0_MANLE
OG0012186	sp|O15118|NPC1_HUMAN	tr|A0A2K6AAT5|A0A2K6AAT5_MANLE
OG0012187	sp|O75636|FCN3_HUMAN	tr|A0A2K5XL42|A0A2K5XL42_MANLE
OG0012188	sp|O75716|STK16_HUMAN	tr|A0A2K5YDS1|A0A2K5YDS1_MANLE
