Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0013526	sp|P03905|NU4M_HUMAN	sp|P41298|NU4M_BALMU
OG0013527	sp|Q9UJQ1|LAMP5_HUMAN	tr|A0A8B8V658|A0A8B8V658_BALMU
OG0013528	sp|O95407|TNF6B_HUMAN	tr|A0A8B8V680|A0A8B8V680_BALMU
OG0013529	sp|Q7Z7E8|UB2Q1_HUMAN	tr|A0A8B8VE74|A0A8B8VE74_BALMU
OG0013530	sp|Q92754|AP2C_HUMAN	tr|A0A8B8VE83|A0A8B8VE83_BALMU
OG0013531	sp|Q96RU8|TRIB1_HUMAN	tr|A0A8B8VPD7|A0A8B8VPD7_BALMU
OG0013532	sp|P11279|LAMP1_HUMAN	tr|A0A8B8VRL7|A0A8B8VRL7_BALMU
OG0013533	sp|O00110|OVOL3_HUMAN	tr|A0A8B8VVK8|A0A8B8VVK8_BALMU
OG0013534	sp|Q96DX4|RSPRY_HUMAN	tr|A0A8B8VVS5|A0A8B8VVS5_BALMU
OG0013535	sp|Q96MX0|CKLF3_HUMAN	tr|A0A8B8VX14|A0A8B8VX14_BALMU
OG0013536	sp|Q9BQ65|USB1_HUMAN	tr|A0A8B8VY70|A0A8B8VY70_BALMU
OG0013537	sp|O75325|LRRN2_HUMAN	tr|A0A8B8VYY5|A0A8B8VYY5_BALMU
OG0013538	sp|O15360|FANCA_HUMAN	tr|A0A8B8W0T1|A0A8B8W0T1_BALMU
OG0013539	sp|Q9Y4F5|C170B_HUMAN	tr|A0A8B8WKX3|A0A8B8WKX3_BALMU
OG0013540	sp|Q86WZ0|HEAT4_HUMAN	tr|A0A8B8WNN3|A0A8B8WNN3_BALMU
OG0013541	sp|Q5XG99|LYSM4_HUMAN	tr|A0A8B8WSS6|A0A8B8WSS6_BALMU
OG0013542	sp|Q86XR5|PRIMA_HUMAN	tr|A0A8B8WTS3|A0A8B8WTS3_BALMU
OG0013543	sp|Q6NX45|ZN774_HUMAN	tr|A0A8B8WU77|A0A8B8WU77_BALMU
OG0013544	sp|Q96LC9|BMF_HUMAN	tr|A0A8B8WUA6|A0A8B8WUA6_BALMU
OG0013545	sp|P42702|LIFR_HUMAN	tr|A0A8B8WZB5|A0A8B8WZB5_BALMU
OG0013546	sp|P42336|PK3CA_HUMAN	tr|A0A8B8XB89|A0A8B8XB89_BALMU
OG0013547	sp|P05090|APOD_HUMAN	tr|A0A8B8XDH2|A0A8B8XDH2_BALMU
OG0013548	sp|Q06203|PUR1_HUMAN	tr|A0A8B8XI96|A0A8B8XI96_BALMU
OG0013549	sp|O43593|HAIR_HUMAN	tr|A0A8B8XKW7|A0A8B8XKW7_BALMU
OG0013550	sp|Q6PF06|TM10B_HUMAN	tr|A0A8B8XRH8|A0A8B8XRH8_BALMU
OG0013551	sp|O75874|IDHC_HUMAN	tr|A0A8B8XV97|A0A8B8XV97_BALMU
OG0013552	sp|Q5VU65|P210L_HUMAN	tr|A0A8B8XVU0|A0A8B8XVU0_BALMU
OG0013553	sp|P59910|DJB13_HUMAN	tr|A0A8B8Y648|A0A8B8Y648_BALMU
OG0013554	sp|Q8TE58|ATS15_HUMAN	tr|A0A8B8Y820|A0A8B8Y820_BALMU
OG0013555	sp|E9PRG8|CK098_HUMAN	tr|A0A8B8Y8N5|A0A8B8Y8N5_BALMU
OG0013556	sp|O15016|TRI66_HUMAN	tr|A0A8B8Y9E6|A0A8B8Y9E6_BALMU
OG0013557	sp|P09693|CD3G_HUMAN	tr|A0A8B8YDW2|A0A8B8YDW2_BALMU
OG0013558	sp|Q6RFH5|WDR74_HUMAN	tr|A0A8B8YFA4|A0A8B8YFA4_BALMU
OG0013559	sp|Q14432|PDE3A_HUMAN	tr|A0A8B8YGM2|A0A8B8YGM2_BALMU
OG0013560	sp|P82673|RT35_HUMAN	tr|A0A8B8YGY2|A0A8B8YGY2_BALMU
OG0013561	sp|Q13520|AQP6_HUMAN	tr|A0A8B8YIA0|A0A8B8YIA0_BALMU
OG0013562	sp|Q9HCH0|NCK5L_HUMAN	tr|A0A8B8YJF3|A0A8B8YJF3_BALMU
OG0013563	sp|Q12999|TSN31_HUMAN	tr|A0A8B8YK55|A0A8B8YK55_BALMU
OG0013564	sp|Q8WVI0|SMIM4_HUMAN	tr|A0A8B8YNY1|A0A8B8YNY1_BALMU
OG0013565	sp|Q13107|UBP4_HUMAN	tr|A0A8B8YS86|A0A8B8YS86_BALMU
OG0013566	sp|P04049|RAF1_HUMAN	tr|A0A8B8YVF5|A0A8B8YVF5_BALMU
OG0013567	sp|Q9UHH9|IP6K2_HUMAN	tr|A0A8B8YW46|A0A8B8YW46_BALMU
OG0013568	sp|P20827|EFNA1_HUMAN	tr|A0A8B8YZ41|A0A8B8YZ41_BALMU
OG0013569	sp|Q9NZV1|CRIM1_HUMAN	tr|A0A8B8Z065|A0A8B8Z065_BALMU
OG0013570	sp|Q86XK2|FBX11_HUMAN	tr|A0A8B8Z094|A0A8B8Z094_BALMU
OG0013571	sp|Q8WWX9|SELM_HUMAN	tr|A0A8B8Z6X0|A0A8B8Z6X0_BALMU
OG0013572	sp|Q99584|S10AD_HUMAN	tr|A0A8B8Z778|A0A8B8Z778_BALMU
OG0013573	sp|Q9P260|RELCH_HUMAN	tr|A0A8B8Z7D5|A0A8B8Z7D5_BALMU
OG0013574	sp|Q5BJE1|CC178_HUMAN	tr|A0A8B8ZBP0|A0A8B8ZBP0_BALMU
OG0013575	sp|P50440|GATM_HUMAN	tr|A0A8C0C9R8|A0A8C0C9R8_BALMU
OG0013576	sp|Q9H5U6|ZCHC4_HUMAN	tr|A0A8C0CAV2|A0A8C0CAV2_BALMU
OG0013577	sp|O75061|AUXI_HUMAN	tr|A0A8C0CC52|A0A8C0CC52_BALMU
OG0013578	sp|P0DMC3|ELA_HUMAN	tr|A0A8C0CJ30|A0A8C0CJ30_BALMU
OG0013579	sp|P0DMQ5|INAM2_HUMAN	tr|A0A8C0CMC0|A0A8C0CMC0_BALMU
OG0013580	sp|P16930|FAAA_HUMAN	tr|A0A8C0CUS1|A0A8C0CUS1_BALMU
OG0013581	sp|Q86X40|LRC28_HUMAN	tr|A0A8C0CWB6|A0A8C0CWB6_BALMU
OG0013582	sp|Q13410|BT1A1_HUMAN	tr|A0A8C0D696|A0A8C0D696_BALMU
OG0013583	sp|Q9BQB6|VKOR1_HUMAN	tr|A0A8C0DC80|A0A8C0DC80_BALMU
OG0013584	sp|P55895|RAG2_HUMAN	tr|A0A8C0DEW6|A0A8C0DEW6_BALMU
OG0013585	sp|Q96ES7|SGF29_HUMAN	tr|A0A8C0DFQ3|A0A8C0DFQ3_BALMU
OG0013586	sp|Q16619|CTF1_HUMAN	tr|A0A8C0DTA1|A0A8C0DTA1_BALMU
OG0013587	sp|Q69YN2|C19L1_HUMAN	tr|A0A8C0E147|A0A8C0E147_BALMU
OG0013588	sp|Q9BSC4|NOL10_HUMAN	tr|A0A8C0I4S3|A0A8C0I4S3_BALMU
OG0013589	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A8B8V583|A0A8B8V583_BALMU
OG0013590	sp|Q0VGL1|LTOR4_HUMAN	tr|A0A8B8V5L2|A0A8B8V5L2_BALMU
OG0013591	sp|Q9H2P0|ADNP_HUMAN	tr|A0A8B8VBW6|A0A8B8VBW6_BALMU
OG0013592	sp|Q5JWF8|ACL10_HUMAN	tr|A0A8B8VEN4|A0A8B8VEN4_BALMU
OG0013593	sp|P52954|LBX1_HUMAN	tr|A0A8B8VFF6|A0A8B8VFF6_BALMU
OG0013594	sp|Q9NZT2|OGFR_HUMAN	tr|A0A8B8VG03|A0A8B8VG03_BALMU
OG0013595	sp|Q7RTX7|CTSR4_HUMAN	tr|A0A8B8VGR8|A0A8B8VGR8_BALMU
OG0013596	sp|Q6AHZ1|Z518A_HUMAN	tr|A0A8B8VI62|A0A8B8VI62_BALMU
OG0013597	sp|Q969M1|TM40L_HUMAN	tr|A0A8B8VJ39|A0A8B8VJ39_BALMU
OG0013598	sp|P04053|TDT_HUMAN	tr|A0A8B8VJE6|A0A8B8VJE6_BALMU
OG0013599	sp|P29536|LMOD1_HUMAN	tr|A0A8B8VJH8|A0A8B8VJH8_BALMU
OG0013600	sp|O95388|CCN4_HUMAN	tr|A0A8B8VPL1|A0A8B8VPL1_BALMU
OG0013601	sp|Q7L211|ABHDD_HUMAN	tr|A0A8B8VQR2|A0A8B8VQR2_BALMU
OG0013602	sp|Q9NS62|THSD1_HUMAN	tr|A0A8B8VTN6|A0A8B8VTN6_BALMU
OG0013603	sp|Q96AN5|TM143_HUMAN	tr|A0A8B8W102|A0A8B8W102_BALMU
OG0013604	sp|Q5M775|CYTSB_HUMAN	tr|A0A8B8W6E8|A0A8B8W6E8_BALMU
OG0013605	sp|P60008|HILS1_HUMAN	tr|A0A8B8W9B2|A0A8B8W9B2_BALMU
OG0013606	sp|P09564|CD7_HUMAN	tr|A0A8B8WAK3|A0A8B8WAK3_BALMU
OG0013607	sp|Q2VYF4|LETM2_HUMAN	tr|A0A8B8WB87|A0A8B8WB87_BALMU
OG0013608	sp|Q99966|CITE1_HUMAN	tr|A0A8B8WFF1|A0A8B8WFF1_BALMU
OG0013609	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A8B8WGD1|A0A8B8WGD1_BALMU
OG0013610	sp|Q9P203|BTBD7_HUMAN	tr|A0A8B8WM67|A0A8B8WM67_BALMU
OG0013611	sp|Q6VUC0|AP2E_HUMAN	tr|A0A8B8WW94|A0A8B8WW94_BALMU
OG0013612	sp|O95182|NDUA7_HUMAN	tr|A0A8B8WZ97|A0A8B8WZ97_BALMU
OG0013613	sp|Q96I13|ABHD8_HUMAN	tr|A0A8B8X0B2|A0A8B8X0B2_BALMU
OG0013614	sp|Q8TED1|GPX8_HUMAN	tr|A0A8B8X5L0|A0A8B8X5L0_BALMU
OG0013615	sp|Q9Y5I7|CLD16_HUMAN	tr|A0A8B8X7C0|A0A8B8X7C0_BALMU
OG0013616	sp|Q9UJF2|NGAP_HUMAN	tr|A0A8B8X888|A0A8B8X888_BALMU
OG0013617	sp|Q96HV5|TM41A_HUMAN	tr|A0A8B8X9C9|A0A8B8X9C9_BALMU
OG0013618	sp|Q6NXT6|TAPT1_HUMAN	tr|A0A8B8XFK4|A0A8B8XFK4_BALMU
OG0013619	sp|Q2I0M4|LRC26_HUMAN	tr|A0A8B8XK05|A0A8B8XK05_BALMU
OG0013620	sp|Q9NWW6|NRK1_HUMAN	tr|A0A8B8XKX6|A0A8B8XKX6_BALMU
OG0013621	sp|P19835|CEL_HUMAN	tr|A0A8B8XMH5|A0A8B8XMH5_BALMU
OG0013622	sp|Q5SW96|ARH_HUMAN	tr|A0A8B8XQK6|A0A8B8XQK6_BALMU
OG0013623	sp|Q9NQT5|EXOS3_HUMAN	tr|A0A8B8XYY2|A0A8B8XYY2_BALMU
OG0013624	sp|Q96I59|SYNM_HUMAN	tr|A0A8B8Y0P5|A0A8B8Y0P5_BALMU
OG0013625	sp|O43825|B3GT2_HUMAN	tr|A0A8B8Y1C9|A0A8B8Y1C9_BALMU
OG0013626	sp|A6NNB3|IFM5_HUMAN	tr|A0A8B8Y2I2|A0A8B8Y2I2_BALMU
OG0013627	sp|Q8WV74|NUDT8_HUMAN	tr|A0A8B8Y3U8|A0A8B8Y3U8_BALMU
OG0013628	sp|Q8IY34|S15A3_HUMAN	tr|A0A8B8Y4B7|A0A8B8Y4B7_BALMU
OG0013629	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A8B8Y4T9|A0A8B8Y4T9_BALMU
OG0013630	sp|Q9NUV9|GIMA4_HUMAN	tr|A0A8B8YAG2|A0A8B8YAG2_BALMU
OG0013631	sp|Q8WXI3|ASB10_HUMAN	tr|A0A8B8YDK5|A0A8B8YDK5_BALMU
OG0013632	sp|Q9HCU0|CD248_HUMAN	tr|A0A8B8YF65|A0A8B8YF65_BALMU
OG0013633	sp|A6NM62|LRC53_HUMAN	tr|A0A8B8YFT7|A0A8B8YFT7_BALMU
OG0013634	sp|Q9BYZ8|REG4_HUMAN	tr|A0A8B8YH71|A0A8B8YH71_BALMU
OG0013635	sp|Q9HBM0|VEZA_HUMAN	tr|A0A8B8YHW4|A0A8B8YHW4_BALMU
OG0013636	sp|P31270|HXA11_HUMAN	tr|A0A8B8YKA1|A0A8B8YKA1_BALMU
OG0013637	sp|Q86SJ2|AMGO2_HUMAN	tr|A0A8B8YL64|A0A8B8YL64_BALMU
OG0013638	sp|A6PVC2|TTLL8_HUMAN	tr|A0A8B8YUK9|A0A8B8YUK9_BALMU
OG0013639	sp|Q96FZ5|CKLF7_HUMAN	tr|A0A8B8YUX7|A0A8B8YUX7_BALMU
OG0013640	sp|P06681|CO2_HUMAN	tr|A0A8B8YVN8|A0A8B8YVN8_BALMU
OG0013641	sp|Q99594|TEAD3_HUMAN	tr|A0A8B8YWJ9|A0A8B8YWJ9_BALMU
OG0013642	sp|O43680|TCF21_HUMAN	tr|A0A8B8YYG4|A0A8B8YYG4_BALMU
OG0013643	sp|Q9UJT0|TBE_HUMAN	tr|A0A8B8YYV5|A0A8B8YYV5_BALMU
OG0013644	sp|P10606|COX5B_HUMAN	tr|A0A8B8Z073|A0A8B8Z073_BALMU
OG0013645	sp|P63313|TYB10_HUMAN	tr|A0A8B8Z077|A0A8B8Z077_BALMU
OG0013646	sp|Q7Z4R8|CF120_HUMAN	tr|A0A8B8Z523|A0A8B8Z523_BALMU
OG0013647	sp|Q9NWS8|RMND1_HUMAN	tr|A0A8B8Z574|A0A8B8Z574_BALMU
OG0013648	sp|P18510|IL1RA_HUMAN	tr|A0A8B8ZCJ7|A0A8B8ZCJ7_BALMU
OG0013649	sp|P26022|PTX3_HUMAN	tr|A0A8C0CH06|A0A8C0CH06_BALMU
OG0013650	sp|P57055|DSCR6_HUMAN	tr|A0A8C0CIK6|A0A8C0CIK6_BALMU
OG0013651	sp|Q8N8Q9|NIPA2_HUMAN	tr|A0A8C0CKU0|A0A8C0CKU0_BALMU
OG0013652	sp|Q9Y5P4|CERT_HUMAN	tr|A0A8C0CKZ4|A0A8C0CKZ4_BALMU
OG0013653	sp|Q9UG01|IF172_HUMAN	tr|A0A8C0CZ02|A0A8C0CZ02_BALMU
OG0013654	sp|Q96AZ1|EFMT3_HUMAN	tr|A0A8C0D3Z5|A0A8C0D3Z5_BALMU
OG0013655	sp|P69905|HBA_HUMAN	tr|A0A8C0DNX0|A0A8C0DNX0_BALMU
OG0013656	sp|A0A1B0GUU1|CQ113_HUMAN	tr|A0A8C0DXD7|A0A8C0DXD7_BALMU
OG0013657	sp|Q8IV77|CNGA4_HUMAN	tr|A0A8C0E4M6|A0A8C0E4M6_BALMU
OG0013658	sp|Q5T5P2|SKT_HUMAN	tr|A0A8C0HV80|A0A8C0HV80_BALMU
OG0013659	sp|Q1RMZ1|SAMTR_HUMAN	tr|A0A8C0HXH3|A0A8C0HXH3_BALMU
OG0013660	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A8C0HYT5|A0A8C0HYT5_BALMU
OG0013661	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A8B8V279|A0A8B8V279_BALMU
OG0013662	sp|Q96S15|WDR24_HUMAN	tr|A0A8B8V9S7|A0A8B8V9S7_BALMU
OG0013663	sp|P08575|PTPRC_HUMAN	tr|A0A8B8VAI8|A0A8B8VAI8_BALMU
OG0013664	sp|Q9H773|DCTP1_HUMAN	tr|A0A8B8VDU9|A0A8B8VDU9_BALMU
OG0013665	sp|Q9UJA3|MCM8_HUMAN	tr|A0A8B8VE82|A0A8B8VE82_BALMU
OG0013666	sp|P16455|MGMT_HUMAN	tr|A0A8B8VGM3|A0A8B8VGM3_BALMU
OG0013667	sp|Q9P2G4|MAP10_HUMAN	tr|A0A8B8VLP4|A0A8B8VLP4_BALMU
OG0013668	sp|A8MTB9|CEA18_HUMAN	tr|A0A8B8VU36|A0A8B8VU36_BALMU
OG0013669	sp|Q9UKV5|AMFR_HUMAN	tr|A0A8B8VWG5|A0A8B8VWG5_BALMU
OG0013670	sp|Q9UEE9|CFDP1_HUMAN	tr|A0A8B8VY13|A0A8B8VY13_BALMU
OG0013671	sp|Q9NZL4|HPBP1_HUMAN	tr|A0A8B8VZY4|A0A8B8VZY4_BALMU
OG0013672	sp|Q9H0D2|ZN541_HUMAN	tr|A0A8B8W033|A0A8B8W033_BALMU
OG0013673	sp|Q8WXB4|ZN606_HUMAN	tr|A0A8B8W1F7|A0A8B8W1F7_BALMU
OG0013674	sp|Q8WUF5|IASPP_HUMAN	tr|A0A8B8W1I6|A0A8B8W1I6_BALMU
OG0013675	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A8B8W522|A0A8B8W522_BALMU
OG0013676	sp|Q8WW18|CQ050_HUMAN	tr|A0A8B8W660|A0A8B8W660_BALMU
OG0013677	sp|Q15276|RABE1_HUMAN	tr|A0A8B8W6V7|A0A8B8W6V7_BALMU
OG0013678	sp|Q96CM8|ACSF2_HUMAN	tr|A0A8B8W8F7|A0A8B8W8F7_BALMU
OG0013679	sp|P29377|S100G_HUMAN	tr|A0A8B8WEQ0|A0A8B8WEQ0_BALMU
OG0013680	sp|Q8NET4|RTL9_HUMAN	tr|A0A8B8WFC1|A0A8B8WFC1_BALMU
OG0013681	sp|P51811|XK_HUMAN	tr|A0A8B8WHC4|A0A8B8WHC4_BALMU
OG0013682	sp|P52209|6PGD_HUMAN	tr|A0A8B8WKJ0|A0A8B8WKJ0_BALMU
OG0013683	sp|Q70EL3|UBP50_HUMAN	tr|A0A8B8WQ99|A0A8B8WQ99_BALMU
OG0013684	sp|Q96L33|RHOV_HUMAN	tr|A0A8B8WQB7|A0A8B8WQB7_BALMU
OG0013685	sp|P49356|FNTB_HUMAN	tr|A0A8B8WQV6|A0A8B8WQV6_BALMU
OG0013686	sp|Q86YN6|PRGC2_HUMAN	tr|A0A8B8WYH7|A0A8B8WYH7_BALMU
OG0013687	sp|P17301|ITA2_HUMAN	tr|A0A8B8X125|A0A8B8X125_BALMU
OG0013688	sp|P62857|RS28_HUMAN	tr|A0A8B8X1X7|A0A8B8X1X7_BALMU
OG0013689	sp|P34995|PE2R1_HUMAN	tr|A0A8B8X392|A0A8B8X392_BALMU
OG0013690	sp|Q9BPV8|P2Y13_HUMAN	tr|A0A8B8XB87|A0A8B8XB87_BALMU
OG0013691	sp|Q8WY98|TM234_HUMAN	tr|A0A8B8XEP3|A0A8B8XEP3_BALMU
OG0013692	sp|Q9NRA1|PDGFC_HUMAN	tr|A0A8B8XGU2|A0A8B8XGU2_BALMU
OG0013693	sp|A0A1B0GVH7|IQCM_HUMAN	tr|A0A8B8XHZ9|A0A8B8XHZ9_BALMU
OG0013694	sp|Q96PQ0|SORC2_HUMAN	tr|A0A8B8XJ59|A0A8B8XJ59_BALMU
OG0013695	sp|Q92529|SHC3_HUMAN	tr|A0A8B8XL47|A0A8B8XL47_BALMU
OG0013696	sp|O14753|OVOL1_HUMAN	tr|A0A8B8Y127|A0A8B8Y127_BALMU
OG0013697	sp|O75063|XYLK_HUMAN	tr|A0A8B8Y2P4|A0A8B8Y2P4_BALMU
OG0013698	sp|Q3SYG4|PTHB1_HUMAN	tr|A0A8B8YBX9|A0A8B8YBX9_BALMU
OG0013699	sp|Q6WN34|CRDL2_HUMAN	tr|A0A8B8YC93|A0A8B8YC93_BALMU
OG0013700	sp|Q9HAU0|PKHA5_HUMAN	tr|A0A8B8YGV5|A0A8B8YGV5_BALMU
OG0013701	sp|Q9UL25|RAB21_HUMAN	tr|A0A8B8YH08|A0A8B8YH08_BALMU
OG0013702	sp|Q8WU10|PYRD1_HUMAN	tr|A0A8B8YHL8|A0A8B8YHL8_BALMU
OG0013703	sp|P36543|VATE1_HUMAN	tr|A0A8B8YNA2|A0A8B8YNA2_BALMU
OG0013704	sp|Q9UMR5|PPT2_HUMAN	tr|A0A8B8YR70|A0A8B8YR70_BALMU
OG0013705	sp|P47928|ID4_HUMAN	tr|A0A8B8YTA8|A0A8B8YTA8_BALMU
OG0013706	sp|Q9Y4B4|ARIP4_HUMAN	tr|A0A8B8YWQ2|A0A8B8YWQ2_BALMU
OG0013707	sp|O60739|EIF1B_HUMAN	tr|A0A8B8YXL3|A0A8B8YXL3_BALMU
OG0013708	sp|Q15031|SYLM_HUMAN	tr|A0A8B8YY65|A0A8B8YY65_BALMU
OG0013709	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A8B8Z000|A0A8B8Z000_BALMU
OG0013710	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A8B8Z1B0|A0A8B8Z1B0_BALMU
OG0013711	sp|Q6MZZ7|CAN13_HUMAN	tr|A0A8B8Z684|A0A8B8Z684_BALMU
OG0013712	sp|Q68G74|LHX8_HUMAN	tr|A0A8B8Z7U4|A0A8B8Z7U4_BALMU
OG0013713	sp|Q53RT3|APRV1_HUMAN	tr|A0A8B8ZB21|A0A8B8ZB21_BALMU
OG0013714	sp|P15173|MYOG_HUMAN	tr|A0A8C0C911|A0A8C0C911_BALMU
OG0013715	sp|Q9UBR4|LHX3_HUMAN	tr|A0A8C0CKU3|A0A8C0CKU3_BALMU
OG0013716	sp|P01303|NPY_HUMAN	tr|A0A8C0CT19|A0A8C0CT19_BALMU
OG0013717	sp|O75751|S22A3_HUMAN	tr|A0A8C0D4W1|A0A8C0D4W1_BALMU
OG0013718	sp|P25685|DNJB1_HUMAN	tr|A0A8C0D5Z1|A0A8C0D5Z1_BALMU
OG0013719	sp|Q9UGR2|Z3H7B_HUMAN	tr|A0A8C0D646|A0A8C0D646_BALMU
OG0013720	sp|Q8NCW6|GLT11_HUMAN	tr|A0A8C0D6J3|A0A8C0D6J3_BALMU
OG0013721	sp|O60487|MPZL2_HUMAN	tr|A0A8C0D907|A0A8C0D907_BALMU
OG0013722	sp|P78415|IRX3_HUMAN	tr|A0A8C0DQ29|A0A8C0DQ29_BALMU
OG0013723	sp|Q9ULZ1|APEL_HUMAN	tr|A0A8C0DVF6|A0A8C0DVF6_BALMU
OG0013724	sp|P51608|MECP2_HUMAN	tr|A0A8C0DZU2|A0A8C0DZU2_BALMU
OG0013725	sp|Q99797|MIPEP_HUMAN	tr|A0A8C0E5H6|A0A8C0E5H6_BALMU
OG0013726	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A8C0I4A1|A0A8C0I4A1_BALMU
OG0013727	sp|Q53H64|AK40L_HUMAN	tr|A0A8C0I5F9|A0A8C0I5F9_BALMU
OG0013728	sp|A1YPR0|ZBT7C_HUMAN	tr|A0A8B8V3X7|A0A8B8V3X7_BALMU
OG0013729	sp|O00233|PSMD9_HUMAN	tr|A0A8B8V4A8|A0A8B8V4A8_BALMU
OG0013730	sp|Q5SNV9|CA167_HUMAN	tr|A0A8B8V6L3|A0A8B8V6L3_BALMU
OG0013731	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A8B8V7Z3|A0A8B8V7Z3_BALMU
OG0013732	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A8B8VE05|A0A8B8VE05_BALMU
OG0013733	sp|Q86YV9|HPS6_HUMAN	tr|A0A8B8VM31|A0A8B8VM31_BALMU
OG0013734	sp|P05165|PCCA_HUMAN	tr|A0A8B8VR98|A0A8B8VR98_BALMU
OG0013735	sp|Q8WTQ4|CP078_HUMAN	tr|A0A8B8VT10|A0A8B8VT10_BALMU
OG0013736	sp|O94777|DPM2_HUMAN	tr|A0A8B8VVI1|A0A8B8VVI1_BALMU
OG0013737	sp|Q96C55|ZN524_HUMAN	tr|A0A8B8VY50|A0A8B8VY50_BALMU
OG0013738	sp|Q15572|TAF1C_HUMAN	tr|A0A8B8VYE3|A0A8B8VYE3_BALMU
OG0013739	sp|Q9H7P9|PKHG2_HUMAN	tr|A0A8B8VZ91|A0A8B8VZ91_BALMU
OG0013740	sp|Q9Y584|TIM22_HUMAN	tr|A0A8B8W4U1|A0A8B8W4U1_BALMU
OG0013741	sp|P49748|ACADV_HUMAN	tr|A0A8B8W5Z2|A0A8B8W5Z2_BALMU
OG0013742	sp|Q6NYC1|JMJD6_HUMAN	tr|A0A8B8W948|A0A8B8W948_BALMU
OG0013743	sp|Q6ZWL3|CP4V2_HUMAN	tr|A0A8B8WCH2|A0A8B8WCH2_BALMU
OG0013744	sp|Q8NG92|O13H1_HUMAN	tr|A0A8B8WDJ5|A0A8B8WDJ5_BALMU
OG0013745	sp|Q8N5C8|TAB3_HUMAN	tr|A0A8B8WDZ0|A0A8B8WDZ0_BALMU
OG0013746	sp|Q9C0H6|KLHL4_HUMAN	tr|A0A8B8WHP1|A0A8B8WHP1_BALMU
OG0013747	sp|Q7L311|ARMX2_HUMAN	tr|A0A8B8WKX9|A0A8B8WKX9_BALMU
OG0013748	sp|A0A0U1RR37|CA232_HUMAN	tr|A0A8B8WRN1|A0A8B8WRN1_BALMU
OG0013749	sp|P28074|PSB5_HUMAN	tr|A0A8B8WSS5|A0A8B8WSS5_BALMU
OG0013750	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A8B8WU52|A0A8B8WU52_BALMU
OG0013751	sp|Q9NVM6|DJC17_HUMAN	tr|A0A8B8WV21|A0A8B8WV21_BALMU
OG0013752	sp|P05113|IL5_HUMAN	tr|A0A8B8WXZ2|A0A8B8WXZ2_BALMU
OG0013753	sp|P11171|EPB41_HUMAN	tr|A0A8B8WZ23|A0A8B8WZ23_BALMU
OG0013754	sp|Q6ZNK6|TIFAB_HUMAN	tr|A0A8B8WZL2|A0A8B8WZL2_BALMU
OG0013755	sp|Q9Y6B2|EID1_HUMAN	tr|A0A8B8X162|A0A8B8X162_BALMU
OG0013756	sp|Q92187|SIA8D_HUMAN	tr|A0A8B8X3U5|A0A8B8X3U5_BALMU
OG0013757	sp|P19021|AMD_HUMAN	tr|A0A8B8X5S2|A0A8B8X5S2_BALMU
OG0013758	sp|P43251|BTD_HUMAN	tr|A0A8B8X7E7|A0A8B8X7E7_BALMU
OG0013759	sp|P40200|TACT_HUMAN	tr|A0A8B8X7F9|A0A8B8X7F9_BALMU
OG0013760	sp|Q69YL0|NCAS2_HUMAN	tr|A0A8B8X8A5|A0A8B8X8A5_BALMU
OG0013761	sp|O60902|SHOX2_HUMAN	tr|A0A8B8X9M6|A0A8B8X9M6_BALMU
OG0013762	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A8B8XA31|A0A8B8XA31_BALMU
OG0013763	sp|P55347|PKNX1_HUMAN	tr|A0A8B8XA44|A0A8B8XA44_BALMU
OG0013764	sp|P78508|KCJ10_HUMAN	tr|A0A8B8XFL7|A0A8B8XFL7_BALMU
OG0013765	sp|P61221|ABCE1_HUMAN	tr|A0A8B8XGV1|A0A8B8XGV1_BALMU
OG0013766	sp|Q6V702|CF299_HUMAN	tr|A0A8B8XH91|A0A8B8XH91_BALMU
OG0013767	sp|Q9NXF7|DCA16_HUMAN	tr|A0A8B8XK13|A0A8B8XK13_BALMU
OG0013768	sp|Q9Y672|ALG6_HUMAN	tr|A0A8B8XQT3|A0A8B8XQT3_BALMU
OG0013769	sp|P09172|DOPO_HUMAN	tr|A0A8B8XWR9|A0A8B8XWR9_BALMU
OG0013770	sp|Q9NP80|PLPL8_HUMAN	tr|A0A8B8Y997|A0A8B8Y997_BALMU
OG0013771	sp|O60237|MYPT2_HUMAN	tr|A0A8B8YCS5|A0A8B8YCS5_BALMU
OG0013772	sp|Q00987|MDM2_HUMAN	tr|A0A8B8YFI9|A0A8B8YFI9_BALMU
OG0013773	sp|Q9GZX7|AICDA_HUMAN	tr|A0A8B8YH82|A0A8B8YH82_BALMU
OG0013774	sp|Q9UPQ9|TNR6B_HUMAN	tr|A0A8B8YHW0|A0A8B8YHW0_BALMU
