Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0012474	sp|P04118|COL_HUMAN	tr|A0A8J6GKN6|A0A8J6GKN6_MICOH
OG0012475	sp|P04637|P53_HUMAN	tr|A0A172Q425|A0A172Q425_MICOH
OG0012476	sp|P15954|COX7C_HUMAN	tr|A0A8J6GKW9|A0A8J6GKW9_MICOH
OG0012477	sp|P27540|ARNT_HUMAN	tr|A0A8J6GHT1|A0A8J6GHT1_MICOH
OG0012478	sp|P31937|3HIDH_HUMAN	tr|A0A8J6GFD8|A0A8J6GFD8_MICOH
OG0012479	sp|P56589|PEX3_HUMAN	tr|A0A8J6GW38|A0A8J6GW38_MICOH
OG0012480	sp|P62081|RS7_HUMAN	tr|A0A8J6GJY7|A0A8J6GJY7_MICOH
OG0012481	sp|Q01415|GALK2_HUMAN	tr|A0A8J6KUJ3|A0A8J6KUJ3_MICOH
OG0012482	sp|Q02338|BDH_HUMAN	tr|A0A8J6G1T0|A0A8J6G1T0_MICOH
OG0012483	sp|Q08211|DHX9_HUMAN	tr|A0A8J6G355|A0A8J6G355_MICOH
OG0012484	sp|Q13228|SBP1_HUMAN	tr|A0A8J6L189|A0A8J6L189_MICOH
OG0012485	sp|Q13610|PWP1_HUMAN	tr|A0A8J6G8E0|A0A8J6G8E0_MICOH
OG0012486	sp|Q13868|EXOS2_HUMAN	tr|A0A8J6G6D8|A0A8J6G6D8_MICOH
OG0012487	sp|Q14714|SSPN_HUMAN	tr|A0A8J6KZJ5|A0A8J6KZJ5_MICOH
OG0012488	sp|Q30201|HFE_HUMAN	tr|A0A8J6KXG3|A0A8J6KXG3_MICOH
OG0012489	sp|Q5CZC0|FSIP2_HUMAN	tr|A0A8J6KRR8|A0A8J6KRR8_MICOH
OG0012490	sp|Q5R3I4|TTC38_HUMAN	tr|A0A8J6GMH2|A0A8J6GMH2_MICOH
OG0012491	sp|Q5T2D2|TRML2_HUMAN	tr|A0A8J6GXX4|A0A8J6GXX4_MICOH
OG0012492	sp|Q6AI12|ANR40_HUMAN	tr|A0A8J6FZZ1|A0A8J6FZZ1_MICOH
OG0012493	sp|Q6IQ23|PKHA7_HUMAN	tr|A0A8J6KU14|A0A8J6KU14_MICOH
OG0012494	sp|Q6PKC3|TXD11_HUMAN	tr|A0A8J6G5T5|A0A8J6G5T5_MICOH
OG0012495	sp|Q6WN34|CRDL2_HUMAN	tr|A0A8J6FW07|A0A8J6FW07_MICOH
OG0012496	sp|Q6ZN17|LN28B_HUMAN	tr|A0A8J6FWD0|A0A8J6FWD0_MICOH
OG0012497	sp|Q7RTV0|PHF5A_HUMAN	tr|A0A8J6GGI9|A0A8J6GGI9_MICOH
OG0012498	sp|Q86VI4|LAP4B_HUMAN	tr|A0A8J6L3X3|A0A8J6L3X3_MICOH
OG0012499	sp|Q8N350|CBARP_HUMAN	tr|A0A8J6KUX4|A0A8J6KUX4_MICOH
OG0012500	sp|Q8N5V2|NGEF_HUMAN	tr|A0A8J6GDF7|A0A8J6GDF7_MICOH
OG0012501	sp|Q8NAP3|ZBT38_HUMAN	tr|A0A8J6GYR3|A0A8J6GYR3_MICOH
OG0012502	sp|Q8NEL9|DDHD1_HUMAN	tr|A0A8J6GMI3|A0A8J6GMI3_MICOH
OG0012503	sp|Q8NET5|NFAM1_HUMAN	tr|A0A8J6G5H6|A0A8J6G5H6_MICOH
OG0012504	sp|Q92772|CDKL2_HUMAN	tr|A0A8J6G995|A0A8J6G995_MICOH
OG0012505	sp|Q969V5|MUL1_HUMAN	tr|A0A8J6FZF9|A0A8J6FZF9_MICOH
OG0012506	sp|Q96JQ0|PCD16_HUMAN	tr|A0A8J6G9F4|A0A8J6G9F4_MICOH
OG0012507	sp|Q96LW7|CAR19_HUMAN	tr|A0A8J6L1P9|A0A8J6L1P9_MICOH
OG0012508	sp|Q96NB2|SFXN2_HUMAN	tr|A0A8J6G3K8|A0A8J6G3K8_MICOH
OG0012509	sp|Q96RK1|CITE4_HUMAN	tr|A0A8J6FZK4|A0A8J6FZK4_MICOH
OG0012510	sp|Q99501|GA2L1_HUMAN	tr|A0A8J6KZ42|A0A8J6KZ42_MICOH
OG0012511	sp|Q9BXC0|HCAR1_HUMAN	tr|A0A8J6KL43|A0A8J6KL43_MICOH
OG0012512	sp|Q9GZZ0|HXD1_HUMAN	tr|A0A8J6FXP6|A0A8J6FXP6_MICOH
OG0012513	sp|Q9H175|CSRN2_HUMAN	tr|A0A8J6KT24|A0A8J6KT24_MICOH
OG0012514	sp|Q9H3G5|CPVL_HUMAN	tr|A0A8J6GEW4|A0A8J6GEW4_MICOH
OG0012515	sp|Q9HD47|MOG1_HUMAN	tr|A0A8J6GZY7|A0A8J6GZY7_MICOH
OG0012516	sp|Q9NQ33|ASCL3_HUMAN	tr|A0A8J6GV49|A0A8J6GV49_MICOH
OG0012517	sp|Q9P1A6|DLGP2_HUMAN	tr|A0A8J6G8Z5|A0A8J6G8Z5_MICOH
OG0012518	sp|Q9UQ03|COR2B_HUMAN	tr|A0A8J6G624|A0A8J6G624_MICOH
OG0012519	sp|Q9UQB8|BAIP2_HUMAN	tr|A0A8J6GVW6|A0A8J6GVW6_MICOH
OG0012520	sp|Q9Y235|ABEC2_HUMAN	tr|A0A8J6GU58|A0A8J6GU58_MICOH
OG0012521	sp|Q9Y2H5|PKHA6_HUMAN	tr|A0A8J6GZF7|A0A8J6GZF7_MICOH
OG0012522	sp|Q9Y6K9|NEMO_HUMAN	tr|A0A8J6G9G1|A0A8J6G9G1_MICOH
OG0012523	sp|O14734|ACOT8_HUMAN	tr|A0A8J6GHV7|A0A8J6GHV7_MICOH
OG0012524	sp|O95870|ABHGA_HUMAN	tr|A0A8J6KWN5|A0A8J6KWN5_MICOH
OG0012525	sp|O95989|NUDT3_HUMAN	tr|A0A8J6GJM0|A0A8J6GJM0_MICOH
OG0012526	sp|P09234|RU1C_HUMAN	tr|A0A8J6GZK8|A0A8J6GZK8_MICOH
OG0012527	sp|P09564|CD7_HUMAN	tr|A0A8J6GVX6|A0A8J6GVX6_MICOH
OG0012528	sp|P30203|CD6_HUMAN	tr|A0A8J6KVC8|A0A8J6KVC8_MICOH
OG0012529	sp|P48552|NRIP1_HUMAN	tr|A0A8J6GDM5|A0A8J6GDM5_MICOH
OG0012530	sp|P49908|SEPP1_HUMAN	tr|A0A8J6H0T4|A0A8J6H0T4_MICOH
OG0012531	sp|P51826|AFF3_HUMAN	tr|A0A8J6KLG5|A0A8J6KLG5_MICOH
OG0012532	sp|P53539|FOSB_HUMAN	tr|A0A8J6GC52|A0A8J6GC52_MICOH
OG0012533	sp|P84074|HPCA_HUMAN	tr|A0A8J6G4H7|A0A8J6G4H7_MICOH
OG0012534	sp|Q12770|SCAP_HUMAN	tr|A0A8J6GFQ0|A0A8J6GFQ0_MICOH
OG0012535	sp|Q15067|ACOX1_HUMAN	tr|A0A8J6L3E8|A0A8J6L3E8_MICOH
OG0012536	sp|Q15465|SHH_HUMAN	tr|A0A8J6KTH7|A0A8J6KTH7_MICOH
OG0012537	sp|Q15569|TESK1_HUMAN	tr|A0A8J6G0M4|A0A8J6G0M4_MICOH
OG0012538	sp|Q2NKJ3|CTC1_HUMAN	tr|A0A8J6GJE7|A0A8J6GJE7_MICOH
OG0012539	sp|Q53EL6|PDCD4_HUMAN	tr|A0A8J6G644|A0A8J6G644_MICOH
OG0012540	sp|Q5JXC2|MIIP_HUMAN	tr|A0A8J6FZC0|A0A8J6FZC0_MICOH
OG0012541	sp|Q5T4B2|GT253_HUMAN	tr|A0A8J6KNP9|A0A8J6KNP9_MICOH
OG0012542	sp|Q6P5R6|RL22L_HUMAN	tr|A0A8J6GIW2|A0A8J6GIW2_MICOH
OG0012543	sp|Q7RTS5|OTOP3_HUMAN	tr|A0A8J6GY42|A0A8J6GY42_MICOH
OG0012544	sp|Q86V86|PIM3_HUMAN	tr|A0A8J6H1T9|A0A8J6H1T9_MICOH
OG0012545	sp|Q86WS4|CL040_HUMAN	tr|A0A8J6FY35|A0A8J6FY35_MICOH
OG0012546	sp|Q8IW35|CEP97_HUMAN	tr|A0A8J6GAG6|A0A8J6GAG6_MICOH
OG0012547	sp|Q8IYB4|PEX5R_HUMAN	tr|A0A8J6GWJ3|A0A8J6GWJ3_MICOH
OG0012548	sp|Q8IYF3|TEX11_HUMAN	tr|A0A8J6H2K7|A0A8J6H2K7_MICOH
OG0012549	sp|Q8N257|H2B3B_HUMAN	tr|A0A8J6G998|A0A8J6G998_MICOH
OG0012550	sp|Q8TDH9|BL1S5_HUMAN	tr|A0A8J6GNY4|A0A8J6GNY4_MICOH
OG0012551	sp|Q8WU79|SMAP2_HUMAN	tr|A0A8J6KL15|A0A8J6KL15_MICOH
OG0012552	sp|Q8WWM7|ATX2L_HUMAN	tr|A0A8J6KVI7|A0A8J6KVI7_MICOH
OG0012553	sp|Q8WYK0|ACO12_HUMAN	tr|A0A8J6KMW7|A0A8J6KMW7_MICOH
OG0012554	sp|Q92988|DLX4_HUMAN	tr|A0A8J6KK78|A0A8J6KK78_MICOH
OG0012555	sp|Q969L4|LSM10_HUMAN	tr|A0A8J6KLR4|A0A8J6KLR4_MICOH
OG0012556	sp|Q969X2|SIA7F_HUMAN	tr|A0A8J6G7M2|A0A8J6G7M2_MICOH
OG0012557	sp|Q96CS3|FAF2_HUMAN	tr|A0A8J6KUZ1|A0A8J6KUZ1_MICOH
OG0012558	sp|Q96S06|LMF1_HUMAN	tr|A0A8J6L2X4|A0A8J6L2X4_MICOH
OG0012559	sp|Q96T23|RSF1_HUMAN	tr|A0A8J6FVQ4|A0A8J6FVQ4_MICOH
OG0012560	sp|Q9BRK3|MXRA8_HUMAN	tr|A0A8J6GQT1|A0A8J6GQT1_MICOH
OG0012561	sp|Q9BUJ0|ABHEA_HUMAN	tr|A0A8J6G2Z3|A0A8J6G2Z3_MICOH
OG0012562	sp|Q9C0D7|ZC12C_HUMAN	tr|A0A8J6FX00|A0A8J6FX00_MICOH
OG0012563	sp|Q9H0W9|CK054_HUMAN	tr|A0A8J6KZM4|A0A8J6KZM4_MICOH
OG0012564	sp|Q9H1A3|METL9_HUMAN	tr|A0A8J6G4Q5|A0A8J6G4Q5_MICOH
OG0012565	sp|Q9H3Z7|ABHGB_HUMAN	tr|A0A8J6L0A7|A0A8J6L0A7_MICOH
OG0012566	sp|Q9NRH2|SNRK_HUMAN	tr|A0A8J6GFH2|A0A8J6GFH2_MICOH
OG0012567	sp|Q9NS28|RGS18_HUMAN	tr|A0A8J6GVT1|A0A8J6GVT1_MICOH
OG0012568	sp|Q9NYV4|CDK12_HUMAN	tr|A0A8J6KKZ3|A0A8J6KKZ3_MICOH
OG0012569	sp|Q9P1W9|PIM2_HUMAN	tr|A0A8J6L0X6|A0A8J6L0X6_MICOH
OG0012570	sp|Q9P2T0|THEG_HUMAN	tr|A0A8J6GII5|A0A8J6GII5_MICOH
OG0012571	sp|Q9UBM7|DHCR7_HUMAN	tr|A0A8J6GCT3|A0A8J6GCT3_MICOH
OG0012572	sp|Q9UJT1|TBD_HUMAN	tr|A0A8J6G4F0|A0A8J6G4F0_MICOH
OG0012573	sp|Q9UN42|AT1B4_HUMAN	tr|A0A8J6GUW2|A0A8J6GUW2_MICOH
OG0012574	sp|Q9Y5J9|TIM8B_HUMAN	tr|A0A8J6FWY2|A0A8J6FWY2_MICOH
OG0012575	sp|Q9Y5Q6|INSL5_HUMAN	tr|A0A8J6L2M0|A0A8J6L2M0_MICOH
OG0012576	sp|A6NHT5|HMX3_HUMAN	tr|A0A8J6G907|A0A8J6G907_MICOH
OG0012577	sp|O14980|XPO1_HUMAN	tr|A0A8J6H2Y4|A0A8J6H2Y4_MICOH
OG0012578	sp|O60279|SUSD5_HUMAN	tr|A0A8J6GYU1|A0A8J6GYU1_MICOH
OG0012579	sp|O75324|SNN_HUMAN	tr|A0A8J6G7Y5|A0A8J6G7Y5_MICOH
OG0012580	sp|O75995|SASH3_HUMAN	tr|A0A8J6KU77|A0A8J6KU77_MICOH
OG0012581	sp|O95336|6PGL_HUMAN	tr|A0A8J6GDN3|A0A8J6GDN3_MICOH
OG0012582	sp|O95484|CLD9_HUMAN	tr|A0A8J6H122|A0A8J6H122_MICOH
OG0012583	sp|P07451|CAH3_HUMAN	tr|A0A8J6GQK4|A0A8J6GQK4_MICOH
OG0012584	sp|P12821|ACE_HUMAN	tr|A0A8J6L225|A0A8J6L225_MICOH
OG0012585	sp|P15586|GNS_HUMAN	tr|A0A8J6G5X5|A0A8J6G5X5_MICOH
OG0012586	sp|P21452|NK2R_HUMAN	tr|A0A8J6G007|A0A8J6G007_MICOH
OG0012587	sp|P27918|PROP_HUMAN	tr|A0A8J6GFA0|A0A8J6GFA0_MICOH
OG0012588	sp|P28908|TNR8_HUMAN	tr|A0A8J6KM38|A0A8J6KM38_MICOH
OG0012589	sp|P30048|PRDX3_HUMAN	tr|A0A8J6G2V2|A0A8J6G2V2_MICOH
OG0012590	sp|P42575|CASP2_HUMAN	tr|A0A8J6GDM8|A0A8J6GDM8_MICOH
OG0012591	sp|P49441|INPP_HUMAN	tr|A0A8J6GIT8|A0A8J6GIT8_MICOH
OG0012592	sp|P49917|DNLI4_HUMAN	tr|A0A8J6KIE3|A0A8J6KIE3_MICOH
OG0012593	sp|P57796|CABP4_HUMAN	tr|A0A8J6GAE4|A0A8J6GAE4_MICOH
OG0012594	sp|Q00604|NDP_HUMAN	tr|A0A8J6KRW8|A0A8J6KRW8_MICOH
OG0012595	sp|Q03989|ARI5A_HUMAN	tr|A0A8J6KNB9|A0A8J6KNB9_MICOH
OG0012596	sp|Q13438|OS9_HUMAN	tr|A0A8J6L9R6|A0A8J6L9R6_MICOH
OG0012597	sp|Q15329|E2F5_HUMAN	tr|A0A8J6L0C9|A0A8J6L0C9_MICOH
OG0012598	sp|Q16851|UGPA_HUMAN	tr|A0A8J6L079|A0A8J6L079_MICOH
OG0012599	sp|Q2KHM9|MOONR_HUMAN	tr|A0A8J6GIP6|A0A8J6GIP6_MICOH
OG0012600	sp|Q3MIW9|MUCL3_HUMAN	tr|A0A8J6G7Y9|A0A8J6G7Y9_MICOH
OG0012601	sp|Q53RD9|FBLN7_HUMAN	tr|A0A8J6GIM5|A0A8J6GIM5_MICOH
OG0012602	sp|Q5TH74|STPG1_HUMAN	tr|A0A8J6KMN5|A0A8J6KMN5_MICOH
OG0012603	sp|Q6NT89|TRNP1_HUMAN	tr|A0A8J6KLQ6|A0A8J6KLQ6_MICOH
OG0012604	sp|Q6PJG9|LRFN4_HUMAN	tr|A0A8J6GCL0|A0A8J6GCL0_MICOH
OG0012605	sp|Q6ZW61|BBS12_HUMAN	tr|A0A8J6GA34|A0A8J6GA34_MICOH
OG0012606	sp|Q7Z4H7|HAUS6_HUMAN	tr|A0A8J6GLG4|A0A8J6GLG4_MICOH
OG0012608	sp|Q8N135|LGI4_HUMAN	tr|A0A8J6GED2|A0A8J6GED2_MICOH
OG0012609	sp|Q8N344|MIER2_HUMAN	tr|A0A8J6KX70|A0A8J6KX70_MICOH
OG0012610	sp|Q8N3J5|PPM1K_HUMAN	tr|A0A8J6GF85|A0A8J6GF85_MICOH
OG0012611	sp|Q8N5C1|CAHM5_HUMAN	tr|A0A8J6GDB7|A0A8J6GDB7_MICOH
OG0012612	sp|Q8N6D2|RN182_HUMAN	tr|A0A8J6GMA5|A0A8J6GMA5_MICOH
OG0012613	sp|Q8NFU3|TSTD1_HUMAN	tr|A0A8J6G1U7|A0A8J6G1U7_MICOH
OG0012614	sp|Q8NHX9|TPC2_HUMAN	tr|A0A8J6GBJ6|A0A8J6GBJ6_MICOH
OG0012615	sp|Q8WUA8|TSK_HUMAN	tr|A0A8J6KJZ8|A0A8J6KJZ8_MICOH
OG0012616	sp|Q96AY4|TTC28_HUMAN	tr|A0A8J6KS67|A0A8J6KS67_MICOH
OG0012617	sp|Q9BST9|RTKN_HUMAN	tr|A0A8J6GRI7|A0A8J6GRI7_MICOH
OG0012618	sp|Q9BVK2|ALG8_HUMAN	tr|A0A8J6FWM7|A0A8J6FWM7_MICOH
OG0012619	sp|Q9C0A1|ZFHX2_HUMAN	tr|A0A8J6GE13|A0A8J6GE13_MICOH
OG0012620	sp|Q9H992|MARH7_HUMAN	tr|A0A8J6KYZ2|A0A8J6KYZ2_MICOH
OG0012621	sp|Q9NVI1|FANCI_HUMAN	tr|A0A8J6KME7|A0A8J6KME7_MICOH
OG0012622	sp|Q9NWV4|CZIB_HUMAN	tr|A0A8J6GUE2|A0A8J6GUE2_MICOH
OG0012623	sp|Q9NX52|RHBL2_HUMAN	tr|A0A8J6KMH6|A0A8J6KMH6_MICOH
OG0012624	sp|Q9NYG8|KCNK4_HUMAN	tr|A0A8J6G7Y0|A0A8J6G7Y0_MICOH
OG0012625	sp|Q9UBB5|MBD2_HUMAN	tr|A0A8J6GJZ5|A0A8J6GJZ5_MICOH
OG0012626	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A8J6GSM8|A0A8J6GSM8_MICOH
OG0012627	sp|Q9UKN7|MYO15_HUMAN	tr|A0A8J6G8R0|A0A8J6G8R0_MICOH
OG0012628	sp|Q9UKT8|FBXW2_HUMAN	tr|A0A8J6GV38|A0A8J6GV38_MICOH
OG0012629	sp|Q9Y4F9|RIPR2_HUMAN	tr|A0A8J6KP03|A0A8J6KP03_MICOH
OG0012630	sp|A0A2R8YCJ5|SIM41_HUMAN	tr|A0A8J6L1R1|A0A8J6L1R1_MICOH
OG0012631	sp|O15350|P73_HUMAN	tr|A0A8J6L007|A0A8J6L007_MICOH
OG0012632	sp|O43173|SIA8C_HUMAN	tr|A0A8J6L335|A0A8J6L335_MICOH
OG0012633	sp|O60784|TOM1_HUMAN	tr|A0A8J6GJ21|A0A8J6GJ21_MICOH
OG0012634	sp|O95057|DIRA1_HUMAN	tr|A0A8J6GPQ0|A0A8J6GPQ0_MICOH
OG0012635	sp|P15169|CBPN_HUMAN	tr|A0A8J6G6D4|A0A8J6G6D4_MICOH
OG0012636	sp|P19835|CEL_HUMAN	tr|A0A8J6G3R2|A0A8J6G3R2_MICOH
OG0012637	sp|P60153|RNAS9_HUMAN	tr|A0A8J6L5H1|A0A8J6L5H1_MICOH
OG0012638	sp|P61916|NPC2_HUMAN	tr|A0A8J6L501|A0A8J6L501_MICOH
OG0012639	sp|Q0VF96|CGNL1_HUMAN	tr|A0A8J6GKH7|A0A8J6GKH7_MICOH
OG0012640	sp|Q13427|PPIG_HUMAN	tr|A0A8J6FXG0|A0A8J6FXG0_MICOH
OG0012641	sp|Q13609|DNSL3_HUMAN	tr|A0A8J6FY57|A0A8J6FY57_MICOH
OG0012642	sp|Q14247|SRC8_HUMAN	tr|A0A8J6KSV4|A0A8J6KSV4_MICOH
OG0012643	sp|Q15038|DAZP2_HUMAN	tr|A0A8J6KUF3|A0A8J6KUF3_MICOH
OG0012644	sp|Q4AE62|GTDC1_HUMAN	tr|A0A8J6FXD0|A0A8J6FXD0_MICOH
OG0012645	sp|Q5H8C1|FREM1_HUMAN	tr|A0A8J6GZ92|A0A8J6GZ92_MICOH
OG0012646	sp|Q5T870|PRR9_HUMAN	tr|A0A8J6GK35|A0A8J6GK35_MICOH
OG0012647	sp|Q6VVX0|CP2R1_HUMAN	tr|A0A8J6G225|A0A8J6G225_MICOH
OG0012648	sp|Q7Z7C7|STRA8_HUMAN	tr|A0A8J6GI31|A0A8J6GI31_MICOH
OG0012649	sp|Q86TN4|TRPT1_HUMAN	tr|A0A8J6KYM9|A0A8J6KYM9_MICOH
OG0012650	sp|Q86X19|TMM17_HUMAN	tr|A0A8J6LAT2|A0A8J6LAT2_MICOH
OG0012651	sp|Q8IYS4|DAAF8_HUMAN	tr|A0A8J6GYQ9|A0A8J6GYQ9_MICOH
OG0012652	sp|Q8N3C0|ASCC3_HUMAN	tr|A0A8J6G069|A0A8J6G069_MICOH
OG0012653	sp|Q8N8Q9|NIPA2_HUMAN	tr|A0A8J6G0W8|A0A8J6G0W8_MICOH
OG0012654	sp|Q8NFX7|STXB6_HUMAN	tr|A0A8J6KYN0|A0A8J6KYN0_MICOH
OG0012655	sp|Q8TCG5|CPT1C_HUMAN	tr|A0A8J6KNU1|A0A8J6KNU1_MICOH
OG0012656	sp|Q8WXK3|ASB13_HUMAN	tr|A0A8J6GVX5|A0A8J6GVX5_MICOH
OG0012657	sp|Q96PP4|TSG13_HUMAN	tr|A0A8J6GG80|A0A8J6GG80_MICOH
OG0012658	sp|Q99741|CDC6_HUMAN	tr|A0A8J6KK94|A0A8J6KK94_MICOH
OG0012659	sp|Q9BSN7|TM204_HUMAN	tr|A0A8J6L541|A0A8J6L541_MICOH
OG0012660	sp|Q9H672|ASB7_HUMAN	tr|A0A8J6FXU6|A0A8J6FXU6_MICOH
OG0012661	sp|Q9NQ94|A1CF_HUMAN	tr|A0A8J6H275|A0A8J6H275_MICOH
OG0012662	sp|Q9NR00|TCIM_HUMAN	tr|A0A8J6KR07|A0A8J6KR07_MICOH
OG0012663	sp|Q9NXC2|GFOD1_HUMAN	tr|A0A8J6GN79|A0A8J6GN79_MICOH
OG0012664	sp|Q9P209|CEP72_HUMAN	tr|A0A8J6H4G2|A0A8J6H4G2_MICOH
OG0012665	sp|Q9P260|RELCH_HUMAN	tr|A0A8J6H2G1|A0A8J6H2G1_MICOH
OG0012666	sp|Q9P2H0|CE126_HUMAN	tr|A0A8J6KQK2|A0A8J6KQK2_MICOH
OG0012667	sp|Q9UBH0|I36RA_HUMAN	tr|A0A8J6H182|A0A8J6H182_MICOH
OG0012668	sp|Q9UHL4|DPP2_HUMAN	tr|A0A8J6KRE1|A0A8J6KRE1_MICOH
OG0012669	sp|Q9Y3E5|PTH2_HUMAN	tr|A0A8J6G5S8|A0A8J6G5S8_MICOH
OG0012670	sp|Q9Y5J6|T10B_HUMAN	tr|A0A8J6KQT6|A0A8J6KQT6_MICOH
OG0012671	sp|A6H8Z2|F221B_HUMAN	tr|A0A8J6G3U3|A0A8J6G3U3_MICOH
OG0012672	sp|A8MU46|SMTL1_HUMAN	tr|A0A8J6GE11|A0A8J6GE11_MICOH
OG0012673	sp|A8MYV0|DCD2C_HUMAN	tr|A0A8J6KWP2|A0A8J6KWP2_MICOH
OG0012674	sp|O15015|ZN646_HUMAN	tr|A0A8J6KZE0|A0A8J6KZE0_MICOH
OG0012675	sp|O60645|EXOC3_HUMAN	tr|A0A8J6L3J8|A0A8J6L3J8_MICOH
OG0012676	sp|O95164|UBL3_HUMAN	tr|A0A8J6G6X0|A0A8J6G6X0_MICOH
OG0012677	sp|P12271|RLBP1_HUMAN	tr|A0A8J6G7R9|A0A8J6G7R9_MICOH
OG0012678	sp|P28069|PIT1_HUMAN	tr|A0A8J6FVW8|A0A8J6FVW8_MICOH
OG0012679	sp|P28328|PEX2_HUMAN	tr|A0A8J6G6K8|A0A8J6G6K8_MICOH
OG0012680	sp|P46782|RS5_HUMAN	tr|A0A8J6KM32|A0A8J6KM32_MICOH
OG0012681	sp|P47211|GALR1_HUMAN	tr|A0A8J6FX95|A0A8J6FX95_MICOH
OG0012682	sp|P57105|SYJ2B_HUMAN	tr|A0A8J6LAI6|A0A8J6LAI6_MICOH
OG0012683	sp|Q04900|MUC24_HUMAN	tr|A0A8J6GCN2|A0A8J6GCN2_MICOH
OG0012684	sp|Q10570|CPSF1_HUMAN	tr|A0A8J6GZL6|A0A8J6GZL6_MICOH
OG0012685	sp|Q3ZCQ8|TIM50_HUMAN	tr|A0A8J6GKV3|A0A8J6GKV3_MICOH
OG0012686	sp|Q5QJE6|TDIF2_HUMAN	tr|A0A8J6FY80|A0A8J6FY80_MICOH
OG0012687	sp|Q5VT66|MARC1_HUMAN	tr|A0A8J6KXW3|A0A8J6KXW3_MICOH
OG0012688	sp|Q6P2P2|ANM9_HUMAN	tr|A0A8J6GVE1|A0A8J6GVE1_MICOH
OG0012689	sp|Q6PK04|CC137_HUMAN	tr|A0A8J6GY10|A0A8J6GY10_MICOH
OG0012690	sp|Q6ZN84|CCD81_HUMAN	tr|A0A8J6KIL5|A0A8J6KIL5_MICOH
OG0012691	sp|Q7Z388|D19L4_HUMAN	tr|A0A8J6L7R2|A0A8J6L7R2_MICOH
OG0012692	sp|Q7Z5B4|RIC3_HUMAN	tr|A0A8J6L5D2|A0A8J6L5D2_MICOH
OG0012693	sp|Q86V42|F124A_HUMAN	tr|A0A8J6KVV1|A0A8J6KVV1_MICOH
OG0012694	sp|Q86WS5|TMPSC_HUMAN	tr|A0A8J6GCI4|A0A8J6GCI4_MICOH
OG0012695	sp|Q86Y01|DTX1_HUMAN	tr|A0A8J6G273|A0A8J6G273_MICOH
OG0012696	sp|Q8IYE0|CC146_HUMAN	tr|A0A8J6GHL2|A0A8J6GHL2_MICOH
OG0012697	sp|Q8N0V4|LGI2_HUMAN	tr|A0A8J6GGY0|A0A8J6GGY0_MICOH
OG0012698	sp|Q8N413|S2545_HUMAN	tr|A0A8J6KRK4|A0A8J6KRK4_MICOH
OG0012699	sp|Q8N6Q8|MET25_HUMAN	tr|A0A8J6KYV6|A0A8J6KYV6_MICOH
OG0012700	sp|Q8ND71|GIMA8_HUMAN	tr|A0A8J6H0M8|A0A8J6H0M8_MICOH
OG0012701	sp|Q8WWX9|SELM_HUMAN	tr|A0A8J6KZ34|A0A8J6KZ34_MICOH
OG0012702	sp|Q96A05|VATE2_HUMAN	tr|A0A8J6GQI9|A0A8J6GQI9_MICOH
OG0012703	sp|Q96GR2|ACBG1_HUMAN	tr|A0A8J6FXD2|A0A8J6FXD2_MICOH
OG0012704	sp|Q96JG9|ZN469_HUMAN	tr|A0A8J6FVB1|A0A8J6FVB1_MICOH
OG0012705	sp|Q96LT6|CA074_HUMAN	tr|A0A8J6GC65|A0A8J6GC65_MICOH
OG0012706	sp|Q96NK8|NDF6_HUMAN	tr|A0A8J6GGE9|A0A8J6GGE9_MICOH
OG0012707	sp|Q96NU7|HUTI_HUMAN	tr|A0A8J6L2T9|A0A8J6L2T9_MICOH
OG0012708	sp|Q96PY6|NEK1_HUMAN	tr|A0A8J6KLZ7|A0A8J6KLZ7_MICOH
OG0012709	sp|Q9BUA3|SPNDC_HUMAN	tr|A0A8J6GCF3|A0A8J6GCF3_MICOH
OG0012710	sp|Q9BV19|CA050_HUMAN	tr|A0A8J6FZM3|A0A8J6FZM3_MICOH
OG0012711	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A8J6FYY7|A0A8J6FYY7_MICOH
OG0012712	sp|Q9BYD6|RM01_HUMAN	tr|A0A8J6G2Z8|A0A8J6G2Z8_MICOH
OG0012713	sp|Q9H3U7|SMOC2_HUMAN	tr|A0A8J6KJU6|A0A8J6KJU6_MICOH
OG0012714	sp|Q9HCR9|PDE11_HUMAN	tr|A0A8J6GIN3|A0A8J6GIN3_MICOH
OG0012715	sp|Q9NRL3|STRN4_HUMAN	tr|A0A8J6KNV0|A0A8J6KNV0_MICOH
OG0012716	sp|Q9NW81|DMAC2_HUMAN	tr|A0A8J6KVJ8|A0A8J6KVJ8_MICOH
OG0012717	sp|Q9NWS8|RMND1_HUMAN	tr|A0A8J6KT45|A0A8J6KT45_MICOH
OG0012718	sp|Q9NWT1|PK1IP_HUMAN	tr|A0A8J6KY91|A0A8J6KY91_MICOH
OG0012719	sp|Q9P286|PAK5_HUMAN	tr|A0A8J6GHZ1|A0A8J6GHZ1_MICOH
OG0012720	sp|Q9ULW8|PADI3_HUMAN	tr|A0A8J6KXT7|A0A8J6KXT7_MICOH
OG0012721	sp|Q9ULX7|CAH14_HUMAN	tr|A0A8J6GHZ4|A0A8J6GHZ4_MICOH
OG0012722	sp|Q9Y5S1|TRPV2_HUMAN	tr|A0A8J6G464|A0A8J6G464_MICOH
