Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0010027	sp|Q8NFU5|IPMK_HUMAN	tr|G1PRC8|G1PRC8_MYOLU
OG0010028	sp|Q93070|NAR4_HUMAN	tr|G1P6J5|G1P6J5_MYOLU
OG0010029	sp|Q969S9|RRF2M_HUMAN	tr|G1P362|G1P362_MYOLU
OG0010030	sp|Q96BY7|ATG2B_HUMAN	tr|G1PTT6|G1PTT6_MYOLU
OG0010031	sp|Q96EK5|KBP_HUMAN	tr|G1P6Q2|G1P6Q2_MYOLU
OG0010032	sp|Q96HR9|REEP6_HUMAN	tr|G1P0V9|G1P0V9_MYOLU
OG0010033	sp|Q96LB3|IFT74_HUMAN	tr|G1P9Y3|G1P9Y3_MYOLU
OG0010034	sp|Q96RI1|NR1H4_HUMAN	tr|G1PDB5|G1PDB5_MYOLU
OG0010035	sp|Q96T68|SETB2_HUMAN	tr|G1P2A0|G1P2A0_MYOLU
OG0010036	sp|Q99895|CTRC_HUMAN	tr|G1PE81|G1PE81_MYOLU
OG0010037	sp|Q9BQ13|KCD14_HUMAN	tr|G1PQE9|G1PQE9_MYOLU
OG0010038	sp|Q9BRX2|PELO_HUMAN	tr|G1Q1S4|G1Q1S4_MYOLU
OG0010039	sp|Q9BSD3|RHNO1_HUMAN	tr|G1QCV8|G1QCV8_MYOLU
OG0010040	sp|Q9BWN1|PRR14_HUMAN	tr|G1PDD3|G1PDD3_MYOLU
OG0010041	sp|Q9BXQ6|T121B_HUMAN	tr|G1QBW8|G1QBW8_MYOLU
OG0010042	sp|Q9GZN1|ARP6_HUMAN	tr|G1QDD7|G1QDD7_MYOLU
OG0010043	sp|Q9GZU2|PEG3_HUMAN	tr|G1PAE7|G1PAE7_MYOLU
OG0010044	sp|Q9H2X0|CHRD_HUMAN	tr|G1PMG0|G1PMG0_MYOLU
OG0010045	sp|Q9H329|E41LB_HUMAN	tr|G1NXA7|G1NXA7_MYOLU
OG0010046	sp|Q9H467|CUED2_HUMAN	tr|G1P6S3|G1P6S3_MYOLU
OG0010047	sp|Q9H5Q4|TFB2M_HUMAN	tr|G1P194|G1P194_MYOLU
OG0010048	sp|Q9H611|PIF1_HUMAN	tr|G1Q2H4|G1Q2H4_MYOLU
OG0010049	sp|Q9H816|DCR1B_HUMAN	tr|G1P9C5|G1P9C5_MYOLU
OG0010050	sp|Q9NQT5|EXOS3_HUMAN	tr|G1Q6E6|G1Q6E6_MYOLU
OG0010051	sp|Q9P0R6|GSKIP_HUMAN	tr|G1Q8S0|G1Q8S0_MYOLU
OG0010052	sp|Q9UBH6|XPR1_HUMAN	tr|G1PSC8|G1PSC8_MYOLU
OG0010053	sp|Q9Y548|YIPF1_HUMAN	tr|G1PGY0|G1PGY0_MYOLU
OG0010054	sp|Q9Y587|AP4S1_HUMAN	tr|G1PIS9|G1PIS9_MYOLU
OG0010055	sp|Q9Y5A6|ZSC21_HUMAN	tr|G1PPE7|G1PPE7_MYOLU
OG0010056	sp|A0A1B0GW35|EXC1L_HUMAN	tr|G1Q3I7|G1Q3I7_MYOLU
OG0010057	sp|A0PG75|PLS5_HUMAN	tr|G1P6Y1|G1P6Y1_MYOLU
OG0010058	sp|A6NFU0|F187A_HUMAN	tr|G1PK04|G1PK04_MYOLU
OG0010059	sp|A6NI79|CCD69_HUMAN	tr|G1PM18|G1PM18_MYOLU
OG0010060	sp|A8MTB9|CEA18_HUMAN	tr|G1QBQ6|G1QBQ6_MYOLU
OG0010061	sp|O14917|PCD17_HUMAN	tr|G1P542|G1P542_MYOLU
OG0010062	sp|O14975|S27A2_HUMAN	tr|G1P5H8|G1P5H8_MYOLU
OG0010063	sp|O15239|NDUA1_HUMAN	tr|G1P7J2|G1P7J2_MYOLU
OG0010064	sp|O75367|H2AY_HUMAN	tr|G1PL14|G1PL14_MYOLU
OG0010065	sp|P04278|SHBG_HUMAN	tr|G1P075|G1P075_MYOLU
OG0010066	sp|P06132|DCUP_HUMAN	tr|G1NWV3|G1NWV3_MYOLU
OG0010067	sp|P07738|PMGE_HUMAN	tr|G1PEN8|G1PEN8_MYOLU
OG0010068	sp|P14061|DHB1_HUMAN	tr|G1NUM7|G1NUM7_MYOLU
OG0010069	sp|P17844|DDX5_HUMAN	tr|G1PDV3|G1PDV3_MYOLU
OG0010070	sp|P19532|TFE3_HUMAN	tr|G1Q720|G1Q720_MYOLU
OG0010071	sp|P23467|PTPRB_HUMAN	tr|G1P835|G1P835_MYOLU
OG0010072	sp|P35790|CHKA_HUMAN	tr|G1PXA0|G1PXA0_MYOLU
OG0010073	sp|P36957|ODO2_HUMAN	tr|G1P5U3|G1P5U3_MYOLU
OG0010074	sp|P38936|CDN1A_HUMAN	tr|G1PGG2|G1PGG2_MYOLU
OG0010075	sp|P53355|DAPK1_HUMAN	tr|G1PKL0|G1PKL0_MYOLU
OG0010076	sp|P63165|SUMO1_HUMAN	tr|G1Q6E3|G1Q6E3_MYOLU
OG0010077	sp|Q00013|EM55_HUMAN	tr|G1PJF4|G1PJF4_MYOLU
OG0010078	sp|Q01658|NC2B_HUMAN	tr|G1PGG5|G1PGG5_MYOLU
OG0010079	sp|Q15102|PA1B3_HUMAN	tr|G1PV48|G1PV48_MYOLU
OG0010080	sp|Q16774|KGUA_HUMAN	tr|G1PLW7|G1PLW7_MYOLU
OG0010081	sp|Q2T9L4|INSY1_HUMAN	tr|G1Q0F8|G1Q0F8_MYOLU
OG0010082	sp|Q5SYB0|FRPD1_HUMAN	tr|G1P5P1|G1P5P1_MYOLU
OG0010083	sp|Q5VV52|ZN691_HUMAN	tr|G1PN99|G1PN99_MYOLU
OG0010084	sp|Q6EMK4|VASN_HUMAN	tr|G1QE95|G1QE95_MYOLU
OG0010085	sp|Q6NT76|HMBX1_HUMAN	tr|G1P9C9|G1P9C9_MYOLU
OG0010086	sp|Q6ZSI9|CAN12_HUMAN	tr|G1NXK1|G1NXK1_MYOLU
OG0010087	sp|Q7LBE3|S26A9_HUMAN	tr|G1P300|G1P300_MYOLU
OG0010088	sp|Q7Z6W1|TMCO2_HUMAN	tr|G1NVX8|G1NVX8_MYOLU
OG0010089	sp|Q8IZD2|KMT2E_HUMAN	tr|G1NYG5|G1NYG5_MYOLU
OG0010090	sp|Q8N6L7|TM252_HUMAN	tr|G1PLF9|G1PLF9_MYOLU
OG0010091	sp|Q8NDX5|PHC3_HUMAN	tr|G1NY69|G1NY69_MYOLU
OG0010092	sp|Q8NH08|O10AC_HUMAN	tr|G1PR07|G1PR07_MYOLU
OG0010093	sp|Q8NH57|O52P1_HUMAN	tr|G1Q1N6|G1Q1N6_MYOLU
OG0010094	sp|Q8TDV0|GP151_HUMAN	tr|G1PTD9|G1PTD9_MYOLU
OG0010096	sp|Q8WXI4|ACO11_HUMAN	tr|G1PQ18|G1PQ18_MYOLU
OG0010097	sp|Q92613|JADE3_HUMAN	tr|G1NWS4|G1NWS4_MYOLU
OG0010098	sp|Q96P67|GPR82_HUMAN	tr|G1NZ63|G1NZ63_MYOLU
OG0010099	sp|Q99689|FEZ1_HUMAN	tr|G1NXF2|G1NXF2_MYOLU
OG0010100	sp|Q9BTV6|DPH7_HUMAN	tr|G1NWA7|G1NWA7_MYOLU
OG0010101	sp|Q9BUZ4|TRAF4_HUMAN	tr|G1PMV8|G1PMV8_MYOLU
OG0010102	sp|Q9BW83|IFT27_HUMAN	tr|G1PTC0|G1PTC0_MYOLU
OG0010103	sp|Q9BZ71|PITM3_HUMAN	tr|G1PGM3|G1PGM3_MYOLU
OG0010104	sp|Q9H6F5|CCD86_HUMAN	tr|G1P3S5|G1P3S5_MYOLU
OG0010105	sp|Q9NVR0|KLH11_HUMAN	tr|G1PJB6|G1PJB6_MYOLU
OG0010106	sp|Q9NZQ0|DJC27_HUMAN	tr|G1QAE7|G1QAE7_MYOLU
OG0010107	sp|Q9UHI8|ATS1_HUMAN	tr|G1PHH0|G1PHH0_MYOLU
OG0010108	sp|Q9UKM7|MA1B1_HUMAN	tr|G1QAD3|G1QAD3_MYOLU
OG0010109	sp|Q9UNH5|CC14A_HUMAN	tr|G1PEX3|G1PEX3_MYOLU
OG0010110	sp|Q9Y5F3|PCDB1_HUMAN	tr|G1PP39|G1PP39_MYOLU
OG0010111	sp|Q9Y5Z6|B3GT1_HUMAN	tr|G1PNH7|G1PNH7_MYOLU
OG0010112	sp|Q9Y6J6|KCNE2_HUMAN	tr|G1QBU3|G1QBU3_MYOLU
OG0010113	sp|Q9Y6X6|MYO16_HUMAN	tr|G1P1C1|G1P1C1_MYOLU
OG0010114	sp|A6NDU8|RIMC1_HUMAN	tr|G1PAB8|G1PAB8_MYOLU
OG0010115	sp|A8K855|EFCB7_HUMAN	tr|G1PII9|G1PII9_MYOLU
OG0010116	sp|B2RTY4|MYO9A_HUMAN	tr|G1P6C0|G1P6C0_MYOLU
OG0010117	sp|O00400|ACATN_HUMAN	tr|G1NUM0|G1NUM0_MYOLU
OG0010118	sp|O60299|LZTS3_HUMAN	tr|G1NT37|G1NT37_MYOLU
OG0010119	sp|O75298|RTN2_HUMAN	tr|G1NZJ4|G1NZJ4_MYOLU
OG0010120	sp|O75525|KHDR3_HUMAN	tr|G1P1J9|G1P1J9_MYOLU
OG0010121	sp|O94822|LTN1_HUMAN	tr|G1NT39|G1NT39_MYOLU
OG0010122	sp|O95072|REC8_HUMAN	tr|G1Q6J3|G1Q6J3_MYOLU
OG0010123	sp|O95503|CBX6_HUMAN	tr|G1P3X3|G1P3X3_MYOLU
OG0010124	sp|O95600|KLF8_HUMAN	tr|G1PV71|G1PV71_MYOLU
OG0010125	sp|P02818|OSTCN_HUMAN	tr|G1Q0F9|G1Q0F9_MYOLU
OG0010126	sp|P09038|FGF2_HUMAN	tr|G1Q2C6|G1Q2C6_MYOLU
OG0010127	sp|P15692|VEGFA_HUMAN	tr|G1PQ79|G1PQ79_MYOLU
OG0010128	sp|P19397|CD53_HUMAN	tr|G1P9Q2|G1P9Q2_MYOLU
OG0010129	sp|P20794|MAK_HUMAN	tr|G1P2W0|G1P2W0_MYOLU
OG0010130	sp|P22301|IL10_HUMAN	tr|G1PXI6|G1PXI6_MYOLU
OG0010131	sp|P23280|CAH6_HUMAN	tr|G1NVH7|G1NVH7_MYOLU
OG0010132	sp|P25963|IKBA_HUMAN	tr|G1P2L6|G1P2L6_MYOLU
OG0010133	sp|P33032|MC5R_HUMAN	tr|G1Q1N7|G1Q1N7_MYOLU
OG0010134	sp|P33992|MCM5_HUMAN	tr|G1NWT6|G1NWT6_MYOLU
OG0010135	sp|P42773|CDN2C_HUMAN	tr|G1P7E5|G1P7E5_MYOLU
OG0010136	sp|P55210|CASP7_HUMAN	tr|G1P111|G1P111_MYOLU
OG0010137	sp|Q00444|HXC5_HUMAN	tr|G1NTE9|G1NTE9_MYOLU
OG0010138	sp|Q05516|ZBT16_HUMAN	tr|G1NZ33|G1NZ33_MYOLU
OG0010139	sp|Q13263|TIF1B_HUMAN	tr|G1PPS1|G1PPS1_MYOLU
OG0010140	sp|Q13351|KLF1_HUMAN	tr|G1PL82|G1PL82_MYOLU
OG0010141	sp|Q14165|MLEC_HUMAN	tr|G1P4Y0|G1P4Y0_MYOLU
OG0010142	sp|Q16514|TAF12_HUMAN	tr|G1PKW1|G1PKW1_MYOLU
OG0010143	sp|Q2VWA4|SKOR2_HUMAN	tr|G1Q4L2|G1Q4L2_MYOLU
OG0010144	sp|Q30KQ4|DB116_HUMAN	tr|G1Q4R6|G1Q4R6_MYOLU
OG0010145	sp|Q3KQZ1|S2535_HUMAN	tr|G1P0N5|G1P0N5_MYOLU
OG0010146	sp|Q53RT3|APRV1_HUMAN	tr|G1Q454|G1Q454_MYOLU
OG0010147	sp|Q5QJU3|ACER2_HUMAN	tr|G1P9L9|G1P9L9_MYOLU
OG0010148	sp|Q68DL7|CR063_HUMAN	tr|G1PYW3|G1PYW3_MYOLU
OG0010149	sp|Q6ICI0|LHPL7_HUMAN	tr|G1P5V4|G1P5V4_MYOLU
OG0010150	sp|Q6P5Z2|PKN3_HUMAN	tr|G1PPR3|G1PPR3_MYOLU
OG0010151	sp|Q6UXY1|BI2L2_HUMAN	tr|G1QA60|G1QA60_MYOLU
OG0010152	sp|Q709C8|VP13C_HUMAN	tr|G1PWY5|G1PWY5_MYOLU
OG0010153	sp|Q7Z3B1|NEGR1_HUMAN	tr|G1PQA7|G1PQA7_MYOLU
OG0010154	sp|Q8IU68|TMC8_HUMAN	tr|G1PNY7|G1PNY7_MYOLU
OG0010155	sp|Q8IUX8|EGFL6_HUMAN	tr|G1QEW1|G1QEW1_MYOLU
OG0010156	sp|Q8IX29|FBX16_HUMAN	tr|G1Q552|G1Q552_MYOLU
OG0010157	sp|Q8N7S2|DNJ5G_HUMAN	tr|G1NVC5|G1NVC5_MYOLU
OG0010158	sp|Q8N945|PRLD2_HUMAN	tr|G1Q8G0|G1Q8G0_MYOLU
OG0010159	sp|Q8ND07|BBOF1_HUMAN	tr|G1PVW2|G1PVW2_MYOLU
OG0010160	sp|Q92824|PCSK5_HUMAN	tr|G1PRT1|G1PRT1_MYOLU
OG0010161	sp|Q9BQS6|HSPB9_HUMAN	tr|G1PJL8|G1PJL8_MYOLU
OG0010162	sp|Q9BVV6|TALD3_HUMAN	tr|G1PKG2|G1PKG2_MYOLU
OG0010163	sp|Q9BZQ4|NMNA2_HUMAN	tr|G1P998|G1P998_MYOLU
OG0010164	sp|Q9H1U4|MEGF9_HUMAN	tr|G1P3R2|G1P3R2_MYOLU
OG0010165	sp|Q9HCL2|GPAT1_HUMAN	tr|G1PAY1|G1PAY1_MYOLU
OG0010166	sp|Q9NPH3|IL1AP_HUMAN	tr|G1P5G1|G1P5G1_MYOLU
OG0010167	sp|Q9NQG7|HPS4_HUMAN	tr|G1QAI8|G1QAI8_MYOLU
OG0010168	sp|Q9NWW6|NRK1_HUMAN	tr|G1PB50|G1PB50_MYOLU
OG0010169	sp|Q9NXI6|RN186_HUMAN	tr|G1QFZ9|G1QFZ9_MYOLU
OG0010170	sp|Q9P2X3|IMPCT_HUMAN	tr|G1P312|G1P312_MYOLU
OG0010171	sp|Q9UIG8|SO3A1_HUMAN	tr|G1Q9P3|G1Q9P3_MYOLU
OG0010172	sp|Q9ULK6|RN150_HUMAN	tr|G1PE68|G1PE68_MYOLU
OG0010173	sp|Q9Y3T9|NOC2L_HUMAN	tr|G1PAM9|G1PAM9_MYOLU
OG0010174	sp|Q9Y5Y3|GPR45_HUMAN	tr|G1PMQ9|G1PMQ9_MYOLU
OG0010175	sp|A6PVC2|TTLL8_HUMAN	tr|G1NSD7|G1NSD7_MYOLU
OG0010176	sp|A8MY62|BLML_HUMAN	tr|G1QBA7|G1QBA7_MYOLU
OG0010177	sp|A9UHW6|MI4GD_HUMAN	tr|G1Q7Y7|G1Q7Y7_MYOLU
OG0010178	sp|O00330|ODPX_HUMAN	tr|G1PIV5|G1PIV5_MYOLU
OG0010179	sp|O15037|KHNYN_HUMAN	tr|G1PXG3|G1PXG3_MYOLU
OG0010180	sp|O15375|MOT6_HUMAN	tr|G1PLF7|G1PLF7_MYOLU
OG0010181	sp|O95456|PSMG1_HUMAN	tr|G1P699|G1P699_MYOLU
OG0010182	sp|O96024|B3GT4_HUMAN	tr|G1QCZ1|G1QCZ1_MYOLU
OG0010183	sp|P15088|CBPA3_HUMAN	tr|G1PA77|G1PA77_MYOLU
OG0010184	sp|P32241|VIPR1_HUMAN	tr|G1P592|G1P592_MYOLU
OG0010185	sp|P40145|ADCY8_HUMAN	tr|G1PK18|G1PK18_MYOLU
OG0010186	sp|P49419|AL7A1_HUMAN	tr|G1NZ15|G1NZ15_MYOLU
OG0010187	sp|P51606|RENBP_HUMAN	tr|G1PPN2|G1PPN2_MYOLU
OG0010188	sp|P51884|LUM_HUMAN	tr|G1P9U6|G1P9U6_MYOLU
OG0010189	sp|P55001|MFAP2_HUMAN	tr|G1NSD0|G1NSD0_MYOLU
OG0010190	sp|P78552|I13R1_HUMAN	tr|G1PW02|G1PW02_MYOLU
OG0010191	sp|Q04206|TF65_HUMAN	tr|G1PC32|G1PC32_MYOLU
OG0010192	sp|Q10588|BST1_HUMAN	tr|G1PDE7|G1PDE7_MYOLU
OG0010193	sp|Q15008|PSMD6_HUMAN	tr|G1PPJ8|G1PPJ8_MYOLU
OG0010194	sp|Q16270|IBP7_HUMAN	tr|G1PVC3|G1PVC3_MYOLU
OG0010195	sp|Q16568|CART_HUMAN	tr|G1NYQ2|G1NYQ2_MYOLU
OG0010196	sp|Q16581|C3AR_HUMAN	tr|G1QBM8|G1QBM8_MYOLU
OG0010197	sp|Q58HT5|AWAT1_HUMAN	tr|G1PH75|G1PH75_MYOLU
OG0010198	sp|Q5VZK9|CARL1_HUMAN	tr|G1QB20|G1QB20_MYOLU
OG0010199	sp|Q6UXN9|WDR82_HUMAN	tr|G1PRV9|G1PRV9_MYOLU
OG0010200	sp|Q6ZS10|CL17A_HUMAN	tr|G1PBI7|G1PBI7_MYOLU
OG0010201	sp|Q70UQ0|IKIP_HUMAN	tr|G1PB90|G1PB90_MYOLU
OG0010202	sp|Q7KZF4|SND1_HUMAN	tr|G1PW66|G1PW66_MYOLU
OG0010203	sp|Q7Z7B7|DB132_HUMAN	tr|G1P0H7|G1P0H7_MYOLU
OG0010204	sp|Q86SG7|LYG2_HUMAN	tr|G1PRC5|G1PRC5_MYOLU
OG0010205	sp|Q86SQ4|AGRG6_HUMAN	tr|G1P1I3|G1P1I3_MYOLU
OG0010206	sp|Q86T13|CLC14_HUMAN	tr|G1QDN7|G1QDN7_MYOLU
OG0010207	sp|Q86WN1|FCSD1_HUMAN	tr|G1PC27|G1PC27_MYOLU
OG0010208	sp|Q8IWS0|PHF6_HUMAN	tr|G1P0I4|G1P0I4_MYOLU
OG0010209	sp|Q8IXL6|FA20C_HUMAN	tr|G1PN69|G1PN69_MYOLU
OG0010210	sp|Q8IZL8|PELP1_HUMAN	tr|G1NY24|G1NY24_MYOLU
OG0010211	sp|Q8N108|MIER1_HUMAN	tr|G1NTK2|G1NTK2_MYOLU
OG0010212	sp|Q8N1N0|CLC4F_HUMAN	tr|G1PWQ7|G1PWQ7_MYOLU
OG0010213	sp|Q8N387|MUC15_HUMAN	tr|G1QDZ5|G1QDZ5_MYOLU
OG0010214	sp|Q8N5P1|ZC3H8_HUMAN	tr|G1P3F9|G1P3F9_MYOLU
OG0010215	sp|Q8N9B8|RGF1A_HUMAN	tr|G1PWX4|G1PWX4_MYOLU
OG0010216	sp|Q8NHR9|PROF4_HUMAN	tr|G1NX82|G1NX82_MYOLU
OG0010217	sp|Q8TEQ6|GEMI5_HUMAN	tr|G1PVI8|G1PVI8_MYOLU
OG0010218	sp|Q969N2|PIGT_HUMAN	tr|G1P5W3|G1P5W3_MYOLU
OG0010219	sp|Q96AQ8|MCUR1_HUMAN	tr|G1PH47|G1PH47_MYOLU
OG0010220	sp|Q96EB6|SIR1_HUMAN	tr|G1P225|G1P225_MYOLU
OG0010221	sp|Q96EK7|F120B_HUMAN	tr|G1P3X5|G1P3X5_MYOLU
OG0010222	sp|Q96RT7|GCP6_HUMAN	tr|G1NTB7|G1NTB7_MYOLU
OG0010223	sp|Q9BQ49|SMIM7_HUMAN	tr|G1Q5C0|G1Q5C0_MYOLU
OG0010224	sp|Q9BU02|THTPA_HUMAN	tr|G1PVA6|G1PVA6_MYOLU
OG0010225	sp|Q9BVH7|SIA7E_HUMAN	tr|G1NSD9|G1NSD9_MYOLU
OG0010226	sp|Q9BX67|JAM3_HUMAN	tr|G1PE98|G1PE98_MYOLU
OG0010227	sp|Q9BX84|TRPM6_HUMAN	tr|G1P731|G1P731_MYOLU
OG0010228	sp|Q9C0C6|CIPC_HUMAN	tr|G1PX43|G1PX43_MYOLU
OG0010229	sp|Q9HBF4|ZFYV1_HUMAN	tr|G1NT98|G1NT98_MYOLU
OG0010230	sp|Q9NZC9|SMAL1_HUMAN	tr|G1NVG8|G1NVG8_MYOLU
OG0010231	sp|Q9UPM8|AP4E1_HUMAN	tr|G1PEJ5|G1PEJ5_MYOLU
OG0010232	sp|A2PYH4|HFM1_HUMAN	tr|G1PFG6|G1PFG6_MYOLU
OG0010233	sp|O00515|LAD1_HUMAN	tr|G1PIH6|G1PIH6_MYOLU
OG0010234	sp|O14964|HGS_HUMAN	tr|G1Q2F0|G1Q2F0_MYOLU
OG0010235	sp|O14967|CLGN_HUMAN	tr|G1PPA0|G1PPA0_MYOLU
OG0010236	sp|O60356|NUPR1_HUMAN	tr|G1NTV0|G1NTV0_MYOLU
OG0010237	sp|O75147|OBSL1_HUMAN	tr|G1PFU5|G1PFU5_MYOLU
OG0010238	sp|O75190|DNJB6_HUMAN	tr|G1PCZ2|G1PCZ2_MYOLU
OG0010239	sp|O75616|ERAL1_HUMAN	tr|G1PMW5|G1PMW5_MYOLU
OG0010240	sp|O94842|TOX4_HUMAN	tr|G1NWM3|G1NWM3_MYOLU
OG0010241	sp|O95994|AGR2_HUMAN	tr|G1PR66|G1PR66_MYOLU
OG0010242	sp|O96004|HAND1_HUMAN	tr|G1PCG1|G1PCG1_MYOLU
OG0010243	sp|P04844|RPN2_HUMAN	tr|G1NXH2|G1NXH2_MYOLU
OG0010244	sp|P08621|RU17_HUMAN	tr|G1PJ07|G1PJ07_MYOLU
OG0010245	sp|P21709|EPHA1_HUMAN	tr|G1PRK9|G1PRK9_MYOLU
OG0010246	sp|P30939|5HT1F_HUMAN	tr|G1PGT8|G1PGT8_MYOLU
OG0010247	sp|P31146|COR1A_HUMAN	tr|G1P060|G1P060_MYOLU
OG0010248	sp|P35711|SOX5_HUMAN	tr|G1PLX4|G1PLX4_MYOLU
OG0010249	sp|P41182|BCL6_HUMAN	tr|G1PLK0|G1PLK0_MYOLU
OG0010250	sp|P48426|PI42A_HUMAN	tr|G1PU25|G1PU25_MYOLU
OG0010251	sp|P50440|GATM_HUMAN	tr|G1P8U0|G1P8U0_MYOLU
OG0010252	sp|Q0VAK6|LMOD3_HUMAN	tr|G1P4T4|G1P4T4_MYOLU
OG0010253	sp|Q14207|NPAT_HUMAN	tr|G1PHJ9|G1PHJ9_MYOLU
OG0010254	sp|Q2M3M2|SC5A9_HUMAN	tr|G1PFF9|G1PFF9_MYOLU
OG0010255	sp|Q33E94|RFX4_HUMAN	tr|G1PU73|G1PU73_MYOLU
OG0010256	sp|Q6KC79|NIPBL_HUMAN	tr|G1NW98|G1NW98_MYOLU
OG0010257	sp|Q6P3X3|TTC27_HUMAN	tr|G1PVA3|G1PVA3_MYOLU
OG0010258	sp|Q6P4E1|GOLM2_HUMAN	tr|G1PDU8|G1PDU8_MYOLU
OG0010259	sp|Q6Q759|SPG17_HUMAN	tr|G1NTX6|G1NTX6_MYOLU
OG0010260	sp|Q6UWV7|SHL2A_HUMAN	tr|G1P1T6|G1P1T6_MYOLU
OG0010261	sp|Q86V15|CASZ1_HUMAN	tr|G1NSR5|G1NSR5_MYOLU
OG0010262	sp|Q86WD7|SPA9_HUMAN	tr|G1PJV9|G1PJV9_MYOLU
OG0010263	sp|Q8N0Z9|VSI10_HUMAN	tr|G1PUG1|G1PUG1_MYOLU
OG0010264	sp|Q8N3E9|PLCD3_HUMAN	tr|L7N0X5|L7N0X5_MYOLU
OG0010265	sp|Q8N3F9|G137C_HUMAN	tr|G1PS92|G1PS92_MYOLU
OG0010266	sp|Q8N5C8|TAB3_HUMAN	tr|G1NTA8|G1NTA8_MYOLU
OG0010267	sp|Q8NEW0|ZNT7_HUMAN	tr|G1PKZ1|G1PKZ1_MYOLU
OG0010268	sp|Q8TBB5|KLDC4_HUMAN	tr|G1PB17|G1PB17_MYOLU
OG0010269	sp|Q8TCC3|RM30_HUMAN	tr|G1QC28|G1QC28_MYOLU
OG0010270	sp|Q8WW27|ABEC4_HUMAN	tr|G1NXW1|G1NXW1_MYOLU
OG0010271	sp|Q8WY54|PPM1E_HUMAN	tr|G1P6I8|G1P6I8_MYOLU
OG0010272	sp|Q96QT4|TRPM7_HUMAN	tr|G1NSR2|G1NSR2_MYOLU
OG0010273	sp|Q96S52|PIGS_HUMAN	tr|G1PKD9|G1PKD9_MYOLU
OG0010274	sp|Q9BW91|NUDT9_HUMAN	tr|G1P9P5|G1P9P5_MYOLU
OG0010275	sp|Q9H568|ACTL8_HUMAN	tr|G1Q0R1|G1Q0R1_MYOLU
OG0010276	sp|Q9HD67|MYO10_HUMAN	tr|G1PD16|G1PD16_MYOLU
OG0010277	sp|Q9NQV5|PRD11_HUMAN	tr|G1PWV1|G1PWV1_MYOLU
OG0010278	sp|Q9NXJ5|PGPI_HUMAN	tr|G1NX22|G1NX22_MYOLU
OG0010279	sp|Q9NY12|GAR1_HUMAN	tr|G1P0X7|G1P0X7_MYOLU
OG0010280	sp|Q9UF12|HYPDH_HUMAN	tr|G1Q1Y0|G1Q1Y0_MYOLU
OG0010281	sp|Q9UG22|GIMA2_HUMAN	tr|G1P0N7|G1P0N7_MYOLU
OG0010282	sp|Q9UK59|DBR1_HUMAN	tr|G1Q7T8|G1Q7T8_MYOLU
OG0010283	sp|Q9Y266|NUDC_HUMAN	tr|G1P2Y0|G1P2Y0_MYOLU
OG0010284	sp|Q9Y283|INVS_HUMAN	tr|G1PJ18|G1PJ18_MYOLU
OG0010285	sp|Q9Y2D8|ADIP_HUMAN	tr|G1PTB1|G1PTB1_MYOLU
OG0010286	sp|Q9Y4B6|DCAF1_HUMAN	tr|G1P9R9|G1P9R9_MYOLU
OG0010287	sp|Q9Y4P9|SPEF1_HUMAN	tr|G1PAW0|G1PAW0_MYOLU
OG0010288	sp|A4D1E1|Z804B_HUMAN	tr|G1PHU4|G1PHU4_MYOLU
OG0010290	sp|O43934|MFS11_HUMAN	tr|G1PEH2|G1PEH2_MYOLU
OG0010291	sp|O60341|KDM1A_HUMAN	tr|G1PGB1|G1PGB1_MYOLU
OG0010292	sp|O60524|NEMF_HUMAN	tr|G1PIN3|G1PIN3_MYOLU
OG0010293	sp|P04233|HG2A_HUMAN	tr|G1QEN4|G1QEN4_MYOLU
OG0010294	sp|P06850|CRF_HUMAN	tr|G1PXB5|G1PXB5_MYOLU
OG0010295	sp|P10145|IL8_HUMAN	tr|G1P3E5|G1P3E5_MYOLU
OG0010296	sp|P12644|BMP4_HUMAN	tr|G1NUS0|G1NUS0_MYOLU
OG0010297	sp|P19021|AMD_HUMAN	tr|G1NU78|G1NU78_MYOLU
OG0010298	sp|P24864|CCNE1_HUMAN	tr|G1P665|G1P665_MYOLU
OG0010299	sp|P42694|HELZ_HUMAN	tr|G1NUJ7|G1NUJ7_MYOLU
OG0010300	sp|P49640|EVX1_HUMAN	tr|G1P9D6|G1P9D6_MYOLU
OG0010301	sp|P49748|ACADV_HUMAN	tr|G1NY71|G1NY71_MYOLU
OG0010302	sp|P49763|PLGF_HUMAN	tr|G1P5W6|G1P5W6_MYOLU
OG0010303	sp|P50749|RASF2_HUMAN	tr|G1PG44|G1PG44_MYOLU
OG0010304	sp|P53999|TCP4_HUMAN	tr|G1PNE4|G1PNE4_MYOLU
OG0010305	sp|P54105|ICLN_HUMAN	tr|G1Q3D7|G1Q3D7_MYOLU
OG0010306	sp|Q01970|PLCB3_HUMAN	tr|G1P8B5|G1P8B5_MYOLU
OG0010307	sp|Q13241|KLRD1_HUMAN	tr|G1PPY6|G1PPY6_MYOLU
OG0010308	sp|Q13506|NAB1_HUMAN	tr|G1PXG2|G1PXG2_MYOLU
OG0010309	sp|Q14118|DAG1_HUMAN	tr|G1P5W2|G1P5W2_MYOLU
OG0010310	sp|Q15633|TRBP2_HUMAN	tr|G1PF18|G1PF18_MYOLU
OG0010311	sp|Q4G0W2|DUS28_HUMAN	tr|G1P2S8|G1P2S8_MYOLU
